,date,sent_addresses,difficulty,transactions,block_size,median_transaction_value,send_usd,fee_reward,active_addresses,hashrate,confirmation_time,av_transaction_value,av_transaction_size,median_transaction_size,google_trends,market_cap,mining_profitability,tweets,top_100_percent,full_name,coin
1104,2012/01/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1105,2012/01/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1106,2012/01/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1107,2012/01/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1108,2012/01/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1109,2012/01/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1110,2012/01/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1111,2012/01/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1112,2012/01/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1113,2012/01/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1114,2012/01/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1115,2012/01/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1116,2012/01/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1117,2012/01/31,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1118,2012/02/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1119,2012/02/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1120,2012/02/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1121,2012/02/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1122,2012/02/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1123,2012/02/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1124,2012/02/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1125,2012/02/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1126,2012/02/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1127,2012/02/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1128,2012/02/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1129,2012/02/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1130,2012/02/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1131,2012/02/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1132,2012/02/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1133,2012/02/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1134,2012/02/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1135,2012/02/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1136,2012/02/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1137,2012/02/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1138,2012/02/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1139,2012/02/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1140,2012/02/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1141,2012/02/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1142,2012/02/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1143,2012/02/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1144,2012/02/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1145,2012/02/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1146,2012/02/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1147,2012/03/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1148,2012/03/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1149,2012/03/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1150,2012/03/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1151,2012/03/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1152,2012/03/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1153,2012/03/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1154,2012/03/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1155,2012/03/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1156,2012/03/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1157,2012/03/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1158,2012/03/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1159,2012/03/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1160,2012/03/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1161,2012/03/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1162,2012/03/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1163,2012/03/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1164,2012/03/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1165,2012/03/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1166,2012/03/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1167,2012/03/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1168,2012/03/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1169,2012/03/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1170,2012/03/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1171,2012/03/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1172,2012/03/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1173,2012/03/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1174,2012/03/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1175,2012/03/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1176,2012/03/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1177,2012/03/31,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1178,2012/04/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1179,2012/04/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1180,2012/04/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1181,2012/04/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1182,2012/04/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1183,2012/04/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1184,2012/04/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1185,2012/04/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1186,2012/04/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1187,2012/04/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1188,2012/04/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1189,2012/04/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1190,2012/04/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1191,2012/04/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1192,2012/04/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1193,2012/04/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1194,2012/04/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1195,2012/04/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1196,2012/04/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1197,2012/04/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1198,2012/04/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1199,2012/04/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1200,2012/04/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1201,2012/04/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1202,2012/04/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1203,2012/04/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1204,2012/04/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1205,2012/04/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1206,2012/04/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1207,2012/04/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1208,2012/05/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1209,2012/05/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1210,2012/05/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1211,2012/05/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1212,2012/05/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1213,2012/05/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1214,2012/05/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1215,2012/05/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1216,2012/05/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1217,2012/05/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1218,2012/05/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1219,2012/05/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1220,2012/05/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1221,2012/05/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1222,2012/05/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1223,2012/05/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1224,2012/05/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1225,2012/05/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1226,2012/05/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1227,2012/05/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1228,2012/05/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1229,2012/05/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1230,2012/05/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1231,2012/05/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1232,2012/05/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1233,2012/05/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1234,2012/05/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1235,2012/05/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1236,2012/05/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1237,2012/05/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1238,2012/05/31,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1239,2012/06/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1240,2012/06/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1241,2012/06/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1242,2012/06/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1243,2012/06/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1244,2012/06/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1245,2012/06/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1246,2012/06/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1247,2012/06/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1248,2012/06/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1249,2012/06/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1250,2012/06/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1251,2012/06/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1252,2012/06/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1253,2012/06/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1254,2012/06/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1255,2012/06/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1256,2012/06/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1257,2012/06/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1258,2012/06/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1259,2012/06/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1260,2012/06/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1261,2012/06/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1262,2012/06/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1263,2012/06/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1264,2012/06/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1265,2012/06/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1266,2012/06/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1267,2012/06/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1268,2012/06/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1269,2012/07/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1270,2012/07/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1271,2012/07/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1272,2012/07/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1273,2012/07/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1274,2012/07/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1275,2012/07/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1276,2012/07/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1277,2012/07/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1278,2012/07/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1279,2012/07/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1280,2012/07/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1281,2012/07/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1282,2012/07/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1283,2012/07/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1284,2012/07/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1285,2012/07/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1286,2012/07/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1287,2012/07/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1288,2012/07/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1289,2012/07/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1290,2012/07/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1291,2012/07/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1292,2012/07/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1293,2012/07/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1294,2012/07/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1295,2012/07/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1296,2012/07/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1297,2012/07/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1298,2012/07/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1299,2012/07/31,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1300,2012/08/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1301,2012/08/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1302,2012/08/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1303,2012/08/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1304,2012/08/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1305,2012/08/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1306,2012/08/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1307,2012/08/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1308,2012/08/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1309,2012/08/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1310,2012/08/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1311,2012/08/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1312,2012/08/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1313,2012/08/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1314,2012/08/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1315,2012/08/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1316,2012/08/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1317,2012/08/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1318,2012/08/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1319,2012/08/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1320,2012/08/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1321,2012/08/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1322,2012/08/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1323,2012/08/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1324,2012/08/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1325,2012/08/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1326,2012/08/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1327,2012/08/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1328,2012/08/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1329,2012/08/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1330,2012/08/31,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1331,2012/09/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1332,2012/09/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1333,2012/09/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1334,2012/09/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1335,2012/09/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1336,2012/09/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1337,2012/09/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1338,2012/09/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1339,2012/09/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1340,2012/09/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1341,2012/09/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1342,2012/09/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1343,2012/09/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1344,2012/09/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1345,2012/09/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1346,2012/09/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1347,2012/09/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1348,2012/09/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1349,2012/09/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1350,2012/09/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1351,2012/09/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1352,2012/09/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1353,2012/09/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1354,2012/09/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1355,2012/09/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1356,2012/09/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1357,2012/09/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1358,2012/09/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1359,2012/09/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1360,2012/09/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1361,2012/10/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1362,2012/10/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1363,2012/10/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1364,2012/10/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1365,2012/10/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1366,2012/10/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1367,2012/10/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1368,2012/10/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1369,2012/10/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1370,2012/10/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1371,2012/10/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1372,2012/10/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1373,2012/10/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1374,2012/10/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1375,2012/10/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1376,2012/10/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1377,2012/10/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1378,2012/10/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1379,2012/10/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1380,2012/10/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1381,2012/10/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1382,2012/10/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1383,2012/10/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1384,2012/10/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1385,2012/10/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1386,2012/10/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1387,2012/10/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1388,2012/10/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1389,2012/10/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1390,2012/10/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1391,2012/10/31,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1392,2012/11/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1393,2012/11/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1394,2012/11/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1395,2012/11/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1396,2012/11/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1397,2012/11/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1398,2012/11/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1399,2012/11/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1400,2012/11/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1401,2012/11/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1402,2012/11/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1403,2012/11/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1404,2012/11/13,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1405,2012/11/14,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1406,2012/11/15,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1407,2012/11/16,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1408,2012/11/17,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1409,2012/11/18,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1410,2012/11/19,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1411,2012/11/20,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1412,2012/11/21,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1413,2012/11/22,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1414,2012/11/23,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1415,2012/11/24,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1416,2012/11/25,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1417,2012/11/26,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1418,2012/11/27,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1419,2012/11/28,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1420,2012/11/29,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1421,2012/11/30,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1422,2012/12/01,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1423,2012/12/02,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1424,2012/12/03,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1425,2012/12/04,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1426,2012/12/05,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1427,2012/12/06,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1428,2012/12/07,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1429,2012/12/08,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1430,2012/12/09,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1431,2012/12/10,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1432,2012/12/11,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
1433,2012/12/12,,,,,,,,,,,,,,,,,,,cloakcoin,cloakcoin
