,date,block_size,top_100_percent,difficulty,mining_profitability,sent_addresses,google_trends,fee_reward,hashrate,send_usd,confirmation_time,transactions,active_addresses,av_transaction_value,av_transaction_size,median_transaction_value,median_transaction_size,market_cap,tweets,full_name,coin
504,2016/12/15,964.335,,10849710933545,,2461,,,873890854375,2221147,,21105,,105.243,,1.099,,92731168,,ethereum classic,etc
505,2016/12/16,993.148,,11657941776189,,2316,,,927498703211,961790,,22883,,42.031,,1.083,,92427309,,ethereum classic,etc
506,2016/12/17,950.272,,11691117478534,,2160,,,924724120075,975836,,20047,,48.677,,1.042,,89055591,,ethereum classic,etc
507,2016/12/18,929.682,,11891317028447,,1958,,,946300756519,416412,,18831,,22.113,,1.049,,89644737,,ethereum classic,etc
508,2016/12/19,979.952,,13250038339288,,2230,,,1075090233877,2218613,,20931,,105.996,,1.16,,99190925,,ethereum classic,etc
509,2016/12/20,978.332,,14303300917677,,2654,,,1124389313957,2611272,,21387,,122.096,,1.185,,102199593,,ethereum classic,etc
510,2016/12/21,988.335,,13394267080924,,2235,,,1020838917383,1462497,,18602,,78.62,,1.158,,99328673,,ethereum classic,etc
511,2016/12/22,894.635,,13083733671840,,2177,,,1000206291702,2995856,,16722,,179.157,,1.126,,96472039,,ethereum classic,etc
512,2016/12/23,845.925,,11744700898394,,1785,,,881157050794,3398008,,14405,,235.891,,1.102,,93037787,,ethereum classic,etc
513,2016/12/24,858.297,,11344359030377,,1858,,,886310959881,4170148,,15234,,273.74,,1.137,,94962662,,ethereum classic,etc
514,2016/12/25,864.492,,12038335232371,,1568,,,921875213116,942694,,15458,,60.984,,1.092,,93837003,,ethereum classic,etc
515,2016/12/26,867.405,,11502523752740,,1647,,,877094882942,807335,,15568,,51.859,,1.079,,91195012,,ethereum classic,etc
516,2016/12/27,906.999,,11321736870472,,1742,,,868105352587,1576206,,15676,,100.549,,1.079,,90654904,,ethereum classic,etc
517,2016/12/28,856.354,,11191586384169,,1886,,,853153207408,1860749,,15450,,120.437,,1.104,,91884849,,ethereum classic,etc
518,2016/12/29,906.368,,11983784388284,,2291,,,965857648651,6501663,,18000,,361.203,,1.355,,112676983,,ethereum classic,etc
519,2016/12/30,947.723,,14316909470607,,2671,,,1136867062423,7088564,,20408,,347.342,,1.557,,132138203,,ethereum classic,etc
520,2016/12/31,910.587,,14172871847993,,2232,,,1083186758967,7575136,,17825,,424.973,,1.46,,124242986,,ethereum classic,etc
521,2017/01/01,875.986,,13650666039809,,1930,,,1057029701172,1564488,,16152,,96.86,,1.458,,124358519,,ethereum classic,etc
522,2017/01/02,891.011,,13479153169839,,1985,,,1057452967775,1902382,,16930,,112.368,,1.441,,122040345,,ethereum classic,etc
523,2017/01/03,908.929,,13346129628350,,2157,,,1024636143602,3552577,,17470,,203.353,,1.524,,128732025,,ethereum classic,etc
524,2017/01/04,910.175,,12928897415103,,2238,,,1043303895569,5168114,,18135,,284.98,,1.647,,139579178,,ethereum classic,etc
525,2017/01/05,923.51,,14013540505385,,2336,,,1092727633294,4725151,,18727,,252.318,,1.72,,144924051,,ethereum classic,etc
526,2017/01/06,918.613,,13796584341283,,2290,,,1060299940737,3618196,,17886,,202.292,,1.556,,132606988,,ethereum classic,etc
527,2017/01/07,897.033,,13480949786232,,1974,,,1066341308825,2366017,,17191,,137.631,,1.433,,121469520,,ethereum classic,etc
528,2017/01/08,936.334,,13569190795740,,1912,,,1054247923021,849168,,17744,,47.857,,1.469,,126073916,,ethereum classic,etc
529,2017/01/09,943.517,,13386520254030,,1996,,,1041079015193,1326990,,18958,,69.996,,1.465,,125448101,,ethereum classic,etc
530,2017/01/10,934.87,,13580822128466,,2297,,,1038902763139,6749164,,18895,,357.193,,1.461,,124900019,,ethereum classic,etc
531,2017/01/11,876.88,,12905930472208,,1866,,,978624027285,3692916,,15949,,231.545,,1.356,,114059306,,ethereum classic,etc
532,2017/01/12,1372,,12516377375391,,7667,,,955945021589,2180118,,28083,,77.631,,1.179,,103794849,,ethereum classic,etc
533,2017/01/13,989.448,,12837917910050,,3183,,,986671347408,1023075,,19107,,53.545,,1.214,,105516009,,ethereum classic,etc
534,2017/01/14,909.809,,12865608585003,,1909,,,971857241410,439221,,17553,,25.023,,1.239,,106116220,,ethereum classic,etc
535,2017/01/15,890.702,,12720213382994,,1708,,,947951506937,518708,,16764,,30.942,,1.218,,104049126,,ethereum classic,etc
536,2017/01/16,899.992,,12855419694227,,1794,,,955801098874,1752294,,17274,,101.441,,1.209,,103872610,,ethereum classic,etc
537,2017/01/17,914.381,,12696911801321,,2129,,,938574433315,1305957,,17722,,73.691,,1.231,,105813794,,ethereum classic,etc
538,2017/01/18,959.194,,12276275835101,,2960,,,912783828017,1067121,,18089,,58.993,,1.213,,105109205,,ethereum classic,etc
539,2017/01/19,985.102,,12513075173649,,2635,,,950305035922,1329403,,18785,,70.769,,1.193,,103364862,,ethereum classic,etc
540,2017/01/20,990.15,,12671187263690,,3487,,,971622108294,1990442,,19564,,101.74,,1.257,,109048918,,ethereum classic,etc
541,2017/01/21,962.446,,14050929256022,,2589,,,1062601753750,1644962,,19831,,82.949,,1.418,,122600134,,ethereum classic,etc
542,2017/01/22,946.783,,13974760536488,,2124,,,1047436694032,1662034,,19672,,84.487,,1.429,,123269691,,ethereum classic,etc
543,2017/01/23,947.252,,14177494472946,,2028,,,1073335951080,2121424,,19657,,107.922,,1.407,,121373561,,ethereum classic,etc
544,2017/01/24,951.547,,14317409041872,,2021,,,1085556778135,821501,,20092,,40.887,,1.399,,121078060,,ethereum classic,etc
545,2017/01/25,959.865,,14361758689900,,2009,,,1095725399044,1446516,,19997,,72.337,,1.351,,117056957,,ethereum classic,etc
546,2017/01/26,922.808,,14129884445274,,1860,,,1071548585464,726702,,18376,,39.546,,1.33,,115224358,,ethereum classic,etc
547,2017/01/27,908.85,,14311781974558,,1811,,,1049129781504,1176285,,17351,,67.793,,1.326,,115004695,,ethereum classic,etc
548,2017/01/28,892.609,,14028986488513,,1674,,,1026305212866,553607,,16353,,33.854,,1.32,,114454322,,ethereum classic,etc
549,2017/01/29,891.583,,14088684680179,,1689,,,1027341799578,467843,,16154,,28.961,,1.318,,114277500,,ethereum classic,etc
550,2017/01/30,886.507,,13912042753781,,1757,,,1023722345834,819319,,15920,,51.465,,1.327,,115228027,,ethereum classic,etc
551,2017/01/31,880.657,,14612047623281,,1776,,,1075163711381,975361,,15993,,60.987,,1.386,,119509535,,ethereum classic,etc
552,2017/02/01,904.085,,14439400958038,,1773,,,1055839944004,848896,,16840,,50.41,,1.373,,119232018,,ethereum classic,etc
553,2017/02/02,912.386,,14510224238487,,1772,,,1064295856356,565396,,16877,,33.501,,1.37,,119191173,,ethereum classic,etc
554,2017/02/03,914.946,,14090209635981,,1808,,,1046995299141,953957,,17186,,55.508,,1.373,,118956329,,ethereum classic,etc
555,2017/02/04,903.858,,13926748351080,,1745,,,1035968157938,708260,,16818,,42.113,,1.387,,120366443,,ethereum classic,etc
556,2017/02/05,890.181,,14334588452624,,1709,,,1071226845620,582772,,16046,,36.319,,1.382,,119938719,,ethereum classic,etc
557,2017/02/06,929.246,,15182222704845,,2056,,,1164170951142,1993902,,18188,,109.627,,1.479,,127384149,,ethereum classic,etc
558,2017/02/07,967.933,,15358105277998,,2011,,,1147954818515,2049192,,19736,,103.83,,1.495,,129936704,,ethereum classic,etc
559,2017/02/08,969.348,,15167023937092,,2077,,,1153449491038,1970904,,19750,,99.793,,1.467,,127685554,,ethereum classic,etc
560,2017/02/09,1017,,14733432549382,,2681,,,1077824478146,3486725,,21373,,163.137,,1.374,,119878107,,ethereum classic,etc
561,2017/02/10,963.172,,14021656691126,,2077,,,1044605978255,5147673,,19840,,259.459,,1.266,,110064804,,ethereum classic,etc
562,2017/02/11,967.487,,13865004240949,,1872,,,1035688124578,2192307,,20300,,107.995,,1.273,,110998235,,ethereum classic,etc
563,2017/02/12,975.344,,13599344392928,,2024,,,1007656361417,5620842,,20467,,274.63,,1.241,,108037699,,ethereum classic,etc
564,2017/02/13,990.559,,13479658395329,,2202,,,1018038230643,4567779,,21286,,214.591,,1.22,,106402274,,ethereum classic,etc
565,2017/02/14,1014,,13348238293812,,2060,,,997707558943,2867963,,21924,,130.814,,1.246,,108920255,,ethereum classic,etc
566,2017/02/15,981.407,,13015506265520,,1941,,,987410730090,1796155,,21094,,85.15,,1.273,,111255127,,ethereum classic,etc
567,2017/02/16,990.725,,13161768114891,,1893,,,986459941982,2181909,,20833,,104.733,,1.268,,110812340,,ethereum classic,etc
568,2017/02/17,996.734,,13043393218676,,1812,,,996349333943,1467553,,21042,,69.744,,1.259,,110096051,,ethereum classic,etc
569,2017/02/18,993.216,,12929433470879,,1847,,,983003519646,1116313,,21090,,52.931,,1.239,,108549985,,ethereum classic,etc
570,2017/02/19,978.005,,13228782554300,,1842,,,988315614558,1307607,,21186,,61.72,,1.237,,108234265,,ethereum classic,etc
571,2017/02/20,983.975,,13332132087570,,1830,,,997630364301,874097,,21555,,40.552,,1.232,,108005459,,ethereum classic,etc
572,2017/02/21,925.931,,13645917372856,,1954,,,1026111330195,1736589,,18222,,95.302,,1.251,,109352715,,ethereum classic,etc
573,2017/02/22,997.135,,13660164127658,,1943,,,1026837460850,3212388,,22106,,145.317,,1.243,,109136282,,ethereum classic,etc
574,2017/02/23,999.043,,13598219132213,,2013,,,1022199846361,1878361,,22479,,83.561,,1.232,,108064545,,ethereum classic,etc
575,2017/02/24,1011,,13320181853956,,2006,,,998316281210,3146274,,22082,,142.481,,1.245,,108696705,,ethereum classic,etc
576,2017/02/25,997.041,,13279792907694,,1949,,,1002369765661,1708986,,21229,,80.502,,1.216,,106559353,,ethereum classic,etc
577,2017/02/26,982.527,,13318641366295,,1918,,,1008722326517,2575849,,21259,,121.165,,1.247,,109351265,,ethereum classic,etc
578,2017/02/27,998.837,,13086280388056,,1917,,,975775273774,1503987,,21323,,70.534,,1.264,,110888639,,ethereum classic,etc
579,2017/02/28,987.336,,12229938057265,,2051,,,928218738711,2565173,,21161,,121.222,,1.262,,110715874,,ethereum classic,etc
580,2017/03/01,1032,,12322623292556,,2587,,,948194901453,2836548,,21675,,130.867,,1.311,,115258338,,ethereum classic,etc
581,2017/03/02,1499,,12024205811345,,3392,,,892556904618,3650143,,22199,,164.428,,1.389,,121672072,,ethereum classic,etc
582,2017/03/03,1018,,11629938261031,,2441,,,882669438308,5959972,,20151,,295.766,,1.419,,123194484,,ethereum classic,etc
583,2017/03/04,973.825,,11754635965109,,2153,,,893638617577,4727015,,21310,,221.821,,1.467,,127629576,,ethereum classic,etc
584,2017/03/05,960.281,,12343784829905,,1857,,,915628313042,2702193,,20562,,131.417,,1.431,,124937167,,ethereum classic,etc
585,2017/03/06,1484,,12176122435116,,2912,,,906878279131,2736271,,19652,,139.236,,1.439,,125839237,,ethereum classic,etc
586,2017/03/07,1014,,12272185962229,,1960,,,919849986305,5766972,,21546,,267.659,,1.422,,124463812,,ethereum classic,etc
587,2017/03/08,967.416,,13011433904206,,1979,,,988991871925,3026400,,21193,,142.802,,1.353,,118322721,,ethereum classic,etc
588,2017/03/09,991.831,,13139645023130,,1975,,,969847182408,4254151,,20726,,205.257,,1.334,,116698475,,ethereum classic,etc
589,2017/03/10,1146,,12684354894184,,2280,,,960149347231,2773250,,21691,,127.853,,1.359,,118874728,,ethereum classic,etc
590,2017/03/11,996.885,,12065839344074,,1987,,,911627997128,1637079,,21248,,77.046,,1.366,,119385414,,ethereum classic,etc
591,2017/03/12,995.498,,12238352280582,,2042,,,942404964818,3378605,,21715,,155.589,,1.439,,125532566,,ethereum classic,etc
592,2017/03/13,967.795,,11912876823818,,2336,,,860616237182,11281665,,19988,,564.422,,1.549,,134833452,,ethereum classic,etc
593,2017/03/14,963.098,,11364946170416,,2005,,,801133707793,4966419,,19815,,250.639,,1.738,,151193405,,ethereum classic,etc
594,2017/03/15,971.995,,11297680840895,,2151,,,809023872552,7174199,,20327,,352.939,,1.744,,151673399,,ethereum classic,etc
595,2017/03/16,999.502,,10745170683701,,2498,,,744070753300,12248663,,20721,,591.123,,1.991,,172443161,,ethereum classic,etc
596,2017/03/17,1038,,9196485199507,,2563,,,644079845082,18264153,,22700,,804.588,,2.034,,175565599,,ethereum classic,etc
597,2017/03/18,956.218,,9316774362068,,2081,,,675504950495,9010301,,20011,,450.267,,1.806,,155467290,,ethereum classic,etc
598,2017/03/19,977.353,,9573835129685,,1957,,,679724991373,8039859,,20372,,394.652,,1.848,,160726858,,ethereum classic,etc
599,2017/03/20,976.147,,9530959413876,,1872,,,669683583886,6232870,,19976,,312.018,,1.992,,173944464,,ethereum classic,etc
600,2017/03/21,979.687,,9937441465379,,2400,,,740470041936,9034177,,21329,,423.563,,2.138,,185278414,,ethereum classic,etc
601,2017/03/22,1032,,12751357931488,,2784,,,929498438472,13063855,,23226,,562.467,,2.44,,210911414,,ethereum classic,etc
602,2017/03/23,1005,,11619194970503,,2655,,,833980724257,3827890,,21245,,180.178,,2.358,,205953584,,ethereum classic,etc
603,2017/03/24,1013,,11233006347365,,2531,,,805619154811,12276679,,21740,,564.705,,2.447,,212599358,,ethereum classic,etc
604,2017/03/25,988.047,,10867647693497,,2260,,,772953606095,5847092,,21002,,278.406,,2.433,,212424889,,ethereum classic,etc
605,2017/03/26,982.13,,10574227140307,,2117,,,757685095092,3374181,,21130,,159.687,,2.391,,209047593,,ethereum classic,etc
606,2017/03/27,1032,,10624734941721,,2382,,,749349638388,8158647,,21658,,376.704,,2.326,,204153752,,ethereum classic,etc
607,2017/03/28,1008,,10458285473273,,2227,,,750224481514,7441815,,21931,,339.329,,2.274,,199553697,,ethereum classic,etc
608,2017/03/29,1004,,10637507031271,,2224,,,774375554271,4392099,,21851,,201.002,,2.369,,208009101,,ethereum classic,etc
609,2017/03/30,1000,,10958829073599,,2493,,,797661341854,8617368,,22001,,391.681,,2.464,,216103651,,ethereum classic,etc
610,2017/03/31,1055,,13336592841181,,3312,,,1010353817409,14848195,,25701,,577.728,,2.837,,248982948,,ethereum classic,etc
611,2017/04/01,1046,,13989351803323,,2946,,,994971799854,16191208,,23609,,685.807,,2.839,,250161444,,ethereum classic,etc
612,2017/04/02,1000,,13573630620965,,2767,,,978467177993,10394508,,22235,,467.484,,2.781,,244250264,,ethereum classic,etc
613,2017/04/03,1005,,13896001202367,,2755,,,1010534692195,6879020,,22535,,305.259,,2.69,,236190914,,ethereum classic,etc
614,2017/04/04,984.19,,14644476665821,,2381,,,1071547255081,3619480,,21279,,170.096,,2.685,,237088241,,ethereum classic,etc
615,2017/04/05,984.135,,14458514747570,,2512,,,1043658096907,4730777,,20990,,225.382,,2.74,,242573834,,ethereum classic,etc
616,2017/04/06,994.228,,15557618465840,,2751,,,1134531557903,8688947,,22106,,393.058,,2.776,,244987255,,ethereum classic,etc
617,2017/04/07,1138,,15324278807957,,2852,,,1098264048598,11347609,,24051,,471.814,,2.673,,238226791,,ethereum classic,etc
618,2017/04/08,1000,,15448732704476,,2653,,,1127704767822,7730211,,22343,,345.979,,2.785,,245579642,,ethereum classic,etc
619,2017/04/09,1008,,15450191480188,,2553,,,1127309808915,5631710,,22360,,251.865,,2.732,,241534885,,ethereum classic,etc
620,2017/04/10,1025,,15524364900364,,2746,,,1097822707797,5960991,,22677,,262.865,,2.666,,235319053,,ethereum classic,etc
621,2017/04/11,987.392,,15411325560436,,2549,,,1109302159330,3968148,,21825,,181.817,,2.67,,235089410,,ethereum classic,etc
622,2017/04/12,1017,,15597545887664,,2678,,,1126728439939,3110999,,23172,,134.257,,2.674,,235275050,,ethereum classic,etc
623,2017/04/13,1018,,15283295207423,,2658,,,1086562136162,3524601,,23048,,152.924,,2.722,,238869363,,ethereum classic,etc
624,2017/04/14,971.901,,14736361325842,,2702,,,1080685125940,4902784,,21051,,232.9,,2.688,,236338408,,ethereum classic,etc
625,2017/04/15,978.797,,15401272368892,,2451,,,1092984980352,5072708,,21079,,240.652,,2.725,,239908660,,ethereum classic,etc
626,2017/04/16,967.596,,15579668026192,,2274,,,1138230728473,2820294,,21363,,132.018,,2.718,,239675578,,ethereum classic,etc
627,2017/04/17,980.931,,15417931063019,,2449,,,1097295405170,5367069,,21280,,252.212,,2.684,,236904507,,ethereum classic,etc
628,2017/04/18,990.613,,15699377690578,,2787,,,1160367358789,28142940,,22379,,1258,,2.804,,246831555,,ethereum classic,etc
629,2017/04/19,1003,,17041158554408,,2912,,,1256978010089,9950430,,22935,,433.854,,3.046,,268630585,,ethereum classic,etc
630,2017/04/20,1036,,19044779641641,,3360,,,1415159999031,13885403,,24665,,562.96,,3.331,,293238657,,ethereum classic,etc
631,2017/04/21,1036,,20461338876538,,3262,,,1470143470125,7075875,,24056,,294.142,,3.335,,294671160,,ethereum classic,etc
632,2017/04/22,1016,,20131763275576,,2928,,,1481448214277,3622582,,23012,,157.421,,3.308,,292522011,,ethereum classic,etc
633,2017/04/23,1008,,21026555789705,,2940,,,1533416662456,9698727,,23206,,417.94,,3.424,,301570226,,ethereum classic,etc
634,2017/04/24,1032,,23621762677136,,3880,,,1790536031745,27278980,,25194,,1083,,4.095,,352892684,,ethereum classic,etc
635,2017/04/25,1055,,24583534091941,,3778,,,1771201841027,32051214,,25246,,1270,,4.179,,363405930,,ethereum classic,etc
636,2017/04/26,1046,,24845936876215,,4172,,,1851958220755,41013731,,25635,,1600,,4.492,,384535551,,ethereum classic,etc
637,2017/04/27,1094,,27405307157420,,4662,,,2008913209961,30871261,,27429,,1125,,5.352,,450413273,,ethereum classic,etc
638,2017/04/28,1183,,24935524200798,,4122,,,1758888906932,15689292,,29065,,539.8,,5.211,,448446605,,ethereum classic,etc
639,2017/04/29,1018,,24223369601408,,3858,,,1801889188052,19123400,,23685,,807.406,,5.623,,468903261,,ethereum classic,etc
640,2017/04/30,1092,,26636262524668,,4658,,,1998888959475,41750740,,27576,,1514,,6.636,,543611993,,ethereum classic,etc
641,2017/05/01,1127,,28591429628405,,5581,,,2129312334246,68376182,,29397,,2326,,7.629,,614737181,,ethereum classic,etc
642,2017/05/02,1113,,29027418425769,,5291,,,2145070114019,35693056,,28255,,1263,,7.332,,601275883,,ethereum classic,etc
643,2017/05/03,1123,,28583818909830,,5105,,,2101362357899,43820260,,28487,,1538,,6.695,,594614288,,ethereum classic,etc
644,2017/05/04,1148,,27756003514036,,5312,,,2030123207548,25288148,,29753,,849.936,,7.179,,636268063,,ethereum classic,etc
645,2017/05/05,1120,,27284256023872,,5009,,,2040413997120,43329353,,28922,,1498,,7.39,,657551913,,ethereum classic,etc
646,2017/05/06,1101,,27575592574551,,4413,,,2042313889053,24198368,,27531,,878.95,,7.046,,630538047,,ethereum classic,etc
647,2017/05/07,1191,,27535363917129,,4888,,,2050517250472,29277400,,28806,,1016,,7.107,,636431570,,ethereum classic,etc
648,2017/05/08,1300,,28058297384740,,5628,,,2060233501778,50923292,,31969,,1593,,6.658,,594838904,,ethereum classic,etc
649,2017/05/09,1210,,28523515486626,,5118,,,2107577480189,29288684,,28734,,1019,,6.082,,537236078,,ethereum classic,etc
650,2017/05/10,1228,,27569207818774,,5074,,,2020944901959,37346965,,29038,,1286,,6.404,,573765647,,ethereum classic,etc
651,2017/05/11,1110,,27755298159471,,4328,,,2054447418088,21110826,,27222,,775.506,,6.369,,570424775,,ethereum classic,etc
652,2017/05/12,1103,,27869517670193,,4328,,,2056044455458,25847530,,27825,,928.932,,6.444,,571506233,,ethereum classic,etc
653,2017/05/13,1149,,27249352791148,,3854,,,1985319730588,9211118,,25471,,361.632,,5.964,,536158041,,ethereum classic,etc
654,2017/05/14,971.106,,28205795464601,,2961,,,2141786594955,7229580,,18749,,385.598,,6.35,,568571686,,ethereum classic,etc
655,2017/05/15,1160,,29128163608909,,4811,,,2115525539261,21907290,,25854,,847.346,,6.551,,577060310,,ethereum classic,etc
656,2017/05/16,1133,,28851318599044,,4360,,,2136400251501,11118797,,24740,,449.426,,6.161,,550641557,,ethereum classic,etc
657,2017/05/17,1154,,28553068898599,,4692,,,2079399497731,16250802,,25285,,642.705,,5.854,,521765631,,ethereum classic,etc
658,2017/05/18,1326,,28869748127054,,5349,,,2141952979087,33459855,,29469,,1135,,6.444,,571040159,,ethereum classic,etc
659,2017/05/19,1204,,28656870529371,,5747,,,2111089979277,45640955,,30521,,1495,,7.446,,646675531,,ethereum classic,etc
660,2017/05/20,1090,,27587734541711,,4885,,,2033627122566,19500487,,26019,,749.471,,7.453,,664909348,,ethereum classic,etc
661,2017/05/21,1089,,27288305289085,,4814,,,2002961910938,28711943,,26580,,1080,,7.415,,658393573,,ethereum classic,etc
662,2017/05/22,1202,,26213826406359,,6190,,,1960194119041,71586922,,31772,,2253,,9.936,,798846318,,ethereum classic,etc
663,2017/05/23,1131,,26514222874194,,5292,,,2020236872882,60486985,,28922,,2091,,9.864,,863562938,,ethereum classic,etc
664,2017/05/24,1375,,35046663224654,,9394,,,2845782342386,188453372,,43966,,4286,,33.428,,1349678527,,ethereum classic,etc
665,2017/05/25,1512,,45408508188229,,10566,,,3506236824025,211795822,,45696,,4635,,40.739,,1775508618,,ethereum classic,etc
666,2017/05/26,1359,,42016574581001,,8218,,,3090054162489,102200384,,36363,,2811,,16.845,,1486632183,,ethereum classic,etc
667,2017/05/27,1222,,41380831133700,,7627,,,3070902053022,71419068,,33897,,2107,,13.529,,1213551984,,ethereum classic,etc
668,2017/05/28,1232,,45640363158485,,7128,,,3402513955853,64634353,,34206,,1890,,16.47,,1458089840,,ethereum classic,etc
669,2017/05/29,1229,,44343775851745,,6535,,,3204786500962,54982037,,32166,,1709,,16.11,,1445054889,,ethereum classic,etc
670,2017/05/30,1240,,41987874027161,,7111,,,3085548867966,60213828,,32857,,1833,,17.589,,1552746042,,ethereum classic,etc
671,2017/05/31,1266,,40399900206948,,7372,,,2945527417239,74497697,,34299,,2172,,17.398,,1541010374,,ethereum classic,etc
672,2017/06/01,1213,,41744310276802,,7377,,,3174888133145,59660681,,32615,,1829,,18.03,,1541444754,,ethereum classic,etc
673,2017/06/02,1145,,42752225199052,,6144,,,3109835128179,39048599,,29223,,1336,,18.227,,1532924265,,ethereum classic,etc
674,2017/06/03,1120,,42214409732013,,6422,,,3132433621049,33392311,,28432,,1174,,19.341,,1504508993,,ethereum classic,etc
675,2017/06/04,1315,,42189608094546,,6248,,,3104629813369,33250539,,32374,,1027,,17.679,,1551354787,,ethereum classic,etc
676,2017/06/05,1143,,41736486080073,,6383,,,3096689440060,42434611,,28582,,1485,,20.224,,1567112020,,ethereum classic,etc
677,2017/06/06,1206,,41623754742505,,6603,,,3041343483643,47631709,,30170,,1579,,18.916,,1588400180,,ethereum classic,etc
678,2017/06/07,1189,,42053434517892,,6994,,,3159655463742,44982168,,30181,,1490,,19.129,,1608086576,,ethereum classic,etc
679,2017/06/08,1327,,42471951062141,,15715,,,3109551945844,24958303,,37349,,668.246,,17.274,,1584240826,,ethereum classic,etc
680,2017/06/09,1251,,43206691801193,,14064,,,3199839037338,47347973,,33369,,1419,,17.289,,1591551505,,ethereum classic,etc
681,2017/06/10,1209,,41465669087129,,6586,,,3023500803794,150047465,,29987,,5004,,23.911,,1637130384,,ethereum classic,etc
682,2017/06/11,1405,,41782223530217,,7131,,,3181815485931,121802223,,36418,,3345,,24.099,,1856088532,,ethereum classic,etc
683,2017/06/12,1165,,42116987972811,,5387,,,2997917866605,129563243,,27086,,4783,,21.161,,1887575934,,ethereum classic,etc
684,2017/06/13,1240,,38351215668215,,7799,,,2789003159594,81451055,,31615,,2576,,25.319,,1843150697,,ethereum classic,etc
685,2017/06/14,1113,,37660025685164,,4626,,,2787392619998,44148792,,25683,,1719,,20.343,,1796288875,,ethereum classic,etc
686,2017/06/15,1108,,38034702969957,,4714,,,2803277374194,48967297,,25695,,1906,,17.706,,1546545938,,ethereum classic,etc
687,2017/06/16,1059,,38159723129650,,4158,,,2809350052547,36905180,,24539,,1504,,17.744,,1597060998,,ethereum classic,etc
688,2017/06/17,1101,,40817414080886,,5655,,,3063852473822,65684801,,27400,,2397,,20.707,,1768511240,,ethereum classic,etc
689,2017/06/18,1147,,46303417519979,,7993,,,3453229360913,154966371,,29842,,5193,,23.283,,1965720710,,ethereum classic,etc
690,2017/06/19,1167,,47039336655988,,6939,,,3483951094369,52199969,,30216,,1728,,23.419,,1984902430,,ethereum classic,etc
691,2017/06/20,1138,,49825722408491,,6370,,,3768253339607,39488180,,28980,,1363,,22.228,,1968509659,,ethereum classic,etc
692,2017/06/21,1112,,52981889397203,,6256,,,4028387975476,39125869,,27233,,1437,,21.39,,1835812541,,ethereum classic,etc
693,2017/06/22,1076,,55039036763527,,5275,,,4083367609405,40470736,,25544,,1584,,19.902,,1788460470,,ethereum classic,etc
694,2017/06/23,1057,,57643426840822,,5212,,,4337664610288,27563503,,24865,,1109,,20.62,,1847753674,,ethereum classic,etc
695,2017/06/24,1082,,58292523896667,,6420,,,4248340638718,32869460,,25505,,1289,,20.059,,1810972856,,ethereum classic,etc
696,2017/06/25,1143,,58347577546088,,6918,,,4438932532996,70211775,,29510,,2379,,21.656,,1831546288,,ethereum classic,etc
697,2017/06/26,1122,,64668593504248,,5909,,,4823189272809,53307525,,27861,,1913,,18.573,,1677956376,,ethereum classic,etc
698,2017/06/27,1162,,63997505658887,,5046,,,4740624061959,79620937,,28377,,2806,,17.531,,1602678179,,ethereum classic,etc
699,2017/06/28,1133,,61350987219819,,5236,,,4488178220151,40434716,,27720,,1459,,18.412,,1687288319,,ethereum classic,etc
700,2017/06/29,1128,,58835527174933,,4782,,,4368936463639,23140838,,26755,,864.916,,18.546,,1706970978,,ethereum classic,etc
701,2017/06/30,1117,,60057696911440,,5845,,,4463222023960,50579586,,27736,,1824,,18.353,,1683167758,,ethereum classic,etc
702,2017/07/01,1088,,63533991004827,,4653,,,4753036874807,23528370,,26450,,889.541,,17.23,,1587553623,,ethereum classic,etc
703,2017/07/02,1119,,64743664987813,,5257,,,4736589190985,27860817,,27054,,1030,,17.027,,1566605962,,ethereum classic,etc
704,2017/07/03,1114,,63608429971573,,5197,,,4691756502141,28230513,,27180,,1039,,17.419,,1607167146,,ethereum classic,etc
705,2017/07/04,1151,,65190220042061,,5339,,,4920196215373,25793014,,29539,,873.185,,17.807,,1643701278,,ethereum classic,etc
706,2017/07/05,1109,,66912832656827,,4891,,,4940365331465,33723632,,26676,,1264,,17.406,,1612829650,,ethereum classic,etc
707,2017/07/06,1141,,67998838992692,,5733,,,5006878873885,29143581,,28244,,1032,,17.508,,1620114624,,ethereum classic,etc
708,2017/07/07,1137,,69205206213043,,5379,,,5147670612899,22292066,,28202,,790.443,,17.056,,1577634877,,ethereum classic,etc
709,2017/07/08,1133,,69764415035062,,5950,,,5160036711313,29299869,,27846,,1052,,16.002,,1480189635,,ethereum classic,etc
710,2017/07/09,1098,,71693944262238,,4710,,,5299124358468,24025017,,26309,,913.186,,16.39,,1521149085,,ethereum classic,etc
711,2017/07/10,1130,,81235274429815,,5606,,,6201942211302,34717189,,28439,,1221,,15.755,,1459571061,,ethereum classic,etc
712,2017/07/11,1258,,84156684706765,,7438,,,6285791925597,107084170,,34329,,3119,,14.215,,1308551756,,ethereum classic,etc
713,2017/07/12,1477,,95862338646648,,11188,,,7454537482980,164153636,,47310,null,3470,,18.77,,1561932514,,ethereum classic,etc
714,2017/07/13,1415,,1.0612142195969E+14,,9438,,,7799211610895,108408405,,42028,27237,2579,,18.008,,1664168167,,ethereum classic,etc
715,2017/07/14,1245,,1.0725262266047E+14,,6701,,,8003007274008,75935324,,33700,22620,2253,,17.167,,1601145303,,ethereum classic,etc
716,2017/07/15,1238,,1.0667300471641E+14,,6622,,,7803879170282,79619876,,32902,22591,2420,,15.663,,1458044317,,ethereum classic,etc
