,transactions,top_100_percent,active_addresses,median_transaction_value,sent_addresses,difficulty,block_size,hashrate,mining_profitability,date,tweets,send_usd,av_transaction_size,fee_reward,confirmation_time,google_trends,median_transaction_size,av_transaction_value,market_cap,full_name,coin
319,,,,,,,,,,2015/02/22,2,,,,,,,,null,unobtanium,unobtanium
320,,,,,,,,,,2015/02/23,3,,,,,,,,null,unobtanium,unobtanium
321,,,,,,,,,,2015/02/24,7,,,,,,,,null,unobtanium,unobtanium
322,,,,,,,,,,2015/02/25,5,,,,,,,,null,unobtanium,unobtanium
323,,,,,,,,,,2015/02/26,6,,,,,,,,null,unobtanium,unobtanium
324,,,,,,,,,,2015/02/27,8,,,,,,,,null,unobtanium,unobtanium
325,,,,,,,,,,2015/02/28,5,,,,,,,,null,unobtanium,unobtanium
326,,,,,,,,,,2015/03/01,9,,,,,,,,null,unobtanium,unobtanium
327,,,,,,,,,,2015/03/02,10,,,,,,,,null,unobtanium,unobtanium
328,,,,,,,,,,2015/03/03,7,,,,,,,,null,unobtanium,unobtanium
329,,,,,,,,,,2015/03/04,3,,,,,,,,null,unobtanium,unobtanium
330,,,,,,,,,,2015/03/05,2,,,,,,,,null,unobtanium,unobtanium
331,,,,,,,,,,2015/03/06,3,,,,,,,,null,unobtanium,unobtanium
332,,,,,,,,,,2015/03/07,6,,,,,,,,null,unobtanium,unobtanium
333,,,,,,,,,,2015/03/08,19,,,,,,,,null,unobtanium,unobtanium
334,,,,,,,,,,2015/03/09,11,,,,,,,,null,unobtanium,unobtanium
335,,,,,,,,,,2015/03/10,11,,,,,,,,null,unobtanium,unobtanium
336,,,,,,,,,,2015/03/11,5,,,,,,,,null,unobtanium,unobtanium
337,,,,,,,,,,2015/03/12,1,,,,,,,,null,unobtanium,unobtanium
338,,,,,,,,,,2015/03/13,7,,,,,,,,null,unobtanium,unobtanium
339,,,,,,,,,,2015/03/14,3,,,,,,,,null,unobtanium,unobtanium
340,,,,,,,,,,2015/03/15,11,,,,,,,,null,unobtanium,unobtanium
341,,,,,,,,,,2015/03/16,1,,,,,,,,null,unobtanium,unobtanium
342,,,,,,,,,,2015/03/17,3,,,,,,,,null,unobtanium,unobtanium
343,,,,,,,,,,2015/03/18,12,,,,,,,,null,unobtanium,unobtanium
344,,,,,,,,,,2015/03/19,1,,,,,,,,null,unobtanium,unobtanium
345,,,,,,,,,,2015/03/20,10,,,,,,,,null,unobtanium,unobtanium
346,,,,,,,,,,2015/03/21,7,,,,,,,,null,unobtanium,unobtanium
347,,,,,,,,,,2015/03/22,4,,,,,,,,null,unobtanium,unobtanium
348,,,,,,,,,,2015/03/23,9,,,,,,,,null,unobtanium,unobtanium
349,,,,,,,,,,2015/03/24,4,,,,,,,,null,unobtanium,unobtanium
350,,,,,,,,,,2015/03/25,3,,,,,,,,null,unobtanium,unobtanium
351,,,,,,,,,,2015/03/26,2,,,,,,,,null,unobtanium,unobtanium
352,,,,,,,,,,2015/03/27,14,,,,,,,,null,unobtanium,unobtanium
353,,,,,,,,,,2015/03/28,3,,,,,,,,null,unobtanium,unobtanium
354,,,,,,,,,,2015/03/29,6,,,,,,,,null,unobtanium,unobtanium
355,,,,,,,,,,2015/03/30,1,,,,,,,,null,unobtanium,unobtanium
356,,,,,,,,,,2015/03/31,4,,,,,,,,null,unobtanium,unobtanium
357,,,,,,,,,,2015/04/01,4,,,,,,,,null,unobtanium,unobtanium
358,,,,,,,,,,2015/04/02,4,,,,,,,,null,unobtanium,unobtanium
359,,,,,,,,,,2015/04/03,null,,,,,,,,null,unobtanium,unobtanium
360,,,,,,,,,,2015/04/04,15,,,,,,,,null,unobtanium,unobtanium
361,,,,,,,,,,2015/04/05,6,,,,,,,,null,unobtanium,unobtanium
362,,,,,,,,,,2015/04/06,8,,,,,,,,null,unobtanium,unobtanium
363,,,,,,,,,,2015/04/07,1,,,,,,,,null,unobtanium,unobtanium
364,,,,,,,,,,2015/04/08,4,,,,,,,,null,unobtanium,unobtanium
365,,,,,,,,,,2015/04/09,2,,,,,,,,null,unobtanium,unobtanium
366,,,,,,,,,,2015/04/10,4,,,,,,,,null,unobtanium,unobtanium
367,,,,,,,,,,2015/04/11,7,,,,,,,,null,unobtanium,unobtanium
368,,,,,,,,,,2015/04/12,16,,,,,,,,null,unobtanium,unobtanium
369,,,,,,,,,,2015/04/13,10,,,,,,,,null,unobtanium,unobtanium
370,,,,,,,,,,2015/04/14,11,,,,,,,,null,unobtanium,unobtanium
371,,,,,,,,,,2015/04/15,5,,,,,,,,null,unobtanium,unobtanium
372,,,,,,,,,,2015/04/16,2,,,,,,,,null,unobtanium,unobtanium
373,,,,,,,,,,2015/04/17,11,,,,,,,,null,unobtanium,unobtanium
374,,,,,,,,,,2015/04/18,2,,,,,,,,null,unobtanium,unobtanium
375,,,,,,,,,,2015/04/19,2,,,,,,,,null,unobtanium,unobtanium
376,,,,,,,,,,2015/04/20,6,,,,,,,,null,unobtanium,unobtanium
377,,,,,,,,,,2015/04/21,4,,,,,,,,null,unobtanium,unobtanium
378,,,,,,,,,,2015/04/22,4,,,,,,,,null,unobtanium,unobtanium
379,,,,,,,,,,2015/04/23,6,,,,,,,,null,unobtanium,unobtanium
380,,,,,,,,,,2015/04/24,19,,,,,,,,null,unobtanium,unobtanium
381,,,,,,,,,,2015/04/25,2,,,,,,,,null,unobtanium,unobtanium
382,,,,,,,,,,2015/04/26,1,,,,,,,,null,unobtanium,unobtanium
383,,,,,,,,,,2015/04/27,2,,,,,,,,null,unobtanium,unobtanium
384,,,,,,,,,,2015/04/28,2,,,,,,,,null,unobtanium,unobtanium
385,,,,,,,,,,2015/04/29,14,,,,,,,,null,unobtanium,unobtanium
386,,,,,,,,,,2015/04/30,4,,,,,,,,null,unobtanium,unobtanium
387,,,,,,,,,,2015/05/01,6,,,,,,,,null,unobtanium,unobtanium
388,,,,,,,,,,2015/05/02,3,,,,,,,,null,unobtanium,unobtanium
389,,,,,,,,,,2015/05/03,null,,,,,,,,null,unobtanium,unobtanium
390,,,,,,,,,,2015/05/04,8,,,,,,,,null,unobtanium,unobtanium
391,,,,,,,,,,2015/05/05,1,,,,,,,,null,unobtanium,unobtanium
392,,,,,,,,,,2015/05/06,6,,,,,,,,null,unobtanium,unobtanium
393,,,,,,,,,,2015/05/07,3,,,,,,,,null,unobtanium,unobtanium
394,,,,,,,,,,2015/05/08,22,,,,,,,,null,unobtanium,unobtanium
395,,,,,,,,,,2015/05/09,2,,,,,,,,null,unobtanium,unobtanium
396,,,,,,,,,,2015/05/10,2,,,,,,,,null,unobtanium,unobtanium
397,,,,,,,,,,2015/05/11,13,,,,,,,,null,unobtanium,unobtanium
398,,,,,,,,,,2015/05/12,9,,,,,,,,null,unobtanium,unobtanium
399,,,,,,,,,,2015/05/13,10,,,,,,,,null,unobtanium,unobtanium
400,,,,,,,,,,2015/05/14,13,,,,,,,,null,unobtanium,unobtanium
401,,,,,,,,,,2015/05/15,18,,,,,,,,null,unobtanium,unobtanium
402,,,,,,,,,,2015/05/16,9,,,,,,,,null,unobtanium,unobtanium
403,,,,,,,,,,2015/05/17,1,,,,,,,,null,unobtanium,unobtanium
404,,,,,,,,,,2015/05/18,15,,,,,,,,null,unobtanium,unobtanium
405,,,,,,,,,,2015/05/19,1,,,,,,,,null,unobtanium,unobtanium
406,,,,,,,,,,2015/05/20,5,,,,,,,,null,unobtanium,unobtanium
407,,,,,,,,,,2015/05/21,11,,,,,,,,null,unobtanium,unobtanium
408,,,,,,,,,,2015/05/22,11,,,,,,,,null,unobtanium,unobtanium
409,,,,,,,,,,2015/05/23,1,,,,,,,,null,unobtanium,unobtanium
410,,,,,,,,,,2015/05/24,3,,,,,,,,null,unobtanium,unobtanium
411,,,,,,,,,,2015/05/25,3,,,,,,,,null,unobtanium,unobtanium
412,,,,,,,,,,2015/05/26,4,,,,,,,,null,unobtanium,unobtanium
413,,,,,,,,,,2015/05/27,25,,,,,,,,null,unobtanium,unobtanium
414,,,,,,,,,,2015/05/28,8,,,,,,,,null,unobtanium,unobtanium
415,,,,,,,,,,2015/05/29,3,,,,,,,,null,unobtanium,unobtanium
416,,,,,,,,,,2015/05/30,1,,,,,,,,null,unobtanium,unobtanium
417,,,,,,,,,,2015/05/31,null,,,,,,,,null,unobtanium,unobtanium
418,,,,,,,,,,2015/06/01,12,,,,,,,,null,unobtanium,unobtanium
419,,,,,,,,,,2015/06/02,8,,,,,,,,null,unobtanium,unobtanium
420,,,,,,,,,,2015/06/03,1,,,,,,,,null,unobtanium,unobtanium
421,,,,,,,,,,2015/06/04,3,,,,,,,,null,unobtanium,unobtanium
422,,,,,,,,,,2015/06/05,5,,,,,,,,null,unobtanium,unobtanium
423,,,,,,,,,,2015/06/06,2,,,,,,,,null,unobtanium,unobtanium
424,,,,,,,,,,2015/06/07,5,,,,,,,,null,unobtanium,unobtanium
425,,,,,,,,,,2015/06/08,6,,,,,,,,null,unobtanium,unobtanium
426,,,,,,,,,,2015/06/09,4,,,,,,,,null,unobtanium,unobtanium
427,,,,,,,,,,2015/06/10,2,,,,,,,,null,unobtanium,unobtanium
428,,,,,,,,,,2015/06/11,4,,,,,,,,null,unobtanium,unobtanium
429,,,,,,,,,,2015/06/12,3,,,,,,,,null,unobtanium,unobtanium
430,,,,,,,,,,2015/06/13,2,,,,,,,,null,unobtanium,unobtanium
431,,,,,,,,,,2015/06/14,null,,,,,,,,null,unobtanium,unobtanium
432,,,,,,,,,,2015/06/15,10,,,,,,,,null,unobtanium,unobtanium
433,,,,,,,,,,2015/06/16,9,,,,,,,,null,unobtanium,unobtanium
434,,,,,,,,,,2015/06/17,6,,,,,,,,null,unobtanium,unobtanium
435,,,,,,,,,,2015/06/18,4,,,,,,,,null,unobtanium,unobtanium
436,,,,,,,,,,2015/06/19,4,,,,,,,,null,unobtanium,unobtanium
437,,,,,,,,,,2015/06/20,2,,,,,,,,null,unobtanium,unobtanium
438,,,,,,,,,,2015/06/21,8,,,,,,,,null,unobtanium,unobtanium
439,,,,,,,,,,2015/06/22,2,,,,,,,,null,unobtanium,unobtanium
440,,,,,,,,,,2015/06/23,6,,,,,,,,null,unobtanium,unobtanium
441,,,,,,,,,,2015/06/24,9,,,,,,,,null,unobtanium,unobtanium
442,,,,,,,,,,2015/06/25,2,,,,,,,,null,unobtanium,unobtanium
443,,,,,,,,,,2015/06/26,1,,,,,,,,null,unobtanium,unobtanium
444,,,,,,,,,,2015/06/27,1,,,,,,,,null,unobtanium,unobtanium
445,,,,,,,,,,2015/06/28,8,,,,,,,,null,unobtanium,unobtanium
446,,,,,,,,,,2015/06/29,2,,,,,,,,null,unobtanium,unobtanium
447,,,,,,,,,,2015/06/30,7,,,,,,,,null,unobtanium,unobtanium
448,,,,,,,,,,2015/07/01,3,,,,,,,,null,unobtanium,unobtanium
449,,,,,,,,,,2015/07/02,5,,,,,,,,null,unobtanium,unobtanium
450,,,,,,,,,,2015/07/03,6,,,,,,,,null,unobtanium,unobtanium
451,,,,,,,,,,2015/07/04,4,,,,,,,,null,unobtanium,unobtanium
452,,,,,,,,,,2015/07/05,3,,,,,,,,null,unobtanium,unobtanium
453,,,,,,,,,,2015/07/06,1,,,,,,,,null,unobtanium,unobtanium
454,,,,,,,,,,2015/07/07,7,,,,,,,,null,unobtanium,unobtanium
455,,,,,,,,,,2015/07/08,4,,,,,,,,null,unobtanium,unobtanium
456,,,,,,,,,,2015/07/09,4,,,,,,,,null,unobtanium,unobtanium
457,,,,,,,,,,2015/07/10,1,,,,,,,,null,unobtanium,unobtanium
458,,,,,,,,,,2015/07/11,4,,,,,,,,null,unobtanium,unobtanium
459,,,,,,,,,,2015/07/12,1,,,,,,,,null,unobtanium,unobtanium
460,,,,,,,,,,2015/07/13,4,,,,,,,,null,unobtanium,unobtanium
461,,,,,,,,,,2015/07/14,null,,,,,,,,null,unobtanium,unobtanium
462,,,,,,,,,,2015/07/15,2,,,,,,,,null,unobtanium,unobtanium
463,,,,,,,,,,2015/07/16,3,,,,,,,,null,unobtanium,unobtanium
464,,,,,,,,,,2015/07/17,3,,,,,,,,null,unobtanium,unobtanium
465,,,,,,,,,,2015/07/18,2,,,,,,,,null,unobtanium,unobtanium
466,,,,,,,,,,2015/07/19,8,,,,,,,,null,unobtanium,unobtanium
467,,,,,,,,,,2015/07/20,null,,,,,,,,null,unobtanium,unobtanium
468,,,,,,,,,,2015/07/21,2,,,,,,,,null,unobtanium,unobtanium
469,,,,,,,,,,2015/07/22,1,,,,,,,,null,unobtanium,unobtanium
470,,,,,,,,,,2015/07/23,12,,,,,,,,null,unobtanium,unobtanium
471,,,,,,,,,,2015/07/24,2,,,,,,,,null,unobtanium,unobtanium
472,,,,,,,,,,2015/07/25,1,,,,,,,,null,unobtanium,unobtanium
473,,,,,,,,,,2015/07/26,3,,,,,,,,null,unobtanium,unobtanium
474,,,,,,,,,,2015/07/27,8,,,,,,,,null,unobtanium,unobtanium
475,,,,,,,,,,2015/07/28,5,,,,,,,,null,unobtanium,unobtanium
476,,,,,,,,,,2015/07/29,3,,,,,,,,null,unobtanium,unobtanium
477,,,,,,,,,,2015/07/30,1,,,,,,,,null,unobtanium,unobtanium
478,,,,,,,,,,2015/07/31,7,,,,,,,,null,unobtanium,unobtanium
479,,,,,,,,,,2015/08/01,1,,,,,,,,null,unobtanium,unobtanium
480,,,,,,,,,,2015/08/02,1,,,,,,,,null,unobtanium,unobtanium
481,,,,,,,,,,2015/08/03,4,,,,,,,,null,unobtanium,unobtanium
482,,,,,,,,,,2015/08/04,1,,,,,,,,null,unobtanium,unobtanium
483,,,,,,,,,,2015/08/05,1,,,,,,,,null,unobtanium,unobtanium
484,,,,,,,,,,2015/08/06,9,,,,,,,,null,unobtanium,unobtanium
485,,,,,,,,,,2015/08/07,6,,,,,,,,null,unobtanium,unobtanium
486,,,,,,,,,,2015/08/08,3,,,,,,,,null,unobtanium,unobtanium
487,,,,,,,,,,2015/08/09,7,,,,,,,,null,unobtanium,unobtanium
488,,,,,,,,,,2015/08/10,null,,,,,,,,null,unobtanium,unobtanium
489,,,,,,,,,,2015/08/11,5,,,,,,,,null,unobtanium,unobtanium
490,,,,,,,,,,2015/08/12,2,,,,,,,,null,unobtanium,unobtanium
491,,,,,,,,,,2015/08/13,1,,,,,,,,null,unobtanium,unobtanium
492,,,,,,,,,,2015/08/14,null,,,,,,,,null,unobtanium,unobtanium
493,,,,,,,,,,2015/08/15,3,,,,,,,,null,unobtanium,unobtanium
494,,,,,,,,,,2015/08/16,2,,,,,,,,null,unobtanium,unobtanium
495,,,,,,,,,,2015/08/17,null,,,,,,,,null,unobtanium,unobtanium
496,,,,,,,,,,2015/08/18,1,,,,,,,,null,unobtanium,unobtanium
497,,,,,,,,,,2015/08/19,5,,,,,,,,null,unobtanium,unobtanium
498,,,,,,,,,,2015/08/20,10,,,,,,,,null,unobtanium,unobtanium
499,,,,,,,,,,2015/08/21,17,,,,,,,,null,unobtanium,unobtanium
500,,,,,,,,,,2015/08/22,26,,,,,,,,null,unobtanium,unobtanium
501,,,,,,,,,,2015/08/23,11,,,,,,,,null,unobtanium,unobtanium
502,,,,,,,,,,2015/08/24,3,,,,,,,,null,unobtanium,unobtanium
503,,,,,,,,,,2015/08/25,2,,,,,,,,null,unobtanium,unobtanium
504,,,,,,,,,,2015/08/26,6,,,,,,,,null,unobtanium,unobtanium
505,,,,,,,,,,2015/08/27,2,,,,,,,,null,unobtanium,unobtanium
506,,,,,,,,,,2015/08/28,6,,,,,,,,null,unobtanium,unobtanium
507,,,,,,,,,,2015/08/29,4,,,,,,,,null,unobtanium,unobtanium
508,,,,,,,,,,2015/08/30,null,,,,,,,,null,unobtanium,unobtanium
509,,,,,,,,,,2015/08/31,1,,,,,,,,null,unobtanium,unobtanium
510,,,,,,,,,,2015/09/01,3,,,,,,,,null,unobtanium,unobtanium
511,,,,,,,,,,2015/09/02,8,,,,,,,,null,unobtanium,unobtanium
512,,,,,,,,,,2015/09/03,7,,,,,,,,null,unobtanium,unobtanium
513,,,,,,,,,,2015/09/04,4,,,,,,,,null,unobtanium,unobtanium
514,,,,,,,,,,2015/09/05,9,,,,,,,,null,unobtanium,unobtanium
515,,,,,,,,,,2015/09/06,3,,,,,,,,null,unobtanium,unobtanium
516,,,,,,,,,,2015/09/07,3,,,,,,,,null,unobtanium,unobtanium
517,,,,,,,,,,2015/09/08,2,,,,,,,,null,unobtanium,unobtanium
518,,,,,,,,,,2015/09/09,1,,,,,,,,null,unobtanium,unobtanium
519,,,,,,,,,,2015/09/10,1,,,,,,,,null,unobtanium,unobtanium
520,,,,,,,,,,2015/09/11,4,,,,,,,,null,unobtanium,unobtanium
521,,,,,,,,,,2015/09/12,2,,,,,,,,null,unobtanium,unobtanium
522,,,,,,,,,,2015/09/13,2,,,,,,,,null,unobtanium,unobtanium
523,,,,,,,,,,2015/09/14,null,,,,,,,,null,unobtanium,unobtanium
524,,,,,,,,,,2015/09/15,7,,,,,,,,null,unobtanium,unobtanium
525,,,,,,,,,,2015/09/16,2,,,,,,,,null,unobtanium,unobtanium
526,,,,,,,,,,2015/09/17,2,,,,,,,,null,unobtanium,unobtanium
527,,,,,,,,,,2015/09/18,4,,,,,,,,null,unobtanium,unobtanium
528,,,,,,,,,,2015/09/19,3,,,,,,,,null,unobtanium,unobtanium
529,,,,,,,,,,2015/09/20,2,,,,,,,,null,unobtanium,unobtanium
530,,,,,,,,,,2015/09/21,8,,,,,,,,null,unobtanium,unobtanium
531,,,,,,,,,,2015/09/22,6,,,,,,,,null,unobtanium,unobtanium
532,,,,,,,,,,2015/09/23,1,,,,,,,,null,unobtanium,unobtanium
533,,,,,,,,,,2015/09/24,null,,,,,,,,null,unobtanium,unobtanium
534,,,,,,,,,,2015/09/25,6,,,,,,,,null,unobtanium,unobtanium
535,,,,,,,,,,2015/09/26,null,,,,,,,,null,unobtanium,unobtanium
536,,,,,,,,,,2015/09/27,null,,,,,,,,null,unobtanium,unobtanium
537,,,,,,,,,,2015/09/28,1,,,,,,,,null,unobtanium,unobtanium
538,,,,,,,,,,2015/09/29,5,,,,,,,,null,unobtanium,unobtanium
539,,,,,,,,,,2015/09/30,10,,,,,,,,null,unobtanium,unobtanium
540,,,,,,,,,,2015/10/01,9,,,,,,,,null,unobtanium,unobtanium
541,,,,,,,,,,2015/10/02,15,,,,,,,,null,unobtanium,unobtanium
542,,,,,,,,,,2015/10/03,9,,,,,,,,null,unobtanium,unobtanium
543,,,,,,,,,,2015/10/04,6,,,,,,,,null,unobtanium,unobtanium
544,,,,,,,,,,2015/10/05,11,,,,,,,,null,unobtanium,unobtanium
545,,,,,,,,,,2015/10/06,1,,,,,,,,null,unobtanium,unobtanium
546,,,,,,,,,,2015/10/07,6,,,,,,,,null,unobtanium,unobtanium
547,,,,,,,,,,2015/10/08,10,,,,,,,,null,unobtanium,unobtanium
548,,,,,,,,,,2015/10/09,12,,,,,,,,null,unobtanium,unobtanium
549,,,,,,,,,,2015/10/10,12,,,,,,,,null,unobtanium,unobtanium
550,,,,,,,,,,2015/10/11,1,,,,,,,,null,unobtanium,unobtanium
551,,,,,,,,,,2015/10/12,7,,,,,,,,null,unobtanium,unobtanium
552,,,,,,,,,,2015/10/13,2,,,,,,,,null,unobtanium,unobtanium
553,,,,,,,,,,2015/10/14,4,,,,,,,,null,unobtanium,unobtanium
554,,,,,,,,,,2015/10/15,18,,,,,,,,null,unobtanium,unobtanium
555,,,,,,,,,,2015/10/16,2,,,,,,,,null,unobtanium,unobtanium
556,,,,,,,,,,2015/10/17,1,,,,,,,,null,unobtanium,unobtanium
557,,,,,,,,,,2015/10/18,18,,,,,,,,null,unobtanium,unobtanium
558,,,,,,,,,,2015/10/19,4,,,,,,,,null,unobtanium,unobtanium
559,,,,,,,,,,2015/10/20,1,,,,,,,,null,unobtanium,unobtanium
560,,,,,,,,,,2015/10/21,3,,,,,,,,null,unobtanium,unobtanium
561,,,,,,,,,,2015/10/22,1,,,,,,,,null,unobtanium,unobtanium
562,,,,,,,,,,2015/10/23,2,,,,,,,,null,unobtanium,unobtanium
563,,,,,,,,,,2015/10/24,1,,,,,,,,null,unobtanium,unobtanium
564,,,,,,,,,,2015/10/25,2,,,,,,,,null,unobtanium,unobtanium
565,,,,,,,,,,2015/10/26,null,,,,,,,,null,unobtanium,unobtanium
566,,,,,,,,,,2015/10/27,9,,,,,,,,null,unobtanium,unobtanium
567,,,,,,,,,,2015/10/28,6,,,,,,,,null,unobtanium,unobtanium
568,,,,,,,,,,2015/10/29,1,,,,,,,,null,unobtanium,unobtanium
569,,,,,,,,,,2015/10/30,2,,,,,,,,null,unobtanium,unobtanium
570,,,,,,,,,,2015/10/31,10,,,,,,,,null,unobtanium,unobtanium
571,,,,,,,,,,2015/11/01,2,,,,,,,,null,unobtanium,unobtanium
572,,,,,,,,,,2015/11/02,1,,,,,,,,null,unobtanium,unobtanium
573,,,,,,,,,,2015/11/03,8,,,,,,,,null,unobtanium,unobtanium
574,,,,,,,,,,2015/11/04,2,,,,,,,,null,unobtanium,unobtanium
575,,,,,,,,,,2015/11/05,3,,,,,,,,null,unobtanium,unobtanium
576,,,,,,,,,,2015/11/06,3,,,,,,,,null,unobtanium,unobtanium
577,,,,,,,,,,2015/11/07,1,,,,,,,,null,unobtanium,unobtanium
578,,,,,,,,,,2015/11/08,3,,,,,,,,null,unobtanium,unobtanium
579,,,,,,,,,,2015/11/09,10,,,,,,,,null,unobtanium,unobtanium
580,,,,,,,,,,2015/11/10,4,,,,,,,,null,unobtanium,unobtanium
581,,,,,,,,,,2015/11/11,null,,,,,,,,null,unobtanium,unobtanium
582,,,,,,,,,,2015/11/12,4,,,,,,,,null,unobtanium,unobtanium
583,,,,,,,,,,2015/11/13,3,,,,,,,,null,unobtanium,unobtanium
584,,,,,,,,,,2015/11/14,2,,,,,,,,null,unobtanium,unobtanium
585,,,,,,,,,,2015/11/15,2,,,,,,,,null,unobtanium,unobtanium
586,,,,,,,,,,2015/11/16,9,,,,,,,,null,unobtanium,unobtanium
587,,,,,,,,,,2015/11/17,null,,,,,,,,null,unobtanium,unobtanium
588,,,,,,,,,,2015/11/18,null,,,,,,,,null,unobtanium,unobtanium
589,,,,,,,,,,2015/11/19,null,,,,,,,,null,unobtanium,unobtanium
590,,,,,,,,,,2015/11/20,9,,,,,,,,null,unobtanium,unobtanium
591,,,,,,,,,,2015/11/21,7,,,,,,,,null,unobtanium,unobtanium
592,,,,,,,,,,2015/11/22,2,,,,,,,,null,unobtanium,unobtanium
593,,,,,,,,,,2015/11/23,3,,,,,,,,null,unobtanium,unobtanium
594,,,,,,,,,,2015/11/24,2,,,,,,,,null,unobtanium,unobtanium
595,,,,,,,,,,2015/11/25,10,,,,,,,,null,unobtanium,unobtanium
596,,,,,,,,,,2015/11/26,5,,,,,,,,null,unobtanium,unobtanium
597,,,,,,,,,,2015/11/27,2,,,,,,,,null,unobtanium,unobtanium
598,,,,,,,,,,2015/11/28,1,,,,,,,,null,unobtanium,unobtanium
599,,,,,,,,,,2015/11/29,6,,,,,,,,null,unobtanium,unobtanium
600,,,,,,,,,,2015/11/30,10,,,,,,,,null,unobtanium,unobtanium
601,,,,,,,,,,2015/12/01,5,,,,,,,,null,unobtanium,unobtanium
602,,,,,,,,,,2015/12/02,4,,,,,,,,null,unobtanium,unobtanium
603,,,,,,,,,,2015/12/03,16,,,,,,,,null,unobtanium,unobtanium
604,,,,,,,,,,2015/12/04,6,,,,,,,,null,unobtanium,unobtanium
605,,,,,,,,,,2015/12/05,4,,,,,,,,null,unobtanium,unobtanium
606,,,,,,,,,,2015/12/06,1,,,,,,,,null,unobtanium,unobtanium
607,,,,,,,,,,2015/12/07,6,,,,,,,,null,unobtanium,unobtanium
608,,,,,,,,,,2015/12/08,7,,,,,,,,null,unobtanium,unobtanium
609,,,,,,,,,,2015/12/09,null,,,,,,,,null,unobtanium,unobtanium
610,,,,,,,,,,2015/12/10,9,,,,,,,,null,unobtanium,unobtanium
611,,,,,,,,,,2015/12/11,22,,,,,,,,null,unobtanium,unobtanium
612,,,,,,,,,,2015/12/12,45,,,,,,,,null,unobtanium,unobtanium
613,,,,,,,,,,2015/12/13,59,,,,,,,,null,unobtanium,unobtanium
614,,,,,,,,,,2015/12/14,51,,,,,,,,null,unobtanium,unobtanium
615,,,,,,,,,,2015/12/15,42,,,,,,,,null,unobtanium,unobtanium
616,,,,,,,,,,2015/12/16,null,,,,,,,,null,unobtanium,unobtanium
617,,,,,,,,,,2015/12/17,null,,,,,,,,null,unobtanium,unobtanium
618,,,,,,,,,,2015/12/18,6,,,,,,,,null,unobtanium,unobtanium
619,,,,,,,,,,2015/12/19,16,,,,,,,,null,unobtanium,unobtanium
620,,,,,,,,,,2015/12/20,25,,,,,,,,null,unobtanium,unobtanium
621,,,,,,,,,,2015/12/21,46,,,,,,,,null,unobtanium,unobtanium
622,,,,,,,,,,2015/12/22,57,,,,,,,,null,unobtanium,unobtanium
623,,,,,,,,,,2015/12/23,18,,,,,,,,null,unobtanium,unobtanium
624,,,,,,,,,,2015/12/24,1,,,,,,,,null,unobtanium,unobtanium
625,,,,,,,,,,2015/12/25,5,,,,,,,,null,unobtanium,unobtanium
626,,,,,,,,,,2015/12/26,46,,,,,,,,null,unobtanium,unobtanium
627,,,,,,,,,,2015/12/27,19,,,,,,,,null,unobtanium,unobtanium
628,,,,,,,,,,2015/12/28,23,,,,,,,,null,unobtanium,unobtanium
629,,,,,,,,,,2015/12/29,24,,,,,,,,null,unobtanium,unobtanium
630,,,,,,,,,,2015/12/30,24,,,,,,,,null,unobtanium,unobtanium
631,,,,,,,,,,2015/12/31,23,,,,,,,,null,unobtanium,unobtanium
632,,,,,,,,,,2016/01/01,28,,,,,,,,null,unobtanium,unobtanium
633,,,,,,,,,,2016/01/02,20,,,,,,,,null,unobtanium,unobtanium
634,,,,,,,,,,2016/01/03,30,,,,,,,,null,unobtanium,unobtanium
635,,,,,,,,,,2016/01/04,34,,,,,,,,null,unobtanium,unobtanium
636,,,,,,,,,,2016/01/05,36,,,,,,,,null,unobtanium,unobtanium
637,,,,,,,,,,2016/01/06,54,,,,,,,,null,unobtanium,unobtanium
638,,,,,,,,,,2016/01/07,46,,,,,,,,null,unobtanium,unobtanium
639,,,,,,,,,,2016/01/08,41,,,,,,,,null,unobtanium,unobtanium
640,,,,,,,,,,2016/01/09,37,,,,,,,,null,unobtanium,unobtanium
641,,,,,,,,,,2016/01/10,27,,,,,,,,null,unobtanium,unobtanium
642,,,,,,,,,,2016/01/11,30,,,,,,,,null,unobtanium,unobtanium
643,,,,,,,,,,2016/01/12,54,,,,,,,,null,unobtanium,unobtanium
644,,,,,,,,,,2016/01/13,36,,,,,,,,null,unobtanium,unobtanium
645,,,,,,,,,,2016/01/14,17,,,,,,,,null,unobtanium,unobtanium
646,,,,,,,,,,2016/01/15,16,,,,,,,,null,unobtanium,unobtanium
647,,,,,,,,,,2016/01/16,23,,,,,,,,null,unobtanium,unobtanium
648,,,,,,,,,,2016/01/17,29,,,,,,,,null,unobtanium,unobtanium
649,,,,,,,,,,2016/01/18,33,,,,,,,,null,unobtanium,unobtanium
650,,,,,,,,,,2016/01/19,29,,,,,,,,null,unobtanium,unobtanium
651,,,,,,,,,,2016/01/20,18,,,,,,,,null,unobtanium,unobtanium
652,,,,,,,,,,2016/01/21,10,,,,,,,,null,unobtanium,unobtanium
653,,,,,,,,,,2016/01/22,32,,,,,,,,null,unobtanium,unobtanium
654,,,,,,,,,,2016/01/23,5,,,,,,,,null,unobtanium,unobtanium
655,,,,,,,,,,2016/01/24,24,,,,,,,,null,unobtanium,unobtanium
656,,,,,,,,,,2016/01/25,27,,,,,,,,null,unobtanium,unobtanium
