,transactions,top_100_percent,active_addresses,median_transaction_value,sent_addresses,difficulty,block_size,hashrate,mining_profitability,date,tweets,send_usd,av_transaction_size,fee_reward,confirmation_time,google_trends,median_transaction_size,av_transaction_value,market_cap,full_name,coin
657,,,,,,,,,,2016/01/26,19,,,,,,,,null,unobtanium,unobtanium
658,,,,,,,,,,2016/01/27,3,,,,,,,,null,unobtanium,unobtanium
659,,,,,,,,,,2016/01/28,4,,,,,,,,null,unobtanium,unobtanium
660,,,,,,,,,,2016/01/29,7,,,,,,,,null,unobtanium,unobtanium
661,,,,,,,,,,2016/01/30,3,,,,,,,,null,unobtanium,unobtanium
662,,,,,,,,,,2016/01/31,1,,,,,,,,null,unobtanium,unobtanium
663,,,,,,,,,,2016/02/01,4,,,,,,,,null,unobtanium,unobtanium
664,,,,,,,,,,2016/02/02,9,,,,,,,,null,unobtanium,unobtanium
665,,,,,,,,,,2016/02/03,4,,,,,,,,null,unobtanium,unobtanium
666,,,,,,,,,,2016/02/04,3,,,,,,,,null,unobtanium,unobtanium
667,,,,,,,,,,2016/02/05,6,,,,,,,,null,unobtanium,unobtanium
668,,,,,,,,,,2016/02/06,59,,,,,,,,null,unobtanium,unobtanium
669,,,,,,,,,,2016/02/07,66,,,,,,,,null,unobtanium,unobtanium
670,,,,,,,,,,2016/02/08,64,,,,,,,,null,unobtanium,unobtanium
671,,,,,,,,,,2016/02/09,63,,,,,,,,null,unobtanium,unobtanium
672,,,,,,,,,,2016/02/10,48,,,,,,,,null,unobtanium,unobtanium
673,,,,,,,,,,2016/02/11,54,,,,,,,,null,unobtanium,unobtanium
674,,,,,,,,,,2016/02/12,53,,,,,,,,null,unobtanium,unobtanium
675,,,,,,,,,,2016/02/13,57,,,,,,,,null,unobtanium,unobtanium
676,,,,,,,,,,2016/02/14,70,,,,,,,,null,unobtanium,unobtanium
677,,,,,,,,,,2016/02/15,57,,,,,,,,null,unobtanium,unobtanium
678,,,,,,,,,,2016/02/16,30,,,,,,,,null,unobtanium,unobtanium
679,,,,,,,,,,2016/02/17,20,,,,,,,,null,unobtanium,unobtanium
680,,,,,,,,,,2016/02/18,24,,,,,,,,null,unobtanium,unobtanium
681,,,,,,,,,,2016/02/19,24,,,,,,,,null,unobtanium,unobtanium
682,,,,,,,,,,2016/02/20,24,,,,,,,,null,unobtanium,unobtanium
683,,,,,,,,,,2016/02/21,34,,,,,,,,343114,unobtanium,unobtanium
684,,,,,,,,,,2016/02/22,26,,,,,,,,333303,unobtanium,unobtanium
685,,,,,,,,,,2016/02/23,24,,,,,,,,null,unobtanium,unobtanium
686,,,,,,,,,,2016/02/24,28,,,,,,,,null,unobtanium,unobtanium
687,,,,,,,,,,2016/02/25,27,,,,,,,,327259,unobtanium,unobtanium
688,,,,,,,,,,2016/02/26,30,,,,,,,,346077,unobtanium,unobtanium
689,,,,,,,,,,2016/02/27,30,,,,,,,,369133,unobtanium,unobtanium
690,,,,,,,,,,2016/02/28,34,,,,,,,,375634,unobtanium,unobtanium
691,,,,,,,,,,2016/02/29,26,,,,,,,,381459,unobtanium,unobtanium
692,,,,,,,,,,2016/03/01,26,,,,,,,,360824,unobtanium,unobtanium
693,,,,,,,,,,2016/03/02,24,,,,,,,,409854,unobtanium,unobtanium
694,,,,,,,,,,2016/03/03,29,,,,,,,,409020,unobtanium,unobtanium
695,,,,,,,,,,2016/03/04,27,,,,,,,,414580,unobtanium,unobtanium
696,,,,,,,,,,2016/03/05,32,,,,,,,,364687,unobtanium,unobtanium
697,,,,,,,,,,2016/03/06,26,,,,,,,,394044,unobtanium,unobtanium
698,,,,,,,,,,2016/03/07,26,,,,,,,,374916,unobtanium,unobtanium
699,,,,,,,,,,2016/03/08,27,,,,,,,,401635,unobtanium,unobtanium
700,,,,,,,,,,2016/03/09,29,,,,,,,,404959,unobtanium,unobtanium
701,,,,,,,,,,2016/03/10,32,,,,,,,,402671,unobtanium,unobtanium
702,,,,,,,,,,2016/03/11,22,,,,,,,,442866,unobtanium,unobtanium
703,,,,,,,,,,2016/03/12,34,,,,,,,,467394,unobtanium,unobtanium
704,,,,,,,,,,2016/03/13,42,,,,,,,,621804,unobtanium,unobtanium
705,,,,,,,,,,2016/03/14,38,,,,,,,,849655,unobtanium,unobtanium
706,,,,,,,,,,2016/03/15,33,,,,,,,,615906,unobtanium,unobtanium
707,,,,,,,,,,2016/03/16,28,,,,,,,,579827,unobtanium,unobtanium
708,,,,,,,,,,2016/03/17,31,,,,,,,,557961,unobtanium,unobtanium
709,,,,,,,,,,2016/03/18,29,,,,,,,,526791,unobtanium,unobtanium
710,,,,,,,,,,2016/03/19,30,,,,,,,,525732,unobtanium,unobtanium
711,,,,,,,,,,2016/03/20,24,,,,,,,,489981,unobtanium,unobtanium
712,,,,,,,,,,2016/03/21,29,,,,,,,,482304,unobtanium,unobtanium
713,,,,,,,,,,2016/03/22,29,,,,,,,,546676,unobtanium,unobtanium
714,,,,,,,,,,2016/03/23,26,,,,,,,,529127,unobtanium,unobtanium
715,,,,,,,,,,2016/03/24,30,,,,,,,,522675,unobtanium,unobtanium
716,,,,,,,,,,2016/03/25,28,,,,,,,,527419,unobtanium,unobtanium
717,,,,,,,,,,2016/03/26,28,,,,,,,,542893,unobtanium,unobtanium
718,,,,,,,,,,2016/03/27,28,,,,,,,,532146,unobtanium,unobtanium
719,,,,,,,,,,2016/03/28,25,,,,,,,,541100,unobtanium,unobtanium
720,,,,,,,,,,2016/03/29,39,,,,,,,,529201,unobtanium,unobtanium
721,,,,,,,,,,2016/03/30,43,,,,,,,,574988,unobtanium,unobtanium
722,,,,,,,,,,2016/03/31,26,,,,,,,,567685,unobtanium,unobtanium
723,,,,,,,,,,2016/04/01,27,,,,,,,,581039,unobtanium,unobtanium
724,,,,,,,,,,2016/04/02,25,,,,,,,,580674,unobtanium,unobtanium
725,,,,,,,,,,2016/04/03,26,,,,,,,,558660,unobtanium,unobtanium
726,,,,,,,,,,2016/04/04,25,,,,,,,,541082,unobtanium,unobtanium
727,,,,,,,,,,2016/04/05,28,,,,,,,,564152,unobtanium,unobtanium
728,,,,,,,,,,2016/04/06,24,,,,,,,,554303,unobtanium,unobtanium
729,,,,,,,,,,2016/04/07,26,,,,,,,,null,unobtanium,unobtanium
730,,,,,,,,,,2016/04/08,23,,,,,,,,null,unobtanium,unobtanium
731,,,,,,,,,,2016/04/09,24,,,,,,,,540483,unobtanium,unobtanium
732,,,,,,,,,,2016/04/10,28,,,,,,,,500699,unobtanium,unobtanium
733,,,,,,,,,,2016/04/11,46,,,,,,,,475148,unobtanium,unobtanium
734,,,,,,,,,,2016/04/12,25,,,,,,,,445232,unobtanium,unobtanium
735,,,,,,,,,,2016/04/13,25,,,,,,,,438901,unobtanium,unobtanium
736,,,,,,,,,,2016/04/14,28,,,,,,,,435234,unobtanium,unobtanium
737,,,,,,,,,,2016/04/15,33,,,,,,,,417212,unobtanium,unobtanium
738,,,,,,,,,,2016/04/16,27,,,,,,,,411768,unobtanium,unobtanium
739,,,,,,,,,,2016/04/17,31,,,,,,,,418334,unobtanium,unobtanium
740,,,,,,,,,,2016/04/18,24,,,,,,,,398720,unobtanium,unobtanium
741,,,,,,,,,,2016/04/19,25,,,,,,,,405293,unobtanium,unobtanium
742,,,,,,,,,,2016/04/20,29,,,,,,,,401699,unobtanium,unobtanium
743,,,,,,,,,,2016/04/21,26,,,,,,,,435134,unobtanium,unobtanium
744,,,,,,,,,,2016/04/22,24,,,,,,,,481824,unobtanium,unobtanium
745,,,,,,,,,,2016/04/23,28,,,,,,,,478036,unobtanium,unobtanium
746,,,,,,,,,,2016/04/24,27,,,,,,,,482159,unobtanium,unobtanium
747,,,,,,,,,,2016/04/25,27,,,,,,,,461488,unobtanium,unobtanium
748,,,,,,,,,,2016/04/26,30,,,,,,,,410007,unobtanium,unobtanium
749,,,,,,,,,,2016/04/27,31,,,,,,,,349763,unobtanium,unobtanium
750,,,,,,,,,,2016/04/28,27,,,,,,,,349598,unobtanium,unobtanium
751,,,,,,,,,,2016/04/29,27,,,,,,,,355089,unobtanium,unobtanium
752,,,,,,,,,,2016/04/30,26,,,,,,,,420866,unobtanium,unobtanium
753,,,,,,,,,,2016/05/01,27,,,,,,,,395635,unobtanium,unobtanium
754,,,,,,,,,,2016/05/02,30,,,,,,,,379566,unobtanium,unobtanium
755,,,,,,,,,,2016/05/03,28,,,,,,,,391644,unobtanium,unobtanium
756,,,,,,,,,,2016/05/04,31,,,,,,,,384629,unobtanium,unobtanium
757,,,,,,,,,,2016/05/05,27,,,,,,,,411555,unobtanium,unobtanium
758,,,,,,,,,,2016/05/06,30,,,,,,,,433155,unobtanium,unobtanium
759,,,,,,,,,,2016/05/07,26,,,,,,,,434952,unobtanium,unobtanium
760,,,,,,,,,,2016/05/08,29,,,,,,,,415174,unobtanium,unobtanium
761,,,,,,,,,,2016/05/09,28,,,,,,,,401557,unobtanium,unobtanium
762,,,,,,,,,,2016/05/10,36,,,,,,,,408035,unobtanium,unobtanium
763,,,,,,,,,,2016/05/11,29,,,,,,,,408618,unobtanium,unobtanium
764,,,,,,,,,,2016/05/12,27,,,,,,,,413543,unobtanium,unobtanium
765,,,,,,,,,,2016/05/13,30,,,,,,,,401728,unobtanium,unobtanium
766,,,,,,,,,,2016/05/14,34,,,,,,,,410424,unobtanium,unobtanium
767,,,,,,,,,,2016/05/15,29,,,,,,,,410042,unobtanium,unobtanium
768,,,,,,,,,,2016/05/16,27,,,,,,,,404818,unobtanium,unobtanium
769,,,,,,,,,,2016/05/17,27,,,,,,,,369808,unobtanium,unobtanium
770,,,,,,,,,,2016/05/18,33,,,,,,,,388260,unobtanium,unobtanium
771,,,,,,,,,,2016/05/19,29,,,,,,,,376806,unobtanium,unobtanium
772,,,,,,,,,,2016/05/20,29,,,,,,,,363081,unobtanium,unobtanium
773,,,,,,,,,,2016/05/21,28,,,,,,,,368777,unobtanium,unobtanium
774,,,,,,,,,,2016/05/22,30,,,,,,,,351064,unobtanium,unobtanium
775,,,,,,,,,,2016/05/23,28,,,,,,,,351629,unobtanium,unobtanium
776,,,,,,,,,,2016/05/24,24,,,,,,,,356866,unobtanium,unobtanium
777,,,,,,,,,,2016/05/25,26,,,,,,,,360166,unobtanium,unobtanium
778,,,,,,,,,,2016/05/26,28,,,,,,,,369721,unobtanium,unobtanium
779,,,,,,,,,,2016/05/27,30,,,,,,,,355616,unobtanium,unobtanium
780,,,,,,,,,,2016/05/28,31,,,,,,,,358080,unobtanium,unobtanium
781,,,,,,,,,,2016/05/29,26,,,,,,,,371266,unobtanium,unobtanium
782,,,,,,,,,,2016/05/30,25,,,,,,,,362482,unobtanium,unobtanium
783,,,,,,,,,,2016/05/31,28,,,,,,,,378580,unobtanium,unobtanium
784,,,,,,,,,,2016/06/01,27,,,,,,,,390456,unobtanium,unobtanium
785,,,,,,,,,,2016/06/02,24,,,,,,,,391318,unobtanium,unobtanium
786,,,,,,,,,,2016/06/03,28,,,,,,,,388494,unobtanium,unobtanium
787,,,,,,,,,,2016/06/04,27,,,,,,,,407826,unobtanium,unobtanium
788,,,,,,,,,,2016/06/05,27,,,,,,,,404799,unobtanium,unobtanium
789,,,,,,,,,,2016/06/06,29,,,,,,,,418274,unobtanium,unobtanium
790,,,,,,,,,,2016/06/07,26,,,,,,,,422589,unobtanium,unobtanium
791,,,,,,,,,,2016/06/08,28,,,,,,,,475357,unobtanium,unobtanium
792,,,,,,,,,,2016/06/09,48,,,,,,,,448882,unobtanium,unobtanium
793,,,,,,,,,,2016/06/10,32,,,,,,,,450797,unobtanium,unobtanium
794,,,,,,,,,,2016/06/11,28,,,,,,,,460783,unobtanium,unobtanium
795,,,,,,,,,,2016/06/12,27,,,,,,,,488267,unobtanium,unobtanium
796,,,,,,,,,,2016/06/13,26,,,,,,,,511851,unobtanium,unobtanium
797,,,,,,,,,,2016/06/14,26,,,,,,,,518236,unobtanium,unobtanium
798,,,,,,,,,,2016/06/15,30,,,,,,,,502574,unobtanium,unobtanium
799,,,,,,,,,,2016/06/16,27,,,,,,,,519352,unobtanium,unobtanium
800,,,,,,,,,,2016/06/17,29,,,,,,,,508786,unobtanium,unobtanium
801,,,,,,,,,,2016/06/18,30,,,,,,,,511818,unobtanium,unobtanium
802,,,,,,,,,,2016/06/19,26,,,,,,,,535247,unobtanium,unobtanium
803,,,,,,,,,,2016/06/20,27,,,,,,,,525830,unobtanium,unobtanium
804,,,,,,,,,,2016/06/21,28,,,,,,,,488984,unobtanium,unobtanium
805,,,,,,,,,,2016/06/22,31,,,,,,,,473511,unobtanium,unobtanium
806,,,,,,,,,,2016/06/23,27,,,,,,,,418923,unobtanium,unobtanium
807,,,,,,,,,,2016/06/24,26,,,,,,,,461357,unobtanium,unobtanium
808,,,,,,,,,,2016/06/25,31,,,,,,,,448975,unobtanium,unobtanium
809,,,,,,,,,,2016/06/26,28,,,,,,,,447783,unobtanium,unobtanium
810,,,,,,,,,,2016/06/27,26,,,,,,,,458897,unobtanium,unobtanium
811,,,,,,,,,,2016/06/28,25,,,,,,,,466150,unobtanium,unobtanium
812,,,,,,,,,,2016/06/29,28,,,,,,,,456745,unobtanium,unobtanium
813,,,,,,,,,,2016/06/30,27,,,,,,,,477923,unobtanium,unobtanium
814,,,,,,,,,,2016/07/01,27,,,,,,,,480005,unobtanium,unobtanium
815,,,,,,,,,,2016/07/02,29,,,,,,,,494867,unobtanium,unobtanium
816,,,,,,,,,,2016/07/03,27,,,,,,,,490123,unobtanium,unobtanium
817,,,,,,,,,,2016/07/04,27,,,,,,,,482092,unobtanium,unobtanium
818,,,,,,,,,,2016/07/05,25,,,,,,,,474670,unobtanium,unobtanium
819,,,,,,,,,,2016/07/06,25,,,,,,,,486762,unobtanium,unobtanium
820,,,,,,,,,,2016/07/07,25,,,,,,,,432429,unobtanium,unobtanium
821,,,,,,,,,,2016/07/08,33,,,,,,,,450360,unobtanium,unobtanium
822,,,,,,,,,,2016/07/09,27,,,,,,,,453477,unobtanium,unobtanium
823,,,,,,,,,,2016/07/10,28,,,,,,,,408371,unobtanium,unobtanium
824,,,,,,,,,,2016/07/11,27,,,,,,,,387459,unobtanium,unobtanium
825,,,,,,,,,,2016/07/12,28,,,,,,,,378379,unobtanium,unobtanium
826,,,,,,,,,,2016/07/13,28,,,,,,,,389858,unobtanium,unobtanium
827,,,,,,,,,,2016/07/14,28,,,,,,,,376814,unobtanium,unobtanium
828,,,,,,,,,,2016/07/15,26,,,,,,,,366989,unobtanium,unobtanium
829,,,,,,,,,,2016/07/16,31,,,,,,,,366523,unobtanium,unobtanium
830,,,,,,,,,,2016/07/17,26,,,,,,,,376083,unobtanium,unobtanium
831,,,,,,,,,,2016/07/18,30,,,,,,,,379140,unobtanium,unobtanium
832,,,,,,,,,,2016/07/19,28,,,,,,,,355890,unobtanium,unobtanium
833,,,,,,,,,,2016/07/20,28,,,,,,,,358715,unobtanium,unobtanium
834,,,,,,,,,,2016/07/21,28,,,,,,,,350326,unobtanium,unobtanium
835,,,,,,,,,,2016/07/22,31,,,,,,,,350891,unobtanium,unobtanium
836,,,,,,,,,,2016/07/23,27,,,,,,,,344385,unobtanium,unobtanium
837,,,,,,,,,,2016/07/24,27,,,,,,,,328280,unobtanium,unobtanium
838,,,,,,,,,,2016/07/25,27,,,,,,,,293649,unobtanium,unobtanium
839,,,,,,,,,,2016/07/26,29,,,,,,,,276093,unobtanium,unobtanium
840,,,,,,,,,,2016/07/27,27,,,,,,,,266058,unobtanium,unobtanium
841,,,,,,,,,,2016/07/28,28,,,,,,,,245479,unobtanium,unobtanium
842,,,,,,,,,,2016/07/29,26,,,,,,,,239135,unobtanium,unobtanium
843,,,,,,,,,,2016/07/30,27,,,,,,,,247358,unobtanium,unobtanium
844,,,,,,,,,,2016/07/31,27,,,,,,,,234438,unobtanium,unobtanium
845,,,,,,,,,,2016/08/01,27,,,,,,,,232335,unobtanium,unobtanium
846,,,,,,,,,,2016/08/02,34,,,,,,,,222535,unobtanium,unobtanium
847,,,,,,,,,,2016/08/03,27,,,,,,,,210496,unobtanium,unobtanium
848,,,,,,,,,,2016/08/04,27,,,,,,,,228420,unobtanium,unobtanium
849,,,,,,,,,,2016/08/05,27,,,,,,,,229068,unobtanium,unobtanium
850,,,,,,,,,,2016/08/06,31,,,,,,,,218463,unobtanium,unobtanium
851,,,,,,,,,,2016/08/07,28,,,,,,,,223486,unobtanium,unobtanium
852,,,,,,,,,,2016/08/08,27,,,,,,,,220736,unobtanium,unobtanium
853,,,,,,,,,,2016/08/09,27,,,,,,,,223775,unobtanium,unobtanium
854,,,,,,,,,,2016/08/10,27,,,,,,,,242225,unobtanium,unobtanium
855,,,,,,,,,,2016/08/11,26,,,,,,,,226698,unobtanium,unobtanium
856,,,,,,,,,,2016/08/12,27,,,,,,,,241311,unobtanium,unobtanium
857,,,,,,,,,,2016/08/13,29,,,,,,,,251407,unobtanium,unobtanium
858,,,,,,,,,,2016/08/14,27,,,,,,,,257283,unobtanium,unobtanium
859,,,,,,,,,,2016/08/15,27,,,,,,,,244697,unobtanium,unobtanium
860,,,,,,,,,,2016/08/16,28,,,,,,,,261704,unobtanium,unobtanium
861,,,,,,,,,,2016/08/17,31,,,,,,,,261174,unobtanium,unobtanium
862,,,,,,,,,,2016/08/18,28,,,,,,,,262325,unobtanium,unobtanium
863,,,,,,,,,,2016/08/19,28,,,,,,,,270520,unobtanium,unobtanium
864,,,,,,,,,,2016/08/20,30,,,,,,,,278440,unobtanium,unobtanium
865,,,,,,,,,,2016/08/21,25,,,,,,,,277369,unobtanium,unobtanium
866,,,,,,,,,,2016/08/22,25,,,,,,,,279519,unobtanium,unobtanium
867,,,,,,,,,,2016/08/23,24,,,,,,,,296397,unobtanium,unobtanium
868,,,,,,,,,,2016/08/24,38,,,,,,,,297293,unobtanium,unobtanium
869,,,,,,,,,,2016/08/25,32,,,,,,,,293241,unobtanium,unobtanium
870,,,,,,,,,,2016/08/26,27,,,,,,,,283336,unobtanium,unobtanium
871,,,,,,,,,,2016/08/27,28,,,,,,,,282948,unobtanium,unobtanium
872,,,,,,,,,,2016/08/28,28,,,,,,,,266827,unobtanium,unobtanium
873,,,,,,,,,,2016/08/29,24,,,,,,,,261416,unobtanium,unobtanium
874,,,,,,,,,,2016/08/30,14,,,,,,,,243451,unobtanium,unobtanium
875,,,,,,,,,,2016/08/31,30,,,,,,,,243349,unobtanium,unobtanium
876,,,,,,,,,,2016/09/01,31,,,,,,,,259069,unobtanium,unobtanium
877,,,,,,,,,,2016/09/02,33,,,,,,,,254488,unobtanium,unobtanium
878,,,,,,,,,,2016/09/03,26,,,,,,,,253600,unobtanium,unobtanium
879,,,,,,,,,,2016/09/04,29,,,,,,,,273247,unobtanium,unobtanium
880,,,,,,,,,,2016/09/05,29,,,,,,,,263696,unobtanium,unobtanium
881,,,,,,,,,,2016/09/06,45,,,,,,,,262270,unobtanium,unobtanium
882,,,,,,,,,,2016/09/07,56,,,,,,,,262607,unobtanium,unobtanium
883,,,,,,,,,,2016/09/08,30,,,,,,,,268440,unobtanium,unobtanium
884,,,,,,,,,,2016/09/09,29,,,,,,,,270075,unobtanium,unobtanium
885,,,,,,,,,,2016/09/10,53,,,,,,,,273373,unobtanium,unobtanium
886,,,,,,,,,,2016/09/11,31,,,,,,,,277189,unobtanium,unobtanium
887,,,,,,,,,,2016/09/12,30,,,,,,,,266225,unobtanium,unobtanium
888,,,,,,,,,,2016/09/13,28,,,,,,,,258794,unobtanium,unobtanium
889,,,,,,,,,,2016/09/14,33,,,,,,,,257307,unobtanium,unobtanium
890,,,,,,,,,,2016/09/15,30,,,,,,,,254628,unobtanium,unobtanium
891,,,,,,,,,,2016/09/16,29,,,,,,,,247641,unobtanium,unobtanium
892,,,,,,,,,,2016/09/17,29,,,,,,,,244855,unobtanium,unobtanium
893,,,,,,,,,,2016/09/18,23,,,,,,,,252384,unobtanium,unobtanium
894,,,,,,,,,,2016/09/19,23,,,,,,,,252713,unobtanium,unobtanium
895,,,,,,,,,,2016/09/20,29,,,,,,,,268262,unobtanium,unobtanium
896,,,,,,,,,,2016/09/21,31,,,,,,,,262990,unobtanium,unobtanium
897,,,,,,,,,,2016/09/22,26,,,,,,,,260359,unobtanium,unobtanium
898,,,,,,,,,,2016/09/23,25,,,,,,,,243136,unobtanium,unobtanium
899,,,,,,,,,,2016/09/24,31,,,,,,,,252109,unobtanium,unobtanium
900,,,,,,,,,,2016/09/25,30,,,,,,,,256224,unobtanium,unobtanium
901,,,,,,,,,,2016/09/26,30,,,,,,,,269751,unobtanium,unobtanium
902,,,,,,,,,,2016/09/27,32,,,,,,,,265183,unobtanium,unobtanium
903,,,,,,,,,,2016/09/28,28,,,,,,,,258694,unobtanium,unobtanium
904,,,,,,,,,,2016/09/29,30,,,,,,,,253830,unobtanium,unobtanium
905,,,,,,,,,,2016/09/30,30,,,,,,,,260741,unobtanium,unobtanium
906,,,,,,,,,,2016/10/01,30,,,,,,,,262122,unobtanium,unobtanium
907,,,,,,,,,,2016/10/02,30,,,,,,,,265609,unobtanium,unobtanium
908,,,,,,,,,,2016/10/03,29,,,,,,,,260474,unobtanium,unobtanium
909,,,,,,,,,,2016/10/04,27,,,,,,,,254320,unobtanium,unobtanium
910,,,,,,,,,,2016/10/05,31,,,,,,,,264493,unobtanium,unobtanium
911,,,,,,,,,,2016/10/06,28,,,,,,,,260219,unobtanium,unobtanium
912,,,,,,,,,,2016/10/07,31,,,,,,,,264193,unobtanium,unobtanium
913,,,,,,,,,,2016/10/08,26,,,,,,,,266100,unobtanium,unobtanium
914,,,,,,,,,,2016/10/09,32,,,,,,,,284812,unobtanium,unobtanium
915,,,,,,,,,,2016/10/10,35,,,,,,,,293482,unobtanium,unobtanium
916,,,,,,,,,,2016/10/11,33,,,,,,,,314493,unobtanium,unobtanium
917,,,,,,,,,,2016/10/12,33,,,,,,,,347532,unobtanium,unobtanium
918,,,,,,,,,,2016/10/13,33,,,,,,,,354843,unobtanium,unobtanium
919,,,,,,,,,,2016/10/14,30,,,,,,,,366460,unobtanium,unobtanium
920,,,,,,,,,,2016/10/15,36,,,,,,,,367874,unobtanium,unobtanium
921,,,,,,,,,,2016/10/16,28,,,,,,,,362316,unobtanium,unobtanium
922,,,,,,,,,,2016/10/17,31,,,,,,,,380947,unobtanium,unobtanium
923,,,,,,,,,,2016/10/18,62,,,,,,,,421575,unobtanium,unobtanium
924,,,,,,,,,,2016/10/19,42,,,,,,,,427614,unobtanium,unobtanium
925,,,,,,,,,,2016/10/20,32,,,,,,,,429420,unobtanium,unobtanium
926,,,,,,,,,,2016/10/21,25,,,,,,,,432965,unobtanium,unobtanium
927,,,,,,,,,,2016/10/22,24,,,,,,,,405292,unobtanium,unobtanium
928,,,,,,,,,,2016/10/23,27,,,,,,,,382966,unobtanium,unobtanium
929,,,,,,,,,,2016/10/24,30,,,,,,,,395792,unobtanium,unobtanium
930,,,,,,,,,,2016/10/25,29,,,,,,,,397032,unobtanium,unobtanium
931,,,,,,,,,,2016/10/26,30,,,,,,,,416472,unobtanium,unobtanium
932,,,,,,,,,,2016/10/27,30,,,,,,,,453699,unobtanium,unobtanium
933,,,,,,,,,,2016/10/28,31,,,,,,,,461479,unobtanium,unobtanium
934,,,,,,,,,,2016/10/29,29,,,,,,,,494620,unobtanium,unobtanium
935,,,,,,,,,,2016/10/30,25,,,,,,,,465425,unobtanium,unobtanium
936,,,,,,,,,,2016/10/31,26,,,,,,,,465061,unobtanium,unobtanium
937,,,,,,,,,,2016/11/01,13,,,,,,,,451933,unobtanium,unobtanium
938,,,,,,,,,,2016/11/02,34,,,,,,,,434968,unobtanium,unobtanium
939,,,,,,,,,,2016/11/03,27,,,,,,,,444515,unobtanium,unobtanium
940,,,,,,,,,,2016/11/04,26,,,,,,,,422650,unobtanium,unobtanium
941,,,,,,,,,,2016/11/05,31,,,,,,,,442884,unobtanium,unobtanium
942,,,,,,,,,,2016/11/06,27,,,,,,,,451575,unobtanium,unobtanium
943,,,,,,,,,,2016/11/07,25,,,,,,,,397025,unobtanium,unobtanium
944,,,,,,,,,,2016/11/08,26,,,,,,,,377630,unobtanium,unobtanium
945,,,,,,,,,,2016/11/09,27,,,,,,,,378191,unobtanium,unobtanium
946,,,,,,,,,,2016/11/10,32,,,,,,,,347993,unobtanium,unobtanium
947,,,,,,,,,,2016/11/11,27,,,,,,,,354053,unobtanium,unobtanium
948,,,,,,,,,,2016/11/12,25,,,,,,,,348392,unobtanium,unobtanium
949,,,,,,,,,,2016/11/13,27,,,,,,,,348925,unobtanium,unobtanium
950,,,,,,,,,,2016/11/14,28,,,,,,,,348417,unobtanium,unobtanium
951,,,,,,,,,,2016/11/15,28,,,,,,,,345866,unobtanium,unobtanium
952,,,,,,,,,,2016/11/16,27,,,,,,,,357920,unobtanium,unobtanium
953,,,,,,,,,,2016/11/17,27,,,,,,,,375130,unobtanium,unobtanium
954,,,,,,,,,,2016/11/18,27,,,,,,,,361600,unobtanium,unobtanium
955,,,,,,,,,,2016/11/19,28,,,,,,,,372460,unobtanium,unobtanium
956,,,,,,,,,,2016/11/20,28,,,,,,,,345993,unobtanium,unobtanium
957,,,,,,,,,,2016/11/21,25,,,,,,,,354713,unobtanium,unobtanium
958,,,,,,,,,,2016/11/22,24,,,,,,,,362519,unobtanium,unobtanium
959,,,,,,,,,,2016/11/23,25,,,,,,,,369863,unobtanium,unobtanium
960,,,,,,,,,,2016/11/24,25,,,,,,,,364308,unobtanium,unobtanium
961,,,,,,,,,,2016/11/25,25,,,,,,,,368005,unobtanium,unobtanium
962,,,,,,,,,,2016/11/26,25,,,,,,,,370632,unobtanium,unobtanium
963,,,,,,,,,,2016/11/27,25,,,,,,,,362372,unobtanium,unobtanium
964,,,,,,,,,,2016/11/28,24,,,,,,,,360247,unobtanium,unobtanium
965,,,,,,,,,,2016/11/29,26,,,,,,,,349071,unobtanium,unobtanium
966,,,,,,,,,,2016/11/30,25,,,,,,,,365824,unobtanium,unobtanium
967,,,,,,,,,,2016/12/01,26,,,,,,,,371748,unobtanium,unobtanium
968,,,,,,,,,,2016/12/02,41,,,,,,,,370753,unobtanium,unobtanium
969,,,,,,,,,,2016/12/03,31,,,,,,,,348992,unobtanium,unobtanium
970,,,,,,,,,,2016/12/04,33,,,,,,,,351226,unobtanium,unobtanium
971,,,,,,,,,,2016/12/05,28,,,,,,,,329481,unobtanium,unobtanium
972,,,,,,,,,,2016/12/06,27,,,,,,,,306738,unobtanium,unobtanium
973,,,,,,,,,,2016/12/07,27,,,,,,,,285359,unobtanium,unobtanium
974,,,,,,,,,,2016/12/08,27,,,,,,,,295042,unobtanium,unobtanium
975,,,,,,,,,,2016/12/09,30,,,,,,,,317271,unobtanium,unobtanium
976,,,,,,,,,,2016/12/10,26,,,,,,,,315243,unobtanium,unobtanium
977,,,,,,,,,,2016/12/11,27,,,,,,,,313543,unobtanium,unobtanium
978,,,,,,,,,,2016/12/12,26,,,,,,,,316450,unobtanium,unobtanium
979,,,,,,,,,,2016/12/13,28,,,,,,,,318299,unobtanium,unobtanium
980,,,,,,,,,,2016/12/14,26,,,,,,,,318160,unobtanium,unobtanium
981,,,,,,,,,,2016/12/15,24,,,,,,,,322060,unobtanium,unobtanium
982,,,,,,,,,,2016/12/16,24,,,,,,,,327493,unobtanium,unobtanium
983,,,,,,,,,,2016/12/17,29,,,,,,,,314463,unobtanium,unobtanium
984,,,,,,,,,,2016/12/18,24,,,,,,,,313396,unobtanium,unobtanium
985,,,,,,,,,,2016/12/19,24,,,,,,,,316179,unobtanium,unobtanium
986,,,,,,,,,,2016/12/20,24,,,,,,,,304948,unobtanium,unobtanium
987,,,,,,,,,,2016/12/21,25,,,,,,,,297109,unobtanium,unobtanium
