,date,transactions,block_size,active_addresses,av_transaction_size,confirmation_time,difficulty,sent_addresses,median_transaction_size,median_transaction_value,av_transaction_value,send_usd,google_trends,hashrate,fee_reward,top_100_percent,mining_profitability,market_cap,tweets,full_name,coin
1067,2011/12/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1068,2011/12/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1069,2011/12/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1070,2011/12/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1071,2011/12/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1072,2011/12/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1073,2011/12/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1074,2011/12/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1075,2011/12/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1076,2011/12/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1078,2011/12/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1079,2011/12/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1080,2011/12/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1081,2011/12/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1082,2011/12/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1083,2011/12/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1084,2011/12/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1085,2011/12/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1086,2011/12/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1087,2011/12/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1088,2011/12/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1089,2011/12/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1090,2011/12/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1091,2011/12/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1092,2011/12/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1093,2012/01/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1094,2012/01/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1095,2012/01/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1096,2012/01/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1097,2012/01/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1098,2012/01/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1099,2012/01/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1100,2012/01/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1101,2012/01/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1102,2012/01/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1103,2012/01/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1104,2012/01/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1105,2012/01/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1106,2012/01/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1107,2012/01/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1108,2012/01/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1109,2012/01/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1110,2012/01/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1111,2012/01/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1112,2012/01/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1113,2012/01/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1114,2012/01/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1115,2012/01/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1116,2012/01/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1117,2012/01/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1118,2012/01/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1119,2012/01/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1120,2012/01/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1324,2012/08/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1325,2012/08/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1326,2012/08/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1327,2012/08/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1328,2012/08/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1329,2012/08/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1330,2012/08/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1331,2012/08/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1332,2012/08/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1333,2012/08/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1334,2012/08/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1335,2012/08/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1336,2012/08/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1337,2012/09/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1338,2012/09/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1339,2012/09/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1340,2012/09/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1341,2012/09/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1342,2012/09/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1343,2012/09/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1344,2012/09/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1345,2012/09/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1346,2012/09/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1347,2012/09/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1348,2012/09/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1349,2012/09/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1350,2012/09/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1351,2012/09/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1352,2012/09/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1353,2012/09/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1354,2012/09/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1355,2012/09/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1356,2012/09/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1357,2012/09/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1358,2012/09/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1359,2012/09/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1360,2012/09/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1361,2012/09/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1362,2012/09/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1363,2012/09/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1364,2012/09/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1365,2012/09/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1366,2012/09/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1367,2012/10/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1368,2012/10/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1369,2012/10/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1370,2012/10/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1371,2012/10/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1372,2012/10/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1373,2012/10/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1374,2012/10/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1375,2012/10/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1376,2012/10/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1377,2012/10/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1378,2012/10/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1379,2012/10/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1380,2012/10/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1381,2012/10/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1382,2012/10/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1383,2012/10/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1384,2012/10/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1385,2012/10/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1386,2012/10/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1387,2012/10/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1388,2012/10/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1389,2012/10/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1390,2012/10/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1391,2012/10/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1392,2012/10/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1393,2012/10/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1394,2012/10/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1395,2012/10/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1396,2012/10/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1397,2012/10/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1398,2012/11/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1399,2012/11/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1400,2012/11/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1401,2012/11/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1402,2012/11/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1403,2012/11/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1404,2012/11/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1405,2012/11/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1406,2012/11/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1407,2012/11/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1408,2012/11/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1409,2012/11/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1410,2012/11/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1411,2012/11/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1412,2012/11/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1413,2012/11/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1414,2012/11/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1415,2012/11/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1416,2012/11/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1417,2012/11/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1418,2012/11/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1419,2012/11/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1420,2012/11/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1421,2012/11/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1422,2012/11/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1423,2012/11/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1424,2012/11/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1425,2012/11/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1426,2012/11/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1427,2012/11/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1428,2012/12/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1429,2012/12/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1430,2012/12/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
1431,2012/12/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
