,mining_profitability,date,send_usd,transactions,sent_addresses,hashrate,difficulty,confirmation_time,av_transaction_size,block_size,av_transaction_value,top_100_percent,median_transaction_size,fee_reward,market_cap,median_transaction_value,google_trends,active_addresses,tweets,full_name,coin
474,,2020/03/14,60640867,548723,16246,,388325390723,9.796,,1853471,110.513,,,,2198560384,,,23881,50,bitcoin sv,bsv
475,,2020/03/15,30082276,443525,16826,,384572042858,10.07,,1513861,67.825,,,,2192476288,,,22707,80,bitcoin sv,bsv
476,,2020/03/16,40849975,481215,17925,,387508844012,10.588,,1761748,84.889,,,,2052043525,,,26311,103,bitcoin sv,bsv
477,,2020/03/17,44136383,547822,18501,,367125695597,9.863,,1781307,80.567,,,,2120814857,,,25467,101,bitcoin sv,bsv
478,,2020/03/18,53089098,523482,16079,,358548888754,10.511,,1717771,101.415,,,,2107229245,,,22203,67,bitcoin sv,bsv
479,,2020/03/19,73369522,563913,17270,,359926145747,9.73,,1790941,130.108,,,,2430361743,,,24423,92,bitcoin sv,bsv
480,,2020/03/20,110671525,495311,18090,,407386541491,9.29,,1600858,223.438,,,,2958267589,,,25568,108,bitcoin sv,bsv
481,,2020/03/21,60995195,466466,15519,,445384272499,10.286,,1700265,130.76,,,,3023578963,,,21837,73,bitcoin sv,bsv
482,,2020/03/22,106033313,523640,17261,,453191200684,10.667,,1790056,202.493,,,,3079293255,,,27480,69,bitcoin sv,bsv
483,,2020/03/23,88550973,577322,17067,,436721908229,9.73,,1794760,153.382,,,,2994117295,,,25256,85,bitcoin sv,bsv
484,,2020/03/24,178387984,599851,16943,,456872084343,9.664,,1803732,298.668,,,,3220883971,,,24212,98,bitcoin sv,bsv
485,,2020/03/25,116984522,631673,18346,,460489618517,9.536,,1908116,185.198,,,,3166876513,,,24403,78,bitcoin sv,bsv
486,,2020/03/26,66594398,557781,18731,,461442121778,12.101,,2143685,119.392,,,,3144834390,,,25085,86,bitcoin sv,bsv
487,,2020/03/27,81247174,548992,16769,,386907513149,9.73,,1641322,147.993,,,,3154190731,,,22381,104,bitcoin sv,bsv
488,,2020/03/28,70978530,544601,24193,,377041989045,9.73,,1758805,130.331,,,,2884636603,,,29361,63,bitcoin sv,bsv
489,,2020/03/29,29614059,560277,17587,,383636334494,9.73,,1774959,54.361,,,,2831142604,,,23176,73,bitcoin sv,bsv
490,,2020/03/30,85137347,530318,17180,,377565534996,10.36,,1932218,160.673,,,,2912015828,,,24389,123,bitcoin sv,bsv
491,,2020/03/31,46266619,532115,19488,,394501535851,10,,1728905,86.949,,,,3051348746,,,28786,89,bitcoin sv,bsv
492,,2020/04/01,47573963,537236,21376,,377188040612,10.07,,1754488,88.553,,,,2990836992,,,27136,119,bitcoin sv,bsv
493,,2020/04/02,60413756,569488,23130,,376870424360,10,,1772169,106.084,,,,3163803769,,,27870,105,bitcoin sv,bsv
494,,2020/04/03,80270444,596011,23284,,375558306759,9.863,,1842868,134.679,,,,3281297345,,,28267,100,bitcoin sv,bsv
495,,2020/04/04,55704827,577497,22180,,369804950096,10.36,,1729478,96.459,,,,3257439962,,,27579,65,bitcoin sv,bsv
496,,2020/04/05,91780058,548405,20715,,374080429265,10.213,,1729389,167.471,,,,3237798582,,,25895,58,bitcoin sv,bsv
497,,2020/04/06,100839219,576307,22538,,370367581886,9.863,,1794078,174.975,,,,3366914448,,,28210,105,bitcoin sv,bsv
498,,2020/04/07,156030107,532949,19949,,377620938000,9.73,,1643606,292.838,,,,3475502896,,,26211,109,bitcoin sv,bsv
499,,2020/04/08,200649987,514787,20263,,451563846352,9.536,,1494378,393.82,,,,3867362817,,,28347,251,bitcoin sv,bsv
500,,2020/04/09,139587497,522313,20374,,456339697192,9.6,,1635733,276.387,,,,3980131970,,,28348,110,bitcoin sv,bsv
501,,2020/04/10,146867952,395739,23810,,429521307381,26.667,,3688746,371.123,,,,3549551296,,,28262,225,bitcoin sv,bsv
502,,2020/04/11,172107717,556253,21845,,267366076794,9.114,,1596963,309.405,,,,3395447698,,,32847,112,bitcoin sv,bsv
503,,2020/04/12,121684644,499414,19652,,233057531483,9.931,,1573447,243.655,,,,3499696516,,,26761,106,bitcoin sv,bsv
504,,2020/04/13,68751136,484699,21607,,238122994978,9.351,,1491921,141.843,,,,3417740220,,,31130,121,bitcoin sv,bsv
505,,2020/04/14,77010651,487022,28961,,236422886581,9.664,,1568440,158.126,,,,3490886090,,,39940,165,bitcoin sv,bsv
506,,2020/04/15,39079581,380167,21342,,229681167288,11.077,,1542210,103.261,,,,3452168906,,,29272,165,bitcoin sv,bsv
507,,2020/04/16,104338768,466662,20745,,231891246295,9.796,,1486350,223.585,,,,3461597090,,,29285,197,bitcoin sv,bsv
508,,2020/04/17,38365649,424834,19885,,241375884439,13.714,,2013006,90.307,,,,3567177612,,,26696,166,bitcoin sv,bsv
509,,2020/04/18,34724979,556886,21057,,236347665523,9.057,,1605108,62.356,,,,3603333518,,,26610,154,bitcoin sv,bsv
510,,2020/04/19,44431374,517072,20207,,224724988621,9.796,,1674073,85.929,,,,3664274826,,,25529,119,bitcoin sv,bsv
511,,2020/04/20,62156797,486463,20288,,233682591734,10.286,,1552886,127.773,,,,3523749258,,,27698,166,bitcoin sv,bsv
512,,2020/04/21,58560953,511461,22218,,229183678778,9.931,,2588551,114.497,,,,3356892779,,,27616,172,bitcoin sv,bsv
513,,2020/04/22,46324365,456894,21529,,231277946727,9.536,,2010715,101.39,,,,3441406535,,,27866,164,bitcoin sv,bsv
514,,2020/04/23,82793057,539975,22464,,233078639650,9.796,,1768642,153.328,,,,3541857494,,,44211,134,bitcoin sv,bsv
515,,2020/04/24,28923221,520581,21157,,237822771256,9.474,,1489489,55.56,,,,3577915731,,,41639,97,bitcoin sv,bsv
516,,2020/04/25,23991649,526277,19899,,237733322313,9.73,,2102082,45.587,,,,3574122746,,,44151,71,bitcoin sv,bsv
517,,2020/04/26,59134584,533595,20142,,218950150490,10,,1711049,110.823,,,,3593993006,,,41191,57,bitcoin sv,bsv
518,,2020/04/27,44343236,490544,18741,,219978185889,9.863,,1634668,90.396,,,,3573660763,,,23255,115,bitcoin sv,bsv
519,,2020/04/28,35932445,488268,19845,,238599244122,10.36,,1564567,73.592,,,,3567708626,,,24043,84,bitcoin sv,bsv
520,,2020/04/29,124181594,509662,22661,,224750222317,11.803,,1847921,243.655,,,,3694295017,,,26936,117,bitcoin sv,bsv
521,,2020/04/30,222355706,460309,21394,,244107046880,12.101,,1881198,483.057,,,,3923009914,,,27204,200,bitcoin sv,bsv
522,,2020/05/01,148413874,547726,23737,,209836207174,9.412,,1538190,270.964,,,,3861751656,,,27949,91,bitcoin sv,bsv
523,,2020/05/02,93338829,642512,22501,,206583394332,9.863,,2032760,145.272,,,,3873471614,,,25750,130,bitcoin sv,bsv
524,,2020/05/03,117432952,737366,22460,,210305329764,10.286,,2248099,159.26,,,,3884157800,,,26027,74,bitcoin sv,bsv
525,,2020/05/04,153773112,567310,22804,,210162411375,9.664,,1991832,271.057,,,,3710566270,,,29844,83,bitcoin sv,bsv
526,,2020/05/05,68911418,687370,22900,,229230340701,9.29,,2247972,100.254,,,,3772084094,,,28388,114,bitcoin sv,bsv
527,,2020/05/06,55380409,500130,24578,,263324920338,9,,1529601,110.732,,,,3783529515,,,29862,154,bitcoin sv,bsv
528,,2020/05/07,124039471,612650,25148,,269802766030,10.746,,1976178,202.464,,,,3749329405,,,29998,103,bitcoin sv,bsv
529,,2020/05/08,149762602,375168,23200,,214527915966,13.458,,1790898,399.188,,,,3857565551,,,27809,70,bitcoin sv,bsv
530,,2020/05/09,118444104,749313,22166,,183618511885,9.114,,2027013,158.07,,,,3915238664,,,27192,74,bitcoin sv,bsv
531,,2020/05/10,88292830,1265202,23447,,176966458058,10.909,,4136503,69.786,,,,3409019004,,,26832,72,bitcoin sv,bsv
532,,2020/05/11,84276936,1604576,25509,,310441146553,6.667,,2345019,52.77,,,,3352090332,,,33470,121,bitcoin sv,bsv
533,,2020/05/12,79866459,1770328,17869,,359681804019,11.613,,4243145,45.114,,,,3465560021,,,22230,129,bitcoin sv,bsv
534,,2020/05/13,86187122,2866060,18356,,349055114862,12.308,,6709021,30.072,,,,3468123277,,,24427,119,bitcoin sv,bsv
535,,2020/05/14,149002866,1359806,37102,,302834725251,10.213,,2903556,109.577,,,,3504972046,,,41306,130,bitcoin sv,bsv
536,,2020/05/15,81687415,695959,24487,,293831100172,9.863,,1601167,117.374,,,,3483475782,,,30041,70,bitcoin sv,bsv
537,,2020/05/16,57420106,2249437,34774,,306844047533,9.351,,4230728,25.526,,,,3467204571,,,38827,118,bitcoin sv,bsv
538,,2020/05/17,31658923,889745,13510,,316974277145,10.511,,2605581,35.582,,,,3505301069,,,16854,65,bitcoin sv,bsv
539,,2020/05/18,93962949,1010662,15362,,313688718787,9.796,,2913795,92.972,,,,3692696263,,,19224,48,bitcoin sv,bsv
540,,2020/05/19,64252458,873175,47899,,316409176252,10.141,,3192024,73.585,,,,3680484049,,,52595,63,bitcoin sv,bsv
541,,2020/05/20,77367515,1036931,58567,,301487824531,9.796,,2511613,74.612,,,,3671938114,,,86575,77,bitcoin sv,bsv
542,,2020/05/21,49960352,773177,45387,,294843444371,9.73,,2093172,64.617,,,,3604593972,,,74949,76,bitcoin sv,bsv
543,,2020/05/22,105718321,671312,50893,,288102670162,10.07,,1893649,157.48,,,,3565892333,,,85967,54,bitcoin sv,bsv
544,,2020/05/23,18032143,395436,23039,,304227107026,9.231,,1587171,45.601,,,,3574296831,,,67093,81,bitcoin sv,bsv
545,,2020/05/24,21377403,360339,20243,,324757274386,10.36,,1336904,59.326,,,,3539830604,,,26549,61,bitcoin sv,bsv
546,,2020/05/25,151314208,772376,22428,,307403007313,9.73,,2166428,195.907,,,,3424026315,,,27157,52,bitcoin sv,bsv
547,,2020/05/26,92655493,674807,27716,,302880550669,9.796,,2009466,137.307,,,,3370472117,,,89225,66,bitcoin sv,bsv
548,,2020/05/27,123941043,643828,20386,,310237983511,10.36,,2050481,192.506,,,,3390825694,,,34569,82,bitcoin sv,bsv
549,,2020/05/28,80624583,549331,17736,,318163931394,10.667,,1905630,146.769,,,,3463680113,,,19595,59,bitcoin sv,bsv
550,,2020/05/29,126996871,630205,17317,,331754871253,10.992,,2077774,201.517,,,,3513353512,,,22193,103,bitcoin sv,bsv
551,,2020/05/30,58563639,733256,17122,,348914827550,9.114,,2007810,79.868,,,,3575447292,,,21624,60,bitcoin sv,bsv
552,,2020/05/31,40087281,591674,37536,,376874366622,10.511,,2042034,67.752,,,,3638850419,,,59914,56,bitcoin sv,bsv
553,,2020/06/01,93366175,568826,15761,,307061106370,10.511,,1822394,164.138,,,,3574545472,,,21967,66,bitcoin sv,bsv
554,,2020/06/02,173157739,317915,15643,,300371812725,9.664,,1188591,544.667,,,,3696645521,,,61148,69,bitcoin sv,bsv
555,,2020/06/03,128871596,333314,18469,,329402623675,9.536,,1046904,386.637,,,,3578242238,,,24393,46,bitcoin sv,bsv
556,,2020/06/04,205614803,565283,14848,,321306399803,11.077,,1336612,363.738,,,,3602848779,,,20484,41,bitcoin sv,bsv
557,,2020/06/05,150478673,828321,16771,,290903453491,9.863,,1536989,181.667,,,,3603308106,,,21188,34,bitcoin sv,bsv
558,,2020/06/06,72345310,812129,13316,,311261844708,10,,1624894,89.081,,,,3581817218,,,17513,27,bitcoin sv,bsv
559,,2020/06/07,42208679,625768,14229,,294796400275,10.213,,1262260,67.451,,,,3546089236,,,18027,125,bitcoin sv,bsv
560,,2020/06/08,85568718,627289,12749,,279314721239,10.07,,1298974,136.41,,,,3526421433,,,17928,139,bitcoin sv,bsv
561,,2020/06/09,96523651,697623,14615,,275642353388,9.664,,1252535,138.361,,,,3496475835,,,19239,83,bitcoin sv,bsv
562,,2020/06/10,105946545,637992,13922,,283671350895,10.827,,1230877,166.062,,,,3543548996,,,20331,84,bitcoin sv,bsv
563,,2020/06/11,119945903,703062,14019,,290370070707,9.351,,1246201,170.605,,,,3483254637,,,22649,59,bitcoin sv,bsv
564,,2020/06/12,88667812,665283,13178,,282751901296,10,,1224892,133.278,,,,3357811782,,,18403,56,bitcoin sv,bsv
565,,2020/06/13,70678681,606035,13083,,292729326057,10.667,,1099480,116.625,,,,3356711784,,,17134,64,bitcoin sv,bsv
566,,2020/06/14,58509390,647464,12510,,284969348392,9.351,,996015,90.367,,,,3334419889,,,17338,74,bitcoin sv,bsv
567,,2020/06/15,99260911,742873,12661,,275554863272,9.796,,1270973,133.812,,,,3184207483,,,17652,76,bitcoin sv,bsv
568,,2020/06/16,85692054,560711,6930,,291150291634,9.412,,878107,152.827,,,,3230927277,,,9874,60,bitcoin sv,bsv
569,,2020/06/17,93499523,854681,13208,,297751648855,9.664,,1568534,109.397,,,,3239502653,,,17258,88,bitcoin sv,bsv
570,,2020/06/18,57536648,618640,12211,,310001740355,10.667,,1185467,93.005,,,,3200690389,,,17807,61,bitcoin sv,bsv
571,,2020/06/19,60428915,695494,13448,,296505600493,9.474,,1169427,86.886,,,,3150535734,,,19382,62,bitcoin sv,bsv
572,,2020/06/20,43303052,659753,11690,,316630244037,10.588,,1185956,65.635,,,,3178015674,,,16935,65,bitcoin sv,bsv
573,,2020/06/21,77758884,646825,11441,,325936874483,10.07,,1119004,120.216,,,,3176940418,,,15980,118,bitcoin sv,bsv
574,,2020/06/22,68643070,647051,10976,,329313802632,9.863,,1107860,106.086,,,,3218287305,,,16074,226,bitcoin sv,bsv
575,,2020/06/23,117525146,637889,11817,,317621183385,9.796,,1095142,184.241,,,,3290854533,,,15282,158,bitcoin sv,bsv
576,,2020/06/24,72418393,1700468,1039264,,313537209994,10.141,,2730084,42.587,,,,3242406863,,,1055283,210,bitcoin sv,bsv
577,,2020/06/25,60388369,637649,13980,,316001221467,9.73,,1213273,94.888,,,,3163948061,,,18188,207,bitcoin sv,bsv
578,,2020/06/26,67343430,720308,112245,,359328455582,12.203,,2138262,93.493,,,,3128001374,,,157214,118,bitcoin sv,bsv
579,,2020/06/27,53405157,635117,17798,,316463371849,9.863,,1363581,84.087,,,,3048857465,,,41999,84,bitcoin sv,bsv
580,,2020/06/28,59306381,721210,12768,,304177021091,9.73,,1373708,82.232,,,,2896111314,,,18584,98,bitcoin sv,bsv
581,,2020/06/29,49260987,665264,13134,,306091953231,9.73,,1204214,74.047,,,,2933408338,,,19165,77,bitcoin sv,bsv
582,,2020/06/30,52724390,519416,25885,,306942078270,10.07,,991177,101.507,,,,2925635332,,,40718,70,bitcoin sv,bsv
583,,2020/07/01,55181482,533475,59247,,302768557457,9.863,,1186679,103.438,,,,2910181961,,,28384,127,bitcoin sv,bsv
584,,2020/07/02,67602920,743020,61599,,301826269823,11.163,,1505453,90.984,,,,2885527669,,,125443,135,bitcoin sv,bsv
585,,2020/07/03,53342183,637371,15766,,341404510238,9.474,,1182420,83.691,,,,2873373231,,,24116,122,bitcoin sv,bsv
586,,2020/07/04,48548753,616544,12760,,302355662946,9.6,,1024059,78.743,,,,2880568523,,,37988,44,bitcoin sv,bsv
587,,2020/07/05,18989584,654046,12848,,302894555646,9.73,,1102915,29.034,,,,2861806550,,,19481,61,bitcoin sv,bsv
588,,2020/07/06,173805223,655105,18163,,365685475532,9.474,,1116422,265.309,,,,3178019330,,,29209,109,bitcoin sv,bsv
589,,2020/07/07,97846327,614457,16797,,355315166602,9.796,,1121623,159.24,,,,3439126053,,,24786,90,bitcoin sv,bsv
590,,2020/07/08,58048212,646453,15834,,361379258682,9.796,,1138782,89.809,,,,3469141010,,,22721,86,bitcoin sv,bsv
591,,2020/07/09,75050720,545836,14707,,341322033662,11.25,,1086586,137.497,,,,3448886507,,,21898,91,bitcoin sv,bsv
592,,2020/07/10,87709626,5508365,15130,,349727690920,9.412,,3828256,15.923,,,,3346369247,,,51507,130,bitcoin sv,bsv
593,,2020/07/11,83587015,578256,16157,,369412502634,9.796,,1089060,144.55,,,,3346668565,,,19022,95,bitcoin sv,bsv
594,,2020/07/12,61212347,555949,10888,,379930582717,11.52,,1226052,110.104,,,,3419611922,,,16871,91,bitcoin sv,bsv
595,,2020/07/13,44221657,698508,15170,,413613841333,8.834,,1075425,63.309,,,,3404876401,,,23308,127,bitcoin sv,bsv
596,,2020/07/14,85955783,537744,18675,,458663500081,10.141,,1055603,159.845,,,,3321085436,,,28137,100,bitcoin sv,bsv
597,,2020/07/15,72618991,273773,19977,,496677588634,10.141,,877839,265.253,,,,3338793163,,,28902,75,bitcoin sv,bsv
598,,2020/07/16,71864637,502631,23847,,375050069102,9.863,,1410599,142.977,,,,3236453846,,,35157,92,bitcoin sv,bsv
599,,2020/07/17,52394847,728962,72234,,388381903338,13.981,,2155664,71.876,,,,3189284655,,,83905,69,bitcoin sv,bsv
600,,2020/07/18,59887060,301407,18409,,372229167771,9.474,,620206,198.692,,,,3207640480,,,27007,null,bitcoin sv,bsv
601,,2020/07/19,91111521,658399,24290,,358051809856,9.863,,1192935,138.383,,,,3175370377,,,48286,135,bitcoin sv,bsv
602,,2020/07/20,56473439,675109,20856,,378388355439,9.664,,1114362,83.651,,,,3163441392,,,30704,85,bitcoin sv,bsv
603,,2020/07/21,95407435,638134,20488,,341519396962,9.863,,1117899,149.51,,,,3243801857,,,27460,82,bitcoin sv,bsv
604,,2020/07/22,68325934,696886,26899,,344129054799,9.796,,1217440,98.045,,,,3287527096,,,35397,104,bitcoin sv,bsv
605,,2020/07/23,123192948,600624,20175,,324012512034,10.07,,1084149,205.108,,,,3402786072,,,27832,164,bitcoin sv,bsv
606,,2020/07/24,64383456,667253,19064,,329286714222,9.796,,1196259,96.49,,,,3346122296,,,26126,67,bitcoin sv,bsv
607,,2020/07/25,89189161,655362,17455,,363592986776,9.73,,1265086,136.091,,,,3411071570,,,22009,61,bitcoin sv,bsv
608,,2020/07/26,102323554,639698,19990,,376014937622,9.931,,1140896,159.956,,,,3532867560,,,26072,93,bitcoin sv,bsv
609,,2020/07/27,117845652,602756,17362,,345096501101,12.743,,1332507,195.511,,,,3665126797,,,23375,97,bitcoin sv,bsv
610,,2020/07/28,359326500,651640,16153,,364035680497,9.536,,1115411,551.419,,,,3919968239,,,22293,123,bitcoin sv,bsv
611,,2020/07/29,215142327,594768,15139,,324040196818,9.863,,1087362,361.725,,,,3997797343,,,23060,110,bitcoin sv,bsv
612,,2020/07/30,137351067,622894,12978,,311483854557,9.796,,1052083,220.505,,,,3925020546,,,19850,92,bitcoin sv,bsv
613,,2020/07/31,314833679,649599,16004,,363123917284,9.474,,1073579,484.659,,,,4073343816,,,31620,74,bitcoin sv,bsv
614,,2020/08/01,420453298,634146,13650,,341710506598,10,,1067994,663.023,,,,4423609444,,,40277,86,bitcoin sv,bsv
615,,2020/08/02,141713785,617350,14143,,359149356412,9.664,,1028939,229.552,,,,4174706222,,,20845,49,bitcoin sv,bsv
616,,2020/08/03,225602534,652007,15203,,339343294636,9.536,,1108776,346.012,,,,4150097362,,,22226,83,bitcoin sv,bsv
617,,2020/08/04,159719864,717647,12475,,360041244997,10.07,,1268060,222.56,,,,4221735009,,,21290,112,bitcoin sv,bsv
618,,2020/08/05,195208096,389563,12838,,352937836259,10.213,,770619,501.095,,,,4246902824,,,20328,50,bitcoin sv,bsv
619,,2020/08/06,190841526,473437,14032,,320845720853,10.141,,881519,403.098,,,,4304686408,,,21337,51,bitcoin sv,bsv
620,,2020/08/07,112991747,734541,17381,,386448929659,9.536,,1193251,153.826,,,,4321075505,,,24956,64,bitcoin sv,bsv
621,,2020/08/08,45990010,699274,14862,,369412502634,9.536,,1107815,65.768,,,,4203838927,,,21230,37,bitcoin sv,bsv
622,,2020/08/09,36270573,874227,12880,,365835861002,9.73,,1382968,41.49,,,,4144253301,,,18734,117,bitcoin sv,bsv
623,,2020/08/10,53507459,712453,26780,,337182125232,12.857,,1559199,75.103,,,,4148513538,,,44701,103,bitcoin sv,bsv
624,,2020/08/11,101563009,605723,16043,,310073776390,10.992,,1173847,167.672,,,,3991929671,,,23931,122,bitcoin sv,bsv
625,,2020/08/12,57360454,851642,184600,,300451969654,9.73,,1406416,67.353,,,,3812622731,,,278963,182,bitcoin sv,bsv
626,,2020/08/13,123016649,501009,14833,,288448660471,9.6,,912998,245.538,,,,3786642579,,,24421,103,bitcoin sv,bsv
627,,2020/08/14,140929319,750416,17503,,336305567217,9.664,,1297546,187.802,,,,3917641646,,,23578,63,bitcoin sv,bsv
628,,2020/08/15,111548874,713090,12502,,381683464485,9.536,,1125202,156.43,,,,4031951025,,,18587,133,bitcoin sv,bsv
629,,2020/08/16,194220461,707905,12048,,368867872361,10,,1182635,274.359,,,,4087703781,,,16257,137,bitcoin sv,bsv
630,,2020/08/17,122201576,722993,17076,,332967485000,13.714,,2157694,169.022,,,,4130939639,,,30323,113,bitcoin sv,bsv
631,,2020/08/18,110288014,727480,16508,,297855035699,9.863,,1256191,151.603,,,,4151048377,,,30107,67,bitcoin sv,bsv
632,,2020/08/19,101218352,752722,15980,,285399382620,9.931,,1330629,134.47,,,,3876964802,,,23931,113,bitcoin sv,bsv
633,,2020/08/20,176201253,470171,15558,,294016935670,9.412,,819924,374.76,,,,3830678219,,,24169,65,bitcoin sv,bsv
634,,2020/08/21,125963362,575216,16229,,325041475823,9.664,,1029803,218.984,,,,3795337165,,,25127,67,bitcoin sv,bsv
635,,2020/08/22,135788304,578852,14097,,298620355437,9.474,,1004734,234.582,,,,3579626689,,,19817,56,bitcoin sv,bsv
636,,2020/08/23,110510618,558485,13259,,303116261327,9.796,,973953,197.876,,,,3584182110,,,22095,66,bitcoin sv,bsv
637,,2020/08/24,133016326,541449,13791,,297402633773,9.796,,940215,245.667,,,,3687630028,,,19648,58,bitcoin sv,bsv
638,,2020/08/25,112548688,431174,17277,,301235747571,9.6,,836908,261.028,,,,3631005112,,,25186,50,bitcoin sv,bsv
639,,2020/08/26,87976512,472293,20599,,310797322882,10.141,,850199,186.275,,,,3537960194,,,30613,59,bitcoin sv,bsv
640,,2020/08/27,83403090,587393,32328,,298047230443,14.545,,1624566,141.989,,,,3480484702,,,49485,113,bitcoin sv,bsv
641,,2020/08/28,129931487,778537,23613,,316772223828,9.114,,1157321,166.892,,,,3474334949,,,32146,84,bitcoin sv,bsv
642,,2020/08/29,99723569,692760,18289,,308280223184,9.29,,1123994,143.951,,,,3518841781,,,23572,79,bitcoin sv,bsv
643,,2020/08/30,101293736,702077,20100,,308845756170,9.664,,1093690,144.392,,,,3559066490,,,24611,74,bitcoin sv,bsv
644,,2020/08/31,121508135,606675,26345,,299322460356,9.664,,1062574,200.285,,,,3604187092,,,40355,41,bitcoin sv,bsv
645,,2020/09/01,157640312,748591,22525,,296580044807,9.931,,1258975,210.583,,,,3653670609,,,36455,71,bitcoin sv,bsv
646,,2020/09/02,157510552,699443,24580,,309824460925,11.52,,1988657,225.194,,,,3531130136,,,30683,81,bitcoin sv,bsv
647,,2020/09/03,152876872,726783,43109,,293785576352,9.73,,1210665,210.347,,,,3216244396,,,55445,220,bitcoin sv,bsv
648,,2020/09/04,137601116,750250,33905,,260746433022,10.286,,1355915,183.407,,,,2939082387,,,52869,95,bitcoin sv,bsv
649,,2020/09/05,97412736,431053,35163,,272543807426,9.664,,714748,225.988,,,,2951013527,,,42819,82,bitcoin sv,bsv
650,,2020/09/06,70275738,701513,33929,,279560714208,9.6,,1071523,100.177,,,,3007952534,,,47050,70,bitcoin sv,bsv
651,,2020/09/07,119757015,593985,28270,,293228455557,10,,957491,201.616,,,,3119762770,,,44852,130,bitcoin sv,bsv
652,,2020/09/08,153111641,630195,32269,,300749173698,9.863,,1099309,242.959,,,,3194035895,,,46856,68,bitcoin sv,bsv
653,,2020/09/09,92352698,606979,35312,,292336225435,10.07,,1148409,152.151,,,,3157654367,,,56134,126,bitcoin sv,bsv
654,,2020/09/10,75709557,562632,38454,,290346670184,9.931,,982361,134.563,,,,3131528163,,,62194,94,bitcoin sv,bsv
655,,2020/09/11,81333677,571399,31542,,269326779345,9.536,,999464,142.341,,,,3064207650,,,46246,107,bitcoin sv,bsv
656,,2020/09/12,88844366,522159,35697,,281559769014,10.213,,1117738,170.148,,,,3083989912,,,50074,66,bitcoin sv,bsv
657,,2020/09/13,71186478,287163,38555,,313048195633,11.707,,840689,247.896,,,,3065390142,,,56137,66,bitcoin sv,bsv
658,,2020/09/14,74183693,574345,41892,,279099426847,10.141,,1314981,129.162,,,,3008890523,,,58654,113,bitcoin sv,bsv
659,,2020/09/15,66977142,560830,42835,,277914247853,9.931,,1240650,119.425,,,,3059692507,,,74657,69,bitcoin sv,bsv
660,,2020/09/16,102029228,543703,31333,,269879565259,10,,1133989,187.656,,,,3026918732,,,47350,91,bitcoin sv,bsv
661,,2020/09/17,53045226,624542,45626,,306955153767,10.511,,1363540,84.935,,,,3032213970,,,51373,105,bitcoin sv,bsv
662,,2020/09/18,54632162,582613,55107,,272152643009,10,,1338846,93.771,,,,3014818142,,,63982,96,bitcoin sv,bsv
663,,2020/09/19,45124679,458205,52310,,289612643442,9.412,,894020,98.481,,,,2998395446,,,60924,122,bitcoin sv,bsv
664,,2020/09/20,56500277,258246,64145,,297597932186,9.6,,828877,218.785,,,,2891143283,,,68744,100,bitcoin sv,bsv
665,,2020/09/21,43414026,569397,61737,,282765216249,10,,1473819,76.246,,,,2775354221,,,63337,95,bitcoin sv,bsv
666,,2020/09/22,58220121,568673,57598,,276470454385,9.796,,1083020,102.379,,,,2728453346,,,66261,106,bitcoin sv,bsv
667,,2020/09/23,67594627,781081,108710,,281961912262,9.536,,1640321,86.54,,,,2837442071,,,106791,108,bitcoin sv,bsv
668,,2020/09/24,40698613,774337,110124,,293198626816,9.931,,1950683,52.559,,,,2841576942,,,100644,66,bitcoin sv,bsv
669,,2020/09/25,31909617,627239,107628,,293360968498,11.613,,1783681,50.873,,,,2870818953,,,110370,81,bitcoin sv,bsv
670,,2020/09/26,38024060,712205,88124,,319232380786,9.536,,1595891,53.389,,,,2941501625,,,98202,78,bitcoin sv,bsv
671,,2020/09/27,49624372,674820,106359,,318873553034,9.6,,1498225,73.537,,,,3065750657,,,97462,84,bitcoin sv,bsv
672,,2020/09/28,71748921,715583,110710,,336666968151,9.73,,1813857,100.266,,,,3191164045,,,109970,122,bitcoin sv,bsv
673,,2020/09/29,48848279,1576550,872934,,342747510019,9.73,,3285760,33.619,,,,3132766143,,,772048,99,bitcoin sv,bsv
674,,2020/09/30,59242528,1751646,1091383,,344370818942,10.213,,3886941,33.821,,,,3230266842,,,826602,217,bitcoin sv,bsv
675,,2020/10/01,84140339,1552737,866458,,316964516926,10,,3313609,54.188,,,,3207862413,,,770304,138,bitcoin sv,bsv
676,,2020/10/02,46141776,1059116,405657,,290026462384,10.746,,2604567,43.566,,,,3000812479,,,414447,116,bitcoin sv,bsv
677,,2020/10/03,32148617,685362,108869,,319100905298,10.07,,1755197,46.907,,,,2964596279,,,120799,64,bitcoin sv,bsv
678,,2020/10/04,29461448,836529,128529,,318757883189,9.6,,1879240,35.219,,,,2954572454,,,172761,122,bitcoin sv,bsv
679,,2020/10/05,64958301,843888,129203,,309937736417,9.931,,2124294,76.975,,,,2994342577,,,104799,88,bitcoin sv,bsv
680,,2020/10/06,34522399,981476,307637,,320711485939,10.213,,2551046,35.174,,,,2983264346,,,293533,95,bitcoin sv,bsv
681,,2020/10/07,37451759,760109,186676,,291778675255,10,,2188804,49.272,,,,2961488769,,,188167,92,bitcoin sv,bsv
682,,2020/10/08,45892741,625839,101019,,301087219786,13.091,,1807891,73.33,,,,3035640334,,,110765,59,bitcoin sv,bsv
683,,2020/10/09,33513457,645550,146824,,318189220634,9.6,,1861000,51.915,,,,3092593337,,,152614,76,bitcoin sv,bsv
