,date,transactions,difficulty,top_100_percent,av_transaction_value,median_transaction_value,send_usd,confirmation_time,sent_addresses,google_trends,market_cap,active_addresses,hashrate,median_transaction_size,fee_reward,block_size,mining_profitability,av_transaction_size,tweets,full_name,coin
977,2011/09/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
978,2011/09/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
979,2011/09/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
980,2011/09/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
981,2011/09/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
982,2011/09/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
983,2011/09/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
984,2011/09/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
985,2011/09/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
986,2011/09/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
987,2011/09/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
988,2011/09/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
989,2011/09/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
990,2011/09/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
991,2011/09/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
992,2011/09/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
993,2011/09/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
994,2011/09/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
995,2011/09/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
996,2011/09/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
997,2011/09/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
998,2011/09/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
999,2011/09/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1000,2011/09/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1001,2011/10/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1002,2011/10/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1003,2011/10/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1004,2011/10/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1005,2011/10/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1006,2011/10/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1007,2011/10/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1008,2011/10/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1009,2011/10/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1010,2011/10/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1011,2011/10/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1012,2011/10/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1013,2011/10/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1014,2011/10/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1015,2011/10/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1016,2011/10/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1017,2011/10/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1018,2011/10/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1019,2011/10/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1020,2011/10/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1021,2011/10/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1022,2011/10/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1023,2011/10/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1024,2011/10/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1025,2011/10/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1026,2011/10/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1027,2011/10/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1028,2011/10/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1029,2011/10/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1030,2011/10/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1031,2011/10/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1032,2011/11/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1033,2011/11/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1034,2011/11/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1035,2011/11/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1036,2011/11/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1037,2011/11/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1038,2011/11/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1039,2011/11/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1040,2011/11/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1041,2011/11/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1042,2011/11/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1043,2011/11/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1044,2011/11/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1045,2011/11/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1046,2011/11/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1047,2011/11/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1048,2011/11/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1049,2011/11/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1050,2011/11/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1051,2011/11/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1052,2011/11/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1053,2011/11/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1054,2011/11/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1055,2011/11/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1056,2011/11/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1057,2011/11/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1058,2011/11/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1059,2011/11/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1060,2011/11/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1061,2011/11/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1062,2011/12/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1063,2011/12/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1064,2011/12/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1065,2011/12/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1066,2011/12/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1067,2011/12/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1068,2011/12/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1069,2011/12/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1070,2011/12/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1071,2011/12/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1072,2011/12/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1073,2011/12/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1074,2011/12/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1075,2011/12/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1076,2011/12/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1078,2011/12/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1079,2011/12/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1080,2011/12/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1081,2011/12/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1082,2011/12/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1083,2011/12/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1084,2011/12/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1085,2011/12/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1086,2011/12/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1087,2011/12/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1088,2011/12/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1089,2011/12/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1090,2011/12/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1091,2011/12/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1092,2011/12/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1093,2012/01/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1094,2012/01/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1095,2012/01/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1096,2012/01/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1097,2012/01/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1098,2012/01/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1099,2012/01/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1100,2012/01/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1101,2012/01/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1102,2012/01/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1103,2012/01/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1104,2012/01/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1105,2012/01/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1106,2012/01/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1107,2012/01/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1108,2012/01/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1109,2012/01/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1110,2012/01/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1111,2012/01/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1112,2012/01/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1113,2012/01/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1114,2012/01/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1115,2012/01/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1116,2012/01/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1117,2012/01/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1118,2012/01/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1119,2012/01/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1120,2012/01/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
