,transactions,top_100_percent,sent_addresses,difficulty,google_trends,median_transaction_size,av_transaction_size,mining_profitability,hashrate,fee_reward,date,tweets,median_transaction_value,active_addresses,block_size,confirmation_time,market_cap,send_usd,av_transaction_value,full_name,coin
1700,,,,,,,,,,,2018/12/04,5,,,,,2604233,,,potcoin,potcoin
1701,,,,,,,,,,,2018/12/05,1,,,,,2586539,,,potcoin,potcoin
1702,,,,,,,,,,,2018/12/06,null,,,,,2488846,,,potcoin,potcoin
1703,,,,,,,,,,,2018/12/07,null,,,,,2248269,,,potcoin,potcoin
1704,,,,,,,,,,,2018/12/08,null,,,,,2293080,,,potcoin,potcoin
1705,,,,,,,,,,,2018/12/09,null,,,,,2430281,,,potcoin,potcoin
1706,,,,,,,,,,,2018/12/10,null,,,,,2519671,,,potcoin,potcoin
1707,,,,,,,,,,,2018/12/11,null,,,,,2522389,,,potcoin,potcoin
1708,,,,,,,,,,,2018/12/12,null,,,,,2668276,,,potcoin,potcoin
1709,,,,,,,,,,,2018/12/13,null,,,,,2720521,,,potcoin,potcoin
1710,,,,,,,,,,,2018/12/14,null,,,,,2631235,,,potcoin,potcoin
1711,,,,,,,,,,,2018/12/15,null,,,,,2540748,,,potcoin,potcoin
1712,,,,,,,,,,,2018/12/16,null,,,,,2628100,,,potcoin,potcoin
1713,,,,,,,,,,,2018/12/17,null,,,,,2668224,,,potcoin,potcoin
1714,,,,,,,,,,,2018/12/18,null,,,,,2767463,,,potcoin,potcoin
1715,,,,,,,,,,,2018/12/19,null,,,,,3078782,,,potcoin,potcoin
1716,,,,,,,,,,,2018/12/20,null,,,,,3121251,,,potcoin,potcoin
1717,,,,,,,,,,,2018/12/21,null,,,,,3146448,,,potcoin,potcoin
1718,,,,,,,,,,,2018/12/22,null,,,,,3067060,,,potcoin,potcoin
1719,,,,,,,,,,,2018/12/23,null,,,,,3150417,,,potcoin,potcoin
1720,,,,,,,,,,,2018/12/24,null,,,,,3312684,,,potcoin,potcoin
1721,,,,,,,,,,,2018/12/25,null,,,,,3059438,,,potcoin,potcoin
1722,,,,,,,,,,,2018/12/26,null,,,,,3044957,,,potcoin,potcoin
1723,,,,,,,,,,,2018/12/27,null,,,,,3108940,,,potcoin,potcoin
1724,,,,,,,,,,,2018/12/28,null,,,,,3212581,,,potcoin,potcoin
1725,,,,,,,,,,,2018/12/29,null,,,,,3417419,,,potcoin,potcoin
1726,,,,,,,,,,,2018/12/30,null,,,,,3289347,,,potcoin,potcoin
1727,,,,,,,,,,,2018/12/31,null,,,,,3149902,,,potcoin,potcoin
1728,,,,,,,,,,,2019/01/01,null,,,,,2961208,,,potcoin,potcoin
1729,,,,,,,,,,,2019/01/02,null,,,,,3210140,,,potcoin,potcoin
1730,,,,,,,,,,,2019/01/03,null,,,,,3154580,,,potcoin,potcoin
1731,,,,,,,,,,,2019/01/04,null,,,,,3031066,,,potcoin,potcoin
1732,,,,,,,,,,,2019/01/05,null,,,,,3005417,,,potcoin,potcoin
1733,,,,,,,,,,,2019/01/06,null,,,,,3061145,,,potcoin,potcoin
1734,,,,,,,,,,,2019/01/07,null,,,,,3140448,,,potcoin,potcoin
1735,,,,,,,,,,,2019/01/08,null,,,,,3127902,,,potcoin,potcoin
1736,,,,,,,,,,,2019/01/09,null,,,,,3162560,,,potcoin,potcoin
1737,,,,,,,,,,,2019/01/10,null,,,,,2951603,,,potcoin,potcoin
1738,,,,,,,,,,,2019/01/11,null,,,,,2845647,,,potcoin,potcoin
1739,,,,,,,,,,,2019/01/12,null,,,,,2861133,,,potcoin,potcoin
1740,,,,,,,,,,,2019/01/13,null,,,,,2802894,,,potcoin,potcoin
1741,,,,,,,,,,,2019/01/14,null,,,,,2906375,,,potcoin,potcoin
1742,,,,,,,,,,,2019/01/15,null,,,,,3028380,,,potcoin,potcoin
1743,,,,,,,,,,,2019/01/16,null,,,,,3140110,,,potcoin,potcoin
1744,,,,,,,,,,,2019/01/17,null,,,,,3666150,,,potcoin,potcoin
1745,,,,,,,,,,,2019/01/18,2,,,,,3964946,,,potcoin,potcoin
1746,,,,,,,,,,,2019/01/19,null,,,,,4055844,,,potcoin,potcoin
1747,,,,,,,,,,,2019/01/20,null,,,,,3916768,,,potcoin,potcoin
1748,,,,,,,,,,,2019/01/21,null,,,,,3868639,,,potcoin,potcoin
1749,,,,,,,,,,,2019/01/22,null,,,,,3973188,,,potcoin,potcoin
1750,,,,,,,,,,,2019/01/23,null,,,,,3975695,,,potcoin,potcoin
1751,,,,,,,,,,,2019/01/24,null,,,,,3978497,,,potcoin,potcoin
1752,,,,,,,,,,,2019/01/25,null,,,,,4026483,,,potcoin,potcoin
1753,,,,,,,,,,,2019/01/26,null,,,,,3935361,,,potcoin,potcoin
1754,,,,,,,,,,,2019/01/27,null,,,,,3878896,,,potcoin,potcoin
1755,,,,,,,,,,,2019/01/28,null,,,,,3733346,,,potcoin,potcoin
1756,,,,,,,,,,,2019/01/29,null,,,,,3716043,,,potcoin,potcoin
1757,,,,,,,,,,,2019/01/30,null,,,,,3805966,,,potcoin,potcoin
1758,,,,,,,,,,,2019/01/31,null,,,,,3754799,,,potcoin,potcoin
1759,,,,,,,,,,,2019/02/01,null,,,,,3705903,,,potcoin,potcoin
1760,,,,,,,,,,,2019/02/02,null,,,,,3731586,,,potcoin,potcoin
1761,,,,,,,,,,,2019/02/03,null,,,,,3793855,,,potcoin,potcoin
1762,,,,,,,,,,,2019/02/04,null,,,,,3678310,,,potcoin,potcoin
1763,,,,,,,,,,,2019/02/05,null,,,,,3704616,,,potcoin,potcoin
1764,,,,,,,,,,,2019/02/06,null,,,,,3699594,,,potcoin,potcoin
1765,,,,,,,,,,,2019/02/07,null,,,,,3615569,,,potcoin,potcoin
1766,,,,,,,,,,,2019/02/08,null,,,,,3851140,,,potcoin,potcoin
1767,,,,,,,,,,,2019/02/09,null,,,,,4198119,,,potcoin,potcoin
1768,,,,,,,,,,,2019/02/10,null,,,,,4285199,,,potcoin,potcoin
1769,,,,,,,,,,,2019/02/11,null,,,,,4216937,,,potcoin,potcoin
1770,,,,,,,,,,,2019/02/12,null,,,,,4135482,,,potcoin,potcoin
1771,,,,,,,,,,,2019/02/13,null,,,,,4107513,,,potcoin,potcoin
1772,,,,,,,,,,,2019/02/14,null,,,,,4137528,,,potcoin,potcoin
1773,,,,,,,,,,,2019/02/15,null,,,,,4097009,,,potcoin,potcoin
1774,,,,,,,,,,,2019/02/16,null,,,,,4040513,,,potcoin,potcoin
1775,,,,,,,,,,,2019/02/17,null,,,,,3966258,,,potcoin,potcoin
1776,,,,,,,,,,,2019/02/18,null,,,,,4141102,,,potcoin,potcoin
1777,,,,,,,,,,,2019/02/19,null,,,,,4347205,,,potcoin,potcoin
1778,,,,,,,,,,,2019/02/20,null,,,,,4458235,,,potcoin,potcoin
1779,,,,,,,,,,,2019/02/21,null,,,,,4480265,,,potcoin,potcoin
1780,,,,,,,,,,,2019/02/22,null,,,,,4320804,,,potcoin,potcoin
1781,,,,,,,,,,,2019/02/23,null,,,,,4263027,,,potcoin,potcoin
1782,,,,,,,,,,,2019/02/24,null,,,,,4209269,,,potcoin,potcoin
1783,,,,,,,,,,,2019/02/25,null,,,,,4016587,,,potcoin,potcoin
1784,,,,,,,,,,,2019/02/26,null,,,,,3996144,,,potcoin,potcoin
1785,,,,,,,,,,,2019/02/27,null,,,,,3907018,,,potcoin,potcoin
1786,,,,,,,,,,,2019/02/28,null,,,,,3825855,,,potcoin,potcoin
1787,,,,,,,,,,,2019/03/01,null,,,,,3840100,,,potcoin,potcoin
1788,,,,,,,,,,,2019/03/02,null,,,,,3983165,,,potcoin,potcoin
1789,,,,,,,,,,,2019/03/03,null,,,,,3771505,,,potcoin,potcoin
1790,,,,,,,,,,,2019/03/04,null,,,,,3691039,,,potcoin,potcoin
1791,,,,,,,,,,,2019/03/05,null,,,,,3749400,,,potcoin,potcoin
1792,,,,,,,,,,,2019/03/06,null,,,,,3820605,,,potcoin,potcoin
1793,,,,,,,,,,,2019/03/07,null,,,,,3823932,,,potcoin,potcoin
1794,,,,,,,,,,,2019/03/08,null,,,,,3802756,,,potcoin,potcoin
1795,,,,,,,,,,,2019/03/09,null,,,,,3836019,,,potcoin,potcoin
1796,,,,,,,,,,,2019/03/10,null,,,,,3849189,,,potcoin,potcoin
1797,,,,,,,,,,,2019/03/11,null,,,,,3872160,,,potcoin,potcoin
1798,,,,,,,,,,,2019/03/12,null,,,,,3939766,,,potcoin,potcoin
1799,,,,,,,,,,,2019/03/13,null,,,,,4117064,,,potcoin,potcoin
1800,,,,,,,,,,,2019/03/14,null,,,,,4163829,,,potcoin,potcoin
1801,,,,,,,,,,,2019/03/15,null,,,,,4099245,,,potcoin,potcoin
1802,,,,,,,,,,,2019/03/16,null,,,,,3997556,,,potcoin,potcoin
1803,,,,,,,,,,,2019/03/17,null,,,,,3953089,,,potcoin,potcoin
1804,,,,,,,,,,,2019/03/18,null,,,,,3983327,,,potcoin,potcoin
1805,,,,,,,,,,,2019/03/19,null,,,,,3965338,,,potcoin,potcoin
1806,,,,,,,,,,,2019/03/20,null,,,,,3976837,,,potcoin,potcoin
1807,,,,,,,,,,,2019/03/21,null,,,,,3984950,,,potcoin,potcoin
1808,,,,,,,,,,,2019/03/22,null,,,,,3950032,,,potcoin,potcoin
1809,,,,,,,,,,,2019/03/23,null,,,,,3946478,,,potcoin,potcoin
1810,,,,,,,,,,,2019/03/24,null,,,,,3922325,,,potcoin,potcoin
1811,,,,,,,,,,,2019/03/25,null,,,,,3980273,,,potcoin,potcoin
1812,,,,,,,,,,,2019/03/26,null,,,,,4334083,,,potcoin,potcoin
1813,,,,,,,,,,,2019/03/27,null,,,,,4826592,,,potcoin,potcoin
1814,,,,,,,,,,,2019/03/28,null,,,,,5066586,,,potcoin,potcoin
1815,,,,,,,,,,,2019/03/29,null,,,,,4952715,,,potcoin,potcoin
1816,,,,,,,,,,,2019/03/30,null,,,,,5459354,,,potcoin,potcoin
1817,,,,,,,,,,,2019/03/31,60,,,,,5130916,,,potcoin,potcoin
1818,,,,,,,,,,,2019/04/01,74,,,,,5154001,,,potcoin,potcoin
1819,,,,,,,,,,,2019/04/02,null,,,,,5320466,,,potcoin,potcoin
1820,,,,,,,,,,,2019/04/03,null,,,,,5733699,,,potcoin,potcoin
1821,,,,,,,,,,,2019/04/04,null,,,,,5737152,,,potcoin,potcoin
1822,,,,,,,,,,,2019/04/05,null,,,,,6098354,,,potcoin,potcoin
1823,,,,,,,,,,,2019/04/06,null,,,,,6327701,,,potcoin,potcoin
1824,,,,,,,,,,,2019/04/07,null,,,,,6191940,,,potcoin,potcoin
1825,,,,,,,,,,,2019/04/08,null,,,,,6644619,,,potcoin,potcoin
1826,,,,,,,,,,,2019/04/09,null,,,,,6225771,,,potcoin,potcoin
1827,,,,,,,,,,,2019/04/10,null,,,,,6085618,,,potcoin,potcoin
1828,,,,,,,,,,,2019/04/11,null,,,,,5397454,,,potcoin,potcoin
1829,,,,,,,,,,,2019/04/12,null,,,,,5203298,,,potcoin,potcoin
1830,,,,,,,,,,,2019/04/13,null,,,,,5011729,,,potcoin,potcoin
1831,,,,,,,,,,,2019/04/14,null,,,,,5280719,,,potcoin,potcoin
1832,,,,,,,,,,,2019/04/15,null,,,,,5480449,,,potcoin,potcoin
1833,,,,,,,,,,,2019/04/16,null,,,,,5126558,,,potcoin,potcoin
1834,,,,,,,,,,,2019/04/17,null,,,,,5016757,,,potcoin,potcoin
1835,,,,,,,,,,,2019/04/18,null,,,,,4953207,,,potcoin,potcoin
1836,,,,,,,,,,,2019/04/19,null,,,,,4691028,,,potcoin,potcoin
1837,,,,,,,,,,,2019/04/20,null,,,,,4768965,,,potcoin,potcoin
1838,,,,,,,,,,,2019/04/21,null,,,,,5008113,,,potcoin,potcoin
1839,,,,,,,,,,,2019/04/22,null,,,,,5093012,,,potcoin,potcoin
1840,,,,,,,,,,,2019/04/23,null,,,,,5459709,,,potcoin,potcoin
1841,,,,,,,,,,,2019/04/24,null,,,,,5133301,,,potcoin,potcoin
1842,,,,,,,,,,,2019/04/25,null,,,,,4946247,,,potcoin,potcoin
1843,,,,,,,,,,,2019/04/26,null,,,,,4563627,,,potcoin,potcoin
1844,,,,,,,,,,,2019/04/27,null,,,,,4602433,,,potcoin,potcoin
1845,,,,,,,,,,,2019/04/28,null,,,,,4257175,,,potcoin,potcoin
1846,,,,,,,,,,,2019/04/29,null,,,,,4074507,,,potcoin,potcoin
1847,,,,,,,,,,,2019/04/30,null,,,,,4289708,,,potcoin,potcoin
1848,,,,,,,,,,,2019/05/01,null,,,,,4291299,,,potcoin,potcoin
1849,,,,,,,,,,,2019/05/02,null,,,,,4280703,,,potcoin,potcoin
1850,,,,,,,,,,,2019/05/03,null,,,,,4305642,,,potcoin,potcoin
1851,,,,,,,,,,,2019/05/04,null,,,,,4212526,,,potcoin,potcoin
1852,,,,,,,,,,,2019/05/05,null,,,,,4152273,,,potcoin,potcoin
1853,,,,,,,,,,,2019/05/06,null,,,,,4033915,,,potcoin,potcoin
1854,,,,,,,,,,,2019/05/07,null,,,,,4223413,,,potcoin,potcoin
1855,,,,,,,,,,,2019/05/08,null,,,,,4065918,,,potcoin,potcoin
1856,,,,,,,,,,,2019/05/09,null,,,,,3802006,,,potcoin,potcoin
1857,,,,,,,,,,,2019/05/10,null,,,,,4001173,,,potcoin,potcoin
1858,,,,,,,,,,,2019/05/11,30,,,,,3478740,,,potcoin,potcoin
1859,,,,,,,,,,,2019/05/12,31,,,,,3303958,,,potcoin,potcoin
1860,,,,,,,,,,,2019/05/13,,,,,,3245896,,,potcoin,potcoin
1861,,,,,,,,,,,2019/05/14,,,,,,3340766,,,potcoin,potcoin
1862,,,,,,,,,,,2019/05/15,,,,,,3547781,,,potcoin,potcoin
1863,,,,,,,,,,,2019/05/16,,,,,,3564333,,,potcoin,potcoin
1864,,,,,,,,,,,2019/05/17,,,,,,3009884,,,potcoin,potcoin
1865,,,,,,,,,,,2019/05/18,,,,,,3202395,,,potcoin,potcoin
1866,,,,,,,,,,,2019/05/19,,,,,,3506695,,,potcoin,potcoin
1867,,,,,,,,,,,2019/05/20,,,,,,3483414,,,potcoin,potcoin
1868,,,,,,,,,,,2019/05/21,,,,,,3393481,,,potcoin,potcoin
1869,,,,,,,,,,,2019/05/22,,,,,,3257948,,,potcoin,potcoin
1870,,,,,,,,,,,2019/05/23,,,,,,3461880,,,potcoin,potcoin
1871,,,,,,,,,,,2019/05/24,,,,,,3662330,,,potcoin,potcoin
1872,,,,,,,,,,,2019/05/25,,,,,,3423712,,,potcoin,potcoin
1873,,,,,,,,,,,2019/05/26,,,,,,3219000,,,potcoin,potcoin
1874,,,,,,,,,,,2019/05/27,,,,,,3331186,,,potcoin,potcoin
1875,,,,,,,,,,,2019/05/28,,,,,,3317890,,,potcoin,potcoin
1876,,,,,,,,,,,2019/05/29,,,,,,3268497,,,potcoin,potcoin
1877,,,,,,,,,,,2019/05/30,,,,,,3145217,,,potcoin,potcoin
1878,,,,,,,,,,,2019/05/31,,,,,,2863831,,,potcoin,potcoin
1879,,,,,,,,,,,2019/06/01,,,,,,3017051,,,potcoin,potcoin
1880,,,,,,,,,,,2019/06/02,,,,,,3185845,,,potcoin,potcoin
1881,,,,,,,,,,,2019/06/03,,,,,,3020530,,,potcoin,potcoin
1882,,,,,,,,,,,2019/06/04,,,,,,2746576,,,potcoin,potcoin
1883,,,,,,,,,,,2019/06/05,,,,,,2797036,,,potcoin,potcoin
1884,,,,,,,,,,,2019/06/06,,,,,,2860697,,,potcoin,potcoin
1885,,,,,,,,,,,2019/06/07,,,,,,3006101,,,potcoin,potcoin
1886,,,,,,,,,,,2019/06/08,,,,,,3020691,,,potcoin,potcoin
1887,,,,,,,,,,,2019/06/09,,,,,,2884139,,,potcoin,potcoin
1888,,,,,,,,,,,2019/06/10,,,,,,2895109,,,potcoin,potcoin
1889,,,,,,,,,,,2019/06/11,,,,,,2929674,,,potcoin,potcoin
1890,,,,,,,,,,,2019/06/12,,,,,,2969886,,,potcoin,potcoin
1891,,,,,,,,,,,2019/06/13,,,,,,3034164,,,potcoin,potcoin
1892,,,,,,,,,,,2019/06/14,,,,,,3003104,,,potcoin,potcoin
1893,,,,,,,,,,,2019/06/15,,,,,,2479862,,,potcoin,potcoin
1894,,,,,,,,,,,2019/06/16,,,,,,2219257,,,potcoin,potcoin
1895,,,,,,,,,,,2019/06/17,,,,,,2115671,,,potcoin,potcoin
1896,,,,,,,,,,,2019/06/18,,,,,,2115621,,,potcoin,potcoin
1897,,,,,,,,,,,2019/06/19,,,,,,2125294,,,potcoin,potcoin
1898,,,,,,,,,,,2019/06/20,,,,,,2113235,,,potcoin,potcoin
1899,,,,,,,,,,,2019/06/21,,,,,,2147944,,,potcoin,potcoin
1900,,,,,,,,,,,2019/06/22,,,,,,2201393,,,potcoin,potcoin
1901,,,,,,,,,,,2019/06/23,,,,,,2144177,,,potcoin,potcoin
1902,,,,,,,,,,,2019/06/24,,,,,,2056516,,,potcoin,potcoin
1903,,,,,,,,,,,2019/06/25,,,,,,1975161,,,potcoin,potcoin
1904,,,,,,,,,,,2019/06/26,,,,,,2060517,,,potcoin,potcoin
1905,,,,,,,,,,,2019/06/27,,,,,,1926721,,,potcoin,potcoin
1906,,,,,,,,,,,2019/06/28,,,,,,1705318,,,potcoin,potcoin
1907,,,,,,,,,,,2019/06/29,,,,,,1811340,,,potcoin,potcoin
1908,,,,,,,,,,,2019/06/30,,,,,,1975456,,,potcoin,potcoin
1909,,,,,,,,,,,2019/07/01,,,,,,1871467,,,potcoin,potcoin
1910,,,,,,,,,,,2019/07/02,,,,,,1695222,,,potcoin,potcoin
1911,,,,,,,,,,,2019/07/03,,,,,,1743572,,,potcoin,potcoin
1912,,,,,,,,,,,2019/07/04,,,,,,1794545,,,potcoin,potcoin
1913,,,,,,,,,,,2019/07/05,,,,,,1713649,,,potcoin,potcoin
1914,,,,,,,,,,,2019/07/06,,,,,,1729775,,,potcoin,potcoin
1915,,,,,,,,,,,2019/07/07,,,,,,1800119,,,potcoin,potcoin
1916,,,,,,,,,,,2019/07/08,,,,,,1855862,,,potcoin,potcoin
1917,,,,,,,,,,,2019/07/09,,,,,,1956867,,,potcoin,potcoin
1918,,,,,,,,,,,2019/07/10,,,,,,1871026,,,potcoin,potcoin
1919,,,,,,,,,,,2019/07/11,,,,,,1743265,,,potcoin,potcoin
1920,,,,,,,,,,,2019/07/12,,,,,,1822710,,,potcoin,potcoin
1921,,,,,,,,,,,2019/07/13,,,,,,1772619,,,potcoin,potcoin
1922,,,,,,,,,,,2019/07/14,,,,,,1636068,,,potcoin,potcoin
1923,,,,,,,,,,,2019/07/15,,,,,,1547546,,,potcoin,potcoin
1924,,,,,,,,,,,2019/07/16,,,,,,1526918,,,potcoin,potcoin
1925,,,,,,,,,,,2019/07/17,,,,,,1501426,,,potcoin,potcoin
1926,,,,,,,,,,,2019/07/18,,,,,,1559866,,,potcoin,potcoin
1927,,,,,,,,,,,2019/07/19,,,,,,1560816,,,potcoin,potcoin
1928,,,,,,,,,,,2019/07/20,,,,,,1669286,,,potcoin,potcoin
1929,,,,,,,,,,,2019/07/21,,,,,,1676185,,,potcoin,potcoin
1930,,,,,,,,,,,2019/07/22,,,,,,1669334,,,potcoin,potcoin
1931,,,,,,,,,,,2019/07/23,,,,,,1741715,,,potcoin,potcoin
1932,,,,,,,,,,,2019/07/24,,,,,,1707930,,,potcoin,potcoin
1933,,,,,,,,,,,2019/07/25,,,,,,1733817,,,potcoin,potcoin
1934,,,,,,,,,,,2019/07/26,,,,,,1728354,,,potcoin,potcoin
1935,,,,,,,,,,,2019/07/27,,,,,,1771725,,,potcoin,potcoin
1936,,,,,,,,,,,2019/07/28,,,,,,1749100,,,potcoin,potcoin
1937,,,,,,,,,,,2019/07/29,,,,,,1772104,,,potcoin,potcoin
1938,,,,,,,,,,,2019/07/30,,,,,,1673844,,,potcoin,potcoin
1939,,,,,,,,,,,2019/07/31,,,,,,1587836,,,potcoin,potcoin
1940,,,,,,,,,,,2019/08/01,,,,,,1544117,,,potcoin,potcoin
1941,,,,,,,,,,,2019/08/02,,,,,,1558474,,,potcoin,potcoin
1942,,,,,,,,,,,2019/08/03,,,,,,1616686,,,potcoin,potcoin
1943,,,,,,,,,,,2019/08/04,,,,,,1701105,,,potcoin,potcoin
1944,,,,,,,,,,,2019/08/05,,,,,,1851794,,,potcoin,potcoin
1945,,,,,,,,,,,2019/08/06,,,,,,1831125,,,potcoin,potcoin
1946,,,,,,,,,,,2019/08/07,,,,,,1827088,,,potcoin,potcoin
1947,,,,,,,,,,,2019/08/08,,,,,,1780150,,,potcoin,potcoin
1948,,,,,,,,,,,2019/08/09,,,,,,1769924,,,potcoin,potcoin
1949,,,,,,,,,,,2019/08/10,,,,,,1860093,,,potcoin,potcoin
1950,,,,,,,,,,,2019/08/11,,,,,,1777404,,,potcoin,potcoin
1951,,,,,,,,,,,2019/08/12,,,,,,1776290,,,potcoin,potcoin
1952,,,,,,,,,,,2019/08/13,,,,,,1752794,,,potcoin,potcoin
1953,,,,,,,,,,,2019/08/14,,,,,,1677273,,,potcoin,potcoin
1954,,,,,,,,,,,2019/08/15,,,,,,1614328,,,potcoin,potcoin
1955,,,,,,,,,,,2019/08/16,,,,,,1652427,,,potcoin,potcoin
1956,,,,,,,,,,,2019/08/17,,,,,,1793809,,,potcoin,potcoin
1957,,,,,,,,,,,2019/08/18,,,,,,1712981,,,potcoin,potcoin
1958,,,,,,,,,,,2019/08/19,,,,,,1757676,,,potcoin,potcoin
1959,,,,,,,,,,,2019/08/20,,,,,,1715497,,,potcoin,potcoin
1960,,,,,,,,,,,2019/08/21,,,,,,1645105,,,potcoin,potcoin
1961,,,,,,,,,,,2019/08/22,,,,,,1631743,,,potcoin,potcoin
1962,,,,,,,,,,,2019/08/23,,,,,,1680631,,,potcoin,potcoin
1963,,,,,,,,,,,2019/08/24,,,,,,1684005,,,potcoin,potcoin
1964,,,,,,,,,,,2019/08/25,,,,,,1654418,,,potcoin,potcoin
1965,,,,,,,,,,,2019/08/26,,,,,,1671479,,,potcoin,potcoin
1966,,,,,,,,,,,2019/08/27,,,,,,1758012,,,potcoin,potcoin
1967,,,,,,,,,,,2019/08/28,,,,,,1707347,,,potcoin,potcoin
1968,,,,,,,,,,,2019/08/29,,,,,,1631547,,,potcoin,potcoin
1969,,,,,,,,,,,2019/08/30,,,,,,1728955,,,potcoin,potcoin
1970,,,,,,,,,,,2019/08/31,,,,,,1622392,,,potcoin,potcoin
1971,,,,,,,,,,,2019/09/01,,,,,,1556201,,,potcoin,potcoin
1972,,,,,,,,,,,2019/09/02,,,,,,1652572,,,potcoin,potcoin
1973,,,,,,,,,,,2019/09/03,,,,,,1766896,,,potcoin,potcoin
1974,,,,,,,,,,,2019/09/04,,,,,,1746295,,,potcoin,potcoin
1975,,,,,,,,,,,2019/09/05,,,,,,1767904,,,potcoin,potcoin
1976,,,,,,,,,,,2019/09/06,,,,,,1713418,,,potcoin,potcoin
1977,,,,,,,,,,,2019/09/07,,,,,,1670003,,,potcoin,potcoin
1978,,,,,,,,,,,2019/09/08,,,,,,1679528,,,potcoin,potcoin
1979,,,,,,,,,,,2019/09/09,,,,,,1629035,,,potcoin,potcoin
1980,,,,,,,,,,,2019/09/10,,,,,,1598048,,,potcoin,potcoin
1981,,,,,,,,,,,2019/09/11,,,,,,1576332,,,potcoin,potcoin
1982,,,,,,,,,,,2019/09/12,,,,,,1604807,,,potcoin,potcoin
1983,,,,,,,,,,,2019/09/13,,,,,,1596174,,,potcoin,potcoin
1984,,,,,,,,,,,2019/09/14,,,,,,1591073,,,potcoin,potcoin
1985,,,,,,,,,,,2019/09/15,,,,,,1589430,,,potcoin,potcoin
1986,,,,,,,,,,,2019/09/16,,,,,,1596515,,,potcoin,potcoin
1987,,,,,,,,,,,2019/09/17,,,,,,1596999,,,potcoin,potcoin
1988,,,,,,,,,,,2019/09/18,,,,,,1610929,,,potcoin,potcoin
1989,,,,,,,,,,,2019/09/19,,,,,,1658707,,,potcoin,potcoin
1990,,,,,,,,,,,2019/09/20,,,,,,1705148,,,potcoin,potcoin
1991,,,,,,,,,,,2019/09/21,,,,,,1692618,,,potcoin,potcoin
1992,,,,,,,,,,,2019/09/22,,,,,,1677697,,,potcoin,potcoin
1993,,,,,,,,,,,2019/09/23,,,,,,1656249,,,potcoin,potcoin
1994,,,,,,,,,,,2019/09/24,,,,,,1611910,,,potcoin,potcoin
1995,,,,,,,,,,,2019/09/25,,,,,,1484188,,,potcoin,potcoin
1996,,,,,,,,,,,2019/09/26,,,,,,1440845,,,potcoin,potcoin
1997,,,,,,,,,,,2019/09/27,,,,,,1387893,,,potcoin,potcoin
1998,,,,,,,,,,,2019/09/28,,,,,,1451835,,,potcoin,potcoin
1999,,,,,,,,,,,2019/09/29,,,,,,1411949,,,potcoin,potcoin
2000,,,,,,,,,,,2019/09/30,,,,,,1398064,,,potcoin,potcoin
2001,,,,,,,,,,,2019/10/01,,,,,,1421385,,,potcoin,potcoin
2002,,,,,,,,,,,2019/10/02,,,,,,1420447,,,potcoin,potcoin
2003,,,,,,,,,,,2019/10/03,,,,,,1442260,,,potcoin,potcoin
2004,,,,,,,,,,,2019/10/04,,,,,,1471665,,,potcoin,potcoin
2005,,,,,,,,,,,2019/10/05,,,,,,1506125,,,potcoin,potcoin
2006,,,,,,,,,,,2019/10/06,,,,,,1505509,,,potcoin,potcoin
2007,,,,,,,,,,,2019/10/07,,,,,,1504605,,,potcoin,potcoin
2008,,,,,,,,,,,2019/10/08,,,,,,1529066,,,potcoin,potcoin
2009,,,,,,,,,,,2019/10/09,,,,,,1559513,,,potcoin,potcoin
2010,,,,,,,,,,,2019/10/10,,,,,,1600225,,,potcoin,potcoin
2011,,,,,,,,,,,2019/10/11,,,,,,1550726,,,potcoin,potcoin
2012,,,,,,,,,,,2019/10/12,,,,,,1532772,,,potcoin,potcoin
2013,,,,,,,,,,,2019/10/13,,,,,,1543668,,,potcoin,potcoin
2014,,,,,,,,,,,2019/10/14,,,,,,1515899,,,potcoin,potcoin
2015,,,,,,,,,,,2019/10/15,,,,,,1487576,,,potcoin,potcoin
2016,,,,,,,,,,,2019/10/16,,,,,,1455410,,,potcoin,potcoin
2017,,,,,,,,,,,2019/10/17,,,,,,1406161,,,potcoin,potcoin
2018,,,,,,,,,,,2019/10/18,,,,,,1374943,,,potcoin,potcoin
2019,,,,,,,,,,,2019/10/19,,,,,,1366344,,,potcoin,potcoin
2020,,,,,,,,,,,2019/10/20,,,,,,1371981,,,potcoin,potcoin
2021,,,,,,,,,,,2019/10/21,,,,,,1398780,,,potcoin,potcoin
2022,,,,,,,,,,,2019/10/22,,,,,,1332776,,,potcoin,potcoin
2023,,,,,,,,,,,2019/10/23,,,,,,1204939,,,potcoin,potcoin
2024,,,,,,,,,,,2019/10/24,,,,,,1151954,,,potcoin,potcoin
2025,,,,,,,,,,,2019/10/25,,,,,,1259726,,,potcoin,potcoin
2026,,,,,,,,,,,2019/10/26,,,,,,1401092,,,potcoin,potcoin
2027,,,,,,,,,,,2019/10/27,,,,,,1402545,,,potcoin,potcoin
2028,,,,,,,,,,,2019/10/28,,,,,,1356097,,,potcoin,potcoin
2029,,,,,,,,,,,2019/10/29,,,,,,1335185,,,potcoin,potcoin
2030,,,,,,,,,,,2019/10/30,,,,,,1324892,,,potcoin,potcoin
2031,,,,,,,,,,,2019/10/31,,,,,,1375131,,,potcoin,potcoin
2032,,,,,,,,,,,2019/11/01,,,,,,1350891,,,potcoin,potcoin
2033,,,,,,,,,,,2019/11/02,,,,,,1370512,,,potcoin,potcoin
