,transactions,top_100_percent,sent_addresses,difficulty,google_trends,median_transaction_size,av_transaction_size,mining_profitability,hashrate,fee_reward,date,tweets,median_transaction_value,active_addresses,block_size,confirmation_time,market_cap,send_usd,av_transaction_value,full_name,coin
1370,,,,,,,,,,,2018/01/08,26,,,,,81490773,,,potcoin,potcoin
1371,,,,,,,,,,,2018/01/09,104,,,,,81474308,,,potcoin,potcoin
1372,,,,,,,,,,,2018/01/10,163,,,,,80216160,,,potcoin,potcoin
1373,,,,,,,,,,,2018/01/11,97,,,,,71929884,,,potcoin,potcoin
1374,,,,,,,,,,,2018/01/12,114,,,,,72688325,,,potcoin,potcoin
1375,,,,,,,,,,,2018/01/13,110,,,,,75854055,,,potcoin,potcoin
1376,,,,,,,,,,,2018/01/14,164,,,,,71390004,,,potcoin,potcoin
1377,,,,,,,,,,,2018/01/15,120,,,,,69961024,,,potcoin,potcoin
1378,,,,,,,,,,,2018/01/16,102,,,,,55510836,,,potcoin,potcoin
1379,,,,,,,,,,,2018/01/17,109,,,,,46185527,,,potcoin,potcoin
1380,,,,,,,,,,,2018/01/18,null,,,,,53438981,,,potcoin,potcoin
1381,,,,,,,,,,,2018/01/19,null,,,,,52493007,,,potcoin,potcoin
1382,,,,,,,,,,,2018/01/20,null,,,,,56804103,,,potcoin,potcoin
1383,,,,,,,,,,,2018/01/21,null,,,,,53087165,,,potcoin,potcoin
1384,,,,,,,,,,,2018/01/22,null,,,,,50658361,,,potcoin,potcoin
1385,,,,,,,,,,,2018/01/23,null,,,,,48220526,,,potcoin,potcoin
1386,,,,,,,,,,,2018/01/24,null,,,,,48537582,,,potcoin,potcoin
1387,,,,,,,,,,,2018/01/25,null,,,,,50896622,,,potcoin,potcoin
1388,,,,,,,,,,,2018/01/26,null,,,,,51047971,,,potcoin,potcoin
1389,,,,,,,,,,,2018/01/27,null,,,,,52383872,,,potcoin,potcoin
1390,,,,,,,,,,,2018/01/28,null,,,,,54556088,,,potcoin,potcoin
1391,,,,,,,,,,,2018/01/29,null,,,,,51177659,,,potcoin,potcoin
1392,,,,,,,,,,,2018/01/30,null,,,,,47577320,,,potcoin,potcoin
1393,,,,,,,,,,,2018/01/31,null,,,,,43118214,,,potcoin,potcoin
1394,,,,,,,,,,,2018/02/01,null,,,,,41460507,,,potcoin,potcoin
1395,,,,,,,,,,,2018/02/02,null,,,,,34983022,,,potcoin,potcoin
1396,,,,,,,,,,,2018/02/03,null,,,,,37421250,,,potcoin,potcoin
1397,,,,,,,,,,,2018/02/04,null,,,,,36958745,,,potcoin,potcoin
1398,,,,,,,,,,,2018/02/05,null,,,,,30527199,,,potcoin,potcoin
1399,,,,,,,,,,,2018/02/06,null,,,,,25657397,,,potcoin,potcoin
1400,,,,,,,,,,,2018/02/07,null,,,,,30590306,,,potcoin,potcoin
1401,,,,,,,,,,,2018/02/08,null,,,,,32144635,,,potcoin,potcoin
1402,,,,,,,,,,,2018/02/09,null,,,,,33573620,,,potcoin,potcoin
1403,,,,,,,,,,,2018/02/10,null,,,,,35807541,,,potcoin,potcoin
1404,,,,,,,,,,,2018/02/11,null,,,,,32435293,,,potcoin,potcoin
1405,,,,,,,,,,,2018/02/12,null,,,,,33785396,,,potcoin,potcoin
1406,,,,,,,,,,,2018/02/13,null,,,,,33605478,,,potcoin,potcoin
1407,,,,,,,,,,,2018/02/14,null,,,,,34584389,,,potcoin,potcoin
1408,,,,,,,,,,,2018/02/15,null,,,,,36969875,,,potcoin,potcoin
1409,,,,,,,,,,,2018/02/16,null,,,,,38540420,,,potcoin,potcoin
1410,,,,,,,,,,,2018/02/17,null,,,,,40994420,,,potcoin,potcoin
1411,,,,,,,,,,,2018/02/18,null,,,,,38946827,,,potcoin,potcoin
1412,,,,,,,,,,,2018/02/19,null,,,,,39891293,,,potcoin,potcoin
1413,,,,,,,,,,,2018/02/20,null,,,,,41282675,,,potcoin,potcoin
1414,,,,,,,,,,,2018/02/21,null,,,,,38361763,,,potcoin,potcoin
1415,,,,,,,,,,,2018/02/22,null,,,,,37817130,,,potcoin,potcoin
1416,,,,,,,,,,,2018/02/23,null,,,,,36088033,,,potcoin,potcoin
1417,,,,,,,,,,,2018/02/24,null,,,,,35292997,,,potcoin,potcoin
1418,,,,,,,,,,,2018/02/25,null,,,,,34028838,,,potcoin,potcoin
1419,,,,,,,,,,,2018/02/26,null,,,,,34632873,,,potcoin,potcoin
1420,,,,,,,,,,,2018/02/27,null,,,,,36264204,,,potcoin,potcoin
1421,,,,,,,,,,,2018/02/28,null,,,,,35576271,,,potcoin,potcoin
1422,,,,,,,,,,,2018/03/01,null,,,,,35803227,,,potcoin,potcoin
1423,,,,,,,,,,,2018/03/02,null,,,,,37724213,,,potcoin,potcoin
1424,,,,,,,,,,,2018/03/03,null,,,,,38391235,,,potcoin,potcoin
1425,,,,,,,,,,,2018/03/04,null,,,,,37737406,,,potcoin,potcoin
1426,,,,,,,,,,,2018/03/05,null,,,,,39124215,,,potcoin,potcoin
1427,,,,,,,,,,,2018/03/06,null,,,,,36597691,,,potcoin,potcoin
1428,,,,,,,,,,,2018/03/07,null,,,,,32858374,,,potcoin,potcoin
1429,,,,,,,,,,,2018/03/08,null,,,,,30539170,,,potcoin,potcoin
1430,,,,,,,,,,,2018/03/09,null,,,,,27659082,,,potcoin,potcoin
1431,,,,,,,,,,,2018/03/10,null,,,,,28618062,,,potcoin,potcoin
1432,,,,,,,,,,,2018/03/11,null,,,,,27590111,,,potcoin,potcoin
1433,,,,,,,,,,,2018/03/12,null,,,,,28267612,,,potcoin,potcoin
1434,,,,,,,,,,,2018/03/13,null,,,,,27201689,,,potcoin,potcoin
1435,,,,,,,,,,,2018/03/14,null,,,,,26285649,,,potcoin,potcoin
1436,,,,,,,,,,,2018/03/15,null,,,,,23823578,,,potcoin,potcoin
1437,,,,,,,,,,,2018/03/16,null,,,,,24435568,,,potcoin,potcoin
1438,,,,,,,,,,,2018/03/17,null,,,,,23993765,,,potcoin,potcoin
1439,,,,,,,,,,,2018/03/18,null,,,,,22393086,,,potcoin,potcoin
1440,,,,,,,,,,,2018/03/19,null,,,,,24662801,,,potcoin,potcoin
1441,,,,,,,,,,,2018/03/20,null,,,,,25298602,,,potcoin,potcoin
1442,,,,,,,,,,,2018/03/21,null,,,,,26319449,,,potcoin,potcoin
1443,,,,,,,,,,,2018/03/22,null,,,,,25817732,,,potcoin,potcoin
1444,,,,,,,,,,,2018/03/23,null,,,,,24450363,,,potcoin,potcoin
1445,,,,,,,,,,,2018/03/24,null,,,,,25070495,,,potcoin,potcoin
1446,,,,,,,,,,,2018/03/25,null,,,,,24227402,,,potcoin,potcoin
1447,,,,,,,,,,,2018/03/26,null,,,,,23822848,,,potcoin,potcoin
1448,,,,,,,,,,,2018/03/27,null,,,,,23425737,,,potcoin,potcoin
1449,,,,,,,,,,,2018/03/28,null,,,,,22541554,,,potcoin,potcoin
1450,,,,,,,,,,,2018/03/29,null,,,,,20844997,,,potcoin,potcoin
1451,,,,,,,,,,,2018/03/30,null,,,,,18714841,,,potcoin,potcoin
1452,,,,,,,,,,,2018/03/31,null,,,,,19187985,,,potcoin,potcoin
1453,,,,,,,,,,,2018/04/01,null,,,,,19080118,,,potcoin,potcoin
1454,,,,,,,,,,,2018/04/02,null,,,,,19075407,,,potcoin,potcoin
1455,,,,,,,,,,,2018/04/03,null,,,,,20165010,,,potcoin,potcoin
1456,,,,,,,,,,,2018/04/04,null,,,,,19189719,,,potcoin,potcoin
1457,,,,,,,,,,,2018/04/05,null,,,,,18318596,,,potcoin,potcoin
1458,,,,,,,,,,,2018/04/06,null,,,,,17943250,,,potcoin,potcoin
1459,,,,,,,,,,,2018/04/07,74,,,,,18607192,,,potcoin,potcoin
1460,,,,,,,,,,,2018/04/08,55,,,,,19225472,,,potcoin,potcoin
1461,,,,,,,,,,,2018/04/09,70,,,,,19737899,,,potcoin,potcoin
1462,,,,,,,,,,,2018/04/10,99,,,,,21215151,,,potcoin,potcoin
1463,,,,,,,,,,,2018/04/11,106,,,,,25006068,,,potcoin,potcoin
1464,,,,,,,,,,,2018/04/12,70,,,,,25610585,,,potcoin,potcoin
1465,,,,,,,,,,,2018/04/13,94,,,,,27889785,,,potcoin,potcoin
1466,,,,,,,,,,,2018/04/14,81,,,,,29019124,,,potcoin,potcoin
1467,,,,,,,,,,,2018/04/15,97,,,,,30986088,,,potcoin,potcoin
1468,,,,,,,,,,,2018/04/16,65,,,,,29376031,,,potcoin,potcoin
1469,,,,,,,,,,,2018/04/17,78,,,,,28612770,,,potcoin,potcoin
1470,,,,,,,,,,,2018/04/18,89,,,,,30144977,,,potcoin,potcoin
1471,,,,,,,,,,,2018/04/19,95,,,,,31532925,,,potcoin,potcoin
1472,,,,,,,,,,,2018/04/20,107,,,,,32088251,,,potcoin,potcoin
1473,,,,,,,,,,,2018/04/21,94,,,,,30342161,,,potcoin,potcoin
1474,,,,,,,,,,,2018/04/22,87,,,,,30163397,,,potcoin,potcoin
1475,,,,,,,,,,,2018/04/23,82,,,,,30539924,,,potcoin,potcoin
1476,,,,,,,,,,,2018/04/24,79,,,,,30640748,,,potcoin,potcoin
1477,,,,,,,,,,,2018/04/25,69,,,,,28633311,,,potcoin,potcoin
1478,,,,,,,,,,,2018/04/26,75,,,,,28059546,,,potcoin,potcoin
1479,,,,,,,,,,,2018/04/27,115,,,,,29415612,,,potcoin,potcoin
1480,,,,,,,,,,,2018/04/28,68,,,,,29180477,,,potcoin,potcoin
1481,,,,,,,,,,,2018/04/29,83,,,,,29960071,,,potcoin,potcoin
1482,,,,,,,,,,,2018/04/30,62,,,,,29694425,,,potcoin,potcoin
1483,,,,,,,,,,,2018/05/01,95,,,,,28778618,,,potcoin,potcoin
1484,,,,,,,,,,,2018/05/02,67,,,,,29311777,,,potcoin,potcoin
1485,,,,,,,,,,,2018/05/03,106,,,,,30208059,,,potcoin,potcoin
1486,,,,,,,,,,,2018/05/04,65,,,,,30067416,,,potcoin,potcoin
1487,,,,,,,,,,,2018/05/05,77,,,,,29724886,,,potcoin,potcoin
1488,,,,,,,,,,,2018/05/06,80,,,,,28762603,,,potcoin,potcoin
1489,,,,,,,,,,,2018/05/07,85,,,,,27106023,,,potcoin,potcoin
1490,,,,,,,,,,,2018/05/08,91,,,,,27227426,,,potcoin,potcoin
1491,,,,,,,,,,,2018/05/09,94,,,,,28652814,,,potcoin,potcoin
1492,,,,,,,,,,,2018/05/10,64,,,,,27559345,,,potcoin,potcoin
1493,,,,,,,,,,,2018/05/11,83,,,,,24692704,,,potcoin,potcoin
1494,,,,,,,,,,,2018/05/12,58,,,,,23677150,,,potcoin,potcoin
1495,,,,,,,,,,,2018/05/13,77,,,,,23937401,,,potcoin,potcoin
1496,,,,,,,,,,,2018/05/14,57,,,,,24059240,,,potcoin,potcoin
1497,,,,,,,,,,,2018/05/15,74,,,,,24358433,,,potcoin,potcoin
1498,,,,,,,,,,,2018/05/16,70,,,,,23011985,,,potcoin,potcoin
1499,,,,,,,,,,,2018/05/17,84,,,,,23245754,,,potcoin,potcoin
1500,,,,,,,,,,,2018/05/18,67,,,,,22472731,,,potcoin,potcoin
1501,,,,,,,,,,,2018/05/19,72,,,,,22873717,,,potcoin,potcoin
1502,,,,,,,,,,,2018/05/20,61,,,,,23096022,,,potcoin,potcoin
1503,,,,,,,,,,,2018/05/21,83,,,,,22930121,,,potcoin,potcoin
1504,,,,,,,,,,,2018/05/22,85,,,,,22508647,,,potcoin,potcoin
1505,,,,,,,,,,,2018/05/23,74,,,,,21505571,,,potcoin,potcoin
1506,,,,,,,,,,,2018/05/24,75,,,,,20446998,,,potcoin,potcoin
1507,,,,,,,,,,,2018/05/25,66,,,,,20292851,,,potcoin,potcoin
1508,,,,,,,,,,,2018/05/26,68,,,,,20028825,,,potcoin,potcoin
1509,,,,,,,,,,,2018/05/27,72,,,,,19492603,,,potcoin,potcoin
1510,,,,,,,,,,,2018/05/28,62,,,,,18777685,,,potcoin,potcoin
1511,,,,,,,,,,,2018/05/29,83,,,,,18525879,,,potcoin,potcoin
1512,,,,,,,,,,,2018/05/30,71,,,,,19239171,,,potcoin,potcoin
1513,,,,,,,,,,,2018/05/31,74,,,,,19476938,,,potcoin,potcoin
1514,,,,,,,,,,,2018/06/01,61,,,,,19561363,,,potcoin,potcoin
1515,,,,,,,,,,,2018/06/02,90,,,,,19471947,,,potcoin,potcoin
1516,,,,,,,,,,,2018/06/03,59,,,,,19546691,,,potcoin,potcoin
1517,,,,,,,,,,,2018/06/04,66,,,,,19040590,,,potcoin,potcoin
1518,,,,,,,,,,,2018/06/05,79,,,,,18721915,,,potcoin,potcoin
1519,,,,,,,,,,,2018/06/06,84,,,,,20343513,,,potcoin,potcoin
1520,,,,,,,,,,,2018/06/07,115,,,,,20862271,,,potcoin,potcoin
1521,,,,,,,,,,,2018/06/08,136,,,,,21149040,,,potcoin,potcoin
1522,,,,,,,,,,,2018/06/09,103,,,,,22817508,,,potcoin,potcoin
1523,,,,,,,,,,,2018/06/10,91,,,,,20057264,,,potcoin,potcoin
1524,,,,,,,,,,,2018/06/11,186,,,,,18167814,,,potcoin,potcoin
1525,,,,,,,,,,,2018/06/12,912,,,,,20500832,,,potcoin,potcoin
1526,,,,,,,,,,,2018/06/13,252,,,,,17632987,,,potcoin,potcoin
1527,,,,,,,,,,,2018/06/14,115,,,,,16877230,,,potcoin,potcoin
1528,,,,,,,,,,,2018/06/15,97,,,,,17262662,,,potcoin,potcoin
1529,,,,,,,,,,,2018/06/16,99,,,,,16574322,,,potcoin,potcoin
1530,,,,,,,,,,,2018/06/17,87,,,,,16726141,,,potcoin,potcoin
1531,,,,,,,,,,,2018/06/18,82,,,,,16855255,,,potcoin,potcoin
1532,,,,,,,,,,,2018/06/19,72,,,,,16672244,,,potcoin,potcoin
1533,,,,,,,,,,,2018/06/20,66,,,,,16012123,,,potcoin,potcoin
1534,,,,,,,,,,,2018/06/21,96,,,,,15944118,,,potcoin,potcoin
1535,,,,,,,,,,,2018/06/22,76,,,,,14702653,,,potcoin,potcoin
1536,,,,,,,,,,,2018/06/23,67,,,,,13968378,,,potcoin,potcoin
1537,,,,,,,,,,,2018/06/24,82,,,,,13390540,,,potcoin,potcoin
1538,,,,,,,,,,,2018/06/25,77,,,,,13200377,,,potcoin,potcoin
1539,,,,,,,,,,,2018/06/26,66,,,,,12534346,,,potcoin,potcoin
1540,,,,,,,,,,,2018/06/27,63,,,,,11682181,,,potcoin,potcoin
1541,,,,,,,,,,,2018/06/28,71,,,,,11830405,,,potcoin,potcoin
1542,,,,,,,,,,,2018/06/29,35,,,,,10974243,,,potcoin,potcoin
1543,,,,,,,,,,,2018/06/30,24,,,,,11690084,,,potcoin,potcoin
1544,,,,,,,,,,,2018/07/01,21,,,,,11830575,,,potcoin,potcoin
1545,,,,,,,,,,,2018/07/02,26,,,,,11868923,,,potcoin,potcoin
1546,,,,,,,,,,,2018/07/03,25,,,,,12382182,,,potcoin,potcoin
1547,,,,,,,,,,,2018/07/04,22,,,,,12212060,,,potcoin,potcoin
1548,,,,,,,,,,,2018/07/05,26,,,,,12336455,,,potcoin,potcoin
1549,,,,,,,,,,,2018/07/06,21,,,,,11960130,,,potcoin,potcoin
1550,,,,,,,,,,,2018/07/07,20,,,,,12015011,,,potcoin,potcoin
1551,,,,,,,,,,,2018/07/08,21,,,,,12254052,,,potcoin,potcoin
1552,,,,,,,,,,,2018/07/09,24,,,,,12230768,,,potcoin,potcoin
1553,,,,,,,,,,,2018/07/10,23,,,,,11475727,,,potcoin,potcoin
1554,,,,,,,,,,,2018/07/11,22,,,,,11259570,,,potcoin,potcoin
1555,,,,,,,,,,,2018/07/12,24,,,,,10574306,,,potcoin,potcoin
1556,,,,,,,,,,,2018/07/13,27,,,,,10149597,,,potcoin,potcoin
1557,,,,,,,,,,,2018/07/14,24,,,,,10295014,,,potcoin,potcoin
1558,,,,,,,,,,,2018/07/15,20,,,,,10173710,,,potcoin,potcoin
1559,,,,,,,,,,,2018/07/16,24,,,,,10170270,,,potcoin,potcoin
1560,,,,,,,,,,,2018/07/17,20,,,,,10940242,,,potcoin,potcoin
1561,,,,,,,,,,,2018/07/18,28,,,,,11521788,,,potcoin,potcoin
1562,,,,,,,,,,,2018/07/19,24,,,,,11255638,,,potcoin,potcoin
1563,,,,,,,,,,,2018/07/20,38,,,,,10685842,,,potcoin,potcoin
1564,,,,,,,,,,,2018/07/21,18,,,,,10352988,,,potcoin,potcoin
1565,,,,,,,,,,,2018/07/22,23,,,,,10334328,,,potcoin,potcoin
1566,,,,,,,,,,,2018/07/23,30,,,,,10537143,,,potcoin,potcoin
1567,,,,,,,,,,,2018/07/24,34,,,,,10759578,,,potcoin,potcoin
1568,,,,,,,,,,,2018/07/25,30,,,,,10678019,,,potcoin,potcoin
1569,,,,,,,,,,,2018/07/26,18,,,,,10516077,,,potcoin,potcoin
1570,,,,,,,,,,,2018/07/27,17,,,,,10192024,,,potcoin,potcoin
1571,,,,,,,,,,,2018/07/28,37,,,,,10009445,,,potcoin,potcoin
1572,,,,,,,,,,,2018/07/29,21,,,,,9960241,,,potcoin,potcoin
1573,,,,,,,,,,,2018/07/30,24,,,,,9673814,,,potcoin,potcoin
1574,,,,,,,,,,,2018/07/31,18,,,,,9155688,,,potcoin,potcoin
1575,,,,,,,,,,,2018/08/01,27,,,,,8297549,,,potcoin,potcoin
1576,,,,,,,,,,,2018/08/02,33,,,,,7884346,,,potcoin,potcoin
1577,,,,,,,,,,,2018/08/03,45,,,,,7448679,,,potcoin,potcoin
1578,,,,,,,,,,,2018/08/04,21,,,,,7666297,,,potcoin,potcoin
1579,,,,,,,,,,,2018/08/05,28,,,,,8460478,,,potcoin,potcoin
1580,,,,,,,,,,,2018/08/06,16,,,,,8212066,,,potcoin,potcoin
1581,,,,,,,,,,,2018/08/07,27,,,,,7635638,,,potcoin,potcoin
1582,,,,,,,,,,,2018/08/08,21,,,,,6555590,,,potcoin,potcoin
1583,,,,,,,,,,,2018/08/09,19,,,,,6139824,,,potcoin,potcoin
1584,,,,,,,,,,,2018/08/10,25,,,,,6058216,,,potcoin,potcoin
1585,,,,,,,,,,,2018/08/11,18,,,,,6014753,,,potcoin,potcoin
1586,,,,,,,,,,,2018/08/12,18,,,,,6344047,,,potcoin,potcoin
1587,,,,,,,,,,,2018/08/13,32,,,,,6250136,,,potcoin,potcoin
1588,,,,,,,,,,,2018/08/14,15,,,,,5521463,,,potcoin,potcoin
1589,,,,,,,,,,,2018/08/15,27,,,,,6143888,,,potcoin,potcoin
1590,,,,,,,,,,,2018/08/16,19,,,,,6361328,,,potcoin,potcoin
1591,,,,,,,,,,,2018/08/17,23,,,,,6956029,,,potcoin,potcoin
1592,,,,,,,,,,,2018/08/18,14,,,,,7230614,,,potcoin,potcoin
1593,,,,,,,,,,,2018/08/19,22,,,,,7210641,,,potcoin,potcoin
1594,,,,,,,,,,,2018/08/20,27,,,,,7534982,,,potcoin,potcoin
1595,,,,,,,,,,,2018/08/21,16,,,,,7631608,,,potcoin,potcoin
1596,,,,,,,,,,,2018/08/22,13,,,,,7867820,,,potcoin,potcoin
1597,,,,,,,,,,,2018/08/23,27,,,,,7446564,,,potcoin,potcoin
1598,,,,,,,,,,,2018/08/24,19,,,,,7848884,,,potcoin,potcoin
1599,,,,,,,,,,,2018/08/25,19,,,,,7900030,,,potcoin,potcoin
1600,,,,,,,,,,,2018/08/26,16,,,,,7861300,,,potcoin,potcoin
1601,,,,,,,,,,,2018/08/27,26,,,,,8482178,,,potcoin,potcoin
1602,,,,,,,,,,,2018/08/28,18,,,,,9688471,,,potcoin,potcoin
1603,,,,,,,,,,,2018/08/29,21,,,,,9296624,,,potcoin,potcoin
1604,,,,,,,,,,,2018/08/30,17,,,,,9106798,,,potcoin,potcoin
1605,,,,,,,,,,,2018/08/31,20,,,,,9045516,,,potcoin,potcoin
1606,,,,,,,,,,,2018/09/01,14,,,,,9608183,,,potcoin,potcoin
1607,,,,,,,,,,,2018/09/02,18,,,,,9824497,,,potcoin,potcoin
1608,,,,,,,,,,,2018/09/03,17,,,,,9600231,,,potcoin,potcoin
1609,,,,,,,,,,,2018/09/04,16,,,,,10080440,,,potcoin,potcoin
1610,,,,,,,,,,,2018/09/05,12,,,,,9700599,,,potcoin,potcoin
1611,,,,,,,,,,,2018/09/06,14,,,,,8786383,,,potcoin,potcoin
1612,,,,,,,,,,,2018/09/07,16,,,,,9139104,,,potcoin,potcoin
1613,,,,,,,,,,,2018/09/08,25,,,,,9032629,,,potcoin,potcoin
1614,,,,,,,,,,,2018/09/09,21,,,,,8180635,,,potcoin,potcoin
1615,,,,,,,,,,,2018/09/10,19,,,,,7936041,,,potcoin,potcoin
1616,,,,,,,,,,,2018/09/11,17,,,,,7739667,,,potcoin,potcoin
1617,,,,,,,,,,,2018/09/12,14,,,,,7342248,,,potcoin,potcoin
1618,,,,,,,,,,,2018/09/13,18,,,,,7728299,,,potcoin,potcoin
1619,,,,,,,,,,,2018/09/14,26,,,,,7778518,,,potcoin,potcoin
1620,,,,,,,,,,,2018/09/15,19,,,,,7698982,,,potcoin,potcoin
1621,,,,,,,,,,,2018/09/16,19,,,,,7976797,,,potcoin,potcoin
1622,,,,,,,,,,,2018/09/17,20,,,,,7841871,,,potcoin,potcoin
1623,,,,,,,,,,,2018/09/18,27,,,,,6620884,,,potcoin,potcoin
1624,,,,,,,,,,,2018/09/19,35,,,,,5295763,,,potcoin,potcoin
1625,,,,,,,,,,,2018/09/20,38,,,,,5682401,,,potcoin,potcoin
1626,,,,,,,,,,,2018/09/21,23,,,,,5705402,,,potcoin,potcoin
1627,,,,,,,,,,,2018/09/22,25,,,,,5669610,,,potcoin,potcoin
1628,,,,,,,,,,,2018/09/23,21,,,,,5691115,,,potcoin,potcoin
1629,,,,,,,,,,,2018/09/24,28,,,,,5831952,,,potcoin,potcoin
1630,,,,,,,,,,,2018/09/25,27,,,,,5616698,,,potcoin,potcoin
1631,,,,,,,,,,,2018/09/26,25,,,,,5956164,,,potcoin,potcoin
1632,,,,,,,,,,,2018/09/27,16,,,,,5971904,,,potcoin,potcoin
1633,,,,,,,,,,,2018/09/28,20,,,,,5975700,,,potcoin,potcoin
1634,,,,,,,,,,,2018/09/29,22,,,,,5760112,,,potcoin,potcoin
1635,,,,,,,,,,,2018/09/30,20,,,,,5808810,,,potcoin,potcoin
1636,,,,,,,,,,,2018/10/01,16,,,,,5910726,,,potcoin,potcoin
1637,,,,,,,,,,,2018/10/02,17,,,,,5769212,,,potcoin,potcoin
1638,,,,,,,,,,,2018/10/03,13,,,,,5628705,,,potcoin,potcoin
1639,,,,,,,,,,,2018/10/04,16,,,,,5583973,,,potcoin,potcoin
1640,,,,,,,,,,,2018/10/05,17,,,,,5685724,,,potcoin,potcoin
1641,,,,,,,,,,,2018/10/06,21,,,,,5558679,,,potcoin,potcoin
1642,,,,,,,,,,,2018/10/07,15,,,,,5447252,,,potcoin,potcoin
1643,,,,,,,,,,,2018/10/08,21,,,,,5453200,,,potcoin,potcoin
1644,,,,,,,,,,,2018/10/09,21,,,,,5108491,,,potcoin,potcoin
1645,,,,,,,,,,,2018/10/10,20,,,,,5054634,,,potcoin,potcoin
1646,,,,,,,,,,,2018/10/11,14,,,,,4664781,,,potcoin,potcoin
1647,,,,,,,,,,,2018/10/12,17,,,,,4555119,,,potcoin,potcoin
1648,,,,,,,,,,,2018/10/13,21,,,,,4637001,,,potcoin,potcoin
1649,,,,,,,,,,,2018/10/14,11,,,,,4774925,,,potcoin,potcoin
1650,,,,,,,,,,,2018/10/15,13,,,,,5256875,,,potcoin,potcoin
1651,,,,,,,,,,,2018/10/16,16,,,,,5269502,,,potcoin,potcoin
1652,,,,,,,,,,,2018/10/17,20,,,,,5271172,,,potcoin,potcoin
1653,,,,,,,,,,,2018/10/18,13,,,,,5167516,,,potcoin,potcoin
1654,,,,,,,,,,,2018/10/19,23,,,,,5045075,,,potcoin,potcoin
1655,,,,,,,,,,,2018/10/20,13,,,,,5300316,,,potcoin,potcoin
1656,,,,,,,,,,,2018/10/21,11,,,,,5478410,,,potcoin,potcoin
1657,,,,,,,,,,,2018/10/22,13,,,,,5326033,,,potcoin,potcoin
1658,,,,,,,,,,,2018/10/23,10,,,,,5049044,,,potcoin,potcoin
1659,,,,,,,,,,,2018/10/24,15,,,,,4930326,,,potcoin,potcoin
1660,,,,,,,,,,,2018/10/25,13,,,,,4933394,,,potcoin,potcoin
1661,,,,,,,,,,,2018/10/26,10,,,,,4888584,,,potcoin,potcoin
1662,,,,,,,,,,,2018/10/27,14,,,,,5096744,,,potcoin,potcoin
1663,,,,,,,,,,,2018/10/28,11,,,,,5279189,,,potcoin,potcoin
1664,,,,,,,,,,,2018/10/29,8,,,,,5146477,,,potcoin,potcoin
1665,,,,,,,,,,,2018/10/30,9,,,,,4889606,,,potcoin,potcoin
1666,,,,,,,,,,,2018/10/31,9,,,,,4767486,,,potcoin,potcoin
1667,,,,,,,,,,,2018/11/01,10,,,,,4816618,,,potcoin,potcoin
1668,,,,,,,,,,,2018/11/02,7,,,,,4745570,,,potcoin,potcoin
1669,,,,,,,,,,,2018/11/03,10,,,,,4951129,,,potcoin,potcoin
1670,,,,,,,,,,,2018/11/04,7,,,,,4881309,,,potcoin,potcoin
1671,,,,,,,,,,,2018/11/05,13,,,,,4879523,,,potcoin,potcoin
1672,,,,,,,,,,,2018/11/06,10,,,,,4898578,,,potcoin,potcoin
1673,,,,,,,,,,,2018/11/07,13,,,,,5069105,,,potcoin,potcoin
1674,,,,,,,,,,,2018/11/08,13,,,,,4929046,,,potcoin,potcoin
1675,,,,,,,,,,,2018/11/09,11,,,,,4784151,,,potcoin,potcoin
1676,,,,,,,,,,,2018/11/10,6,,,,,4934340,,,potcoin,potcoin
1677,,,,,,,,,,,2018/11/11,7,,,,,4832723,,,potcoin,potcoin
1678,,,,,,,,,,,2018/11/12,9,,,,,4753593,,,potcoin,potcoin
1679,,,,,,,,,,,2018/11/13,5,,,,,4693897,,,potcoin,potcoin
1680,,,,,,,,,,,2018/11/14,9,,,,,4306254,,,potcoin,potcoin
1681,,,,,,,,,,,2018/11/15,7,,,,,3430044,,,potcoin,potcoin
1682,,,,,,,,,,,2018/11/16,8,,,,,3445621,,,potcoin,potcoin
1683,,,,,,,,,,,2018/11/17,6,,,,,3333908,,,potcoin,potcoin
1684,,,,,,,,,,,2018/11/18,10,,,,,3268781,,,potcoin,potcoin
1685,,,,,,,,,,,2018/11/19,7,,,,,3206117,,,potcoin,potcoin
1686,,,,,,,,,,,2018/11/20,5,,,,,2718928,,,potcoin,potcoin
1687,,,,,,,,,,,2018/11/21,8,,,,,2748711,,,potcoin,potcoin
1688,,,,,,,,,,,2018/11/22,7,,,,,2763594,,,potcoin,potcoin
1689,,,,,,,,,,,2018/11/23,7,,,,,2635345,,,potcoin,potcoin
1690,,,,,,,,,,,2018/11/24,4,,,,,2616675,,,potcoin,potcoin
1691,,,,,,,,,,,2018/11/25,5,,,,,2324099,,,potcoin,potcoin
1692,,,,,,,,,,,2018/11/26,11,,,,,2389192,,,potcoin,potcoin
1693,,,,,,,,,,,2018/11/27,6,,,,,2248334,,,potcoin,potcoin
1694,,,,,,,,,,,2018/11/28,4,,,,,2562032,,,potcoin,potcoin
1695,,,,,,,,,,,2018/11/29,4,,,,,2839249,,,potcoin,potcoin
1696,,,,,,,,,,,2018/11/30,4,,,,,2603136,,,potcoin,potcoin
1697,,,,,,,,,,,2018/12/01,6,,,,,2642235,,,potcoin,potcoin
1698,,,,,,,,,,,2018/12/02,2,,,,,2674786,,,potcoin,potcoin
1699,,,,,,,,,,,2018/12/03,4,,,,,2593347,,,potcoin,potcoin
