,date,transactions,hashrate,sent_addresses,difficulty,send_usd,mining_profitability,av_transaction_size,av_transaction_value,median_transaction_size,google_trends,median_transaction_value,top_100_percent,block_size,fee_reward,active_addresses,tweets,confirmation_time,market_cap,full_name,coin
412,2018/12/29,659,3610371,2686,252665,878876,,,1334,,,71.526,,11666,,4785,16,10.213,249974759,bitcoin gold,btg
413,2018/12/30,670,3094779,2659,229273,1037034,,,1548,,,69.286,,9947,,4248,20,10.213,242169412,bitcoin gold,btg
414,2018/12/31,753,3002402,2841,220900,1345553,,,1787,,,113.22,,9984,,4452,13,10.07,230599439,bitcoin gold,btg
415,2019/01/01,659,2716818,2678,200978,956374,,,1451,,,70.486,,8909,,4390,11,9.664,224071287,bitcoin gold,btg
416,2019/01/02,822,3279554,2794,235158,1025617,,,1248,,,66.32,,12131,,4324,19,10.435,231871536,bitcoin gold,btg
417,2019/01/03,796,2570297,2736,195816,752271,,,945.064,,,55.207,,11499,,4616,5,9.931,232400639,bitcoin gold,btg
418,2019/01/04,723,2333732,2634,175622,2022582,,,2797,,,63.056,,9874,,4457,10,10.511,226757904,bitcoin gold,btg
419,2019/01/05,698,2688234,2670,193596,1366827,,,1958,,,65.503,,8562,,4196,17,10.141,229084531,bitcoin gold,btg
420,2019/01/06,714,2889319,2689,208197,2287909,,,3204,,,66.53,,10643,,4342,5,9.796,232701414,bitcoin gold,btg
421,2019/01/07,879,2503823,2748,186266,20670013,,,23515,,,75.489,,10429,,4494,20,10.07,238193044,bitcoin gold,btg
422,2019/01/08,768,2250941,2596,166748,1116221,,,1453,,,66.492,,10228,,4295,12,10.286,232616377,bitcoin gold,btg
423,2019/01/09,741,2938316,2663,206314,618783,,,835.064,,,67.05,,11164,,5245,5,9.412,234591738,bitcoin gold,btg
424,2019/01/10,858,2547197,2676,188103,1469749,,,1713,,,64.235,,10146,,4439,7,10,224767998,bitcoin gold,btg
425,2019/01/11,799,2385165,2479,175742,1530532,,,1916,,,60.316,,8659,,4129,10,10.141,211074999,bitcoin gold,btg
426,2019/01/12,611,2873631,2398,204335,1384801,,,2266,,,61.339,,8392,,4139,3,10.286,214673829,bitcoin gold,btg
427,2019/01/13,645,2776069,2458,202698,1381957,,,2143,,,60.179,,8641,,4068,8,9.664,210638794,bitcoin gold,btg
428,2019/01/14,725,2813742,2655,204412,1574644,,,2172,,,60.273,,11710,,5442,13,9.536,210989892,bitcoin gold,btg
429,2019/01/15,685,2738321,2402,200332,1147302,,,1675,,,60.76,,10882,,4295,13,10.827,212718980,bitcoin gold,btg
430,2019/01/16,761,2932635,2652,212069,8145565,,,10704,,,59.563,,9534,,4444,6,9.931,208545227,bitcoin gold,btg
431,2019/01/17,704,2681505,2547,197624,1879311,,,2669,,,76.858,,9678,,3712,8,10.435,204646716,bitcoin gold,btg
432,2019/01/18,784,2697318,2809,196115,3395302,,,4331,,,97.025,,10169,,4575,10,9.73,198593659,bitcoin gold,btg
433,2019/01/19,747,2530288,2758,186081,2199201,,,2944,,,73.004,,10199,,4214,9,9.6,199824018,bitcoin gold,btg
434,2019/01/20,687,3001870,2539,216346,1699115,,,2473,,,58.432,,9992,,4105,10,10.746,204669491,bitcoin gold,btg
435,2019/01/21,830,2787667,2781,204625,1318667,,,1589,,,56.184,,18303,,4458,14,9.474,196362168,bitcoin gold,btg
436,2019/01/22,679,2712413,2556,199576,2267795,,,3340,,,55.932,,9162,,4096,17,10.746,195955080,bitcoin gold,btg
437,2019/01/23,726,2609637,2674,191827,1253316,,,1726,,,56.098,,10745,,4302,14,9.73,196555763,bitcoin gold,btg
438,2019/01/24,722,2678958,2610,194603,702290,,,972.701,,,56.126,,8127,,4143,13,10.07,196640299,bitcoin gold,btg
439,2019/01/25,724,2583101,2560,190027,1412027,,,1950,,,56.103,,11512,,4146,14,10.213,196612473,bitcoin gold,btg
440,2019/01/26,609,2541902,2400,186071,589258,,,967.584,,,51.173,,10084,,3898,9,9.73,196066643,bitcoin gold,btg
441,2019/01/27,893,2924444,2506,209455,547501,,,613.103,,,25.119,,11535,,4203,13,9.863,192528849,bitcoin gold,btg
442,2019/01/28,1034,2466041,2897,183204,3034265,,,2934,,,120.324,,11498,,4606,7,10.588,168888735,bitcoin gold,btg
443,2019/01/29,662,2544894,2471,185056,476383,,,719.612,,,67.54,,13522,,4542,18,9.796,170265313,bitcoin gold,btg
444,2019/01/30,745,2442967,2528,178915,1203651,,,1616,,,62.256,,15582,,4719,14,10.07,180113432,bitcoin gold,btg
445,2019/01/31,753,2761646,2625,197262,884376,,,1174,,,50.372,,9368,,4256,10,9.536,176636177,bitcoin gold,btg
446,2019/02/01,671,2230282,2353,167712,445578,,,664.051,,,63.495,,11723,,3876,8,11.163,174453727,bitcoin gold,btg
447,2019/02/02,572,2212149,2335,162209,319597,,,558.736,,,49.74,,7744,,3811,11,9.796,174452855,bitcoin gold,btg
448,2019/02/03,597,2345294,2307,169488,494418,,,828.17,,,49.197,,8376,,3896,9,10,172569547,bitcoin gold,btg
449,2019/02/04,624,2149201,2364,158497,681923,,,1093,,,52.713,,10005,,3909,22,10.286,170315345,bitcoin gold,btg
450,2019/02/05,759,2128508,2456,156524,477166,,,628.677,,,59.383,,10350,,4247,18,10,168351656,bitcoin gold,btg
451,2019/02/06,835,2242848,2640,163237,1175254,,,1407,,,87.658,,11990,,5129,10,9.73,162773231,bitcoin gold,btg
452,2019/02/07,655,2229564,2363,162672,1370060,,,2092,,,58.585,,10595,,3871,3,10.36,164220945,bitcoin gold,btg
453,2019/02/08,771,2070861,2529,152606,3536345,,,4587,,,78.499,,10111,,4397,31,9.931,170813571,bitcoin gold,btg
454,2019/02/09,742,2181704,2397,158938,4687656,,,6318,,,51.708,,9622,,4179,19,10,181485935,bitcoin gold,btg
455,2019/02/10,649,2439136,2339,175394,376302,,,579.818,,,51.131,,9412,,3904,14,9.931,179480806,bitcoin gold,btg
456,2019/02/11,727,2248506,2478,166123,719354,,,989.482,,,50.851,,9383,,3915,21,9.73,178517391,bitcoin gold,btg
457,2019/02/12,668,2244086,2508,164351,486160,,,727.784,,,58.201,,13683,,4305,6,10.07,177051792,bitcoin gold,btg
458,2019/02/13,663,2147111,2461,157557,561764,,,847.307,,,51.272,,10485,,4209,6,10.213,180032645,bitcoin gold,btg
459,2019/02/14,619,2222503,2339,160984,1598096,,,2582,,,50.578,,10173,,3898,10,10.141,177611908,bitcoin gold,btg
460,2019/02/15,607,1943520,2403,144300,376595,,,620.42,,,62.303,,9885,,4051,8,10.141,178042621,bitcoin gold,btg
461,2019/02/16,628,2248679,2456,160462,322263,,,513.158,,,51.172,,8433,,3826,7,10.213,179735837,bitcoin gold,btg
462,2019/02/17,626,2262128,2473,164132,592419,,,946.356,,,54.74,,8216,,3833,null,10.07,178950533,bitcoin gold,btg
463,2019/02/18,1476,2278697,3647,165731,32113450,,,21757,,,168.009,,18836,,5578,27,9.73,210949726,bitcoin gold,btg
464,2019/02/19,1065,2302812,3017,167193,8613733,,,8088,,,154.309,,12446,,4847,17,9.863,217293867,bitcoin gold,btg
465,2019/02/20,763,2367309,2540,172610,1423905,,,1866,,,78.621,,12268,,4055,11,9.863,219154857,bitcoin gold,btg
466,2019/02/21,853,2644815,2760,190570,2223518,,,2607,,,117.521,,11425,,4603,18,9.73,221565658,bitcoin gold,btg
467,2019/02/22,638,2322191,2353,174961,797276,,,1250,,,62.967,,11300,,4212,9,10.435,221298864,bitcoin gold,btg
468,2019/02/23,858,2395126,2568,175396,3468059,,,4042,,,159.331,,10257,,4231,6,10.36,224459059,bitcoin gold,btg
469,2019/02/24,1085,2539624,2776,184745,17402528,,,16039,,,165.08,,10175,,4964,9,9.931,232578842,bitcoin gold,btg
470,2019/02/25,767,2639136,2389,191205,1621679,,,2114,,,84.013,,9196,,3588,10,9.796,220221912,bitcoin gold,btg
471,2019/02/26,856,2631735,2471,192482,1271563,,,1485,,,90.703,,10376,,3613,11,9.931,223312184,bitcoin gold,btg
472,2019/02/27,678,3032966,2289,219028,809068,,,1193,,,63.37,,9528,,3908,6,10.511,222830712,bitcoin gold,btg
473,2019/02/28,691,2800806,2249,209405,1099115,,,1591,,,63.061,,8510,,4068,13,10.141,221765858,bitcoin gold,btg
474,2019/03/01,657,3007434,2265,218498,796431,,,1212,,,62.523,,11264,,3608,8,9.931,219894137,bitcoin gold,btg
475,2019/03/02,617,2528295,2208,190972,640840,,,1039,,,62.255,,11989,,4095,11,10.286,218972960,bitcoin gold,btg
476,2019/03/03,654,2799833,2151,202761,431383,,,659.606,,,58.912,,7431,,3565,10,9.931,219852903,bitcoin gold,btg
477,2019/03/04,695,2328304,2226,174657,942335,,,1356,,,58.671,,8603,,3993,15,10.213,206410136,bitcoin gold,btg
478,2019/03/05,700,2854261,2212,202820,2975744,,,4251,,,75.782,,8779,,3781,12,10,212442186,bitcoin gold,btg
479,2019/03/06,792,2459180,2408,182868,1253172,,,1582,,,68.641,,10845,,3997,14,10,219359758,bitcoin gold,btg
480,2019/03/07,569,2507137,2137,182160,494333,,,868.775,,,60.088,,7531,,3706,16,9.931,219830854,bitcoin gold,btg
481,2019/03/08,653,2407502,2205,176294,1525043,,,2335,,,63.788,,9629,,3840,11,10.36,224427293,bitcoin gold,btg
482,2019/03/09,665,2532086,2226,183314,757823,,,1140,,,63.585,,8613,,3696,22,9.796,223810941,bitcoin gold,btg
483,2019/03/10,656,2412836,2212,176491,411301,,,626.983,,,62.857,,8098,,3642,2,9.73,221271640,bitcoin gold,btg
484,2019/03/11,688,2575049,2275,185938,683091,,,992.865,,,61.698,,8213,,3671,6,10.286,216669570,bitcoin gold,btg
485,2019/03/12,742,2633014,2324,191103,869185,,,1171,,,109.724,,9607,,3755,23,9.796,216820744,bitcoin gold,btg
486,2019/03/13,717,2709017,2203,196659,1631083,,,2275,,,110.532,,8457,,3673,26,9.863,222680319,bitcoin gold,btg
487,2019/03/14,767,2906294,2247,209316,3464550,,,4517,,,161.077,,6695,,3655,11,10.213,227357287,bitcoin gold,btg
488,2019/03/15,728,2816160,2278,205515,2586135,,,3552,,,95.449,,9670,,4176,5,9.73,233725428,bitcoin gold,btg
489,2019/03/16,730,2709920,2170,200612,829362,,,1136,,,68.597,,7771,,3770,6,10.435,241627608,bitcoin gold,btg
490,2019/03/17,587,2886808,2024,215526,787305,,,1341,,,66.501,,6515,,3472,12,10.141,234266577,bitcoin gold,btg
491,2019/03/18,658,2787850,2156,204958,779888,,,1185,,,74.679,,10925,,4293,9,10.213,235412918,bitcoin gold,btg
492,2019/03/19,620,2742386,2090,200549,670290,,,1081,,,65.9,,7319,,3656,7,10,232193262,bitcoin gold,btg
493,2019/03/20,569,2891612,2090,209890,667109,,,1172,,,70.77,,7066,,3474,7,9.863,233691375,bitcoin gold,btg
494,2019/03/21,613,2555445,2089,189071,659962,,,1077,,,65.758,,8077,,3679,3,10.141,231742149,bitcoin gold,btg
495,2019/03/22,617,2557647,2038,186430,885170,,,1435,,,64.942,,7050,,3495,4,10.07,228887970,bitcoin gold,btg
496,2019/03/23,579,2678046,2017,193538,26238746,,,45317,,,66.614,,6883,,3657,6,9.73,230407656,bitcoin gold,btg
497,2019/03/24,602,2466725,2003,185598,1202650,,,1998,,,90.81,,7174,,3387,4,10.746,228852807,bitcoin gold,btg
498,2019/03/25,637,2279429,2113,169085,1033931,,,1623,,,79.549,,7657,,3424,10,10.286,223650365,bitcoin gold,btg
499,2019/03/26,596,2409157,2177,174524,724944,,,1216,,,63.118,,7893,,3577,2,9.536,215959829,bitcoin gold,btg
500,2019/03/27,646,2427157,2193,176383,855165,,,1324,,,67.905,,7729,,3465,9,10.07,224538871,bitcoin gold,btg
501,2019/03/28,637,2356148,2117,173570,615205,,,965.785,,,63.798,,7955,,3278,6,10.286,224996913,bitcoin gold,btg
502,2019/03/29,632,2602238,2235,188164,1803803,,,2854,,,64.766,,7402,,3079,5,9.73,228430035,bitcoin gold,btg
503,2019/03/30,670,2482374,2230,184444,5574902,,,8321,,,79.715,,7923,,3686,1,10.435,229076800,bitcoin gold,btg
504,2019/03/31,675,2271226,2381,167877,2990390,,,4430,,,64.316,,10474,,3677,2,10.213,226886821,bitcoin gold,btg
505,2019/04/01,931,2283259,2661,166704,4039960,,,4339,,,146.464,,26601,,3930,17,10.07,236724111,bitcoin gold,btg
506,2019/04/02,4530,2184732,6088,159890,1747554,,,385.773,,,36.494,,20281,,8232,34,10.07,250156278,bitcoin gold,btg
507,2019/04/03,1194,2439654,2738,174952,3711847,,,3109,,,126.163,,11298,,4505,31,9.536,287633831,bitcoin gold,btg
508,2019/04/04,810,2471026,2286,180102,1913692,,,2363,,,115.976,,6604,,3175,16,10.141,277854625,bitcoin gold,btg
509,2019/04/05,1354,2629084,2915,190752,7632269,,,5637,,,218.134,,16418,,5236,40,9.796,308578055,bitcoin gold,btg
510,2019/04/06,1120,2755249,2457,204536,4967860,,,4436,,,230.289,,10938,,4273,62,10.435,329931238,bitcoin gold,btg
511,2019/04/07,930,2707401,2234,200488,5486356,,,5899,,,220.073,,9189,,3778,25,10,328446755,bitcoin gold,btg
512,2019/04/08,875,2845528,2169,208513,90227064,,,103117,,,156.656,,8713,,3832,20,10.827,320981756,bitcoin gold,btg
513,2019/04/09,848,2732641,2246,203480,52784694,,,62246,,,88.367,,8119,,3900,29,9.6,312018800,bitcoin gold,btg
514,2019/04/10,728,2797555,2037,205270,1120069,,,1539,,,91.022,,7585,,3674,15,10.286,321426180,bitcoin gold,btg
515,2019/04/11,711,2766268,2101,202601,979935,,,1378,,,83.094,,10231,,3697,12,10,293457926,bitcoin gold,btg
516,2019/04/12,750,2594236,2107,191372,1294020,,,1725,,,88.696,,12729,,6748,25,10.141,285180158,bitcoin gold,btg
517,2019/04/13,594,2782187,1921,200968,74394475,,,125243,,,80.87,,5440,,3355,15,10.07,285660884,bitcoin gold,btg
518,2019/04/14,592,2710447,1998,201340,630759,,,1065,,,80.266,,9788,,3614,7,10.36,283559597,bitcoin gold,btg
519,2019/04/15,767,2791971,2099,205520,1033840,,,1348,,,87.105,,9469,,3703,33,9.664,293380414,bitcoin gold,btg
520,2019/04/16,809,2767605,2125,202303,2361547,,,2919,,,87.262,,18792,,10268,14,10.07,292180747,bitcoin gold,btg
521,2019/04/17,818,2909129,2142,210692,1355413,,,1657,,,138.299,,8867,,4633,13,10.07,301989860,bitcoin gold,btg
522,2019/04/18,710,2781801,1949,204267,1003148,,,1413,,,137.304,,7329,,3500,20,10.141,305152584,bitcoin gold,btg
523,2019/04/19,781,3134868,2211,224778,1557515,,,1994,,,118.154,,7218,,3773,12,9.931,309022699,bitcoin gold,btg
524,2019/04/20,703,2690636,2122,199839,1081261,,,1538,,,86.497,,6511,,3543,6,9.796,305753232,bitcoin gold,btg
525,2019/04/21,651,2817415,1915,205099,953954,,,1465,,,71.373,,6000,,3262,9,10.213,297054651,bitcoin gold,btg
526,2019/04/22,676,3005567,2001,220868,952179,,,1409,,,84.923,,7546,,3433,22,10.07,300251572,bitcoin gold,btg
527,2019/04/23,783,2964489,2136,217825,1379896,,,1762,,,82.736,,9007,,3664,19,10.286,304228683,bitcoin gold,btg
528,2019/04/24,693,2815783,1947,206858,1202551,,,1735,,,80.69,,21597,,6267,26,9.931,285344423,bitcoin gold,btg
529,2019/04/25,641,2711464,1969,202709,839375,,,1309,,,108.948,,6861,,3278,4,10.286,280597967,bitcoin gold,btg
530,2019/04/26,763,3054020,2204,223529,1525083,,,1999,,,96.079,,7086,,3680,18,10.141,276729056,bitcoin gold,btg
531,2019/04/27,686,2969876,2063,219448,1542369,,,2248,,,82.961,,8448,,3424,5,10.36,283554119,bitcoin gold,btg
532,2019/04/28,619,3015897,1991,225893,618687,,,999.494,,,80.651,,6023,,3391,15,9.931,285321328,bitcoin gold,btg
533,2019/04/29,603,2862984,1888,213541,631002,,,1046,,,79.43,,5672,,3123,10,10.286,281028019,bitcoin gold,btg
534,2019/04/30,697,2839097,2020,207457,1826343,,,2620,,,77.423,,7971,,3414,5,9.931,281253151,bitcoin gold,btg
535,2019/05/01,757,2978533,2152,215341,915652,,,1210,,,108.378,,10891,,3498,17,10,296525284,bitcoin gold,btg
536,2019/05/02,750,3103802,2091,223935,63012337,,,84016,,,98.589,,8548,,3668,2,9.796,298490099,bitcoin gold,btg
537,2019/05/03,1004,3415384,2377,245371,92436296,,,92068,,,159.754,,12358,,4172,41,10.141,319812881,bitcoin gold,btg
538,2019/05/04,763,3245704,2012,237356,2100733,,,2753,,,111.915,,6988,,3354,10,9.863,326610974,bitcoin gold,btg
539,2019/05/05,764,3495653,2086,258598,1452446,,,1901,,,93.859,,6750,,3421,16,10.286,332281557,bitcoin gold,btg
540,2019/05/06,672,3442253,1997,253670,1254719,,,1867,,,110.671,,9795,,3288,20,10.36,324758620,bitcoin gold,btg
541,2019/05/07,789,3702003,2043,269746,2027849,,,2570,,,191.935,,13386,,4880,17,9.796,340779174,bitcoin gold,btg
542,2019/05/08,677,3658734,1871,268128,1527745,,,2257,,,137.909,,8902,,4832,15,10,341415138,bitcoin gold,btg
543,2019/05/09,755,3837568,2040,277559,2040103,,,2702,,,149.742,,13637,,4187,16,9.931,354855102,bitcoin gold,btg
544,2019/05/10,770,4001900,2025,288898,1539998,,,2000,,,185.576,,9558,,3414,5,10.141,353876359,bitcoin gold,btg
545,2019/05/11,880,3889762,2193,284015,2888553,,,3282,,,126.993,,14347,,3787,9,10,375116249,bitcoin gold,btg
546,2019/05/12,930,4122445,2092,298293,2772292,,,2981,,,150.18,,8305,,3977,10,10,404906889,bitcoin gold,btg
547,2019/05/13,863,3910930,2002,286798,2361664,,,2737,,,129.579,,7196,,3434,31,9.73,398810696,bitcoin gold,btg
548,2019/05/14,1051,4159558,1896,300284,5088993,,,4842,,,190.899,,11990,,4663,34,10.286,408528929,bitcoin gold,btg
549,2019/05/15,1088,3690864,2294,272943,2934876,,,2697,,,200.564,,7986,,3827,42,10.07,415245152,bitcoin gold,btg
550,2019/05/16,1220,3601765,2371,262829,5888545,,,4827,,,294.253,,12946,,5322,44,9.536,422192951,bitcoin gold,btg
551,2019/05/17,858,3325538,2153,246126,4465261,,,5204,,,262.61,,8145,,3901,15,10.827,376843858,bitcoin gold,btg
552,2019/05/18,705,3162468,1917,234484,1772780,,,2515,,,152.401,,6195,,3334,15,10,375584765,bitcoin gold,btg
553,2019/05/19,829,3111904,2065,234289,1831676,,,2210,,,154.369,,7613,,3711,26,10.511,391695112,bitcoin gold,btg
554,2019/05/20,801,2980547,2092,221543,1788430,,,2233,,,143.003,,16601,,9170,5,10.07,383917512,bitcoin gold,btg
555,2019/05/21,996,3046203,2363,224526,5176432,,,5197,,,186.138,,8206,,4221,28,10.07,398023156,bitcoin gold,btg
556,2019/05/22,918,3382064,2346,243736,3460869,,,3770,,,291.273,,6586,,4088,39,10.213,424482262,bitcoin gold,btg
557,2019/05/23,755,3562282,2239,259636,1703705,,,2257,,,196.166,,9861,,4344,26,9.863,401564695,bitcoin gold,btg
558,2019/05/24,728,3508724,2075,256502,1512380,,,2077,,,117.836,,6378,,3601,14,10.141,412946792,bitcoin gold,btg
559,2019/05/25,671,3298772,2039,242099,648981,,,967.185,,,114.285,,5774,,3400,23,9.863,406296634,bitcoin gold,btg
560,2019/05/26,723,3406149,2092,247065,1491883,,,2063,,,145.419,,6513,,3371,10,9.931,408712255,bitcoin gold,btg
561,2019/05/27,904,3455036,2254,250983,2092440,,,2315,,,154.385,,9725,,3817,19,10.213,434678692,bitcoin gold,btg
562,2019/05/28,819,3519272,2126,260045,1752010,,,2139,,,123.208,,8081,,4059,8,10.07,437193019,bitcoin gold,btg
563,2019/05/29,1230,3468681,2637,255145,9174777,,,7459,,,198.314,,9531,,4225,17,10.141,445266075,bitcoin gold,btg
564,2019/05/30,1952,4242291,3468,301373,35478872,,,18176,,,518.257,,19361,,5873,17,9.664,518635364,bitcoin gold,btg
565,2019/05/31,996,3907434,2252,287554,8570909,,,8605,,,347.455,,7845,,4048,16,10.511,501828610,bitcoin gold,btg
566,2019/06/01,935,3833665,2222,281354,5649618,,,6042,,,365.649,,8588,,3868,7,9.664,524970050,bitcoin gold,btg
567,2019/06/02,728,3811515,1902,277548,2144325,,,2946,,,154.501,,7435,,3514,15,9.863,529736366,bitcoin gold,btg
568,2019/06/03,736,3711579,1896,271048,2460833,,,3344,,,204.054,,6076,,3343,6,10.07,513697368,bitcoin gold,btg
569,2019/06/04,877,3461709,2012,254542,3284581,,,3745,,,324.119,,20818,,19040,4,10.286,465535638,bitcoin gold,btg
570,2019/06/05,701,3589726,1850,263708,2703544,,,3857,,,186.743,,6161,,4646,33,10.286,454361074,bitcoin gold,btg
571,2019/06/06,604,3374874,1878,252820,1165492,,,1930,,,125.855,,6047,,3773,24,9.863,446993587,bitcoin gold,btg
572,2019/06/07,589,3536455,1877,259666,1268606,,,2154,,,167.913,,6070,,3209,11,10.286,463568067,bitcoin gold,btg
573,2019/06/08,580,3385082,1952,248195,1471539,,,2537,,,130.398,,7597,,3680,21,10,463220972,bitcoin gold,btg
574,2019/06/09,659,3527468,2058,257134,1803692,,,2737,,,129.866,,7457,,3533,9,10,447629195,bitcoin gold,btg
575,2019/06/10,656,3308735,2039,244043,1631396,,,2487,,,159.043,,5709,,3302,16,10.07,451153878,bitcoin gold,btg
576,2019/06/11,770,3281012,1818,240475,1002459,,,1302,,,81.963,,6645,,3194,11,10.36,450537044,bitcoin gold,btg
577,2019/06/12,748,2875114,2108,214418,16770986,,,22421,,,129.567,,7645,,3770,11,10.07,460455325,bitcoin gold,btg
578,2019/06/13,702,3214830,2018,231900,1317369,,,1877,,,130.221,,7772,,3669,2,10.435,469443682,bitcoin gold,btg
579,2019/06/14,635,2971512,2086,222456,1264844,,,1992,,,132.977,,6889,,3547,4,9.931,471602994,bitcoin gold,btg
580,2019/06/15,801,2799415,2036,206534,1787416,,,2231,,,134.856,,8208,,3654,6,10.213,479392547,bitcoin gold,btg
581,2019/06/16,812,2957286,2125,216315,56910786,,,70087,,,272.691,,7267,,3646,7,9.931,485703400,bitcoin gold,btg
582,2019/06/17,742,2956496,2108,217017,1271563,,,1714,,,144.902,,7295,,3634,8,10.07,494506864,bitcoin gold,btg
583,2019/06/18,765,2780057,2217,205914,1405874,,,1838,,,136.131,,9281,,3803,8,10.141,484071092,bitcoin gold,btg
584,2019/06/19,814,2870132,2176,211000,1604468,,,1971,,,135.006,,7840,,3777,6,9.931,481086683,bitcoin gold,btg
585,2019/06/20,842,3157167,2392,227662,11313545,,,13437,,,176.425,,8667,,3902,7,10,496542089,bitcoin gold,btg
586,2019/06/21,781,3228656,2314,234344,7260176,,,9296,,,142.64,,7543,,3957,15,10,507367964,bitcoin gold,btg
587,2019/06/22,1115,3157239,2482,230294,4370312,,,3920,,,176.75,,10437,,4254,8,9.931,538202365,bitcoin gold,btg
588,2019/06/23,899,3113957,2150,227120,3362307,,,3740,,,153.61,,8164,,3373,10,10.07,546382595,bitcoin gold,btg
589,2019/06/24,842,2937875,2291,216665,8434136,,,10017,,,138.23,,8269,,3667,10,10.141,542088952,bitcoin gold,btg
590,2019/06/25,919,3061916,2245,223594,15478822,,,16843,,,153.005,,7986,,3621,6,10.141,544452621,bitcoin gold,btg
591,2019/06/26,1256,3007869,2602,220765,13803665,,,10990,,,161.588,,12870,,4822,12,9.664,566032062,bitcoin gold,btg
592,2019/06/27,1010,2763525,2393,203978,56145498,,,55590,,,161.875,,11392,,3625,7,10.667,495666448,bitcoin gold,btg
593,2019/06/28,974,2889139,2269,210489,33034430,,,33916,,,185.833,,8546,,3495,10,10.07,485734735,bitcoin gold,btg
594,2019/06/29,859,2812131,2283,206513,8053897,,,9376,,,140.337,,6858,,3505,5,9.73,499579221,bitcoin gold,btg
595,2019/06/30,848,2759756,2275,201891,6670912,,,7867,,,104.27,,7381,,3669,6,10.141,493633565,bitcoin gold,btg
596,2019/07/01,917,2968108,2423,213676,3809209,,,4154,,,130.633,,10215,,3856,7,9.863,465130951,bitcoin gold,btg
597,2019/07/02,908,3242226,2475,233191,8118479,,,8941,,,128.899,,12447,,3790,6,10,458999360,bitcoin gold,btg
598,2019/07/03,810,2993900,2220,220347,2585181,,,3192,,,122.95,,12045,,3430,10,10.36,471055870,bitcoin gold,btg
599,2019/07/04,1072,3438278,2628,246547,4526380,,,4222,,,108.451,,10028,,3994,9,9.6,482010981,bitcoin gold,btg
600,2019/07/05,892,3641097,2505,262727,2701608,,,3029,,,106.372,,9092,,3679,69,9.931,476769843,bitcoin gold,btg
601,2019/07/06,840,3323310,2469,244734,2332812,,,2777,,,106.113,,6994,,3451,14,9.931,473536675,bitcoin gold,btg
602,2019/07/07,897,3659043,2337,262915,905709,,,1010,,,88.134,,6107,,3473,8,9.931,469435838,bitcoin gold,btg
603,2019/07/08,1035,3434032,2695,252342,2916567,,,2818,,,83.723,,9261,,3914,3,10.213,475308245,bitcoin gold,btg
604,2019/07/09,1595,3386224,2850,247923,73820070,,,46282,,,67.604,,13128,,4194,25,9.863,509804282,bitcoin gold,btg
605,2019/07/10,1369,3387685,3104,254273,15200447,,,11103,,,97.018,,11739,,4306,15,10.667,523795433,bitcoin gold,btg
606,2019/07/11,1400,3460878,3190,253710,16081797,,,11487,,,90.599,,9849,,4549,6,10.07,502175664,bitcoin gold,btg
607,2019/07/12,1818,3811670,3670,277649,15023457,,,8264,,,111.743,,15304,,5211,15,10.07,539429960,bitcoin gold,btg
608,2019/07/13,1283,3826550,3132,278874,2607713,,,2033,,,94.117,,8604,,4486,2,10.07,522843663,bitcoin gold,btg
609,2019/07/14,1244,4087769,2998,298877,2283481,,,1836,,,88.215,,8931,,4169,12,9.796,500948507,bitcoin gold,btg
610,2019/07/15,1338,4152789,3178,302023,13976449,,,10446,,,88.629,,11236,,4513,5,10.07,488376259,bitcoin gold,btg
611,2019/07/16,1376,3783184,3088,278667,82377211,,,59867,,,79.769,,8928,,4435,8,10.141,488735039,bitcoin gold,btg
612,2019/07/17,1339,3965285,3136,287565,12319889,,,9201,,,86.405,,8174,,4456,9,9.796,472669231,bitcoin gold,btg
613,2019/07/18,1418,4294542,3539,309081,13034435,,,9192,,,86.031,,9167,,5295,12,9.73,480418574,bitcoin gold,btg
614,2019/07/19,1304,4356455,3286,317339,4724865,,,3623,,,81.928,,7879,,4340,13,10.36,466576818,bitcoin gold,btg
615,2019/07/20,1508,4068054,3620,302856,2263414,,,1501,,,77.802,,9061,,4782,25,10.07,448343757,bitcoin gold,btg
616,2019/07/21,1277,3855919,3160,286036,1094552,,,857.127,,,75.995,,8223,,4237,6,10.435,504578731,bitcoin gold,btg
617,2019/07/22,1515,3932739,3503,293411,1238949,,,817.788,,,54.651,,8844,,4565,12,10.141,392899063,bitcoin gold,btg
618,2019/07/23,1728,3597220,3873,266370,6287969,,,3639,,,72.205,,9155,,4969,2,9.931,431426917,bitcoin gold,btg
619,2019/07/24,1869,3689545,4114,269050,8811519,,,4715,,,76.712,,9245,,5416,7,10.141,388700524,bitcoin gold,btg
620,2019/07/25,2045,3458334,4901,255432,6888941,,,3369,,,79.229,,9957,,5852,10,10.141,386154192,bitcoin gold,btg
621,2019/07/26,2118,3680552,5137,266656,8725030,,,4119,,,84.628,,11258,,6160,12,10.213,365249877,bitcoin gold,btg
622,2019/07/27,2108,3423313,5000,251675,5814466,,,2758,,,73.632,,9023,,5975,31,9.863,354728554,bitcoin gold,btg
623,2019/07/28,1537,3501249,3893,254303,1535078,,,998.75,,,59.155,,7898,,4930,22,9.664,344158888,bitcoin gold,btg
624,2019/07/29,1981,3356056,4982,247639,2895892,,,1462,,,63.138,,10655,,6027,20,10.588,338833185,bitcoin gold,btg
