,date,transactions,hashrate,sent_addresses,difficulty,send_usd,mining_profitability,av_transaction_size,av_transaction_value,median_transaction_size,google_trends,median_transaction_value,top_100_percent,block_size,fee_reward,active_addresses,tweets,confirmation_time,market_cap,full_name,coin
200,2018/05/31,2973,24222524,1952,1656423,6602237,,,2221,,,0.529,,278792,,71191,53,8.944,739735440,bitcoin gold,btg
201,2018/06/01,4662,27944687,2533,1791353,3813807,,,818.062,,,0.52,,430801,,138102,50,8.421,749518131,bitcoin gold,btg
202,2018/06/02,963,24525630,1753,1643121,2638518,,,2740,,,91.503,,3782,,3275,35,8.675,767716704,bitcoin gold,btg
203,2018/06/03,4101,28812170,1751,1793547,3283796,,,800.73,,,0.512,,522361,,133137,62,9.863,792011715,bitcoin gold,btg
204,2018/06/04,2730,26995624,1919,1852683,5133860,,,1881,,,0.498,,275756,,99949,37,9.351,767197918,bitcoin gold,btg
205,2018/06/05,859,25460043,1667,1788953,1784022,,,2077,,,156.93,,5836,,3563,53,9.351,766518914,bitcoin gold,btg
206,2018/06/06,854,25261443,1692,1751482,3732610,,,4371,,,129.551,,8778,,3361,77,9.29,770109462,bitcoin gold,btg
207,2018/06/07,841,27218167,1693,1858619,3405964,,,4050,,,158.139,,6172,,3396,42,9.931,774327679,bitcoin gold,btg
208,2018/06/08,844,25332819,1783,1797655,4316386,,,5129,,,182.41,,5484,,3707,42,9.863,755691549,bitcoin gold,btg
209,2018/06/09,917,27089651,1733,1849946,3737507,,,4076,,,175.254,,6378,,3595,26,10.36,751025393,bitcoin gold,btg
210,2018/06/10,1379,27622402,1948,1732437,5937931,,,4306,,,327.761,,6936,,4109,23,7.347,684736592,bitcoin gold,btg
211,2018/06/11,5898,29125378,1861,1861521,2618138,,,443.903,,,0.383,,683816,,177432,36,9.29,624953728,bitcoin gold,btg
212,2018/06/12,4554,27002125,2150,1902593,13285323,,,2917,,,0.375,,537588,,195465,47,9.6,628992435,bitcoin gold,btg
213,2018/06/13,2008,28049057,2205,1904720,16351225,,,8143,,,41.621,,143184,,35710,35,10.213,571026033,bitcoin gold,btg
214,2018/06/14,2317,26500891,1981,1796052,8760250,,,3781,,,0.394,,241865,,85329,23,8.889,575372753,bitcoin gold,btg
215,2018/06/15,2958,24828183,1858,1748256,5927095,,,2004,,,0.282,,333787,,85527,43,9.796,574531242,bitcoin gold,btg
216,2018/06/16,3697,27482032,1610,1804196,6249979,,,1691,,,0.258,,393204,,108604,25,8.324,559593700,bitcoin gold,btg
217,2018/06/17,4400,29964979,1699,1935498,12115100,,,2753,,,0.215,,479817,,75180,20,8.727,562185325,bitcoin gold,btg
218,2018/06/18,1184,28432105,1842,1859015,19934093,,,16836,,,60.722,,50304,,18511,35,8.889,547349053,bitcoin gold,btg
219,2018/06/19,3729,28637028,1617,1827586,12804856,,,3434,,,0.122,,449918,,74817,83,9.351,557299031,bitcoin gold,btg
220,2018/06/20,806,27219954,1696,1791365,11525983,,,14300,,,197.309,,6247,,3634,65,9.351,544521320,bitcoin gold,btg
221,2018/06/21,807,27785393,1704,1876111,8539830,,,10582,,,196.432,,6198,,3392,26,9.664,548134023,bitcoin gold,btg
222,2018/06/22,945,24667476,1914,1741388,3450984,,,3652,,,287.393,,6626,,3919,43,9.664,492871034,bitcoin gold,btg
223,2018/06/23,900,27292718,1787,1790953,21702043,,,24113,,,319.584,,5640,,3143,83,8.944,443232980,bitcoin gold,btg
224,2018/06/24,860,27282014,1642,1943454,3587390,,,4171,,,200.461,,5962,,3096,39,10.746,411569404,bitcoin gold,btg
225,2018/06/25,2449,23619613,1971,1712838,2529229,,,1033,,,0.0537,,221278,,16385,46,9,426607997,bitcoin gold,btg
226,2018/06/26,1370,27814418,1554,1895553,11568414,,,8444,,,92.41,,101237,,7670,78,9.73,436133968,bitcoin gold,btg
227,2018/06/27,848,26458073,1623,1823975,4454611,,,5253,,,204.333,,6461,,3189,58,9.29,416435158,bitcoin gold,btg
228,2018/06/28,692,25208785,1407,1736483,1042414,,,1506,,,168.721,,3823,,2689,55,9.172,421485925,bitcoin gold,btg
229,2018/06/29,693,27353349,1441,1810430,3057543,,,4412,,,179.602,,4157,,2665,63,9.73,402717332,bitcoin gold,btg
230,2018/06/30,827,27634564,1594,1923569,1934932,,,2340,,,236.663,,4381,,2944,65,9.664,443650121,bitcoin gold,btg
231,2018/07/01,701,26900771,1438,1908465,837141,,,1194,,,142.316,,5076,,2919,45,10.213,448577945,bitcoin gold,btg
232,2018/07/02,758,25649620,1541,1816527,633847,,,836.21,,,129.5,,4315,,2951,84,9.536,480886118,bitcoin gold,btg
233,2018/07/03,607,18394043,1382,1284605,483523,,,796.578,,,130.022,,4517,,2062,137,7.956,510580546,bitcoin gold,btg
234,2018/07/04,698,1704760,1317,90347,487221,,,698.025,,,141.197,,4307,,2422,113,8.421,503014682,bitcoin gold,btg
235,2018/07/05,825,1723326,1662,120653,1367124,,,1657,,,154.248,,7731,,3590,106,9.664,502980668,bitcoin gold,btg
236,2018/07/06,924,1676924,1891,121754,1388532,,,1503,,,163.701,,6208,,3646,42,9.863,482749634,bitcoin gold,btg
237,2018/07/07,762,1699850,1688,123739,1444044,,,1895,,,172.432,,6064,,3156,27,10.588,507645145,bitcoin gold,btg
238,2018/07/08,897,1701451,1810,123267,1365284,,,1522,,,146.273,,6223,,3499,32,9.474,528833455,bitcoin gold,btg
239,2018/07/09,964,2001772,1875,141913,2644075,,,2743,,,168.995,,8909,,3825,50,10.511,532727878,bitcoin gold,btg
240,2018/07/10,842,1706410,1838,126675,2241383,,,2662,,,269.874,,10374,,4719,81,9.931,533753542,bitcoin gold,btg
241,2018/07/11,922,1912248,1921,137866,81608038,,,88512,,,429.878,,7080,,3601,55,9.73,591606857,bitcoin gold,btg
242,2018/07/12,927,2092061,1812,150595,1859714,,,2006,,,141.454,,8867,,3474,62,10.667,564744047,bitcoin gold,btg
243,2018/07/13,963,1642524,1972,122872,1725563,,,1792,,,154.428,,8073,,3863,85,9.536,498885365,bitcoin gold,btg
244,2018/07/14,689,1778418,1626,128711,869642,,,1262,,,141.478,,6144,,3265,172,10.07,472880001,bitcoin gold,btg
245,2018/07/15,1184,2136605,2262,152493,3867830,,,3267,,,286.047,,15557,,5479,147,9.931,494131497,bitcoin gold,btg
246,2018/07/16,890,1933202,1860,143233,1392516,,,1565,,,141.466,,8755,,3664,52,10.213,498948920,bitcoin gold,btg
247,2018/07/17,967,1708242,2188,127878,7582618,,,7841,,,218.855,,10121,,3945,31,10.511,515290264,bitcoin gold,btg
248,2018/07/18,1050,1909233,2153,137484,11890255,,,11324,,,183.087,,13482,,4125,48,9.863,549470111,bitcoin gold,btg
249,2018/07/19,879,1811771,1906,133004,4568280,,,5197,,,276.111,,6950,,3813,61,9.664,538008972,bitcoin gold,btg
250,2018/07/20,805,2128579,1955,151665,4133240,,,5134,,,298.997,,8862,,3741,55,9.931,507391723,bitcoin gold,btg
251,2018/07/21,695,1958153,1843,143871,1250888,,,1800,,,151.018,,7792,,3684,67,9.863,490189455,bitcoin gold,btg
252,2018/07/22,718,1859392,1896,137626,1530801,,,2132,,,192.965,,7424,,3565,38,10.667,497275645,bitcoin gold,btg
253,2018/07/23,1038,1886917,2233,137262,6321814,,,6090,,,351.162,,8723,,4248,67,9.796,523233377,bitcoin gold,btg
254,2018/07/24,974,2088147,2213,149648,4091333,,,4201,,,250.117,,9871,,4123,54,10.213,535047300,bitcoin gold,btg
255,2018/07/25,995,1572135,2294,118901,3433912,,,3451,,,184.386,,9748,,4310,78,9.796,529461834,bitcoin gold,btg
256,2018/07/26,890,2083665,2245,146995,2690609,,,3023,,,178.86,,8987,,4373,47,9.863,528674969,bitcoin gold,btg
257,2018/07/27,834,1937003,2201,142865,2974437,,,3566,,,165.9,,7614,,4063,40,9.931,505374729,bitcoin gold,btg
258,2018/07/28,735,1852964,1955,136333,2299124,,,3128,,,134.991,,8499,,3539,31,10.588,501657361,bitcoin gold,btg
259,2018/07/29,840,1909076,2248,138458,3020388,,,3596,,,159.603,,7884,,4250,49,9.172,504103229,bitcoin gold,btg
260,2018/07/30,885,2796717,2176,194003,1632207,,,1844,,,245.827,,11446,,3967,44,11.25,493316151,bitcoin gold,btg
261,2018/07/31,980,1660159,2342,129085,2393182,,,2442,,,272.935,,16088,,4507,24,9.73,465310343,bitcoin gold,btg
262,2018/08/01,991,1835234,2322,133064,1492784,,,1506,,,254.64,,38388,,8958,16,9.73,439985090,bitcoin gold,btg
263,2018/08/02,916,2170602,2112,154502,2069695,,,2259,,,220.373,,40983,,6010,36,11.25,432074209,bitcoin gold,btg
264,2018/08/03,1036,1655068,2277,127776,3369507,,,3252,,,295.409,,39192,,8219,45,9.796,407519702,bitcoin gold,btg
265,2018/08/04,780,1782794,1961,130450,2074101,,,2659,,,141.427,,31587,,8757,20,10.213,413303460,bitcoin gold,btg
266,2018/08/05,880,2103409,2089,150184,2518618,,,2862,,,226.437,,46534,,14866,29,9.863,417186707,bitcoin gold,btg
267,2018/08/06,1348,1958333,2630,143498,15293739,,,11346,,,313.376,,40252,,15095,41,9.73,436423921,bitcoin gold,btg
268,2018/08/07,1027,1990077,2401,144680,6659824,,,6485,,,229.253,,10655,,4130,43,9.73,431568515,bitcoin gold,btg
269,2018/08/08,971,2089437,2232,151245,7153574,,,7367,,,230.832,,10773,,4365,45,10.667,380831053,bitcoin gold,btg
270,2018/08/09,872,2202735,2192,159065,2893878,,,3319,,,210.332,,9310,,3987,32,9.536,376029041,bitcoin gold,btg
271,2018/08/10,809,1985219,2066,146559,2467693,,,3050,,,188.568,,9952,,null,23,10.286,372937555,bitcoin gold,btg
272,2018/08/11,734,1929270,1961,141575,1829261,,,2492,,,186.125,,10036,,null,30,10.141,342151877,bitcoin gold,btg
273,2018/08/12,755,2056871,2045,148574,2132153,,,2824,,,139.446,,8152,,null,23,9.29,341749926,bitcoin gold,btg
274,2018/08/13,799,2344115,2091,167369,4805922,,,6015,,,157.318,,9321,,3763,35,10.511,331078832,bitcoin gold,btg
275,2018/08/14,1163,2299017,2392,167867,4584701,,,3942,,,198.45,,11667,,4578,30,11.077,274078831,bitcoin gold,btg
276,2018/08/15,983,1979234,2173,146897,4247669,,,4321,,,177.397,,9311,,4094,54,9.351,290404596,bitcoin gold,btg
277,2018/08/16,768,2273626,1924,163256,1639864,,,2135,,,174.691,,10829,,3530,39,9.73,291943781,bitcoin gold,btg
278,2018/08/17,865,1901455,1999,142079,3326681,,,3846,,,223.818,,8759,,3688,29,10.141,309211670,bitcoin gold,btg
279,2018/08/18,760,2049561,1853,148560,1822827,,,2398,,,207.132,,18991,,10916,14,10.07,326012247,bitcoin gold,btg
280,2018/08/19,857,2211784,1989,159507,1394461,,,1627,,,199.556,,20160,,12591,18,10.141,325090401,bitcoin gold,btg
281,2018/08/20,737,2036273,1816,149895,1552234,,,2106,,,127.349,,8303,,2837,25,9.931,331966761,bitcoin gold,btg
282,2018/08/21,699,2357451,1778,168433,2892152,,,4138,,,98.028,,7805,,3563,47,10.746,318164602,bitcoin gold,btg
283,2018/08/22,841,2000440,2092,148837,1884304,,,2241,,,94.348,,46365,,13257,22,9.474,325513318,bitcoin gold,btg
284,2018/08/23,896,1831310,2565,136076,2160600,,,2411,,,96.715,,59407,,16602,24,10.286,315311982,bitcoin gold,btg
285,2018/08/24,773,2204433,2034,156950,2479396,,,3207,,,142.355,,10555,,4187,126,10,324305576,bitcoin gold,btg
286,2018/08/25,940,2155255,2195,160009,3164351,,,3366,,,244.935,,10359,,3839,48,9.664,346097245,bitcoin gold,btg
287,2018/08/26,863,2306779,2117,166661,1732952,,,2008,,,206.244,,9549,,3987,18,11.163,337830826,bitcoin gold,btg
288,2018/08/27,909,2133355,2266,157333,2452866,,,2698,,,212.127,,11263,,4033,39,9.351,341172934,bitcoin gold,btg
289,2018/08/28,1170,2412302,2695,174529,6245750,,,5338,,,266.468,,11518,,5462,38,10.07,368554113,bitcoin gold,btg
290,2018/08/29,1247,2091985,2799,155337,9821605,,,7876,,,276.194,,14121,,5279,56,10.286,383143323,bitcoin gold,btg
291,2018/08/30,939,2227938,2503,161707,5026788,,,5353,,,175.305,,12875,,4367,43,9.796,378393913,bitcoin gold,btg
292,2018/08/31,955,2695697,2559,191530,4434317,,,4643,,,180.89,,10259,,4299,14,10.213,381922852,bitcoin gold,btg
293,2018/09/01,1882,1918341,3462,146740,16197189,,,8606,,,550.294,,15299,,5928,20,10.07,378323444,bitcoin gold,btg
294,2018/09/02,1548,2310987,2962,165632,7502576,,,4847,,,260.238,,11850,,5073,47,9.863,374819171,bitcoin gold,btg
295,2018/09/03,1470,2220889,2832,162369,6376564,,,4338,,,179.996,,14485,,5114,47,10,370508521,bitcoin gold,btg
296,2018/09/04,1637,2131819,3094,156874,9511782,,,5810,,,257.499,,13007,,5606,222,10.213,373749793,bitcoin gold,btg
297,2018/09/05,1609,2332702,3212,168267,9102670,,,5657,,,260.775,,13982,,5817,55,9.6,360977684,bitcoin gold,btg
298,2018/09/06,1430,2464900,2835,178364,5825852,,,4074,,,227.868,,12585,,5147,43,10.213,330969888,bitcoin gold,btg
299,2018/09/07,1060,2316731,2288,170286,3286059,,,3100,,,177.992,,12777,,5108,28,10.141,333136745,bitcoin gold,btg
300,2018/09/08,981,2337717,2313,171045,4135939,,,4216,,,239.582,,11876,,4327,26,9.796,331745618,bitcoin gold,btg
301,2018/09/09,925,2615623,2293,187744,4730480,,,5114,,,153.346,,11553,,4319,24,10.286,331607989,bitcoin gold,btg
302,2018/09/10,1238,2473834,2658,182170,4872382,,,3936,,,98.902,,70912,,18038,29,9.863,335028193,bitcoin gold,btg
303,2018/09/11,1189,2552977,2666,185482,6781453,,,5703,,,150.717,,45097,,14986,31,9.863,332828203,bitcoin gold,btg
304,2018/09/12,1066,2751893,2566,198574,4282771,,,4018,,,176.117,,12544,,5078,25,10,323083368,bitcoin gold,btg
305,2018/09/13,1303,2379508,2907,176543,8221049,,,6309,,,248.403,,13849,,4932,22,10.992,344140579,bitcoin gold,btg
306,2018/09/14,992,2353531,2571,172173,4127670,,,4161,,,158.302,,10158,,4517,31,9.664,348934505,bitcoin gold,btg
307,2018/09/15,1063,2513942,2764,181762,4883551,,,4594,,,202.367,,11822,,4950,27,9.474,355475971,bitcoin gold,btg
308,2018/09/16,947,2638697,2569,191522,2503048,,,2643,,,199.531,,14759,,4443,13,10.667,353523852,bitcoin gold,btg
309,2018/09/17,1085,2227790,2810,168161,28342486,,,26122,,,258.833,,16247,,5041,18,10.36,358736180,bitcoin gold,btg
310,2018/09/18,1027,2480281,2782,180866,5757362,,,5606,,,257.56,,14036,,4875,49,9.664,361062690,bitcoin gold,btg
311,2018/09/19,960,2765600,2595,198692,4574672,,,4765,,,219.587,,47109,,6952,15,9.863,363986224,bitcoin gold,btg
312,2018/09/20,919,2621195,2635,192614,4768908,,,5189,,,166.912,,16823,,4868,28,10.213,364845951,bitcoin gold,btg
313,2018/09/21,1297,2505262,3005,183773,7408242,,,5712,,,250.723,,26841,,11855,39,10.213,386063576,bitcoin gold,btg
314,2018/09/22,910,2905474,2710,207542,6501046,,,7144,,,221.663,,14387,,4831,32,9.73,388394391,bitcoin gold,btg
315,2018/09/23,967,2550894,2630,188544,4270511,,,4416,,,226.559,,13349,,4545,15,9.796,392799507,bitcoin gold,btg
316,2018/09/24,829,2753007,2614,198502,2791207,,,3367,,,180.58,,16465,,4696,28,10.07,390015213,bitcoin gold,btg
317,2018/09/25,757,3423096,2590,242301,3423047,,,4522,,,167.683,,12767,,4777,20,9.73,378191857,bitcoin gold,btg
318,2018/09/26,1123,2524108,2926,191806,10980137,,,9778,,,287.165,,19108,,5115,50,10.588,398375943,bitcoin gold,btg
319,2018/09/27,1468,3014147,3243,216392,15877499,,,10816,,,257.055,,24911,,6198,38,10.213,438267564,bitcoin gold,btg
320,2018/09/28,1160,2918779,3297,216736,10375703,,,8945,,,313.559,,17239,,5779,34,9.664,463355707,bitcoin gold,btg
321,2018/09/29,932,3786269,2920,266619,6164807,,,6615,,,206.94,,16372,,5177,14,10.07,455695523,bitcoin gold,btg
322,2018/09/30,847,3454171,2670,253278,2260736,,,2669,,,130.456,,14878,,4769,14,9.863,452633297,bitcoin gold,btg
323,2018/10/01,967,3424805,2839,254170,3725208,,,3852,,,186.478,,18515,,4989,21,10.286,446057587,bitcoin gold,btg
324,2018/10/02,864,3154527,2788,234625,1833357,,,2122,,,129.8,,16577,,4956,15,9.863,443393891,bitcoin gold,btg
325,2018/10/03,913,3878191,2712,276230,5637957,,,6175,,,162.322,,14639,,4987,17,10.511,439074278,bitcoin gold,btg
326,2018/10/04,951,3216136,2832,240391,4198188,,,4414,,,263.862,,20528,,8155,34,10.213,451617630,bitcoin gold,btg
327,2018/10/05,938,3145112,2978,231421,6612471,,,7050,,,222.435,,20902,,5248,26,10.141,458732753,bitcoin gold,btg
328,2018/10/06,1940,4056776,4519,286340,22288598,,,11489,,,559.291,,20676,,7401,37,9.796,491964571,bitcoin gold,btg
329,2018/10/07,1385,3662429,3311,271084,8753296,,,6320,,,273.671,,13816,,5215,34,10.141,474199980,bitcoin gold,btg
330,2018/10/08,1627,3526525,3732,258589,14596574,,,8971,,,342.328,,20697,,6439,25,9.664,475489992,bitcoin gold,btg
331,2018/10/09,1354,3703714,3261,271013,9503803,,,7019,,,340.077,,19482,,5700,23,10.286,472413446,bitcoin gold,btg
332,2018/10/10,1130,3685398,3051,269447,13494595,,,11942,,,332.475,,16713,,5372,25,10.07,461899528,bitcoin gold,btg
333,2018/10/11,1048,3635000,2936,265580,5438482,,,5189,,,248.855,,16243,,5371,14,10.07,425637437,bitcoin gold,btg
334,2018/10/12,1006,3188124,2808,241421,4178896,,,4154,,,170.399,,16875,,5062,26,10.511,431779863,bitcoin gold,btg
335,2018/10/13,831,3477613,2820,257838,5511509,,,6632,,,224.628,,14582,,4863,15,10.213,433105290,bitcoin gold,btg
336,2018/10/14,871,3112902,2838,231081,3585710,,,4117,,,166.381,,15781,,4456,15,9.73,431296498,bitcoin gold,btg
337,2018/10/15,1205,3647948,3207,263503,10026930,,,8321,,,262.671,,20873,,5847,10,10.286,456387579,bitcoin gold,btg
338,2018/10/16,1126,3940928,3101,285200,9033987,,,8023,,,277.463,,28673,,7802,33,10.213,467314599,bitcoin gold,btg
339,2018/10/17,924,3699765,2581,274192,2504271,,,2710,,,182.505,,9704,,4510,19,10,466257538,bitcoin gold,btg
340,2018/10/18,846,3427076,2841,255775,2197337,,,2597,,,118.656,,14861,,5239,11,10.07,460624018,bitcoin gold,btg
341,2018/10/19,780,3191476,2694,236173,3586439,,,4598,,,149.499,,13907,,5286,8,10.286,455171905,bitcoin gold,btg
342,2018/10/20,836,3258280,3018,237645,5121509,,,6126,,,152.943,,37732,,10782,5,9.863,464305644,bitcoin gold,btg
343,2018/10/21,786,2890528,2724,214890,7481958,,,9519,,,145.398,,12667,,4680,10,10.286,465925805,bitcoin gold,btg
344,2018/10/22,976,3327694,3132,243257,6242605,,,6396,,,179.14,,13022,,5241,7,10.141,460583937,bitcoin gold,btg
345,2018/10/23,964,2834122,2933,211991,19167310,,,19883,,,193.62,,12823,,5108,10,10.511,461297861,bitcoin gold,btg
346,2018/10/24,3082,3076633,3708,222136,9642324,,,3129,,,20.149,,219500,,18685,17,9.863,481709577,bitcoin gold,btg
347,2018/10/25,2038,3611919,4013,258626,21242170,,,10423,,,1979,,12919,,6128,14,10,475667948,bitcoin gold,btg
348,2018/10/26,961,3309310,3026,250985,5086207,,,5293,,,197.833,,12856,,4224,33,10.286,471909610,bitcoin gold,btg
349,2018/10/27,767,3281313,2871,240623,7294666,,,9511,,,138.763,,9928,,4564,14,9.863,471041381,bitcoin gold,btg
350,2018/10/28,893,2932585,2972,216961,3882649,,,4348,,,136.661,,9899,,4600,13,9.796,474672190,bitcoin gold,btg
351,2018/10/29,933,3451594,3085,247180,11660270,,,12498,,,152.556,,14068,,4846,10,10.36,464644519,bitcoin gold,btg
352,2018/10/30,920,3741572,3094,270386,4635557,,,5039,,,181.578,,10558,,4888,8,10.588,457793968,bitcoin gold,btg
353,2018/10/31,988,2644058,3213,205466,12412753,,,12564,,,230.445,,15946,,5782,16,10.07,458567286,bitcoin gold,btg
354,2018/11/01,957,3556811,3088,252351,7563236,,,7903,,,210.683,,21251,,6171,13,9.863,461182245,bitcoin gold,btg
355,2018/11/02,1017,3486804,3253,255258,8075198,,,7940,,,157.343,,11780,,5238,17,9.863,471286956,bitcoin gold,btg
356,2018/11/03,935,3226131,3093,237541,19925387,,,21311,,,176.881,,14117,,5171,14,10.667,473890225,bitcoin gold,btg
357,2018/11/04,1510,3173861,3849,233070,63124262,,,41804,,,314.32,,15511,,5824,18,9.664,500090788,bitcoin gold,btg
358,2018/11/05,1314,2974855,3539,219741,48903133,,,37217,,,320.069,,12433,,5714,14,10.07,516669408,bitcoin gold,btg
359,2018/11/06,1052,3518733,3376,251861,12431227,,,11817,,,229.243,,12995,,5949,21,9.796,531050935,bitcoin gold,btg
360,2018/11/07,1548,3859827,4441,276666,115436271,,,74571,,,394.316,,16614,,6835,23,10.213,549386115,bitcoin gold,btg
361,2018/11/08,1166,3348696,3590,250403,95443547,,,81856,,,316.781,,11751,,5822,17,9.863,534298548,bitcoin gold,btg
362,2018/11/09,1910,3869205,3293,278537,73093727,,,38269,,,54.884,,19365,,10007,12,10.07,515736135,bitcoin gold,btg
363,2018/11/10,756,4390461,2861,313944,3753170,,,4965,,,140.716,,9655,,4903,13,10.141,518102844,bitcoin gold,btg
364,2018/11/11,887,3727731,3116,277343,2460253,,,2774,,,101.77,,11279,,5120,11,9.73,522149222,bitcoin gold,btg
365,2018/11/12,883,3711960,3142,271445,12308999,,,13940,,,143.444,,11663,,5188,35,10.511,502983388,bitcoin gold,btg
366,2018/11/13,833,3817317,2969,275715,5322370,,,6389,,,131.975,,10710,,4945,16,9.536,497824312,bitcoin gold,btg
367,2018/11/14,916,4174407,3214,299945,5370915,,,5863,,,137.675,,11018,,5127,32,9.796,478942846,bitcoin gold,btg
368,2018/11/15,926,3571276,3059,267608,14810701,,,15994,,,138.608,,10601,,5020,31,10.827,457135851,bitcoin gold,btg
369,2018/11/16,816,3812214,3055,278665,5928333,,,7265,,,132.857,,10572,,5165,22,9.796,462271371,bitcoin gold,btg
370,2018/11/17,762,3849860,3004,280280,4274771,,,5610,,,134.049,,11255,,5460,15,10.213,466466998,bitcoin gold,btg
371,2018/11/18,758,3835277,3023,278911,4768999,,,6292,,,123.006,,9887,,4909,45,9.931,478444757,bitcoin gold,btg
372,2018/11/19,1231,4554850,3638,323665,37026426,,,30078,,,155.632,,15274,,6009,24,9.664,464269609,bitcoin gold,btg
373,2018/11/20,1199,4057895,3507,298818,8816024,,,7353,,,200.926,,12240,,6061,24,9.796,385788516,bitcoin gold,btg
374,2018/11/21,718,4471239,2924,321275,1125740,,,1568,,,105.179,,9659,,4928,24,10.909,366155815,bitcoin gold,btg
375,2018/11/22,680,3429317,2663,261564,1114591,,,1639,,,110.882,,9475,,4486,25,10.07,363299097,bitcoin gold,btg
376,2018/11/23,732,3809999,2946,275806,1913106,,,2614,,,96.684,,21085,,5952,32,9.863,336585282,bitcoin gold,btg
377,2018/11/24,858,4372975,2822,311457,8524445,,,9935,,,103.848,,44828,,5765,53,10.141,361636321,bitcoin gold,btg
378,2018/11/25,1011,4131661,2935,302562,8171995,,,8083,,,76.069,,99713,,7865,27,10.435,331557188,bitcoin gold,btg
379,2018/11/26,1052,3843179,3330,283690,3240175,,,3080,,,189.6,,31870,,7768,30,9.412,328370291,bitcoin gold,btg
380,2018/11/27,810,4043983,3011,292947,3383412,,,4177,,,90.83,,9582,,4996,38,10.36,316401083,bitcoin gold,btg
381,2018/11/28,884,3549079,3113,262418,1691490,,,1913,,,96.003,,10927,,5188,35,9.536,334454393,bitcoin gold,btg
382,2018/11/29,741,3252193,2809,240692,1388170,,,1873,,,95.27,,11303,,4646,42,10.667,331934291,bitcoin gold,btg
383,2018/11/30,753,3566516,2849,259583,1549268,,,2057,,,92.243,,9328,,4753,55,9.863,321419587,bitcoin gold,btg
384,2018/12/01,692,3701378,2780,268620,517995,,,748.547,,,92.742,,10074,,4708,34,9.931,323193392,bitcoin gold,btg
385,2018/12/02,622,3667039,2558,268196,414179,,,665.883,,,85.829,,9308,,4467,23,10.588,320981172,bitcoin gold,btg
386,2018/12/03,729,3066102,2862,228517,1171723,,,1607,,,88.189,,12292,,4926,25,9.796,307388390,bitcoin gold,btg
387,2018/12/04,693,3523493,2809,252353,947222,,,1367,,,83.585,,11150,,4334,25,9.73,291288083,bitcoin gold,btg
388,2018/12/05,712,3127525,2868,234421,2023979,,,2843,,,80.017,,10292,,4323,38,10.909,278964404,bitcoin gold,btg
389,2018/12/06,842,3510001,2988,252768,3446746,,,4094,,,77.07,,10394,,4633,null,9.664,256794519,bitcoin gold,btg
390,2018/12/07,837,3733386,2977,269778,2264392,,,2741,,,99.554,,12195,,5022,29,10.141,217786981,bitcoin gold,btg
391,2018/12/08,721,3231383,2880,239727,1114999,,,1546,,,79.093,,12821,,4460,17,9.73,216581512,bitcoin gold,btg
392,2018/12/09,638,3158593,2556,231212,625842,,,980.944,,,61.631,,9524,,4349,22,10.746,214951486,bitcoin gold,btg
393,2018/12/10,767,2685261,2918,199758,1796738,,,2343,,,69.624,,13528,,5572,9,9.536,212387021,bitcoin gold,btg
394,2018/12/11,685,3340086,2770,239284,1876626,,,2740,,,59.073,,10012,,4568,23,10.746,206072138,bitcoin gold,btg
395,2018/12/12,669,2613108,2713,197050,832897,,,1245,,,59.263,,13915,,4119,14,9.73,206755469,bitcoin gold,btg
396,2018/12/13,685,2731617,2706,199344,687185,,,1003,,,58.279,,11964,,3943,13,10,203342348,bitcoin gold,btg
397,2018/12/14,619,2716456,2724,198485,398946,,,644.501,,,56.09,,12208,,4477,6,10.286,195723566,bitcoin gold,btg
398,2018/12/15,681,2775151,2735,201798,911886,,,1339,,,53.718,,11304,,4634,21,10.141,187463437,bitcoin gold,btg
399,2018/12/16,672,2832944,2600,205449,830867,,,1236,,,71.542,,9667,,4195,16,9.6,199701722,bitcoin gold,btg
400,2018/12/17,668,2997990,2769,216586,621610,,,930.553,,,59.267,,11497,,4358,10,10,206873360,bitcoin gold,btg
401,2018/12/18,701,3021955,2746,220339,767838,,,1095,,,62.296,,11867,,4182,12,10.746,217470940,bitcoin gold,btg
402,2018/12/19,862,2882523,2976,211022,1738823,,,2017,,,88.43,,11494,,4223,23,9.412,231004312,bitcoin gold,btg
403,2018/12/20,790,3204752,2884,231004,1655866,,,2096,,,71.711,,12659,,5005,11,10.286,244705993,bitcoin gold,btg
404,2018/12/21,913,2827204,3030,215799,2504732,,,2743,,,85.255,,12048,,4901,19,10.07,268006693,bitcoin gold,btg
405,2018/12/22,755,3141525,2809,226223,1152882,,,1527,,,77.549,,9943,,4387,10,10.435,254017114,bitcoin gold,btg
406,2018/12/23,716,2505774,2819,187227,2719883,,,3799,,,77.446,,9200,,4458,13,9.863,266101571,bitcoin gold,btg
407,2018/12/24,955,2891200,2937,207668,1868539,,,1957,,,87.684,,13313,,5225,21,9.931,276619596,bitcoin gold,btg
408,2018/12/25,657,3225014,2707,231077,574299,,,874.124,,,69.85,,9384,,4359,7,9.796,244014937,bitcoin gold,btg
409,2018/12/26,769,2805963,2797,208364,925832,,,1204,,,72.041,,9987,,4592,10,10.36,251697085,bitcoin gold,btg
410,2018/12/27,746,2762410,2820,202058,1928753,,,2585,,,61.257,,11129,,4661,16,9.931,243063594,bitcoin gold,btg
411,2018/12/28,751,2708710,2748,197739,1125389,,,1499,,,68.503,,8913,,4533,20,9.931,239384169,bitcoin gold,btg
