,transactions,top_100_percent,fee_reward,block_size,sent_addresses,mining_profitability,av_transaction_size,send_usd,hashrate,median_transaction_size,confirmation_time,date,tweets,median_transaction_value,difficulty,active_addresses,google_trends,av_transaction_value,market_cap,full_name,coin
806,,,,,,,,,,,,2019/05/10,,,,,,,15666627,whitecoin,whitecoin
807,,,,,,,,,,,,2019/05/11,,,,,,,17130307,whitecoin,whitecoin
808,,,,,,,,,,,,2019/05/12,,,,,,,16955665,whitecoin,whitecoin
809,,,,,,,,,,,,2019/05/13,,,,,,,16346001,whitecoin,whitecoin
810,,,,,,,,,,,,2019/05/14,,,,,,,16768935,whitecoin,whitecoin
811,,,,,,,,,,,,2019/05/15,,,,,,,17255523,whitecoin,whitecoin
812,,,,,,,,,,,,2019/05/16,,,,,,,17476619,whitecoin,whitecoin
813,,,,,,,,,,,,2019/05/17,,,,,,,16838487,whitecoin,whitecoin
814,,,,,,,,,,,,2019/05/18,,,,,,,17234326,whitecoin,whitecoin
815,,,,,,,,,,,,2019/05/19,,,,,,,17384118,whitecoin,whitecoin
816,,,,,,,,,,,,2019/05/20,,,,,,,17039971,whitecoin,whitecoin
817,,,,,,,,,,,,2019/05/21,,,,,,,16707120,whitecoin,whitecoin
818,,,,,,,,,,,,2019/05/22,,,,,,,15951095,whitecoin,whitecoin
819,,,,,,,,,,,,2019/05/23,,,,,,,15127884,whitecoin,whitecoin
820,,,,,,,,,,,,2019/05/24,,,,,,,15138724,whitecoin,whitecoin
821,,,,,,,,,,,,2019/05/25,,,,,,,14899762,whitecoin,whitecoin
822,,,,,,,,,,,,2019/05/26,,,,,,,14862423,whitecoin,whitecoin
823,,,,,,,,,,,,2019/05/27,,,,,,,15121351,whitecoin,whitecoin
824,,,,,,,,,,,,2019/05/28,,,,,,,15006128,whitecoin,whitecoin
825,,,,,,,,,,,,2019/05/29,,,,,,,14953508,whitecoin,whitecoin
826,,,,,,,,,,,,2019/05/30,,,,,,,14804832,whitecoin,whitecoin
827,,,,,,,,,,,,2019/05/31,,,,,,,14485385,whitecoin,whitecoin
828,,,,,,,,,,,,2019/06/01,,,,,,,14726744,whitecoin,whitecoin
829,,,,,,,,,,,,2019/06/02,,,,,,,14611359,whitecoin,whitecoin
830,,,,,,,,,,,,2019/06/03,,,,,,,14004243,whitecoin,whitecoin
831,,,,,,,,,,,,2019/06/04,,,,,,,7638555,whitecoin,whitecoin
832,,,,,,,,,,,,2019/06/05,,,,,,,2713634,whitecoin,whitecoin
833,,,,,,,,,,,,2019/06/06,,,,,,,2808023,whitecoin,whitecoin
834,,,,,,,,,,,,2019/06/07,,,,,,,2911997,whitecoin,whitecoin
835,,,,,,,,,,,,2019/06/08,,,,,,,2882972,whitecoin,whitecoin
836,,,,,,,,,,,,2019/06/09,,,,,,,8849098,whitecoin,whitecoin
837,,,,,,,,,,,,2019/06/10,,,,,,,14588267,whitecoin,whitecoin
838,,,,,,,,,,,,2019/06/11,,,,,,,14825214,whitecoin,whitecoin
839,,,,,,,,,,,,2019/06/12,,,,,,,14647196,whitecoin,whitecoin
840,,,,,,,,,,,,2019/06/13,,,,,,,14887947,whitecoin,whitecoin
841,,,,,,,,,,,,2019/06/14,,,,,,,14434384,whitecoin,whitecoin
842,,,,,,,,,,,,2019/06/15,,,,,,,14612932,whitecoin,whitecoin
843,,,,,,,,,,,,2019/06/16,,,,,,,14350464,whitecoin,whitecoin
844,,,,,,,,,,,,2019/06/17,,,,,,,14451834,whitecoin,whitecoin
845,,,,,,,,,,,,2019/06/18,,,,,,,14109771,whitecoin,whitecoin
846,,,,,,,,,,,,2019/06/19,,,,,,,14093267,whitecoin,whitecoin
847,,,,,,,,,,,,2019/06/20,,,,,,,14179780,whitecoin,whitecoin
848,,,,,,,,,,,,2019/06/21,,,,,,,14758455,whitecoin,whitecoin
849,,,,,,,,,,,,2019/06/22,,,,,,,14920639,whitecoin,whitecoin
850,,,,,,,,,,,,2019/06/23,,,,,,,14786344,whitecoin,whitecoin
851,,,,,,,,,,,,2019/06/24,,,,,,,15518382,whitecoin,whitecoin
852,,,,,,,,,,,,2019/06/25,,,,,,,15237726,whitecoin,whitecoin
853,,,,,,,,,,,,2019/06/26,,,,,,,14541398,whitecoin,whitecoin
854,,,,,,,,,,,,2019/06/27,,,,,,,13758871,whitecoin,whitecoin
855,,,,,,,,,,,,2019/06/28,,,,,,,13390670,whitecoin,whitecoin
856,,,,,,,,,,,,2019/06/29,,,,,,,8505577,whitecoin,whitecoin
857,,,,,,,,,,,,2019/06/30,,,,,,,6049055,whitecoin,whitecoin
858,,,,,,,,,,,,2019/07/01,,,,,,,5013490,whitecoin,whitecoin
859,,,,,,,,,,,,2019/07/02,,,,,,,4578301,whitecoin,whitecoin
860,,,,,,,,,,,,2019/07/03,,,,,,,10756104,whitecoin,whitecoin
861,,,,,,,,,,,,2019/07/04,,,,,,,11577887,whitecoin,whitecoin
862,,,,,,,,,,,,2019/07/05,,,,,,,11229439,whitecoin,whitecoin
863,,,,,,,,,,,,2019/07/06,,,,,,,11405410,whitecoin,whitecoin
864,,,,,,,,,,,,2019/07/07,,,,,,,11549556,whitecoin,whitecoin
865,,,,,,,,,,,,2019/07/08,,,,,,,11521391,whitecoin,whitecoin
866,,,,,,,,,,,,2019/07/09,,,,,,,11075861,whitecoin,whitecoin
867,,,,,,,,,,,,2019/07/10,,,,,,,10608723,whitecoin,whitecoin
868,,,,,,,,,,,,2019/07/11,,,,,,,9719782,whitecoin,whitecoin
869,,,,,,,,,,,,2019/07/12,,,,,,,9424331,whitecoin,whitecoin
870,,,,,,,,,,,,2019/07/13,,,,,,,9300708,whitecoin,whitecoin
