,date,active_addresses,tweets,top_100_percent,difficulty,transactions,av_transaction_size,market_cap,confirmation_time,median_transaction_value,send_usd,google_trends,block_size,mining_profitability,hashrate,sent_addresses,median_transaction_size,fee_reward,av_transaction_value,full_name,coin
0,2009/01/03,null,,null,1,null,,,,,,,204,,null,,,,,bitcoin,btc
1,2009/01/04,null,,null,null,null,,,,,,,null,,null,,,,,bitcoin,btc
2,2009/01/05,null,,null,null,null,,,,,,,null,,null,,,,,bitcoin,btc
3,2009/01/06,null,,null,null,null,,,,,,,null,,null,,,,,bitcoin,btc
4,2009/01/07,null,,null,null,null,,,,,,,null,,null,,,,,bitcoin,btc
5,2009/01/08,null,,null,null,null,,,,,,,null,,null,,,,,bitcoin,btc
6,2009/01/09,14,,100,1,null,,,102.857,,,,134,,12576322,1,,,,bitcoin,btc
7,2009/01/10,61,,100,1,null,,,23.607,,,,134.23,,9378233,null,,,,bitcoin,btc
8,2009/01/11,93,,59.524,1,null,,,15.484,,,,134.409,,4857511,1,,,,bitcoin,btc
9,2009/01/12,102,,38.168,1,7,,,15.319,,,,153.372,,4567766,7,,,,bitcoin,btc
10,2009/01/13,123,,25.974,1,null,,,11.707,,,,134.667,,5654593,10,,,,bitcoin,btc
11,2009/01/14,133,,19.498,1,1,,,11.163,,,,138.194,,6206668,20,,,,bitcoin,btc
12,2009/01/15,140,,16.284,1,8,,,11.429,,,,157.579,,6365454,18,,,,bitcoin,btc
13,2009/01/16,114,,14.201,1,2,,,13.333,,,,139.87,,6070043,16,,,,bitcoin,btc
14,2009/01/17,109,,12.394,1,null,,,13.211,,,,134.853,,5240736,18,,,,bitcoin,btc
15,2009/01/18,111,,11.226,1,1,,,13.458,,,,138.944,,5190081,16,,,,bitcoin,btc
16,2009/01/19,133,,11.373,1,2,,,12.522,,,,151.896,,5762472,22,,,,bitcoin,btc
17,2009/01/20,123,,10.873,1,1,,,12.632,,,,143.728,,5793593,21,,,,bitcoin,btc
18,2009/01/21,105,,10.094,1,1,,,14.118,,,,137.99,,5559411,22,,,,bitcoin,btc
19,2009/01/22,102,,10.153,1,1,,,15.824,,,,147.747,,4120719,12,,,,bitcoin,btc
20,2009/01/23,95,,10.117,1,2,,,17.143,,,,148.238,,3518417,18,,,,bitcoin,btc
21,2009/01/24,212,,9.439,1,1,,,7.164,,,,141.06,,8393223,22,,,,bitcoin,btc
22,2009/01/25,193,,8.47,1,1,,,7.539,,,,136,,9962644,14,,,,bitcoin,btc
23,2009/01/26,117,,9.077,1,1,,,15,,,,158.948,,7689965,17,,,,bitcoin,btc
24,2009/01/27,101,,8.745,1,1,,,14.845,,,,139.309,,4617016,8,,,,bitcoin,btc
25,2009/01/28,112,,8.293,1,null,,,12.857,,,,134.652,,4962996,23,,,,bitcoin,btc
26,2009/01/29,134,,8.379,1,1,,,11.901,,,,146.256,,5795924,24,,,,bitcoin,btc
27,2009/01/30,117,,7.972,1,null,,,12.308,,,,134.872,,6240808,23,,,,bitcoin,btc
28,2009/01/31,159,,8.286,1,1,,,10.435,,,,151.464,,6051994,36,,,,bitcoin,btc
29,2009/02/01,116,,7.971,1,1,,,12.743,,,,137.204,,6190608,31,,,,bitcoin,btc
30,2009/02/02,130,,7.605,1,1,,,11.25,,,,136.094,,6153545,37,,,,bitcoin,btc
31,2009/02/03,154,,7.258,1,16,,,10.36,,,,167.496,,6704449,50,,,,bitcoin,btc
32,2009/02/04,119,,6.974,1,null,,,12.101,,,,134.739,,6346531,26,,,,bitcoin,btc
33,2009/02/05,126,,6.696,1,null,,,11.429,,,,134.722,,6048969,34,,,,bitcoin,btc
34,2009/02/06,122,,6.448,1,null,,,11.803,,,,134.836,,6295545,19,,,,bitcoin,btc
35,2009/02/07,156,,6.789,1,4,,,11.163,,,,159.31,,6330966,32,,,,bitcoin,btc
36,2009/02/08,134,,6.536,1,1,,,10.909,,,,136.576,,6434968,46,,,,bitcoin,btc
37,2009/02/09,179,,7.493,1,1,,,10.746,,,,172.604,,6421922,34,,,,bitcoin,btc
38,2009/02/10,120,,7.256,1,null,,,12,,,,134.667,,6511267,18,,,,bitcoin,btc
39,2009/02/11,147,,7.24,1,2,,,10.827,,,,148.128,,6460281,27,,,,bitcoin,btc
40,2009/02/12,119,,7.027,1,null,,,12.101,,,,134.874,,6046361,22,,,,bitcoin,btc
41,2009/02/13,124,,6.819,1,null,,,11.613,,,,134.903,,6055061,27,,,,bitcoin,btc
42,2009/02/14,136,,6.604,1,null,,,10.588,,,,134.787,,6655610,29,,,,bitcoin,btc
43,2009/02/15,142,,6.639,1,3,,,11.25,,,,148.383,,6358856,32,,,,bitcoin,btc
44,2009/02/16,153,,7.118,1,1,,,11.803,,,,163.172,,6230951,26,,,,bitcoin,btc
45,2009/02/17,117,,6.941,1,null,,,12.308,,,,134.897,,5876537,27,,,,bitcoin,btc
46,2009/02/18,118,,6.77,1,null,,,12.203,,,,134.941,,5957088,23,,,,bitcoin,btc
47,2009/02/19,141,,6.925,1,1,,,11.613,,,,150.048,,5943972,37,,,,bitcoin,btc
48,2009/02/20,122,,6.757,1,null,,,11.803,,,,134.852,,6302263,29,,,,bitcoin,btc
49,2009/02/21,114,,6.608,1,null,,,12.632,,,,134.965,,5624662,22,,,,bitcoin,btc
50,2009/02/22,133,,6.589,1,4,,,11.901,,,,147.545,,6022206,28,,,,bitcoin,btc
51,2009/02/23,108,,6.457,1,null,,,13.333,,,,134.991,,5531524,22,,,,bitcoin,btc
52,2009/02/24,106,,6.333,1,null,,,13.585,,,,134.934,,5457302,16,,,,bitcoin,btc
53,2009/02/25,105,,6.214,1,null,,,13.714,,,,134.867,,5346698,16,,,,bitcoin,btc
54,2009/02/26,107,,6.097,1,null,,,13.458,,,,134.963,,5036662,14,,,,bitcoin,btc
55,2009/02/27,152,,6.595,1,1,,,12.522,,,,170.8,,5729494,26,,,,bitcoin,btc
56,2009/02/28,107,,6.603,1,1,,,14.545,,,,143.525,,5316849,8,,,,bitcoin,btc
57,2009/03/01,105,,6.488,1,null,,,13.714,,,,134.952,,5054096,16,,,,bitcoin,btc
58,2009/03/02,108,,6.374,1,null,,,13.333,,,,134.963,,5331702,15,,,,bitcoin,btc
59,2009/03/03,114,,6.395,1,2,,,13.714,,,,144.429,,5226712,17,,,,bitcoin,btc
60,2009/03/04,130,,6.668,1,2,,,13.846,,,,163.712,,5294369,22,,,,bitcoin,btc
61,2009/03/05,121,,6.677,1,1,,,12.857,,,,143.411,,5166785,23,,,,bitcoin,btc
62,2009/03/06,117,,6.558,1,null,,,12.308,,,,134.923,,5859262,31,,,,bitcoin,btc
63,2009/03/07,109,,6.451,1,null,,,13.211,,,,134.972,,5644853,25,,,,bitcoin,btc
64,2009/03/08,142,,6.695,1,3,,,12.522,,,,162.591,,5561590,19,,,,bitcoin,btc
65,2009/03/09,108,,6.59,1,null,,,13.333,,,,134.713,,5735349,21,,,,bitcoin,btc
66,2009/03/10,107,,6.489,1,null,,,13.458,,,,134.972,,5209928,21,,,,bitcoin,btc
67,2009/03/11,114,,6.386,1,null,,,12.632,,,,134.886,,5454076,25,,,,bitcoin,btc
68,2009/03/12,122,,6.309,1,1,,,12.203,,,,138.534,,5725069,30,,,,bitcoin,btc
69,2009/03/13,127,,6.389,1,1,,,12.743,,,,148.389,,5657424,14,,,,bitcoin,btc
70,2009/03/14,110,,6.295,1,null,,,13.091,,,,134.791,,5678662,24,,,,bitcoin,btc
71,2009/03/15,123,,6.193,1,null,,,11.707,,,,134.967,,5783981,28,,,,bitcoin,btc
72,2009/03/16,170,,6.718,1,1,,,11.901,,,,180.512,,6164511,28,,,,bitcoin,btc
73,2009/03/17,114,,6.62,1,null,,,12.632,,,,134.965,,5863375,24,,,,bitcoin,btc
74,2009/03/18,129,,6.702,1,2,,,12.632,,,,149.711,,5612209,16,,,,bitcoin,btc
75,2009/03/19,122,,6.6,1,null,,,11.803,,,,134.787,,5959575,26,,,,bitcoin,btc
76,2009/03/20,131,,6.652,1,1,,,12.203,,,,146.856,,6034212,27,,,,bitcoin,btc
77,2009/03/21,50,,6.611,1,null,,,28.8,,,,134.88,,5293010,26,,,,bitcoin,btc
78,2009/03/22,131,,6.649,1,2,,,12.101,,,,146.126,,3769984,33,,,,bitcoin,btc
79,2009/03/23,130,,6.547,1,null,,,11.077,,,,134.923,,6360511,30,,,,bitcoin,btc
80,2009/03/24,105,,6.467,1,null,,,13.714,,,,134.981,,5685246,17,,,,bitcoin,btc
81,2009/03/25,117,,6.38,1,null,,,12.308,,,,134.786,,5682962,29,,,,bitcoin,btc
82,2009/03/26,146,,6.613,1,1,,,12.308,,,,162.607,,5763023,25,,,,bitcoin,btc
83,2009/03/27,106,,6.534,1,null,,,13.585,,,,134.953,,5567742,22,,,,bitcoin,btc
84,2009/03/28,140,,6.669,1,3,,,12.101,,,,155.235,,5605066,28,,,,bitcoin,btc
85,2009/03/29,116,,6.585,1,null,,,12.414,,,,134.966,,5563060,25,,,,bitcoin,btc
86,2009/03/30,120,,6.5,1,null,,,12,,,,134.85,,6174270,33,,,,bitcoin,btc
87,2009/03/31,143,,6.764,1,1,,,13.091,,,,168.518,,5736621,18,,,,bitcoin,btc
88,2009/04/01,114,,6.683,1,null,,,12.632,,,,134.86,,5430648,23,,,,bitcoin,btc
89,2009/04/02,115,,6.603,1,null,,,12.522,,,,134.887,,5955989,26,,,,bitcoin,btc
90,2009/04/03,116,,6.525,1,null,,,12.414,,,,134.948,,5594588,31,,,,bitcoin,btc
91,2009/04/04,113,,6.45,1,null,,,12.743,,,,134.743,,5601954,27,,,,bitcoin,btc
92,2009/04/05,148,,6.536,1,2,,,11.077,,,,150.554,,6248209,37,,,,bitcoin,btc
93,2009/04/06,109,,6.465,1,null,,,13.211,,,,134.982,,6073474,22,,,,bitcoin,btc
94,2009/04/07,100,,6.402,1,null,,,14.4,,,,134.99,,5094113,9,,,,bitcoin,btc
95,2009/04/08,105,,6.337,1,null,,,13.714,,,,135,,5105377,18,,,,bitcoin,btc
96,2009/04/09,99,,6.276,1,null,,,14.545,,,,134.737,,4926977,18,,,,bitcoin,btc
97,2009/04/10,108,,6.212,1,null,,,13.333,,,,134.944,,5064620,22,,,,bitcoin,btc
98,2009/04/11,128,,6.198,1,1,,,12,,,,142.333,,5914151,32,,,,bitcoin,btc
99,2009/04/12,127,,6.195,1,2,,,12.203,,,,143.712,,5859512,24,,,,bitcoin,btc
100,2009/04/13,117,,6.129,1,1,,,12.522,,,,136.965,,5825783,27,,,,bitcoin,btc
101,2009/04/14,124,,6.06,1,null,,,11.613,,,,134.952,,6041215,35,,,,bitcoin,btc
102,2009/04/15,113,,5.998,1,null,,,12.743,,,,134.743,,5699780,22,,,,bitcoin,btc
103,2009/04/16,123,,5.933,1,null,,,11.707,,,,134.894,,6045975,28,,,,bitcoin,btc
104,2009/04/17,112,,5.874,1,null,,,12.857,,,,134.857,,5826039,16,,,,bitcoin,btc
105,2009/04/18,131,,5.815,1,4,,,11.429,,,,141.04,,5872722,29,,,,bitcoin,btc
106,2009/04/19,128,,5.824,1,1,,,12.101,,,,143,,6050241,22,,,,bitcoin,btc
107,2009/04/20,236,,6.74,1,2,,,12.101,,,,246.034,,5962870,26,,,,bitcoin,btc
108,2009/04/21,125,,6.67,1,1,,,11.707,,,,136.74,,5974516,26,,,,bitcoin,btc
109,2009/04/22,121,,6.603,1,null,,,11.901,,,,134.967,,6015670,21,,,,bitcoin,btc
110,2009/04/23,75,,6.561,1,null,,,19.2,,,,134.68,,4910702,15,,,,bitcoin,btc
111,2009/04/24,115,,6.499,1,null,,,12.522,,,,134.904,,4815481,24,,,,bitcoin,btc
112,2009/04/25,118,,6.436,1,null,,,12.203,,,,134.864,,5862788,29,,,,bitcoin,btc
113,2009/04/26,128,,6.5,1,2,,,12.857,,,,151.054,,5785290,23,,,,bitcoin,btc
114,2009/04/27,104,,6.445,1,null,,,13.846,,,,134.894,,5197535,16,,,,bitcoin,btc
115,2009/04/28,117,,6.385,1,null,,,12.308,,,,134.632,,5639535,28,,,,bitcoin,btc
116,2009/04/29,149,,6.478,1,1,,,11.25,,,,153.094,,5983533,24,,,,bitcoin,btc
117,2009/04/30,131,,6.412,1,null,,,10.992,,,,134.954,,6626342,22,,,,bitcoin,btc
118,2009/05/01,121,,6.352,1,null,,,11.901,,,,134.876,,6087167,32,,,,bitcoin,btc
119,2009/05/02,142,,6.39,1,2,,,11.429,,,,150.373,,6370022,42,,,,bitcoin,btc
120,2009/05/03,110,,6.339,1,3,,,13.585,,,,142.726,,5432058,35,,,,bitcoin,btc
121,2009/05/04,159,,6.503,1,1,,,11.25,,,,161.93,,6028806,33,,,,bitcoin,btc
122,2009/05/05,146,,6.512,1,1,,,10.667,,,,143.667,,6654245,36,,,,bitcoin,btc
123,2009/05/06,135,,6.448,1,null,,,10.667,,,,134.978,,6617035,37,,,,bitcoin,btc
124,2009/05/07,122,,6.39,1,null,,,11.803,,,,135,,6311697,32,,,,bitcoin,btc
125,2009/05/08,107,,6.341,1,null,,,13.458,,,,134.944,,6101575,21,,,,bitcoin,btc
126,2009/05/09,78,,6.305,1,null,,,18.462,,,,134.487,,5123304,25,,,,bitcoin,btc
127,2009/05/10,85,,6.267,1,null,,,16.941,,,,134.753,,3007562,25,,,,bitcoin,btc
128,2009/05/11,123,,6.213,1,1,,,12,,,,137.858,,5686382,20,,,,bitcoin,btc
129,2009/05/12,130,,6.157,1,null,,,11.077,,,,134.923,,6285390,19,,,,bitcoin,btc
130,2009/05/13,117,,6.109,1,5,,,12.973,,,,144.775,,6180537,27,,,,bitcoin,btc
131,2009/05/14,145,,6.064,1,3,,,10.36,,,,140.086,,6001457,48,,,,bitcoin,btc
132,2009/05/15,146,,6.076,1,1,,,10.588,,,,143.603,,7216902,35,,,,bitcoin,btc
133,2009/05/16,119,,6.027,1,null,,,12.101,,,,134.95,,6322797,25,,,,bitcoin,btc
134,2009/05/17,127,,5.976,1,null,,,11.339,,,,134.961,,5868562,28,,,,bitcoin,btc
135,2009/05/18,118,,5.929,1,null,,,12.203,,,,134.924,,6179089,21,,,,bitcoin,btc
136,2009/05/19,86,,5.895,1,null,,,16.744,,,,134.884,,5807669,15,,,,bitcoin,btc
137,2009/05/20,120,,5.848,1,null,,,12,,,,134.733,,4829928,29,,,,bitcoin,btc
138,2009/05/21,82,,5.817,1,null,,,17.561,,,,134.963,,5335009,15,,,,bitcoin,btc
139,2009/05/22,61,,5.794,1,null,,,23.607,,,,134.967,,4176721,10,,,,bitcoin,btc
140,2009/05/23,32,,5.782,1,null,,,45,,,,134.938,,3998008,4,,,,bitcoin,btc
141,2009/05/24,100,,5.744,1,null,,,14.4,,,,134.9,,4893764,24,,,,bitcoin,btc
142,2009/05/25,109,,5.704,1,null,,,13.211,,,,134.954,,4962520,19,,,,bitcoin,btc
143,2009/05/26,125,,5.658,1,null,,,11.52,,,,134.904,,5803695,38,,,,bitcoin,btc
144,2009/05/27,119,,5.616,1,null,,,12.101,,,,134.731,,6272577,37,,,,bitcoin,btc
145,2009/05/28,95,,5.582,1,null,,,15.158,,,,134.884,,5227786,16,,,,bitcoin,btc
146,2009/05/29,167,,5.92,1,1,,,13.585,,,,199.84,,5089465,21,,,,bitcoin,btc
147,2009/05/30,109,,5.88,1,null,,,13.211,,,,134.716,,5180067,20,,,,bitcoin,btc
148,2009/05/31,96,,5.845,1,null,,,15,,,,135,,5770689,24,,,,bitcoin,btc
149,2009/06/01,73,,5.82,1,1,,,20.282,,,,138.831,,4474182,15,,,,bitcoin,btc
150,2009/06/02,111,,5.78,1,null,,,12.973,,,,134.91,,4157996,15,,,,bitcoin,btc
151,2009/06/03,71,,5.755,1,null,,,20.282,,,,135,,5303689,9,,,,bitcoin,btc
152,2009/06/04,66,,5.732,1,null,,,21.818,,,,134.939,,2868665,5,,,,bitcoin,btc
153,2009/06/05,30,,5.722,1,null,,,48,,,,134.9,,3756786,5,,,,bitcoin,btc
154,2009/06/06,28,,5.712,1,null,,,51.429,,,,134.286,,2174057,1,,,,bitcoin,btc
155,2009/06/07,16,,5.707,1,null,,,90,,,,134.938,,1148146,3,,,,bitcoin,btc
156,2009/06/08,82,,5.679,1,null,,,17.561,,,,134.768,,3988561,25,,,,bitcoin,btc
157,2009/06/09,91,,5.648,1,null,,,15.824,,,,134.802,,4399757,25,,,,bitcoin,btc
158,2009/06/10,82,,5.621,1,null,,,17.561,,,,134.927,,4194460,23,,,,bitcoin,btc
159,2009/06/11,89,,5.591,1,null,,,16.18,,,,134.966,,4529425,22,,,,bitcoin,btc
160,2009/06/12,86,,5.563,1,null,,,16.744,,,,134.86,,4506162,23,,,,bitcoin,btc
161,2009/06/13,78,,5.538,1,null,,,18.462,,,,134.449,,3794747,23,,,,bitcoin,btc
162,2009/06/14,72,,5.514,1,null,,,20,,,,134.694,,3784170,34,,,,bitcoin,btc
163,2009/06/15,84,,5.488,1,null,,,17.143,,,,134.952,,3798045,26,,,,bitcoin,btc
164,2009/06/16,71,,5.465,1,null,,,20.282,,,,134.732,,4028873,12,,,,bitcoin,btc
165,2009/06/17,79,,5.44,1,null,,,18.228,,,,134.646,,3571380,19,,,,bitcoin,btc
166,2009/06/18,80,,5.415,1,null,,,18,,,,134.813,,4148214,22,,,,bitcoin,btc
167,2009/06/19,87,,5.389,1,null,,,16.552,,,,134.678,,4169764,33,,,,bitcoin,btc
168,2009/06/20,78,,5.365,1,null,,,18.462,,,,134.769,,4136737,23,,,,bitcoin,btc
169,2009/06/21,81,,5.34,1,null,,,17.778,,,,134.765,,3844934,25,,,,bitcoin,btc
170,2009/06/22,137,,5.654,1,1,,,18.947,,,,225.382,,3998957,21,,,,bitcoin,btc
171,2009/06/23,76,,5.63,1,null,,,18.947,,,,134.566,,3927254,19,,,,bitcoin,btc
172,2009/06/24,100,,5.609,1,2,,,15.158,,,,140.579,,3886099,36,,,,bitcoin,btc
173,2009/06/25,89,,5.698,1,1,,,21.176,,,,168.75,,4296673,27,,,,bitcoin,btc
174,2009/06/26,90,,5.67,1,null,,,16,,,,134.6,,3970072,20,,,,bitcoin,btc
175,2009/06/27,84,,5.644,1,null,,,17.143,,,,134.833,,4238026,22,,,,bitcoin,btc
176,2009/06/28,48,,5.63,1,1,,,31.304,,,,139.739,,3318925,21,,,,bitcoin,btc
177,2009/06/29,85,,5.604,1,1,,,17.349,,,,137.723,,3177062,25,,,,bitcoin,btc
178,2009/06/30,89,,5.587,1,1,,,16.941,,,,140.047,,4187787,26,,,,bitcoin,btc
179,2009/07/01,77,,5.575,1,1,,,19.459,,,,138.432,,4350650,28,,,,bitcoin,btc
180,2009/07/02,85,,5.55,1,1,,,17.349,,,,137.614,,3695130,29,,,,bitcoin,btc
181,2009/07/03,82,,5.526,1,null,,,17.561,,,,134.976,,4075098,29,,,,bitcoin,btc
182,2009/07/04,89,,5.5,1,null,,,16.18,,,,134.876,,4336577,32,,,,bitcoin,btc
183,2009/07/05,79,,5.477,1,null,,,18.228,,,,134.987,,4141006,27,,,,bitcoin,btc
184,2009/07/06,84,,5.452,1,null,,,17.143,,,,134.976,,4168048,28,,,,bitcoin,btc
185,2009/07/07,69,,5.433,1,null,,,20.87,,,,134.942,,3617010,19,,,,bitcoin,btc
186,2009/07/08,74,,5.412,1,null,,,19.459,,,,134.986,,3766780,19,,,,bitcoin,btc
187,2009/07/09,86,,5.387,1,null,,,16.744,,,,134.721,,3830518,33,,,,bitcoin,btc
188,2009/07/10,81,,5.365,1,null,,,17.778,,,,134.864,,4250737,29,,,,bitcoin,btc
189,2009/07/11,83,,5.342,1,null,,,17.349,,,,134.988,,4097964,29,,,,bitcoin,btc
190,2009/07/12,77,,5.32,1,null,,,18.701,,,,134.792,,3799849,25,,,,bitcoin,btc
191,2009/07/13,78,,5.299,1,null,,,18.462,,,,134.91,,3947225,24,,,,bitcoin,btc
192,2009/07/14,69,,5.28,1,null,,,20.87,,,,134.957,,3633524,13,,,,bitcoin,btc
193,2009/07/15,45,,5.268,1,null,,,32,,,,134.978,,2544577,9,,,,bitcoin,btc
194,2009/07/16,71,,5.249,1,null,,,20.282,,,,134.859,,3272008,15,,,,bitcoin,btc
195,2009/07/17,47,,5.237,1,null,,,30.638,,,,134.809,,3478033,12,,,,bitcoin,btc
196,2009/07/18,4,,5.236,1,null,,,360,,,,134,,1055267,4,,,,bitcoin,btc
197,2009/07/19,70,,5.217,1,null,,,20.571,,,,134.8,,2192714,23,,,,bitcoin,btc
198,2009/07/20,192,,5.803,1,1,,,20.571,,,,333.7,,3786172,21,,,,bitcoin,btc
199,2009/07/21,82,,5.779,1,null,,,17.561,,,,134.854,,3801665,18,,,,bitcoin,btc
200,2009/07/22,60,,5.762,1,null,,,24,,,,134.4,,3615925,22,,,,bitcoin,btc
201,2009/07/23,76,,5.74,1,null,,,18.947,,,,134.684,,3215262,21,,,,bitcoin,btc
202,2009/07/24,73,,5.719,1,null,,,19.726,,,,134.932,,3887818,21,,,,bitcoin,btc
203,2009/07/25,32,,5.71,1,null,,,45,,,,134.844,,3567963,10,,,,bitcoin,btc
204,2009/07/26,21,,5.704,1,null,,,68.571,,,,134.524,,929081,21,,,,bitcoin,btc
205,2009/07/27,74,,5.683,1,null,,,19.459,,,,134.905,,2682140,18,,,,bitcoin,btc
206,2009/07/28,41,,5.672,1,null,,,35.122,,,,134.707,,3057924,21,,,,bitcoin,btc
207,2009/07/29,22,,5.671,1,1,,,75.789,,,,148.947,,1470810,17,,,,bitcoin,btc
208,2009/07/30,17,,5.667,1,1,,,96,,,,150.2,,809305,16,,,,bitcoin,btc
209,2009/07/31,17,,5.663,1,null,,,84.706,,,,134.706,,763174,17,,,,bitcoin,btc
210,2009/08/01,28,,5.655,1,null,,,51.429,,,,134.821,,1146511,28,,,,bitcoin,btc
211,2009/08/02,23,,5.648,1,null,,,62.609,,,,134.609,,1423977,23,,,,bitcoin,btc
212,2009/08/03,12,,5.645,1,null,,,120,,,,134.833,,951137,12,,,,bitcoin,btc
213,2009/08/04,81,,5.623,1,null,,,17.778,,,,134.63,,2438424,26,,,,bitcoin,btc
214,2009/08/05,87,,5.599,1,null,,,16.552,,,,134.724,,4513934,27,,,,bitcoin,btc
215,2009/08/06,90,,5.575,1,null,,,16,,,,134.922,,4568279,33,,,,bitcoin,btc
216,2009/08/07,192,,6.083,1,1,,,18,,,,294.525,,3940965,34,,,,bitcoin,btc
217,2009/08/08,80,,6.059,1,null,,,18,,,,134.875,,4116411,30,,,,bitcoin,btc
218,2009/08/09,101,,6.03,1,null,,,14.257,,,,135,,4501425,42,,,,bitcoin,btc
219,2009/08/10,75,,6.009,1,null,,,19.2,,,,134.987,,4467046,19,,,,bitcoin,btc
220,2009/08/11,70,,5.989,1,null,,,20.571,,,,134.914,,3477047,18,,,,bitcoin,btc
221,2009/08/12,63,,5.971,1,null,,,22.857,,,,134.524,,3494408,12,,,,bitcoin,btc
222,2009/08/13,85,,5.947,1,null,,,16.941,,,,134.765,,3696232,28,,,,bitcoin,btc
223,2009/08/14,63,,5.93,1,null,,,22.857,,,,134.825,,3549748,16,,,,bitcoin,btc
224,2009/08/15,26,,5.922,1,null,,,55.385,,,,134.385,,2217933,26,,,,bitcoin,btc
225,2009/08/16,19,,5.917,1,null,,,75.789,,,,134.526,,1134383,19,,,,bitcoin,btc
226,2009/08/17,17,,5.912,1,null,,,84.706,,,,134.824,,992942,17,,,,bitcoin,btc
227,2009/08/18,10,,5.91,1,null,,,144,,,,135,,705368,10,,,,bitcoin,btc
228,2009/08/19,18,,5.905,1,null,,,80,,,,134.389,,675046,16,,,,bitcoin,btc
229,2009/08/20,22,,5.899,1,null,,,65.455,,,,134.182,,1208754,15,,,,bitcoin,btc
230,2009/08/21,14,,5.895,1,null,,,102.857,,,,134,,971405,9,,,,bitcoin,btc
231,2009/08/22,7,,5.893,1,null,,,205.714,,,,134,,462433,7,,,,bitcoin,btc
232,2009/08/23,15,,5.889,1,null,,,96,,,,134.533,,567412,14,,,,bitcoin,btc
233,2009/08/24,15,,5.885,1,null,,,96,,,,134,,545988,6,,,,bitcoin,btc
234,2009/08/25,50,,5.871,1,null,,,28.8,,,,134.66,,2103352,9,,,,bitcoin,btc
235,2009/08/26,96,,6.071,1,3,,,30,,,,254.833,,2125731,9,,,,bitcoin,btc
236,2009/08/27,29,,6.063,1,null,,,49.655,,,,134.345,,1902934,19,,,,bitcoin,btc
237,2009/08/28,75,,6.042,1,null,,,19.2,,,,134.733,,2726337,24,,,,bitcoin,btc
238,2009/08/29,78,,6.02,1,null,,,18.462,,,,134.808,,3885231,24,,,,bitcoin,btc
239,2009/08/30,99,,5.993,1,1,,,14.845,,,,136.381,,4239305,43,,,,bitcoin,btc
240,2009/08/31,93,,5.997,1,1,,,16.744,,,,143.349,,4839429,37,,,,bitcoin,btc
241,2009/09/01,78,,5.976,1,null,,,18.462,,,,134.795,,4173932,30,,,,bitcoin,btc
242,2009/09/02,66,,5.958,1,null,,,21.818,,,,134.848,,3435210,18,,,,bitcoin,btc
243,2009/09/03,76,,6.005,1,1,,,23.607,,,,161.902,,3160879,12,,,,bitcoin,btc
244,2009/09/04,64,,5.988,1,null,,,22.5,,,,134.672,,3015799,24,,,,bitcoin,btc
245,2009/09/05,76,,5.967,1,null,,,18.947,,,,134.842,,3540956,22,,,,bitcoin,btc
246,2009/09/06,68,,5.949,1,null,,,21.176,,,,134.853,,3604924,11,,,,bitcoin,btc
247,2009/09/07,92,,5.986,1,1,,,18.462,,,,154.436,,3721790,21,,,,bitcoin,btc
248,2009/09/08,69,,5.968,1,null,,,20.87,,,,134.768,,3573034,18,,,,bitcoin,btc
249,2009/09/09,54,,5.954,1,null,,,26.667,,,,134.796,,3102374,7,,,,bitcoin,btc
250,2009/09/10,67,,5.936,1,null,,,21.493,,,,134.806,,2978768,13,,,,bitcoin,btc
251,2009/09/11,67,,5.918,1,null,,,21.493,,,,134.821,,3333553,17,,,,bitcoin,btc
252,2009/09/12,69,,5.901,1,null,,,20.87,,,,134.884,,3395015,20,,,,bitcoin,btc
253,2009/09/13,75,,5.881,1,null,,,19.2,,,,134.84,,3562832,20,,,,bitcoin,btc
254,2009/09/14,74,,5.862,1,null,,,19.459,,,,134.851,,3859450,18,,,,bitcoin,btc
255,2009/09/15,44,,5.851,1,null,,,32.727,,,,134.864,,3538940,13,,,,bitcoin,btc
256,2009/09/16,74,,5.833,1,1,,,20,,,,137.875,,2502039,24,,,,bitcoin,btc
257,2009/09/17,186,,6.244,1,1,,,17.143,,,,273.226,,4009255,24,,,,bitcoin,btc
258,2009/09/18,78,,6.223,1,null,,,18.462,,,,134.808,,4207919,25,,,,bitcoin,btc
259,2009/09/19,74,,6.203,1,null,,,19.459,,,,134.959,,3681283,19,,,,bitcoin,btc
260,2009/09/20,78,,6.183,1,null,,,18.462,,,,134.987,,3711593,21,,,,bitcoin,btc
261,2009/09/21,78,,6.199,1,1,,,20.87,,,,148.754,,3973929,21,,,,bitcoin,btc
262,2009/09/22,66,,6.363,1,1,,,57.6,,,,318.84,,2665704,21,,,,bitcoin,btc
263,2009/09/23,36,,6.353,1,null,,,40,,,,134.722,,1226582,13,,,,bitcoin,btc
264,2009/09/24,97,,6.327,1,null,,,14.845,,,,134.505,,3656201,40,,,,bitcoin,btc
265,2009/09/25,119,,6.412,1,2,,,15.824,,,,168.319,,4718859,36,,,,bitcoin,btc
266,2009/09/26,100,,6.385,1,null,,,14.4,,,,134.46,,4550457,40,,,,bitcoin,btc
267,2009/09/27,104,,6.429,1,1,,,16.552,,,,156.379,,4808919,27,,,,bitcoin,btc
268,2009/09/28,85,,6.406,1,null,,,16.941,,,,134.929,,4387916,28,,,,bitcoin,btc
269,2009/09/29,133,,6.562,1,2,,,16.364,,,,191.614,,4073522,34,,,,bitcoin,btc
