,date,active_addresses,tweets,top_100_percent,difficulty,transactions,av_transaction_size,market_cap,confirmation_time,median_transaction_value,send_usd,google_trends,block_size,mining_profitability,hashrate,sent_addresses,median_transaction_size,fee_reward,av_transaction_value,full_name,coin
1357,2012/09/21,39199,,19.367,2864141,30178,,123684041,8.521,13.456,320669131,1.162,81374,4577,22940086151859,26113,0.00619,0.348,10567,bitcoin,btc
1358,2012/09/22,27315,,19.227,2864141,21857,,122505207,9.172,19.029,182192740,1.265,72416,3918,24600136496428,19941,0.00613,0.195,8276,bitcoin,btc
1359,2012/09/23,28638,,19.111,2864141,27841,,122201861,9.114,12.142,95387866,1.23,80771,4486,21562208562738,21356,0.00611,0.231,3407,bitcoin,btc
1360,2012/09/24,33439,,19.105,2864141,29037,,121396711,9.412,12.119,98330515,1.47,85627,4261,21849417637760,24795,0.00606,0.37,3369,bitcoin,btc
1361,2012/09/25,43270,,19.038,2864141,24038,,121719916,10.36,29.745,21508543,1.367,70887,3815,22177123165646,31673,0.00607,0.208,889.628,bitcoin,btc
1362,2012/09/26,48268,,19.02,2864141,32273,,122651570,10.286,12.733,21172242,1.709,103166,4409,19476961360203,34028,0.00612,0.28,653.202,bitcoin,btc
1363,2012/09/27,42082,,19.017,2864141,28186,,123805194,8.944,15.873,16918032,1.333,77634,4849,20525860799704,29565,0.00617,0.201,596.819,bitcoin,btc
1364,2012/09/28,50027,,19.002,2864141,32610,,123814757,9.114,12.299,31940096,1.504,93239,4131,23757457939502,33638,0.00617,0.75,974.734,bitcoin,btc
1365,2012/09/29,38447,,19.024,2864141,23824,,124676061,8.571,17.504,16056721,0.957,67459,4575,22819317347983,25398,0.0062,0.171,669.253,bitcoin,btc
1366,2012/09/30,34670,,19,2864141,20509,,124528633,9.057,17.699,17731294,1.436,63506,4269,23088354171407,21919,0.00619,0.145,857.91,bitcoin,btc
1367,2012/10/01,37976,,18.982,2864141,24596,,124561640,10.992,14.571,20029262,1.726,95028,3878,20954142593842,25045,0.00619,0.254,810.016,bitcoin,btc
1368,2012/10/02,53173,,19.016,2864141,32732,,127260898,9.863,25.332,25262759,1.658,104349,4662,19868945667001,35394,0.00632,0.417,768.379,bitcoin,btc
1369,2012/10/03,50098,,19,3037441,26536,,129671958,10.827,33.328,16119660,1.509,101900,3982,21544834274900,29803,0.00643,0.277,604.434,bitcoin,btc
1370,2012/10/04,51805,,19.044,3054628,32484,,129775211,10.992,20.58,15301307,1.106,119605,4273,20117391433043,33352,0.00643,1.973,469.149,bitcoin,btc
1371,2012/10/05,44533,,19.072,3054628,36235,,128680352,10.588,12.36,33516233,1.411,117049,4221,20625355297680,32523,0.00638,0.406,921.51,bitcoin,btc
1372,2012/10/06,38960,,19.039,3054628,32517,,127732529,9.29,8.009,24916016,1.152,99580,4628,21242531177428,28433,0.00632,0.289,762.611,bitcoin,btc
1373,2012/10/07,43397,,19.022,3054628,34601,,122827641,11.52,10.746,21641744,1.357,130085,3565,21398214020098,29782,0.00608,0.423,623.214,bitcoin,btc
1374,2012/10/08,47641,,18.873,3054628,38033,,119728430,8.09,8.929,20926240,1.137,96948,4493,23521572251977,34345,0.00592,0.307,547.65,bitcoin,btc
1375,2012/10/09,52277,,18.893,3054628,35308,,119611102,10.141,11.914,16036405,1.309,115034,3628,23211824371730,34138,0.00591,0.363,452.367,bitcoin,btc
1376,2012/10/10,47356,,18.99,3054628,31077,,121629216,9.664,12.128,10466931,1.309,95327,3960,22663220470498,31981,0.006,0.315,335.199,bitcoin,btc
1377,2012/10/11,41233,,19.01,3054628,27546,,122453596,10.435,12.569,14971976,1.546,91182,3738,22373013395913,28851,0.00604,0.327,540.817,bitcoin,btc
1378,2012/10/12,44614,,18.968,3054628,28544,,122323979,9.664,15.759,31418093,1.384,89658,4031,22348099284553,29514,0.00603,0.275,1095,bitcoin,btc
1379,2012/10/13,39433,,18.935,3054628,32942,,121109385,9.73,11.925,32260885,1.169,102843,4024,22004474244398,27496,0.00597,0.285,974.944,bitcoin,btc
1380,2012/10/14,38585,,18.94,3054628,27287,,119871460,11.339,13.512,16287450,1.315,102180,3549,21171951305444,26230,0.0059,0.27,594.129,bitcoin,btc
1381,2012/10/15,46286,,18.941,3054628,30829,,119002927,8.521,18.398,10024060,1.197,86187,4332,22895816595828,31580,0.00585,0.258,323.378,bitcoin,btc
1382,2012/10/16,43060,,19.074,3055427,34378,,120494036,9.29,11.371,32467211,1.348,104552,3868,23807164255282,28900,0.00592,0.323,940.179,bitcoin,btc
1383,2012/10/17,44820,,19.059,3072322,31671,,120314193,10.141,22.589,39324058,1.14,111723,3708,22839898288485,30378,0.00591,0.936,1236,bitcoin,btc
1384,2012/10/18,51052,,19.029,3072322,28100,,120984737,9.172,23.784,40256774,1.272,92073,4148,22521314875025,31531,0.00594,0.218,1425,bitcoin,btc
1385,2012/10/19,45193,,19.044,3072322,25218,,120696874,10.667,21.997,31796641,1.305,93830,3339,23983038240228,26796,0.00592,0.234,1254,bitcoin,btc
1386,2012/10/20,43223,,19.048,3072322,30284,,119781511,9.114,14.085,31555322,1.177,92685,4289,21671014158541,29209,0.00587,0.228,1037,bitcoin,btc
1387,2012/10/21,38803,,19.309,3072322,40672,,119318050,8.944,7.66,27422036,1.128,114788,3787,24919008590996,28016,0.00584,0.308,671.566,bitcoin,btc
1388,2012/10/22,41483,,19.607,3072322,42997,,119259960,9.172,9.049,26373259,1.034,119971,3884,23663531167370,30090,0.00584,0.321,611.143,bitcoin,btc
1389,2012/10/23,41451,,19.534,3072322,31901,,119622325,11.077,12.413,30424564,1.072,121230,3322,22962105117277,27591,0.00585,0.323,949.847,bitcoin,btc
1390,2012/10/24,41859,,19.541,3072322,32032,,119216629,8.889,19.97,22094151,1.229,94807,4184,22615200468032,28855,0.00583,0.264,686.282,bitcoin,btc
1391,2012/10/25,39575,,19.473,3072322,26855,,115273725,10.07,27.242,16385185,1.074,92690,3643,22142801232211,26980,0.00563,0.234,606.904,bitcoin,btc
1392,2012/10/26,37807,,19.508,3072322,21762,,107733107,8.727,50.523,10825141,1.04,65681,3713,23408767727020,26199,0.00526,0.222,493.69,bitcoin,btc
1393,2012/10/27,29747,,19.48,3072322,16138,,104780520,8.229,58.108,17140572,1.057,46146,3260,27461327697295,20651,0.00511,0.145,1051,bitcoin,btc
1394,2012/10/28,27647,,19.436,3072322,17799,,107583217,8.675,33.061,9784070,0.949,52842,3524,24722638656220,19877,0.00524,0.154,544.618,bitcoin,btc
1395,2012/10/29,35693,,19.409,3072322,21342,,109415145,9.114,22.491,10730834,0.932,72324,3318,25410148852901,21024,0.00532,0.221,499.109,bitcoin,btc
1396,2012/10/30,34459,,19.758,3304356,30604,,110412084,10.07,14.321,44705255,1.052,97035,3095,24891960462675,25916,0.00537,0.332,1454,bitcoin,btc
1397,2012/10/31,32174,,19.612,3304356,27611,,113596290,10,22.102,41732965,1.074,92366,3415,23353189415583,24528,0.00552,0.32,1504,bitcoin,btc
1398,2012/11/01,31735,,19.623,3304356,23501,,111966954,10.511,28.383,28368777,0.974,80890,3301,22630783330669,22226,0.00544,0.296,1200,bitcoin,btc
1399,2012/11/02,33141,,19.534,3304356,28847,,108379509,10.07,15.306,9165423,0.946,92651,3214,23486929658726,23749,0.0105,0.379,316.158,bitcoin,btc
1400,2012/11/03,32718,,19.6,3304356,23753,,108828408,9.863,21.106,20112917,1.175,74946,3262,23684299697645,22492,0.00528,0.258,841.58,bitcoin,btc
1401,2012/11/04,30663,,19.617,3304356,24147,,110653471,9.172,16.045,24020721,1.404,73932,3262,25871184520713,21319,0.00536,0.25,988.344,bitcoin,btc
1402,2012/11/05,37581,,19.574,3304356,32024,,111243594,9,11.858,24723694,1.605,96486,3422,25267362562426,25094,0.00539,0.323,768.198,bitcoin,btc
1403,2012/11/06,41149,,19.61,3304356,31851,,111742544,10.667,12.014,20429626,1.089,108766,3085,23747882258992,27498,0.00541,0.381,638.705,bitcoin,btc
1404,2012/11/07,43505,,19.526,3304356,36323,,112802946,9.172,13.622,20144067,1.06,106326,3559,24155552630688,30218,0.00545,0.373,552.195,bitcoin,btc
1405,2012/11/08,37672,,19.488,3304356,32261,,113018398,9.351,21.305,14442052,1.175,98842,3171,26607240612205,25844,0.00546,0.328,445.536,bitcoin,btc
1406,2012/11/09,36730,,19.487,3304356,25005,,112589489,9.474,28.698,9397205,0.946,77210,3395,24400906534915,25396,0.00544,0.256,373.542,bitcoin,btc
1407,2012/11/10,34730,,19.478,3304356,26965,,112464808,10,10.842,4681985,1.204,88750,3051,25688893705344,22110,0.00543,0.3,172.71,bitcoin,btc
1408,2012/11/11,30159,,19.519,3304356,23408,,112821438,9.796,20.806,4527355,1.003,71260,3414,23475353309769,21075,0.00544,0.238,192.204,bitcoin,btc
1409,2012/11/12,31553,,19.462,3321435,23771,,113364865,10.909,14.627,5232328,1.576,83471,3050,23700394425584,22062,0.00546,0.271,218.898,bitcoin,btc
1410,2012/11/13,32687,,19.448,3368767,26991,,114014272,10.286,12.006,9303706,1.032,87361,3479,22156863517267,23803,0.00549,0.294,342.918,bitcoin,btc
1411,2012/11/14,37764,,19.435,3368767,29758,,114043278,10.07,10.964,14187315,1.089,93186,3207,24543911916558,26813,0.00549,0.322,474.476,bitcoin,btc
1412,2012/11/15,46301,,19.483,3368767,37468,,115344541,10.588,11.505,29442963,0.946,120487,3225,23497566655011,33237,0.00555,0.465,782.974,bitcoin,btc
1413,2012/11/16,48298,,19.555,3368767,39301,,119403682,9.931,12.067,42427628,2.178,123691,3605,23176749331235,34261,0.00574,0.44,1076,bitcoin,btc
1414,2012/11/17,52911,,19.686,3368767,32398,,122541717,10.286,13.489,31089505,1.691,119093,3397,24339718845712,31322,0.00588,0.366,955.483,bitcoin,btc
1415,2012/11/18,42936,,19.683,3368767,33990,,122116831,9.863,12.682,24104859,1.519,105856,3315,25902849618633,31137,0.00586,0.373,706.142,bitcoin,btc
1416,2012/11/19,42408,,19.711,3368767,36777,,122328916,9.863,11.468,16240595,1.576,113879,3886,22121938003243,30818,0.00587,0.383,439.85,bitcoin,btc
1417,2012/11/20,43756,,19.743,3368767,36711,,122209875,9.796,12.606,18335672,1.376,112396,3386,25525423760633,31757,0.00586,0.383,497.468,bitcoin,btc
1418,2012/11/21,44124,,19.878,3368767,38914,,122529038,9.474,9.878,10785599,1.175,121577,3607,24825892430947,30783,0.00587,0.405,276.087,bitcoin,btc
1419,2012/11/22,41377,,19.919,3368767,30756,,126284233,10,13.149,17346057,1.462,99509,3374,25872346248538,29418,0.00604,0.304,561.361,bitcoin,btc
1420,2012/11/23,35206,,19.905,3368767,32184,,129210145,8.834,11.186,13987268,1.232,100111,4179,24179486384283,23334,0.00618,0.327,432.413,bitcoin,btc
1421,2012/11/24,37101,,19.828,3368767,29567,,129741515,9.536,21.236,14524438,1.519,90369,3484,26942649077037,25103,0.0062,0.289,488.742,bitcoin,btc
1422,2012/11/25,36273,,19.825,3368767,36590,,130341018,9.863,12.438,9996720,1.548,118339,3650,24991069746775,24869,0.00622,0.404,272.123,bitcoin,btc
1423,2012/11/26,41336,,19.529,3402274,35741,,129561797,9.172,12.891,13932898,1.92,107870,3655,26641216860768,28584,0.00618,0.338,388.125,bitcoin,btc
1424,2012/11/27,38562,,19.913,3438909,27484,,128179611,9.73,27.868,17401380,1.404,89049,3538,25849946059629,26860,0.00611,1.102,629.755,bitcoin,btc
1425,2012/11/28,43851,,20.007,3438909,37084,,128806480,8.372,17.666,23125689,2.637,99478,3186,27617333879170,30125,0.00614,0.611,620.724,bitcoin,btc
1426,2012/11/29,41957,,20.002,3438909,37257,,130206257,8.675,10.845,14961437,1.691,104785,1778,29145162344362,28172,0.0062,0.713,399.793,bitcoin,btc
1427,2012/11/30,37110,,20.048,3438909,29633,,131866756,11.52,15.078,9872489,1.347,106558,1667,23696144754789,25173,0.00628,0.719,331.759,bitcoin,btc
1428,2012/12/01,34731,,20.058,3438909,33325,,132026884,8.623,13.563,7844045,1.433,91680,2059,25633185943317,23836,0.00628,0.633,234.207,bitcoin,btc
1429,2012/12/02,27797,,20.044,3438909,20463,,131791177,10.07,21.223,12642591,1.72,68086,1710,26313362738014,18802,0.00627,0.427,613.539,bitcoin,btc
1430,2012/12/03,30145,,20.123,3438909,21512,,132408197,9.796,30.085,21763539,1.347,70341,1840,25266466771568,20962,0.0063,0.499,1005,bitcoin,btc
1431,2012/12/04,42413,,20.02,3438909,32244,,137078247,12.857,19.456,32397301,1.261,137240,1678,21956462268529,27074,0.00652,0.999,1001,bitcoin,btc
1432,2012/12/05,44487,,19.98,3438909,33622,,140902796,11.803,20.252,37741112,1.175,134781,2062,19983804020593,29533,0.0067,0.888,1118,bitcoin,btc
1433,2012/12/06,41024,,19.968,3438909,37026,,139991029,10.511,43.26,43301473,1.72,130655,2040,22528511016263,28974,0.00665,0.905,1165,bitcoin,btc
1434,2012/12/07,40895,,19.974,3438909,32016,,141088947,11.163,19.133,27870389,2.006,111535,1970,22101253449316,28329,0.0067,0.752,867.021,bitcoin,btc
1435,2012/12/08,38315,,19.977,3438909,33036,,141769283,10.435,17.484,13524811,2.293,105632,1950,23995628828125,27956,0.00673,0.745,407.693,bitcoin,btc
1436,2012/12/09,38898,,19.885,3438909,31933,,141226644,11.429,13.375,18813271,2.866,116731,1899,22401866890748,26728,0.0067,0.769,586.833,bitcoin,btc
1437,2012/12/10,35935,,19.902,3422568,36078,,141338953,10.07,19.565,13864980,2.321,119403,2113,22889090251385,24179,0.0134,0.857,382.788,bitcoin,btc
1438,2012/12/11,37042,,19.866,3370182,36635,,142629267,10,18.862,21786481,2.235,118156,2078,23644811577182,27182,0.00676,0.871,592.362,bitcoin,btc
1439,2012/12/12,42715,,19.834,3370182,36606,,144322532,11.077,21.404,48729640,1.92,130936,1875,23932759938636,29476,0.00684,0.876,1326,bitcoin,btc
1440,2012/12/13,46174,,19.652,3370182,42384,,144526307,10.992,16.901,52547940,1.433,150811,2072,21949656739941,32754,0.00685,1.364,1236,bitcoin,btc
1441,2012/12/14,41673,,19.571,3370182,38908,,144081990,13.585,14.651,39945982,1.863,168135,1857,19724915808790,30273,0.00683,1.2,1024,bitcoin,btc
1442,2012/12/15,34598,,19.581,3370182,32249,,142976948,12.414,14.879,22409869,1.777,124158,2186,18115959457861,25837,0.00677,0.835,692.411,bitcoin,btc
1443,2012/12/16,35746,,19.54,3370182,35365,,141432342,12.973,9.992,23839756,1.72,143156,1905,19706464999315,26563,0.0067,0.996,671.997,bitcoin,btc
1444,2012/12/17,40994,,19.573,3370182,40906,,140201681,10.746,12.344,23861671,1.519,131780,2242,20027786554028,31411,0.00664,0.985,581.425,bitcoin,btc
1445,2012/12/18,48138,,19.448,3370182,49687,,140240817,11.52,13.261,31458597,1.662,182955,1946,21592564683254,36850,0.00664,1.268,631.547,bitcoin,btc
1446,2012/12/19,43758,,19.544,3370182,44623,,142126115,10.141,13.461,15247463,1.318,136866,2075,23234335934506,31840,0.00672,0.979,340.611,bitcoin,btc
1447,2012/12/20,39542,,19.502,3370182,35816,,143532381,13.585,13.59,12669312,1.261,155045,1855,19625218574627,27606,0.00679,1.166,352.689,bitcoin,btc
1448,2012/12/21,46127,,19.402,3370182,44454,,143171625,11.429,12.34,22500178,1.06,153397,2116,20392434271415,33023,0.00677,1.163,504.715,bitcoin,btc
1449,2012/12/22,55142,,19.4,3370182,51105,,142111028,9.412,11.467,18797577,1.232,139437,2331,22284767290942,41350,0.00672,1.061,366.725,bitcoin,btc
1450,2012/12/23,39930,,19.401,3370182,36616,,141701460,11.803,10.78,11602668,1.118,134116,1624,25403053993450,27263,0.0067,1.024,315.822,bitcoin,btc
1451,2012/12/24,40024,,19.354,3370182,35979,,141573068,10.909,25.395,14214429,1.404,135453,2126,20939434589810,26534,0.00669,0.846,393.632,bitcoin,btc
1452,2012/12/25,30286,,19.343,3370182,28619,,141710165,11.613,17.755,8053751,1.376,100978,1925,21717004967964,22407,0.00669,0.75,280.199,bitcoin,btc
1453,2012/12/26,38108,,19.412,3182517,36432,,142006146,9.351,13.237,8428205,1.232,117559,2470,21056702116643,22708,0.0067,0.757,230.367,bitcoin,btc
1454,2012/12/27,36567,,19.421,2979637,43631,,142413685,9.231,10.416,10897105,1.605,131259,2221,23831568784259,25730,0.00672,0.942,248.866,bitcoin,btc
1455,2012/12/28,42407,,19.453,2979637,46936,,142339516,8.521,11.511,14402789,1.204,126606,2338,24486030242319,31175,0.00672,0.88,305.759,bitcoin,btc
1456,2012/12/29,39996,,19.49,2979637,37966,,142601575,10,12.198,13322064,1.318,125023,2163,22568787449711,26835,0.00672,0.826,349.569,bitcoin,btc
1457,2012/12/30,45779,,19.533,2979637,45281,,142448905,8.675,9.057,10213716,1.576,115023,2511,22383504144639,34689,0.00672,0.84,224.739,bitcoin,btc
1458,2012/12/31,34737,,19.51,2979637,29906,,142712337,9.114,13.787,18373953,1.318,88469,2102,25432946756038,25345,0.00673,0.618,611.161,bitcoin,btc
1459,2013/01/01,37846,,19.536,2979637,31734,,142303807,8.889,14.518,19948768,1.194,89033,2246,24331539528899,26174,0.0067,0.627,625.432,bitcoin,btc
1460,2013/01/02,43104,,19.597,2979637,39280,,140170026,9.412,14.514,25655764,1.497,114077,2233,22804647966378,31809,0.0066,0.835,650.617,bitcoin,btc
1461,2013/01/03,51268,,19.621,2979637,42147,,140337362,8.889,19.732,22962358,1.798,108023,2276,23724885599725,38197,0.00661,0.925,542.73,bitcoin,btc
1462,2013/01/04,47341,,19.54,2979637,48436,,140459939,9.412,11.384,30729204,1.841,141811,2259,22608181137438,34990,0.00661,1,632.431,bitcoin,btc
1463,2013/01/05,53417,,19.543,2979637,39455,,140021528,10.213,13.945,27620423,1.826,118240,2074,22590695489434,38008,0.00659,0.885,697.556,bitcoin,btc
1464,2013/01/06,42211,,19.604,2979637,32881,,139530976,9.931,17.618,14402805,2.187,100608,2313,20766588964922,30021,0.00656,0.957,436.105,bitcoin,btc
1465,2013/01/07,54056,,19.625,2979637,40120,,139998704,8.571,16.037,19590076,1.755,105401,2450,22756576696243,36724,0.00658,0.852,486.251,bitcoin,btc
1466,2013/01/08,56022,,19.395,3117637,38491,,142655753,10.827,18.512,28750816,1.769,149304,1821,24719180815853,36179,0.0067,0.969,744.377,bitcoin,btc
1467,2013/01/09,56161,,19.385,3249550,43060,,144786652,11.077,20.472,23354092,2.029,148337,2110,21163320169266,38443,0.0068,1.002,540.729,bitcoin,btc
1468,2013/01/10,61185,,19.35,3249550,52392,,146417375,9.796,12.945,18308585,2.087,163683,2279,23101885953482,42349,0.00688,4.018,348.476,bitcoin,btc
1469,2013/01/11,61054,,19.382,3249550,52632,,148986975,12.308,13.592,18595228,1.612,187176,1947,21315082748716,45401,0.00699,1.436,352.523,bitcoin,btc
1470,2013/01/12,50736,,19.376,3249550,45549,,148953308,11.803,13.891,13665529,1.626,163098,2283,18906011810546,34944,0.00699,1.191,299.217,bitcoin,btc
1471,2013/01/13,55503,,19.284,3249550,49308,,148367161,10.827,9.725,12289714,2.13,162367,2291,20444276895310,38777,0.00696,1.168,248.573,bitcoin,btc
1472,2013/01/14,44312,,19.236,3249550,44403,,149053094,9.172,10.311,15600174,1.698,127110,2370,23357300816187,31757,0.00699,0.884,350.094,bitcoin,btc
1473,2013/01/15,57627,,19.219,3249550,44901,,148948001,11.901,15.479,29186994,1.54,158297,1924,22198026496626,42374,0.00698,1.101,648.283,bitcoin,btc
1474,2013/01/16,58423,,19.218,3249550,53498,,151465153,10.992,14.691,31687692,1.64,180738,2374,19835939774735,43595,0.0071,1.246,590.869,bitcoin,btc
1475,2013/01/17,58918,,19.192,3249550,47989,,158522475,12.973,16.337,27128400,2.087,199981,1993,20969546564873,40671,0.00743,1.349,564,bitcoin,btc
1476,2013/01/18,57056,,19.197,3249550,49018,,163329523,11.901,19.877,25280068,1.64,185202,2479,18907736529000,40809,0.00765,1.231,514.46,bitcoin,btc
1477,2013/01/19,49357,,19.203,3249550,56016,,163338443,9.351,13.341,23542316,1.569,159641,2702,22158442295424,35285,0.00765,1.628,419.126,bitcoin,btc
1478,2013/01/20,46087,,19.217,3249550,41241,,163781844,11.077,19.702,18345901,1.483,140579,2323,21674994353485,32911,0.00767,1.008,443.448,bitcoin,btc
1479,2013/01/21,45937,,19.179,3249550,40309,,169050748,10.909,21.511,18187770,1.597,139503,2304,22864522068392,31310,0.00791,0.892,449.736,bitcoin,btc
1480,2013/01/22,53483,,19.218,3249550,43608,,177855749,10,33.267,24298950,1.698,144785,2785,21713581231494,36118,0.00832,0.916,555.379,bitcoin,btc
1481,2013/01/23,47347,,19.268,3187155,46552,,181983495,11.429,29.426,41027878,1.755,174300,2521,21567891937683,34646,0.00851,1.394,878.955,bitcoin,btc
1482,2013/01/24,60698,,19.159,2968775,46065,,181128134,9.231,25.663,27321034,2.216,150792,3147,21223986796803,37855,0.00847,1.12,591.096,bitcoin,btc
1483,2013/01/25,49558,,19.206,2968775,48374,,179979988,10.511,22.116,26260966,1.64,164142,2711,21510905531528,37028,0.00841,1.198,541.34,bitcoin,btc
1484,2013/01/26,54647,,19.353,2968775,52210,,183697433,9.231,18.762,23007105,1.655,152095,3252,20841915226007,38921,0.00858,1.217,439.352,bitcoin,btc
1485,2013/01/27,49578,,19.373,2968775,55262,,185027587,9.536,17.267,25373596,1.569,162121,2907,22728431300271,38878,0.00864,1.252,457.9,bitcoin,btc
1486,2013/01/28,54294,,19.371,2968775,52033,,189686957,9.796,23.675,29876057,2.201,168341,2930,22476695860834,37570,0.00886,1.164,572.558,bitcoin,btc
1487,2013/01/29,55616,,19.402,2968775,51545,,198600649,9.114,25.136,44915361,2.547,157297,3310,22399171942060,38413,0.00927,1.244,868.719,bitcoin,btc
1488,2013/01/30,44535,,19.489,2968775,41066,,203340930,9.412,34.131,51008140,2.187,127368,3227,22698262221124,32080,0.00949,0.907,1237,bitcoin,btc
1489,2013/01/31,47844,,19.45,2968775,51440,,211384096,7.461,19.698,31244606,2.805,124484,3720,25826744755362,34905,0.00986,0.985,605.129,bitcoin,btc
1490,2013/02/01,64410,,19.465,2968775,59235,,216841829,9.796,16.154,36594614,2.745,179045,3013,25013937595995,46691,0.0101,1.406,616.258,bitcoin,btc
1491,2013/02/02,56581,,19.41,2968775,54312,,214845460,9.412,20.005,27037667,2.745,158622,3262,23935365020142,40201,0.01,1.9,496.423,bitcoin,btc
1492,2013/02/03,57504,,19.406,2968775,60978,,214863026,7.742,15.92,27717228,2.745,149217,3974,23684866610024,40531,0.01,1.11,453.162,bitcoin,btc
1493,2013/02/04,57371,,19.388,2968775,54841,,215986901,8.78,20.178,40400710,2.196,153462,3129,26645231420008,39326,0.0101,1.094,734.492,bitcoin,btc
1494,2013/02/05,59937,,19.407,3115692,53253,,216047891,8.623,30.846,40269933,2.196,141625,3196,26545049722662,45083,0.0101,1.008,753.836,bitcoin,btc
1495,2013/02/06,53658,,19.378,3275465,42409,,220011031,9.863,33.341,38020191,2.745,129281,2984,25262749619426,38796,0.0102,0.879,893.437,bitcoin,btc
1496,2013/02/07,58309,,19.395,3275465,61083,,228077839,9.351,17.012,36598238,1.647,177722,3438,24062881259617,42246,0.0106,1.249,597.649,bitcoin,btc
1497,2013/02/08,60204,,19.375,3275465,60770,,236493190,9.536,21.498,48075482,2.196,180315,3408,24676363127521,42502,0.011,1.291,789.145,bitcoin,btc
1498,2013/02/09,56349,,19.329,3275465,57607,,245208615,10.07,22.796,41321622,2.196,179295,3488,23656768774177,38859,0.0114,1.25,715.526,bitcoin,btc
1499,2013/02/10,57584,,19.342,3275465,56282,,250299104,8.944,18.597,31787194,2.196,153941,3749,25251475909911,41834,0.0116,1.114,563.173,bitcoin,btc
1500,2013/02/11,52289,,19.358,3275465,57435,,255172162,9.057,21.224,31391716,2.196,164838,3534,26992798062615,37215,0.0119,1.216,545.052,bitcoin,btc
1501,2013/02/12,51859,,19.43,3275465,58412,,259589927,10.36,23.002,30624330,3.294,192455,3588,23674640176159,38370,0.0121,1.379,523.037,bitcoin,btc
1502,2013/02/13,53161,,19.435,3275465,58919,,261235628,8.421,17.88,29508736,2.196,158338,4231,24826454479474,37950,0.0121,1.3,499.386,bitcoin,btc
1503,2013/02/14,51475,,19.419,3275465,50777,,271172596,9.536,25.252,37710525,3.294,157823,3576,26870565712458,35874,0.0126,1.141,740.467,bitcoin,btc
1504,2013/02/15,50142,,19.383,3275465,55468,,284198185,8.045,21.064,33770598,2.745,145857,4400,27156796278792,36167,0.0132,1.268,606.872,bitcoin,btc
1505,2013/02/16,47112,,19.383,3275465,51244,,286257364,7.619,17.723,33537217,3.294,124879,4194,30223206950930,32649,0.0133,1.067,652.056,bitcoin,btc
1506,2013/02/17,45575,,19.191,3275465,49447,,286393572,7.66,18.356,30282278,3.294,126013,4062,31017709194699,33554,0.0133,0.99,610.099,bitcoin,btc
1507,2013/02/18,47236,,19.188,3639349,50213,,286307850,8.944,21.207,32699940,3.842,143939,3333,32387091022292,35640,0.0133,1.111,649.143,bitcoin,btc
1508,2013/02/19,49400,,19.201,3651012,54360,,299031973,9.057,18.93,40222897,2.745,160437,3860,28854396715794,36589,0.0138,1.157,737.778,bitcoin,btc
1509,2013/02/20,50783,,19.348,3651012,59555,,312612007,7.461,18.493,34613031,3.294,149348,4526,31170133992683,36651,0.0145,1.027,579.317,bitcoin,btc
1510,2013/02/21,50633,,19.347,3651012,55740,,316409717,8.182,18.739,30617964,2.745,142209,3778,34496658944091,38285,0.0146,1.16,547.571,bitcoin,btc
1511,2013/02/22,54319,,19.406,3651012,62001,,316279078,8.471,18.241,46061159,3.294,166975,4202,29962951413921,40643,0.0146,1.241,740.879,bitcoin,btc
1512,2013/02/23,51375,,19.36,3651012,57722,,313748241,8.78,18.558,37120080,3.294,163090,3914,30744369808546,38854,0.0145,1.165,641.262,bitcoin,btc
1513,2013/02/24,52050,,19.246,3651012,57008,,311286738,9.231,14.922,49013861,2.745,159389,3800,29867328019003,39305,0.0144,1.144,857.425,bitcoin,btc
1514,2013/02/25,56628,,19.218,3651012,66940,,311707411,7.059,14.371,53702634,3.294,149724,4495,33103328091129,40722,0.0144,1.293,799.813,bitcoin,btc
1515,2013/02/26,58809,,19.248,3651012,63272,,315552208,8.675,18.647,47471094,2.745,174688,3941,31111147739460,42317,0.0146,1.357,748.307,bitcoin,btc
1516,2013/02/27,55051,,19.235,3651012,60756,,323337216,7.461,17.938,45738308,3.294,145754,4242,34336725643454,38654,0.0149,1.121,750.436,bitcoin,btc
1517,2013/02/28,59805,,19.247,3651012,62853,,339921626,8.571,19.41,46472939,4.391,173582,4132,32340368603539,40736,0.0157,1.429,737.42,bitcoin,btc
1518,2013/03/01,63070,,19.233,3844376,64383,,360332643,9.474,20.054,54641900,4.391,196538,4117,31229147414650,44701,0.0166,1.762,846.702,bitcoin,btc
1519,2013/03/02,49229,,19.268,4367876,55680,,359179178,9.931,16.467,49431292,2.745,180356,3779,32212752870244,33208,0.0166,1.395,885.469,bitcoin,btc
1520,2013/03/03,46060,,19.347,4367876,54298,,352138850,8.944,14.556,30188812,3.294,157083,4010,32946997321020,31196,0.0162,1.108,554.34,bitcoin,btc
1521,2013/03/04,53538,,19.395,4367876,63865,,361983007,8.045,18.657,32504735,3.294,164681,4016,37625574597929,36840,0.0334,1.223,507.538,bitcoin,btc
1522,2013/03/05,57394,,19.331,4367876,56729,,397674490,10.36,28.634,70884801,4.391,194496,3763,34319471279164,40287,0.0183,1.461,1246,bitcoin,btc
1523,2013/03/06,69151,,19.39,4367876,62605,,423471828,9.29,26.829,90458577,6.038,194518,4657,33762489198891,46619,0.0195,3.91,1441,bitcoin,btc
