,av_transaction_size,hashrate,date,difficulty,median_transaction_value,sent_addresses,market_cap,av_transaction_value,transactions,confirmation_time,block_size,top_100_percent,active_addresses,median_transaction_size,google_trends,fee_reward,mining_profitability,tweets,send_usd,full_name,coin
1111,,,2012/01/19,,,,,,,,,,,,,,,,,namecoin,nmc
1112,,,2012/01/20,,,,,,,,,,,,,,,,,namecoin,nmc
1113,,,2012/01/21,,,,,,,,,,,,,,,,,namecoin,nmc
1114,,,2012/01/22,,,,,,,,,,,,,,,,,namecoin,nmc
1115,,,2012/01/23,,,,,,,,,,,,,,,,,namecoin,nmc
1116,,,2012/01/24,,,,,,,,,,,,,,,,,namecoin,nmc
1117,,,2012/01/25,,,,,,,,,,,,,,,,,namecoin,nmc
1118,,,2012/01/26,,,,,,,,,,,,,,,,,namecoin,nmc
1119,,,2012/01/27,,,,,,,,,,,,,,,,,namecoin,nmc
1120,,,2012/01/28,,,,,,,,,,,,,,,,,namecoin,nmc
1121,,,2012/01/29,,,,,,,,,,,,,,,,,namecoin,nmc
1122,,,2012/01/30,,,,,,,,,,,,,,,,,namecoin,nmc
1123,,,2012/01/31,,,,,,,,,,,,,,,,,namecoin,nmc
1124,,,2012/02/01,,,,,,,,,,,,,,,,,namecoin,nmc
1125,,,2012/02/02,,,,,,,,,,,,,,,,,namecoin,nmc
1126,,,2012/02/03,,,,,,,,,,,,,,,,,namecoin,nmc
1127,,,2012/02/04,,,,,,,,,,,,,,,,,namecoin,nmc
1128,,,2012/02/05,,,,,,,,,,,,,,,,,namecoin,nmc
1129,,,2012/02/06,,,,,,,,,,,,,,,,,namecoin,nmc
1130,,,2012/02/07,,,,,,,,,,,,,,,,,namecoin,nmc
1131,,,2012/02/08,,,,,,,,,,,,,,,,,namecoin,nmc
1132,,,2012/02/09,,,,,,,,,,,,,,,,,namecoin,nmc
1133,,,2012/02/10,,,,,,,,,,,,,,,,,namecoin,nmc
1134,,,2012/02/11,,,,,,,,,,,,,,,,,namecoin,nmc
1135,,,2012/02/12,,,,,,,,,,,,,,,,,namecoin,nmc
1136,,,2012/02/13,,,,,,,,,,,,,,,,,namecoin,nmc
1137,,,2012/02/14,,,,,,,,,,,,,,,,,namecoin,nmc
1138,,,2012/02/15,,,,,,,,,,,,,,,,,namecoin,nmc
1139,,,2012/02/16,,,,,,,,,,,,,,,,,namecoin,nmc
1140,,,2012/02/17,,,,,,,,,,,,,,,,,namecoin,nmc
1141,,,2012/02/18,,,,,,,,,,,,,,,,,namecoin,nmc
1142,,,2012/02/19,,,,,,,,,,,,,,,,,namecoin,nmc
1143,,,2012/02/20,,,,,,,,,,,,,,,,,namecoin,nmc
1144,,,2012/02/21,,,,,,,,,,,,,,,,,namecoin,nmc
1145,,,2012/02/22,,,,,,,,,,,,,,,,,namecoin,nmc
1146,,,2012/02/23,,,,,,,,,,,,,,,,,namecoin,nmc
1147,,,2012/02/24,,,,,,,,,,,,,,,,,namecoin,nmc
1148,,,2012/02/25,,,,,,,,,,,,,,,,,namecoin,nmc
1149,,,2012/02/26,,,,,,,,,,,,,,,,,namecoin,nmc
1150,,,2012/02/27,,,,,,,,,,,,,,,,,namecoin,nmc
1151,,,2012/02/28,,,,,,,,,,,,,,,,,namecoin,nmc
1152,,,2012/02/29,,,,,,,,,,,,,,,,,namecoin,nmc
1153,,,2012/03/01,,,,,,,,,,,,,,,,,namecoin,nmc
1154,,,2012/03/02,,,,,,,,,,,,,,,,,namecoin,nmc
1155,,,2012/03/03,,,,,,,,,,,,,,,,,namecoin,nmc
1156,,,2012/03/04,,,,,,,,,,,,,,,,,namecoin,nmc
1157,,,2012/03/05,,,,,,,,,,,,,,,,,namecoin,nmc
1158,,,2012/03/06,,,,,,,,,,,,,,,,,namecoin,nmc
1159,,,2012/03/07,,,,,,,,,,,,,,,,,namecoin,nmc
1160,,,2012/03/08,,,,,,,,,,,,,,,,,namecoin,nmc
1161,,,2012/03/09,,,,,,,,,,,,,,,,,namecoin,nmc
1162,,,2012/03/10,,,,,,,,,,,,,,,,,namecoin,nmc
1163,,,2012/03/11,,,,,,,,,,,,,,,,,namecoin,nmc
1164,,,2012/03/12,,,,,,,,,,,,,,,,,namecoin,nmc
1165,,,2012/03/13,,,,,,,,,,,,,,,,,namecoin,nmc
1166,,,2012/03/14,,,,,,,,,,,,,,,,,namecoin,nmc
1167,,,2012/03/15,,,,,,,,,,,,,,,,,namecoin,nmc
1168,,,2012/03/16,,,,,,,,,,,,,,,,,namecoin,nmc
1169,,,2012/03/17,,,,,,,,,,,,,,,,,namecoin,nmc
1170,,,2012/03/18,,,,,,,,,,,,,,,,,namecoin,nmc
1171,,,2012/03/19,,,,,,,,,,,,,,,,,namecoin,nmc
1172,,,2012/03/20,,,,,,,,,,,,,,,,,namecoin,nmc
1173,,,2012/03/21,,,,,,,,,,,,,,,,,namecoin,nmc
1174,,,2012/03/22,,,,,,,,,,,,,,,,,namecoin,nmc
1175,,,2012/03/23,,,,,,,,,,,,,,,,,namecoin,nmc
1176,,,2012/03/24,,,,,,,,,,,,,,,,,namecoin,nmc
1177,,,2012/03/25,,,,,,,,,,,,,,,,,namecoin,nmc
1178,,,2012/03/26,,,,,,,,,,,,,,,,,namecoin,nmc
1179,,,2012/03/27,,,,,,,,,,,,,,,,,namecoin,nmc
1180,,,2012/03/28,,,,,,,,,,,,,,,,,namecoin,nmc
1181,,,2012/03/29,,,,,,,,,,,,,,,,,namecoin,nmc
1182,,,2012/03/30,,,,,,,,,,,,,,,,,namecoin,nmc
1183,,,2012/03/31,,,,,,,,,,,,,,,,,namecoin,nmc
1184,,,2012/04/01,,,,,,,,,,,,,,,,,namecoin,nmc
1185,,,2012/04/02,,,,,,,,,,,,,,,,,namecoin,nmc
1186,,,2012/04/03,,,,,,,,,,,,,,,,,namecoin,nmc
1187,,,2012/04/04,,,,,,,,,,,,,,,,,namecoin,nmc
1188,,,2012/04/05,,,,,,,,,,,,,,,,,namecoin,nmc
1189,,,2012/04/06,,,,,,,,,,,,,,,,,namecoin,nmc
1190,,,2012/04/07,,,,,,,,,,,,,,,,,namecoin,nmc
1191,,,2012/04/08,,,,,,,,,,,,,,,,,namecoin,nmc
1192,,,2012/04/09,,,,,,,,,,,,,,,,,namecoin,nmc
1193,,,2012/04/10,,,,,,,,,,,,,,,,,namecoin,nmc
1194,,,2012/04/11,,,,,,,,,,,,,,,,,namecoin,nmc
1195,,,2012/04/12,,,,,,,,,,,,,,,,,namecoin,nmc
1196,,,2012/04/13,,,,,,,,,,,,,,,,,namecoin,nmc
1197,,,2012/04/14,,,,,,,,,,,,,,,,,namecoin,nmc
1198,,,2012/04/15,,,,,,,,,,,,,,,,,namecoin,nmc
1199,,,2012/04/16,,,,,,,,,,,,,,,,,namecoin,nmc
1200,,,2012/04/17,,,,,,,,,,,,,,,,,namecoin,nmc
1201,,,2012/04/18,,,,,,,,,,,,,,,,,namecoin,nmc
1202,,,2012/04/19,,,,,,,,,,,,,,,,,namecoin,nmc
1203,,,2012/04/20,,,,,,,,,,,,,,,,,namecoin,nmc
1204,,,2012/04/21,,,,,,,,,,,,,,,,,namecoin,nmc
1205,,,2012/04/22,,,,,,,,,,,,,,,,,namecoin,nmc
1206,,,2012/04/23,,,,,,,,,,,,,,,,,namecoin,nmc
1207,,,2012/04/24,,,,,,,,,,,,,,,,,namecoin,nmc
1208,,,2012/04/25,,,,,,,,,,,,,,,,,namecoin,nmc
1209,,,2012/04/26,,,,,,,,,,,,,,,,,namecoin,nmc
1210,,,2012/04/27,,,,,,,,,,,,,,,,,namecoin,nmc
1211,,,2012/04/28,,,,,,,,,,,,,,,,,namecoin,nmc
1212,,,2012/04/29,,,,,,,,,,,,,,,,,namecoin,nmc
1213,,,2012/04/30,,,,,,,,,,,,,,,,,namecoin,nmc
1214,,,2012/05/01,,,,,,,,,,,,,,,,,namecoin,nmc
1215,,,2012/05/02,,,,,,,,,,,,,,,,,namecoin,nmc
1216,,,2012/05/03,,,,,,,,,,,,,,,,,namecoin,nmc
1217,,,2012/05/04,,,,,,,,,,,,,,,,,namecoin,nmc
1218,,,2012/05/05,,,,,,,,,,,,,,,,,namecoin,nmc
1219,,,2012/05/06,,,,,,,,,,,,,,,,,namecoin,nmc
1220,,,2012/05/07,,,,,,,,,,,,,,,,,namecoin,nmc
1221,,,2012/05/08,,,,,,,,,,,,,,,,,namecoin,nmc
1222,,,2012/05/09,,,,,,,,,,,,,,,,,namecoin,nmc
1223,,,2012/05/10,,,,,,,,,,,,,,,,,namecoin,nmc
1224,,,2012/05/11,,,,,,,,,,,,,,,,,namecoin,nmc
1225,,,2012/05/12,,,,,,,,,,,,,,,,,namecoin,nmc
1226,,,2012/05/13,,,,,,,,,,,,,,,,,namecoin,nmc
1227,,,2012/05/14,,,,,,,,,,,,,,,,,namecoin,nmc
1228,,,2012/05/15,,,,,,,,,,,,,,,,,namecoin,nmc
1229,,,2012/05/16,,,,,,,,,,,,,,,,,namecoin,nmc
1230,,,2012/05/17,,,,,,,,,,,,,,,,,namecoin,nmc
1231,,,2012/05/18,,,,,,,,,,,,,,,,,namecoin,nmc
1232,,,2012/05/19,,,,,,,,,,,,,,,,,namecoin,nmc
1233,,,2012/05/20,,,,,,,,,,,,,,,,,namecoin,nmc
1234,,,2012/05/21,,,,,,,,,,,,,,,,,namecoin,nmc
1235,,,2012/05/22,,,,,,,,,,,,,,,,,namecoin,nmc
1236,,,2012/05/23,,,,,,,,,,,,,,,,,namecoin,nmc
1237,,,2012/05/24,,,,,,,,,,,,,,,,,namecoin,nmc
1238,,,2012/05/25,,,,,,,,,,,,,,,,,namecoin,nmc
1239,,,2012/05/26,,,,,,,,,,,,,,,,,namecoin,nmc
1240,,,2012/05/27,,,,,,,,,,,,,,,,,namecoin,nmc
1241,,,2012/05/28,,,,,,,,,,,,,,,,,namecoin,nmc
1242,,,2012/05/29,,,,,,,,,,,,,,,,,namecoin,nmc
1243,,,2012/05/30,,,,,,,,,,,,,,,,,namecoin,nmc
1244,,,2012/05/31,,,,,,,,,,,,,,,,,namecoin,nmc
1245,,,2012/06/01,,,,,,,,,,,,,,,,,namecoin,nmc
1246,,,2012/06/02,,,,,,,,,,,,,,,,,namecoin,nmc
1247,,,2012/06/03,,,,,,,,,,,,,,,,,namecoin,nmc
1248,,,2012/06/04,,,,,,,,,,,,,,,,,namecoin,nmc
1249,,,2012/06/05,,,,,,,,,,,,,,,,,namecoin,nmc
1250,,,2012/06/06,,,,,,,,,,,,,,,,,namecoin,nmc
1251,,,2012/06/07,,,,,,,,,,,,,,,,,namecoin,nmc
1252,,,2012/06/08,,,,,,,,,,,,,,,,,namecoin,nmc
1253,,,2012/06/09,,,,,,,,,,,,,,,,,namecoin,nmc
1254,,,2012/06/10,,,,,,,,,,,,,,,,,namecoin,nmc
1255,,,2012/06/11,,,,,,,,,,,,,,,,,namecoin,nmc
1256,,,2012/06/12,,,,,,,,,,,,,,,,,namecoin,nmc
1257,,,2012/06/13,,,,,,,,,,,,,,,,,namecoin,nmc
1258,,,2012/06/14,,,,,,,,,,,,,,,,,namecoin,nmc
1259,,,2012/06/15,,,,,,,,,,,,,,,,,namecoin,nmc
1260,,,2012/06/16,,,,,,,,,,,,,,,,,namecoin,nmc
1261,,,2012/06/17,,,,,,,,,,,,,,,,,namecoin,nmc
1262,,,2012/06/18,,,,,,,,,,,,,,,,,namecoin,nmc
1263,,,2012/06/19,,,,,,,,,,,,,,,,,namecoin,nmc
1264,,,2012/06/20,,,,,,,,,,,,,,,,,namecoin,nmc
1265,,,2012/06/21,,,,,,,,,,,,,,,,,namecoin,nmc
1266,,,2012/06/22,,,,,,,,,,,,,,,,,namecoin,nmc
1267,,,2012/06/23,,,,,,,,,,,,,,,,,namecoin,nmc
1268,,,2012/06/24,,,,,,,,,,,,,,,,,namecoin,nmc
1269,,,2012/06/25,,,,,,,,,,,,,,,,,namecoin,nmc
1270,,,2012/06/26,,,,,,,,,,,,,,,,,namecoin,nmc
1271,,,2012/06/27,,,,,,,,,,,,,,,,,namecoin,nmc
1272,,,2012/06/28,,,,,,,,,,,,,,,,,namecoin,nmc
1273,,,2012/06/29,,,,,,,,,,,,,,,,,namecoin,nmc
1274,,,2012/06/30,,,,,,,,,,,,,,,,,namecoin,nmc
1275,,,2012/07/01,,,,,,,,,,,,,,,,,namecoin,nmc
1276,,,2012/07/02,,,,,,,,,,,,,,,,,namecoin,nmc
1277,,,2012/07/03,,,,,,,,,,,,,,,,,namecoin,nmc
1278,,,2012/07/04,,,,,,,,,,,,,,,,,namecoin,nmc
1279,,,2012/07/05,,,,,,,,,,,,,,,,,namecoin,nmc
1280,,,2012/07/06,,,,,,,,,,,,,,,,,namecoin,nmc
1281,,,2012/07/07,,,,,,,,,,,,,,,,,namecoin,nmc
1282,,,2012/07/08,,,,,,,,,,,,,,,,,namecoin,nmc
1283,,,2012/07/09,,,,,,,,,,,,,,,,,namecoin,nmc
1284,,,2012/07/10,,,,,,,,,,,,,,,,,namecoin,nmc
1285,,,2012/07/11,,,,,,,,,,,,,,,,,namecoin,nmc
1286,,,2012/07/12,,,,,,,,,,,,,,,,,namecoin,nmc
1287,,,2012/07/13,,,,,,,,,,,,,,,,,namecoin,nmc
1288,,,2012/07/14,,,,,,,,,,,,,,,,,namecoin,nmc
1289,,,2012/07/15,,,,,,,,,,,,,,,,,namecoin,nmc
1290,,,2012/07/16,,,,,,,,,,,,,,,,,namecoin,nmc
1291,,,2012/07/17,,,,,,,,,,,,,,,,,namecoin,nmc
1292,,,2012/07/18,,,,,,,,,,,,,,,,,namecoin,nmc
1293,,,2012/07/19,,,,,,,,,,,,,,,,,namecoin,nmc
1294,,,2012/07/20,,,,,,,,,,,,,,,,,namecoin,nmc
1295,,,2012/07/21,,,,,,,,,,,,,,,,,namecoin,nmc
1296,,,2012/07/22,,,,,,,,,,,,,,,,,namecoin,nmc
1297,,,2012/07/23,,,,,,,,,,,,,,,,,namecoin,nmc
1298,,,2012/07/24,,,,,,,,,,,,,,,,,namecoin,nmc
1299,,,2012/07/25,,,,,,,,,,,,,,,,,namecoin,nmc
1300,,,2012/07/26,,,,,,,,,,,,,,,,,namecoin,nmc
1301,,,2012/07/27,,,,,,,,,,,,,,,,,namecoin,nmc
1302,,,2012/07/28,,,,,,,,,,,,,,,,,namecoin,nmc
1303,,,2012/07/29,,,,,,,,,,,,,,,,,namecoin,nmc
1304,,,2012/07/30,,,,,,,,,,,,,,,,,namecoin,nmc
1305,,,2012/07/31,,,,,,,,,,,,,,,,,namecoin,nmc
1306,,,2012/08/01,,,,,,,,,,,,,,,,,namecoin,nmc
1307,,,2012/08/02,,,,,,,,,,,,,,,,,namecoin,nmc
1308,,,2012/08/03,,,,,,,,,,,,,,,,,namecoin,nmc
1309,,,2012/08/04,,,,,,,,,,,,,,,,,namecoin,nmc
1310,,,2012/08/05,,,,,,,,,,,,,,,,,namecoin,nmc
1311,,,2012/08/06,,,,,,,,,,,,,,,,,namecoin,nmc
1312,,,2012/08/07,,,,,,,,,,,,,,,,,namecoin,nmc
1313,,,2012/08/08,,,,,,,,,,,,,,,,,namecoin,nmc
1314,,,2012/08/09,,,,,,,,,,,,,,,,,namecoin,nmc
1315,,,2012/08/10,,,,,,,,,,,,,,,,,namecoin,nmc
1316,,,2012/08/11,,,,,,,,,,,,,,,,,namecoin,nmc
1317,,,2012/08/12,,,,,,,,,,,,,,,,,namecoin,nmc
1318,,,2012/08/13,,,,,,,,,,,,,,,,,namecoin,nmc
1319,,,2012/08/14,,,,,,,,,,,,,,,,,namecoin,nmc
1320,,,2012/08/15,,,,,,,,,,,,,,,,,namecoin,nmc
1321,,,2012/08/16,,,,,,,,,,,,,,,,,namecoin,nmc
1322,,,2012/08/17,,,,,,,,,,,,,,,,,namecoin,nmc
1323,,,2012/08/18,,,,,,,,,,,,,,,,,namecoin,nmc
1324,,,2012/08/19,,,,,,,,,,,,,,,,,namecoin,nmc
1325,,,2012/08/20,,,,,,,,,,,,,,,,,namecoin,nmc
1326,,,2012/08/21,,,,,,,,,,,,,,,,,namecoin,nmc
1327,,,2012/08/22,,,,,,,,,,,,,,,,,namecoin,nmc
1328,,,2012/08/23,,,,,,,,,,,,,,,,,namecoin,nmc
1329,,,2012/08/24,,,,,,,,,,,,,,,,,namecoin,nmc
1330,,,2012/08/25,,,,,,,,,,,,,,,,,namecoin,nmc
1331,,,2012/08/26,,,,,,,,,,,,,,,,,namecoin,nmc
1332,,,2012/08/27,,,,,,,,,,,,,,,,,namecoin,nmc
1333,,,2012/08/28,,,,,,,,,,,,,,,,,namecoin,nmc
1334,,,2012/08/29,,,,,,,,,,,,,,,,,namecoin,nmc
1335,,,2012/08/30,,,,,,,,,,,,,,,,,namecoin,nmc
1336,,,2012/08/31,,,,,,,,,,,,,,,,,namecoin,nmc
1337,,,2012/09/01,,,,,,,,,,,,,,,,,namecoin,nmc
1338,,,2012/09/02,,,,,,,,,,,,,,,,,namecoin,nmc
1339,,,2012/09/03,,,,,,,,,,,,,,,,,namecoin,nmc
1340,,,2012/09/04,,,,,,,,,,,,,,,,,namecoin,nmc
1341,,,2012/09/05,,,,,,,,,,,,,,,,,namecoin,nmc
1342,,,2012/09/06,,,,,,,,,,,,,,,,,namecoin,nmc
1343,,,2012/09/07,,,,,,,,,,,,,,,,,namecoin,nmc
1344,,,2012/09/08,,,,,,,,,,,,,,,,,namecoin,nmc
1345,,,2012/09/09,,,,,,,,,,,,,,,,,namecoin,nmc
1346,,,2012/09/10,,,,,,,,,,,,,,,,,namecoin,nmc
1347,,,2012/09/11,,,,,,,,,,,,,,,,,namecoin,nmc
1348,,,2012/09/12,,,,,,,,,,,,,,,,,namecoin,nmc
1349,,,2012/09/13,,,,,,,,,,,,,,,,,namecoin,nmc
1350,,,2012/09/14,,,,,,,,,,,,,,,,,namecoin,nmc
1351,,,2012/09/15,,,,,,,,,,,,,,,,,namecoin,nmc
1352,,,2012/09/16,,,,,,,,,,,,,,,,,namecoin,nmc
1353,,,2012/09/17,,,,,,,,,,,,,,,,,namecoin,nmc
1354,,,2012/09/18,,,,,,,,,,,,,,,,,namecoin,nmc
1355,,,2012/09/19,,,,,,,,,,,,,,,,,namecoin,nmc
1356,,,2012/09/20,,,,,,,,,,,,,,,,,namecoin,nmc
1357,,,2012/09/21,,,,,,,,,,,,,,,,,namecoin,nmc
1358,,,2012/09/22,,,,,,,,,,,,,,,,,namecoin,nmc
1359,,,2012/09/23,,,,,,,,,,,,,,,,,namecoin,nmc
1360,,,2012/09/24,,,,,,,,,,,,,,,,,namecoin,nmc
1361,,,2012/09/25,,,,,,,,,,,,,,,,,namecoin,nmc
1362,,,2012/09/26,,,,,,,,,,,,,,,,,namecoin,nmc
1363,,,2012/09/27,,,,,,,,,,,,,,,,,namecoin,nmc
1364,,,2012/09/28,,,,,,,,,,,,,,,,,namecoin,nmc
1365,,,2012/09/29,,,,,,,,,,,,,,,,,namecoin,nmc
1366,,,2012/09/30,,,,,,,,,,,,,,,,,namecoin,nmc
1367,,,2012/10/01,,,,,,,,,,,,,,,,,namecoin,nmc
1368,,,2012/10/02,,,,,,,,,,,,,,,,,namecoin,nmc
1369,,,2012/10/03,,,,,,,,,,,,,,,,,namecoin,nmc
1370,,,2012/10/04,,,,,,,,,,,,,,,,,namecoin,nmc
1371,,,2012/10/05,,,,,,,,,,,,,,,,,namecoin,nmc
1372,,,2012/10/06,,,,,,,,,,,,,,,,,namecoin,nmc
1373,,,2012/10/07,,,,,,,,,,,,,,,,,namecoin,nmc
1374,,,2012/10/08,,,,,,,,,,,,,,,,,namecoin,nmc
1375,,,2012/10/09,,,,,,,,,,,,,,,,,namecoin,nmc
1376,,,2012/10/10,,,,,,,,,,,,,,,,,namecoin,nmc
1377,,,2012/10/11,,,,,,,,,,,,,,,,,namecoin,nmc
1378,,,2012/10/12,,,,,,,,,,,,,,,,,namecoin,nmc
1379,,,2012/10/13,,,,,,,,,,,,,,,,,namecoin,nmc
1380,,,2012/10/14,,,,,,,,,,,,,,,,,namecoin,nmc
1381,,,2012/10/15,,,,,,,,,,,,,,,,,namecoin,nmc
1382,,,2012/10/16,,,,,,,,,,,,,,,,,namecoin,nmc
1383,,,2012/10/17,,,,,,,,,,,,,,,,,namecoin,nmc
1384,,,2012/10/18,,,,,,,,,,,,,,,,,namecoin,nmc
1385,,,2012/10/19,,,,,,,,,,,,,,,,,namecoin,nmc
1386,,,2012/10/20,,,,,,,,,,,,,,,,,namecoin,nmc
1387,,,2012/10/21,,,,,,,,,,,,,,,,,namecoin,nmc
1388,,,2012/10/22,,,,,,,,,,,,,,,,,namecoin,nmc
1389,,,2012/10/23,,,,,,,,,,,,,,,,,namecoin,nmc
1390,,,2012/10/24,,,,,,,,,,,,,,,,,namecoin,nmc
1391,,,2012/10/25,,,,,,,,,,,,,,,,,namecoin,nmc
1392,,,2012/10/26,,,,,,,,,,,,,,,,,namecoin,nmc
1393,,,2012/10/27,,,,,,,,,,,,,,,,,namecoin,nmc
1394,,,2012/10/28,,,,,,,,,,,,,,,,,namecoin,nmc
1395,,,2012/10/29,,,,,,,,,,,,,,,,,namecoin,nmc
1396,,,2012/10/30,,,,,,,,,,,,,,,,,namecoin,nmc
1397,,,2012/10/31,,,,,,,,,,,,,,,,,namecoin,nmc
1398,,,2012/11/01,,,,,,,,,,,,,,,,,namecoin,nmc
1399,,,2012/11/02,,,,,,,,,,,,,,,,,namecoin,nmc
1400,,,2012/11/03,,,,,,,,,,,,,,,,,namecoin,nmc
1401,,,2012/11/04,,,,,,,,,,,,,,,,,namecoin,nmc
1402,,,2012/11/05,,,,,,,,,,,,,,,,,namecoin,nmc
1403,,,2012/11/06,,,,,,,,,,,,,,,,,namecoin,nmc
1404,,,2012/11/07,,,,,,,,,,,,,,,,,namecoin,nmc
1405,,,2012/11/08,,,,,,,,,,,,,,,,,namecoin,nmc
1406,,,2012/11/09,,,,,,,,,,,,,,,,,namecoin,nmc
1407,,,2012/11/10,,,,,,,,,,,,,,,,,namecoin,nmc
1408,,,2012/11/11,,,,,,,,,,,,,,,,,namecoin,nmc
1409,,,2012/11/12,,,,,,,,,,,,,,,,,namecoin,nmc
1410,,,2012/11/13,,,,,,,,,,,,,,,,,namecoin,nmc
1411,,,2012/11/14,,,,,,,,,,,,,,,,,namecoin,nmc
1412,,,2012/11/15,,,,,,,,,,,,,,,,,namecoin,nmc
1413,,,2012/11/16,,,,,,,,,,,,,,,,,namecoin,nmc
1414,,,2012/11/17,,,,,,,,,,,,,,,,,namecoin,nmc
1415,,,2012/11/18,,,,,,,,,,,,,,,,,namecoin,nmc
1416,,,2012/11/19,,,,,,,,,,,,,,,,,namecoin,nmc
1417,,,2012/11/20,,,,,,,,,,,,,,,,,namecoin,nmc
1418,,,2012/11/21,,,,,,,,,,,,,,,,,namecoin,nmc
1419,,,2012/11/22,,,,,,,,,,,,,,,,,namecoin,nmc
1420,,,2012/11/23,,,,,,,,,,,,,,,,,namecoin,nmc
1421,,,2012/11/24,,,,,,,,,,,,,,,,,namecoin,nmc
1422,,,2012/11/25,,,,,,,,,,,,,,,,,namecoin,nmc
1423,,,2012/11/26,,,,,,,,,,,,,,,,,namecoin,nmc
1424,,,2012/11/27,,,,,,,,,,,,,,,,,namecoin,nmc
1425,,,2012/11/28,,,,,,,,,,,,,,,,,namecoin,nmc
1426,,,2012/11/29,,,,,,,,,,,,,,,,,namecoin,nmc
1427,,,2012/11/30,,,,,,,,,,,,,,,,,namecoin,nmc
1428,,,2012/12/01,,,,,,,,,,,,,,,,,namecoin,nmc
1429,,,2012/12/02,,,,,,,,,,,,,,,,,namecoin,nmc
1430,,,2012/12/03,,,,,,,,,,,,,,,,,namecoin,nmc
1431,,,2012/12/04,,,,,,,,,,,,,,,,,namecoin,nmc
1432,,,2012/12/05,,,,,,,,,,,,,,,,,namecoin,nmc
1433,,,2012/12/06,,,,,,,,,,,,,,,,,namecoin,nmc
1434,,,2012/12/07,,,,,,,,,,,,,,,,,namecoin,nmc
1435,,,2012/12/08,,,,,,,,,,,,,,,,,namecoin,nmc
1436,,,2012/12/09,,,,,,,,,,,,,,,,,namecoin,nmc
1437,,,2012/12/10,,,,,,,,,,,,,,,,,namecoin,nmc
1438,,,2012/12/11,,,,,,,,,,,,,,,,,namecoin,nmc
1439,,,2012/12/12,,,,,,,,,,,,,,,,,namecoin,nmc
1440,,,2012/12/13,,,,,,,,,,,,,,,,,namecoin,nmc
1441,,,2012/12/14,,,,,,,,,,,,,,,,,namecoin,nmc
1442,,,2012/12/15,,,,,,,,,,,,,,,,,namecoin,nmc
1443,,,2012/12/16,,,,,,,,,,,,,,,,,namecoin,nmc
1444,,,2012/12/17,,,,,,,,,,,,,,,,,namecoin,nmc
1445,,,2012/12/18,,,,,,,,,,,,,,,,,namecoin,nmc
1446,,,2012/12/19,,,,,,,,,,,,,,,,,namecoin,nmc
1447,,,2012/12/20,,,,,,,,,,,,,,,,,namecoin,nmc
1448,,,2012/12/21,,,,,,,,,,,,,,,,,namecoin,nmc
1449,,,2012/12/22,,,,,,,,,,,,,,,,,namecoin,nmc
1450,,,2012/12/23,,,,,,,,,,,,,,,,,namecoin,nmc
1451,,,2012/12/24,,,,,,,,,,,,,,,,,namecoin,nmc
1452,,,2012/12/25,,,,,,,,,,,,,,,,,namecoin,nmc
1453,,,2012/12/26,,,,,,,,,,,,,,,,,namecoin,nmc
1454,,,2012/12/27,,,,,,,,,,,,,,,,,namecoin,nmc
1455,,,2012/12/28,,,,,,,,,,,,,,,,,namecoin,nmc
1456,,,2012/12/29,,,,,,,,,,,,,,,,,namecoin,nmc
1457,,,2012/12/30,,,,,,,,,,,,,,,,,namecoin,nmc
1458,,,2012/12/31,,,,,,,,,,,,,,,,,namecoin,nmc
1459,,,2013/01/01,,,,,,,,,,,,,,,,,namecoin,nmc
1460,,,2013/01/02,,,,,,,,,,,,,,,,,namecoin,nmc
1461,,,2013/01/03,,,,,,,,,,,,,,,,,namecoin,nmc
1462,,,2013/01/04,,,,,,,,,,,,,,,,,namecoin,nmc
1463,,,2013/01/05,,,,,,,,,,,,,,,,,namecoin,nmc
1464,,,2013/01/06,,,,,,,,,,,,,,,,,namecoin,nmc
1465,,,2013/01/07,,,,,,,,,,,,,,,,,namecoin,nmc
1466,,,2013/01/08,,,,,,,,,,,,,,,,,namecoin,nmc
1467,,,2013/01/09,,,,,,,,,,,,,,,,,namecoin,nmc
1468,,,2013/01/10,,,,,,,,,,,,,,,,,namecoin,nmc
1469,,,2013/01/11,,,,,,,,,,,,,,,,,namecoin,nmc
1470,,,2013/01/12,,,,,,,,,,,,,,,,,namecoin,nmc
1471,,,2013/01/13,,,,,,,,,,,,,,,,,namecoin,nmc
1472,,,2013/01/14,,,,,,,,,,,,,,,,,namecoin,nmc
1473,,,2013/01/15,,,,,,,,,,,,,,,,,namecoin,nmc
1474,,,2013/01/16,,,,,,,,,,,,,,,,,namecoin,nmc
1475,,,2013/01/17,,,,,,,,,,,,,,,,,namecoin,nmc
1476,,,2013/01/18,,,,,,,,,,,,,,,,,namecoin,nmc
1477,,,2013/01/19,,,,,,,,,,,,,,,,,namecoin,nmc
1478,,,2013/01/20,,,,,,,,,,,,,,,,,namecoin,nmc
1479,,,2013/01/21,,,,,,,,,,,,,,,,,namecoin,nmc
1480,,,2013/01/22,,,,,,,,,,,,,,,,,namecoin,nmc
1481,,,2013/01/23,,,,,,,,,,,,,,,,,namecoin,nmc
1482,,,2013/01/24,,,,,,,,,,,,,,,,,namecoin,nmc
1483,,,2013/01/25,,,,,,,,,,,,,,,,,namecoin,nmc
1484,,,2013/01/26,,,,,,,,,,,,,,,,,namecoin,nmc
1485,,,2013/01/27,,,,,,,,,,,,,,,,,namecoin,nmc
