,date,sent_addresses,transactions,market_cap,active_addresses,send_usd,block_size,difficulty,fee_reward,google_trends,mining_profitability,median_transaction_value,av_transaction_value,confirmation_time,median_transaction_size,tweets,top_100_percent,av_transaction_size,hashrate,full_name,coin
1012,2011/10/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1013,2011/10/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1014,2011/10/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1015,2011/10/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1016,2011/10/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1017,2011/10/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1018,2011/10/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1019,2011/10/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1020,2011/10/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1021,2011/10/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1022,2011/10/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1023,2011/10/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1024,2011/10/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1025,2011/10/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1026,2011/11/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1027,2011/11/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1028,2011/11/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1029,2011/11/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1030,2011/11/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1031,2011/11/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1032,2011/11/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1033,2011/11/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1034,2011/11/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1035,2011/11/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1036,2011/11/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1037,2011/11/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1038,2011/11/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1039,2011/11/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1040,2011/11/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1041,2011/11/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1042,2011/11/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1043,2011/11/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1044,2011/11/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1045,2011/11/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1046,2011/11/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1047,2011/11/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1048,2011/11/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1049,2011/11/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1050,2011/11/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1051,2011/11/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1052,2011/11/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1053,2011/11/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1054,2011/11/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1055,2011/11/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1056,2011/12/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1057,2011/12/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1058,2011/12/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1059,2011/12/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1060,2011/12/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1061,2011/12/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1062,2011/12/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1063,2011/12/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1064,2011/12/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1065,2011/12/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1066,2011/12/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1067,2011/12/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1068,2011/12/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1069,2011/12/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1070,2011/12/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1071,2011/12/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1072,2011/12/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1073,2011/12/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1074,2011/12/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1075,2011/12/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1076,2011/12/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1077,2011/12/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1078,2011/12/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1079,2011/12/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1080,2011/12/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1081,2011/12/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1082,2011/12/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1083,2011/12/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1084,2011/12/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1085,2011/12/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1086,2011/12/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1087,2012/01/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1088,2012/01/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1089,2012/01/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1090,2012/01/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1091,2012/01/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1092,2012/01/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1093,2012/01/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1094,2012/01/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1095,2012/01/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1096,2012/01/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1097,2012/01/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1098,2012/01/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1099,2012/01/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1100,2012/01/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1101,2012/01/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1102,2012/01/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1103,2012/01/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1104,2012/01/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1105,2012/01/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1106,2012/01/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1107,2012/01/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1108,2012/01/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1109,2012/01/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1110,2012/01/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1111,2012/01/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1112,2012/01/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1113,2012/01/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1114,2012/01/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1115,2012/01/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1116,2012/01/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1117,2012/01/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1118,2012/02/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1119,2012/02/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1120,2012/02/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1121,2012/02/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1122,2012/02/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1123,2012/02/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1124,2012/02/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1125,2012/02/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1126,2012/02/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1127,2012/02/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1128,2012/02/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1129,2012/02/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1130,2012/02/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1131,2012/02/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1132,2012/02/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1133,2012/02/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1134,2012/02/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1135,2012/02/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1136,2012/02/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1137,2012/02/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1138,2012/02/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1139,2012/02/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1140,2012/02/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1141,2012/02/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1142,2012/02/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1143,2012/02/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1144,2012/02/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1145,2012/02/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1146,2012/02/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1147,2012/03/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1148,2012/03/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1149,2012/03/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1150,2012/03/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1151,2012/03/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1152,2012/03/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1153,2012/03/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1154,2012/03/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1155,2012/03/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1156,2012/03/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1157,2012/03/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1158,2012/03/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1159,2012/03/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1160,2012/03/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1161,2012/03/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1162,2012/03/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1163,2012/03/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1164,2012/03/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1165,2012/03/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1166,2012/03/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1167,2012/03/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1168,2012/03/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1169,2012/03/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1170,2012/03/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1171,2012/03/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1172,2012/03/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1173,2012/03/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1174,2012/03/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1175,2012/03/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1176,2012/03/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1177,2012/03/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1178,2012/04/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1179,2012/04/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1180,2012/04/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1181,2012/04/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1182,2012/04/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1183,2012/04/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1184,2012/04/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1185,2012/04/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1186,2012/04/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1187,2012/04/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1188,2012/04/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1189,2012/04/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1190,2012/04/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1191,2012/04/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1192,2012/04/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1193,2012/04/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1194,2012/04/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1195,2012/04/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1196,2012/04/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1197,2012/04/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1198,2012/04/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1199,2012/04/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1200,2012/04/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1201,2012/04/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1202,2012/04/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1203,2012/04/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1204,2012/04/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1205,2012/04/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1206,2012/04/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1207,2012/04/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1208,2012/05/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1209,2012/05/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1210,2012/05/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1211,2012/05/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1212,2012/05/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1213,2012/05/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1214,2012/05/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1215,2012/05/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1216,2012/05/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1217,2012/05/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1218,2012/05/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1219,2012/05/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1220,2012/05/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1221,2012/05/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1222,2012/05/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1223,2012/05/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1224,2012/05/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1225,2012/05/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1226,2012/05/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1227,2012/05/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1228,2012/05/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1229,2012/05/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1230,2012/05/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1231,2012/05/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1232,2012/05/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1233,2012/05/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1234,2012/05/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1235,2012/05/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1236,2012/05/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1237,2012/05/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1238,2012/05/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1239,2012/06/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1240,2012/06/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1241,2012/06/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1242,2012/06/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1243,2012/06/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1244,2012/06/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1245,2012/06/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1246,2012/06/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1247,2012/06/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1248,2012/06/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1249,2012/06/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1250,2012/06/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1251,2012/06/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1252,2012/06/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1253,2012/06/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1254,2012/06/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1255,2012/06/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1256,2012/06/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1257,2012/06/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1258,2012/06/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1259,2012/06/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1260,2012/06/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1261,2012/06/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1262,2012/06/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1263,2012/06/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1264,2012/06/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1265,2012/06/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1266,2012/06/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1267,2012/06/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1268,2012/06/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1269,2012/07/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1270,2012/07/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1271,2012/07/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1272,2012/07/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1273,2012/07/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1274,2012/07/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1275,2012/07/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1276,2012/07/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1277,2012/07/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1278,2012/07/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1279,2012/07/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1280,2012/07/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1281,2012/07/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1282,2012/07/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1283,2012/07/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1284,2012/07/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1285,2012/07/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1286,2012/07/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1287,2012/07/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1288,2012/07/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1289,2012/07/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1290,2012/07/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1291,2012/07/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1292,2012/07/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1293,2012/07/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1294,2012/07/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1295,2012/07/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1296,2012/07/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1297,2012/07/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1298,2012/07/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1299,2012/07/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1300,2012/08/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1301,2012/08/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1302,2012/08/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1303,2012/08/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1304,2012/08/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1305,2012/08/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1306,2012/08/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1307,2012/08/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1308,2012/08/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1309,2012/08/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1310,2012/08/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1311,2012/08/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1312,2012/08/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1313,2012/08/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1314,2012/08/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1315,2012/08/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1316,2012/08/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1317,2012/08/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1318,2012/08/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1319,2012/08/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1320,2012/08/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1321,2012/08/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1322,2012/08/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1323,2012/08/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1324,2012/08/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1325,2012/08/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1326,2012/08/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1327,2012/08/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1328,2012/08/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1329,2012/08/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1330,2012/08/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1331,2012/09/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1332,2012/09/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1333,2012/09/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1334,2012/09/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1335,2012/09/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1336,2012/09/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1337,2012/09/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1338,2012/09/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1339,2012/09/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1340,2012/09/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1341,2012/09/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1342,2012/09/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1343,2012/09/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1344,2012/09/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1345,2012/09/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1346,2012/09/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1347,2012/09/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1348,2012/09/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1349,2012/09/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1350,2012/09/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1351,2012/09/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1352,2012/09/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1353,2012/09/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1354,2012/09/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1355,2012/09/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1356,2012/09/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1357,2012/09/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
1358,2012/09/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
