,date,active_addresses,sent_addresses,block_size,transactions,median_transaction_size,mining_profitability,google_trends,difficulty,send_usd,hashrate,fee_reward,av_transaction_value,top_100_percent,median_transaction_value,av_transaction_size,market_cap,tweets,confirmation_time,full_name,coin
1773,2013/11/11,11625513157null,638116787null,1506476815null,572184540null,,,,5109297381260null,2334994212148891null,,,4120473.324null,,,,375950648183983933null,,,zetacoin,zetacoin
1774,2013/11/12,11640515320null,724956756null,1414808951null,581064385null,,,,5109297381260null,3716434372256366null,,,6506520.926null,,,,403189561386363438null,,,zetacoin,zetacoin
1775,2013/11/13,12299916871null,774528150null,18502712648null,647025036null,,,,5109297381260null,4661935523259409null,,,7256651.792null,,,,442185332191032914null,,,zetacoin,zetacoin
1776,2013/11/14,13343715765null,861498364null,1835689129null,692305258null,,,,5109297381243null,4613247685082742null,,,6681967.436null,,,,480649636693792709null,,,zetacoin,zetacoin
1777,2013/11/15,12000415184null,781539017null,1756086354null,607486919null,,,,5109297381238null,1059164605577217465null,,,1747684004null,,,,493736508895063464null,,,zetacoin,zetacoin
1778,2013/11/16,10389013533null,654788112null,1173715274null,469815942null,,,,5109297381238null,621725353430321641null,,,1364572672null,,,,501811874495111482null,,,zetacoin,zetacoin
1779,2013/11/17,10773015779null,677929232null,1401767013null,511376927null,,,,5427210101272null,522852273397001156null,,,1053357655null,,,,543903172795595485null,,,zetacoin,zetacoin
1780,2013/11/18,16469528074null,11120114692null,25513818133null,7887611730null,,,,6094826801311null,1167216535486480216null,,,1479841988null,,,,6608579276146485745null,,,zetacoin,zetacoin
1781,2013/11/19,20775425710null,13319213006null,31242814378null,9274610338null,,,,6094826801311null,1363339730447310980null,,,1472244118null,,,,7227259799190018461null,,,zetacoin,zetacoin
1782,2013/11/20,16551021327null,10634211188null,2331758494null,773948077null,,,,6094826801341null,834132546431308923null,,,1112353575null,,,,5941801419154302502null,,,zetacoin,zetacoin
1783,2013/11/21,18878919709null,9839010978null,2739536610null,716727905null,,,,6094826801429null,1312536876519497285null,,,1848365718null,,,,7204012321186346653null,,,zetacoin,zetacoin
1784,2013/11/22,16542220128null,10418511501null,2269158542null,767757879null,,,,6094826801429null,1612798151622257011null,,,2105379243null,,,,8114484743205411525null,,,zetacoin,zetacoin
1785,2013/11/23,15089722179null,9977413070null,2093717576null,723759001null,,,,6094826801429null,1129433304252904942null,,,1578028098null,,,,8881168588224508164null,,,zetacoin,zetacoin
1786,2013/11/24,12466819831null,7734011229null,1833686103null,606937526null,,,,6094826801480null,1064126265247468984null,,,1753332899null,,,,8449651144217462364null,,,zetacoin,zetacoin
1787,2013/11/25,14301522841null,9293112823null,1902087287null,716208790null,,,,6094826801486null,1044834201331303854null,,,1473337691null,,,,8699310811233553445null,,,zetacoin,zetacoin
1788,2013/11/26,17951037535null,11888319518null,25130620726null,8322414055null,,,,6094826801486null,3206113980628294435null,,,3914744716null,,,,9587594542326241202null,,,zetacoin,zetacoin
1789,2013/11/27,19926342273null,13381922978null,26496920287null,9535817147null,,,,6094826801504null,29586998911280036227null,,,3117574653null,,,,10730289044557862208null,,,zetacoin,zetacoin
1790,2013/11/28,20203548944null,13249626886null,24854919064null,9874019508null,,,,6094826801523null,31905523154607945576null,,,32612236471null,,,,11254886229950296641null,,,zetacoin,zetacoin
1791,2013/11/29,18962838486null,12208220187null,24995912850null,8991114892null,,,,6343886141523null,25509636033603208216null,,,28801243137null,,,,11826898270872208524null,,,zetacoin,zetacoin
1792,2013/11/30,16394235671null,10073219068null,20024311161null,7501413739null,,,,7074082831607null,19597222212442872458null,,,26764177822null,,,,12682051948856063112null,,,zetacoin,zetacoin
1793,2013/12/01,16630737054null,10214018695null,1886709926null,7194713535null,,,,7074082831734null,13638189441245020757null,,,1921591985null,,,,11038486608771830218null,,,zetacoin,zetacoin
1794,2013/12/02,17803335248null,10546418641null,2309768924null,7541113386null,,,,7074082831734null,1303888839971309764null,,,1759672562null,,,,11070978963696470186null,,,zetacoin,zetacoin
1795,2013/12/03,17415135202null,11171317832null,1853419534null,7746713046null,,,,7074082831807null,1166848924936502742null,,,1509971785null,,,,11880028583754066283null,,,zetacoin,zetacoin
1796,2013/12/04,18428139112null,11629718681null,23283210362null,7945314085null,,,,7074082831965null,1393986124865470577null,,,1760861642null,,,,12514095135917445351null,,,zetacoin,zetacoin
1797,2013/12/05,18404636758null,12120917769null,2381599561null,8311312934null,,,,7074082831965null,15323412761574521472null,,,18551122153null,,,,11966086645852240897null,,,zetacoin,zetacoin
1798,2013/12/06,16943433406null,10374915903null,1688956905null,7189111231null,,,,7074082832015null,10614109671116609278null,,,15084100020null,,,,11067183762779262174null,,,zetacoin,zetacoin
1799,2013/12/07,15089933910null,9463316248null,1647118796null,6751711475null,,,,7074082832219null,1695748949962562723null,,,2524884307null,,,,8708859864583733032null,,,zetacoin,zetacoin
1800,2013/12/08,11453632400null,6796715717null,1204696807null,4728211014null,,,,7074082832219null,890988411277244542null,,,1891625172null,,,,8867502070586031115null,,,zetacoin,zetacoin
1801,2013/12/09,15625837785null,9389918798null,1725148226null,6344913532null,,,,7074082832356null,1038144989577851062null,,,1677342703null,,,,10355946029713660506null,,,zetacoin,zetacoin
1802,2013/12/10,15454639369null,9400319244null,19168110928null,6743113596null,,,,7754357192695null,763464363772976978null,,,1143756853null,,,,11091432811793890366null,,,zetacoin,zetacoin
1803,2013/12/11,15292439253null,9412418915null,1958429248null,6714013171null,,,,9083508622695null,985018282495512762null,,,1472337621null,,,,10743391422754613420null,,,zetacoin,zetacoin
1804,2013/12/12,13082435621null,8247817454null,1704917901null,5805611929null,,,,9083508622720null,777629716438527723null,,,1352936761null,,,,10334494909724755637null,,,zetacoin,zetacoin
1805,2013/12/13,14600436511null,8883916130null,17716210190null,5994110920null,,,,9083508622927null,791957461534875162null,,,1357548981null,,,,10537959468730023655null,,,zetacoin,zetacoin
1806,2013/12/14,14810732198null,8345615272null,1672147635null,5385910084null,,,,9083508622927null,525928336129436093null,,,1011112847null,,,,10355708429711224829null,,,zetacoin,zetacoin
1807,2013/12/15,14131536189null,7836417237null,1719259366null,5213111836null,,,,9083508622927null,382390593613730068null,,,739951853null,,,,10114244669702568586null,,,zetacoin,zetacoin
1808,2013/12/16,17766942831null,10055520069null,17967412059null,6918114430null,,,,9083508623062null,1616817137978849206null,,,2372967971null,,,,9389330110662914934null,,,zetacoin,zetacoin
1809,2013/12/17,15882643643null,9976620255null,16883212710null,6753714900null,,,,9083508623094null,1064397369693292932null,,,1580546617null,,,,8163095363527920160null,,,zetacoin,zetacoin
1810,2013/12/18,18124446211null,11619921915null,20399212054null,8131116321null,,,,9083508623094null,11045220011449957630null,,,1376789237null,,,,6728817650374727956null,,,zetacoin,zetacoin
1811,2013/12/19,15774738537null,9906118043null,14834510007null,7005213251null,,,,9083508623158null,8367432152394095242null,,,12038180673null,,,,7477721321402700441null,,,zetacoin,zetacoin
1812,2013/12/20,15356137284null,8812117357null,18313010622null,6490512559null,,,,9083508623231null,6209811902316406075null,,,10109184442null,,,,8058557197461388038null,,,zetacoin,zetacoin
1813,2013/12/21,12741231054null,7791414240null,1738367417null,559229763null,,,,10674924733231null,585984473233337290null,,,1056123900null,,,,7312365176406163639null,,,zetacoin,zetacoin
1814,2013/12/22,12408330055null,7158013141null,1620017328null,527288952null,,,,11809231953231null,566118499457507251null,,,1090751107null,,,,7509740013406990432null,,,zetacoin,zetacoin
1815,2013/12/23,15246330822null,7804313926null,1684348575null,540969782null,,,,11809231953037null,4519587241090376111null,,,8425111468null,,,,7652888251411901738null,,,zetacoin,zetacoin
1816,2013/12/24,13052431174null,8377614484null,1672218153null,556969829null,,,,11809231952920null,571514686651762175null,,,1026166311null,,,,7877506406414844429null,,,zetacoin,zetacoin
1817,2013/12/25,13023434703null,8544616439null,1762429325null,5526611207null,,,,11809231952920null,574345414158758685null,,,1041914173null,,,,7992904507464742475null,,,zetacoin,zetacoin
1818,2013/12/26,12266238254null,7821317021null,16617312242null,5109612703null,,,,11809231952919null,438713910666548499null,,,858652472null,,,,8667980009568130727null,,,zetacoin,zetacoin
1819,2013/12/27,12640435195null,7977815799null,1462118946null,5249011120null,,,,11809231952850null,432744630838399564null,,,828175417null,,,,8759625914551461271null,,,zetacoin,zetacoin
1820,2013/12/28,11592432088null,6986714234null,1776926712null,478599633null,,,,11809231952850null,436355167227622957null,,,933623629null,,,,8704024111537560692null,,,zetacoin,zetacoin
1821,2013/12/29,12926931595null,6693714203null,1746817641null,511579545null,,,,11809231952850null,592692737233210506null,,,1161624433null,,,,8664365741552259575null,,,zetacoin,zetacoin
1822,2013/12/30,15268636992null,8558317042null,1750769316null,5544011600null,,,,11809231953116null,590478776352773567null,,,1079630485null,,,,8880104088573792320null,,,zetacoin,zetacoin
1823,2013/12/31,11917630385null,7380714259null,1444387886null,486638920null,,,,11809231953168null,365598895681530880null,,,758876405null,,,,8848410602572754095null,,,zetacoin,zetacoin
1824,2014/01/01,9726030293null,6112414847null,1050957410null,428659369null,,,,11809231953168null,395188959199038040null,,,921921307null,,,,9027564716579414332null,,,zetacoin,zetacoin
1825,2014/01/02,13775835401null,8468017214null,21297310117null,5463611705null,,,,14060716393178null,536732385334056037null,,,982428540null,,,,9275962711595154424null,,,zetacoin,zetacoin
1826,2014/01/03,14311236897null,9136618053null,19656110221null,6081911829null,,,,14184813953195null,707000317328299086null,,,1172327754null,,,,9653676428599201516null,,,zetacoin,zetacoin
1827,2014/01/04,11660233949null,7381116182null,1849278377null,5191110534null,,,,14184813953195null,510081046289644758null,,,982627498null,,,,9859310390591177694null,,,zetacoin,zetacoin
1828,2014/01/05,13620836581null,8477917324null,1660799485null,5846911825null,,,,14184813953204null,805945831236351728null,,,1378419987null,,,,10586963510617302619null,,,zetacoin,zetacoin
1829,2014/01/06,17891746506null,9915321251null,20301115386null,6717215887null,,,,14184813953367null,9281772401309367498null,,,1382982486null,,,,11416358515697643098null,,,zetacoin,zetacoin
1830,2014/01/07,14254538351null,8525017377null,1764359902null,6273412554null,,,,14184813953367null,7962396801612312747null,,,12847129130null,,,,10571674123655841632null,,,zetacoin,zetacoin
1831,2014/01/08,14745938192null,8369717068null,1578208762null,6124611771null,,,,14184813953367null,641320374444755370null,,,1050937792null,,,,9871565110575484452null,,,zetacoin,zetacoin
1832,2014/01/09,13411934112null,8384815420null,1417598683null,5882410459null,,,,14184813953800null,485284224173857385null,,,829116623null,,,,10019535543584739790null,,,zetacoin,zetacoin
1833,2014/01/10,12745932820null,7887114856null,1466517551null,539799272null,,,,14184813953815null,462378304152866956null,,,856616490null,,,,10018449122583882130null,,,zetacoin,zetacoin
1834,2014/01/11,13004835840null,7868516068null,14026910264null,5564611062null,,,,14184813953815null,363245215129423737null,,,652811700null,,,,10591030492629674336null,,,zetacoin,zetacoin
1835,2014/01/12,11703031973null,6970713620null,1263427719null,503309350null,,,,14184813953857null,354872553112800646null,,,706212064null,,,,10436027877615040509null,,,zetacoin,zetacoin
1836,2014/01/13,15220432604null,7779514119null,1663958751null,532929953null,,,,17302642883891null,428940934134955690null,,,809313559null,,,,9998496558586308311null,,,zetacoin,zetacoin
1837,2014/01/14,13156932367null,7826913634null,1744688949null,572169473null,,,,17895469513891null,615198217147052081null,,,1081215768null,,,,10119223760591875602null,,,zetacoin,zetacoin
1838,2014/01/15,13299534097null,8307214962null,1621428530null,6142810505null,,,,17895469513894null,503068504217982499null,,,820020750null,,,,10259201593608554469null,,,zetacoin,zetacoin
1839,2014/01/16,13251532327null,7564113741null,1594569478null,565189407null,,,,17895469513932null,498812104123475679null,,,884913126null,,,,10182545514604707640null,,,zetacoin,zetacoin
1840,2014/01/17,12934730756null,7781013336null,1898597165null,588748946null,,,,17895469513932null,338624383117733140null,,,593713160null,,,,9833758380581662962null,,,zetacoin,zetacoin
1841,2014/01/18,10659532066null,6723613905null,1444747311null,513999339null,,,,17895469513932null,286260098155344032null,,,556916637null,,,,9935042058587539858null,,,zetacoin,zetacoin
1842,2014/01/19,10892833456null,6892014657null,1425109042null,4783610054null,,,,17895469513974null,463268983127080510null,,,980512640null,,,,10102671627602228360null,,,zetacoin,zetacoin
1843,2014/01/20,17915037974null,9626016349null,18423011817null,6280811501null,,,,17895469513998null,647277993182751241null,,,1039715890null,,,,10194974658603186250null,,,zetacoin,zetacoin
1844,2014/01/21,15973838208null,10315417246null,21991313849null,7241112161null,,,,17895469513998null,512210047194507692null,,,715815994null,,,,10181118424598806313null,,,zetacoin,zetacoin
1845,2014/01/22,15299136079null,9537316000null,17174415467null,6564311547null,,,,17895469513998null,403027771172160925null,,,620614912null,,,,10141792649581278333null,,,zetacoin,zetacoin
1846,2014/01/23,15032535277null,8749815880null,18541014343null,6339911547null,,,,17895469513822null,413913413212633631null,,,656218415null,,,,10007865382559938815null,,,zetacoin,zetacoin
1847,2014/01/24,14262638262null,8905317985null,17085512610null,6541113606null,,,,19414271913130null,581534153281839215null,,,915720714null,,,,9622109371506955145null,,,zetacoin,zetacoin
1848,2014/01/25,12698734978null,7554416359null,16614510318null,5369911695null,,,,21938478703130null,366899920139046793null,,,700211889null,,,,9818642379530506650null,,,zetacoin,zetacoin
1849,2014/01/26,12557738220null,7898917245null,17797214734null,5343012446null,,,,21938478703130null,322163397221916335null,,,621417830null,,,,10027796911556902411null,,,zetacoin,zetacoin
1850,2014/01/27,17053538836null,9394417972null,18732414802null,6420013340null,,,,21938478703130null,715015359195101517null,,,1113714625null,,,,9747557461529022187null,,,zetacoin,zetacoin
1851,2014/01/28,15824638525null,9905417529null,2157439061null,6560813026null,,,,21938478702593null,496747269132574899null,,,757110178null,,,,9489317514516818780null,,,zetacoin,zetacoin
1852,2014/01/29,14129638635null,8769717044null,1924478092null,5953012603null,,,,21938478702458null,378914060298626788null,,,638623695null,,,,9687524064526433620null,,,zetacoin,zetacoin
1853,2014/01/30,15181236542null,9461216808null,1744777440null,6062312250null,,,,21938478702515null,412905762130751985null,,,687310675null,,,,9656490405526364504null,,,zetacoin,zetacoin
1854,2014/01/31,14908333406null,9634014764null,16747210794null,6008510534null,,,,21938478703300null,32217444382855589null,,,54487866null,,,,9813735460535562201null,,,zetacoin,zetacoin
1855,2014/02/01,13502733149null,8867415029null,15153410469null,5464911079null,,,,21938478703300null,36076113798174024null,,,68098861null,,,,9929126621555190334null,,,zetacoin,zetacoin
1856,2014/02/02,13550433973null,8476814660null,1584619941null,5229710541null,,,,21938478703300null,392713170112421582null,,,752910688null,,,,9924245675556675136null,,,zetacoin,zetacoin
1857,2014/02/03,17251435553null,9707514855null,18075712269null,5741910556null,,,,21938478703298null,381604284164786501null,,,686315611null,,,,9851830297542796506null,,,zetacoin,zetacoin
1858,2014/02/04,16918439399null,11074118254null,2210558872null,6962712947null,,,,21938478702820null,633516691185255791null,,,927114334null,,,,9912215203537320485null,,,zetacoin,zetacoin
1859,2014/02/05,15687839541null,10034218132null,2208619093null,6736113055null,,,,24687056732820null,632793494160642596null,,,951512305null,,,,9814970888530300391null,,,zetacoin,zetacoin
1860,2014/02/06,16345735617null,10670217247null,2099418893null,6997812048null,,,,26214044532909null,509981148104019292null,,,72958702null,,,,9542453945511218434null,,,zetacoin,zetacoin
1861,2014/02/07,16551835094null,11035816138null,24508112645null,7035910990null,,,,26214044533508null,623765242160150222null,,,907614573null,,,,8924242012479032943null,,,zetacoin,zetacoin
1862,2014/02/08,14830232614null,9569814801null,18677511542null,6482710544null,,,,26214044533508null,400808198112294759null,,,621510650null,,,,8768379035472339842null,,,zetacoin,zetacoin
1863,2014/02/09,12920532905null,7944014590null,21043013399null,5644110620null,,,,26214044533508null,341508757193175788null,,,612418190null,,,,8656605604467725801null,,,zetacoin,zetacoin
1864,2014/02/10,17146434768null,9589815795null,21055115640null,6669411734null,,,,26214044533508null,533392466527876624null,,,799845123null,,,,8263767949438646028null,,,zetacoin,zetacoin
1865,2014/02/11,15490436719null,9610815954null,19925112958null,6706511840null,,,,26214044532897null,471727213145444009null,,,707112284null,,,,8368343763450964745null,,,zetacoin,zetacoin
1866,2014/02/12,21513640810null,9013216358null,25082112748null,6194811642null,,,,26214044532674null,399891707109488027null,,,64599405null,,,,8048705154436395925null,,,zetacoin,zetacoin
1867,2014/02/13,16404036356null,9736116281null,21764211008null,6716111901null,,,,26214044532674null,397327943117649453null,,,59169902null,,,,7662793967409574650null,,,zetacoin,zetacoin
1868,2014/02/14,17730536000null,10702415955null,2246629401null,7469811543null,,,,26214044532676null,433298119254663062null,,,592222062null,,,,7407335344387390389null,,,zetacoin,zetacoin
1869,2014/02/15,15051633174null,9713514370null,1800538104null,617099968null,,,,26214044532690null,60960838784892154null,,,104558516null,,,,7874711432411482242null,,,zetacoin,zetacoin
1870,2014/02/16,12769034040null,7716815748null,1454447772null,5733611487null,,,,26214044532690null,378482247140768071null,,,660112255null,,,,7519183334391917784null,,,zetacoin,zetacoin
1871,2014/02/17,18040733412null,9013215217null,2166698398null,6069811035null,,,,31230161592769null,30996203272265063null,,,52536549null,,,,7660118530401298269null,,,zetacoin,zetacoin
1872,2014/02/18,15822130964null,9824414316null,22550410930null,6524510026null,,,,31295731753207null,30599083494050284null,,,48569381null,,,,7632701539400005146null,,,zetacoin,zetacoin
1873,2014/02/19,17758131213null,11970114013null,20570810050null,699429717null,,,,31295731753207null,277793285318830461null,,,397232812null,,,,7556512852399073480null,,,zetacoin,zetacoin
1874,2014/02/20,18106131699null,12424414877null,22641610137null,7096710517null,,,,31295731753207null,322858391162047224null,,,454915413null,,,,7168503527377151652null,,,zetacoin,zetacoin
1875,2014/02/21,17872532153null,12438414679null,2554329098null,6923810449null,,,,31295731753092null,284778547174739230null,,,416616739null,,,,6824774152355807053null,,,zetacoin,zetacoin
1876,2014/02/22,15599732853null,10266814828null,1848908932null,5849310159null,,,,31295731752871null,22531347126780060null,,,38742636null,,,,7042301997371465814null,,,zetacoin,zetacoin
1877,2014/02/23,16290935259null,11288116363null,2104209500null,5990611315null,,,,31295731752871null,25007104358055759null,,,41745131null,,,,7555955670399530693null,,,zetacoin,zetacoin
1878,2014/02/24,21515531957null,13643116471null,2258718368null,7360510532null,,,,31295731752952null,44250949460187416null,,,61695715null,,,,7128400536381957028null,,,zetacoin,zetacoin
1879,2014/02/25,20921742831null,14703218256null,28156516315null,7992111584null,,,,31295731753322null,552167081123187116null,,,706510634null,,,,6314417925337370197null,,,zetacoin,zetacoin
1880,2014/02/26,20144135597null,13401217230null,23294411178null,7299210458null,,,,31295731753322null,38964747935810924null,,,53743435null,,,,6993424821369228375null,,,zetacoin,zetacoin
1881,2014/02/27,18491431784null,11740416153null,2077739622null,706719581null,,,,31295731753322null,32305987042817362null,,,45854476null,,,,7000175929366179785null,,,zetacoin,zetacoin
1882,2014/02/28,19655835372null,11330716047null,23655310711null,701099510null,,,,34404259443213null,32364627139601362null,,,46164185null,,,,6841993067350157474null,,,zetacoin,zetacoin
1883,2014/03/01,18180634032null,11998215500null,26116110906null,632589328null,,,,38157237993145null,45146220644958902null,,,71554820null,,,,6846812263349453090null,,,zetacoin,zetacoin
1884,2014/03/02,15953439482null,10109215625null,23918111355null,564959723null,,,,38157237993145null,30591023033905773null,,,54153489null,,,,6903312989342162959null,,,zetacoin,zetacoin
1885,2014/03/03,23740244518null,14744818715null,33232019661null,8111612134null,,,,38157237993378null,640674979122981971null,,,804810135null,,,,7492764773345899524null,,,zetacoin,zetacoin
1886,2014/03/04,23250453711null,15674224508null,35727223576null,8445117182null,,,,38157237993637null,681487601369530118null,,,809021507null,,,,8299305811435326412null,,,zetacoin,zetacoin
1887,2014/03/05,20215937319null,13630417904null,2833889860null,7223611354null,,,,38157237993637null,443077398170566081null,,,613415026null,,,,8068506704425935001null,,,zetacoin,zetacoin
1888,2014/03/06,19579142215null,13046617795null,24499111882null,7035411258null,,,,38157237993718null,40428285675484346null,,,57466705null,,,,8063675547432093448null,,,zetacoin,zetacoin
1889,2014/03/07,18108540453null,12421516736null,24896210589null,7217910565null,,,,38157237993922null,154319377763066487null,,,213805969null,,,,7801725441419089617null,,,zetacoin,zetacoin
1890,2014/03/08,17142532871null,11882615486null,2110126684null,644229730null,,,,38157237993922null,96743643675908065null,,,150177801null,,,,7630128755408240950null,,,zetacoin,zetacoin
1891,2014/03/09,17367133705null,11294615980null,1996908121null,619829960null,,,,38157237994145null,58821780264332040null,,,94906459null,,,,7786226930418492179null,,,zetacoin,zetacoin
1892,2014/03/10,20818032817null,11466214657null,2780979553null,707359249null,,,,38157237994738null,94871694647848649null,,,136915182null,,,,7801755577425616242null,,,zetacoin,zetacoin
1893,2014/03/11,19083032338null,11895914541null,2513298064null,760369203null,,,,38157237994738null,61398953036710267null,,,81403990null,,,,7791229007425418589null,,,zetacoin,zetacoin
1894,2014/03/12,20357539851null,13082219081null,23948012420null,7615712404null,,,,38157237994738null,66314400670504162null,,,91815684null,,,,7856717323445560361null,,,zetacoin,zetacoin
1895,2014/03/13,19377034266null,12534916543null,2567398949null,7264310293null,,,,42180331704722null,48100350821021411null,,,66212042null,,,,7868331870449881808null,,,zetacoin,zetacoin
1896,2014/03/14,19235034631null,10406317444null,3057739076null,7048211002null,,,,42502179204719null,39058092534290231null,,,56143117null,,,,7805893775440761514null,,,zetacoin,zetacoin
1897,2014/03/15,14694032720null,8709716551null,1860158032null,6014310196null,,,,42502179204719null,36420893754818121null,,,60565376null,,,,7835064940445583264null,,,zetacoin,zetacoin
1898,2014/03/16,14061536362null,8397418366null,16740810040null,5916111248null,,,,42502179205002null,24068749693938232null,,,40688352null,,,,7818926927456991586null,,,zetacoin,zetacoin
1899,2014/03/17,18954439161null,10732919662null,21145812027null,6623513468null,,,,42502179205162null,340142253124327147null,,,51359231null,,,,7715405378458845598null,,,zetacoin,zetacoin
1900,2014/03/18,14302247021null,8500923159null,17541115133null,5399617859null,,,,42502179205162null,1607065906160344840null,,,298239039null,,,,7612123446491802120null,,,zetacoin,zetacoin
1901,2014/03/19,16525949943null,9836324118null,22279519968null,7364419743null,,,,42502179205438null,677264803427518283null,,,919621654null,,,,7685463996496597157null,,,zetacoin,zetacoin
1902,2014/03/20,16684236676null,9976618515null,21657310740null,7082512382null,,,,42502179205736null,404215945292825545null,,,570723649null,,,,7443853659442253536null,,,zetacoin,zetacoin
1903,2014/03/21,18990034873null,12214017608null,23414510623null,7290511547null,,,,42502179205736null,348610707184863723null,,,478216010null,,,,7291191246432562684null,,,zetacoin,zetacoin
1904,2014/03/22,16970031945null,9884015097null,2429507610null,665039478null,,,,42502179205745null,23545163781123199null,,,35408567null,,,,7080867568416616530null,,,zetacoin,zetacoin
1905,2014/03/23,14954131516null,8822414478null,1448338925null,575979023null,,,,42502179205835null,18896135974327828null,,,32818238null,,,,7132702086420799959null,,,zetacoin,zetacoin
1906,2014/03/24,19284633578null,10938915883null,2172199963null,7079510540null,,,,42703413955835null,38127921986654575null,,,54868234null,,,,7124723360418582670null,,,zetacoin,zetacoin
1907,2014/03/25,16695632633null,11013815234null,2464539642null,717269950null,,,,50068605895835null,31445964272792511null,,,45067316null,,,,7249823961433315361null,,,zetacoin,zetacoin
1908,2014/03/26,16941633979null,11231616702null,2436569639null,6815611011null,,,,50068605895694null,30035470281512516null,,,44147404null,,,,7284248560444206450null,,,zetacoin,zetacoin
1909,2014/03/27,18319435356null,12807417275null,23878010151null,7154611260null,,,,50068605895421null,428079401464521662null,,,599741450null,,,,6813912668399268837null,,,zetacoin,zetacoin
1910,2014/03/28,18306735329null,12034915895null,2199859843null,6690510349null,,,,50068605895421null,41470223768781075null,,,62156646null,,,,6324861281373805460null,,,zetacoin,zetacoin
1911,2014/03/29,14568828798null,9075213245null,1728997953null,530958423null,,,,50068605895421null,19864914232321101null,,,37753845null,,,,6277936136371940480null,,,zetacoin,zetacoin
1912,2014/03/30,16689932876null,8419413784null,23236810033null,567138742null,,,,50068605895671null,28281237464927376null,,,51967428null,,,,5941996915356964278null,,,zetacoin,zetacoin
1913,2014/03/31,17032733157null,11465215030null,20939610041null,6486210215null,,,,50068605895677null,34416337262743176null,,,53066172null,,,,5798624821352270277null,,,zetacoin,zetacoin
1914,2014/04/01,17970331985null,11909814178null,2179398221null,639659469null,,,,50068605895677null,32934937549262442null,,,51655203null,,,,6064996210361032589null,,,zetacoin,zetacoin
1915,2014/04/02,17990233753null,12009515849null,1961639306null,6671610780null,,,,50068605895713null,34425603991515061null,,,51758489null,,,,5766402135331338349null,,,zetacoin,zetacoin
1916,2014/04/03,16862433888null,9028015619null,1751209896null,6682010448null,,,,50068605895746null,338713285139638756null,,,506913365null,,,,5437047151294397178null,,,zetacoin,zetacoin
1917,2014/04/04,17818629478null,12131613539null,1979786959null,654978551null,,,,50068605895746null,294012920151566988null,,,448917829null,,,,5560231064301172015null,,,zetacoin,zetacoin
1918,2014/04/05,15396026889null,10166512127null,1919756299null,556247747null,,,,55600393465857null,33009999564874445null,,,59728374null,,,,5715139999301004348null,,,zetacoin,zetacoin
1919,2014/04/06,18376426823null,10236312011null,2123688113null,498597858null,,,,61197260896190null,20259275848201604null,,,40636138null,,,,5802108140314819168null,,,zetacoin,zetacoin
1920,2014/04/07,15916828073null,10704612342null,2436207677null,656598641null,,,,61197260896190null,20902523155788937null,,,31836456null,,,,5674077688316726534null,,,zetacoin,zetacoin
1921,2014/04/08,16553126538null,11222612047null,2925987041null,677077633null,,,,61197260896190null,20408695947025932null,,,30306161null,,,,5632889456308490598null,,,zetacoin,zetacoin
1922,2014/04/09,17927427638null,12240112752null,2437427184null,649927768null,,,,61197260895981null,26706962340430206null,,,41155205null,,,,5587996110306857855null,8193502null,,zetacoin,zetacoin
1923,2014/04/10,18299631909null,12429814746null,2543348627null,678729654null,,,,61197260895809null,32972240387239264null,,,48769043null,,,,5020359905267144107null,15039961null,,zetacoin,zetacoin
1924,2014/04/11,16962231413null,11792614131null,2236569449null,655639589null,,,,61197260895809null,31370638461504118null,,,48196415null,,,,5068919648276144786null,14907954null,,zetacoin,zetacoin
1925,2014/04/12,13228329124null,8782812478null,1699649145null,475798024null,,,,61197260895815null,16932355834254329null,,,35744343null,,,,5329088351300897910null,7582454null,,zetacoin,zetacoin
1926,2014/04/13,17270826604null,9482812506null,1622608310null,509818146null,,,,61197260895896null,16756003417566709null,,,33322162null,,,,5150414718279421718null,10674815null,,zetacoin,zetacoin
1927,2014/04/14,18329132399null,12796913987null,21604810503null,700269873null,,,,61197260895896null,27343914536550540null,,,39903702null,,,,5628122040306104056null,13266961null,,zetacoin,zetacoin
1928,2014/04/15,19905441289null,12310714097null,24153915272null,7262710278null,,,,61197260895896null,32480243031922983null,,,44793108null,,,,6170470953338196156null,14835887null,,zetacoin,zetacoin
1929,2014/04/16,18507533622null,11431214355null,27098412393null,6843510644null,,,,61197260895842null,41378652564844907null,,,60466177null,,,,6496569317363317064null,157901022null,,zetacoin,zetacoin
1930,2014/04/17,15775128714null,10259612329null,2236319292null,650218315null,,,,63281508175788null,40235054643905877null,,,63845352null,,,,6281237538353014250null,15215823null,,zetacoin,zetacoin
1931,2014/04/18,14945228561null,10063312161null,2054789572null,568368290null,,,,69788426505788null,36724043342622371null,,,64615157null,,,,5972292967330941071null,14028881null,,zetacoin,zetacoin
1932,2014/04/19,14114926369null,9315911605null,1932378860null,533568060null,,,,69788426505788null,22111543326126828null,,,41683242null,,,,6132827987338612905null,12337813null,,zetacoin,zetacoin
1933,2014/04/20,16428826312null,8871311438null,1695118819null,488657840null,,,,69788426505388null,20427391425826706null,,,41803294null,,,,6234226740348676849null,12139884null,,zetacoin,zetacoin
1934,2014/04/21,14236726198null,9389511580null,1906167496null,579397835null,,,,69788426505162null,35405603319997949null,,,61982552null,,,,6201738943342074603null,14244835null,,zetacoin,zetacoin
