,date,active_addresses,sent_addresses,block_size,transactions,median_transaction_size,mining_profitability,google_trends,difficulty,send_usd,hashrate,fee_reward,av_transaction_value,top_100_percent,median_transaction_value,av_transaction_size,market_cap,tweets,confirmation_time,full_name,coin
3967,2019/11/14,62454447202331001,41023330123189695,69254215950null,34985423340679505,,,,1272000526739164043642.5168206313307E+15,10603042876324087007210846974,,,3030713885310.295,,,,157519758692384228843920270994877,1814410063658,,zetacoin,zetacoin
3968,2019/11/15,63470852173316681,44380535268186461,85523719350null,32498728898683049,,,,1272000526739164043642.5038358647371E+15,10995886066248584382272458859,,,338358602398.886,,,,155235539205377176448619866293261,170288454035,,zetacoin,zetacoin
3969,2019/11/16,59568046328281871,37293830068165159,92269114795null,28332022380596661,,,,1272000526739164043642.4543420939087E+15,5908890468197871080154911402,,,208568841259.631,,,,153864450828371361051519773635279,150419273536,,zetacoin,zetacoin
3970,2019/11/17,52225840686288087,32874826661176832,85229712427null,26421619558600168,,,,1272000526739161993662.5043869024197E+15,5409501355120464195146404209,,,204746159243.939,,,,154964392980378133528420024251096,145399223272,,zetacoin,zetacoin
3971,2019/11/18,58797758892330680,39514638384194341,74222218570null,30453134279734472,,,,1272000526739161383832.5341565514248E+15,11243045649436826632254497710,,,3691912743346.504,,,,152750409310373105084319895075839,165058263759,,zetacoin,zetacoin
3972,2019/11/19,73288777148337602,42859234231193183,83072517084null,32748322027735532,,,,1272000526739161383832.4103107803796E+15,7834899151210150758258961433,,,239259541352.074,,,,148142119613357260558419271931287,1687412695559,,zetacoin,zetacoin
3973,2019/11/20,60148246675318475,40267927844186688,74520214381null,32094421518689771,,,,1272000526739161925012.3567662290688E+15,6531144322139635388234903814,,,203506489340.553,,,,147654249824355154265119206413719,183388814708,,zetacoin,zetacoin
3974,2019/11/21,69768747635369760,43764529750209649,84620514217null,32381722796762896,,,,1279578963788563172662.455855793041E+15,12795641500360907861327913177,,,3951515832429.827,,,,143108491293339326200318464346362,215979074012,,zetacoin,zetacoin
3975,2019/11/22,66779051616373913,44824530529225652,90793718036null,31040723516794748,,,,1297323596880063172662.4345600674676E+15,11578794750262981130518193085,,,3730211183652.022,,,,133067975680311421616416765813971,2440410834443,,zetacoin,zetacoin
3976,2019/11/23,60040145040289764,40605229476170061,57714213645null,30625121607631670,,,,1297323596880063172662.4405671500834E+15,7318113965158899594187040614,,,238967354296.105,,,,131058781359304065894916440738145,165439263602,,zetacoin,zetacoin
3977,2019/11/24,48578243245262012,33145626488151191,61843312486null,26723720051596880,,,,1297323596880061467772.4506483005385E+15,5931423048125195631158464031,,,221956244265.487,,,,130235919068301700517716272449919,172539613232,,zetacoin,zetacoin
3978,2019/11/25,53518247666344189,38274929838196239,74869916267null,27934522153762888,,,,1297323596880060784192.5318514776617E+15,9175440657189296790416268525,,,328468545545.648,,,,126069373668291314555415523867315,2263310663348,,zetacoin,zetacoin
3979,2019/11/26,66317681110301300,44490334306177683,91319718565null,32118821441679733,,,,1297323596880060784192.4533884717413E+15,839267261285226213198046054,,,261303975291.359,,,,129470431178300029634715973804205,258248043539,,zetacoin,zetacoin
3980,2019/11/27,72830146210293268,43319028957172054,81857914995null,31745822157674957,,,,1297323596880060698742.5228617083624E+15,7362309023111408057336266455,,,231915028498.204,,,,131357388717301367068916247951023,2251711564156,,zetacoin,zetacoin
3981,2019/11/28,63030047043286460,40493229766168613,61850915167null,30946022240623080,,,,1297323596880058114992.5384306508654E+15,5763379193263856289314651211,,,1862411864504.993,,,,136540482306306310044016645684749,163327973137,,zetacoin,zetacoin
3982,2019/11/29,59515146306311476,41354429377192510,74906014591null,31115422131670568,,,,1297323596880058114992.5386038883656E+15,7517632479117729390213510657,,,241605320318.403,,,,137273223656308460851016738546971,166707263912,,zetacoin,zetacoin
3983,2019/11/30,57996247000138450,36908928934155004,7610771510912880,27733222314584871,,,,1297323596880058114992.5324240118043E+15,5749515558175676762200683149,,,207327873343.124,,,,138704119951311228472816692296412,161747773119,,zetacoin,zetacoin
3984,2019/12/01,51263645144287156,34940728092164768,6156091334825933,27448221540615069,,,,1297323596880056907472.5300059820193E+15,499444438578151004124959428,,,181963628203.163,,,,133061135639301293472216262763701,159647353174,,zetacoin,zetacoin
3985,2019/12/02,63422742569345675,42089326754204789,7208551258827066,31458520976681210,,,,1297323596880054017822.5382324096874E+15,6319628215341852322256553627,,,2008916297376.615,,,,132253591519296936607716281421504,161298653678,,zetacoin,zetacoin
3986,2019/12/03,64429377589305017,43661734830177379,6818071615624340,33635422729610528,,,,1297323596880054017822.5858017318732E+15,6240337379196731649190105097,,,185538656311.378,,,,132337710662294229109316259799506,1646910133741,,zetacoin,zetacoin
3987,2019/12/04,65954744232305261,43539127881180791,6715161371429349,33711721978661004,,,,1297323596880054017822.5591101050359E+15,17024172509209245077206471524,,,504999526312.36,,,,132270604431292001080416087274080,168178003638,,zetacoin,zetacoin
3988,2019/12/05,63340643307300425,41591127001178283,7185461421724676,31132321111617647,,,,1295595154909655912092.5116025747897E+15,6588052513492496719204305098,,,2116123329330.78,,,,132949409718286839206616104807973,171277273433,,zetacoin,zetacoin
3989,2019/12/06,61185043944286593,41507729148169094,7403661326423020,31524122410573631,,,,1287684208968356093242.4923413637917E+15,17007857631314923464211527251,,,5395214053368.751,,,,134500464156288789150916323921380,156977693141,,zetacoin,zetacoin
3990,2019/12/07,57249643255236688,35489328530138856,5934521233919382,28512921015488124,,,,1287684208968356093242.5566434626302E+15,7216921842107794418113050244,,,253115129231.601,,,,136682861447292179867216308591384,134378373203,,zetacoin,zetacoin
3991,2019/12/08,48337941214210207,32494025982125421,5812751135220648,27870519721440672,,,,1287684208968355859492.4861222908872E+15,55054100734847569884048606,,,197542458190.728,,,,136561552787292947365616401502795,141768333404,,zetacoin,zetacoin
3992,2019/12/09,67225244937322145,40883530182193267,7503491593024920,31348123474635462,,,,1287684208968355512662.498407919192E+15,8903777632157652475173630581,,,284036716273.235,,,,135543986232289260462016365538454,165927773592,,zetacoin,zetacoin
3993,2019/12/10,69254977568297825,42362636457177445,7488381771525190,31991622429631603,,,,1287684208968355512662.5692047490122E+15,841987834292415248230465138,,,263194120364.889,,,,132815026664283867481816102583727,151975893201,,zetacoin,zetacoin
3994,2019/12/11,69128247399299529,40318428307178868,8076561649924671,29111621500625349,,,,1287684208968355512662.5242772508532E+15,8765462525150826104130015284,,,301107015207.908,,,,131494410050282271562615873064781,143249823254,,zetacoin,zetacoin
3995,2019/12/12,61973544802287430,41667429462171975,7691741597524847,31166222324635638,,,,1287684208968353344722.5069355982846E+15,6019759171109246390169990518,,,193154894267.433,,,,130619914741279470394215661088277,1641211943032,,zetacoin,zetacoin
3996,2019/12/13,61477944581291043,43201530210174064,6872571671924562,32273622726621511,,,,1287684208968352276742.6217702862826E+15,5214051699304942949158661081,,,1615613422255.283,,,,131363430518281519486915803253376,165886893068,,zetacoin,zetacoin
3997,2019/12/14,55181441966248481,37855529591146811,6350681324123121,29334521343551143,,,,1287684208968352276742.8485128643606E+15,5249111817106750453115067603,,,178945002208.78,,,,130413263034281354605815688929875,141146492683,,zetacoin,zetacoin
3998,2019/12/15,48549842754252477,34582927762149564,7064424263722918,26331720332526996,,,,1287684208968352276742.8055742738722E+15,462533450713989096993178829,,,175666880176.811,,,,129037997505278767413715580878839,143816242489,,zetacoin,zetacoin
3999,2019/12/16,69383644382301775,43113029564180305,7173501619026804,32692822944634682,,,,1287684208968348954002.7997022120548E+15,5424635984274371900219350382,,,1659311958345.607,,,,128269158115272513264015336493135,187248122995,,zetacoin,zetacoin
4000,2019/12/17,74630178749291748,43960236916169385,8499021966327159,31911323602646999,,,,1287684208968348654952.6913511082676E+15,12169881352379250523347184904,,,3813716069536.608,,,,124102542369250434787214165635579,193037572816,,zetacoin,zetacoin
4001,2019/12/18,60994042788311538,43061028016179450,8395921444428105,31411522116663295,,,,1287684208968348654952.5999721546047E+15,7907859831212638775385882377,,,251759615581.766,,,,123124078455246159652513675847007,223748853134,,zetacoin,zetacoin
4002,2019/12/19,62718943984288044,41279729193175927,7044131422127178,31939822803620066,,,,1289283760939148192522.5942050908638E+15,7195110878118876441419001531,,,225275213675.737,,,,129994565664255485059613964829525,2158812613075,,zetacoin,zetacoin
4003,2019/12/20,62438746194289266,42007930156171799,6796691506127193,33250123735614338,,,,1294859342094647272412.5278416618025E+15,7241521197106956365175973366,,,217794506286.444,,,,130619363752256350765714011950946,1895911142523,,zetacoin,zetacoin
4004,2019/12/21,53713942981254028,36112029042156829,5267321248624585,31094222429545378,,,,1294859342094647272412.5528241394936E+15,4866422689163626676108684904,,,156517295199.284,,,,130578893912255635857813991676969,165628382329,,zetacoin,zetacoin
4005,2019/12/22,48424140231237878,32418727662143602,5176551163624407,28090120022529935,,,,1294859342094647272412.5543150926245E+15,5507531283120808557105057389,,,196076034198.246,,,,131813762662262025378314176613815,1597813712571,,zetacoin,zetacoin
4006,2019/12/23,60656447482288981,39324426381175097,7452341397427160,30470222252631635,,,,1294859342094649267742.5651972555895E+15,7135715988124541668240084187,,,234195597380.1,,,,136423905234268095816714427623677,1690612452693,,zetacoin,zetacoin
4007,2019/12/24,58828567721266455,37547327952159682,7926611401624708,29031117858602814,,,,1294859342094649387532.5348870050521E+15,5368668588229587949156545004,,,1849312856259.69,,,,133409709016261727436514072415096,1595911542466,,zetacoin,zetacoin
4008,2019/12/25,47448248464251402,30450037135150982,6252431303224056,24453819754565093,,,,1294859342094649387532.5064530627247E+15,433440659658512322184750036,,,177252962326.937,,,,131978178374257434516313797116855,149849322463,,zetacoin,zetacoin
4009,2019/12/26,52832381864280227,36182471455165859,6030832024024563,29589625743586645,,,,1294859342094650008292.4887306317954E+15,5091725644167103901148227794,,,172086491252.67,,,,131900385144258540950213846777140,152058833040,,zetacoin,zetacoin
4010,2019/12/27,61785198966264925,41572391523159719,7092732459924644,32205925651579990,,,,1294859342094650528492.4921781931506E+15,6292987524177494839159047767,,,195406920274.225,,,,131651031132260490359813782949011,147118182923,,zetacoin,zetacoin
4011,2019/12/28,54830397129249225,37612087671145008,6251612252921575,29813822656516349,,,,1294859342094650528492.5293182999165E+15,5033567911178184327126883918,,,168837865245.733,,,,133446492470272367476714000817623,147658392605,,zetacoin,zetacoin
4012,2019/12/29,50803459823224182,34437749087134423,5528791515321031,27977020546480131,,,,1294859342094650713732.5596128362286E+15,4185532445332055065134404075,,,1496116162279.932,,,,135412255658276523414414380738393,136848932505,,zetacoin,zetacoin
4013,2019/12/30,63644352548281491,41890837877173853,6613261792224593,32433121252584426,,,,1294859342094652017552.548326416155E+15,7289436337248310184196414671,,,2247511684336.081,,,,133961885698276311637514619943217,1556814172799,,zetacoin,zetacoin
4014,2019/12/31,58504799071254173,37576459786149836,6870652154824239,29330219127554215,,,,1294859342094652017552.5257153203126E+15,5272492819384270061273312745,,,1797620090493.153,,,,132240699032270633521214371215079,1350010332418,,zetacoin,zetacoin
4015,2020/01/01,44439634273208392,29274819200121990,441636954820546,25156115266466526,,,,1303165800089952017552.4558035305042E+15,32092719616430963681164059,,,127574213173.975,,,,131257925014267454524614331115371,1398710232161,,zetacoin,zetacoin
4016,2020/01/02,56908747920227057,36328533040133818,6961271806220138,29542631144505639,,,,1379878382751651295982.2220977156136E+15,4943869193374774531144820956,,,1673512034286.412,,,,129269675563262840179214130565623,1592014013019,,zetacoin,zetacoin
4017,2020/01/03,61964041926277145,41465625959160010,6291511295319394,31634821256581641,,,,1379878382751650645561.9830998736823E+15,7371396910195587515243626005,,,233029202418.86,,,,131515660284264021117314353027311,1973014442750,,zetacoin,zetacoin
4018,2020/01/04,54097337643261746,36430522633152368,5391391175519029,28704719141559074,,,,1379878382751650645562.0771792117405E+15,485907761299837800152506767,,,169285216272.785,,,,134067207558272751004914697491561,1635712792250,,zetacoin,zetacoin
4019,2020/01/05,51546739362246995,34676223777142715,5551351308018408,28761618806524664,,,,1379878382751650673792.0411284021712E+15,4226406095140219497123974581,,,146957456236.293,,,,136141190076280414024815025215835,1653312272321,,zetacoin,zetacoin
4020,2020/01/06,59569141141292517,40074123664171432,8030951273920292,29901120221626525,,,,1379878382751651099602.0318461425145E+15,8315790248117296316236323126,,,278115801377.197,,,,137682313444287521517315448238891,1654018862762,,zetacoin,zetacoin
4021,2020/01/07,64963975012293108,44256932707173444,6749101568521160,34390322192646478,,,,1379878382751651099602.107075773207E+15,6240260831204866070201062329,,,181459232311.012,,,,144326460877292910804715632832169,2095011082861,,zetacoin,zetacoin
4022,2020/01/08,61987443472306662,43108425579185215,7610041342822384,31787721734653759,,,,1379878382751651099602.0652599629138E+15,7441155087249201233277970695,,,2340911466425.188,,,,150154701171301076972515638939380,2082011032647,,zetacoin,zetacoin
4023,2020/01/09,68992239587303464,42315824022179860,7435771431320203,32190019374621399,,,,1379878382751655731242.0150769155334E+15,9592320206329547131186854134,,,2979917010300.699,,,,144170864339289921671415220224023,2050010783260,,zetacoin,zetacoin
4024,2020/01/10,67750243266285825,44532326346165961,7804091559120076,33058522369605095,,,,1379878382751656403732.0771294665634E+15,7180643746153566676185294698,,,217216865306.224,,,,144014597649297045408315289315013,1826610593759,,zetacoin,zetacoin
4025,2020/01/11,55380039941262527,39328725415152099,5963971393618343,30890720953549612,,,,1379878382751656403732.0962469414131E+15,4822575749199249991195150566,,,156129509355.07,,,,147425940102318003567015738932188,1590011622808,,zetacoin,zetacoin
4026,2020/01/12,47705337112239461,34252722295138615,5789051156558220,28298518332523951,,,,1379878382751656296292.0745221244746E+15,4071681707164585630145576429,,,143888978277.844,,,,147902197486324645074315809963535,1438310062602,,zetacoin,zetacoin
4027,2020/01/13,57030040521274787,39194824002155727,6965171432623743,29145418662565389,,,,1379878382751656115572.0798073442721E+15,5605835768634144560207331322,,,1923433981366.706,,,,148009908739321174202815783462207,153058643126,,zetacoin,zetacoin
4028,2020/01/14,70532477738321645,47797635750193421,8847012071422776,34680825122671748,,,,1381900969734156115572.0731165238952E+15,10739727732714495786402203076,,,3096728441598.741,,,,156271686247354143434816919068958,2077211283585,,zetacoin,zetacoin
4029,2020/01/15,63254951019337297,45072928595198936,7583951711323365,33250724009698399,,,,1477636753568956115572.1194925582432E+15,14041955268825056805346318123,,,4223134364495.874,,,,159439640804372404500818039826148,181428933644,,zetacoin,zetacoin
4030,2020/01/16,65464143471351069,43133625922212693,6830791505321422,32578821473693649,,,,1477636753568956352762.084330104282E+15,7703768092300230684274684870,,,2364713982396,,,,157911800208362429366817761012175,185138143536,,zetacoin,zetacoin
4031,2020/01/17,60700349259316359,44171629786185957,6800371821722155,32383325070676556,,,,1477636753568956383482.0813150692023E+15,9885784377305084087268380066,,,3052712169396.686,,,,161113855150382913479518487245264,172728393482,,zetacoin,zetacoin
4032,2020/01/18,51876145027303855,37758329247180224,6775621469620423,28710522981628164,,,,1477636753568956383482.0745140106516E+15,4489168546248679830298690792,,,1563610821475.498,,,,161824912923386224314718867428237,176518263331,,zetacoin,zetacoin
4033,2020/01/19,54952049084288121,36814130359173906,6080591484520571,28381022862615368,,,,1477636753568956054172.0680508582302E+15,5583419276159478574202108461,,,196736976328.435,,,,160973290851377883651218639865192,205578963264,,zetacoin,zetacoin
4034,2020/01/20,61552842057285123,41032626300170447,6986121414220165,31350920802599266,,,,1477636753568955409992.0966622536759E+15,8474757221240851272176899408,,,2703211578295.193,,,,157559875298367469545618176068555,185868073912,,zetacoin,zetacoin
4035,2020/01/21,62099874230282948,42185333750167246,6920321978118522,31505721842558962,,,,1477636753568955409992.0968239359383E+15,577723844797234539165900116,,,183374452296.8,,,,157601598412369097059118376103308,192858234214,,zetacoin,zetacoin
4036,2020/01/22,65203546604260829,42469029312151024,7487091757117212,32843021726513767,,,,1477636753568955409992.0912563281045E+15,778518767382641494155736061,,,237043804303.126,,,,158012056516372487562818449556298,194018393625,,zetacoin,zetacoin
4037,2020/01/23,65833144257275403,42152528248173711,7142001576118583,32975921707552533,,,,1477636753568953362272.0761609135469E+15,7329353780179132082183813892,,,222268252332.675,,,,153939988881357849454417904463356,185469593629,,zetacoin,zetacoin
4038,2020/01/24,64466749989226791,42475430716132882,7300921746019244,31373523234497135,,,,1477636753568952186172.1272915732141E+15,5811405887143663904241678762,,,185236183486.143,,,,152896249004344597858417613580229,1664310213076,,zetacoin,zetacoin
4039,2020/01/25,52444441140210010,36556827777112956,5913921167316540,28542020217435515,,,,1477636753568952186172.0932599983647E+15,40615172357221657372662563,,,142303572166.843,,,,151807484217342906236817560314807,1391912762930,,zetacoin,zetacoin
4040,2020/01/26,49944640151195225,36585627306113664,5681891277116846,26110419741428804,,,,1477636753568952333092.072439146289E+15,487500182061273745100762757,,,186713104234.986,,,,153939003359350716072117915775111,1448512192833,,zetacoin,zetacoin
4041,2020/01/27,57499945940237874,43080529738135477,7331731560917354,27911121498476541,,,,1477636753568952999452.0766632673693E+15,13181361017106647488182868486,,,472264961383.741,,,,159015265967369867890718496778467,182238693146,,zetacoin,zetacoin
4042,2020/01/28,70299181581247192,49665638501145987,8546782103919065,33991024049526284,,,,1520380671307052999452.0538448201974E+15,9489423319133600852205569234,,,279175555390.605,,,,164576653493382587170218861546603,204228833951,,zetacoin,zetacoin
4043,2020/01/29,66949248835259360,48146731544150940,7068671673919057,34040223817551529,,,,1546609893555552999452.083501344068E+15,8336366816143243814223901759,,,244906014405.966,,,,170045037127390044307019342616541,220628463844,,zetacoin,zetacoin
4044,2020/01/30,62035352031263820,47329535376150134,7048831840720606,33240227038566052,,,,1546609893555553057692.0576706001405E+15,13653606582278340705241306064,,,4107610294426.297,,,,170887750331408531078519429441325,1845213993928,,zetacoin,zetacoin
4045,2020/01/31,64406451295269250,47356034987157985,7704861713321319,33429026369583358,,,,1546609893555553088002.0577865915838E+15,11262725718345051080347765953,,,3369113085596.145,,,,170398289340435145280319851645180,1768513343507,,zetacoin,zetacoin
4046,2020/02/01,58520948521256506,42729934362149327,6507691553418761,30357325936545761,,,,1546609893555553088002.0465681553838E+15,7668678902192839186200116988,,,252617435366.675,,,,170902882145455462366119994443977,158189693298,,zetacoin,zetacoin
4047,2020/02/02,61997956263248496,39900137788143245,6841271807117803,29073627365530094,,,,1546609893555553102502.092379465869E+15,6486338285230352115207984135,,,223108418392.353,,,,171009759343456355537620620146538,7554315833924,,zetacoin,zetacoin
4048,2020/02/03,73041167672307540,46283147087186028,7912571774820790,33086434575621191,,,,1546609893555553161152.0834307279637E+15,14948823465203803367251423147,,,451815895404.744,,,,170261723796451608585020837889900,329178794094,,zetacoin,zetacoin
4049,2020/02/04,67696980390266476,44246940400153678,7990121655117656,30905824912524476,,,,1546609893555553161152.1032726971834E+15,8269148365274372715295950722,,,2675611014564.279,,,,168033849754438769811920625046143,285378703989,,zetacoin,zetacoin
4050,2020/02/05,71550772168303751,48667342189181351,7649521822220346,36844528228610780,,,,1546609893555553222102.1000433280211E+15,7976059501262814591310196506,,,216489310507.869,,,,171472966044454533236521506260001,349758314835,,zetacoin,zetacoin
4051,2020/02/06,66472777426307448,43188745385179226,8136602058620244,31523528107606505,,,,1546609893555558751272.0940868581508E+15,15218130350385252965486875024,,,4827613707802.755,,,,176692561777471189105023023352170,302608244277,,zetacoin,zetacoin
4052,2020/02/07,75216885302314027,46667745363186639,9035602340121437,33479926957626252,,,,1546609893555558751272.0899332176062E+15,16259134511266209572530846966,,,485649875847.657,,,,178370032130475529664924135229941,255777264363,,zetacoin,zetacoin
4053,2020/02/08,62087975784333591,40329542766199505,8002121996421965,31822426179661649,,,,1546609893555558751272.142113384249E+15,7692983590345996123289147715,,,2417513217437.011,,,,178841168035484995975324492355331,224959873934,,zetacoin,zetacoin
4054,2020/02/09,58756688097332599,38747046839202804,6709212126420937,31691726158628631,,,,1546609893555560361222.1140449341691E+15,5748984678409985005299041623,,,1814015673475.703,,,,183592363636495275184524951758661,386747324307,,zetacoin,zetacoin
4055,2020/02/10,61757170589331955,41274540210193155,8268532274521715,29798226394668760,,,,1546609893555561142832.1153939738435E+15,10377194325391311655407322402,,,3482514826609.071,,,,180868687356479546774324455432821,271707953940,,zetacoin,zetacoin
4056,2020/02/11,78324585060360902,49485639789211442,8854192419123173,36543524744709280,,,,1552113494790261142832.1448444481041E+15,10154420392151649543326158144,,,277876129459.844,,,,181532535507481248208224852670520,281178764876,,zetacoin,zetacoin
4057,2020/02/12,63880062158433964,47941337352251919,8035812351826521,34447327773798162,,,,1554674576552961142832.1643950970199E+15,11348185988223661949708667253,,,329448053887.874,,,,188166980323510613392228071693200,2834111775840,,zetacoin,zetacoin
4058,2020/02/13,71460368438396743,47325238598234894,8649902223625627,33994027783764763,,,,1554674576552957837552.1957625365685E+15,10984790680475721540618656029,,,3231417123808.951,,,,187415274491521681230529408976414,2686911386045,,zetacoin,zetacoin
4059,2020/02/14,60607959131357404,44719334761214840,7492861954826041,32594327323771827,,,,1554674576552957653922.2012484430702E+15,10744969720334927002521217046,,,3296612258675.303,,,,187122912131524569718129917110420,257549413995,,zetacoin,zetacoin
4060,2020/02/15,66765955827344036,43249533600205742,7705731659423067,32257925858699151,,,,1554674576552957653922.2158599218543E+15,8809813386291315498524104864,,,2731111266749.63,,,,184966135577513326995030447837375,239189023712,,zetacoin,zetacoin
4061,2020/02/16,55054648049319651,36472528895193863,6499181643322163,29209422549661490,,,,1554674576552959487162.2172244589907E+15,9534924534522674868443439946,,,3264323180670.365,,,,180676721411490855806128914900663,2399611003174,,zetacoin,zetacoin
4062,2020/02/17,69016853706340534,45365033043206710,7216951722524138,34133423506695366,,,,1554674576552960714382.2332641176887E+15,12633251162456406303678978435,,,3701119417976.433,,,,177190999250462753408927881315552,252798634413,,zetacoin,zetacoin
4063,2020/02/18,64723886510359297,44400840541214917,7678242111124219,32845824477733983,,,,1554674576552960714382.2421893499362E+15,10287578136184449423615635747,,,313217536838.76,,,,179327553972478768055929874046306,296239525403,,zetacoin,zetacoin
4064,2020/02/19,67284165706339950,44677733892200172,8194632204523010,33466424939695837,,,,1554674576552960920252.3143494248552E+15,13841935953411217655494238634,,,4136116489710.279,,,,183930560311492962869530523968915,3162711314294,,zetacoin,zetacoin
4065,2020/02/20,63881657696333708,43757533057196262,8506471782623417,31650023546689600,,,,1554674576552961979342.2692763649757E+15,10019150825649961229586165486,,,3165627604850.008,,,,175204110979450415697028345742358,267898854128,,zetacoin,zetacoin
4066,2020/02/21,63732649659341865,44929332041207197,7499301643022264,33833024189670542,,,,1554674576552961979342.236946954561E+15,7988870560252173495448899856,,,2361310425669.458,,,,176614193896467347892828833390765,236859164166,,zetacoin,zetacoin
4067,2020/02/22,58284444563321074,40643630003200928,6686031343320004,30444922117605859,,,,1554674576552961979342.2782175395537E+15,5572357660270876602242555845,,,1854012247400.35,,,,176226781487482131609528775058621,240888784822,,zetacoin,zetacoin
4068,2020/02/23,54187043436332808,35870728673211631,6393561349119887,28543720513606290,,,,1554674576552960694802.2652920357214E+15,6570750903258944167335600294,,,2302012624553.531,,,,179596476973502652072829604612696,258037074097,,zetacoin,zetacoin
4069,2020/02/24,62554247730350004,43441529883215341,7999461319723637,32874921704687702,,,,1554674576552959757432.3125239596015E+15,7925393119516071631457800387,,,2410823778665.696,,,,177887040043489283486629443808457,288298434748,,zetacoin,zetacoin
4070,2020/02/25,62690376681327743,44500835804184107,7458971821524109,33444921821670257,,,,1550935056225759757432.250327706547E+15,8308962577207710971481522675,,,248449519718.415,,,,173626812664471546240628253869337,2725111033707,,zetacoin,zetacoin
4071,2020/02/26,67088653367341499,46341532920194826,8119841747325491,32983124434704929,,,,1548691344029360271382.253688236794E+15,7965058491440709852669157221,,,2414918037949.255,,,,165329813675421954123425782600245,2738810584174,,zetacoin,zetacoin
4072,2020/02/27,68455951109349069,45742032191206938,7681471773824706,33863425182714482,,,,1548691344029362161552.3415558747823E+15,8674620412196094209608866887,,,260447787852.179,,,,160576632199397529673324901611459,258829834109,,zetacoin,zetacoin
4073,2020/02/28,70105249440341329,48974332520201090,7476401668324027,36843223666688694,,,,1548691344029362161552.286565472767E+15,8822966509154987709407217822,,,239476549591.29,,,,158830122561387620517624770758599,252899466553,,zetacoin,zetacoin
4074,2020/02/29,58864652212305189,40964533313181134,6888531567820707,30738824045620465,,,,1548691344029362161552.2964069807312E+15,5545814213102686213260970738,,,180424271420.605,,,,158545057821384533481824896721469,228846644712,,zetacoin,zetacoin
4075,2020/03/01,59723543635301375,38553430255164640,5821501444021400,30967221625628500,,,,1548691344029363590862.2762376986889E+15,483707398792548664364944651,,,156204280580.66,,,,156417663682377195286124186213049,228476533433,,zetacoin,zetacoin
4076,2020/03/02,68747458774347727,47226530976208304,7766221969922782,34267223356681477,,,,1548691344029364044392.2427996469194E+15,7195481446135957619569890259,,,209985821836.258,,,,159748029508385705627824800031313,258767634780,,zetacoin,zetacoin
4077,2020/03/03,71710273373311218,46455535847178164,7870571959422385,34217121772661402,,,,1548691344029364044392.260147305886E+15,6938730336120563269400116550,,,203365538604.952,,,,160437902057392764280424965332695,2578210633540,,zetacoin,zetacoin
4078,2020/03/04,75565843363329965,48914025787191304,9221141817921477,35857820401663966,,,,1548691344029363600512.2828526905702E+15,8917754107102287705334707571,,,248705014504.103,,,,160026135465390056514524698763746,272219384265,,zetacoin,zetacoin
4079,2020/03/05,65991276286352437,47347666640213514,7037382794523417,34936623449720114,,,,1548691344029360848442.3133199949721E+15,7708348106116829800400064810,,,220644982555.558,,,,164739029993399463184925311786027,262326874149,,zetacoin,zetacoin
4080,2020/03/06,648532123456332375,47100469479191627,7608243511322543,33822822856676799,,,,1548691344029360848442.2249086070664E+15,8619788447163123368442637412,,,254857137654.016,,,,166124289671402765047925979669956,2228511383379,,zetacoin,zetacoin
4081,2020/03/07,604629168267308317,40919763717176153,6339124621820794,31315522571630992,,,,1548691344029360848442.2722787215868E+15,5528692549116955399288656051,,,176555182457.464,,,,165242658840402588898926732303394,192059092936,,zetacoin,zetacoin
4082,2020/03/08,551633115279303724,39126752924171451,6043084791523673,30253622767662565,,,,1548691344029363167812.3221395595801E+15,5285638473158364132419546914,,,174716956633.216,,,,156832621338366592106724622866472,196276703217,,zetacoin,zetacoin
4083,2020/03/09,69087159147356620,47598645994207178,7928401961427887,34806124745784085,,,,1607677259859163876952.3038101326046E+15,9659917242197138043774070641,,,277547967987.228,,,,144019887295320696393022106075515,311676183012,,zetacoin,zetacoin
4084,2020/03/10,71018285691336375,46797254072194439,8521051854625113,32956623645760588,,,,1655292396733763876952.2870445806241E+15,8544699725185751989530616417,,,259277856697.64,,,,145333502920324347342022221226539,245445733275,,zetacoin,zetacoin
4085,2020/03/11,64594647553330609,41652834642191482,8144381504224782,28737321480713065,,,,1655292396733763815082.2483626736379E+15,13300071288145100336480401992,,,462826755673.714,,,,143487378593314750730921590656313,235505653044,,zetacoin,zetacoin
4086,2020/03/12,78116950490328087,49830633395181353,8751245272027723,34982728365760781,,,,1655292396733763649542.2845706088267E+15,157297634746583098131437352822,,,44964232091889,,,,122310717260252415264017065843348,447355714013,,zetacoin,zetacoin
4087,2020/03/13,69024954238399794,42433534250216029,8990633938627582,27667328780847947,,,,1655292396733763649542.2397350965732E+15,123901536995010277311028361001,,,44783174091213,,,,96428677049220609968013700616663,430206163492,,zetacoin,zetacoin
4088,2020/03/14,67798843313327792,37326126971190324,9033862484423303,27970021153681830,,,,1655292396733763649542.1755518033674E+15,6153967873145588863410576277,,,220026883602.168,,,,98686833459231326412914202378592,229224722441,,zetacoin,zetacoin
4089,2020/03/15,56860139158306554,30593723549178847,7606212829623169,22311118974657653,,,,1655292396733763649542.1824424133385E+15,458000992792028338389322242,,,205284850591.987,,,,97143949030230143415313635677880,221023442234,,zetacoin,zetacoin
