,date,transactions,sent_addresses,mining_profitability,send_usd,median_transaction_size,active_addresses,difficulty,hashrate,fee_reward,block_size,market_cap,confirmation_time,av_transaction_value,av_transaction_size,median_transaction_value,tweets,top_100_percent,google_trends,full_name,coin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1324,2012/08/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1325,2012/08/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1326,2012/08/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1327,2012/08/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1328,2012/08/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1329,2012/08/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1330,2012/08/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1331,2012/08/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1332,2012/08/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1333,2012/08/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1334,2012/08/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1335,2012/08/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1336,2012/08/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1337,2012/09/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1338,2012/09/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1339,2012/09/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1340,2012/09/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1341,2012/09/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1342,2012/09/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1343,2012/09/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1344,2012/09/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1345,2012/09/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1346,2012/09/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1347,2012/09/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1348,2012/09/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1349,2012/09/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1350,2012/09/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1351,2012/09/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1352,2012/09/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1353,2012/09/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1354,2012/09/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1355,2012/09/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1356,2012/09/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1357,2012/09/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1358,2012/09/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1359,2012/09/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1360,2012/09/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1361,2012/09/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1362,2012/09/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1363,2012/09/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1364,2012/09/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1365,2012/09/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1366,2012/09/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1367,2012/10/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1368,2012/10/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1369,2012/10/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1370,2012/10/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1371,2012/10/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1372,2012/10/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1373,2012/10/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1374,2012/10/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1375,2012/10/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1376,2012/10/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1377,2012/10/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1378,2012/10/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1379,2012/10/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1380,2012/10/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1381,2012/10/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1382,2012/10/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1383,2012/10/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1384,2012/10/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1385,2012/10/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1386,2012/10/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1387,2012/10/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1388,2012/10/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1389,2012/10/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1390,2012/10/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1391,2012/10/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1392,2012/10/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1393,2012/10/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1394,2012/10/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1395,2012/10/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1396,2012/10/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1397,2012/10/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1398,2012/11/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1399,2012/11/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1400,2012/11/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1401,2012/11/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1402,2012/11/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1403,2012/11/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1404,2012/11/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1405,2012/11/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1406,2012/11/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1407,2012/11/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1408,2012/11/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1409,2012/11/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1410,2012/11/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1411,2012/11/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1412,2012/11/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1413,2012/11/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1414,2012/11/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1415,2012/11/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1416,2012/11/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1417,2012/11/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1418,2012/11/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1419,2012/11/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1420,2012/11/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1421,2012/11/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1422,2012/11/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1423,2012/11/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1424,2012/11/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1425,2012/11/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1426,2012/11/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1427,2012/11/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1428,2012/12/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1429,2012/12/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1430,2012/12/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1431,2012/12/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1432,2012/12/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1433,2012/12/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1434,2012/12/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1435,2012/12/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1436,2012/12/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1437,2012/12/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1438,2012/12/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1439,2012/12/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1440,2012/12/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1441,2012/12/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1442,2012/12/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1443,2012/12/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1444,2012/12/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1445,2012/12/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1446,2012/12/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1447,2012/12/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1448,2012/12/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1449,2012/12/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1450,2012/12/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1451,2012/12/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1452,2012/12/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1453,2012/12/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1454,2012/12/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1455,2012/12/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1456,2012/12/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1457,2012/12/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1458,2012/12/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1459,2013/01/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1460,2013/01/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1461,2013/01/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1462,2013/01/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1463,2013/01/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1464,2013/01/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1465,2013/01/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1466,2013/01/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1467,2013/01/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1468,2013/01/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1469,2013/01/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1470,2013/01/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1471,2013/01/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1472,2013/01/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1473,2013/01/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1474,2013/01/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1475,2013/01/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1476,2013/01/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1477,2013/01/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1478,2013/01/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1479,2013/01/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1480,2013/01/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1481,2013/01/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1482,2013/01/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1483,2013/01/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1484,2013/01/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1485,2013/01/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1486,2013/01/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1487,2013/01/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1488,2013/01/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1489,2013/01/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1490,2013/02/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1491,2013/02/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1492,2013/02/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1493,2013/02/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1494,2013/02/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1495,2013/02/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1496,2013/02/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1497,2013/02/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1498,2013/02/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1499,2013/02/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1500,2013/02/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1501,2013/02/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1502,2013/02/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1503,2013/02/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1504,2013/02/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1505,2013/02/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1506,2013/02/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1507,2013/02/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1508,2013/02/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1509,2013/02/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1510,2013/02/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1511,2013/02/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1512,2013/02/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1513,2013/02/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1514,2013/02/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1515,2013/02/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1516,2013/02/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1517,2013/02/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1518,2013/03/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1519,2013/03/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1520,2013/03/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1521,2013/03/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1522,2013/03/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1523,2013/03/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1524,2013/03/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1525,2013/03/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1526,2013/03/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1527,2013/03/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1528,2013/03/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1529,2013/03/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1530,2013/03/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1531,2013/03/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1532,2013/03/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1533,2013/03/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1534,2013/03/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
1535,2013/03/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
