,date,transactions,sent_addresses,mining_profitability,send_usd,median_transaction_size,active_addresses,difficulty,hashrate,fee_reward,block_size,market_cap,confirmation_time,av_transaction_value,av_transaction_size,median_transaction_value,tweets,top_100_percent,google_trends,full_name,coin
2220,2015/02/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2221,2015/02/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2222,2015/02/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2223,2015/02/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2224,2015/02/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2225,2015/02/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2226,2015/02/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2227,2015/02/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2228,2015/02/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2229,2015/02/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2230,2015/02/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2231,2015/02/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2232,2015/02/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2233,2015/02/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2234,2015/02/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2235,2015/02/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2236,2015/02/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2237,2015/02/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2238,2015/02/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2239,2015/02/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2240,2015/02/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2241,2015/02/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2242,2015/02/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2243,2015/02/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2244,2015/02/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2245,2015/02/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2246,2015/02/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2247,2015/02/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2248,2015/03/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2249,2015/03/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2250,2015/03/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2251,2015/03/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2252,2015/03/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2253,2015/03/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2254,2015/03/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2255,2015/03/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2256,2015/03/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2257,2015/03/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2258,2015/03/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2259,2015/03/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2260,2015/03/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2261,2015/03/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2262,2015/03/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2263,2015/03/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2264,2015/03/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2265,2015/03/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2266,2015/03/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2267,2015/03/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2268,2015/03/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2269,2015/03/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2270,2015/03/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2271,2015/03/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2272,2015/03/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2273,2015/03/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2274,2015/03/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2275,2015/03/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2276,2015/03/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2277,2015/03/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2278,2015/03/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2279,2015/04/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2280,2015/04/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2281,2015/04/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2282,2015/04/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2283,2015/04/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2284,2015/04/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2285,2015/04/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2286,2015/04/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2287,2015/04/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2288,2015/04/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2289,2015/04/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2290,2015/04/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2291,2015/04/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2292,2015/04/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2293,2015/04/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2294,2015/04/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2295,2015/04/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2296,2015/04/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2297,2015/04/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2298,2015/04/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2300,2015/04/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2301,2015/04/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2302,2015/04/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2303,2015/04/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2304,2015/04/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2305,2015/04/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2306,2015/04/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2307,2015/04/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2308,2015/04/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2309,2015/05/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2310,2015/05/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2311,2015/05/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2312,2015/05/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2313,2015/05/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2315,2015/05/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2316,2015/05/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2317,2015/05/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2318,2015/05/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2319,2015/05/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2320,2015/05/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2321,2015/05/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2322,2015/05/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2323,2015/05/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2324,2015/05/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2325,2015/05/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2326,2015/05/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2327,2015/05/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2328,2015/05/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2329,2015/05/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2330,2015/05/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2331,2015/05/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2332,2015/05/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2333,2015/05/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2334,2015/05/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2335,2015/05/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2336,2015/05/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2337,2015/05/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2338,2015/05/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2339,2015/05/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2340,2015/06/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2341,2015/06/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2342,2015/06/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2343,2015/06/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2344,2015/06/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2345,2015/06/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2346,2015/06/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2347,2015/06/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2348,2015/06/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2349,2015/06/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2350,2015/06/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2351,2015/06/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2352,2015/06/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2353,2015/06/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2354,2015/06/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2355,2015/06/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2356,2015/06/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2357,2015/06/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2358,2015/06/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2359,2015/06/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2360,2015/06/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2361,2015/06/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2362,2015/06/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2363,2015/06/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2364,2015/06/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2365,2015/06/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2366,2015/06/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2367,2015/06/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2368,2015/06/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2369,2015/06/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2370,2015/07/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2371,2015/07/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2372,2015/07/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2373,2015/07/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2374,2015/07/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2375,2015/07/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2376,2015/07/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2377,2015/07/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2378,2015/07/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2379,2015/07/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2380,2015/07/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2381,2015/07/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2382,2015/07/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2383,2015/07/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2384,2015/07/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2385,2015/07/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2386,2015/07/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2387,2015/07/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2388,2015/07/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2389,2015/07/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2390,2015/07/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2391,2015/07/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2392,2015/07/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2407,2015/08/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2408,2015/08/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2409,2015/08/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2410,2015/08/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2411,2015/08/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2412,2015/08/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2413,2015/08/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2414,2015/08/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2415,2015/08/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2416,2015/08/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2417,2015/08/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2418,2015/08/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2419,2015/08/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2420,2015/08/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2421,2015/08/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2422,2015/08/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2423,2015/08/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2424,2015/08/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2425,2015/08/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2426,2015/08/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2427,2015/08/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2428,2015/08/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2429,2015/08/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2430,2015/08/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2431,2015/08/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2432,2015/09/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2433,2015/09/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2434,2015/09/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2435,2015/09/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2436,2015/09/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2437,2015/09/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2438,2015/09/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2439,2015/09/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2440,2015/09/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2441,2015/09/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2442,2015/09/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2443,2015/09/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2444,2015/09/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2445,2015/09/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2446,2015/09/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2447,2015/09/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2448,2015/09/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2449,2015/09/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2450,2015/09/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2451,2015/09/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2452,2015/09/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2453,2015/09/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2454,2015/09/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2455,2015/09/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2456,2015/09/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2457,2015/09/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2458,2015/09/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2459,2015/09/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2460,2015/09/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2461,2015/09/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2462,2015/10/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2463,2015/10/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2464,2015/10/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2465,2015/10/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2466,2015/10/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2467,2015/10/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2468,2015/10/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2469,2015/10/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2470,2015/10/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2471,2015/10/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2472,2015/10/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2473,2015/10/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2474,2015/10/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2475,2015/10/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2476,2015/10/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2477,2015/10/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2478,2015/10/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2479,2015/10/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2480,2015/10/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2481,2015/10/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2482,2015/10/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2483,2015/10/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2484,2015/10/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2485,2015/10/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2486,2015/10/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2487,2015/10/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2488,2015/10/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2489,2015/10/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2490,2015/10/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2491,2015/10/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2492,2015/10/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2493,2015/11/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2494,2015/11/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2495,2015/11/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2496,2015/11/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2497,2015/11/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2498,2015/11/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2499,2015/11/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2500,2015/11/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2501,2015/11/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2502,2015/11/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2503,2015/11/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2504,2015/11/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2505,2015/11/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2506,2015/11/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2507,2015/11/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2508,2015/11/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2509,2015/11/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2510,2015/11/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2511,2015/11/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2512,2015/11/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2513,2015/11/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2514,2015/11/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2515,2015/11/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2516,2015/11/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2517,2015/11/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2518,2015/11/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2519,2015/11/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2520,2015/11/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2521,2015/11/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2522,2015/11/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2523,2015/12/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2524,2015/12/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2525,2015/12/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2526,2015/12/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2527,2015/12/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2528,2015/12/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2529,2015/12/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2530,2015/12/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2531,2015/12/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2532,2015/12/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2533,2015/12/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2534,2015/12/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2535,2015/12/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2536,2015/12/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2537,2015/12/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2538,2015/12/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2539,2015/12/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2540,2015/12/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2541,2015/12/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2542,2015/12/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2543,2015/12/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2544,2015/12/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2545,2015/12/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2546,2015/12/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2547,2015/12/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2548,2015/12/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2549,2015/12/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2550,2015/12/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2551,2015/12/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2552,2015/12/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2553,2015/12/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2554,2016/01/01,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2555,2016/01/02,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2556,2016/01/03,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2557,2016/01/04,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2558,2016/01/05,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2559,2016/01/06,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2560,2016/01/07,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2561,2016/01/08,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2562,2016/01/09,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2563,2016/01/10,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2564,2016/01/11,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2565,2016/01/12,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2566,2016/01/13,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2567,2016/01/14,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2568,2016/01/15,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2569,2016/01/16,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2570,2016/01/17,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2571,2016/01/18,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2572,2016/01/19,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2573,2016/01/20,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2574,2016/01/21,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2575,2016/01/22,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2576,2016/01/23,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2577,2016/01/24,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2578,2016/01/25,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2579,2016/01/26,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2580,2016/01/27,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2581,2016/01/28,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2582,2016/01/29,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2583,2016/01/30,,,,,,,,,,,,,,,,,,,polcoin,polcoin
2584,2016/01/31,,,,,,,,,,,,,,,,,,,polcoin,polcoin
