,date,block_size,av_transaction_size,av_transaction_value,market_cap,top_100_percent,confirmation_time,fee_reward,tweets,median_transaction_value,sent_addresses,hashrate,mining_profitability,transactions,google_trends,active_addresses,difficulty,send_usd,median_transaction_size,full_name,coin
1055,2011/11/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1056,2011/11/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1057,2011/11/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1058,2011/11/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1059,2011/11/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1060,2011/11/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1061,2011/11/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1062,2011/12/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1063,2011/12/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1064,2011/12/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1065,2011/12/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1066,2011/12/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1067,2011/12/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1068,2011/12/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1069,2011/12/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1070,2011/12/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1071,2011/12/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1072,2011/12/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1073,2011/12/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1074,2011/12/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1075,2011/12/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1076,2011/12/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1078,2011/12/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1079,2011/12/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1080,2011/12/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1081,2011/12/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1082,2011/12/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1083,2011/12/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1084,2011/12/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1085,2011/12/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1086,2011/12/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1087,2011/12/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1088,2011/12/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1089,2011/12/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1090,2011/12/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1091,2011/12/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1092,2011/12/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1093,2012/01/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1094,2012/01/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1095,2012/01/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1096,2012/01/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1097,2012/01/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1098,2012/01/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1099,2012/01/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1100,2012/01/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1101,2012/01/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1102,2012/01/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1103,2012/01/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1104,2012/01/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1105,2012/01/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1106,2012/01/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1107,2012/01/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1108,2012/01/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1109,2012/01/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1110,2012/01/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1111,2012/01/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1112,2012/01/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1113,2012/01/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1114,2012/01/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1115,2012/01/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1116,2012/01/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1117,2012/01/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1118,2012/01/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1119,2012/01/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1120,2012/01/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1324,2012/08/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1325,2012/08/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1326,2012/08/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1327,2012/08/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1328,2012/08/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1329,2012/08/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1330,2012/08/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1331,2012/08/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1332,2012/08/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1333,2012/08/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1334,2012/08/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1335,2012/08/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1336,2012/08/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1337,2012/09/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1338,2012/09/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1339,2012/09/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1340,2012/09/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1341,2012/09/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1342,2012/09/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1343,2012/09/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1344,2012/09/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1345,2012/09/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1346,2012/09/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1347,2012/09/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1348,2012/09/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1349,2012/09/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1350,2012/09/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1351,2012/09/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1352,2012/09/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1353,2012/09/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1354,2012/09/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1355,2012/09/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1356,2012/09/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1357,2012/09/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1358,2012/09/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1359,2012/09/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1360,2012/09/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1361,2012/09/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1362,2012/09/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1363,2012/09/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1364,2012/09/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1365,2012/09/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1366,2012/09/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1367,2012/10/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1368,2012/10/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1369,2012/10/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1370,2012/10/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1371,2012/10/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1372,2012/10/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1373,2012/10/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1374,2012/10/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1375,2012/10/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1376,2012/10/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1377,2012/10/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1378,2012/10/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1379,2012/10/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1380,2012/10/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1381,2012/10/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1382,2012/10/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1383,2012/10/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1384,2012/10/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1385,2012/10/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1386,2012/10/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1387,2012/10/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1388,2012/10/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1389,2012/10/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1390,2012/10/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1391,2012/10/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1392,2012/10/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1393,2012/10/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1394,2012/10/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1395,2012/10/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1396,2012/10/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1397,2012/10/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1398,2012/11/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1399,2012/11/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1400,2012/11/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1401,2012/11/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1402,2012/11/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1403,2012/11/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1404,2012/11/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1405,2012/11/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1406,2012/11/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1407,2012/11/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1408,2012/11/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1409,2012/11/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1410,2012/11/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1411,2012/11/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1412,2012/11/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1413,2012/11/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1414,2012/11/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1415,2012/11/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1416,2012/11/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1417,2012/11/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1418,2012/11/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
1419,2012/11/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
