,date,block_size,av_transaction_size,av_transaction_value,market_cap,top_100_percent,confirmation_time,fee_reward,tweets,median_transaction_value,sent_addresses,hashrate,mining_profitability,transactions,google_trends,active_addresses,difficulty,send_usd,median_transaction_size,full_name,coin
2156,2014/11/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2157,2014/11/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2158,2014/12/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2159,2014/12/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2160,2014/12/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2161,2014/12/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2162,2014/12/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2163,2014/12/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2164,2014/12/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2165,2014/12/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2166,2014/12/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2167,2014/12/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2168,2014/12/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2169,2014/12/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2170,2014/12/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2171,2014/12/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2172,2014/12/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2173,2014/12/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2174,2014/12/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2175,2014/12/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2176,2014/12/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2177,2014/12/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2178,2014/12/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2179,2014/12/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2180,2014/12/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2181,2014/12/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2182,2014/12/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2183,2014/12/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2184,2014/12/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2185,2014/12/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2186,2014/12/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2187,2014/12/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2188,2014/12/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2189,2015/01/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2190,2015/01/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2191,2015/01/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2192,2015/01/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2193,2015/01/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2194,2015/01/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2195,2015/01/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2196,2015/01/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2197,2015/01/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2198,2015/01/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2199,2015/01/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2200,2015/01/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2201,2015/01/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2202,2015/01/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2203,2015/01/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2204,2015/01/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2205,2015/01/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2206,2015/01/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2207,2015/01/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2208,2015/01/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2209,2015/01/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2210,2015/01/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2211,2015/01/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2212,2015/01/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2213,2015/01/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2214,2015/01/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2215,2015/01/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2216,2015/01/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2217,2015/01/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2218,2015/01/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2219,2015/01/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2220,2015/02/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2221,2015/02/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2222,2015/02/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2223,2015/02/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2224,2015/02/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2225,2015/02/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2226,2015/02/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2227,2015/02/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2228,2015/02/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2229,2015/02/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2230,2015/02/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2231,2015/02/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2232,2015/02/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2233,2015/02/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2234,2015/02/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2235,2015/02/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2236,2015/02/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2237,2015/02/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2238,2015/02/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2239,2015/02/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2240,2015/02/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2241,2015/02/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2242,2015/02/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2243,2015/02/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2244,2015/02/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2245,2015/02/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2246,2015/02/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2247,2015/02/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2248,2015/03/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2249,2015/03/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2250,2015/03/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2251,2015/03/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2252,2015/03/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2253,2015/03/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2254,2015/03/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2255,2015/03/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2256,2015/03/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2257,2015/03/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2258,2015/03/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2259,2015/03/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2260,2015/03/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2261,2015/03/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2262,2015/03/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2263,2015/03/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2264,2015/03/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2265,2015/03/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2266,2015/03/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2267,2015/03/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2268,2015/03/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2269,2015/03/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2270,2015/03/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2271,2015/03/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2272,2015/03/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2273,2015/03/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2274,2015/03/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2275,2015/03/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2276,2015/03/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2277,2015/03/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2278,2015/03/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2279,2015/04/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2280,2015/04/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2281,2015/04/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2282,2015/04/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2283,2015/04/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2284,2015/04/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2285,2015/04/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2286,2015/04/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2287,2015/04/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2288,2015/04/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2289,2015/04/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2290,2015/04/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2291,2015/04/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2292,2015/04/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2293,2015/04/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2294,2015/04/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2295,2015/04/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2296,2015/04/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2297,2015/04/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2298,2015/04/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2300,2015/04/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2301,2015/04/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2302,2015/04/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2303,2015/04/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2304,2015/04/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2305,2015/04/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2306,2015/04/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2307,2015/04/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2308,2015/04/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2309,2015/05/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2310,2015/05/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2311,2015/05/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2312,2015/05/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2313,2015/05/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2315,2015/05/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2316,2015/05/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2317,2015/05/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2318,2015/05/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2319,2015/05/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2320,2015/05/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2321,2015/05/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2322,2015/05/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2323,2015/05/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2324,2015/05/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2325,2015/05/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2326,2015/05/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2327,2015/05/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2328,2015/05/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2329,2015/05/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2330,2015/05/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2331,2015/05/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2332,2015/05/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2333,2015/05/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2334,2015/05/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2335,2015/05/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2336,2015/05/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2337,2015/05/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2338,2015/05/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2339,2015/05/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2340,2015/06/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2341,2015/06/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2342,2015/06/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2343,2015/06/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2344,2015/06/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2345,2015/06/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2346,2015/06/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2347,2015/06/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2348,2015/06/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2349,2015/06/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2350,2015/06/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2351,2015/06/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2352,2015/06/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2353,2015/06/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2354,2015/06/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2355,2015/06/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2356,2015/06/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2357,2015/06/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2358,2015/06/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2359,2015/06/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2360,2015/06/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2361,2015/06/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2362,2015/06/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2363,2015/06/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2364,2015/06/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2365,2015/06/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2366,2015/06/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2367,2015/06/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2368,2015/06/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2369,2015/06/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2370,2015/07/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2371,2015/07/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2372,2015/07/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2373,2015/07/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2374,2015/07/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2375,2015/07/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2376,2015/07/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2377,2015/07/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2378,2015/07/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2379,2015/07/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2380,2015/07/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2381,2015/07/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2382,2015/07/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2383,2015/07/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2384,2015/07/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2385,2015/07/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2386,2015/07/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2387,2015/07/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2388,2015/07/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2389,2015/07/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2390,2015/07/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2391,2015/07/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2392,2015/07/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2407,2015/08/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2408,2015/08/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2409,2015/08/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2410,2015/08/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2411,2015/08/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2412,2015/08/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2413,2015/08/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2414,2015/08/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2415,2015/08/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2416,2015/08/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2417,2015/08/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2418,2015/08/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2419,2015/08/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2420,2015/08/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2421,2015/08/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2422,2015/08/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2423,2015/08/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2424,2015/08/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2425,2015/08/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2426,2015/08/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2427,2015/08/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2428,2015/08/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2429,2015/08/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2430,2015/08/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2431,2015/08/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2432,2015/09/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2433,2015/09/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2434,2015/09/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2435,2015/09/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2436,2015/09/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2437,2015/09/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2438,2015/09/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2439,2015/09/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2440,2015/09/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2441,2015/09/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2442,2015/09/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2443,2015/09/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2444,2015/09/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2445,2015/09/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2446,2015/09/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2447,2015/09/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2448,2015/09/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2449,2015/09/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2450,2015/09/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2451,2015/09/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2452,2015/09/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2453,2015/09/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2454,2015/09/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2455,2015/09/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2456,2015/09/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2457,2015/09/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2458,2015/09/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2459,2015/09/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2460,2015/09/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2461,2015/09/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2462,2015/10/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2463,2015/10/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2464,2015/10/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2465,2015/10/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2466,2015/10/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2467,2015/10/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2468,2015/10/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2469,2015/10/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2470,2015/10/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2471,2015/10/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2472,2015/10/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2473,2015/10/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2474,2015/10/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2475,2015/10/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2476,2015/10/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2477,2015/10/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2478,2015/10/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2479,2015/10/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2480,2015/10/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2481,2015/10/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2482,2015/10/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2483,2015/10/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2484,2015/10/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2485,2015/10/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2486,2015/10/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2487,2015/10/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2488,2015/10/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2489,2015/10/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2490,2015/10/29,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2491,2015/10/30,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2492,2015/10/31,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2493,2015/11/01,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2494,2015/11/02,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2495,2015/11/03,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2496,2015/11/04,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2497,2015/11/05,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2498,2015/11/06,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2499,2015/11/07,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2500,2015/11/08,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2501,2015/11/09,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2502,2015/11/10,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2503,2015/11/11,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2504,2015/11/12,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2505,2015/11/13,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2506,2015/11/14,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2507,2015/11/15,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2508,2015/11/16,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2509,2015/11/17,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2510,2015/11/18,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2511,2015/11/19,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2512,2015/11/20,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2513,2015/11/21,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2514,2015/11/22,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2515,2015/11/23,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2516,2015/11/24,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2517,2015/11/25,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2518,2015/11/26,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2519,2015/11/27,,,,,,,,,,,,,,,,,,,suncoin,suncoin
2520,2015/11/28,,,,,,,,,,,,,,,,,,,suncoin,suncoin
