,date,block_size,sent_addresses,hashrate,confirmation_time,median_transaction_value,google_trends,transactions,send_usd,mining_profitability,av_transaction_size,difficulty,market_cap,active_addresses,tweets,top_100_percent,fee_reward,av_transaction_value,median_transaction_size,full_name,coin
1156,2017/03/22,405.431,582,5157794136,1.079,null,,1466,79058,,,72.393,812145,738,19,42.849,,null,,reddcoin,rdd
1157,2017/03/23,376.82,564,4757433707,1.008,null,,1534,88721,,,67.377,831161,668,15,42.848,,null,,reddcoin,rdd
1158,2017/03/24,368.444,588,5048466211,0.953,null,,1636,100753,,,69.258,849079,710,36,42.848,,null,,reddcoin,rdd
1159,2017/03/25,387.898,606,4888725344,1.031,null,,1535,89488,,,68.303,744579,706,20,42.495,,null,,reddcoin,rdd
1160,2017/03/26,362.431,548,6100628001,1.01,null,,1534,102092,,,84.005,813133,666,13,42.648,,null,,reddcoin,rdd
1161,2017/03/27,367.009,520,5942856128,1.013,null,,1510,90743,,,83.5,800300,619,29,42.647,,null,,reddcoin,rdd
1162,2017/03/28,392.781,597,5165863888,1.05,null,,1518,89685,,,74.849,850113,743,27,42.651,,null,,reddcoin,rdd
1163,2017/03/29,391.518,597,5219378628,0.954,null,,1639,115279,,,72.556,938006,781,21,42.898,,null,,reddcoin,rdd
1164,2017/03/30,433.521,688,6548862288,1.046,null,,1614,142250,,,88.648,1070204,853,22,42.74,,null,,reddcoin,rdd
1165,2017/03/31,444.956,802,5683210971,1.024,null,,1707,192625,,,82.739,1078957,1012,17,42.965,,null,,reddcoin,rdd
1166,2017/04/01,490.116,982,7461167245,0.99,null,,1884,199224,,,100.534,1277530,1187,14,44.01,,null,,reddcoin,rdd
1167,2017/04/02,480.145,1035,7474832969,1.037,null,,1873,433536,,,107.443,1344542,1226,12,46.376,,null,,reddcoin,rdd
1168,2017/04/03,483.652,1039,7473077898,0.984,null,,1947,405986,,,104.442,1802153,1270,27,46.301,,null,,reddcoin,rdd
1169,2017/04/04,447.448,881,7590823408,1.03,null,,1757,216585,,,104.94,1782724,1025,29,46.224,,null,,reddcoin,rdd
1170,2017/04/05,483.087,815,6557935428,1.015,null,,1713,266833,,,94.213,1788179,963,11,45.981,,null,,reddcoin,rdd
1171,2017/04/06,404.385,766,7766320908,0.98,null,,1719,249042,,,104.891,1831045,918,1606,45.986,,null,,reddcoin,rdd
1172,2017/04/07,460.785,685,7003974764,1.037,null,,1597,230541,,,98.921,1912849,867,163,45.997,,null,,reddcoin,rdd
1173,2017/04/08,414.318,660,6151411747,1.032,null,,1556,254234,,,88.168,1923587,790,61,46.044,,null,,reddcoin,rdd
1174,2017/04/09,405.751,624,5926145838,0.992,null,,1611,282609,,,84.098,1871558,775,28,46.134,,null,,reddcoin,rdd
1175,2017/04/10,405.573,607,6066949699,1.024,null,,1530,217301,,,83.974,1900345,726,18,46.144,,null,,reddcoin,rdd
1176,2017/04/11,442.938,608,5406018745,1.027,null,,1534,238765,,,77.363,1979541,752,19,45.925,,null,,reddcoin,rdd
1177,2017/04/12,419.827,661,5635869348,0.99,null,,1624,254562,,,78.062,1925183,960,15,45.875,,null,,reddcoin,rdd
1178,2017/04/13,434.914,650,5171052825,1.031,null,,1577,254052,,,72.915,1839952,788,16,46.06,,null,,reddcoin,rdd
1179,2017/04/14,395.573,744,5058833981,1.014,null,,1666,220259,,,71.581,1655466,912,14,45.908,,null,,reddcoin,rdd
1180,2017/04/15,381.177,723,4779183882,1.01,null,,1637,210637,,,66.949,1681195,884,14,45.897,,null,,reddcoin,rdd
1181,2017/04/16,412.716,756,5040104752,0.964,null,,1715,247869,,,68.655,1932152,893,17,45.782,,null,,reddcoin,rdd
1182,2017/04/17,1533,658,5961544104,0.985,null,,1646,234336,,,79.009,1953353,828,19,45.7,,null,,reddcoin,rdd
1183,2017/04/18,941.304,732,5422078253,1.003,null,,1651,223301,,,76.706,1966600,415,12,45.7,,null,,reddcoin,rdd
1184,2017/04/19,732.415,686,5484425819,1.035,null,,1568,213557,,,76.088,1839564,null,16,45.698,,null,,reddcoin,rdd
1185,2017/04/20,505.86,839,4989547800,1.01,null,,1679,227828,,,71.194,1940331,null,16,45.697,,null,,reddcoin,rdd
1186,2017/04/21,440.471,944,4816556819,1.032,null,,1770,239696,,,68.056,1993371,null,11,45.695,,null,,reddcoin,rdd
1187,2017/04/22,382.655,744,4623681784,1.028,null,,1610,234138,,,65.1,2041647,834,12,45.849,,null,,reddcoin,rdd
1188,2017/04/23,494.191,905,4391489528,1.021,null,,1732,223600,,,62.495,1984042,1033,21,45.78,,null,,reddcoin,rdd
1189,2017/04/24,388.854,835,4531746846,0.986,null,,1732,253059,,,62.565,2037086,1014,9,45.801,,null,,reddcoin,rdd
1190,2017/04/25,493.858,712,4738303743,0.982,null,,1655,238458,,,65.159,2051859,873,8,45.64,,null,,reddcoin,rdd
1191,2017/04/26,412.105,750,5225308954,0.96,null,,1716,301481,,,70.44,2116234,882,9,45.619,,null,,reddcoin,rdd
1192,2017/04/27,406.941,671,6296078774,0.987,null,,1633,304378,,,84.657,2451286,803,13,45.637,,null,,reddcoin,rdd
1193,2017/04/28,370.48,693,5948854085,1.055,null,,1520,273160,,,83.811,2510238,789,7,45.638,,null,,reddcoin,rdd
1194,2017/04/29,439.807,821,5523525681,1.006,null,,1670,284651,,,78.786,2435589,946,19,45.637,,null,,reddcoin,rdd
1195,2017/04/30,431.151,737,5821020453,1.043,null,,1559,289164,,,83.012,2554215,816,13,45.636,,null,,reddcoin,rdd
1196,2017/05/01,515.39,774,6850798931,1.012,null,,1645,337660,,,95.466,2457567,850,23,45.539,,null,,reddcoin,rdd
1197,2017/05/02,435.454,906,5799461712,1.009,null,,1719,236252,,,82.702,2006972,1045,8,45.451,,null,,reddcoin,rdd
1198,2017/05/03,400.597,759,5002264588,1.056,null,,1565,232089,,,71.735,2013701,856,7,45.351,,null,,reddcoin,rdd
1199,2017/05/04,770.042,969,4650042948,0.989,null,,1794,226413,,,65.795,1914212,1069,7,45.543,,null,,reddcoin,rdd
1200,2017/05/05,595.482,893,4621787623,1.063,null,,1629,196712,,,64.516,1733811,975,6,45.542,,null,,reddcoin,rdd
1201,2017/05/06,460.292,786,3718642168,1.015,null,,1614,233903,,,54.094,1907743,908,19,45.518,,null,,reddcoin,rdd
1202,2017/05/07,455.933,950,3594168444,1.047,null,,1702,253611,,,50.956,2077101,1125,9,45.4,,null,,reddcoin,rdd
1203,2017/05/08,476.437,1172,3442613294,0.978,null,,1962,307042,,,48.373,2106146,1296,11,45.203,,null,,reddcoin,rdd
1204,2017/05/09,467.455,1040,3517853183,1.026,null,,1787,309901,,,48.635,2251489,1170,8,45.201,,null,,reddcoin,rdd
1205,2017/05/10,430.384,1076,3437781052,0.988,null,,1855,291370,,,48.401,2197756,1237,40,45.221,,null,,reddcoin,rdd
1206,2017/05/11,397.666,971,3304044634,1.037,null,,1719,272826,,,46.133,2074920,1141,17,45.219,,null,,reddcoin,rdd
1207,2017/05/12,495.802,759,2845030910,1.034,null,,1589,300838,,,40.868,2383631,921,25,45.219,,null,,reddcoin,rdd
1208,2017/05/13,390.735,899,2715552471,1.026,null,,1697,300693,,,38.506,2235251,1054,24,45.218,,null,,reddcoin,rdd
1209,2017/05/14,462.953,841,2829838838,0.963,null,,1756,274544,,,39.411,2336015,976,12,45.189,,null,,reddcoin,rdd
1210,2017/05/15,583.152,1059,3953446383,0.969,null,,1925,291565,,,51.621,2273467,1173,7,45.188,,null,,reddcoin,rdd
1211,2017/05/16,454.062,948,4730319015,0.999,null,,1825,285729,,,63.685,2251296,1054,11,45.198,,null,,reddcoin,rdd
1212,2017/05/17,623.45,1289,4255650433,0.959,null,,2052,596152,,,59.708,2666376,1320,23,45.855,,null,,reddcoin,rdd
1213,2017/05/18,1113,2505,6920527265,0.968,null,,2953,1474793,,,90.869,6033546,2861,155,51.432,,null,,reddcoin,rdd
1214,2017/05/19,1405,2116,6622394440,1.026,null,,2566,1650605,,,91.194,9522780,2542,48,51.299,,null,,reddcoin,rdd
1215,2017/05/20,791.413,1742,5864662611,1.021,null,,2273,1345557,,,81.653,8473242,2015,64,51.762,,null,,reddcoin,rdd
1216,2017/05/21,1158,2880,4580680684,1.005,null,,3072,3255520,,,66.37,13244287,3106,126,52.016,,null,,reddcoin,rdd
1217,2017/05/22,1857,4125,5201064272,1.054,null,,3983,8718985,,,70.78,32086033,4961,203,52.411,,null,,reddcoin,rdd
1218,2017/05/23,1956,2861,3588369508,1.028,null,,3036,6666631,,,53.031,35046888,3348,460,52.195,,null,,reddcoin,rdd
1219,2017/05/24,1337,3247,3205277279,1.016,null,,3372,11931149,,,45.758,55073848,4090,303,52.49,,null,,reddcoin,rdd
1220,2017/05/25,1199,2974,3175211937,0.998,null,,3110,8918148,,,44.493,53970010,3744,474,52.376,,null,,reddcoin,rdd
1221,2017/05/26,971.405,2238,3068310771,1.017,null,,2608,6967058,,,42.919,43706173,2938,163,52.507,,null,,reddcoin,rdd
1222,2017/05/27,731.418,2103,3061825754,1.024,null,,2478,5198389,,,42.583,29882617,2584,84,52.836,,null,,reddcoin,rdd
1223,2017/05/28,846.976,1705,2873960366,1.03,null,,2190,4463301,,,40.7,32758549,2104,162,52.651,,null,,reddcoin,rdd
1224,2017/05/29,551.076,1880,2768414915,0.988,null,,2353,4380005,,,39.137,32849592,1024,109,52.559,,null,,reddcoin,rdd
1225,2017/05/30,723.83,1933,3080039371,1,null,,2316,4595551,,,41.578,35344649,2287,81,52.502,,null,,reddcoin,rdd
1226,2017/05/31,686.321,1858,2939847411,1.026,null,,2222,4489584,,,41.08,30829321,2246,71,52.477,,null,,reddcoin,rdd
1227,2017/06/01,674.699,1912,2882594330,0.974,null,,2334,4385750,,,40.43,31606451,2297,107,52.364,,null,,reddcoin,rdd
1228,2017/06/02,661.003,2282,3239207962,1.003,null,,2534,5601699,,,43.695,38815032,2548,150,52.132,,null,,reddcoin,rdd
1229,2017/06/03,940.923,3601,3044089781,0.985,null,,3387,8225414,,,42.51,48934629,3979,185,52.266,,null,,reddcoin,rdd
1230,2017/06/04,1134,4460,3990761224,1.018,null,,4004,18134677,,,55.125,71980101,5505,172,53.727,,null,,reddcoin,rdd
1231,2017/06/05,1117,4169,3420750505,1.06,null,,3785,17261721,,,48.74,93517493,5119,220,53.658,,null,,reddcoin,rdd
1232,2017/06/06,1003,3439,2813822672,1.027,null,,3480,16119737,,,40.857,87745225,4222,120,53.583,,null,,reddcoin,rdd
1233,2017/06/07,865.326,2836,2848795202,0.976,null,,2977,13402370,,,39.71,88903723,3534,118,53.549,,null,,reddcoin,rdd
1234,2017/06/08,727.999,2589,2884182421,1.014,null,,2764,10810780,,,39.83,79855555,3065,102,53.517,,null,,reddcoin,rdd
1235,2017/06/09,785.712,2712,2870573682,1.001,null,,2885,11541169,,,39.746,83792967,3328,87,53.504,,null,,reddcoin,rdd
1236,2017/06/10,1132,4319,2878565793,1.001,null,,4342,13413912,,,39.822,83683280,4832,141,53.489,,null,,reddcoin,rdd
1237,2017/06/11,944.238,3342,2877125495,0.995,null,,3602,9628993,,,39.782,72753571,4112,123,53.508,,null,,reddcoin,rdd
1238,2017/06/12,787.818,2940,3011369692,0.992,null,,3281,9292759,,,40.97,69025223,3624,94,53.555,,null,,reddcoin,rdd
1239,2017/06/13,735.594,2213,3239341553,0.934,null,,2682,9112706,,,43.73,66999055,2755,123,53.576,,null,,reddcoin,rdd
1240,2017/06/14,750.901,2735,2929710878,1.046,null,,3033,8291606,,,40.993,70775832,3188,162,53.598,,null,,reddcoin,rdd
1241,2017/06/15,810.519,2658,3085582390,1.021,null,,3061,7906168,,,42.542,59186968,3259,78,53.504,,null,,reddcoin,rdd
1242,2017/06/16,608.825,2282,3060799023,0.97,null,,2751,8932115,,,42.786,61132641,2894,39,53.035,,null,,reddcoin,rdd
1243,2017/06/17,623.487,2222,3473757906,1.004,null,,2626,8097714,,,47.01,62192185,2749,84,53.051,,null,,reddcoin,rdd
1244,2017/06/18,566.102,1962,3613618566,0.957,null,,2524,7583939,,,49.019,60136834,2525,66,53.165,,null,,reddcoin,rdd
1245,2017/06/19,738.512,2611,3816703683,0.984,null,,2960,7235207,,,51.644,55820531,2931,79,53.295,,null,,reddcoin,rdd
1246,2017/06/20,652.47,2374,4105253604,0.986,null,,2877,6784659,,,55.757,53531617,3175,100,53.122,,null,,reddcoin,rdd
1247,2017/06/21,626.287,2231,3935424523,1.05,null,,2667,6588911,,,54.855,53817135,2674,51,53.036,,null,,reddcoin,rdd
1248,2017/06/22,697.069,1972,3496667114,1.021,null,,2458,6005152,,,49.919,52507602,2523,139,53.031,,null,,reddcoin,rdd
1249,2017/06/23,733.239,2661,3395565168,1.001,null,,3051,7516977,,,48.193,56473873,3477,125,53.105,,null,,reddcoin,rdd
1250,2017/06/24,555.484,2017,3402554854,0.996,null,,2540,6779752,,,47.424,58882939,2590,null,53.11,,null,,reddcoin,rdd
1251,2017/06/25,552.686,1818,3412332114,1.037,null,,2342,6109654,,,47.314,54934709,2238,null,53.109,,null,,reddcoin,rdd
1252,2017/06/26,722.71,2238,3213074279,1.023,null,,2749,6039612,,,45.477,49149128,2836,null,53.033,,null,,reddcoin,rdd
1253,2017/06/27,762.535,2262,3431306154,0.997,null,,2795,7045734,,,49.025,44656157,2816,null,52.917,,null,,reddcoin,rdd
1254,2017/06/28,583.793,1940,4727116749,1.026,null,,2503,6487694,,,65.81,49043744,2363,null,52.915,,null,,reddcoin,rdd
1255,2017/06/29,582.509,1650,4318547678,1.011,null,,2266,5729604,,,60.399,49688449,2028,null,52.914,,null,,reddcoin,rdd
1256,2017/06/30,611.847,1622,4272992882,1.003,null,,2233,5279646,,,59.634,47432815,2047,null,52.926,,null,,reddcoin,rdd
1257,2017/07/01,450.277,1536,4212459716,1.008,null,,2120,5251697,,,59.031,45404395,1923,null,52.906,,null,,reddcoin,rdd
1258,2017/07/02,550.379,1739,4349280091,0.977,null,,2306,5441390,,,59.907,42848627,2200,null,52.904,,null,,reddcoin,rdd
1259,2017/07/03,498.803,1696,4121434026,1.037,null,,2231,4888997,,,57.61,null,2127,null,52.903,,null,,reddcoin,rdd
1260,2017/07/04,493.281,1649,4211573376,0.968,null,,2239,6162072,,,57.7,47960415,2048,null,52.862,,null,,reddcoin,rdd
1261,2017/07/05,481.662,1687,4755215711,1.005,null,,2205,5284056,,,63.861,45698789,2050,null,52.862,,null,,reddcoin,rdd
1262,2017/07/06,656.447,2070,4444350617,0.98,null,,2580,6043325,,,62.546,50451894,2738,null,52.873,,null,,reddcoin,rdd
1263,2017/07/07,552.905,1894,4553146131,1.04,null,,2388,5737037,,,62.914,50504821,2451,null,52.859,,null,,reddcoin,rdd
1264,2017/07/08,461.291,1574,4191306874,1.008,null,,2118,5326003,,,59.346,46749572,1992,null,52.866,,null,,reddcoin,rdd
1265,2017/07/09,511.352,1383,4243640015,1.006,null,,2034,4957743,,,58.977,47157326,1860,null,52.865,,null,,reddcoin,rdd
1266,2017/07/10,530.145,1782,4358839445,0.973,null,,2401,5166371,,,60.64,42494360,2298,null,52.863,,null,,reddcoin,rdd
1267,2017/07/11,633.387,2433,4747809691,1.007,null,,2838,6752257,,,64.433,32025896,3128,null,52.842,,null,,reddcoin,rdd
1268,2017/07/12,526.737,1778,3643998315,1.062,null,,2286,3646922,,,52.686,33378224,2275,173,52.841,,null,,reddcoin,rdd
1269,2017/07/13,621.645,1622,3512829181,1.011,null,,2210,4171792,,,50.048,35303854,2150,80,52.839,,null,,reddcoin,rdd
1270,2017/07/14,505.875,1636,3951540274,0.976,null,,2251,3761630,,,53.966,31141960,2047,110,52.835,,null,,reddcoin,rdd
1271,2017/07/15,507.198,1469,3584524345,1.04,null,,2052,3217866,,,51.07,28702925,1921,77,52.834,,null,,reddcoin,rdd
1272,2017/07/16,567.897,1637,4478547456,0.959,null,,2296,3109198,,,60.58,25491060,2059,52,52.823,,null,,reddcoin,rdd
1273,2017/07/17,647.954,1501,5047123756,1.037,null,,2097,3128604,,,69.145,26776707,1916,37,52.822,,null,,reddcoin,rdd
1274,2017/07/18,571.486,1578,4723756818,0.982,null,,2204,3598398,,,66.614,31187177,1985,159,52.821,,null,,reddcoin,rdd
1275,2017/07/19,488.825,1409,5130572322,0.98,null,,2051,3753869,,,69.444,32304226,null,87,52.806,,null,,reddcoin,rdd
1276,2017/07/20,590.162,1567,5114664416,0.989,null,,2161,3895378,,,70.278,34132906,1887,100,52.799,,null,,reddcoin,rdd
1277,2017/07/21,479.463,1434,5074878188,1.05,null,,1998,3671649,,,70.304,36143525,1894,68,52.799,,null,,reddcoin,rdd
1278,2017/07/22,514.406,1445,4690387744,0.989,null,,2074,4111992,,,66.377,37136566,1819,175,52.797,,null,,reddcoin,rdd
1279,2017/07/23,463.32,1527,4560646573,1.025,null,,2051,4048762,,,64.496,38401544,1949,172,52.796,,null,,reddcoin,rdd
1280,2017/07/24,551.999,1494,4843274779,0.996,null,,2109,4176745,,,66.215,37536943,1995,182,52.795,,null,,reddcoin,rdd
1281,2017/07/25,463.357,1524,4802588518,0.966,null,,2171,4127859,,,66.586,34644722,1947,220,52.794,,null,,reddcoin,rdd
1282,2017/07/26,465.872,1367,4820341872,1.038,null,,1964,3617108,,,66.746,32073949,1818,137,52.864,,null,,reddcoin,rdd
1283,2017/07/27,454.703,1452,4382866088,1.007,null,,2034,3617232,,,62.361,32633452,1860,211,52.863,,null,,reddcoin,rdd
1284,2017/07/28,462.967,1552,4418181262,1.011,null,,2138,3584193,,,61.316,31804528,1945,427,52.81,,null,,reddcoin,rdd
1285,2017/07/29,463.28,1394,4453793718,1,null,,1995,3314613,,,61.383,30705748,1829,143,52.757,,null,,reddcoin,rdd
1286,2017/07/30,521.435,1395,4284247654,1.03,null,,1952,3452960,,,60.343,31577453,1751,117,52.718,,null,,reddcoin,rdd
1287,2017/07/31,554.452,1446,4413387666,0.994,null,,2054,3563290,,,61.064,32770597,1903,126,52.716,,null,,reddcoin,rdd
1288,2017/08/01,550.104,2136,4411945477,0.98,null,,2839,3575308,,,61.094,33204102,2455,72,52.725,,null,,reddcoin,rdd
1289,2017/08/02,466.113,1649,4621224355,0.99,null,,2214,3697075,,,62.81,32618424,2065,45,52.713,,null,,reddcoin,rdd
1290,2017/08/03,469.591,1507,4559258593,1.013,null,,2114,3357956,,,63.955,31489474,1934,80,52.714,,null,,reddcoin,rdd
1291,2017/08/04,453.649,1492,4259337524,1.021,null,,2035,3125599,,,59.901,31715312,1956,69,52.734,,null,,reddcoin,rdd
1292,2017/08/05,495.574,1489,4158227235,1.023,null,,2029,3697256,,,58.289,33616368,1917,140,52.708,,null,,reddcoin,rdd
1293,2017/08/06,436.429,1465,3996427793,0.992,null,,2058,3574310,,,56.509,33967604,1909,137,52.707,,null,,reddcoin,rdd
1294,2017/08/07,498.601,1754,4153977252,1.001,null,,2237,3660148,,,56.969,32650166,2240,82,52.696,,null,,reddcoin,rdd
1295,2017/08/08,556.407,1784,3889569259,1.039,null,,2242,3811206,,,55.161,32332147,2254,93,52.694,,null,,reddcoin,rdd
1296,2017/08/09,551.933,1768,3672661913,1.001,null,,2319,3412752,,,52.123,30640624,2457,106,52.685,,null,,reddcoin,rdd
1297,2017/08/10,650.923,1693,3475557133,1.003,null,,2294,3200259,,,49.133,30029840,2197,74,52.68,,null,,reddcoin,rdd
1298,2017/08/11,559.567,1882,3563017806,1.043,null,,2354,3110213,,,49.465,28136175,2431,70,52.643,,null,,reddcoin,rdd
1299,2017/08/12,520.804,1601,3803444429,0.95,null,,2238,3291104,,,52.111,29576499,2067,99,52.633,,null,,reddcoin,rdd
1300,2017/08/13,546.343,1671,4165682360,1.04,null,,2196,3046562,,,57.464,28739084,2200,49,52.904,,null,,reddcoin,rdd
1301,2017/08/14,546.749,2119,4310106991,0.943,null,,2633,3059103,,,58.461,25249060,2645,87,52.901,,null,,reddcoin,rdd
1302,2017/08/15,687.132,2278,4825369141,1.032,null,,2691,3809256,,,65.391,30226992,3145,124,52.89,,null,,reddcoin,rdd
1303,2017/08/16,557.085,2000,4449175550,1.018,null,,2454,4445319,,,62.463,37973187,2523,132,52.886,,null,,reddcoin,rdd
1304,2017/08/17,518.674,1750,4098526090,0.998,null,,2299,4101482,,,58.343,34673905,2367,131,53.182,,null,,reddcoin,rdd
1305,2017/08/18,483.647,1711,4119058337,1.013,null,,2225,3515773,,,57.328,31308078,2183,78,53.18,,null,,reddcoin,rdd
1306,2017/08/19,508.103,1823,4366428480,0.968,null,,2359,3596261,,,59.215,28878836,2226,88,53.177,,null,,reddcoin,rdd
1307,2017/08/20,554.373,1707,4473578807,1.024,null,,2191,3645290,,,60.974,29127334,2315,80,53.532,,null,,reddcoin,rdd
1308,2017/08/21,529.041,1612,4343847082,0.969,null,,2198,3239896,,,60.484,29293887,2034,92,53.529,,null,,reddcoin,rdd
1309,2017/08/22,466.808,1549,4270892869,1.014,null,,2132,3045510,,,59.652,29277642,1958,68,53.518,,null,,reddcoin,rdd
1310,2017/08/23,510.06,1693,4908508254,0.989,null,,2329,3319891,,,66.434,29826552,2133,60,53.502,,null,,reddcoin,rdd
1311,2017/08/24,516.843,1743,4602004215,1.001,null,,2334,3788009,,,64.429,31177765,2187,100,53.48,,null,,reddcoin,rdd
1312,2017/08/25,569.272,1534,4666278303,1.006,null,,2140,3373643,,,64.685,30593304,1915,82,53.472,,null,,reddcoin,rdd
1313,2017/08/26,539.377,1458,4858188239,0.973,null,,2089,3538129,,,66.326,30070077,1733,77,53.472,,null,,reddcoin,rdd
1314,2017/08/27,570.444,1514,5154974097,1.013,null,,2078,3546860,,,69.698,30308215,1980,108,53.471,,null,,reddcoin,rdd
1315,2017/08/28,468.729,1575,5032889826,0.972,null,,2212,3725095,,,69.974,32523152,1932,102,53.47,,null,,reddcoin,rdd
1316,2017/08/29,498.241,1542,4892980147,1.071,null,,2056,3324694,,,68.194,32043679,1987,93,53.407,,null,,reddcoin,rdd
1317,2017/08/30,486.29,1747,4327480529,0.956,null,,2295,3533657,,,61.454,32202046,2156,69,53.356,,null,,reddcoin,rdd
1318,2017/08/31,797.397,2974,5252723695,0.968,null,,3441,5692267,,,69.932,43560871,3974,230,53.381,,null,,reddcoin,rdd
1319,2017/09/01,611.977,2206,5234132831,1.015,null,,2692,4750390,,,72.01,44499454,2846,102,53.425,,null,,reddcoin,rdd
1320,2017/09/02,484.816,1654,5405635760,0.976,null,,2265,4330121,,,73.835,40021526,2127,54,53.375,,null,,reddcoin,rdd
1321,2017/09/03,677.197,1609,5530976414,1.03,null,,2163,4577371,,,75.84,39202941,2041,62,53.305,,null,,reddcoin,rdd
1322,2017/09/04,692.86,2060,5234297109,0.975,null,,2634,4504528,,,73.765,36266620,2649,75,53.285,,null,,reddcoin,rdd
1323,2017/09/05,545.062,1871,5427404463,1.032,null,,2358,3981643,,,74.868,35171700,2440,96,53.337,,null,,reddcoin,rdd
1324,2017/09/06,541.457,1723,5060291810,1.011,null,,2288,4384085,,,71.407,40784017,2261,53,53.3,,null,,reddcoin,rdd
1325,2017/09/07,508.808,1625,4904014563,1.047,null,,2172,3926022,,,69.446,39311435,2144,64,53.313,,null,,reddcoin,rdd
1326,2017/09/08,466.284,1580,4618368388,1.021,null,,2135,4026711,,,65.507,37685420,2063,93,53.312,,null,,reddcoin,rdd
1327,2017/09/09,507.147,1527,4322428669,0.999,null,,2089,3973769,,,61.773,35757267,1887,46,53.294,,null,,reddcoin,rdd
1328,2017/09/10,425.202,1273,4730901490,0.971,null,,1947,3582744,,,63.967,34699214,1699,75,53.293,,null,,reddcoin,rdd
1329,2017/09/11,521.174,1606,4731818995,1.018,null,,2152,4076189,,,65.176,34260091,2003,102,53.551,,null,,reddcoin,rdd
1330,2017/09/12,444.293,1449,4622834669,1.018,null,,2068,3626157,,,64.452,35012483,1886,83,53.549,,null,,reddcoin,rdd
1331,2017/09/13,470.661,1632,3054992344,1.026,null,,2186,3238332,,,44.508,31177228,2067,122,53.433,,null,,reddcoin,rdd
1332,2017/09/14,512.567,1729,2983978363,1.018,null,,2258,2809593,,,42.128,28113039,2204,86,53.432,,null,,reddcoin,rdd
1333,2017/09/15,529.794,1759,2892274283,1.037,null,,2294,2958850,,,40.807,25763956,2326,59,53.431,,null,,reddcoin,rdd
1334,2017/09/16,555.085,1424,2731383250,1.005,null,,2008,3488976,,,38.768,27072099,1948,63,53.373,,null,,reddcoin,rdd
1335,2017/09/17,438.441,1387,2764556731,1.013,null,,1908,2573624,,,38.489,26763519,1684,55,53.372,,null,,reddcoin,rdd
1336,2017/09/18,426.001,1534,2808966014,0.979,null,,2079,2954820,,,38.704,28520314,1918,75,53.371,,null,,reddcoin,rdd
1337,2017/09/19,484.35,1499,3068662388,0.98,null,,2086,2921779,,,41.627,26885251,526,101,53.368,,null,,reddcoin,rdd
1338,2017/09/20,476.846,1714,3085233098,0.984,null,,2202,2974866,,,42.367,28007131,2039,101,53.364,,null,,reddcoin,rdd
1339,2017/09/21,473.481,1582,3235243154,1.013,null,,2060,2835920,,,44.246,28956531,2013,87,53.358,,null,,reddcoin,rdd
1340,2017/09/22,404.8,1264,2962344660,1.031,null,,1819,2580665,,,42.093,27523534,1569,61,53.365,,1419,,reddcoin,rdd
1341,2017/09/23,378.729,1297,4004426802,0.938,1743,,1948,3032139,,,53.768,28271625,1587,49,53.362,,1557,,reddcoin,rdd
1342,2017/09/24,387.62,1229,4172544871,1.011,2004,,1812,3032328,,,57.66,28270425,1421,72,53.361,,1676,,reddcoin,rdd
1343,2017/09/25,946.056,2679,4991022678,0.98,474.359,,3255,5640372,,,66.652,40493799,5283,308,54.137,,1733,,reddcoin,rdd
1344,2017/09/26,492.699,1621,4967885542,0.998,1446,,2175,4595224,,,68.168,39752749,2222,154,54.136,,2113,,reddcoin,rdd
1345,2017/09/27,461.467,1581,4827617655,1.012,1424,,2082,4392915,,,67.657,39855997,2010,116,54.135,,2110,,reddcoin,rdd
1346,2017/09/28,519.139,1357,4748427595,1.033,1730,,1923,4266338,,,66.435,37819431,1817,92,54.134,,2219,,reddcoin,rdd
1347,2017/09/29,453.533,1412,4186242288,1.02,1817,,1987,4280017,,,60.268,34202336,1936,117,54.145,,2154,,reddcoin,rdd
1348,2017/09/30,416.81,1343,4447349404,0.992,1692,,1965,3859882,,,60.74,35467113,1745,85,54.167,,1965,,reddcoin,rdd
1349,2017/10/01,427.253,1307,4321429136,1.002,1746,,1937,3799689,,,60.24,34530852,1739,94,54.241,,1962,,reddcoin,rdd
1350,2017/10/02,437.54,1349,4479249000,0.986,1793,,1981,3531763,,,61.266,33422368,1781,68,54.2,,1784,,reddcoin,rdd
1351,2017/10/03,425.836,1286,4302976611,1.016,1534,,1895,3211676,,,60.48,32192973,1663,59,54.198,,1695,,reddcoin,rdd
1352,2017/10/04,596.34,1538,4476103702,0.99,1417,,2116,3466191,,,61.281,29572285,2749,153,54.405,,1639,,reddcoin,rdd
1353,2017/10/05,431.164,1310,4506415735,0.995,1694,,1956,3119614,,,61.894,29017983,1678,138,54.417,,1595,,reddcoin,rdd
1354,2017/10/06,417.327,1328,4514623039,0.984,1560,,1950,3387175,,,62.304,29256752,1633,241,54.385,,1737,,reddcoin,rdd
1355,2017/10/07,397.579,1191,4691199373,1.018,1564,,1836,2819607,,,64.063,28492577,1465,131,55.349,,1536,,reddcoin,rdd
1356,2017/10/08,407.983,1329,4296666952,0.998,1494,,1912,2976767,,,60.934,30068821,1606,110,55.379,,1558,,reddcoin,rdd
1357,2017/10/09,448.968,1243,4690568047,0.992,1978,,1924,2956556,,,63.934,28220027,1678,170,55.359,,1539,,reddcoin,rdd
1358,2017/10/10,412.516,1290,4748445490,0.968,1976,,1972,3127977,,,65.13,28966526,1651,156,55.395,,1588,,reddcoin,rdd
