,date,block_size,sent_addresses,hashrate,confirmation_time,median_transaction_value,google_trends,transactions,send_usd,mining_profitability,av_transaction_size,difficulty,market_cap,active_addresses,tweets,top_100_percent,fee_reward,av_transaction_value,median_transaction_size,full_name,coin
582,2015/08/26,805.225,2184,7668669421,1.059,null,,2627,30213,,,110.429,293878,2369,137,57.554,,null,,reddcoin,rdd
583,2015/08/27,768.389,2220,7056900826,0.99,null,,2724,29101,,,101.178,253329,2393,129,57.524,,null,,reddcoin,rdd
584,2015/08/28,854.725,2310,7032119120,1.007,null,,2785,28645,,,97.902,251443,2454,116,57.538,,null,,reddcoin,rdd
585,2015/08/29,864.827,2087,6136983222,1.058,null,,2556,24940,,,87.664,258172,2233,76,57.537,,null,,reddcoin,rdd
586,2015/08/30,747.637,2132,6673716770,0.968,null,,2730,25728,,,90.917,260100,2256,157,57.537,,null,,reddcoin,rdd
587,2015/08/31,807.7,2188,7684026632,0.973,null,,2741,31193,,,104.983,270147,2340,140,57.537,,null,,reddcoin,rdd
588,2015/09/01,797.701,2197,7226000680,1.009,null,,2739,29078,,,100.653,276357,2397,133,57.537,,null,,reddcoin,rdd
589,2015/09/02,698.263,1859,7207844447,1.006,null,,2427,30108,,,99.864,256546,2053,134,57.483,,null,,reddcoin,rdd
590,2015/09/03,678.69,1927,6716899228,1.011,null,,2485,27797,,,94.49,249142,2032,92,57.483,,null,,reddcoin,rdd
591,2015/09/04,796.437,2075,6953857781,1.033,null,,2552,26055,,,95.932,251245,2258,102,57.524,,null,,reddcoin,rdd
592,2015/09/05,732.399,2061,6669432263,0.954,null,,2662,29037,,,93.515,253890,2280,122,57.441,,null,,reddcoin,rdd
593,2015/09/06,836.008,2092,8430702061,1.017,null,,2644,29788,,,112.11,268853,2327,140,57.441,,null,,reddcoin,rdd
594,2015/09/07,778.316,2001,6180671492,1.068,null,,2556,25566,,,90.781,284524,2164,146,57.441,,null,,reddcoin,rdd
595,2015/09/08,745.585,2062,5810642214,1.048,null,,2589,30064,,,83.557,319013,2117,132,57.441,,null,,reddcoin,rdd
596,2015/09/09,773.096,2076,4722397203,1.051,null,,2569,22175,,,68.755,276647,2234,67,57.548,,null,,reddcoin,rdd
597,2015/09/10,833.628,2023,4656040255,0.985,null,,2578,26915,,,65.934,263976,2184,158,57.548,,null,,reddcoin,rdd
598,2015/09/11,768.831,2104,4747221786,1.03,null,,2531,43188,,,65.99,294682,2204,131,57.731,,null,,reddcoin,rdd
599,2015/09/12,744.894,1928,4165140473,1.032,null,,2450,25746,,,59.857,265113,2125,129,57.823,,null,,reddcoin,rdd
600,2015/09/13,749.831,2041,4216008528,0.999,null,,2553,25435,,,58.508,258053,2265,138,57.823,,null,,reddcoin,rdd
601,2015/09/14,722.676,1700,6023698402,0.936,null,,2466,29395,,,78.971,254416,2052,49,57.679,,null,,reddcoin,rdd
602,2015/09/15,755.503,1809,5572221144,1.041,null,,2423,25054,,,78.701,258051,1920,60,57.679,,null,,reddcoin,rdd
603,2015/09/16,777.24,2133,5523667498,0.978,null,,2783,34294,,,75.936,306928,2218,142,57.679,,null,,reddcoin,rdd
604,2015/09/17,802.536,2052,5443532991,1.043,null,,2630,35871,,,75.653,318802,2160,116,57.693,,null,,reddcoin,rdd
605,2015/09/18,974.728,2117,4934886054,0.974,null,,2751,28471,,,69.899,258969,2322,133,57.693,,null,,reddcoin,rdd
606,2015/09/19,767.546,2031,5934967024,1.036,null,,2615,23879,,,80.63,263843,2141,129,57.694,,null,,reddcoin,rdd
607,2015/09/20,852.491,2078,5172761630,1.024,null,,2634,28539,,,73.96,304652,2281,132,57.698,,null,,reddcoin,rdd
608,2015/09/21,861.335,2099,6943462334,0.939,null,,2711,30942,,,92.39,253495,2315,134,57.837,,null,,reddcoin,rdd
609,2015/09/22,815.114,2262,5910817210,1.062,null,,2717,23743,,,83.69,269913,2350,143,57.836,,null,,reddcoin,rdd
610,2015/09/23,857.965,2019,5848835420,0.968,null,,2683,26064,,,81.256,253656,2219,141,57.717,,null,,reddcoin,rdd
611,2015/09/24,1032,1949,4972056589,1.021,null,,2541,32587,,,70.604,321425,2119,129,57.716,,null,,reddcoin,rdd
612,2015/09/25,898.64,1972,5321132054,1.034,null,,2489,29481,,,73.537,277099,2159,134,57.938,,null,,reddcoin,rdd
613,2015/09/26,765.986,1949,4994682683,1.012,null,,2486,28786,,,70.106,267201,2113,151,57.97,,null,,reddcoin,rdd
614,2015/09/27,791.229,1945,3920895942,1.056,null,,2435,31849,,,57.174,301880,2118,134,57.969,,null,,reddcoin,rdd
615,2015/09/28,767.496,2021,5099402187,0.963,null,,2618,30813,,,68.683,263941,2148,134,57.969,,null,,reddcoin,rdd
616,2015/09/29,779.715,2057,4906871064,0.99,null,,2559,28844,,,68.075,264668,2128,148,57.784,,null,,reddcoin,rdd
617,2015/09/30,743.204,2009,5367501333,0.976,null,,2544,31090,,,73.249,261914,2115,152,57.829,,null,,reddcoin,rdd
618,2015/10/01,862.141,2089,5211598825,1.023,null,,2542,39022,,,72.142,266191,2303,149,57.817,,null,,reddcoin,rdd
619,2015/10/02,937.484,1972,4727672664,1.023,null,,2453,33859,,,67.129,283346,2141,144,57.817,,null,,reddcoin,rdd
620,2015/10/03,756.688,1890,4830457914,1.008,null,,2417,27794,,,67.268,262347,2030,159,57.815,,null,,reddcoin,rdd
621,2015/10/04,747.977,1953,4394339494,1.033,null,,2413,28571,,,62.198,268255,2093,141,57.815,,null,,reddcoin,rdd
622,2015/10/05,696.52,1779,4861394402,0.941,null,,2385,28546,,,66.371,268166,1927,121,57.634,,null,,reddcoin,rdd
623,2015/10/06,603.652,1508,6058801691,1.032,null,,2352,29058,,,81.371,268210,1659,121,57.641,,null,,reddcoin,rdd
624,2015/10/07,802.422,5019,5057896113,1.003,null,,2461,31983,,,72.893,260850,5106,125,57.64,,null,,reddcoin,rdd
625,2015/10/08,900.048,5713,5432553541,1.026,null,,2495,34311,,,74.666,270551,5706,134,57.568,,null,,reddcoin,rdd
626,2015/10/09,705.269,1874,4659550878,1.023,null,,2467,37125,,,66.767,268296,1962,141,57.518,,null,,reddcoin,rdd
627,2015/10/10,1698,1849,4779477365,1.002,null,,2492,28766,,,66.561,271360,6570,136,57.517,,null,,reddcoin,rdd
628,2015/10/11,716.05,1789,4790825166,1.018,null,,2320,29945,,,65.945,299105,1954,139,57.517,,null,,reddcoin,rdd
629,2015/10/12,753.114,1873,5320792675,0.976,null,,2455,33757,,,73.575,305122,2208,144,57.516,,null,,reddcoin,rdd
630,2015/10/13,960.196,2098,4830513310,0.988,null,,2579,32017,,,67.421,276197,2271,138,57.565,,null,,reddcoin,rdd
631,2015/10/14,817.004,3144,4778943693,1.028,null,,2526,29280,,,66.192,219323,3302,139,57.587,,null,,reddcoin,rdd
632,2015/10/15,888.752,2046,4538019969,1,null,,2576,29031,,,63.554,274848,2242,141,57.586,,null,,reddcoin,rdd
633,2015/10/16,755.342,2104,4965810955,1.004,null,,2523,29550,,,67.991,276944,2282,117,57.588,,null,,reddcoin,rdd
634,2015/10/17,887.628,4454,5657383285,0.991,null,,2549,28815,,,76.363,257891,4616,185,57.623,,null,,reddcoin,rdd
635,2015/10/18,907.275,4829,4086696812,1.017,null,,2552,27198,,,58.049,243654,4915,169,57.322,,null,,reddcoin,rdd
636,2015/10/19,1403,6912,4934122721,0.972,null,,2628,31444,,,66.913,279832,7119,129,57.718,,null,,reddcoin,rdd
637,2015/10/20,1002,6472,4914082640,1.001,null,,2597,29290,,,67.683,273066,6595,132,57.717,,null,,reddcoin,rdd
638,2015/10/21,4633,6385,4821916514,0.97,null,,2717,28728,,,67.622,229309,6317,122,57.65,,null,,reddcoin,rdd
639,2015/10/22,922.015,4960,5113179064,1.072,null,,2439,25012,,,70.178,226830,3930,122,57.467,,null,,reddcoin,rdd
640,2015/10/23,1022,6440,4354731670,0.997,null,,2603,27509,,,62.723,231889,6636,132,57.429,,null,,reddcoin,rdd
641,2015/10/24,897.415,5129,4234089513,1.038,null,,2541,28290,,,59.216,232215,5315,162,57.086,,null,,reddcoin,rdd
642,2015/10/25,1032,6546,4064938005,1.003,null,,2527,33816,,,57.707,307744,6570,138,57.18,,null,,reddcoin,rdd
643,2015/10/26,2735,5803,4966312027,0.992,null,,2646,28745,,,67.745,256648,5683,150,57.18,,null,,reddcoin,rdd
644,2015/10/27,2740,4801,5330642513,1.022,null,,2579,27021,,,74.346,258571,6210,204,57.181,,null,,reddcoin,rdd
645,2015/10/28,951.573,4658,4501202273,1.023,null,,2560,30909,,,64.356,290185,4809,264,57.202,,null,,reddcoin,rdd
646,2015/10/29,760.529,1872,3683440162,1.073,null,,2371,32662,,,53.09,334766,2001,303,57.252,,null,,reddcoin,rdd
647,2015/10/30,776.608,1985,4061943742,0.924,null,,2608,43452,,,54.77,368596,2130,297,57.429,,null,,reddcoin,rdd
648,2015/10/31,882.83,2540,5458130648,0.951,null,,2706,64578,,,71.827,342712,2799,255,57.297,,null,,reddcoin,rdd
649,2015/11/01,929.345,5348,6625986829,0.968,null,,2678,40775,,,88.22,316477,5389,276,57.298,,null,,reddcoin,rdd
650,2015/11/02,2062,2274,6483494817,1.004,null,,2688,29393,,,89.599,269460,6609,255,57.297,,null,,reddcoin,rdd
651,2015/11/03,892.205,2235,7086017235,1.026,null,,2611,33617,,,97.295,299152,5249,291,57.351,,null,,reddcoin,rdd
652,2015/11/04,888.659,2070,7411686081,0.97,null,,2629,47680,,,103.432,351841,5244,246,57.308,,null,,reddcoin,rdd
653,2015/11/05,858.807,2119,8381383586,1.05,null,,2516,37865,,,114.188,325856,2235,236,57.13,,null,,reddcoin,rdd
654,2015/11/06,719.535,2057,7454897354,1.005,null,,2547,32215,,,103.018,302754,2077,255,57.13,,null,,reddcoin,rdd
655,2015/11/07,715.538,1983,7774955558,0.984,null,,2516,35650,,,106.62,320515,2150,271,57.04,,null,,reddcoin,rdd
656,2015/11/08,717.989,2020,7024384047,1.026,null,,2486,32365,,,100.143,311690,2199,279,57.039,,null,,reddcoin,rdd
657,2015/11/09,739.711,1962,7222161166,0.982,null,,2534,27182,,,102.114,215187,2159,251,57.038,,null,,reddcoin,rdd
658,2015/11/10,1165,5765,6388300265,1.078,null,,2578,35432,,,90.701,248064,6004,271,57.313,,null,,reddcoin,rdd
659,2015/11/11,969.739,5507,5048869679,1.062,null,,2487,25602,,,73.322,220344,5659,299,56.847,,null,,reddcoin,rdd
660,2015/11/12,861.711,2070,4806793005,1.008,null,,2531,29437,,,68.13,251762,2148,291,56.95,,null,,reddcoin,rdd
661,2015/11/13,611.654,1695,5002350094,0.956,null,,2603,22605,,,68.63,258901,1961,310,56.949,,null,,reddcoin,rdd
662,2015/11/14,630.739,1522,4851893661,1.072,null,,2384,19856,,,67.952,195253,1698,300,57.019,,null,,reddcoin,rdd
663,2015/11/15,2838,1662,3926920906,1.047,null,,2536,24655,,,57.151,204450,2963,271,57.019,,null,,reddcoin,rdd
664,2015/11/16,572.11,1563,3625681082,1.031,null,,2529,25917,,,52.102,262767,1685,261,57.012,,null,,reddcoin,rdd
665,2015/11/17,593.485,1698,3639252987,1.003,null,,2644,31014,,,50.917,274912,1835,291,57.153,,null,,reddcoin,rdd
666,2015/11/18,598.681,1657,4426255045,0.974,null,,2678,50217,,,60.015,276908,1782,272,57.193,,null,,reddcoin,rdd
667,2015/11/19,658.251,1618,3970590569,1.048,null,,2485,30959,,,56.334,284959,1744,259,57.151,,null,,reddcoin,rdd
668,2015/11/20,936.08,2352,4468341096,0.963,null,,2632,38907,,,60.979,275840,5494,262,57.333,,null,,reddcoin,rdd
669,2015/11/21,776.874,1866,4308863753,1.04,null,,2472,35527,,,59.904,270005,2936,280,57.147,,null,,reddcoin,rdd
670,2015/11/22,748.566,1841,3614907249,0.992,null,,2478,31824,,,52.177,267961,2039,280,57.103,,null,,reddcoin,rdd
671,2015/11/23,668.066,1638,3863008242,1.02,null,,2247,43693,,,53.098,355443,1800,244,57.071,,null,,reddcoin,rdd
672,2015/11/24,749.092,1908,4207771817,0.975,null,,2576,36300,,,56.883,334054,2127,234,57.114,,null,,reddcoin,rdd
673,2015/11/25,690.649,1795,3834399460,1.052,null,,2410,36186,,,53.843,358630,1957,261,57.114,,null,,reddcoin,rdd
674,2015/11/26,688.848,1767,3468864938,0.974,null,,2493,62277,,,48.755,473242,1921,284,56.789,,null,,reddcoin,rdd
675,2015/11/27,700.83,1699,3802415909,0.974,null,,2407,56277,,,51.907,484882,1882,286,56.79,,null,,reddcoin,rdd
676,2015/11/28,608.35,1554,5264859589,0.941,null,,2428,40856,,,68.629,426925,1697,327,56.79,,null,,reddcoin,rdd
677,2015/11/29,456.273,849,5943722865,0.972,null,,1974,49067,,,79.1,406049,999,292,56.89,,null,,reddcoin,rdd
678,2015/11/30,1121,1411,6179011485,0.971,null,,1975,57783,,,83.909,396275,4873,305,56.906,,null,,reddcoin,rdd
679,2015/12/01,591.123,1402,7869321300,0.95,null,,2109,888568,,,105.251,333293,1482,308,55.915,,null,,reddcoin,rdd
680,2015/12/02,756.879,1980,7864758761,1.103,null,,2351,320021,,,108.479,317769,2078,296,55.754,,null,,reddcoin,rdd
681,2015/12/03,715.222,1951,9287897655,1.008,null,,2480,300952,,,128.652,366205,2111,315,55.057,,null,,reddcoin,rdd
682,2015/12/04,645.699,1729,6743434347,0.988,null,,2430,153388,,,97.175,386985,1897,316,54.72,,null,,reddcoin,rdd
683,2015/12/05,731.632,1965,8122615612,0.981,null,,2420,130482,,,108.691,410591,2113,296,53.942,,null,,reddcoin,rdd
684,2015/12/06,801.434,2090,7138504661,1.05,null,,2523,78834,,,102.057,432750,2380,292,53.609,,null,,reddcoin,rdd
685,2015/12/07,830.607,2250,6763997647,1.023,null,,2677,73087,,,95.828,452369,2448,285,53.378,,null,,reddcoin,rdd
686,2015/12/08,737.73,2012,6010150768,0.986,null,,2509,88114,,,85.582,494470,2221,304,53.446,,null,,reddcoin,rdd
687,2015/12/09,642.738,1933,9878789600,0.931,null,,2532,93009,,,127.484,512998,2082,284,53.199,,null,,reddcoin,rdd
688,2015/12/10,719.9,4255,9338316465,1.033,null,,2351,64820,,,129.208,536943,2082,284,53.165,,null,,reddcoin,rdd
689,2015/12/11,1945,5623,9174107166,1.011,null,,2521,153194,,,126.98,579552,6301,280,52.591,,null,,reddcoin,rdd
690,2015/12/12,825.633,5380,8573782216,1.023,null,,2425,87424,,,120.977,532638,4172,268,52.539,,null,,reddcoin,rdd
691,2015/12/13,1652,4942,7343040918,1.037,null,,2500,125912,,,106.693,572163,6082,320,52.389,,null,,reddcoin,rdd
692,2015/12/14,1187,5665,6946006521,1.06,null,,2481,197185,,,99.356,550971,5689,341,51.869,,null,,reddcoin,rdd
693,2015/12/15,2743,5847,7972573146,0.933,null,,2764,86312,,,108.465,520604,6543,290,51.772,,null,,reddcoin,rdd
694,2015/12/16,2079,6426,7500880132,1.031,null,,2703,105682,,,104.94,497606,6474,278,51.682,,null,,reddcoin,rdd
695,2015/12/17,1862,5857,8057205747,0.988,null,,2663,62544,,,110.011,517140,6377,284,51.546,,null,,reddcoin,rdd
696,2015/12/18,577.612,1561,8086356890,0.966,null,,2583,63943,,,111.493,558205,1802,286,51.528,,null,,reddcoin,rdd
697,2015/12/19,1301,6234,9837226089,0.965,null,,2626,80766,,,131.888,523245,6450,312,51.327,,null,,reddcoin,rdd
698,2015/12/20,831.671,4036,8960503021,1.081,null,,2389,55128,,,125.295,471383,4318,322,51.082,,null,,reddcoin,rdd
699,2015/12/21,724.005,2059,8678290429,0.965,null,,2652,74234,,,120.728,508399,2408,309,51.176,,null,,reddcoin,rdd
700,2015/12/22,749.406,2094,8143231805,1.021,null,,2530,62918,,,114.047,504216,2323,284,51.322,,null,,reddcoin,rdd
701,2015/12/23,732.317,2088,8302622690,1,null,,2628,63764,,,114.441,468122,2535,247,51.091,,null,,reddcoin,rdd
702,2015/12/24,705.558,1962,7784315146,1.015,null,,2498,115966,,,110.008,490644,2265,254,50.914,,null,,reddcoin,rdd
703,2015/12/25,776.025,3689,7758229746,1.041,null,,2495,49517,,,107.741,478735,2333,260,50.915,,null,,reddcoin,rdd
704,2015/12/26,1349,4371,7693808478,0.967,null,,2503,65843,,,106.809,590402,5721,248,50.914,,null,,reddcoin,rdd
705,2015/12/27,689.044,1980,8486059527,0.963,null,,2591,53139,,,114.306,457837,2192,240,50.91,,null,,reddcoin,rdd
706,2015/12/28,736.326,1964,7623261162,1.029,null,,2479,51515,,,106.353,478357,2166,238,50.91,,null,,reddcoin,rdd
707,2015/12/29,670.663,1901,7257018046,0.986,null,,2458,52668,,,100.954,469186,2090,237,50.755,,null,,reddcoin,rdd
708,2015/12/30,785.213,2076,8150685401,0.957,null,,2687,100803,,,109.991,462291,2462,234,50.816,,null,,reddcoin,rdd
709,2015/12/31,741.78,1824,8486182998,1.095,null,,2315,61058,,,116.505,478623,2211,237,51,,null,,reddcoin,rdd
710,2016/01/01,572.811,1648,6676823297,0.97,null,,2394,62395,,,94.636,450435,1857,269,50.999,,null,,reddcoin,rdd
711,2016/01/02,690.859,1945,6671673284,1.03,null,,2371,58966,,,93.488,463175,2091,234,50.998,,null,,reddcoin,rdd
712,2016/01/03,868.781,2287,6842989767,0.999,null,,2608,112328,,,95.708,484727,2507,251,50.671,,null,,reddcoin,rdd
713,2016/01/04,785.866,2163,6682562594,0.997,null,,2546,60645,,,94.315,465014,2369,229,50.548,,null,,reddcoin,rdd
714,2016/01/05,1127,2251,6598939651,1.032,null,,2546,80023,,,92.373,542147,2648,238,50.937,,null,,reddcoin,rdd
715,2016/01/06,1122,2243,6447414369,0.992,null,,2612,94094,,,89.919,518605,2493,248,50.81,,null,,reddcoin,rdd
716,2016/01/07,789.375,2155,6744371359,1.013,null,,2526,71873,,,92.967,594421,2299,259,50.813,,null,,reddcoin,rdd
717,2016/01/08,798.125,2087,5905263671,1.014,null,,2545,75297,,,83.421,654373,2316,1817,50.813,,null,,reddcoin,rdd
718,2016/01/09,658.526,2070,8151753624,0.949,null,,2835,82170,,,108.854,637951,2292,242,50.782,,null,,reddcoin,rdd
719,2016/01/10,1371,2467,8266294744,1.017,null,,2776,111541,,,114.165,608188,3249,297,50.816,,null,,reddcoin,rdd
720,2016/01/11,786.824,2251,8399789478,1.01,null,,2638,101766,,,116.407,629359,2561,315,50.811,,null,,reddcoin,rdd
721,2016/01/12,910.691,2218,8030396658,1.042,null,,2622,73748,,,112.299,660763,2438,308,50.954,,null,,reddcoin,rdd
722,2016/01/13,696.568,1958,7593705127,0.982,null,,2569,76735,,,107.308,616848,2282,285,50.932,,null,,reddcoin,rdd
723,2016/01/14,743.56,1864,8190569224,1.022,null,,2501,67025,,,112.516,567547,2120,291,50.932,,null,,reddcoin,rdd
724,2016/01/15,673.797,1846,6925865984,1.038,null,,2464,90234,,,98.937,579322,2146,283,50.928,,null,,reddcoin,rdd
725,2016/01/16,580.159,1523,7655457308,1.006,null,,2344,61386,,,105.879,554533,1886,275,50.929,,null,,reddcoin,rdd
726,2016/01/17,670.413,1889,5792401305,1.047,null,,2323,47921,,,84.132,509323,2118,284,50.963,,null,,reddcoin,rdd
727,2016/01/18,703.455,1809,4619613071,1.077,null,,2291,48329,,,68.194,563528,2044,291,50.965,,null,,reddcoin,rdd
728,2016/01/19,733.457,1934,3870283743,1.013,null,,2413,67275,,,56.37,555159,2083,215,51.162,,null,,reddcoin,rdd
729,2016/01/20,759.067,1843,4050617103,1,null,,2370,65068,,,56.143,596634,2096,286,50.972,,null,,reddcoin,rdd
730,2016/01/21,736.191,1832,3862367255,1.068,null,,2277,58602,,,54.359,632339,2065,311,51.059,,null,,reddcoin,rdd
731,2016/01/22,684.304,1731,4061801229,0.936,null,,2428,76628,,,55.615,638302,1990,348,51.057,,null,,reddcoin,rdd
732,2016/01/23,692.167,1735,3668665886,1.11,null,,2152,57717,,,51.772,635642,1975,305,50.889,,null,,reddcoin,rdd
733,2016/01/24,709.562,1883,2643583294,0.936,null,,2488,68208,,,38.095,651708,2127,283,50.879,,null,,reddcoin,rdd
734,2016/01/25,748.668,1703,3558091682,1.061,null,,2227,63146,,,46.967,589564,1611,320,50.854,,null,,reddcoin,rdd
735,2016/01/26,742.09,1855,3057252955,0.976,null,,2424,76089,,,42.67,614283,2188,266,50.943,,null,,reddcoin,rdd
736,2016/01/27,698.914,1999,4318694480,0.933,null,,2538,85364,,,56.914,655572,2426,346,50.855,,null,,reddcoin,rdd
737,2016/01/28,676.257,1861,5463864726,0.922,null,,2504,89847,,,73.335,702102,2163,353,50.777,,null,,reddcoin,rdd
738,2016/01/29,963.85,2413,9895170706,1.071,null,,2713,3135748,,,126.894,586342,2790,390,47.696,,null,,reddcoin,rdd
739,2016/01/30,690.643,2007,6384802633,0.966,null,,2573,116783,,,91.325,577803,2299,317,47.785,,null,,reddcoin,rdd
740,2016/01/31,725.548,1839,7154433014,0.969,null,,2411,86045,,,96.746,562185,2175,378,47.885,,null,,reddcoin,rdd
741,2016/02/01,748.796,1792,7398394009,1.03,null,,2214,84320,,,100.933,564566,2309,394,47.895,,null,,reddcoin,rdd
742,2016/02/02,757.37,1910,6724248826,1.036,null,,2401,61589,,,95.358,541000,2165,400,47.876,,null,,reddcoin,rdd
743,2016/02/03,756.525,1931,6760528887,0.974,null,,2415,73150,,,95.404,548411,2196,328,47.965,,null,,reddcoin,rdd
744,2016/02/04,683.105,1841,7085692583,1.014,null,,2305,74250,,,97.568,561442,2078,254,47.926,,null,,reddcoin,rdd
745,2016/02/05,666.197,1924,6384051514,1.026,null,,2412,74306,,,90.426,607111,2151,378,47.937,,null,,reddcoin,rdd
746,2016/02/06,793.249,1856,7011989899,1.003,null,,2419,93725,,,96.013,602559,2222,401,47.889,,null,,reddcoin,rdd
747,2016/02/07,735.415,1984,6054307959,1.063,null,,2375,120596,,,86.511,586851,2169,374,47.856,,null,,reddcoin,rdd
748,2016/02/08,633.959,1905,6715810754,0.955,null,,2450,77974,,,92.303,604683,2150,375,47.851,,null,,reddcoin,rdd
749,2016/02/09,831.032,2271,5495751022,1.013,null,,2510,72197,,,78.902,598442,2675,402,47.833,,null,,reddcoin,rdd
750,2016/02/10,777.287,2402,6593582040,1.011,null,,2585,214598,,,88.86,618960,2691,365,48.232,,null,,reddcoin,rdd
751,2016/02/11,774.846,2402,6275393043,0.98,null,,2698,634894,,,87.369,608962,2646,336,47.283,,null,,reddcoin,rdd
752,2016/02/12,791.705,2376,5510733702,1.03,null,,2588,78643,,,77.408,610270,2572,291,47.097,,null,,reddcoin,rdd
753,2016/02/13,798.066,2164,4397992076,1.075,null,,2500,98565,,,62.72,664493,2488,205,47.035,,null,,reddcoin,rdd
754,2016/02/14,809.646,2358,3577749186,0.954,null,,2749,92316,,,51.207,693248,2648,202,47.245,,null,,reddcoin,rdd
755,2016/02/15,1552,2436,4667050016,1.026,null,,2689,99578,,,62.706,695467,3307,217,47.305,,null,,reddcoin,rdd
756,2016/02/16,815.964,2295,3993941101,1.023,null,,2598,79524,,,57.107,659285,2601,210,47.305,,null,,reddcoin,rdd
757,2016/02/17,824.049,2289,4892535423,1.003,null,,2612,88335,,,66.803,665394,2596,212,47.412,,null,,reddcoin,rdd
758,2016/02/18,814.465,2494,4938406302,0.988,null,,2706,94448,,,69.42,659276,2876,213,47.679,,null,,reddcoin,rdd
759,2016/02/19,767.672,2327,5798930959,1.04,null,,2537,85547,,,78.933,689084,2582,205,47.689,,null,,reddcoin,rdd
760,2016/02/20,736.348,2402,6525387048,0.906,null,,2775,105316,,,88.679,722451,2754,227,47.624,,null,,reddcoin,rdd
761,2016/02/21,791.967,2279,6227707665,1.047,null,,2499,86947,,,85.656,694437,2569,216,47.597,,null,,reddcoin,rdd
762,2016/02/22,820.761,2478,5876790559,0.981,null,,2641,106357,,,80.868,782897,2892,232,47.569,,null,,reddcoin,rdd
763,2016/02/23,987.901,2343,6643954986,0.975,null,,2671,104640,,,88.93,770390,2687,234,47.516,,null,,reddcoin,rdd
764,2016/02/24,764.911,2219,6302633845,1.022,null,,2581,87218,,,88.091,688111,2540,224,47.515,,null,,reddcoin,rdd
765,2016/02/25,1552,2535,4905066371,1.05,null,,2630,101097,,,70.312,746588,2894,212,47.904,,null,,reddcoin,rdd
766,2016/02/26,774.949,2346,4980890252,0.93,null,,2734,99447,,,67.718,739455,2708,171,47.943,,null,,reddcoin,rdd
767,2016/02/27,801.465,2181,5829623108,1.04,null,,2465,105467,,,78.217,760458,2538,177,47.938,,null,,reddcoin,rdd
768,2016/02/28,798.796,2413,4422551388,1.011,null,,2579,91854,,,64.411,757264,2670,176,48.017,,null,,reddcoin,rdd
769,2016/02/29,963.907,2426,5497667875,1.017,null,,2633,94162,,,74.795,791456,2860,192,48.238,,null,,reddcoin,rdd
770,2016/03/01,887.13,2472,4402642902,0.995,null,,2637,105439,,,62.818,800527,2886,190,48.056,,null,,reddcoin,rdd
771,2016/03/02,864.912,2587,4117092372,1.012,null,,2706,102643,,,57.976,810150,3089,191,47.92,,null,,reddcoin,rdd
772,2016/03/03,871.771,2503,4826469879,1.023,null,,2747,111667,,,65.681,782373,2800,211,47.902,,null,,reddcoin,rdd
773,2016/03/04,868.872,2516,4755504330,0.961,null,,2847,136834,,,66.385,869744,2919,227,47.765,,null,,reddcoin,rdd
774,2016/03/05,795.732,2229,6494406743,1.02,null,,2609,122662,,,87.082,817453,2634,206,47.499,,null,,reddcoin,rdd
775,2016/03/06,944.204,2379,5063596245,1.106,null,,2499,103199,,,73.457,768439,2842,207,47.638,,null,,reddcoin,rdd
776,2016/03/07,758.487,2323,3773138743,0.939,null,,2725,104859,,,54.317,781860,2705,214,47.656,,null,,reddcoin,rdd
777,2016/03/08,721.675,2426,5361900774,0.986,null,,2660,119793,,,71.524,808176,2614,202,47.515,,null,,reddcoin,rdd
778,2016/03/09,784.644,2309,6580200451,1.042,null,,2555,113854,,,90.422,870664,2602,207,47.452,,null,,reddcoin,rdd
779,2016/03/10,796.661,2317,5844411722,1.016,null,,2605,112938,,,83.547,882190,2633,205,47.452,,null,,reddcoin,rdd
780,2016/03/11,753.825,2319,5904624219,1.017,null,,2535,112582,,,82.04,893008,2681,201,47.453,,null,,reddcoin,rdd
781,2016/03/12,793.741,2374,6052263475,1.01,null,,2567,123446,,,82.947,857053,2798,201,47.478,,null,,reddcoin,rdd
782,2016/03/13,801.209,2516,5230090031,0.99,null,,2610,111674,,,74.555,795592,2768,154,47.585,,null,,reddcoin,rdd
783,2016/03/14,826.342,2513,4533615687,1.043,null,,2554,87026,,,64.461,768844,2826,134,47.662,,null,,reddcoin,rdd
784,2016/03/15,860.025,2593,4577545845,1.03,null,,2613,102222,,,63.732,785233,2914,160,47.576,,null,,reddcoin,rdd
785,2016/03/16,658.564,1883,3683860805,1.003,null,,2601,99421,,,52.971,815922,2331,191,47.788,,null,,reddcoin,rdd
786,2016/03/17,719.425,1784,5548827461,1.035,null,,2608,103744,,,75.93,843529,2197,156,47.832,,null,,reddcoin,rdd
787,2016/03/18,743.81,1628,5234164264,0.968,null,,2574,112965,,,72.5,859830,2015,182,47.815,,null,,reddcoin,rdd
788,2016/03/19,608.13,1529,4681710252,1.008,null,,2444,114729,,,66.127,851659,1982,120,47.793,,null,,reddcoin,rdd
789,2016/03/20,701.126,1657,5161887840,1.003,null,,2571,131949,,,70.705,877904,2197,112,47.164,,null,,reddcoin,rdd
790,2016/03/21,782.042,1693,4711873443,1.032,null,,2534,108411,,,66.061,867740,2228,116,47.164,,null,,reddcoin,rdd
791,2016/03/22,594.933,1882,5974559447,0.964,null,,2746,138261,,,80.154,888136,2069,112,47.246,,null,,reddcoin,rdd
