,block_size,active_addresses,transactions,sent_addresses,fee_reward,difficulty,hashrate,send_usd,mining_profitability,median_transaction_size,confirmation_time,av_transaction_value,av_transaction_size,median_transaction_value,google_trends,top_100_percent,date,tweets,market_cap,full_name,coin
707,,,,,,,,,,,,,,,,,2016/04/18,null,,siacoin,siacoin
708,,,,,,,,,,,,,,,,,2016/04/19,null,,siacoin,siacoin
709,,,,,,,,,,,,,,,,,2016/04/20,null,,siacoin,siacoin
710,,,,,,,,,,,,,,,,,2016/04/21,null,,siacoin,siacoin
711,,,,,,,,,,,,,,,,,2016/04/22,null,,siacoin,siacoin
712,,,,,,,,,,,,,,,,,2016/04/23,null,,siacoin,siacoin
713,,,,,,,,,,,,,,,,,2016/04/24,null,,siacoin,siacoin
714,,,,,,,,,,,,,,,,,2016/04/25,null,,siacoin,siacoin
715,,,,,,,,,,,,,,,,,2016/04/26,null,,siacoin,siacoin
716,,,,,,,,,,,,,,,,,2016/04/27,null,,siacoin,siacoin
717,,,,,,,,,,,,,,,,,2016/04/28,null,,siacoin,siacoin
718,,,,,,,,,,,,,,,,,2016/04/29,null,,siacoin,siacoin
719,,,,,,,,,,,,,,,,,2016/04/30,null,,siacoin,siacoin
720,,,,,,,,,,,,,,,,,2016/05/01,null,,siacoin,siacoin
721,,,,,,,,,,,,,,,,,2016/05/02,null,,siacoin,siacoin
722,,,,,,,,,,,,,,,,,2016/05/03,1,,siacoin,siacoin
723,,,,,,,,,,,,,,,,,2016/05/04,null,,siacoin,siacoin
724,,,,,,,,,,,,,,,,,2016/05/05,null,,siacoin,siacoin
725,,,,,,,,,,,,,,,,,2016/05/06,null,,siacoin,siacoin
726,,,,,,,,,,,,,,,,,2016/05/07,null,,siacoin,siacoin
727,,,,,,,,,,,,,,,,,2016/05/08,null,,siacoin,siacoin
728,,,,,,,,,,,,,,,,,2016/05/09,null,,siacoin,siacoin
729,,,,,,,,,,,,,,,,,2016/05/10,null,,siacoin,siacoin
730,,,,,,,,,,,,,,,,,2016/05/11,null,,siacoin,siacoin
731,,,,,,,,,,,,,,,,,2016/05/12,null,,siacoin,siacoin
732,,,,,,,,,,,,,,,,,2016/05/13,null,,siacoin,siacoin
733,,,,,,,,,,,,,,,,,2016/05/14,null,,siacoin,siacoin
734,,,,,,,,,,,,,,,,,2016/05/15,null,,siacoin,siacoin
735,,,,,,,,,,,,,,,,,2016/05/16,null,,siacoin,siacoin
736,,,,,,,,,,,,,,,,,2016/05/17,null,,siacoin,siacoin
737,,,,,,,,,,,,,,,,,2016/05/18,null,,siacoin,siacoin
738,,,,,,,,,,,,,,,,,2016/05/19,null,,siacoin,siacoin
739,,,,,,,,,,,,,,,,,2016/05/20,null,,siacoin,siacoin
740,,,,,,,,,,,,,,,,,2016/05/21,null,,siacoin,siacoin
741,,,,,,,,,,,,,,,,,2016/05/22,null,,siacoin,siacoin
742,,,,,,,,,,,,,,,,,2016/05/23,null,,siacoin,siacoin
743,,,,,,,,,,,,,,,,,2016/05/24,null,,siacoin,siacoin
744,,,,,,,,,,,,,,,,,2016/05/25,null,,siacoin,siacoin
745,,,,,,,,,,,,,,,,,2016/05/26,null,,siacoin,siacoin
746,,,,,,,,,,,,,,,,,2016/05/27,null,,siacoin,siacoin
747,,,,,,,,,,,,,,,,,2016/05/28,null,,siacoin,siacoin
748,,,,,,,,,,,,,,,,,2016/05/29,null,,siacoin,siacoin
749,,,,,,,,,,,,,,,,,2016/05/30,null,,siacoin,siacoin
750,,,,,,,,,,,,,,,,,2016/05/31,null,,siacoin,siacoin
751,,,,,,,,,,,,,,,,,2016/06/01,null,,siacoin,siacoin
752,,,,,,,,,,,,,,,,,2016/06/02,null,,siacoin,siacoin
753,,,,,,,,,,,,,,,,,2016/06/03,null,,siacoin,siacoin
754,,,,,,,,,,,,,,,,,2016/06/04,null,,siacoin,siacoin
755,,,,,,,,,,,,,,,,,2016/06/05,null,,siacoin,siacoin
756,,,,,,,,,,,,,,,,,2016/06/06,null,,siacoin,siacoin
757,,,,,,,,,,,,,,,,,2016/06/07,3,,siacoin,siacoin
758,,,,,,,,,,,,,,,,,2016/06/08,null,,siacoin,siacoin
759,,,,,,,,,,,,,,,,,2016/06/09,null,,siacoin,siacoin
760,,,,,,,,,,,,,,,,,2016/06/10,null,,siacoin,siacoin
761,,,,,,,,,,,,,,,,,2016/06/11,null,,siacoin,siacoin
762,,,,,,,,,,,,,,,,,2016/06/12,null,,siacoin,siacoin
763,,,,,,,,,,,,,,,,,2016/06/13,null,,siacoin,siacoin
764,,,,,,,,,,,,,,,,,2016/06/14,null,,siacoin,siacoin
765,,,,,,,,,,,,,,,,,2016/06/15,null,,siacoin,siacoin
766,,,,,,,,,,,,,,,,,2016/06/16,null,,siacoin,siacoin
767,,,,,,,,,,,,,,,,,2016/06/17,null,,siacoin,siacoin
768,,,,,,,,,,,,,,,,,2016/06/18,null,,siacoin,siacoin
769,,,,,,,,,,,,,,,,,2016/06/19,null,,siacoin,siacoin
770,,,,,,,,,,,,,,,,,2016/06/20,null,,siacoin,siacoin
771,,,,,,,,,,,,,,,,,2016/06/21,null,,siacoin,siacoin
772,,,,,,,,,,,,,,,,,2016/06/22,null,,siacoin,siacoin
773,,,,,,,,,,,,,,,,,2016/06/23,null,,siacoin,siacoin
774,,,,,,,,,,,,,,,,,2016/06/24,null,,siacoin,siacoin
775,,,,,,,,,,,,,,,,,2016/06/25,null,,siacoin,siacoin
776,,,,,,,,,,,,,,,,,2016/06/26,null,,siacoin,siacoin
777,,,,,,,,,,,,,,,,,2016/06/27,null,,siacoin,siacoin
778,,,,,,,,,,,,,,,,,2016/06/28,null,,siacoin,siacoin
779,,,,,,,,,,,,,,,,,2016/06/29,null,,siacoin,siacoin
780,,,,,,,,,,,,,,,,,2016/06/30,null,,siacoin,siacoin
781,,,,,,,,,,,,,,,,,2016/07/01,null,,siacoin,siacoin
782,,,,,,,,,,,,,,,,,2016/07/02,null,,siacoin,siacoin
783,,,,,,,,,,,,,,,,,2016/07/03,null,,siacoin,siacoin
784,,,,,,,,,,,,,,,,,2016/07/04,null,,siacoin,siacoin
785,,,,,,,,,,,,,,,,,2016/07/05,1,,siacoin,siacoin
786,,,,,,,,,,,,,,,,,2016/07/06,null,,siacoin,siacoin
787,,,,,,,,,,,,,,,,,2016/07/07,null,,siacoin,siacoin
788,,,,,,,,,,,,,,,,,2016/07/08,null,,siacoin,siacoin
789,,,,,,,,,,,,,,,,,2016/07/09,null,,siacoin,siacoin
790,,,,,,,,,,,,,,,,,2016/07/10,null,,siacoin,siacoin
791,,,,,,,,,,,,,,,,,2016/07/11,null,,siacoin,siacoin
792,,,,,,,,,,,,,,,,,2016/07/12,null,,siacoin,siacoin
793,,,,,,,,,,,,,,,,,2016/07/13,null,,siacoin,siacoin
794,,,,,,,,,,,,,,,,,2016/07/14,null,,siacoin,siacoin
795,,,,,,,,,,,,,,,,,2016/07/15,null,,siacoin,siacoin
796,,,,,,,,,,,,,,,,,2016/07/16,null,,siacoin,siacoin
797,,,,,,,,,,,,,,,,,2016/07/17,null,,siacoin,siacoin
798,,,,,,,,,,,,,,,,,2016/07/18,null,,siacoin,siacoin
799,,,,,,,,,,,,,,,,,2016/07/19,27,,siacoin,siacoin
800,,,,,,,,,,,,,,,,,2016/07/20,13,,siacoin,siacoin
801,,,,,,,,,,,,,,,,,2016/07/21,2,,siacoin,siacoin
802,,,,,,,,,,,,,,,,,2016/07/22,16,,siacoin,siacoin
803,,,,,,,,,,,,,,,,,2016/07/23,null,,siacoin,siacoin
804,,,,,,,,,,,,,,,,,2016/07/24,3,,siacoin,siacoin
805,,,,,,,,,,,,,,,,,2016/07/25,2,,siacoin,siacoin
806,,,,,,,,,,,,,,,,,2016/07/26,null,,siacoin,siacoin
807,,,,,,,,,,,,,,,,,2016/07/27,null,,siacoin,siacoin
808,,,,,,,,,,,,,,,,,2016/07/28,null,,siacoin,siacoin
809,,,,,,,,,,,,,,,,,2016/07/29,null,,siacoin,siacoin
810,,,,,,,,,,,,,,,,,2016/07/30,null,,siacoin,siacoin
811,,,,,,,,,,,,,,,,,2016/07/31,3,,siacoin,siacoin
812,,,,,,,,,,,,,,,,,2016/08/01,null,,siacoin,siacoin
813,,,,,,,,,,,,,,,,,2016/08/02,null,,siacoin,siacoin
814,,,,,,,,,,,,,,,,,2016/08/03,null,,siacoin,siacoin
815,,,,,,,,,,,,,,,,,2016/08/04,null,,siacoin,siacoin
816,,,,,,,,,,,,,,,,,2016/08/05,null,,siacoin,siacoin
817,,,,,,,,,,,,,,,,,2016/08/06,null,,siacoin,siacoin
818,,,,,,,,,,,,,,,,,2016/08/07,null,,siacoin,siacoin
819,,,,,,,,,,,,,,,,,2016/08/08,null,,siacoin,siacoin
820,,,,,,,,,,,,,,,,,2016/08/09,null,,siacoin,siacoin
821,,,,,,,,,,,,,,,,,2016/08/10,null,,siacoin,siacoin
822,,,,,,,,,,,,,,,,,2016/08/11,null,,siacoin,siacoin
823,,,,,,,,,,,,,,,,,2016/08/12,null,,siacoin,siacoin
824,,,,,,,,,,,,,,,,,2016/08/13,null,,siacoin,siacoin
825,,,,,,,,,,,,,,,,,2016/08/14,null,,siacoin,siacoin
826,,,,,,,,,,,,,,,,,2016/08/15,null,,siacoin,siacoin
827,,,,,,,,,,,,,,,,,2016/08/16,null,,siacoin,siacoin
828,,,,,,,,,,,,,,,,,2016/08/17,null,,siacoin,siacoin
829,,,,,,,,,,,,,,,,,2016/08/18,null,,siacoin,siacoin
830,,,,,,,,,,,,,,,,,2016/08/19,null,,siacoin,siacoin
831,,,,,,,,,,,,,,,,,2016/08/20,null,,siacoin,siacoin
832,,,,,,,,,,,,,,,,,2016/08/21,null,,siacoin,siacoin
833,,,,,,,,,,,,,,,,,2016/08/22,null,,siacoin,siacoin
834,,,,,,,,,,,,,,,,,2016/08/23,null,,siacoin,siacoin
835,,,,,,,,,,,,,,,,,2016/08/24,null,,siacoin,siacoin
836,,,,,,,,,,,,,,,,,2016/08/25,null,,siacoin,siacoin
837,,,,,,,,,,,,,,,,,2016/08/26,1,,siacoin,siacoin
838,,,,,,,,,,,,,,,,,2016/08/27,null,,siacoin,siacoin
839,,,,,,,,,,,,,,,,,2016/08/28,null,,siacoin,siacoin
840,,,,,,,,,,,,,,,,,2016/08/29,null,,siacoin,siacoin
841,,,,,,,,,,,,,,,,,2016/08/30,1,,siacoin,siacoin
842,,,,,,,,,,,,,,,,,2016/08/31,null,,siacoin,siacoin
843,,,,,,,,,,,,,,,,,2016/09/01,3,,siacoin,siacoin
844,,,,,,,,,,,,,,,,,2016/09/02,null,,siacoin,siacoin
845,,,,,,,,,,,,,,,,,2016/09/03,null,,siacoin,siacoin
846,,,,,,,,,,,,,,,,,2016/09/04,null,,siacoin,siacoin
847,,,,,,,,,,,,,,,,,2016/09/05,null,,siacoin,siacoin
848,,,,,,,,,,,,,,,,,2016/09/06,6,,siacoin,siacoin
849,,,,,,,,,,,,,,,,,2016/09/07,null,,siacoin,siacoin
850,,,,,,,,,,,,,,,,,2016/09/08,null,,siacoin,siacoin
851,,,,,,,,,,,,,,,,,2016/09/09,null,,siacoin,siacoin
852,,,,,,,,,,,,,,,,,2016/09/10,null,,siacoin,siacoin
853,,,,,,,,,,,,,,,,,2016/09/11,null,,siacoin,siacoin
854,,,,,,,,,,,,,,,,,2016/09/12,null,,siacoin,siacoin
855,,,,,,,,,,,,,,,,,2016/09/13,null,,siacoin,siacoin
856,,,,,,,,,,,,,,,,,2016/09/14,null,,siacoin,siacoin
857,,,,,,,,,,,,,,,,,2016/09/15,null,,siacoin,siacoin
858,,,,,,,,,,,,,,,,,2016/09/16,null,,siacoin,siacoin
859,,,,,,,,,,,,,,,,,2016/09/17,null,,siacoin,siacoin
860,,,,,,,,,,,,,,,,,2016/09/18,null,,siacoin,siacoin
861,,,,,,,,,,,,,,,,,2016/09/19,null,,siacoin,siacoin
862,,,,,,,,,,,,,,,,,2016/09/20,null,,siacoin,siacoin
863,,,,,,,,,,,,,,,,,2016/09/21,null,,siacoin,siacoin
864,,,,,,,,,,,,,,,,,2016/09/22,null,,siacoin,siacoin
865,,,,,,,,,,,,,,,,,2016/09/23,null,,siacoin,siacoin
866,,,,,,,,,,,,,,,,,2016/09/24,null,,siacoin,siacoin
867,,,,,,,,,,,,,,,,,2016/09/25,null,,siacoin,siacoin
868,,,,,,,,,,,,,,,,,2016/09/26,null,,siacoin,siacoin
869,,,,,,,,,,,,,,,,,2016/09/27,null,,siacoin,siacoin
870,,,,,,,,,,,,,,,,,2016/09/28,null,,siacoin,siacoin
871,,,,,,,,,,,,,,,,,2016/09/29,null,,siacoin,siacoin
872,,,,,,,,,,,,,,,,,2016/09/30,null,,siacoin,siacoin
873,,,,,,,,,,,,,,,,,2016/10/01,null,,siacoin,siacoin
874,,,,,,,,,,,,,,,,,2016/10/02,null,,siacoin,siacoin
875,,,,,,,,,,,,,,,,,2016/10/03,null,,siacoin,siacoin
876,,,,,,,,,,,,,,,,,2016/10/04,null,,siacoin,siacoin
877,,,,,,,,,,,,,,,,,2016/10/05,null,,siacoin,siacoin
878,,,,,,,,,,,,,,,,,2016/10/06,null,,siacoin,siacoin
879,,,,,,,,,,,,,,,,,2016/10/07,null,,siacoin,siacoin
880,,,,,,,,,,,,,,,,,2016/10/08,null,,siacoin,siacoin
881,,,,,,,,,,,,,,,,,2016/10/09,null,,siacoin,siacoin
882,,,,,,,,,,,,,,,,,2016/10/10,null,,siacoin,siacoin
883,,,,,,,,,,,,,,,,,2016/10/11,null,,siacoin,siacoin
884,,,,,,,,,,,,,,,,,2016/10/12,null,,siacoin,siacoin
885,,,,,,,,,,,,,,,,,2016/10/13,null,,siacoin,siacoin
886,,,,,,,,,,,,,,,,,2016/10/14,null,,siacoin,siacoin
887,,,,,,,,,,,,,,,,,2016/10/15,null,,siacoin,siacoin
888,,,,,,,,,,,,,,,,,2016/10/16,null,,siacoin,siacoin
889,,,,,,,,,,,,,,,,,2016/10/17,null,,siacoin,siacoin
890,,,,,,,,,,,,,,,,,2016/10/18,null,,siacoin,siacoin
891,,,,,,,,,,,,,,,,,2016/10/19,null,,siacoin,siacoin
892,,,,,,,,,,,,,,,,,2016/10/20,null,,siacoin,siacoin
893,,,,,,,,,,,,,,,,,2016/10/21,null,,siacoin,siacoin
894,,,,,,,,,,,,,,,,,2016/10/22,null,,siacoin,siacoin
895,,,,,,,,,,,,,,,,,2016/10/23,null,,siacoin,siacoin
896,,,,,,,,,,,,,,,,,2016/10/24,null,,siacoin,siacoin
897,,,,,,,,,,,,,,,,,2016/10/25,null,,siacoin,siacoin
898,,,,,,,,,,,,,,,,,2016/10/26,null,,siacoin,siacoin
899,,,,,,,,,,,,,,,,,2016/10/27,null,,siacoin,siacoin
900,,,,,,,,,,,,,,,,,2016/10/28,null,,siacoin,siacoin
901,,,,,,,,,,,,,,,,,2016/10/29,null,,siacoin,siacoin
902,,,,,,,,,,,,,,,,,2016/10/30,null,,siacoin,siacoin
903,,,,,,,,,,,,,,,,,2016/10/31,null,,siacoin,siacoin
904,,,,,,,,,,,,,,,,,2016/11/01,null,,siacoin,siacoin
905,,,,,,,,,,,,,,,,,2016/11/02,null,,siacoin,siacoin
906,,,,,,,,,,,,,,,,,2016/11/03,null,,siacoin,siacoin
907,,,,,,,,,,,,,,,,,2016/11/04,null,,siacoin,siacoin
908,,,,,,,,,,,,,,,,,2016/11/05,null,,siacoin,siacoin
909,,,,,,,,,,,,,,,,,2016/11/06,null,,siacoin,siacoin
910,,,,,,,,,,,,,,,,,2016/11/07,null,,siacoin,siacoin
911,,,,,,,,,,,,,,,,,2016/11/08,null,,siacoin,siacoin
912,,,,,,,,,,,,,,,,,2016/11/09,null,,siacoin,siacoin
913,,,,,,,,,,,,,,,,,2016/11/10,null,,siacoin,siacoin
914,,,,,,,,,,,,,,,,,2016/11/11,null,,siacoin,siacoin
915,,,,,,,,,,,,,,,,,2016/11/12,null,,siacoin,siacoin
916,,,,,,,,,,,,,,,,,2016/11/13,null,,siacoin,siacoin
917,,,,,,,,,,,,,,,,,2016/11/14,null,,siacoin,siacoin
918,,,,,,,,,,,,,,,,,2016/11/15,null,,siacoin,siacoin
919,,,,,,,,,,,,,,,,,2016/11/16,null,,siacoin,siacoin
920,,,,,,,,,,,,,,,,,2016/11/17,null,,siacoin,siacoin
921,,,,,,,,,,,,,,,,,2016/11/18,null,,siacoin,siacoin
922,,,,,,,,,,,,,,,,,2016/11/19,null,,siacoin,siacoin
923,,,,,,,,,,,,,,,,,2016/11/20,null,,siacoin,siacoin
924,,,,,,,,,,,,,,,,,2016/11/21,null,,siacoin,siacoin
925,,,,,,,,,,,,,,,,,2016/11/22,null,,siacoin,siacoin
926,,,,,,,,,,,,,,,,,2016/11/23,null,,siacoin,siacoin
927,,,,,,,,,,,,,,,,,2016/11/24,null,,siacoin,siacoin
928,,,,,,,,,,,,,,,,,2016/11/25,null,,siacoin,siacoin
929,,,,,,,,,,,,,,,,,2016/11/26,null,,siacoin,siacoin
930,,,,,,,,,,,,,,,,,2016/11/27,null,,siacoin,siacoin
931,,,,,,,,,,,,,,,,,2016/11/28,null,,siacoin,siacoin
932,,,,,,,,,,,,,,,,,2016/11/29,null,,siacoin,siacoin
933,,,,,,,,,,,,,,,,,2016/11/30,null,,siacoin,siacoin
934,,,,,,,,,,,,,,,,,2016/12/01,null,,siacoin,siacoin
935,,,,,,,,,,,,,,,,,2016/12/02,null,,siacoin,siacoin
936,,,,,,,,,,,,,,,,,2016/12/03,null,,siacoin,siacoin
937,,,,,,,,,,,,,,,,,2016/12/04,null,,siacoin,siacoin
938,,,,,,,,,,,,,,,,,2016/12/05,null,,siacoin,siacoin
939,,,,,,,,,,,,,,,,,2016/12/06,null,,siacoin,siacoin
940,,,,,,,,,,,,,,,,,2016/12/07,null,,siacoin,siacoin
941,,,,,,,,,,,,,,,,,2016/12/08,null,,siacoin,siacoin
942,,,,,,,,,,,,,,,,,2016/12/09,null,,siacoin,siacoin
943,,,,,,,,,,,,,,,,,2016/12/10,null,,siacoin,siacoin
944,,,,,,,,,,,,,,,,,2016/12/11,null,,siacoin,siacoin
945,,,,,,,,,,,,,,,,,2016/12/12,null,,siacoin,siacoin
946,,,,,,,,,,,,,,,,,2016/12/13,null,,siacoin,siacoin
947,,,,,,,,,,,,,,,,,2016/12/14,null,,siacoin,siacoin
948,,,,,,,,,,,,,,,,,2016/12/15,null,,siacoin,siacoin
949,,,,,,,,,,,,,,,,,2016/12/16,null,,siacoin,siacoin
950,,,,,,,,,,,,,,,,,2016/12/17,null,,siacoin,siacoin
951,,,,,,,,,,,,,,,,,2016/12/18,null,,siacoin,siacoin
952,,,,,,,,,,,,,,,,,2016/12/19,null,,siacoin,siacoin
953,,,,,,,,,,,,,,,,,2016/12/20,null,,siacoin,siacoin
954,,,,,,,,,,,,,,,,,2016/12/21,null,,siacoin,siacoin
955,,,,,,,,,,,,,,,,,2016/12/22,null,,siacoin,siacoin
956,,,,,,,,,,,,,,,,,2016/12/23,null,,siacoin,siacoin
957,,,,,,,,,,,,,,,,,2016/12/24,null,,siacoin,siacoin
958,,,,,,,,,,,,,,,,,2016/12/25,null,,siacoin,siacoin
959,,,,,,,,,,,,,,,,,2016/12/26,null,,siacoin,siacoin
960,,,,,,,,,,,,,,,,,2016/12/27,null,,siacoin,siacoin
961,,,,,,,,,,,,,,,,,2016/12/28,null,,siacoin,siacoin
962,,,,,,,,,,,,,,,,,2016/12/29,null,,siacoin,siacoin
963,,,,,,,,,,,,,,,,,2016/12/30,null,,siacoin,siacoin
964,,,,,,,,,,,,,,,,,2016/12/31,null,,siacoin,siacoin
965,,,,,,,,,,,,,,,,,2017/01/01,null,,siacoin,siacoin
966,,,,,,,,,,,,,,,,,2017/01/02,null,,siacoin,siacoin
967,,,,,,,,,,,,,,,,,2017/01/03,null,,siacoin,siacoin
968,,,,,,,,,,,,,,,,,2017/01/04,null,,siacoin,siacoin
969,,,,,,,,,,,,,,,,,2017/01/05,null,,siacoin,siacoin
970,,,,,,,,,,,,,,,,,2017/01/06,null,,siacoin,siacoin
971,,,,,,,,,,,,,,,,,2017/01/07,null,,siacoin,siacoin
972,,,,,,,,,,,,,,,,,2017/01/08,null,,siacoin,siacoin
973,,,,,,,,,,,,,,,,,2017/01/09,null,,siacoin,siacoin
974,,,,,,,,,,,,,,,,,2017/01/10,null,,siacoin,siacoin
975,,,,,,,,,,,,,,,,,2017/01/11,null,,siacoin,siacoin
976,,,,,,,,,,,,,,,,,2017/01/12,null,,siacoin,siacoin
977,,,,,,,,,,,,,,,,,2017/01/13,null,,siacoin,siacoin
978,,,,,,,,,,,,,,,,,2017/01/14,null,,siacoin,siacoin
979,,,,,,,,,,,,,,,,,2017/01/15,null,,siacoin,siacoin
980,,,,,,,,,,,,,,,,,2017/01/16,null,,siacoin,siacoin
981,,,,,,,,,,,,,,,,,2017/01/17,null,,siacoin,siacoin
982,,,,,,,,,,,,,,,,,2017/01/18,null,,siacoin,siacoin
983,,,,,,,,,,,,,,,,,2017/01/19,null,,siacoin,siacoin
984,,,,,,,,,,,,,,,,,2017/01/20,null,,siacoin,siacoin
985,,,,,,,,,,,,,,,,,2017/01/21,null,,siacoin,siacoin
986,,,,,,,,,,,,,,,,,2017/01/22,null,,siacoin,siacoin
987,,,,,,,,,,,,,,,,,2017/01/23,null,,siacoin,siacoin
988,,,,,,,,,,,,,,,,,2017/01/24,null,,siacoin,siacoin
989,,,,,,,,,,,,,,,,,2017/01/25,null,,siacoin,siacoin
990,,,,,,,,,,,,,,,,,2017/01/26,null,,siacoin,siacoin
991,,,,,,,,,,,,,,,,,2017/01/27,null,,siacoin,siacoin
992,,,,,,,,,,,,,,,,,2017/01/28,null,,siacoin,siacoin
993,,,,,,,,,,,,,,,,,2017/01/29,null,,siacoin,siacoin
994,,,,,,,,,,,,,,,,,2017/01/30,null,,siacoin,siacoin
995,,,,,,,,,,,,,,,,,2017/01/31,null,,siacoin,siacoin
996,,,,,,,,,,,,,,,,,2017/02/01,null,,siacoin,siacoin
997,,,,,,,,,,,,,,,,,2017/02/02,null,,siacoin,siacoin
998,,,,,,,,,,,,,,,,,2017/02/03,null,,siacoin,siacoin
999,,,,,,,,,,,,,,,,,2017/02/04,null,,siacoin,siacoin
1000,,,,,,,,,,,,,,,,,2017/02/05,null,,siacoin,siacoin
1001,,,,,,,,,,,,,,,,,2017/02/06,null,,siacoin,siacoin
1002,,,,,,,,,,,,,,,,,2017/02/07,null,,siacoin,siacoin
1003,,,,,,,,,,,,,,,,,2017/02/08,null,,siacoin,siacoin
1004,,,,,,,,,,,,,,,,,2017/02/09,null,,siacoin,siacoin
1005,,,,,,,,,,,,,,,,,2017/02/10,null,,siacoin,siacoin
1006,,,,,,,,,,,,,,,,,2017/02/11,null,,siacoin,siacoin
1007,,,,,,,,,,,,,,,,,2017/02/12,null,,siacoin,siacoin
1008,,,,,,,,,,,,,,,,,2017/02/13,null,,siacoin,siacoin
1009,,,,,,,,,,,,,,,,,2017/02/14,null,,siacoin,siacoin
1010,,,,,,,,,,,,,,,,,2017/02/15,null,,siacoin,siacoin
1011,,,,,,,,,,,,,,,,,2017/02/16,null,,siacoin,siacoin
1012,,,,,,,,,,,,,,,,,2017/02/17,null,,siacoin,siacoin
1013,,,,,,,,,,,,,,,,,2017/02/18,null,,siacoin,siacoin
1014,,,,,,,,,,,,,,,,,2017/02/19,null,,siacoin,siacoin
1015,,,,,,,,,,,,,,,,,2017/02/20,null,,siacoin,siacoin
1016,,,,,,,,,,,,,,,,,2017/02/21,null,,siacoin,siacoin
1017,,,,,,,,,,,,,,,,,2017/02/22,null,,siacoin,siacoin
1018,,,,,,,,,,,,,,,,,2017/02/23,null,,siacoin,siacoin
1019,,,,,,,,,,,,,,,,,2017/02/24,null,,siacoin,siacoin
1020,,,,,,,,,,,,,,,,,2017/02/25,null,,siacoin,siacoin
1021,,,,,,,,,,,,,,,,,2017/02/26,null,,siacoin,siacoin
1022,,,,,,,,,,,,,,,,,2017/02/27,null,,siacoin,siacoin
1023,,,,,,,,,,,,,,,,,2017/02/28,null,,siacoin,siacoin
1024,,,,,,,,,,,,,,,,,2017/03/01,null,,siacoin,siacoin
1025,,,,,,,,,,,,,,,,,2017/03/02,null,,siacoin,siacoin
1026,,,,,,,,,,,,,,,,,2017/03/03,null,,siacoin,siacoin
1027,,,,,,,,,,,,,,,,,2017/03/04,null,,siacoin,siacoin
1028,,,,,,,,,,,,,,,,,2017/03/05,null,,siacoin,siacoin
1029,,,,,,,,,,,,,,,,,2017/03/06,null,,siacoin,siacoin
1030,,,,,,,,,,,,,,,,,2017/03/07,null,,siacoin,siacoin
1031,,,,,,,,,,,,,,,,,2017/03/08,null,,siacoin,siacoin
1032,,,,,,,,,,,,,,,,,2017/03/09,null,,siacoin,siacoin
1033,,,,,,,,,,,,,,,,,2017/03/10,null,,siacoin,siacoin
1034,,,,,,,,,,,,,,,,,2017/03/11,null,,siacoin,siacoin
1035,,,,,,,,,,,,,,,,,2017/03/12,null,,siacoin,siacoin
1036,,,,,,,,,,,,,,,,,2017/03/13,null,,siacoin,siacoin
1037,,,,,,,,,,,,,,,,,2017/03/14,null,,siacoin,siacoin
1038,,,,,,,,,,,,,,,,,2017/03/15,null,,siacoin,siacoin
1039,,,,,,,,,,,,,,,,,2017/03/16,null,,siacoin,siacoin
1040,,,,,,,,,,,,,,,,,2017/03/17,null,,siacoin,siacoin
1041,,,,,,,,,,,,,,,,,2017/03/18,null,,siacoin,siacoin
1042,,,,,,,,,,,,,,,,,2017/03/19,null,,siacoin,siacoin
1043,,,,,,,,,,,,,,,,,2017/03/20,null,,siacoin,siacoin
1044,,,,,,,,,,,,,,,,,2017/03/21,null,,siacoin,siacoin
1045,,,,,,,,,,,,,,,,,2017/03/22,null,,siacoin,siacoin
1046,,,,,,,,,,,,,,,,,2017/03/23,null,,siacoin,siacoin
1047,,,,,,,,,,,,,,,,,2017/03/24,null,,siacoin,siacoin
1048,,,,,,,,,,,,,,,,,2017/03/25,null,,siacoin,siacoin
1049,,,,,,,,,,,,,,,,,2017/03/26,null,,siacoin,siacoin
1050,,,,,,,,,,,,,,,,,2017/03/27,null,,siacoin,siacoin
1051,,,,,,,,,,,,,,,,,2017/03/28,null,,siacoin,siacoin
1052,,,,,,,,,,,,,,,,,2017/03/29,null,,siacoin,siacoin
1053,,,,,,,,,,,,,,,,,2017/03/30,null,,siacoin,siacoin
1054,,,,,,,,,,,,,,,,,2017/03/31,null,,siacoin,siacoin
1055,,,,,,,,,,,,,,,,,2017/04/01,null,,siacoin,siacoin
1056,,,,,,,,,,,,,,,,,2017/04/02,null,,siacoin,siacoin
1057,,,,,,,,,,,,,,,,,2017/04/03,null,,siacoin,siacoin
1058,,,,,,,,,,,,,,,,,2017/04/04,null,,siacoin,siacoin
1059,,,,,,,,,,,,,,,,,2017/04/05,null,,siacoin,siacoin
1060,,,,,,,,,,,,,,,,,2017/04/06,null,,siacoin,siacoin
1061,,,,,,,,,,,,,,,,,2017/04/07,null,,siacoin,siacoin
1062,,,,,,,,,,,,,,,,,2017/04/08,null,,siacoin,siacoin
1063,,,,,,,,,,,,,,,,,2017/04/09,null,,siacoin,siacoin
1064,,,,,,,,,,,,,,,,,2017/04/10,null,,siacoin,siacoin
1065,,,,,,,,,,,,,,,,,2017/04/11,null,,siacoin,siacoin
1066,,,,,,,,,,,,,,,,,2017/04/12,null,,siacoin,siacoin
1067,,,,,,,,,,,,,,,,,2017/04/13,null,,siacoin,siacoin
1068,,,,,,,,,,,,,,,,,2017/04/14,null,,siacoin,siacoin
1069,,,,,,,,,,,,,,,,,2017/04/15,null,,siacoin,siacoin
