,block_size,active_addresses,transactions,sent_addresses,fee_reward,difficulty,hashrate,send_usd,mining_profitability,median_transaction_size,confirmation_time,av_transaction_value,av_transaction_size,median_transaction_value,google_trends,top_100_percent,date,tweets,market_cap,full_name,coin
342,,,,,,,,,,,,,,,,,2015/04/19,null,,siacoin,siacoin
343,,,,,,,,,,,,,,,,,2015/04/20,null,,siacoin,siacoin
344,,,,,,,,,,,,,,,,,2015/04/21,null,,siacoin,siacoin
345,,,,,,,,,,,,,,,,,2015/04/22,null,,siacoin,siacoin
346,,,,,,,,,,,,,,,,,2015/04/23,null,,siacoin,siacoin
347,,,,,,,,,,,,,,,,,2015/04/24,null,,siacoin,siacoin
348,,,,,,,,,,,,,,,,,2015/04/25,null,,siacoin,siacoin
349,,,,,,,,,,,,,,,,,2015/04/26,null,,siacoin,siacoin
350,,,,,,,,,,,,,,,,,2015/04/27,null,,siacoin,siacoin
351,,,,,,,,,,,,,,,,,2015/04/28,null,,siacoin,siacoin
352,,,,,,,,,,,,,,,,,2015/04/29,null,,siacoin,siacoin
353,,,,,,,,,,,,,,,,,2015/04/30,null,,siacoin,siacoin
354,,,,,,,,,,,,,,,,,2015/05/01,null,,siacoin,siacoin
355,,,,,,,,,,,,,,,,,2015/05/02,null,,siacoin,siacoin
356,,,,,,,,,,,,,,,,,2015/05/03,null,,siacoin,siacoin
357,,,,,,,,,,,,,,,,,2015/05/04,null,,siacoin,siacoin
358,,,,,,,,,,,,,,,,,2015/05/05,null,,siacoin,siacoin
359,,,,,,,,,,,,,,,,,2015/05/06,null,,siacoin,siacoin
360,,,,,,,,,,,,,,,,,2015/05/07,null,,siacoin,siacoin
361,,,,,,,,,,,,,,,,,2015/05/08,null,,siacoin,siacoin
362,,,,,,,,,,,,,,,,,2015/05/09,null,,siacoin,siacoin
363,,,,,,,,,,,,,,,,,2015/05/10,2,,siacoin,siacoin
364,,,,,,,,,,,,,,,,,2015/05/11,3,,siacoin,siacoin
365,,,,,,,,,,,,,,,,,2015/05/12,1,,siacoin,siacoin
366,,,,,,,,,,,,,,,,,2015/05/13,null,,siacoin,siacoin
367,,,,,,,,,,,,,,,,,2015/05/14,null,,siacoin,siacoin
368,,,,,,,,,,,,,,,,,2015/05/15,null,,siacoin,siacoin
369,,,,,,,,,,,,,,,,,2015/05/16,null,,siacoin,siacoin
370,,,,,,,,,,,,,,,,,2015/05/17,1,,siacoin,siacoin
371,,,,,,,,,,,,,,,,,2015/05/18,null,,siacoin,siacoin
372,,,,,,,,,,,,,,,,,2015/05/19,null,,siacoin,siacoin
373,,,,,,,,,,,,,,,,,2015/05/20,1,,siacoin,siacoin
374,,,,,,,,,,,,,,,,,2015/05/21,null,,siacoin,siacoin
375,,,,,,,,,,,,,,,,,2015/05/22,null,,siacoin,siacoin
376,,,,,,,,,,,,,,,,,2015/05/23,null,,siacoin,siacoin
377,,,,,,,,,,,,,,,,,2015/05/24,null,,siacoin,siacoin
378,,,,,,,,,,,,,,,,,2015/05/25,1,,siacoin,siacoin
379,,,,,,,,,,,,,,,,,2015/05/26,null,,siacoin,siacoin
380,,,,,,,,,,,,,,,,,2015/05/27,null,,siacoin,siacoin
381,,,,,,,,,,,,,,,,,2015/05/28,null,,siacoin,siacoin
382,,,,,,,,,,,,,,,,,2015/05/29,1,,siacoin,siacoin
383,,,,,,,,,,,,,,,,,2015/05/30,null,,siacoin,siacoin
384,,,,,,,,,,,,,,,,,2015/05/31,null,,siacoin,siacoin
385,,,,,,,,,,,,,,,,,2015/06/01,null,,siacoin,siacoin
386,,,,,,,,,,,,,,,,,2015/06/02,2,,siacoin,siacoin
387,,,,,,,,,,,,,,,,,2015/06/03,null,,siacoin,siacoin
388,,,,,,,,,,,,,,,,,2015/06/04,1,,siacoin,siacoin
389,,,,,,,,,,,,,,,,,2015/06/05,1,,siacoin,siacoin
390,,,,,,,,,,,,,,,,,2015/06/06,1,,siacoin,siacoin
391,,,,,,,,,,,,,,,,,2015/06/07,null,,siacoin,siacoin
392,,,,,,,,,,,,,,,,,2015/06/08,null,,siacoin,siacoin
393,,,,,,,,,,,,,,,,,2015/06/09,1,,siacoin,siacoin
394,,,,,,,,,,,,,,,,,2015/06/10,null,,siacoin,siacoin
395,,,,,,,,,,,,,,,,,2015/06/11,1,,siacoin,siacoin
396,,,,,,,,,,,,,,,,,2015/06/12,null,,siacoin,siacoin
397,,,,,,,,,,,,,,,,,2015/06/13,1,,siacoin,siacoin
398,,,,,,,,,,,,,,,,,2015/06/14,null,,siacoin,siacoin
399,,,,,,,,,,,,,,,,,2015/06/15,null,,siacoin,siacoin
400,,,,,,,,,,,,,,,,,2015/06/16,2,,siacoin,siacoin
401,,,,,,,,,,,,,,,,,2015/06/17,null,,siacoin,siacoin
402,,,,,,,,,,,,,,,,,2015/06/18,1,,siacoin,siacoin
403,,,,,,,,,,,,,,,,,2015/06/19,null,,siacoin,siacoin
404,,,,,,,,,,,,,,,,,2015/06/20,null,,siacoin,siacoin
405,,,,,,,,,,,,,,,,,2015/06/21,1,,siacoin,siacoin
406,,,,,,,,,,,,,,,,,2015/06/22,null,,siacoin,siacoin
407,,,,,,,,,,,,,,,,,2015/06/23,null,,siacoin,siacoin
408,,,,,,,,,,,,,,,,,2015/06/24,null,,siacoin,siacoin
409,,,,,,,,,,,,,,,,,2015/06/25,null,,siacoin,siacoin
410,,,,,,,,,,,,,,,,,2015/06/26,2,,siacoin,siacoin
411,,,,,,,,,,,,,,,,,2015/06/27,null,,siacoin,siacoin
412,,,,,,,,,,,,,,,,,2015/06/28,null,,siacoin,siacoin
413,,,,,,,,,,,,,,,,,2015/06/29,1,,siacoin,siacoin
414,,,,,,,,,,,,,,,,,2015/06/30,null,,siacoin,siacoin
415,,,,,,,,,,,,,,,,,2015/07/01,1,,siacoin,siacoin
416,,,,,,,,,,,,,,,,,2015/07/02,1,,siacoin,siacoin
417,,,,,,,,,,,,,,,,,2015/07/03,null,,siacoin,siacoin
418,,,,,,,,,,,,,,,,,2015/07/04,1,,siacoin,siacoin
419,,,,,,,,,,,,,,,,,2015/07/05,null,,siacoin,siacoin
420,,,,,,,,,,,,,,,,,2015/07/06,1,,siacoin,siacoin
421,,,,,,,,,,,,,,,,,2015/07/07,null,,siacoin,siacoin
422,,,,,,,,,,,,,,,,,2015/07/08,null,,siacoin,siacoin
423,,,,,,,,,,,,,,,,,2015/07/09,null,,siacoin,siacoin
424,,,,,,,,,,,,,,,,,2015/07/10,null,,siacoin,siacoin
425,,,,,,,,,,,,,,,,,2015/07/11,null,,siacoin,siacoin
426,,,,,,,,,,,,,,,,,2015/07/12,null,,siacoin,siacoin
427,,,,,,,,,,,,,,,,,2015/07/13,null,,siacoin,siacoin
428,,,,,,,,,,,,,,,,,2015/07/14,null,,siacoin,siacoin
429,,,,,,,,,,,,,,,,,2015/07/15,null,,siacoin,siacoin
430,,,,,,,,,,,,,,,,,2015/07/16,null,,siacoin,siacoin
431,,,,,,,,,,,,,,,,,2015/07/17,null,,siacoin,siacoin
432,,,,,,,,,,,,,,,,,2015/07/18,null,,siacoin,siacoin
433,,,,,,,,,,,,,,,,,2015/07/19,null,,siacoin,siacoin
434,,,,,,,,,,,,,,,,,2015/07/20,1,,siacoin,siacoin
435,,,,,,,,,,,,,,,,,2015/07/21,null,,siacoin,siacoin
436,,,,,,,,,,,,,,,,,2015/07/22,null,,siacoin,siacoin
437,,,,,,,,,,,,,,,,,2015/07/23,1,,siacoin,siacoin
438,,,,,,,,,,,,,,,,,2015/07/24,null,,siacoin,siacoin
439,,,,,,,,,,,,,,,,,2015/07/25,null,,siacoin,siacoin
440,,,,,,,,,,,,,,,,,2015/07/26,null,,siacoin,siacoin
441,,,,,,,,,,,,,,,,,2015/07/27,1,,siacoin,siacoin
442,,,,,,,,,,,,,,,,,2015/07/28,null,,siacoin,siacoin
443,,,,,,,,,,,,,,,,,2015/07/29,null,,siacoin,siacoin
444,,,,,,,,,,,,,,,,,2015/07/30,null,,siacoin,siacoin
445,,,,,,,,,,,,,,,,,2015/07/31,null,,siacoin,siacoin
446,,,,,,,,,,,,,,,,,2015/08/01,null,,siacoin,siacoin
447,,,,,,,,,,,,,,,,,2015/08/02,1,,siacoin,siacoin
448,,,,,,,,,,,,,,,,,2015/08/03,null,,siacoin,siacoin
449,,,,,,,,,,,,,,,,,2015/08/04,null,,siacoin,siacoin
450,,,,,,,,,,,,,,,,,2015/08/05,1,,siacoin,siacoin
451,,,,,,,,,,,,,,,,,2015/08/06,null,,siacoin,siacoin
452,,,,,,,,,,,,,,,,,2015/08/07,null,,siacoin,siacoin
453,,,,,,,,,,,,,,,,,2015/08/08,1,,siacoin,siacoin
454,,,,,,,,,,,,,,,,,2015/08/09,null,,siacoin,siacoin
455,,,,,,,,,,,,,,,,,2015/08/10,1,,siacoin,siacoin
456,,,,,,,,,,,,,,,,,2015/08/11,1,,siacoin,siacoin
457,,,,,,,,,,,,,,,,,2015/08/12,null,,siacoin,siacoin
458,,,,,,,,,,,,,,,,,2015/08/13,1,,siacoin,siacoin
459,,,,,,,,,,,,,,,,,2015/08/14,null,,siacoin,siacoin
460,,,,,,,,,,,,,,,,,2015/08/15,null,,siacoin,siacoin
461,,,,,,,,,,,,,,,,,2015/08/16,1,,siacoin,siacoin
462,,,,,,,,,,,,,,,,,2015/08/17,1,,siacoin,siacoin
463,,,,,,,,,,,,,,,,,2015/08/18,null,,siacoin,siacoin
464,,,,,,,,,,,,,,,,,2015/08/19,null,,siacoin,siacoin
465,,,,,,,,,,,,,,,,,2015/08/20,null,,siacoin,siacoin
466,,,,,,,,,,,,,,,,,2015/08/21,null,,siacoin,siacoin
467,,,,,,,,,,,,,,,,,2015/08/22,null,,siacoin,siacoin
468,,,,,,,,,,,,,,,,,2015/08/23,1,,siacoin,siacoin
469,,,,,,,,,,,,,,,,,2015/08/24,1,,siacoin,siacoin
470,,,,,,,,,,,,,,,,,2015/08/25,null,,siacoin,siacoin
471,,,,,,,,,,,,,,,,,2015/08/26,null,,siacoin,siacoin
472,,,,,,,,,,,,,,,,,2015/08/27,null,,siacoin,siacoin
473,,,,,,,,,,,,,,,,,2015/08/28,1,,siacoin,siacoin
474,,,,,,,,,,,,,,,,,2015/08/29,null,,siacoin,siacoin
475,,,,,,,,,,,,,,,,,2015/08/30,1,,siacoin,siacoin
476,,,,,,,,,,,,,,,,,2015/08/31,2,,siacoin,siacoin
477,,,,,,,,,,,,,,,,,2015/09/01,1,,siacoin,siacoin
478,,,,,,,,,,,,,,,,,2015/09/02,null,,siacoin,siacoin
479,,,,,,,,,,,,,,,,,2015/09/03,1,,siacoin,siacoin
480,,,,,,,,,,,,,,,,,2015/09/04,null,,siacoin,siacoin
481,,,,,,,,,,,,,,,,,2015/09/05,null,,siacoin,siacoin
482,,,,,,,,,,,,,,,,,2015/09/06,null,,siacoin,siacoin
483,,,,,,,,,,,,,,,,,2015/09/07,null,,siacoin,siacoin
484,,,,,,,,,,,,,,,,,2015/09/08,null,,siacoin,siacoin
485,,,,,,,,,,,,,,,,,2015/09/09,null,,siacoin,siacoin
486,,,,,,,,,,,,,,,,,2015/09/10,1,,siacoin,siacoin
487,,,,,,,,,,,,,,,,,2015/09/11,null,,siacoin,siacoin
488,,,,,,,,,,,,,,,,,2015/09/12,null,,siacoin,siacoin
489,,,,,,,,,,,,,,,,,2015/09/13,null,,siacoin,siacoin
490,,,,,,,,,,,,,,,,,2015/09/14,2,,siacoin,siacoin
491,,,,,,,,,,,,,,,,,2015/09/15,null,,siacoin,siacoin
492,,,,,,,,,,,,,,,,,2015/09/16,null,,siacoin,siacoin
493,,,,,,,,,,,,,,,,,2015/09/17,null,,siacoin,siacoin
494,,,,,,,,,,,,,,,,,2015/09/18,null,,siacoin,siacoin
495,,,,,,,,,,,,,,,,,2015/09/19,null,,siacoin,siacoin
496,,,,,,,,,,,,,,,,,2015/09/20,null,,siacoin,siacoin
497,,,,,,,,,,,,,,,,,2015/09/21,null,,siacoin,siacoin
498,,,,,,,,,,,,,,,,,2015/09/22,null,,siacoin,siacoin
499,,,,,,,,,,,,,,,,,2015/09/23,1,,siacoin,siacoin
500,,,,,,,,,,,,,,,,,2015/09/24,1,,siacoin,siacoin
501,,,,,,,,,,,,,,,,,2015/09/25,null,,siacoin,siacoin
502,,,,,,,,,,,,,,,,,2015/09/26,null,,siacoin,siacoin
503,,,,,,,,,,,,,,,,,2015/09/27,1,,siacoin,siacoin
504,,,,,,,,,,,,,,,,,2015/09/28,1,,siacoin,siacoin
505,,,,,,,,,,,,,,,,,2015/09/29,1,,siacoin,siacoin
506,,,,,,,,,,,,,,,,,2015/09/30,null,,siacoin,siacoin
507,,,,,,,,,,,,,,,,,2015/10/01,null,,siacoin,siacoin
508,,,,,,,,,,,,,,,,,2015/10/02,2,,siacoin,siacoin
509,,,,,,,,,,,,,,,,,2015/10/03,1,,siacoin,siacoin
510,,,,,,,,,,,,,,,,,2015/10/04,null,,siacoin,siacoin
511,,,,,,,,,,,,,,,,,2015/10/05,null,,siacoin,siacoin
512,,,,,,,,,,,,,,,,,2015/10/06,null,,siacoin,siacoin
513,,,,,,,,,,,,,,,,,2015/10/07,null,,siacoin,siacoin
514,,,,,,,,,,,,,,,,,2015/10/08,null,,siacoin,siacoin
515,,,,,,,,,,,,,,,,,2015/10/09,null,,siacoin,siacoin
516,,,,,,,,,,,,,,,,,2015/10/10,null,,siacoin,siacoin
517,,,,,,,,,,,,,,,,,2015/10/11,null,,siacoin,siacoin
518,,,,,,,,,,,,,,,,,2015/10/12,1,,siacoin,siacoin
519,,,,,,,,,,,,,,,,,2015/10/13,null,,siacoin,siacoin
520,,,,,,,,,,,,,,,,,2015/10/14,null,,siacoin,siacoin
521,,,,,,,,,,,,,,,,,2015/10/15,2,,siacoin,siacoin
522,,,,,,,,,,,,,,,,,2015/10/16,null,,siacoin,siacoin
523,,,,,,,,,,,,,,,,,2015/10/17,null,,siacoin,siacoin
524,,,,,,,,,,,,,,,,,2015/10/18,1,,siacoin,siacoin
525,,,,,,,,,,,,,,,,,2015/10/19,null,,siacoin,siacoin
526,,,,,,,,,,,,,,,,,2015/10/20,null,,siacoin,siacoin
527,,,,,,,,,,,,,,,,,2015/10/21,null,,siacoin,siacoin
528,,,,,,,,,,,,,,,,,2015/10/22,1,,siacoin,siacoin
529,,,,,,,,,,,,,,,,,2015/10/23,2,,siacoin,siacoin
530,,,,,,,,,,,,,,,,,2015/10/24,1,,siacoin,siacoin
531,,,,,,,,,,,,,,,,,2015/10/25,2,,siacoin,siacoin
532,,,,,,,,,,,,,,,,,2015/10/26,null,,siacoin,siacoin
533,,,,,,,,,,,,,,,,,2015/10/27,null,,siacoin,siacoin
534,,,,,,,,,,,,,,,,,2015/10/28,2,,siacoin,siacoin
535,,,,,,,,,,,,,,,,,2015/10/29,null,,siacoin,siacoin
536,,,,,,,,,,,,,,,,,2015/10/30,null,,siacoin,siacoin
537,,,,,,,,,,,,,,,,,2015/10/31,null,,siacoin,siacoin
538,,,,,,,,,,,,,,,,,2015/11/01,2,,siacoin,siacoin
539,,,,,,,,,,,,,,,,,2015/11/02,3,,siacoin,siacoin
540,,,,,,,,,,,,,,,,,2015/11/03,5,,siacoin,siacoin
541,,,,,,,,,,,,,,,,,2015/11/04,null,,siacoin,siacoin
542,,,,,,,,,,,,,,,,,2015/11/05,2,,siacoin,siacoin
543,,,,,,,,,,,,,,,,,2015/11/06,null,,siacoin,siacoin
544,,,,,,,,,,,,,,,,,2015/11/07,null,,siacoin,siacoin
545,,,,,,,,,,,,,,,,,2015/11/08,null,,siacoin,siacoin
546,,,,,,,,,,,,,,,,,2015/11/09,null,,siacoin,siacoin
547,,,,,,,,,,,,,,,,,2015/11/10,null,,siacoin,siacoin
548,,,,,,,,,,,,,,,,,2015/11/11,null,,siacoin,siacoin
549,,,,,,,,,,,,,,,,,2015/11/12,2,,siacoin,siacoin
550,,,,,,,,,,,,,,,,,2015/11/13,null,,siacoin,siacoin
551,,,,,,,,,,,,,,,,,2015/11/14,null,,siacoin,siacoin
552,,,,,,,,,,,,,,,,,2015/11/15,4,,siacoin,siacoin
553,,,,,,,,,,,,,,,,,2015/11/16,null,,siacoin,siacoin
554,,,,,,,,,,,,,,,,,2015/11/17,2,,siacoin,siacoin
555,,,,,,,,,,,,,,,,,2015/11/18,null,,siacoin,siacoin
556,,,,,,,,,,,,,,,,,2015/11/19,2,,siacoin,siacoin
557,,,,,,,,,,,,,,,,,2015/11/20,null,,siacoin,siacoin
558,,,,,,,,,,,,,,,,,2015/11/21,null,,siacoin,siacoin
559,,,,,,,,,,,,,,,,,2015/11/22,null,,siacoin,siacoin
560,,,,,,,,,,,,,,,,,2015/11/23,null,,siacoin,siacoin
561,,,,,,,,,,,,,,,,,2015/11/24,2,,siacoin,siacoin
562,,,,,,,,,,,,,,,,,2015/11/25,null,,siacoin,siacoin
563,,,,,,,,,,,,,,,,,2015/11/26,null,,siacoin,siacoin
564,,,,,,,,,,,,,,,,,2015/11/27,4,,siacoin,siacoin
565,,,,,,,,,,,,,,,,,2015/11/28,1,,siacoin,siacoin
566,,,,,,,,,,,,,,,,,2015/11/29,null,,siacoin,siacoin
567,,,,,,,,,,,,,,,,,2015/11/30,null,,siacoin,siacoin
568,,,,,,,,,,,,,,,,,2015/12/01,2,,siacoin,siacoin
569,,,,,,,,,,,,,,,,,2015/12/02,null,,siacoin,siacoin
570,,,,,,,,,,,,,,,,,2015/12/03,null,,siacoin,siacoin
571,,,,,,,,,,,,,,,,,2015/12/04,3,,siacoin,siacoin
572,,,,,,,,,,,,,,,,,2015/12/05,2,,siacoin,siacoin
573,,,,,,,,,,,,,,,,,2015/12/06,2,,siacoin,siacoin
574,,,,,,,,,,,,,,,,,2015/12/07,2,,siacoin,siacoin
575,,,,,,,,,,,,,,,,,2015/12/08,2,,siacoin,siacoin
576,,,,,,,,,,,,,,,,,2015/12/09,null,,siacoin,siacoin
577,,,,,,,,,,,,,,,,,2015/12/10,null,,siacoin,siacoin
578,,,,,,,,,,,,,,,,,2015/12/11,null,,siacoin,siacoin
579,,,,,,,,,,,,,,,,,2015/12/12,null,,siacoin,siacoin
580,,,,,,,,,,,,,,,,,2015/12/13,null,,siacoin,siacoin
581,,,,,,,,,,,,,,,,,2015/12/14,null,,siacoin,siacoin
582,,,,,,,,,,,,,,,,,2015/12/15,null,,siacoin,siacoin
583,,,,,,,,,,,,,,,,,2015/12/16,null,,siacoin,siacoin
584,,,,,,,,,,,,,,,,,2015/12/17,null,,siacoin,siacoin
585,,,,,,,,,,,,,,,,,2015/12/18,null,,siacoin,siacoin
586,,,,,,,,,,,,,,,,,2015/12/19,null,,siacoin,siacoin
587,,,,,,,,,,,,,,,,,2015/12/20,6,,siacoin,siacoin
588,,,,,,,,,,,,,,,,,2015/12/21,3,,siacoin,siacoin
589,,,,,,,,,,,,,,,,,2015/12/22,2,,siacoin,siacoin
590,,,,,,,,,,,,,,,,,2015/12/23,2,,siacoin,siacoin
591,,,,,,,,,,,,,,,,,2015/12/24,2,,siacoin,siacoin
592,,,,,,,,,,,,,,,,,2015/12/25,4,,siacoin,siacoin
593,,,,,,,,,,,,,,,,,2015/12/26,null,,siacoin,siacoin
594,,,,,,,,,,,,,,,,,2015/12/27,null,,siacoin,siacoin
595,,,,,,,,,,,,,,,,,2015/12/28,null,,siacoin,siacoin
596,,,,,,,,,,,,,,,,,2015/12/29,null,,siacoin,siacoin
597,,,,,,,,,,,,,,,,,2015/12/30,2,,siacoin,siacoin
598,,,,,,,,,,,,,,,,,2015/12/31,null,,siacoin,siacoin
599,,,,,,,,,,,,,,,,,2016/01/01,2,,siacoin,siacoin
600,,,,,,,,,,,,,,,,,2016/01/02,null,,siacoin,siacoin
601,,,,,,,,,,,,,,,,,2016/01/03,null,,siacoin,siacoin
602,,,,,,,,,,,,,,,,,2016/01/04,1,,siacoin,siacoin
603,,,,,,,,,,,,,,,,,2016/01/05,null,,siacoin,siacoin
604,,,,,,,,,,,,,,,,,2016/01/06,5,,siacoin,siacoin
605,,,,,,,,,,,,,,,,,2016/01/07,null,,siacoin,siacoin
606,,,,,,,,,,,,,,,,,2016/01/08,2,,siacoin,siacoin
607,,,,,,,,,,,,,,,,,2016/01/09,2,,siacoin,siacoin
608,,,,,,,,,,,,,,,,,2016/01/10,null,,siacoin,siacoin
609,,,,,,,,,,,,,,,,,2016/01/11,2,,siacoin,siacoin
610,,,,,,,,,,,,,,,,,2016/01/12,null,,siacoin,siacoin
611,,,,,,,,,,,,,,,,,2016/01/13,2,,siacoin,siacoin
612,,,,,,,,,,,,,,,,,2016/01/14,3,,siacoin,siacoin
613,,,,,,,,,,,,,,,,,2016/01/15,1,,siacoin,siacoin
614,,,,,,,,,,,,,,,,,2016/01/16,3,,siacoin,siacoin
615,,,,,,,,,,,,,,,,,2016/01/17,null,,siacoin,siacoin
616,,,,,,,,,,,,,,,,,2016/01/18,null,,siacoin,siacoin
617,,,,,,,,,,,,,,,,,2016/01/19,2,,siacoin,siacoin
618,,,,,,,,,,,,,,,,,2016/01/20,4,,siacoin,siacoin
619,,,,,,,,,,,,,,,,,2016/01/21,null,,siacoin,siacoin
620,,,,,,,,,,,,,,,,,2016/01/22,null,,siacoin,siacoin
621,,,,,,,,,,,,,,,,,2016/01/23,null,,siacoin,siacoin
622,,,,,,,,,,,,,,,,,2016/01/24,null,,siacoin,siacoin
623,,,,,,,,,,,,,,,,,2016/01/25,3,,siacoin,siacoin
624,,,,,,,,,,,,,,,,,2016/01/26,null,,siacoin,siacoin
625,,,,,,,,,,,,,,,,,2016/01/27,2,,siacoin,siacoin
626,,,,,,,,,,,,,,,,,2016/01/28,null,,siacoin,siacoin
627,,,,,,,,,,,,,,,,,2016/01/29,2,,siacoin,siacoin
628,,,,,,,,,,,,,,,,,2016/01/30,null,,siacoin,siacoin
629,,,,,,,,,,,,,,,,,2016/01/31,null,,siacoin,siacoin
630,,,,,,,,,,,,,,,,,2016/02/01,null,,siacoin,siacoin
631,,,,,,,,,,,,,,,,,2016/02/02,2,,siacoin,siacoin
632,,,,,,,,,,,,,,,,,2016/02/03,null,,siacoin,siacoin
633,,,,,,,,,,,,,,,,,2016/02/04,null,,siacoin,siacoin
634,,,,,,,,,,,,,,,,,2016/02/05,null,,siacoin,siacoin
635,,,,,,,,,,,,,,,,,2016/02/06,2,,siacoin,siacoin
636,,,,,,,,,,,,,,,,,2016/02/07,null,,siacoin,siacoin
637,,,,,,,,,,,,,,,,,2016/02/08,null,,siacoin,siacoin
638,,,,,,,,,,,,,,,,,2016/02/09,2,,siacoin,siacoin
639,,,,,,,,,,,,,,,,,2016/02/10,null,,siacoin,siacoin
640,,,,,,,,,,,,,,,,,2016/02/11,2,,siacoin,siacoin
641,,,,,,,,,,,,,,,,,2016/02/12,null,,siacoin,siacoin
642,,,,,,,,,,,,,,,,,2016/02/13,null,,siacoin,siacoin
643,,,,,,,,,,,,,,,,,2016/02/14,null,,siacoin,siacoin
644,,,,,,,,,,,,,,,,,2016/02/15,null,,siacoin,siacoin
645,,,,,,,,,,,,,,,,,2016/02/16,2,,siacoin,siacoin
646,,,,,,,,,,,,,,,,,2016/02/17,null,,siacoin,siacoin
647,,,,,,,,,,,,,,,,,2016/02/18,null,,siacoin,siacoin
648,,,,,,,,,,,,,,,,,2016/02/19,null,,siacoin,siacoin
649,,,,,,,,,,,,,,,,,2016/02/20,null,,siacoin,siacoin
650,,,,,,,,,,,,,,,,,2016/02/21,3,,siacoin,siacoin
651,,,,,,,,,,,,,,,,,2016/02/22,null,,siacoin,siacoin
652,,,,,,,,,,,,,,,,,2016/02/23,null,,siacoin,siacoin
653,,,,,,,,,,,,,,,,,2016/02/24,1,,siacoin,siacoin
654,,,,,,,,,,,,,,,,,2016/02/25,null,,siacoin,siacoin
655,,,,,,,,,,,,,,,,,2016/02/26,2,,siacoin,siacoin
656,,,,,,,,,,,,,,,,,2016/02/27,null,,siacoin,siacoin
657,,,,,,,,,,,,,,,,,2016/02/28,1,,siacoin,siacoin
658,,,,,,,,,,,,,,,,,2016/02/29,null,,siacoin,siacoin
659,,,,,,,,,,,,,,,,,2016/03/01,null,,siacoin,siacoin
660,,,,,,,,,,,,,,,,,2016/03/02,null,,siacoin,siacoin
661,,,,,,,,,,,,,,,,,2016/03/03,null,,siacoin,siacoin
662,,,,,,,,,,,,,,,,,2016/03/04,null,,siacoin,siacoin
663,,,,,,,,,,,,,,,,,2016/03/05,1,,siacoin,siacoin
664,,,,,,,,,,,,,,,,,2016/03/06,1,,siacoin,siacoin
665,,,,,,,,,,,,,,,,,2016/03/07,null,,siacoin,siacoin
666,,,,,,,,,,,,,,,,,2016/03/08,1,,siacoin,siacoin
667,,,,,,,,,,,,,,,,,2016/03/09,2,,siacoin,siacoin
668,,,,,,,,,,,,,,,,,2016/03/10,1,,siacoin,siacoin
669,,,,,,,,,,,,,,,,,2016/03/11,2,,siacoin,siacoin
670,,,,,,,,,,,,,,,,,2016/03/12,4,,siacoin,siacoin
671,,,,,,,,,,,,,,,,,2016/03/13,null,,siacoin,siacoin
672,,,,,,,,,,,,,,,,,2016/03/14,null,,siacoin,siacoin
673,,,,,,,,,,,,,,,,,2016/03/15,null,,siacoin,siacoin
674,,,,,,,,,,,,,,,,,2016/03/16,null,,siacoin,siacoin
675,,,,,,,,,,,,,,,,,2016/03/17,null,,siacoin,siacoin
676,,,,,,,,,,,,,,,,,2016/03/18,1,,siacoin,siacoin
677,,,,,,,,,,,,,,,,,2016/03/19,2,,siacoin,siacoin
678,,,,,,,,,,,,,,,,,2016/03/20,null,,siacoin,siacoin
679,,,,,,,,,,,,,,,,,2016/03/21,1,,siacoin,siacoin
680,,,,,,,,,,,,,,,,,2016/03/22,5,,siacoin,siacoin
681,,,,,,,,,,,,,,,,,2016/03/23,null,,siacoin,siacoin
682,,,,,,,,,,,,,,,,,2016/03/24,null,,siacoin,siacoin
683,,,,,,,,,,,,,,,,,2016/03/25,null,,siacoin,siacoin
684,,,,,,,,,,,,,,,,,2016/03/26,1,,siacoin,siacoin
685,,,,,,,,,,,,,,,,,2016/03/27,null,,siacoin,siacoin
686,,,,,,,,,,,,,,,,,2016/03/28,1,,siacoin,siacoin
687,,,,,,,,,,,,,,,,,2016/03/29,1,,siacoin,siacoin
688,,,,,,,,,,,,,,,,,2016/03/30,null,,siacoin,siacoin
689,,,,,,,,,,,,,,,,,2016/03/31,null,,siacoin,siacoin
690,,,,,,,,,,,,,,,,,2016/04/01,null,,siacoin,siacoin
691,,,,,,,,,,,,,,,,,2016/04/02,null,,siacoin,siacoin
692,,,,,,,,,,,,,,,,,2016/04/03,null,,siacoin,siacoin
693,,,,,,,,,,,,,,,,,2016/04/04,null,,siacoin,siacoin
694,,,,,,,,,,,,,,,,,2016/04/05,null,,siacoin,siacoin
695,,,,,,,,,,,,,,,,,2016/04/06,null,,siacoin,siacoin
696,,,,,,,,,,,,,,,,,2016/04/07,null,,siacoin,siacoin
697,,,,,,,,,,,,,,,,,2016/04/08,null,,siacoin,siacoin
698,,,,,,,,,,,,,,,,,2016/04/09,null,,siacoin,siacoin
699,,,,,,,,,,,,,,,,,2016/04/10,null,,siacoin,siacoin
700,,,,,,,,,,,,,,,,,2016/04/11,null,,siacoin,siacoin
701,,,,,,,,,,,,,,,,,2016/04/12,null,,siacoin,siacoin
702,,,,,,,,,,,,,,,,,2016/04/13,null,,siacoin,siacoin
703,,,,,,,,,,,,,,,,,2016/04/14,null,,siacoin,siacoin
704,,,,,,,,,,,,,,,,,2016/04/15,null,,siacoin,siacoin
705,,,,,,,,,,,,,,,,,2016/04/16,null,,siacoin,siacoin
706,,,,,,,,,,,,,,,,,2016/04/17,null,,siacoin,siacoin
