,date,sent_addresses,block_size,transactions,difficulty,median_transaction_value,top_100_percent,send_usd,active_addresses,fee_reward,market_cap,hashrate,median_transaction_size,av_transaction_value,mining_profitability,google_trends,av_transaction_size,confirmation_time,tweets,full_name,coin
1095,2012/01/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1096,2012/01/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1097,2012/01/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1098,2012/01/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1099,2012/01/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1100,2012/01/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1101,2012/01/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1102,2012/01/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1103,2012/01/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1104,2012/01/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1105,2012/01/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1106,2012/01/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1107,2012/01/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1108,2012/01/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1109,2012/01/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1110,2012/01/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1111,2012/01/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1112,2012/01/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1113,2012/01/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1114,2012/01/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1115,2012/01/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1116,2012/01/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1117,2012/01/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1118,2012/02/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1119,2012/02/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1120,2012/02/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1121,2012/02/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1122,2012/02/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1123,2012/02/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1124,2012/02/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1125,2012/02/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1126,2012/02/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1127,2012/02/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1128,2012/02/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1129,2012/02/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1130,2012/02/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1131,2012/02/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1132,2012/02/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1133,2012/02/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1134,2012/02/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1135,2012/02/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1136,2012/02/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1137,2012/02/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1138,2012/02/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1139,2012/02/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1140,2012/02/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1141,2012/02/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1142,2012/02/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1143,2012/02/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1144,2012/02/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1145,2012/02/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1146,2012/02/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1147,2012/03/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1148,2012/03/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1149,2012/03/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1150,2012/03/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1151,2012/03/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1152,2012/03/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1153,2012/03/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1154,2012/03/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1155,2012/03/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1156,2012/03/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1157,2012/03/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1158,2012/03/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1159,2012/03/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1160,2012/03/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1161,2012/03/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1162,2012/03/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1163,2012/03/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1164,2012/03/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1165,2012/03/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1166,2012/03/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1167,2012/03/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1168,2012/03/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1169,2012/03/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1170,2012/03/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1171,2012/03/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1172,2012/03/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1173,2012/03/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1174,2012/03/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1175,2012/03/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1176,2012/03/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1177,2012/03/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1178,2012/04/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1179,2012/04/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1180,2012/04/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1181,2012/04/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1182,2012/04/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1183,2012/04/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1184,2012/04/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1185,2012/04/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1186,2012/04/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1187,2012/04/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1188,2012/04/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1189,2012/04/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1190,2012/04/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1191,2012/04/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1192,2012/04/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1193,2012/04/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1194,2012/04/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1195,2012/04/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1196,2012/04/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1197,2012/04/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1198,2012/04/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1199,2012/04/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1200,2012/04/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1201,2012/04/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1202,2012/04/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1203,2012/04/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1204,2012/04/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1205,2012/04/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1206,2012/04/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1207,2012/04/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1208,2012/05/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1209,2012/05/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1210,2012/05/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1211,2012/05/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1212,2012/05/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1213,2012/05/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1214,2012/05/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1215,2012/05/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1216,2012/05/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1217,2012/05/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1218,2012/05/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1219,2012/05/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1220,2012/05/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1221,2012/05/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1222,2012/05/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1223,2012/05/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1224,2012/05/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1225,2012/05/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1226,2012/05/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1227,2012/05/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1228,2012/05/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1229,2012/05/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1230,2012/05/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1231,2012/05/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1232,2012/05/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1233,2012/05/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1234,2012/05/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1235,2012/05/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1236,2012/05/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1237,2012/05/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1238,2012/05/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1239,2012/06/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1240,2012/06/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1241,2012/06/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1242,2012/06/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1243,2012/06/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1244,2012/06/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1245,2012/06/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1246,2012/06/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1247,2012/06/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1248,2012/06/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1249,2012/06/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1250,2012/06/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1251,2012/06/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1252,2012/06/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1253,2012/06/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1254,2012/06/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1255,2012/06/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1256,2012/06/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1257,2012/06/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1258,2012/06/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1259,2012/06/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1260,2012/06/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1261,2012/06/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1262,2012/06/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1263,2012/06/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1264,2012/06/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1265,2012/06/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1266,2012/06/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1267,2012/06/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1268,2012/06/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1269,2012/07/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1270,2012/07/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1271,2012/07/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1272,2012/07/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1273,2012/07/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1274,2012/07/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1275,2012/07/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1276,2012/07/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1277,2012/07/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1278,2012/07/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1279,2012/07/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1280,2012/07/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1281,2012/07/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1282,2012/07/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1283,2012/07/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1284,2012/07/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1285,2012/07/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1286,2012/07/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1287,2012/07/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1288,2012/07/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1289,2012/07/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1290,2012/07/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1291,2012/07/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1292,2012/07/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1293,2012/07/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1294,2012/07/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1295,2012/07/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1296,2012/07/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1297,2012/07/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1298,2012/07/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1299,2012/07/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1300,2012/08/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1301,2012/08/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1302,2012/08/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1303,2012/08/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1304,2012/08/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1305,2012/08/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1306,2012/08/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1307,2012/08/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1308,2012/08/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1309,2012/08/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1310,2012/08/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1311,2012/08/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1312,2012/08/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1313,2012/08/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1314,2012/08/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1315,2012/08/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1316,2012/08/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1317,2012/08/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1318,2012/08/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1319,2012/08/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1320,2012/08/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1321,2012/08/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1322,2012/08/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1323,2012/08/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1324,2012/08/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1325,2012/08/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1326,2012/08/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1327,2012/08/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1328,2012/08/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1329,2012/08/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1330,2012/08/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1331,2012/09/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1332,2012/09/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1333,2012/09/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1334,2012/09/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1335,2012/09/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1336,2012/09/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1337,2012/09/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1338,2012/09/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1339,2012/09/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1340,2012/09/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1341,2012/09/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1342,2012/09/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1343,2012/09/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1344,2012/09/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1345,2012/09/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1346,2012/09/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1347,2012/09/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1348,2012/09/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1349,2012/09/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1350,2012/09/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1351,2012/09/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1352,2012/09/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1353,2012/09/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1354,2012/09/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1355,2012/09/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1356,2012/09/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1357,2012/09/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1358,2012/09/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1359,2012/09/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1360,2012/09/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1361,2012/10/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1362,2012/10/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1363,2012/10/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1364,2012/10/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1365,2012/10/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1366,2012/10/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1367,2012/10/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1368,2012/10/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1369,2012/10/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1370,2012/10/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1371,2012/10/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1372,2012/10/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1373,2012/10/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1374,2012/10/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1375,2012/10/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1376,2012/10/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1377,2012/10/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1378,2012/10/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1379,2012/10/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1380,2012/10/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1381,2012/10/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1382,2012/10/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1383,2012/10/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1384,2012/10/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1385,2012/10/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1386,2012/10/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1387,2012/10/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1388,2012/10/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1389,2012/10/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1390,2012/10/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1391,2012/10/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1392,2012/11/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1393,2012/11/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1394,2012/11/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1395,2012/11/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1396,2012/11/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1397,2012/11/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1398,2012/11/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1399,2012/11/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1400,2012/11/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1401,2012/11/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1402,2012/11/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1403,2012/11/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1404,2012/11/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1405,2012/11/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1406,2012/11/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1407,2012/11/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1408,2012/11/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
1409,2012/11/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
