,date,block_size,active_addresses,sent_addresses,fee_reward,transactions,av_transaction_value,hashrate,median_transaction_size,mining_profitability,google_trends,difficulty,market_cap,top_100_percent,median_transaction_value,confirmation_time,av_transaction_size,tweets,send_usd,full_name,coin
1231,2012/05/18,755961012null,261611611null,207961178null,,24336595null,390.029nullnull,,,,,17332081.156null,46118755nullnull,,,,,,9548311nullnull,betacoin,betacoin
1232,2012/05/19,104530686.538null,316041580null,257311204null,,35255538null,176.903nullnull,,,,,17332081.129null,46183801nullnull,,,,,,6263069nullnull,betacoin,betacoin
1233,2012/05/20,99269573.667null,295401878null,236121409null,,31322657null,326.448nullnull,,,,,17332080.979null,46150410nullnull,,,,,,10270045nullnull,betacoin,betacoin
1234,2012/05/21,110218822.87null,303552021null,240941490null,,31478704null,615.195nullnull,,,,,17332080.979null,46147533nullnull,,,,,,19442637nullnull,betacoin,betacoin
1235,2012/05/22,90642604.519null,275162055null,211761517null,,23365662null,880.986nullnull,,,,,17332080.979null,46173595nullnull,,,,,,20685550nullnull,betacoin,betacoin
1236,2012/05/23,93793715.463null,296161971null,228421515null,,27302686null,335.903nullnull,,,,,17332081.053null,46383407nullnull,,,,,,9214491nullnull,betacoin,betacoin
1237,2012/05/24,94460671.505null,280671920null,220321479null,,26464674null,216.523nullnull,,,,,16990961.064null,46508986nullnull,,,,,,5757136nullnull,betacoin,betacoin
1238,2012/05/25,104320591.318null,301122159null,232871608null,,28878774null,430.419nullnull,,,,,15910751.064null,46567675nullnull,,,,,,12481721nullnull,betacoin,betacoin
1239,2012/05/26,70946774.728null,256501827null,197451309null,,23137640null,1059nullnull,,,,,15910751.159null,46391484nullnull,,,,,,24652137nullnull,betacoin,betacoin
1240,2012/05/27,72716826.456null,262951765null,205961352null,,26288658null,390.031nullnull,,,,,15910751.193null,46532848nullnull,,,,,,10315147nullnull,betacoin,betacoin
1241,2012/05/28,93271851.306null,295941923null,230361387null,,29746684null,365.797nullnull,,,,,15910751.193null,46681877nullnull,,,,,,10932955nullnull,betacoin,betacoin
1242,2012/05/29,1054781008null,342681770null,251141320null,,29690683null,545.746nullnull,,,,,15910751.193null,46828270nullnull,,,,,,16271953nullnull,betacoin,betacoin
1243,2012/05/30,88056751.128null,285481848null,218671324null,,25449596null,479.353nullnull,,,,,15910751.066null,46838004nullnull,,,,,,12261857nullnull,betacoin,betacoin
1244,2012/05/31,688261128null,284111852null,215251326null,,20875628null,1174nullnull,,,,,15910751.036null,47008999nullnull,,,,,,24675913nullnull,betacoin,betacoin
1245,2012/06/01,79468551.764null,290591647null,223761088null,,26917434null,573.098nullnull,,,,,15910751.036null,47772937nullnull,,,,,,15513187nullnull,betacoin,betacoin
1246,2012/06/02,36148716.242null,205671909null,150421400null,,12640602null,815.262nullnull,,,,,15910751.034null,48036312nullnull,,,,,,10435359nullnull,betacoin,betacoin
1247,2012/06/03,95880653.321null,303921642null,249971269null,,33448608null,268.139nullnull,,,,,15910751.03null,47755411nullnull,,,,,,9009740nullnull,betacoin,betacoin
1248,2012/06/04,130169681.455null,415731708null,323331239null,,45783547null,529.294nullnull,,,,,15910751.03null,47945780nullnull,,,,,,24314697nullnull,betacoin,betacoin
1249,2012/06/05,1280771102null,409662104null,331961420null,,44217587null,546.275nullnull,,,,,15910751.03null,48992775nullnull,,,,,,24234952nullnull,betacoin,betacoin
1250,2012/06/06,47759807.683null,241622019null,179171526null,,15784595null,855.582nullnull,,,,,15910751.065null,49921219nullnull,,,,,,13635404nullnull,betacoin,betacoin
1251,2012/06/07,104436560.043null,353851663null,257831335null,,33064519null,805.067nullnull,,,,,15892571.071null,50691589nullnull,,,,,,26730650nullnull,betacoin,betacoin
1252,2012/06/08,78306563.993null,282662022null,208841554null,,23756595null,1281nullnull,,,,,15831781.071null,51484984nullnull,,,,,,30616718nullnull,betacoin,betacoin
1253,2012/06/09,84899535.219null,315391803null,239601402null,,32879610null,234.649nullnull,,,,,15831781.097null,51383611nullnull,,,,,,7755161nullnull,betacoin,betacoin
1254,2012/06/10,102631684.558null,338331908null,270831287null,,40555584null,444.726nullnull,,,,,15831781.122null,50675075nullnull,,,,,,18109705nullnull,betacoin,betacoin
1255,2012/06/11,100591613.002null,326081819null,247771291null,,32391580null,515.474nullnull,,,,,15831781.122null,50788634nullnull,,,,,,16768873nullnull,betacoin,betacoin
1256,2012/06/12,58803690.131null,234931678null,166811300null,,18087569null,799.263nullnull,,,,,15831781.122null,51987295nullnull,,,,,,14580957nullnull,betacoin,betacoin
1257,2012/06/13,161051671.683null,467342050null,370901386null,,56644631null,248.836nullnull,,,,,15831781.117null,53707538nullnull,,,,,,14132411nullnull,betacoin,betacoin
1258,2012/06/14,179319560.652null,496461775null,384871334null,,61782616null,463.345nullnull,,,,,15831781.117null,54783971nullnull,,,,,,28698663nullnull,betacoin,betacoin
1259,2012/06/15,154174709.792null,490872045null,366691458null,,54827689null,391.926nullnull,,,,,15831781.117null,57466049nullnull,,,,,,21550438nullnull,betacoin,betacoin
1260,2012/06/16,125257729.993null,393471718null,311771261null,,43126551null,580.078nullnull,,,,,15831781.163null,59574711nullnull,,,,,,25106942nullnull,betacoin,betacoin
1261,2012/06/17,114005554.059null,393561656null,312321248null,,43745524null,202.101nullnull,,,,,15831781.185null,58296262nullnull,,,,,,8874068nullnull,betacoin,betacoin
1262,2012/06/18,99762533.817null,376041724null,302561308null,,38896558null,401.692nullnull,,,,,15831781.185null,57873603nullnull,,,,,,15694526nullnull,betacoin,betacoin
1263,2012/06/19,112799612.601null,355471679null,267551254null,,35815565null,376.129nullnull,,,,,15831781.182null,59311750nullnull,,,,,,13526367nullnull,betacoin,betacoin
1264,2012/06/20,105181576.789null,322671709null,241321298null,,32101599null,348.855nullnull,,,,,16247111.143null,61027243nullnull,,,,,,11249185nullnull,betacoin,betacoin
1265,2012/06/21,92607541.345null,297121730null,221181340null,,26646609null,259.103nullnull,,,,,17265671.143null,61915964nullnull,,,,,,6939284nullnull,betacoin,betacoin
1266,2012/06/22,80592864.859null,292302326null,218521543null,,23427728null,636.784nullnull,,,,,17265671.143null,61394284nullnull,,,,,,15005817nullnull,betacoin,betacoin
1267,2012/06/23,64139705.464null,302582354null,216981527null,,22139665null,877.289nullnull,,,,,17265671.17null,60271402nullnull,,,,,,19566183nullnull,betacoin,betacoin
1268,2012/06/24,78239486.623null,285032088null,212461657null,,22261674null,540.007nullnull,,,,,17265671.181null,59405022nullnull,,,,,,12091843nullnull,betacoin,betacoin
1269,2012/06/25,83030873.197null,339772666null,254701786null,,28559753null,399.135nullnull,,,,,17265671.249null,58871501nullnull,,,,,,11460370nullnull,betacoin,betacoin
1270,2012/06/26,88470680.646null,359992195null,277011502null,,30086646null,362.181nullnull,,,,,17265671.642null,59359510nullnull,,,,,,10950545nullnull,betacoin,betacoin
1271,2012/06/27,82729786.862null,390991880null,294421448null,,30712669null,420.273nullnull,,,,,17265671.642null,61067661nullnull,,,,,,12975935nullnull,betacoin,betacoin
1272,2012/06/28,85385624.044null,327292179null,249331567null,,26385668null,866.478nullnull,,,,,17265671.668null,61807569nullnull,,,,,,22980728nullnull,betacoin,betacoin
1273,2012/06/29,65558671.911null,331152087null,251021356null,,22731557null,729.469nullnull,,,,,17265671.875null,61867521nullnull,,,,,,16688056nullnull,betacoin,betacoin
1274,2012/06/30,720621233null,319291632null,242411189null,,22486462null,409.603nullnull,,,,,17265671.875null,62308674nullnull,,,,,,9264408nullnull,betacoin,betacoin
1275,2012/07/01,56599753.345null,317002052null,222071460null,,19134638null,462.787nullnull,,,,,17265671.875null,62254399nullnull,,,,,,8920691nullnull,betacoin,betacoin
1276,2012/07/02,68526583.538null,365881940null,277721347null,,24995561null,314.447nullnull,,,,,17265672.096null,62494074nullnull,,,,,,7907411nullnull,betacoin,betacoin
1277,2012/07/03,603771117null,346992417null,254041666null,,22507868null,417.369nullnull,,,,,17265672.1null,61841873nullnull,,,,,,9460498nullnull,betacoin,betacoin
1278,2012/07/04,675161136null,316352602null,230841878null,,23014883null,635.589nullnull,,,,,17398402.1null,60723861nullnull,,,,,,14722780nullnull,betacoin,betacoin
1279,2012/07/05,677321289null,279232279null,208101742null,,21499773null,611.916nullnull,,,,,17514552.432null,61803902nullnull,,,,,,13243690nullnull,betacoin,betacoin
1280,2012/07/06,680781248null,293492417null,216391758null,,23761736null,382.489nullnull,,,,,17514552.44null,62499475nullnull,,,,,,9147599nullnull,betacoin,betacoin
1281,2012/07/07,639621220null,309402791null,247182029null,,25449913null,1082nullnull,,,,,17514552.844null,63227078nullnull,,,,,,27727072nullnull,betacoin,betacoin
1282,2012/07/08,591821723null,279133698null,205292503null,,206461191null,267.024nullnull,,,,,17514553.402null,63748376nullnull,,,,,,5553827nullnull,betacoin,betacoin
1283,2012/07/09,671221325null,322823692null,243092427null,,249661151null,583.916nullnull,,,,,17514554.061null,64985588nullnull,,,,,,14673227nullnull,betacoin,betacoin
1284,2012/07/10,1016641214null,370312527null,292961849null,,34930885null,438.516nullnull,,,,,17514555.798null,66964927nullnull,,,,,,15383149nullnull,betacoin,betacoin
1285,2012/07/11,103152734.953null,353532108null,266881575null,,31116679null,263.653nullnull,,,,,17514555.798null,67622870nullnull,,,,,,8239161nullnull,betacoin,betacoin
1286,2012/07/12,71257741.06null,342321890null,257401451null,,24153638null,425.769nullnull,,,,,17514555.798null,70428154nullnull,,,,,,10347469nullnull,betacoin,betacoin
1287,2012/07/13,707171026null,313632072null,229991524null,,24393697null,772.4887.262null,,,,,17514555.88null,72457986278442null,,,,,,189692228823null,betacoin,betacoin
1288,2012/07/14,61443757.957null,298992100null,228301606null,,22626696null,819.3212.92null,,,,,17514555.882null,71526782322251null,,,,,,186698793781null,betacoin,betacoin
1289,2012/07/15,81670770.539null,303832262null,232291724null,,26205774null,390.2875.317null,,,,,17514555.882null,71686586328992null,,,,,,102821107561null,betacoin,betacoin
1290,2012/07/16,943101607null,368012706null,290041913null,,31229989null,542.2885.795null,,,,,17514556.042null,76560554399041null,,,,,,170164679151null,betacoin,betacoin
1291,2012/07/17,912801397null,402663017null,313952171null,,350291144null,620.2759.087null,,,,,17948906.171null,81914572490280null,,,,,,2183430116384null,betacoin,betacoin
1292,2012/07/18,974581030null,342872628null,262151915null,,32433947null,437.44210.893null,,,,,18663916.171null,84878858445062null,,,,,,1425534517473null,betacoin,betacoin
1293,2012/07/19,107218896.865null,363092608null,261491891null,,30900958null,353.7977.903null,,,,,18663916.377null,85280134434487null,,,,,,1098008012470null,betacoin,betacoin
1294,2012/07/20,111117873.717null,361172347null,288631744null,,36646860null,387.5397.908null,,,,,18663916.688null,82541429461426null,,,,,,1425910711585null,betacoin,betacoin
1295,2012/07/21,105366800.679null,355782190null,281551719null,,34452797null,597.146.148null,,,,,18663916.688null,82675790449380null,,,,,,206568788883null,betacoin,betacoin
1296,2012/07/22,91723818.469null,389552074null,310111564null,,34705685null,423.1274.088null,,,,,18663916.746null,82087261422779null,,,,,,147502225212null,betacoin,betacoin
1297,2012/07/23,976521003null,420382874null,320661959null,,325571012null,558.2355.931null,,,,,18663917.146null,80297476429065null,,,,,,182531529804null,betacoin,betacoin
1298,2012/07/24,76531964.928null,384152695null,271192161null,,282081156null,523.3994.056null,,,,,18663917.146null,81156123441302null,,,,,,148483197512null,betacoin,betacoin
1299,2012/07/25,716031536null,315582986null,240612086null,,271671049null,322.786.866null,,,,,18663917.279null,82670476411733null,,,,,,882062111864null,betacoin,betacoin
1300,2012/07/26,78997835.089null,308422495null,237591491null,,30538682null,665.7798.671null,,,,,18663918.368null,84413746417358null,,,,,,2044406110492null,betacoin,betacoin
1301,2012/07/27,628351109null,322932870null,249872029null,,269771036null,711.8199.378null,,,,,18663918.368null,84965961477067null,,,,,,1932943715868null,betacoin,betacoin
1302,2012/07/28,94103904.529null,386272407null,299241754null,,35077845null,437.8945.469null,,,,,18663918.368null,84988315474304null,,,,,,154270168166null,betacoin,betacoin
1303,2012/07/29,883291132null,359782720null,264281995null,,34317997null,281.0787.767null,,,,,18663918.794null,84149085485060null,,,,,,969240812862null,betacoin,betacoin
1304,2012/07/30,894731357null,361892706null,278612054null,,34219963null,251.26818.387null,,,,,19505648.88null,85226705536406null,,,,,,864237131441null,betacoin,betacoin
1305,2012/07/31,1373019121null,587764785null,438162476null,,413771442null,658.85429.445null,,,,,20366718.88null,88277568566526null,,,,,,2734705260391null,betacoin,betacoin
1306,2012/08/01,988841477null,407223580null,305232725null,,304041735null,701.255nullnull,,,,,203667110.146null,90597522nullnull,,,,,,21414939nullnull,betacoin,betacoin
1307,2012/08/02,870351333null,421263099null,314852263null,,330461263null,539.49916.346null,,,,,203667110.431null,96340673558717null,,,,,,1791731530828null,betacoin,betacoin
1308,2012/08/03,729271347null,363622471null,277511852null,,27618932null,553.13634.725null,,,,,203667110.431null,103674301514956null,,,,,,1536612852122null,betacoin,betacoin
1309,2012/08/04,814883100null,358833121null,265971886null,,288541028null,532.09372.486null,,,,,203667110.487null,105534793473868null,,,,,,15436013113005null,betacoin,betacoin
1310,2012/08/05,983121853null,378403753null,286112161null,,331441347null,646.36235.851null,,,,,203667110.58null,105092822440108null,,,,,,2151287965893null,betacoin,betacoin
1311,2012/08/06,1021861029null,423492331null,330551511null,,35260711null,610.11820.788null,,,,,203667110.58null,104548357450463null,,,,,,2159818524821null,betacoin,betacoin
1312,2012/08/07,71157871.641null,391701835null,308891349null,,29439606null,726.67113.452null,,,,,203667110.58null,105996717499413null,,,,,,2151163114151null,betacoin,betacoin
1313,2012/08/08,99287822.992null,519602310null,377021584null,,40002753null,456.58312.742null,,,,,203667110.174null,106787344525916null,,,,,,1834004216182null,betacoin,betacoin
1314,2012/08/09,76925839.372null,403822425null,289011645null,,29772748null,534.6052.881null,,,,,20366718.833null,106900949486376null,,,,,,160071413826null,betacoin,betacoin
1315,2012/08/10,73710772.121null,386092235null,290061462null,,28219616null,665.91512.01null,,,,,20366718.833null,109053306478226null,,,,,,1889535114124null,betacoin,betacoin
1316,2012/08/11,77927790.494null,384082163null,288611535null,,32971680null,544.0845.62null,,,,,20366718.833null,111185576474892null,,,,,,180304067132null,betacoin,betacoin
1317,2012/08/12,883951208null,390642713null,301131912null,,344771057null,537.34310.49null,,,,,21142538.887null,111886769481898null,,,,,,1861140917234null,betacoin,betacoin
1318,2012/08/13,1274741118null,485902272null,377231637null,,48712746null,453.58731.212null,,,,,21908668.909null,114531032465793null,,,,,,2216769341324null,betacoin,betacoin
1319,2012/08/14,94840857.463null,428732076null,314021486null,,34349637null,530.49134.948null,,,,,21908668.909null,117368103439198null,,,,,,1830511942636null,betacoin,betacoin
1320,2012/08/15,144034930.824null,504062384null,357051736null,,52802833null,427.77112.338null,,,,,21908668.96null,123341861382223null,,,,,,2265859317866null,betacoin,betacoin
1321,2012/08/16,1278161011null,617062451null,456911761null,,46323946null,595.12354.375null,,,,,21908669.083null,129804241378612null,,,,,,2765952180475null,betacoin,betacoin
1322,2012/08/17,126018782.462null,567612321null,420951514null,,40416682null,855.84121.371null,,,,,21908669.083null,121523825436852null,,,,,,3470777326329null,betacoin,betacoin
1323,2012/08/18,100598732.02null,516081950null,381771402null,,37011616null,676.56811.927null,,,,,21908669.083null,113812820447741null,,,,,,2514262813358null,betacoin,betacoin
1324,2012/08/19,1000941190null,581262650null,330161937null,,367691096null,156912.89null,,,,,21908668.754null,95226001381744null,,,,,,5797512321345null,betacoin,betacoin
1325,2012/08/20,91600824.618null,474122616null,321661767null,,35663839null,24216.158null,,,,,21908668.492null,88113350367134null,,,,,,867551048904null,betacoin,betacoin
1326,2012/08/21,98937799.253null,543942349null,395411694null,,42242824null,12892.741null,,,,,21908668.492null,97328157370704null,,,,,,546611303840null,betacoin,betacoin
1327,2012/08/22,100290786.169null,495221880null,365151365null,,37718660null,20174.653null,,,,,21908668.492null,96179738388601null,,,,,,764053345277null,betacoin,betacoin
1328,2012/08/23,77018886.125null,437462134null,331461496null,,31653630null,237744.033null,,,,,21908668.172null,96735696396848null,,,,,,7561879253368null,betacoin,betacoin
1329,2012/08/24,87551750.051null,450292339null,332711537null,,32127664null,354613.545null,,,,,21908668.144null,101116067390215null,,,,,,11443668617025null,betacoin,betacoin
1330,2012/08/25,98778790.779null,366102765null,276522131null,,333011212null,13882.425null,,,,,24207338.144null,103265106395840null,,,,,,464053794511null,betacoin,betacoin
1331,2012/08/26,68226631.042null,347022138null,259571572null,,29341706null,119412.489null,,,,,24406438.54null,103759184397618null,,,,,,3523668416224null,betacoin,betacoin
1332,2012/08/27,950691146null,384463173null,291662060null,,329511225null,20533.907null,,,,,24406438.81null,105469933391732null,,,,,,679568976978null,betacoin,betacoin
1333,2012/08/28,83525812.119null,399142268null,291541576null,,29687758null,24914.073null,,,,,24406438.81null,107312049387437null,,,,,,743392465242null,betacoin,betacoin
1334,2012/08/29,81746910.858null,393722596null,305901979null,,340411048null,46924.38null,,,,,24406438.789null,107134326397526null,,,,,,1605083427332null,betacoin,betacoin
1335,2012/08/30,91435925.353null,341062652null,270091867null,,33760977null,36813.896null,,,,,24406438.568null,105837836387897null,,,,,,1248279336089null,betacoin,betacoin
1336,2012/08/31,118322876.876null,494202520null,373031820null,,40484965null,23136.748null,,,,,24406438.568null,102840790392905null,,,,,,9396421110439null,betacoin,betacoin
1337,2012/09/01,104020974.296null,449802575null,348392052null,,406131131null,21564.229null,,,,,24406438.568null,98875807386597null,,,,,,878928607473null,betacoin,betacoin
1338,2012/09/02,865062306null,349265460null,271354340null,,334243515null,17932.218null,,,,,24406438.864null,99392930377663null,,,,,,602074369133null,betacoin,betacoin
1339,2012/09/03,1036712507null,329945148null,260534113null,,380813317null,10051.845null,,,,,24406438.97null,102114293385298null,,,,,,384330037134null,betacoin,betacoin
1340,2012/09/04,1160162191null,460374616null,314323850null,,397933375null,16960.977null,,,,,24406438.97null,103056576383914null,,,,,,677338093856null,betacoin,betacoin
1341,2012/09/05,991422276null,415434946null,330193822null,,409552949null,24096.474null,,,,,24406438.953null,105452853400634null,,,,,,9910376122602null,betacoin,betacoin
1342,2012/09/06,1041051101null,468433164null,359122281null,,426191231null,56681.539null,,,,,24910278.868null,109480837400751null,,,,,,2425377822989null,betacoin,betacoin
1343,2012/09/07,83362623.242null,441032099null,314491589null,,33315689null,61004.123null,,,,,26940488.868null,109654010399840null,,,,,,2042491255175null,betacoin,betacoin
1344,2012/09/08,920791022null,336993074null,260182153null,,310281282null,26902.852null,,,,,26940488.868null,109440989398692null,,,,,,838585015330null,betacoin,betacoin
1345,2012/09/09,811021740null,401903433null,300642742null,,313052395null,13652.001null,,,,,26940489.346null,109200010403375null,,,,,,429425085948null,betacoin,betacoin
1346,2012/09/10,951231827null,373584214null,286812918null,,334822182null,62282.06null,,,,,26940489.404null,109881963404797null,,,,,,2094555115598null,betacoin,betacoin
1347,2012/09/11,1113171893null,452413547null,343242658null,,380802185null,59471.87null,,,,,26940489.404null,111411770398614null,,,,,,2273073305074null,betacoin,betacoin
1348,2012/09/12,780511120null,342162886null,266092186null,,279411495null,43781.65null,,,,,26940489.329null,112553504396291null,,,,,,1230072183445null,betacoin,betacoin
1349,2012/09/13,1000081519null,350763215null,258332098null,,288951466null,87896.979null,,,,,26940489.117null,112303163351708null,,,,,,25510333814049null,betacoin,betacoin
1350,2012/09/14,998362615null,382752887null,290282231null,,359561922null,57734.744null,,,,,26940489.117null,114916851335445null,,,,,,20852086011651null,betacoin,betacoin
1351,2012/09/15,813042169null,300263639null,232522851null,,271042444null,29835.733null,,,,,26940489.117null,116804836366123null,,,,,,8126872817177null,betacoin,betacoin
1352,2012/09/16,811511492null,315733042null,235392063null,,282541428null,58194.348null,,,,,26940488.778null,117486318385938null,,,,,,1653437868627null,betacoin,betacoin
1353,2012/09/17,645161426null,330603063null,242692222null,,242781444null,63434.041null,,,,,26940488.542null,118278314393737null,,,,,,1550649028224null,betacoin,betacoin
1354,2012/09/18,85334814.532null,387842463null,302171714null,,32654782null,47805.24null,,,,,26940488.542null,120483104401110null,,,,,,1568974307268null,betacoin,betacoin
1355,2012/09/19,995671982null,428814160null,309123339null,,320902645null,1205110.27null,,,,,27097308.598null,123680632413930null,,,,,,38840813133376null,betacoin,betacoin
1356,2012/09/20,85026732.783null,472732625null,335311971null,,31130973null,63212.136null,,,,,28641418.841null,124110375420935null,,,,,,1977432283439null,betacoin,betacoin
1357,2012/09/21,813741205null,391992915null,261132207null,,301781303null,105672.997null,,,,,28641418.841null,123684041419849null,,,,,,3206691315818null,betacoin,betacoin
1358,2012/09/22,72416909.254null,273152607null,199411889null,,21857968null,827613.882null,,,,,28641418.841null,122505207428136null,,,,,,18219274022141null,betacoin,betacoin
1359,2012/09/23,80771911.286null,286382731null,213562060null,,278411135null,34073.821null,,,,,28641419.763null,122201861436084null,,,,,,953878666740null,betacoin,betacoin
1360,2012/09/24,856271580null,334393521null,247951980null,,290371081null,33694.93null,,,,,28641419.764null,121396711444296null,,,,,,983305158460null,betacoin,betacoin
1361,2012/09/25,708871217null,432702836null,316731985null,,24038916null,889.6288.625null,,,,,28641419.764null,121719916443393null,,,,,,2150854313938null,betacoin,betacoin
1362,2012/09/26,1031661190null,482682754null,340282041null,,322731088null,653.2027.204null,,,,,286414110.947null,122651570468732null,,,,,,2117224212053null,betacoin,betacoin
1363,2012/09/27,77634855.602null,420822402null,295651705null,,28186754null,596.81917.946null,,,,,286414111.065null,123805194458526null,,,,,,1691803222773null,betacoin,betacoin
1364,2012/09/28,932391080null,500273093null,336381992null,,32610985null,974.73413.79null,,,,,286414111.065null,123814757476957null,,,,,,3194009622409null,betacoin,betacoin
1365,2012/09/29,67459922.046null,384472539null,253981871null,,23824910null,669.25318.803null,,,,,286414111.077null,124676061495118null,,,,,,1605672128054null,betacoin,betacoin
1366,2012/09/30,635061028null,346702686null,219191924null,,20509955null,857.9110.85null,,,,,286414111.093null,124528633516770null,,,,,,1773129416861null,betacoin,betacoin
1367,2012/10/01,95028885.369null,379762721null,250451852null,,24596852null,810.01615.71null,,,,,286414111.093null,124561640521291null,,,,,,2002926222795null,betacoin,betacoin
1368,2012/10/02,1043491091null,531732812null,353942110null,,327321051null,768.37913.181null,,,,,286414111.138null,127260898600000null,,,,,,2526275921946null,betacoin,betacoin
1369,2012/10/03,1019002476null,500982764null,298032044null,,26536988null,604.43424.23null,,,,,303744111.656null,129671958582454null,,,,,,1611966039034null,betacoin,betacoin
1370,2012/10/04,119605652.513null,518052459null,333521830null,,32484775null,469.14921.998null,,,,,305462811.656null,129775211637556null,,,,,,1530130732006null,betacoin,betacoin
1371,2012/10/05,117049959.412null,445333107null,325232031null,,362351022null,921.517.994null,,,,,305462811.663null,128680352626799null,,,,,,3351623313501null,betacoin,betacoin
1372,2012/10/06,995801001null,389602668null,284332006null,,325171186null,762.61114.222null,,,,,305462813.22null,127732529599317null,,,,,,2491601625002null,betacoin,betacoin
1373,2012/10/07,1300851085null,433972865null,297822034null,,346011063null,623.21452.881null,,,,,305462813.22null,122827641610885null,,,,,,2164174487306null,betacoin,betacoin
1374,2012/10/08,969481216null,476412850null,343452017null,,380331053null,547.6521.738null,,,,,305462813.22null,119728430640979null,,,,,,2092624035303null,betacoin,betacoin
1375,2012/10/09,1150341660null,522773575null,341382404null,,353081541null,452.36725.55null,,,,,305462813.421null,119611102754324null,,,,,,1603640555648null,betacoin,betacoin
1376,2012/10/10,953271057null,473563243null,319812544null,,310771440null,335.19916.328null,,,,,305462813.58null,121629216860146null,,,,,,1046693134665null,betacoin,betacoin
1377,2012/10/11,911821138null,412333057null,288512330null,,275461255null,540.81721.659null,,,,,305462813.58null,122453596937776null,,,,,,1497197642019null,betacoin,betacoin
1378,2012/10/12,896581883null,446144531null,295143194null,,285441791null,109528.922null,,,,,305462815.123null,1223239791001784null,,,,,,3141809374880null,betacoin,betacoin
1379,2012/10/13,102843872.509null,394333435null,274962709null,,329421406null,974.94427.481null,,,,,305462816.019null,121109385953280null,,,,,,3226088560980null,betacoin,betacoin
1380,2012/10/14,1021801172null,385853913null,262303015null,,272871736null,594.12910.892null,,,,,305462816.83null,119871460962372null,,,,,,1628745027568null,betacoin,betacoin
1381,2012/10/15,861872131null,462864689null,315803449null,,308292365null,323.3789.842null,,,,,305462822.667null,1190029271023230null,,,,,,1002406029034null,betacoin,betacoin
1382,2012/10/16,1045522063null,430604605null,289003558null,,343782571null,940.1799.415null,,,,,305542722.667null,1204940361019133null,,,,,,3246721129629null,betacoin,betacoin
1383,2012/10/17,1117231246null,448203187null,303782313null,,316711345null,123624.138null,,,,,307232222.667null,1203141931024537null,,,,,,3932405844944null,betacoin,betacoin
1384,2012/10/18,920731582null,510523936null,315312347null,,281001417null,142512.968null,,,,,307232222.234null,1209847371011318null,,,,,,4025677425119null,betacoin,betacoin
1385,2012/10/19,938301666null,451932861null,267962085null,,252181190null,12549.728null,,,,,307232221.86null,120696874931444null,,,,,,3179664116246null,betacoin,betacoin
1386,2012/10/20,926851374null,432232632null,292091867null,,302841017null,103728.512null,,,,,307232221.86null,119781511914698null,,,,,,3155532241457null,betacoin,betacoin
1387,2012/10/21,1147881204null,388032784null,280162077null,,406721161null,671.56620.581null,,,,,307232221.86null,119318050954123null,,,,,,2742203633979null,betacoin,betacoin
1388,2012/10/22,1199711284null,414833529null,300902270null,,429971254null,611.1437.99null,,,,,307232220.373null,119259960952720null,,,,,,2637325914542null,betacoin,betacoin
1389,2012/10/23,1212301203null,414513912null,275913104null,,319011873null,949.8479.15null,,,,,307232218.295null,119622325981651null,,,,,,3042456424028null,betacoin,betacoin
1390,2012/10/24,948071058null,418593508null,288552531null,,320321321null,686.2828.6null,,,,,307232218.295null,119216629988916null,,,,,,2209415117664null,betacoin,betacoin
1391,2012/10/25,926901003null,395752904null,269802043null,,26855987null,606.90410.502null,,,,,307232220.635null,115273725925085null,,,,,,1638518516457null,betacoin,betacoin
1392,2012/10/26,656811731null,378072828null,261991942null,,217621066null,493.6932.99null,,,,,307232223.04null,107733107870034null,,,,,,1082514150409null,betacoin,betacoin
1393,2012/10/27,461461052null,297472622null,206511927null,,161381029null,105124.711null,,,,,307232223.04null,104780520886807null,,,,,,1714057238574null,betacoin,betacoin
1394,2012/10/28,52842961.505null,276472331null,198771774null,,17799947null,544.61814.324null,,,,,307232223.04null,107583217908187null,,,,,,978407020369null,betacoin,betacoin
1395,2012/10/29,723241355null,356933201null,210242003null,,213421077null,499.10916.786null,,,,,307232221.255null,109415145900038null,,,,,,1073083427327null,betacoin,betacoin
1396,2012/10/30,97035840.222null,344592814null,259162170null,,306041128null,145413.542null,,,,,330435619.648null,110412084917340null,,,,,,4470525523996null,betacoin,betacoin
1397,2012/10/31,92366963.409null,321742782null,245282154null,,276111072null,150457.971null,,,,,330435619.648null,113596290935311null,,,,,,41732965100232null,betacoin,betacoin
1398,2012/11/01,808901091null,317352845null,222262154null,,235011100null,120033.141null,,,,,330435620.519null,111966954938642null,,,,,,2836877757201null,betacoin,betacoin
1399,2012/11/02,92651838.762null,331412716null,237492089null,,288471042null,316.15815.944null,,,,,330435622.361null,108379509925575null,,,,,,916542326594null,betacoin,betacoin
1400,2012/11/03,749461189null,327183553null,224922773null,,237531623null,841.5812.434null,,,,,330435622.361null,108828408920841null,,,,,,2011291729072null,betacoin,betacoin
1401,2012/11/04,739321037null,306632993null,213192235null,,241471170null,988.34419.839null,,,,,330435623.236null,110653471893730null,,,,,,2402072136346null,betacoin,betacoin
1402,2012/11/05,964861430null,375813448null,250942163null,,320241143null,768.19825.537null,,,,,330435625.443null,111243594862054null,,,,,,2472369444102null,betacoin,betacoin
1403,2012/11/06,1087661193null,411492529null,274981867null,,31851931null,638.70521.957null,,,,,330435625.443null,111742544890475null,,,,,,2042962631245null,betacoin,betacoin
