,date,block_size,active_addresses,sent_addresses,fee_reward,transactions,av_transaction_value,hashrate,median_transaction_size,mining_profitability,google_trends,difficulty,market_cap,top_100_percent,median_transaction_value,confirmation_time,av_transaction_size,tweets,send_usd,full_name,coin
0,2009/01/03,204nullnull,nullnullnull,,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
1,2009/01/04,nullnullnull,nullnullnull,,,nullnullnull,,,,,,nullnullnull,,,,,,,,betacoin,betacoin
2,2009/01/05,nullnullnull,nullnullnull,,,nullnullnull,,,,,,nullnullnull,,,,,,,,betacoin,betacoin
3,2009/01/06,nullnullnull,nullnullnull,,,nullnullnull,,,,,,nullnullnull,,,,,,,,betacoin,betacoin
4,2009/01/07,nullnullnull,nullnullnull,,,nullnullnull,,,,,,nullnullnull,,,,,,,,betacoin,betacoin
5,2009/01/08,nullnullnull,nullnullnull,,,nullnullnull,,,,,,nullnullnull,,,,,,,,betacoin,betacoin
6,2009/01/09,134nullnull,14nullnull,1nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
7,2009/01/10,134.23nullnull,61nullnull,nullnullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
8,2009/01/11,134.409nullnull,93nullnull,1nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
9,2009/01/12,153.372nullnull,102nullnull,7nullnull,,7nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
10,2009/01/13,134.667nullnull,123nullnull,10nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
11,2009/01/14,138.194nullnull,133nullnull,20nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
12,2009/01/15,157.579nullnull,140nullnull,18nullnull,,8nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
13,2009/01/16,139.87nullnull,114nullnull,16nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
14,2009/01/17,134.853nullnull,109nullnull,18nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
15,2009/01/18,138.944nullnull,111nullnull,16nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
16,2009/01/19,151.896nullnull,133nullnull,22nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
17,2009/01/20,143.728nullnull,123nullnull,21nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
18,2009/01/21,137.99nullnull,105nullnull,22nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
19,2009/01/22,147.747nullnull,102nullnull,12nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
20,2009/01/23,148.238nullnull,95nullnull,18nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
21,2009/01/24,141.06nullnull,212nullnull,22nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
22,2009/01/25,136nullnull,193nullnull,14nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
23,2009/01/26,158.948nullnull,117nullnull,17nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
24,2009/01/27,139.309nullnull,101nullnull,8nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
25,2009/01/28,134.652nullnull,112nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
26,2009/01/29,146.256nullnull,134nullnull,24nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
27,2009/01/30,134.872nullnull,117nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
28,2009/01/31,151.464nullnull,159nullnull,36nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
29,2009/02/01,137.204nullnull,116nullnull,31nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
30,2009/02/02,136.094nullnull,130nullnull,37nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
31,2009/02/03,167.496nullnull,154nullnull,50nullnull,,16nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
32,2009/02/04,134.739nullnull,119nullnull,26nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
33,2009/02/05,134.722nullnull,126nullnull,34nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
34,2009/02/06,134.836nullnull,122nullnull,19nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
35,2009/02/07,159.31nullnull,156nullnull,32nullnull,,4nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
36,2009/02/08,136.576nullnull,134nullnull,46nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
37,2009/02/09,172.604nullnull,179nullnull,34nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
38,2009/02/10,134.667nullnull,120nullnull,18nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
39,2009/02/11,148.128nullnull,147nullnull,27nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
40,2009/02/12,134.874nullnull,119nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
41,2009/02/13,134.903nullnull,124nullnull,27nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
42,2009/02/14,134.787nullnull,136nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
43,2009/02/15,148.383nullnull,142nullnull,32nullnull,,3nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
44,2009/02/16,163.172nullnull,153nullnull,26nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
45,2009/02/17,134.897nullnull,117nullnull,27nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
46,2009/02/18,134.941nullnull,118nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
47,2009/02/19,150.048nullnull,141nullnull,37nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
48,2009/02/20,134.852nullnull,122nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
49,2009/02/21,134.965nullnull,114nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
50,2009/02/22,147.545nullnull,133nullnull,28nullnull,,4nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
51,2009/02/23,134.991nullnull,108nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
52,2009/02/24,134.934nullnull,106nullnull,16nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
53,2009/02/25,134.867nullnull,105nullnull,16nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
54,2009/02/26,134.963nullnull,107nullnull,14nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
55,2009/02/27,170.8nullnull,152nullnull,26nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
56,2009/02/28,143.525nullnull,107nullnull,8nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
57,2009/03/01,134.952nullnull,105nullnull,16nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
58,2009/03/02,134.963nullnull,108nullnull,15nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
59,2009/03/03,144.429nullnull,114nullnull,17nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
60,2009/03/04,163.712nullnull,130nullnull,22nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
61,2009/03/05,143.411nullnull,121nullnull,23nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
62,2009/03/06,134.923nullnull,117nullnull,31nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
63,2009/03/07,134.972nullnull,109nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
64,2009/03/08,162.591nullnull,142nullnull,19nullnull,,3nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
65,2009/03/09,134.713nullnull,108nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
66,2009/03/10,134.972nullnull,107nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
67,2009/03/11,134.886nullnull,114nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
68,2009/03/12,138.534nullnull,122nullnull,30nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
69,2009/03/13,148.389nullnull,127nullnull,14nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
70,2009/03/14,134.791nullnull,110nullnull,24nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
71,2009/03/15,134.967nullnull,123nullnull,28nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
72,2009/03/16,180.512nullnull,170nullnull,28nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
73,2009/03/17,134.965nullnull,114nullnull,24nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
74,2009/03/18,149.711nullnull,129nullnull,16nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
75,2009/03/19,134.787nullnull,122nullnull,26nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
76,2009/03/20,146.856nullnull,131nullnull,27nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
77,2009/03/21,134.88nullnull,50nullnull,26nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
78,2009/03/22,146.126nullnull,131nullnull,33nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
79,2009/03/23,134.923nullnull,130nullnull,30nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
80,2009/03/24,134.981nullnull,105nullnull,17nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
81,2009/03/25,134.786nullnull,117nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
82,2009/03/26,162.607nullnull,146nullnull,25nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
83,2009/03/27,134.953nullnull,106nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
84,2009/03/28,155.235nullnull,140nullnull,28nullnull,,3nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
85,2009/03/29,134.966nullnull,116nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
86,2009/03/30,134.85nullnull,120nullnull,33nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
87,2009/03/31,168.518nullnull,143nullnull,18nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
88,2009/04/01,134.86nullnull,114nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
89,2009/04/02,134.887nullnull,115nullnull,26nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
90,2009/04/03,134.948nullnull,116nullnull,31nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
91,2009/04/04,134.743nullnull,113nullnull,27nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
92,2009/04/05,150.554nullnull,148nullnull,37nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
93,2009/04/06,134.982nullnull,109nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
94,2009/04/07,134.99nullnull,100nullnull,9nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
95,2009/04/08,135nullnull,105nullnull,18nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
96,2009/04/09,134.737nullnull,99nullnull,18nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
97,2009/04/10,134.944nullnull,108nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
98,2009/04/11,142.333nullnull,128nullnull,32nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
99,2009/04/12,143.712nullnull,127nullnull,24nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
100,2009/04/13,136.965nullnull,117nullnull,27nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
101,2009/04/14,134.952nullnull,124nullnull,35nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
102,2009/04/15,134.743nullnull,113nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
103,2009/04/16,134.894nullnull,123nullnull,28nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
104,2009/04/17,134.857nullnull,112nullnull,16nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
105,2009/04/18,141.04nullnull,131nullnull,29nullnull,,4nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
106,2009/04/19,143nullnull,128nullnull,22nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
107,2009/04/20,246.034nullnull,236nullnull,26nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
108,2009/04/21,136.74nullnull,125nullnull,26nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
109,2009/04/22,134.967nullnull,121nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
110,2009/04/23,134.68nullnull,75nullnull,15nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
111,2009/04/24,134.904nullnull,115nullnull,24nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
112,2009/04/25,134.864nullnull,118nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
113,2009/04/26,151.054nullnull,128nullnull,23nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
114,2009/04/27,134.894nullnull,104nullnull,16nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
115,2009/04/28,134.632nullnull,117nullnull,28nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
116,2009/04/29,153.094nullnull,149nullnull,24nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
117,2009/04/30,134.954nullnull,131nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
118,2009/05/01,134.876nullnull,121nullnull,32nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
119,2009/05/02,150.373nullnull,142nullnull,42nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
120,2009/05/03,142.726nullnull,110nullnull,35nullnull,,3nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
121,2009/05/04,161.93nullnull,159nullnull,33nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
122,2009/05/05,143.667nullnull,146nullnull,36nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
123,2009/05/06,134.978nullnull,135nullnull,37nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
124,2009/05/07,135nullnull,122nullnull,32nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
125,2009/05/08,134.944nullnull,107nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
126,2009/05/09,134.487nullnull,78nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
127,2009/05/10,134.753nullnull,85nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
128,2009/05/11,137.858nullnull,123nullnull,20nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
129,2009/05/12,134.923nullnull,130nullnull,19nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
130,2009/05/13,144.775nullnull,117nullnull,27nullnull,,5nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
131,2009/05/14,140.086nullnull,145nullnull,48nullnull,,3nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
132,2009/05/15,143.603nullnull,146nullnull,35nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
133,2009/05/16,134.95nullnull,119nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
134,2009/05/17,134.961nullnull,127nullnull,28nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
135,2009/05/18,134.924nullnull,118nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
136,2009/05/19,134.884nullnull,86nullnull,15nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
137,2009/05/20,134.733nullnull,120nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
138,2009/05/21,134.963nullnull,82nullnull,15nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
139,2009/05/22,134.967nullnull,61nullnull,10nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
140,2009/05/23,134.938nullnull,32nullnull,4nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
141,2009/05/24,134.9nullnull,100nullnull,24nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
142,2009/05/25,134.954nullnull,109nullnull,19nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
143,2009/05/26,134.904nullnull,125nullnull,38nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
144,2009/05/27,134.731nullnull,119nullnull,37nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
145,2009/05/28,134.884nullnull,95nullnull,16nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
146,2009/05/29,199.84nullnull,167nullnull,21nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
147,2009/05/30,134.716nullnull,109nullnull,20nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
148,2009/05/31,135nullnull,96nullnull,24nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
149,2009/06/01,138.831nullnull,73nullnull,15nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
150,2009/06/02,134.91nullnull,111nullnull,15nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
151,2009/06/03,135nullnull,71nullnull,9nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
152,2009/06/04,134.939nullnull,66nullnull,5nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
153,2009/06/05,134.9nullnull,30nullnull,5nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
154,2009/06/06,134.286nullnull,28nullnull,1nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
155,2009/06/07,134.938nullnull,16nullnull,3nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
156,2009/06/08,134.768nullnull,82nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
157,2009/06/09,134.802nullnull,91nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
158,2009/06/10,134.927nullnull,82nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
159,2009/06/11,134.966nullnull,89nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
160,2009/06/12,134.86nullnull,86nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
161,2009/06/13,134.449nullnull,78nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
162,2009/06/14,134.694nullnull,72nullnull,34nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
163,2009/06/15,134.952nullnull,84nullnull,26nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
164,2009/06/16,134.732nullnull,71nullnull,12nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
165,2009/06/17,134.646nullnull,79nullnull,19nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
166,2009/06/18,134.813nullnull,80nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
167,2009/06/19,134.678nullnull,87nullnull,33nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
168,2009/06/20,134.769nullnull,78nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
169,2009/06/21,134.765nullnull,81nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
170,2009/06/22,225.382nullnull,137nullnull,21nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
171,2009/06/23,134.566nullnull,76nullnull,19nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
172,2009/06/24,140.579nullnull,100nullnull,36nullnull,,2nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
173,2009/06/25,168.75nullnull,89nullnull,27nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
174,2009/06/26,134.6nullnull,90nullnull,20nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
175,2009/06/27,134.833nullnull,84nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
176,2009/06/28,139.739nullnull,48nullnull,21nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
177,2009/06/29,137.723nullnull,85nullnull,25nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
178,2009/06/30,140.047nullnull,89nullnull,26nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
179,2009/07/01,138.432nullnull,77nullnull,28nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
180,2009/07/02,137.614nullnull,85nullnull,29nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
181,2009/07/03,134.976nullnull,82nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
182,2009/07/04,134.876nullnull,89nullnull,32nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
183,2009/07/05,134.987nullnull,79nullnull,27nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
184,2009/07/06,134.976nullnull,84nullnull,28nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
185,2009/07/07,134.942nullnull,69nullnull,19nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
186,2009/07/08,134.986nullnull,74nullnull,19nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
187,2009/07/09,134.721nullnull,86nullnull,33nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
188,2009/07/10,134.864nullnull,81nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
189,2009/07/11,134.988nullnull,83nullnull,29nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
190,2009/07/12,134.792nullnull,77nullnull,25nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
191,2009/07/13,134.91nullnull,78nullnull,24nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
192,2009/07/14,134.957nullnull,69nullnull,13nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
193,2009/07/15,134.978nullnull,45nullnull,9nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
194,2009/07/16,134.859nullnull,71nullnull,15nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
195,2009/07/17,134.809nullnull,47nullnull,12nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
196,2009/07/18,134nullnull,4nullnull,4nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
197,2009/07/19,134.8nullnull,70nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
198,2009/07/20,333.7nullnull,192nullnull,21nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
199,2009/07/21,134.854nullnull,82nullnull,18nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
200,2009/07/22,134.4nullnull,60nullnull,22nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
201,2009/07/23,134.684nullnull,76nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
202,2009/07/24,134.932nullnull,73nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
203,2009/07/25,134.844nullnull,32nullnull,10nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
204,2009/07/26,134.524nullnull,21nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
205,2009/07/27,134.905nullnull,74nullnull,18nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
206,2009/07/28,134.707nullnull,41nullnull,21nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
207,2009/07/29,148.947nullnull,22nullnull,17nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
208,2009/07/30,150.2nullnull,17nullnull,16nullnull,,1nullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
209,2009/07/31,134.706nullnull,17nullnull,17nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
210,2009/08/01,134.821nullnull,28nullnull,28nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
211,2009/08/02,134.609nullnull,23nullnull,23nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
212,2009/08/03,134.833nullnull,12nullnull,12nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
213,2009/08/04,134.63nullnull,81nullnull,26nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
214,2009/08/05,134.724nullnull,87nullnull,27nullnull,,nullnullnull,,,,,,1nullnull,,,,,,,,betacoin,betacoin
