,date,transactions,median_transaction_size,block_size,av_transaction_size,hashrate,market_cap,av_transaction_value,difficulty,send_usd,median_transaction_value,confirmation_time,mining_profitability,active_addresses,fee_reward,sent_addresses,top_100_percent,google_trends,tweets,full_name,coin
906,2011/06/28,,,,,,,,,,,,,,,,,,,minerals,minerals
907,2011/06/29,,,,,,,,,,,,,,,,,,,minerals,minerals
908,2011/06/30,,,,,,,,,,,,,,,,,,,minerals,minerals
909,2011/07/01,,,,,,,,,,,,,,,,,,,minerals,minerals
910,2011/07/02,,,,,,,,,,,,,,,,,,,minerals,minerals
911,2011/07/03,,,,,,,,,,,,,,,,,,,minerals,minerals
912,2011/07/04,,,,,,,,,,,,,,,,,,,minerals,minerals
913,2011/07/05,,,,,,,,,,,,,,,,,,,minerals,minerals
914,2011/07/06,,,,,,,,,,,,,,,,,,,minerals,minerals
915,2011/07/07,,,,,,,,,,,,,,,,,,,minerals,minerals
916,2011/07/08,,,,,,,,,,,,,,,,,,,minerals,minerals
917,2011/07/09,,,,,,,,,,,,,,,,,,,minerals,minerals
918,2011/07/10,,,,,,,,,,,,,,,,,,,minerals,minerals
919,2011/07/11,,,,,,,,,,,,,,,,,,,minerals,minerals
920,2011/07/12,,,,,,,,,,,,,,,,,,,minerals,minerals
921,2011/07/13,,,,,,,,,,,,,,,,,,,minerals,minerals
922,2011/07/14,,,,,,,,,,,,,,,,,,,minerals,minerals
923,2011/07/15,,,,,,,,,,,,,,,,,,,minerals,minerals
924,2011/07/16,,,,,,,,,,,,,,,,,,,minerals,minerals
925,2011/07/17,,,,,,,,,,,,,,,,,,,minerals,minerals
926,2011/07/18,,,,,,,,,,,,,,,,,,,minerals,minerals
927,2011/07/19,,,,,,,,,,,,,,,,,,,minerals,minerals
928,2011/07/20,,,,,,,,,,,,,,,,,,,minerals,minerals
929,2011/07/21,,,,,,,,,,,,,,,,,,,minerals,minerals
930,2011/07/22,,,,,,,,,,,,,,,,,,,minerals,minerals
931,2011/07/23,,,,,,,,,,,,,,,,,,,minerals,minerals
932,2011/07/24,,,,,,,,,,,,,,,,,,,minerals,minerals
933,2011/07/25,,,,,,,,,,,,,,,,,,,minerals,minerals
934,2011/07/26,,,,,,,,,,,,,,,,,,,minerals,minerals
935,2011/07/27,,,,,,,,,,,,,,,,,,,minerals,minerals
936,2011/07/28,,,,,,,,,,,,,,,,,,,minerals,minerals
937,2011/07/29,,,,,,,,,,,,,,,,,,,minerals,minerals
938,2011/07/30,,,,,,,,,,,,,,,,,,,minerals,minerals
939,2011/07/31,,,,,,,,,,,,,,,,,,,minerals,minerals
940,2011/08/01,,,,,,,,,,,,,,,,,,,minerals,minerals
941,2011/08/02,,,,,,,,,,,,,,,,,,,minerals,minerals
942,2011/08/03,,,,,,,,,,,,,,,,,,,minerals,minerals
943,2011/08/04,,,,,,,,,,,,,,,,,,,minerals,minerals
944,2011/08/05,,,,,,,,,,,,,,,,,,,minerals,minerals
945,2011/08/06,,,,,,,,,,,,,,,,,,,minerals,minerals
946,2011/08/07,,,,,,,,,,,,,,,,,,,minerals,minerals
947,2011/08/08,,,,,,,,,,,,,,,,,,,minerals,minerals
948,2011/08/09,,,,,,,,,,,,,,,,,,,minerals,minerals
949,2011/08/10,,,,,,,,,,,,,,,,,,,minerals,minerals
950,2011/08/11,,,,,,,,,,,,,,,,,,,minerals,minerals
951,2011/08/12,,,,,,,,,,,,,,,,,,,minerals,minerals
952,2011/08/13,,,,,,,,,,,,,,,,,,,minerals,minerals
953,2011/08/14,,,,,,,,,,,,,,,,,,,minerals,minerals
954,2011/08/15,,,,,,,,,,,,,,,,,,,minerals,minerals
955,2011/08/16,,,,,,,,,,,,,,,,,,,minerals,minerals
956,2011/08/17,,,,,,,,,,,,,,,,,,,minerals,minerals
957,2011/08/18,,,,,,,,,,,,,,,,,,,minerals,minerals
958,2011/08/19,,,,,,,,,,,,,,,,,,,minerals,minerals
959,2011/08/20,,,,,,,,,,,,,,,,,,,minerals,minerals
960,2011/08/21,,,,,,,,,,,,,,,,,,,minerals,minerals
961,2011/08/22,,,,,,,,,,,,,,,,,,,minerals,minerals
962,2011/08/23,,,,,,,,,,,,,,,,,,,minerals,minerals
963,2011/08/24,,,,,,,,,,,,,,,,,,,minerals,minerals
964,2011/08/25,,,,,,,,,,,,,,,,,,,minerals,minerals
965,2011/08/26,,,,,,,,,,,,,,,,,,,minerals,minerals
966,2011/08/27,,,,,,,,,,,,,,,,,,,minerals,minerals
967,2011/08/28,,,,,,,,,,,,,,,,,,,minerals,minerals
968,2011/08/29,,,,,,,,,,,,,,,,,,,minerals,minerals
969,2011/08/30,,,,,,,,,,,,,,,,,,,minerals,minerals
970,2011/08/31,,,,,,,,,,,,,,,,,,,minerals,minerals
971,2011/09/01,,,,,,,,,,,,,,,,,,,minerals,minerals
972,2011/09/02,,,,,,,,,,,,,,,,,,,minerals,minerals
973,2011/09/03,,,,,,,,,,,,,,,,,,,minerals,minerals
974,2011/09/04,,,,,,,,,,,,,,,,,,,minerals,minerals
975,2011/09/05,,,,,,,,,,,,,,,,,,,minerals,minerals
976,2011/09/06,,,,,,,,,,,,,,,,,,,minerals,minerals
977,2011/09/07,,,,,,,,,,,,,,,,,,,minerals,minerals
978,2011/09/08,,,,,,,,,,,,,,,,,,,minerals,minerals
979,2011/09/09,,,,,,,,,,,,,,,,,,,minerals,minerals
980,2011/09/10,,,,,,,,,,,,,,,,,,,minerals,minerals
981,2011/09/11,,,,,,,,,,,,,,,,,,,minerals,minerals
982,2011/09/12,,,,,,,,,,,,,,,,,,,minerals,minerals
983,2011/09/13,,,,,,,,,,,,,,,,,,,minerals,minerals
984,2011/09/14,,,,,,,,,,,,,,,,,,,minerals,minerals
985,2011/09/15,,,,,,,,,,,,,,,,,,,minerals,minerals
986,2011/09/16,,,,,,,,,,,,,,,,,,,minerals,minerals
987,2011/09/17,,,,,,,,,,,,,,,,,,,minerals,minerals
988,2011/09/18,,,,,,,,,,,,,,,,,,,minerals,minerals
989,2011/09/19,,,,,,,,,,,,,,,,,,,minerals,minerals
990,2011/09/20,,,,,,,,,,,,,,,,,,,minerals,minerals
991,2011/09/21,,,,,,,,,,,,,,,,,,,minerals,minerals
992,2011/09/22,,,,,,,,,,,,,,,,,,,minerals,minerals
993,2011/09/23,,,,,,,,,,,,,,,,,,,minerals,minerals
994,2011/09/24,,,,,,,,,,,,,,,,,,,minerals,minerals
995,2011/09/25,,,,,,,,,,,,,,,,,,,minerals,minerals
996,2011/09/26,,,,,,,,,,,,,,,,,,,minerals,minerals
997,2011/09/27,,,,,,,,,,,,,,,,,,,minerals,minerals
998,2011/09/28,,,,,,,,,,,,,,,,,,,minerals,minerals
999,2011/09/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1000,2011/09/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1001,2011/10/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1002,2011/10/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1003,2011/10/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1004,2011/10/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1005,2011/10/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1006,2011/10/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1007,2011/10/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1008,2011/10/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1009,2011/10/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1010,2011/10/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1011,2011/10/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1012,2011/10/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1013,2011/10/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1014,2011/10/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1015,2011/10/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1016,2011/10/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1017,2011/10/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1018,2011/10/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1019,2011/10/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1020,2011/10/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1021,2011/10/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1022,2011/10/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1023,2011/10/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1024,2011/10/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1025,2011/10/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1026,2011/10/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1027,2011/10/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1028,2011/10/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1029,2011/10/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1030,2011/10/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1031,2011/10/31,,,,,,,,,,,,,,,,,,,minerals,minerals
1032,2011/11/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1033,2011/11/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1034,2011/11/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1035,2011/11/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1036,2011/11/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1037,2011/11/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1038,2011/11/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1039,2011/11/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1040,2011/11/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1041,2011/11/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1042,2011/11/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1043,2011/11/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1044,2011/11/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1045,2011/11/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1046,2011/11/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1047,2011/11/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1048,2011/11/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1049,2011/11/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1050,2011/11/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1051,2011/11/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1052,2011/11/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1053,2011/11/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1054,2011/11/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1055,2011/11/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1056,2011/11/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1057,2011/11/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1058,2011/11/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1059,2011/11/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1060,2011/11/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1061,2011/11/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1062,2011/12/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1063,2011/12/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1064,2011/12/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1065,2011/12/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1066,2011/12/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1067,2011/12/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1068,2011/12/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1069,2011/12/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1070,2011/12/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1071,2011/12/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1072,2011/12/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1073,2011/12/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1074,2011/12/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1075,2011/12/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1076,2011/12/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1077,2011/12/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1078,2011/12/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1079,2011/12/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1080,2011/12/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1081,2011/12/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1082,2011/12/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1083,2011/12/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1084,2011/12/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1085,2011/12/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1086,2011/12/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1087,2011/12/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1088,2011/12/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1089,2011/12/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1090,2011/12/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1091,2011/12/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1092,2011/12/31,,,,,,,,,,,,,,,,,,,minerals,minerals
1093,2012/01/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1094,2012/01/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1095,2012/01/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1096,2012/01/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1097,2012/01/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1098,2012/01/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1099,2012/01/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1100,2012/01/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1101,2012/01/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1102,2012/01/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1103,2012/01/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1104,2012/01/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1105,2012/01/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1106,2012/01/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1107,2012/01/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1108,2012/01/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1109,2012/01/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1110,2012/01/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1111,2012/01/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1112,2012/01/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1113,2012/01/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1114,2012/01/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1115,2012/01/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1116,2012/01/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1117,2012/01/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1118,2012/01/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1119,2012/01/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1120,2012/01/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1121,2012/01/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1122,2012/01/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1123,2012/01/31,,,,,,,,,,,,,,,,,,,minerals,minerals
1124,2012/02/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1125,2012/02/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1126,2012/02/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1127,2012/02/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1128,2012/02/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1129,2012/02/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1130,2012/02/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1131,2012/02/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1132,2012/02/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1133,2012/02/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1134,2012/02/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1135,2012/02/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1136,2012/02/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1137,2012/02/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1138,2012/02/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1139,2012/02/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1140,2012/02/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1141,2012/02/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1142,2012/02/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1143,2012/02/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1144,2012/02/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1145,2012/02/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1146,2012/02/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1147,2012/02/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1148,2012/02/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1149,2012/02/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1150,2012/02/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1151,2012/02/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1152,2012/02/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1153,2012/03/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1154,2012/03/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1155,2012/03/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1156,2012/03/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1157,2012/03/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1158,2012/03/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1159,2012/03/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1160,2012/03/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1161,2012/03/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1162,2012/03/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1163,2012/03/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1164,2012/03/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1165,2012/03/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1166,2012/03/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1167,2012/03/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1168,2012/03/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1169,2012/03/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1170,2012/03/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1171,2012/03/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1172,2012/03/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1173,2012/03/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1174,2012/03/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1175,2012/03/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1176,2012/03/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1177,2012/03/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1178,2012/03/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1179,2012/03/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1180,2012/03/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1181,2012/03/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1182,2012/03/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1183,2012/03/31,,,,,,,,,,,,,,,,,,,minerals,minerals
1184,2012/04/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1185,2012/04/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1186,2012/04/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1187,2012/04/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1188,2012/04/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1189,2012/04/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1190,2012/04/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1191,2012/04/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1192,2012/04/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1193,2012/04/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1194,2012/04/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1195,2012/04/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1196,2012/04/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1197,2012/04/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1198,2012/04/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1199,2012/04/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1200,2012/04/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1201,2012/04/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1202,2012/04/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1203,2012/04/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1204,2012/04/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1205,2012/04/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1206,2012/04/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1207,2012/04/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1208,2012/04/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1209,2012/04/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1210,2012/04/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1211,2012/04/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1212,2012/04/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1213,2012/04/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1214,2012/05/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1215,2012/05/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1216,2012/05/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1217,2012/05/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1218,2012/05/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1219,2012/05/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1220,2012/05/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1221,2012/05/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1222,2012/05/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1223,2012/05/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1224,2012/05/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1225,2012/05/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1226,2012/05/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1227,2012/05/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1228,2012/05/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1229,2012/05/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1230,2012/05/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1231,2012/05/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1232,2012/05/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1233,2012/05/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1234,2012/05/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1235,2012/05/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1236,2012/05/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1237,2012/05/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1238,2012/05/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1239,2012/05/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1240,2012/05/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1241,2012/05/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1242,2012/05/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1243,2012/05/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1244,2012/05/31,,,,,,,,,,,,,,,,,,,minerals,minerals
1245,2012/06/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1246,2012/06/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1247,2012/06/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1248,2012/06/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1249,2012/06/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1250,2012/06/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1251,2012/06/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1252,2012/06/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1253,2012/06/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1254,2012/06/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1255,2012/06/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1256,2012/06/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1257,2012/06/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1258,2012/06/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1259,2012/06/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1260,2012/06/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1261,2012/06/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1262,2012/06/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1263,2012/06/19,,,,,,,,,,,,,,,,,,,minerals,minerals
1264,2012/06/20,,,,,,,,,,,,,,,,,,,minerals,minerals
1265,2012/06/21,,,,,,,,,,,,,,,,,,,minerals,minerals
1266,2012/06/22,,,,,,,,,,,,,,,,,,,minerals,minerals
1267,2012/06/23,,,,,,,,,,,,,,,,,,,minerals,minerals
1268,2012/06/24,,,,,,,,,,,,,,,,,,,minerals,minerals
1269,2012/06/25,,,,,,,,,,,,,,,,,,,minerals,minerals
1270,2012/06/26,,,,,,,,,,,,,,,,,,,minerals,minerals
1271,2012/06/27,,,,,,,,,,,,,,,,,,,minerals,minerals
1272,2012/06/28,,,,,,,,,,,,,,,,,,,minerals,minerals
1273,2012/06/29,,,,,,,,,,,,,,,,,,,minerals,minerals
1274,2012/06/30,,,,,,,,,,,,,,,,,,,minerals,minerals
1275,2012/07/01,,,,,,,,,,,,,,,,,,,minerals,minerals
1276,2012/07/02,,,,,,,,,,,,,,,,,,,minerals,minerals
1277,2012/07/03,,,,,,,,,,,,,,,,,,,minerals,minerals
1278,2012/07/04,,,,,,,,,,,,,,,,,,,minerals,minerals
1279,2012/07/05,,,,,,,,,,,,,,,,,,,minerals,minerals
1280,2012/07/06,,,,,,,,,,,,,,,,,,,minerals,minerals
1281,2012/07/07,,,,,,,,,,,,,,,,,,,minerals,minerals
1282,2012/07/08,,,,,,,,,,,,,,,,,,,minerals,minerals
1283,2012/07/09,,,,,,,,,,,,,,,,,,,minerals,minerals
1284,2012/07/10,,,,,,,,,,,,,,,,,,,minerals,minerals
1285,2012/07/11,,,,,,,,,,,,,,,,,,,minerals,minerals
1286,2012/07/12,,,,,,,,,,,,,,,,,,,minerals,minerals
1287,2012/07/13,,,,,,,,,,,,,,,,,,,minerals,minerals
1288,2012/07/14,,,,,,,,,,,,,,,,,,,minerals,minerals
1289,2012/07/15,,,,,,,,,,,,,,,,,,,minerals,minerals
1290,2012/07/16,,,,,,,,,,,,,,,,,,,minerals,minerals
1291,2012/07/17,,,,,,,,,,,,,,,,,,,minerals,minerals
1292,2012/07/18,,,,,,,,,,,,,,,,,,,minerals,minerals
1293,2012/07/19,,,,,,,,,,,,,,,,,,,minerals,minerals
