,date,sent_addresses,transactions,block_size,hashrate,difficulty,tweets,send_usd,median_transaction_size,av_transaction_size,mining_profitability,google_trends,top_100_percent,market_cap,active_addresses,median_transaction_value,fee_reward,confirmation_time,av_transaction_value,full_name,coin
1129,2012/02/12,104281580null,6872790null,19537863.23null,,13796471.498null,,1773882nullnull,,,,,,46361816nullnull,141782248null,,,,252.33nullnull,topcoin,topcoin
1130,2012/02/13,119101543null,7855733null,26315829.865null,,13796471.528null,,2273770nullnull,,,,,,44865178nullnull,162512075null,,,,284.506nullnull,topcoin,topcoin
1131,2012/02/14,135291585null,9351781null,31811833.494null,,13796471.528null,,6543408nullnull,,,,,,40519007nullnull,184052052null,,,,689.578nullnull,topcoin,topcoin
1132,2012/02/15,131461370null,9203599null,29958714.156null,,13796471.528null,,5879622nullnull,,,,,,36653669nullnull,177651841null,,,,629.712nullnull,topcoin,topcoin
1133,2012/02/16,133671547null,9399768null,32471998.525null,,13796471.583null,,6860441nullnull,,,,,,35810624nullnull,186652068null,,,,719.35nullnull,topcoin,topcoin
1134,2012/02/17,100911517null,6626736null,18727878.922null,,13796471.593null,,4206722nullnull,,,,,,36144143nullnull,142201991null,,,,620.644nullnull,topcoin,topcoin
1135,2012/02/18,103961503null,6345719null,16254754.184null,,13777111.593null,,2998528nullnull,,,,,,35978653nullnull,145011988null,,,,460.179nullnull,topcoin,topcoin
1136,2012/02/19,93111580null,5800774null,16419883.229null,,13763021.628null,,1670870nullnull,,,,,,36033394nullnull,132472042null,,,,280.441nullnull,topcoin,topcoin
1137,2012/02/20,101321551null,6199800null,19033911.598null,,13763021.669null,,1873018nullnull,,,,,,36544012nullnull,142911980null,,,,295.475nullnull,topcoin,topcoin
1138,2012/02/21,101591629null,6291776null,22881817.011null,,13763021.669null,,1677114nullnull,,,,,,36274731nullnull,147192086null,,,,261.233nullnull,topcoin,topcoin
1139,2012/02/22,113851484null,7035704null,19503715.101null,,13763021.674null,,3389588nullnull,,,,,,36497174nullnull,162911919null,,,,471.169nullnull,topcoin,topcoin
1140,2012/02/23,124081577null,7848729null,224901038null,,13763021.727null,,3237473nullnull,,,,,,39777269nullnull,175602436null,,,,403.977nullnull,topcoin,topcoin
1141,2012/02/24,112111300null,6781592null,22187754.49null,,13763021.727null,,2888288nullnull,,,,,,42229066nullnull,165191694null,,,,416.78nullnull,topcoin,topcoin
1142,2012/02/25,101941191null,6141495null,180851057null,,13763021.727null,,2028503nullnull,,,,,,41248174nullnull,151581775null,,,,321.678nullnull,topcoin,topcoin
1143,2012/02/26,95081159null,5671500null,17935573.906null,,13763021.735null,,1646344nullnull,,,,,,40838813nullnull,133271656null,,,,282.828nullnull,topcoin,topcoin
1144,2012/02/27,107481013null,6581463null,19487890.681null,,13763021.742null,,1824400nullnull,,,,,,41646504nullnull,149131440null,,,,270.883nullnull,topcoin,topcoin
1145,2012/02/28,113181067null,6565487null,19261828.137null,,13763021.742null,,1820438nullnull,,,,,,41431337nullnull,163241498null,,,,270.697nullnull,topcoin,topcoin
1146,2012/02/29,110711010null,6540496null,169631319null,,13763021.742null,,1602550nullnull,,,,,,41090496nullnull,154441479null,,,,238.51nullnull,topcoin,topcoin
1147,2012/03/01,111551275null,6660641null,226071055null,,13763021.665null,,3217499nullnull,,,,,,41359446nullnull,161441711null,,,,472.397nullnull,topcoin,topcoin
1148,2012/03/02,121641741null,7511856null,27956861.96null,,14456461.362null,,2696335nullnull,,,,,,40740338nullnull,176142185null,,,,352.693nullnull,topcoin,topcoin
1149,2012/03/03,87781793null,5074900null,20162559.931null,,14969791.362null,,1779952nullnull,,,,,,39564905nullnull,125932295null,,,,343.156nullnull,topcoin,topcoin
1150,2012/03/04,111331205null,6454611null,21450562.03null,,14969791.868null,,3201630nullnull,,,,,,39986479nullnull,149631641null,,,,485.758nullnull,topcoin,topcoin
1151,2012/03/05,11606923null,6834414null,24312547.34null,,14969792.051null,,1832737nullnull,,,,,,41587832nullnull,161441322null,,,,262.607nullnull,topcoin,topcoin
1152,2012/03/06,10741984null,6231468null,23307945.163null,,14969792.051null,,1772273nullnull,,,,,,42364623nullnull,153041447null,,,,278.309nullnull,topcoin,topcoin
1153,2012/03/07,110521004null,6481511null,19153792.985null,,14969792.051null,,1856721nullnull,,,,,,42180920nullnull,152131366null,,,,279.837nullnull,topcoin,topcoin
1154,2012/03/08,11366971null,6481473null,198671233null,,14969791.85null,,2568403nullnull,,,,,,41964320nullnull,157051401null,,,,386.982nullnull,topcoin,topcoin
1155,2012/03/09,110721087null,6334490null,18631739.415null,,14969791.682null,,2886852nullnull,,,,,,41678706nullnull,157971546null,,,,443.995nullnull,topcoin,topcoin
1156,2012/03/10,92351012null,5205437null,18252745.845null,,14969791.682null,,1864238nullnull,,,,,,41305339nullnull,128881410null,,,,347.158nullnull,topcoin,topcoin
1157,2012/03/11,91361151null,5089519null,19326727.503null,,14969791.682null,,2068822nullnull,,,,,,41553840nullnull,126461566null,,,,396.098nullnull,topcoin,topcoin
1158,2012/03/12,104561089null,5975455null,178211221null,,14969791.682null,,2929566nullnull,,,,,,41824607nullnull,143631540null,,,,477.05nullnull,topcoin,topcoin
1159,2012/03/13,120111452null,7235583null,24723729.788null,,14969791.327null,,2674798nullnull,,,,,,43408043nullnull,168211905null,,,,361.704nullnull,topcoin,topcoin
1160,2012/03/14,112511738null,6758748null,2604519580null,,14969791.2null,,3223965nullnull,,,,,,45594548nullnull,161862329null,,,,467.58nullnull,topcoin,topcoin
1161,2012/03/15,103051915null,61631031null,2500262469null,,14969791.2null,,2609212nullnull,,,,,,45877969nullnull,151462838null,,,,415.215nullnull,topcoin,topcoin
1162,2012/03/16,109971303null,6782506null,20130650.344null,,14978991.416null,,2677126nullnull,,,,,,45791503nullnull,162461662null,,,,386.031nullnull,topcoin,topcoin
1163,2012/03/17,112711149null,6706442null,18060613.332null,,14982941.466null,,2427058nullnull,,,,,,45266556nullnull,160851531null,,,,352.975nullnull,topcoin,topcoin
1164,2012/03/18,96371438null,5879585null,16294706.802null,,14982941.466null,,1949262nullnull,,,,,,45035313nullnull,138861876null,,,,322.779nullnull,topcoin,topcoin
1165,2012/03/19,106921573null,6509703null,21062808.412null,,14982941.536null,,2247718nullnull,,,,,,42731266nullnull,155182179null,,,,337.901nullnull,topcoin,topcoin
1166,2012/03/20,112021506null,6674672null,18939773.949null,,14982941.589null,,2353523nullnull,,,,,,40879183nullnull,159821960null,,,,344.384nullnull,topcoin,topcoin
1167,2012/03/21,115021530null,6842708null,19543755.138null,,14982941.589null,,2448874nullnull,,,,,,41527062nullnull,162152088null,,,,349.839nullnull,topcoin,topcoin
1168,2012/03/22,111461262null,6429578null,191581001null,,14982941.84null,,3580918nullnull,,,,,,40905823nullnull,157141739null,,,,543.634nullnull,topcoin,topcoin
1169,2012/03/23,98381388null,6030749null,21334889.626null,,14982941.964null,,4206317nullnull,,,,,,40612303nullnull,142591805null,,,,683.287nullnull,topcoin,topcoin
1170,2012/03/24,101251142null,6191516null,14728633.273null,,14982941.964null,,3802020nullnull,,,,,,40383944nullnull,139441518null,,,,596.395nullnull,topcoin,topcoin
1171,2012/03/25,97351107null,6055510null,17983949.61null,,14982941.964null,,1919471nullnull,,,,,,39839249nullnull,143531491null,,,,308.994nullnull,topcoin,topcoin
1172,2012/03/26,107531219null,6468551null,21019748.354null,,14982941.781null,,2419218nullnull,,,,,,39629807nullnull,157801561null,,,,365.496nullnull,topcoin,topcoin
1173,2012/03/27,108591355null,6510642null,19457896.431null,,14982941.715null,,2676207nullnull,,,,,,40819990nullnull,155201916null,,,,401.471nullnull,topcoin,topcoin
1174,2012/03/28,115761276null,7089573null,22204658.218null,,14982941.715null,,3285385nullnull,,,,,,41617749nullnull,162431723null,,,,453.845nullnull,topcoin,topcoin
1175,2012/03/29,119561261null,7377518null,23767555.312null,,15938061.726null,,5736080nullnull,,,,,,41469186nullnull,170291746null,,,,762.98nullnull,topcoin,topcoin
1176,2012/03/30,108101250null,6674545null,20294809.358null,,16265531.748null,,4741326nullnull,,,,,,41934584nullnull,150321885null,,,,694.395nullnull,topcoin,topcoin
1177,2012/03/31,100941169null,6022501null,16095656.418null,,16265531.748null,,4269553nullnull,,,,,,42352940nullnull,140441661null,,,,689.527nullnull,topcoin,topcoin
1178,2012/04/01,89701250null,5421549null,18447730.174null,,16265531.748null,,2988843nullnull,,,,,,42144604nullnull,127581829null,,,,537.272nullnull,topcoin,topcoin
1179,2012/04/02,103431171null,6356503null,26376670.074null,,16265531.78null,,3401123nullnull,,,,,,42426172nullnull,148921635null,,,,525.513nullnull,topcoin,topcoin
1180,2012/04/03,123551123null,7606464null,27200572.893null,,16265531.785null,,4056804nullnull,,,,,,43193932nullnull,188021507null,,,,524.203nullnull,topcoin,topcoin
1181,2012/04/04,114651151null,7006517null,23402596.183null,,16265531.785null,,3750671nullnull,,,,,,42938161nullnull,166841752null,,,,525.083nullnull,topcoin,topcoin
1182,2012/04/05,109481119null,6911496null,29840585.885null,,16265531.785null,,4614387nullnull,,,,,,42901761nullnull,163941523null,,,,656.572nullnull,topcoin,topcoin
1183,2012/04/06,107911230null,6563557null,25348596.85null,,16265531.598null,,2887424nullnull,,,,,,43040545nullnull,163281684null,,,,431.023nullnull,topcoin,topcoin
1184,2012/04/07,98181205null,5951485null,21073501.933null,,16265531.589null,,1643190nullnull,,,,,,42062586nullnull,142731608null,,,,270.262nullnull,topcoin,topcoin
1185,2012/04/08,97711247null,5765546null,17845633.605null,,16265531.589null,,5951642nullnull,,,,,,41406334nullnull,139251692null,,,,1006nullnull,topcoin,topcoin
1186,2012/04/09,105451205null,6471462null,20114547.4null,,16265531.647null,,7897913nullnull,,,,,,42238440nullnull,152151662null,,,,1194nullnull,topcoin,topcoin
1187,2012/04/10,124691382null,8321606null,25257756.258null,,16265531.684null,,3993668nullnull,,,,,,42477507nullnull,174221931null,,,,471.619nullnull,topcoin,topcoin
1188,2012/04/11,129771231null,7717562null,26241678.482null,,16265531.684null,,7379895nullnull,,,,,,42757620nullnull,184581708null,,,,939.157nullnull,topcoin,topcoin
1189,2012/04/12,130751265null,8163531null,29407658.085null,,16135321.694null,,6299382nullnull,,,,,,43156049nullnull,188311797null,,,,759.877nullnull,topcoin,topcoin
1190,2012/04/13,110961292null,6918582null,26228676.328null,,15779131.729null,,4086642nullnull,,,,,,43115565nullnull,157781744null,,,,580.407nullnull,topcoin,topcoin
1191,2012/04/14,124361196null,7888519null,25286634.218null,,15779131.729null,,4902814nullnull,,,,,,43446776nullnull,173581852null,,,,610.79nullnull,topcoin,topcoin
1192,2012/04/15,113111141null,7264478null,29537509.681null,,15779131.729null,,6318219nullnull,,,,,,43608683nullnull,162401545null,,,,857.173nullnull,topcoin,topcoin
1193,2012/04/16,135361245null,8427517null,27346711.153null,,15779131.712null,,7981561nullnull,,,,,,43513899nullnull,191081630null,,,,930.577nullnull,topcoin,topcoin
1194,2012/04/17,126081186null,7670522null,28954630.18null,,15779131.701null,,5626971nullnull,,,,,,43700538nullnull,185471544null,,,,720.944nullnull,topcoin,topcoin
1195,2012/04/18,135981200null,8450529null,32905626.15null,,15779131.701null,,5215097nullnull,,,,,,44432537nullnull,193711626null,,,,607.82nullnull,topcoin,topcoin
1196,2012/04/19,124281119null,7743486null,23558566.661null,,15779131.701null,,3518732nullnull,,,,,,45177189nullnull,177821507null,,,,445.409nullnull,topcoin,topcoin
1197,2012/04/20,135731090null,8131443null,28147529.089null,,15779131.618null,,14979837nullnull,,,,,,46241653nullnull,193461447null,,,,1808nullnull,topcoin,topcoin
1198,2012/04/21,115201005null,7047354null,22122783.637null,,15779131.617null,,6502765nullnull,,,,,,47033306nullnull,163141378null,,,,903.036nullnull,topcoin,topcoin
1199,2012/04/22,105021114null,6214412null,21101510.093null,,15779131.617null,,4957816nullnull,,,,,,46216269nullnull,146981516null,,,,780.267nullnull,topcoin,topcoin
1200,2012/04/23,117461175null,6969464null,24795747.188null,,15779131.591null,,3952853nullnull,,,,,,44929115nullnull,167351596null,,,,556.426nullnull,topcoin,topcoin
1201,2012/04/24,123241279null,7522479null,24958936.209null,,15779131.488null,,3735586nullnull,,,,,,44495207nullnull,173301657null,,,,487.674nullnull,topcoin,topcoin
1202,2012/04/25,124941115null,7430456null,27268612.892null,,15779131.488null,,5178034nullnull,,,,,,45298429nullnull,174541571null,,,,685.197nullnull,topcoin,topcoin
1203,2012/04/26,139771125null,9944490null,27323852.129null,,15779131.488null,,9462632nullnull,,,,,,45320504nullnull,191691669null,,,,936.987nullnull,topcoin,topcoin
1204,2012/04/27,118531099null,7060482null,24958670.85null,,15281031.437null,,7457539nullnull,,,,,,45260993nullnull,172021450null,,,,1036nullnull,topcoin,topcoin
1205,2012/04/28,114051106null,7275489null,21852731.398null,,15085901.336null,,4443238nullnull,,,,,,44728799nullnull,159691492null,,,,598.255nullnull,topcoin,topcoin
1206,2012/04/29,115271182null,7550491null,18880560.492null,,15085901.336null,,4843245nullnull,,,,,,43896177nullnull,159911567null,,,,626.633nullnull,topcoin,topcoin
1207,2012/04/30,142991307null,9234552null,23316701.34null,,15085901.336null,,5403582nullnull,,,,,,43849664nullnull,191011992null,,,,574.055nullnull,topcoin,topcoin
1208,2012/05/01,145531326null,10038556null,28094707.344null,,15085901.289null,,5384206nullnull,,,,,,44277425nullnull,200302098null,,,,527.45nullnull,topcoin,topcoin
1209,2012/05/02,145661274null,9828554null,314541356null,,15085901.264null,,5421854nullnull,,,,,,44874623nullnull,201992092null,,,,543.381nullnull,topcoin,topcoin
1210,2012/05/03,165481224null,13845520null,38871893.979null,,15085901.264null,,6170963nullnull,,,,,,45511162nullnull,218601684null,,,,440.72nullnull,topcoin,topcoin
1211,2012/05/04,166491003null,13937397null,39016966.825null,,15085901.264null,,5691706nullnull,,,,,,45409728nullnull,226781546null,,,,403.724nullnull,topcoin,topcoin
1212,2012/05/05,152091032null,12831414null,34066648.59null,,15085901.262null,,6067456nullnull,,,,,,45307139nullnull,200171569null,,,,466.799nullnull,topcoin,topcoin
1213,2012/05/06,141081120null,10986422null,34626556.666null,,15085901.262null,,3295020nullnull,,,,,,45274342nullnull,221981451null,,,,295.518nullnull,topcoin,topcoin
1214,2012/05/07,191541198null,18077495null,47573693.395null,,15085901.262null,,11043335nullnull,,,,,,45238497nullnull,256521614null,,,,605.214nullnull,topcoin,topcoin
1215,2012/05/08,184951254null,17543508null,44137604.446null,,15085901.236null,,19717500nullnull,,,,,,45403872nullnull,237861698null,,,,1113nullnull,topcoin,topcoin
1216,2012/05/09,191911270null,17079532null,47735629.106null,,16060141.171null,,11850719nullnull,,,,,,45252244nullnull,248251737null,,,,687.197nullnull,topcoin,topcoin
1217,2012/05/10,151671247null,11653507null,41691635.137null,,17332081.171null,,5917199nullnull,,,,,,44468986nullnull,204171713null,,,,502.224nullnull,topcoin,topcoin
1218,2012/05/11,199971253null,18918521null,59536708.825null,,17332081.171null,,7516889nullnull,,,,,,44050308nullnull,261371672null,,,,394.36nullnull,topcoin,topcoin
1219,2012/05/12,179291158null,18198460null,61767759.171null,,17332081.165null,,15814943nullnull,,,,,,44475700nullnull,227491540null,,,,862.978nullnull,topcoin,topcoin
1220,2012/05/13,158701213null,14597502null,45873619.047null,,17332081.163null,,7422726nullnull,,,,,,44433250nullnull,207041693null,,,,503.68nullnull,topcoin,topcoin
1221,2012/05/14,266611303null,28210548null,89490691.831null,,17332081.163null,,11450230nullnull,,,,,,44814895nullnull,324141915null,,,,403.902nullnull,topcoin,topcoin
1222,2012/05/15,214371146null,22105488null,77261633.384null,,17332081.161null,,18787528nullnull,,,,,,45303808nullnull,271631764null,,,,844.953nullnull,topcoin,topcoin
1223,2012/05/16,191891161null,17957505null,70625666.5null,,17332081.156null,,17376275nullnull,,,,,,45648650nullnull,255411586null,,,,961.183nullnull,topcoin,topcoin
1224,2012/05/17,172671269null,16819600null,67869752.042null,,17332081.156null,,17576928nullnull,,,,,,45957367nullnull,225691735null,,,,1038nullnull,topcoin,topcoin
1225,2012/05/18,207961178null,24336595null,755961012null,,17332081.156null,,9548311nullnull,,,,,,46118755nullnull,261611611null,,,,390.029nullnull,topcoin,topcoin
1226,2012/05/19,257311204null,35255538null,104530686.538null,,17332081.129null,,6263069nullnull,,,,,,46183801nullnull,316041580null,,,,176.903nullnull,topcoin,topcoin
1227,2012/05/20,236121409null,31322657null,99269573.667null,,17332080.979null,,10270045nullnull,,,,,,46150410nullnull,295401878null,,,,326.448nullnull,topcoin,topcoin
1228,2012/05/21,240941490null,31478704null,110218822.87null,,17332080.979null,,19442637nullnull,,,,,,46147533nullnull,303552021null,,,,615.195nullnull,topcoin,topcoin
1229,2012/05/22,211761517null,23365662null,90642604.519null,,17332080.979null,,20685550nullnull,,,,,,46173595nullnull,275162055null,,,,880.986nullnull,topcoin,topcoin
1230,2012/05/23,228421515null,27302686null,93793715.463null,,17332081.053null,,9214491nullnull,,,,,,46383407nullnull,296161971null,,,,335.903nullnull,topcoin,topcoin
1231,2012/05/24,220321479null,26464674null,94460671.505null,,16990961.064null,,5757136nullnull,,,,,,46508986nullnull,280671920null,,,,216.523nullnull,topcoin,topcoin
1232,2012/05/25,232871608null,28878774null,104320591.318null,,15910751.064null,,12481721nullnull,,,,,,46567675nullnull,301122159null,,,,430.419nullnull,topcoin,topcoin
1233,2012/05/26,197451309null,23137640null,70946774.728null,,15910751.159null,,24652137nullnull,,,,,,46391484nullnull,256501827null,,,,1059nullnull,topcoin,topcoin
1234,2012/05/27,205961352null,26288658null,72716826.456null,,15910751.193null,,10315147nullnull,,,,,,46532848nullnull,262951765null,,,,390.031nullnull,topcoin,topcoin
1235,2012/05/28,230361387null,29746684null,93271851.306null,,15910751.193null,,10932955nullnull,,,,,,46681877nullnull,295941923null,,,,365.797nullnull,topcoin,topcoin
1236,2012/05/29,251141320null,29690683null,1054781008null,,15910751.193null,,16271953nullnull,,,,,,46828270nullnull,342681770null,,,,545.746nullnull,topcoin,topcoin
1237,2012/05/30,218671324null,25449596null,88056751.128null,,15910751.066null,,12261857nullnull,,,,,,46838004nullnull,285481848null,,,,479.353nullnull,topcoin,topcoin
1238,2012/05/31,215251326null,20875628null,688261128null,,15910751.036null,,24675913nullnull,,,,,,47008999nullnull,284111852null,,,,1174nullnull,topcoin,topcoin
1239,2012/06/01,223761088null,26917434null,79468551.764null,,15910751.036null,,15513187nullnull,,,,,,47772937nullnull,290591647null,,,,573.098nullnull,topcoin,topcoin
1240,2012/06/02,150421400null,12640602null,36148716.242null,,15910751.034null,,10435359nullnull,,,,,,48036312nullnull,205671909null,,,,815.262nullnull,topcoin,topcoin
1241,2012/06/03,249971269null,33448608null,95880653.321null,,15910751.03null,,9009740nullnull,,,,,,47755411nullnull,303921642null,,,,268.139nullnull,topcoin,topcoin
1242,2012/06/04,323331239null,45783547null,130169681.455null,,15910751.03null,,24314697nullnull,,,,,,47945780nullnull,415731708null,,,,529.294nullnull,topcoin,topcoin
1243,2012/06/05,331961420null,44217587null,1280771102null,,15910751.03null,,24234952nullnull,,,,,,48992775nullnull,409662104null,,,,546.275nullnull,topcoin,topcoin
1244,2012/06/06,179171526null,15784595null,47759807.683null,,15910751.065null,,13635404nullnull,,,,,,49921219nullnull,241622019null,,,,855.582nullnull,topcoin,topcoin
1245,2012/06/07,257831335null,33064519null,104436560.043null,,15892571.071null,,26730650nullnull,,,,,,50691589nullnull,353851663null,,,,805.067nullnull,topcoin,topcoin
1246,2012/06/08,208841554null,23756595null,78306563.993null,,15831781.071null,,30616718nullnull,,,,,,51484984nullnull,282662022null,,,,1281nullnull,topcoin,topcoin
1247,2012/06/09,239601402null,32879610null,84899535.219null,,15831781.097null,,7755161nullnull,,,,,,51383611nullnull,315391803null,,,,234.649nullnull,topcoin,topcoin
1248,2012/06/10,270831287null,40555584null,102631684.558null,,15831781.122null,,18109705nullnull,,,,,,50675075nullnull,338331908null,,,,444.726nullnull,topcoin,topcoin
1249,2012/06/11,247771291null,32391580null,100591613.002null,,15831781.122null,,16768873nullnull,,,,,,50788634nullnull,326081819null,,,,515.474nullnull,topcoin,topcoin
1250,2012/06/12,166811300null,18087569null,58803690.131null,,15831781.122null,,14580957nullnull,,,,,,51987295nullnull,234931678null,,,,799.263nullnull,topcoin,topcoin
1251,2012/06/13,370901386null,56644631null,161051671.683null,,15831781.117null,,14132411nullnull,,,,,,53707538nullnull,467342050null,,,,248.836nullnull,topcoin,topcoin
1252,2012/06/14,384871334null,61782616null,179319560.652null,,15831781.117null,,28698663nullnull,,,,,,54783971nullnull,496461775null,,,,463.345nullnull,topcoin,topcoin
1253,2012/06/15,366691458null,54827689null,154174709.792null,,15831781.117null,,21550438nullnull,,,,,,57466049nullnull,490872045null,,,,391.926nullnull,topcoin,topcoin
1254,2012/06/16,311771261null,43126551null,125257729.993null,,15831781.163null,,25106942nullnull,,,,,,59574711nullnull,393471718null,,,,580.078nullnull,topcoin,topcoin
1255,2012/06/17,312321248null,43745524null,114005554.059null,,15831781.185null,,8874068nullnull,,,,,,58296262nullnull,393561656null,,,,202.101nullnull,topcoin,topcoin
1256,2012/06/18,302561308null,38896558null,99762533.817null,,15831781.185null,,15694526nullnull,,,,,,57873603nullnull,376041724null,,,,401.692nullnull,topcoin,topcoin
1257,2012/06/19,267551254null,35815565null,112799612.601null,,15831781.182null,,13526367nullnull,,,,,,59311750nullnull,355471679null,,,,376.129nullnull,topcoin,topcoin
1258,2012/06/20,241321298null,32101599null,105181576.789null,,16247111.143null,,11249185nullnull,,,,,,61027243nullnull,322671709null,,,,348.855nullnull,topcoin,topcoin
1259,2012/06/21,221181340null,26646609null,92607541.345null,,17265671.143null,,6939284nullnull,,,,,,61915964nullnull,297121730null,,,,259.103nullnull,topcoin,topcoin
1260,2012/06/22,218521543null,23427728null,80592864.859null,,17265671.143null,,15005817nullnull,,,,,,61394284nullnull,292302326null,,,,636.784nullnull,topcoin,topcoin
1261,2012/06/23,216981527null,22139665null,64139705.464null,,17265671.17null,,19566183nullnull,,,,,,60271402nullnull,302582354null,,,,877.289nullnull,topcoin,topcoin
1262,2012/06/24,212461657null,22261674null,78239486.623null,,17265671.181null,,12091843nullnull,,,,,,59405022nullnull,285032088null,,,,540.007nullnull,topcoin,topcoin
1263,2012/06/25,254701786null,28559753null,83030873.197null,,17265671.249null,,11460370nullnull,,,,,,58871501nullnull,339772666null,,,,399.135nullnull,topcoin,topcoin
1264,2012/06/26,277011502null,30086646null,88470680.646null,,17265671.642null,,10950545nullnull,,,,,,59359510nullnull,359992195null,,,,362.181nullnull,topcoin,topcoin
1265,2012/06/27,294421448null,30712669null,82729786.862null,,17265671.642null,,12975935nullnull,,,,,,61067661nullnull,390991880null,,,,420.273nullnull,topcoin,topcoin
1266,2012/06/28,249331567null,26385668null,85385624.044null,,17265671.668null,,22980728nullnull,,,,,,61807569nullnull,327292179null,,,,866.478nullnull,topcoin,topcoin
1267,2012/06/29,251021356null,22731557null,65558671.911null,,17265671.875null,,16688056nullnull,,,,,,61867521nullnull,331152087null,,,,729.469nullnull,topcoin,topcoin
1268,2012/06/30,242411189null,22486462null,720621233null,,17265671.875null,,9264408nullnull,,,,,,62308674nullnull,319291632null,,,,409.603nullnull,topcoin,topcoin
1269,2012/07/01,222071460null,19134638null,56599753.345null,,17265671.875null,,8920691nullnull,,,,,,62254399nullnull,317002052null,,,,462.787nullnull,topcoin,topcoin
1270,2012/07/02,277721347null,24995561null,68526583.538null,,17265672.096null,,7907411nullnull,,,,,,62494074nullnull,365881940null,,,,314.447nullnull,topcoin,topcoin
1271,2012/07/03,254041666null,22507868null,603771117null,,17265672.1null,,9460498nullnull,,,,,,61841873nullnull,346992417null,,,,417.369nullnull,topcoin,topcoin
1272,2012/07/04,230841878null,23014883null,675161136null,,17398402.1null,,14722780nullnull,,,,,,60723861nullnull,316352602null,,,,635.589nullnull,topcoin,topcoin
1273,2012/07/05,208101742null,21499773null,677321289null,,17514552.432null,,13243690nullnull,,,,,,61803902nullnull,279232279null,,,,611.916nullnull,topcoin,topcoin
1274,2012/07/06,216391758null,23761736null,680781248null,,17514552.44null,,9147599nullnull,,,,,,62499475nullnull,293492417null,,,,382.489nullnull,topcoin,topcoin
1275,2012/07/07,247182029null,25449913null,639621220null,,17514552.844null,,27727072nullnull,,,,,,63227078nullnull,309402791null,,,,1082nullnull,topcoin,topcoin
1276,2012/07/08,205292503null,206461191null,591821723null,,17514553.402null,,5553827nullnull,,,,,,63748376nullnull,279133698null,,,,267.024nullnull,topcoin,topcoin
1277,2012/07/09,243092427null,249661151null,671221325null,,17514554.061null,,14673227nullnull,,,,,,64985588nullnull,322823692null,,,,583.916nullnull,topcoin,topcoin
1278,2012/07/10,292961849null,34930885null,1016641214null,,17514555.798null,,15383149nullnull,,,,,,66964927nullnull,370312527null,,,,438.516nullnull,topcoin,topcoin
1279,2012/07/11,266881575null,31116679null,103152734.953null,,17514555.798null,,8239161nullnull,,,,,,67622870nullnull,353532108null,,,,263.653nullnull,topcoin,topcoin
1280,2012/07/12,257401451null,24153638null,71257741.06null,,17514555.798null,,10347469nullnull,,,,,,70428154nullnull,342321890null,,,,425.769nullnull,topcoin,topcoin
1281,2012/07/13,229991524null,24393697null,707171026null,,17514555.88null,,189692228823null,,,,,,72457986278442null,313632072null,,,,772.4887.262null,topcoin,topcoin
1282,2012/07/14,228301606null,22626696null,61443757.957null,,17514555.882null,,186698793781null,,,,,,71526782322251null,298992100null,,,,819.3212.92null,topcoin,topcoin
1283,2012/07/15,232291724null,26205774null,81670770.539null,,17514555.882null,,102821107561null,,,,,,71686586328992null,303832262null,,,,390.2875.317null,topcoin,topcoin
1284,2012/07/16,290041913null,31229989null,943101607null,,17514556.042null,,170164679151null,,,,,,76560554399041null,368012706null,,,,542.2885.795null,topcoin,topcoin
1285,2012/07/17,313952171null,350291144null,912801397null,,17948906.171null,,2183430116384null,,,,,,81914572490280null,402663017null,,,,620.2759.087null,topcoin,topcoin
1286,2012/07/18,262151915null,32433947null,974581030null,,18663916.171null,,1425534517473null,,,,,,84878858445062null,342872628null,,,,437.44210.893null,topcoin,topcoin
1287,2012/07/19,261491891null,30900958null,107218896.865null,,18663916.377null,,1098008012470null,,,,,,85280134434487null,363092608null,,,,353.7977.903null,topcoin,topcoin
1288,2012/07/20,288631744null,36646860null,111117873.717null,,18663916.688null,,1425910711585null,,,,,,82541429461426null,361172347null,,,,387.5397.908null,topcoin,topcoin
1289,2012/07/21,281551719null,34452797null,105366800.679null,,18663916.688null,,206568788883null,,,,,,82675790449380null,355782190null,,,,597.146.148null,topcoin,topcoin
1290,2012/07/22,310111564null,34705685null,91723818.469null,,18663916.746null,,147502225212null,,,,,,82087261422779null,389552074null,,,,423.1274.088null,topcoin,topcoin
1291,2012/07/23,320661959null,325571012null,976521003null,,18663917.146null,,182531529804null,,,,,,80297476429065null,420382874null,,,,558.2355.931null,topcoin,topcoin
1292,2012/07/24,271192161null,282081156null,76531964.928null,,18663917.146null,,148483197512null,,,,,,81156123441302null,384152695null,,,,523.3994.056null,topcoin,topcoin
1293,2012/07/25,240612086null,271671049null,716031536null,,18663917.279null,,882062111864null,,,,,,82670476411733null,315582986null,,,,322.786.866null,topcoin,topcoin
1294,2012/07/26,237591491null,30538682null,78997835.089null,,18663918.368null,,2044406110492null,,,,,,84413746417358null,308422495null,,,,665.7798.671null,topcoin,topcoin
1295,2012/07/27,249872029null,269771036null,628351109null,,18663918.368null,,1932943715868null,,,,,,84965961477067null,322932870null,,,,711.8199.378null,topcoin,topcoin
1296,2012/07/28,299241754null,35077845null,94103904.529null,,18663918.368null,,154270168166null,,,,,,84988315474304null,386272407null,,,,437.8945.469null,topcoin,topcoin
