,date,sent_addresses,transactions,block_size,hashrate,difficulty,tweets,send_usd,median_transaction_size,av_transaction_size,mining_profitability,google_trends,top_100_percent,market_cap,active_addresses,median_transaction_value,fee_reward,confirmation_time,av_transaction_value,full_name,coin
0,2009/01/09,1nullnull,nullnullnull,134nullnull,,1nullnull,,,,,,,,,14nullnull,,,,,topcoin,topcoin
1,2009/01/10,nullnullnull,nullnullnull,134.23nullnull,,1nullnull,,,,,,,,,61nullnull,,,,,topcoin,topcoin
2,2009/01/11,1nullnull,nullnullnull,134.409nullnull,,1nullnull,,,,,,,,,93nullnull,,,,,topcoin,topcoin
3,2009/01/12,7nullnull,7nullnull,153.372nullnull,,1nullnull,,,,,,,,,102nullnull,,,,,topcoin,topcoin
4,2009/01/13,10nullnull,nullnullnull,134.667nullnull,,1nullnull,,,,,,,,,123nullnull,,,,,topcoin,topcoin
5,2009/01/14,20nullnull,1nullnull,138.194nullnull,,1nullnull,,,,,,,,,133nullnull,,,,,topcoin,topcoin
6,2009/01/15,18nullnull,8nullnull,157.579nullnull,,1nullnull,,,,,,,,,140nullnull,,,,,topcoin,topcoin
7,2009/01/16,16nullnull,2nullnull,139.87nullnull,,1nullnull,,,,,,,,,114nullnull,,,,,topcoin,topcoin
8,2009/01/17,18nullnull,nullnullnull,134.853nullnull,,1nullnull,,,,,,,,,109nullnull,,,,,topcoin,topcoin
9,2009/01/18,16nullnull,1nullnull,138.944nullnull,,1nullnull,,,,,,,,,111nullnull,,,,,topcoin,topcoin
10,2009/01/19,22nullnull,2nullnull,151.896nullnull,,1nullnull,,,,,,,,,133nullnull,,,,,topcoin,topcoin
11,2009/01/20,21nullnull,1nullnull,143.728nullnull,,1nullnull,,,,,,,,,123nullnull,,,,,topcoin,topcoin
12,2009/01/21,22nullnull,1nullnull,137.99nullnull,,1nullnull,,,,,,,,,105nullnull,,,,,topcoin,topcoin
13,2009/01/22,12nullnull,1nullnull,147.747nullnull,,1nullnull,,,,,,,,,102nullnull,,,,,topcoin,topcoin
14,2009/01/23,18nullnull,2nullnull,148.238nullnull,,1nullnull,,,,,,,,,95nullnull,,,,,topcoin,topcoin
15,2009/01/24,22nullnull,1nullnull,141.06nullnull,,1nullnull,,,,,,,,,212nullnull,,,,,topcoin,topcoin
16,2009/01/25,14nullnull,1nullnull,136nullnull,,1nullnull,,,,,,,,,193nullnull,,,,,topcoin,topcoin
17,2009/01/26,17nullnull,1nullnull,158.948nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
18,2009/01/27,8nullnull,1nullnull,139.309nullnull,,1nullnull,,,,,,,,,101nullnull,,,,,topcoin,topcoin
19,2009/01/28,23nullnull,nullnullnull,134.652nullnull,,1nullnull,,,,,,,,,112nullnull,,,,,topcoin,topcoin
20,2009/01/29,24nullnull,1nullnull,146.256nullnull,,1nullnull,,,,,,,,,134nullnull,,,,,topcoin,topcoin
21,2009/01/30,23nullnull,nullnullnull,134.872nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
22,2009/01/31,36nullnull,1nullnull,151.464nullnull,,1nullnull,,,,,,,,,159nullnull,,,,,topcoin,topcoin
23,2009/02/01,31nullnull,1nullnull,137.204nullnull,,1nullnull,,,,,,,,,116nullnull,,,,,topcoin,topcoin
24,2009/02/02,37nullnull,1nullnull,136.094nullnull,,1nullnull,,,,,,,,,130nullnull,,,,,topcoin,topcoin
25,2009/02/03,50nullnull,16nullnull,167.496nullnull,,1nullnull,,,,,,,,,154nullnull,,,,,topcoin,topcoin
26,2009/02/04,26nullnull,nullnullnull,134.739nullnull,,1nullnull,,,,,,,,,119nullnull,,,,,topcoin,topcoin
27,2009/02/05,34nullnull,nullnullnull,134.722nullnull,,1nullnull,,,,,,,,,126nullnull,,,,,topcoin,topcoin
28,2009/02/06,19nullnull,nullnullnull,134.836nullnull,,1nullnull,,,,,,,,,122nullnull,,,,,topcoin,topcoin
29,2009/02/07,32nullnull,4nullnull,159.31nullnull,,1nullnull,,,,,,,,,156nullnull,,,,,topcoin,topcoin
30,2009/02/08,46nullnull,1nullnull,136.576nullnull,,1nullnull,,,,,,,,,134nullnull,,,,,topcoin,topcoin
31,2009/02/09,34nullnull,1nullnull,172.604nullnull,,1nullnull,,,,,,,,,179nullnull,,,,,topcoin,topcoin
32,2009/02/10,18nullnull,nullnullnull,134.667nullnull,,1nullnull,,,,,,,,,120nullnull,,,,,topcoin,topcoin
33,2009/02/11,27nullnull,2nullnull,148.128nullnull,,1nullnull,,,,,,,,,147nullnull,,,,,topcoin,topcoin
34,2009/02/12,22nullnull,nullnullnull,134.874nullnull,,1nullnull,,,,,,,,,119nullnull,,,,,topcoin,topcoin
35,2009/02/13,27nullnull,nullnullnull,134.903nullnull,,1nullnull,,,,,,,,,124nullnull,,,,,topcoin,topcoin
36,2009/02/14,29nullnull,nullnullnull,134.787nullnull,,1nullnull,,,,,,,,,136nullnull,,,,,topcoin,topcoin
37,2009/02/15,32nullnull,3nullnull,148.383nullnull,,1nullnull,,,,,,,,,142nullnull,,,,,topcoin,topcoin
38,2009/02/16,26nullnull,1nullnull,163.172nullnull,,1nullnull,,,,,,,,,153nullnull,,,,,topcoin,topcoin
39,2009/02/17,27nullnull,nullnullnull,134.897nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
40,2009/02/18,23nullnull,nullnullnull,134.941nullnull,,1nullnull,,,,,,,,,118nullnull,,,,,topcoin,topcoin
41,2009/02/19,37nullnull,1nullnull,150.048nullnull,,1nullnull,,,,,,,,,141nullnull,,,,,topcoin,topcoin
42,2009/02/20,29nullnull,nullnullnull,134.852nullnull,,1nullnull,,,,,,,,,122nullnull,,,,,topcoin,topcoin
43,2009/02/21,22nullnull,nullnullnull,134.965nullnull,,1nullnull,,,,,,,,,114nullnull,,,,,topcoin,topcoin
44,2009/02/22,28nullnull,4nullnull,147.545nullnull,,1nullnull,,,,,,,,,133nullnull,,,,,topcoin,topcoin
45,2009/02/23,22nullnull,nullnullnull,134.991nullnull,,1nullnull,,,,,,,,,108nullnull,,,,,topcoin,topcoin
46,2009/02/24,16nullnull,nullnullnull,134.934nullnull,,1nullnull,,,,,,,,,106nullnull,,,,,topcoin,topcoin
47,2009/02/25,16nullnull,nullnullnull,134.867nullnull,,1nullnull,,,,,,,,,105nullnull,,,,,topcoin,topcoin
48,2009/02/26,14nullnull,nullnullnull,134.963nullnull,,1nullnull,,,,,,,,,107nullnull,,,,,topcoin,topcoin
49,2009/02/27,26nullnull,1nullnull,170.8nullnull,,1nullnull,,,,,,,,,152nullnull,,,,,topcoin,topcoin
50,2009/02/28,8nullnull,1nullnull,143.525nullnull,,1nullnull,,,,,,,,,107nullnull,,,,,topcoin,topcoin
51,2009/03/01,16nullnull,nullnullnull,134.952nullnull,,1nullnull,,,,,,,,,105nullnull,,,,,topcoin,topcoin
52,2009/03/02,15nullnull,nullnullnull,134.963nullnull,,1nullnull,,,,,,,,,108nullnull,,,,,topcoin,topcoin
53,2009/03/03,17nullnull,2nullnull,144.429nullnull,,1nullnull,,,,,,,,,114nullnull,,,,,topcoin,topcoin
54,2009/03/04,22nullnull,2nullnull,163.712nullnull,,1nullnull,,,,,,,,,130nullnull,,,,,topcoin,topcoin
55,2009/03/05,23nullnull,1nullnull,143.411nullnull,,1nullnull,,,,,,,,,121nullnull,,,,,topcoin,topcoin
56,2009/03/06,31nullnull,nullnullnull,134.923nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
57,2009/03/07,25nullnull,nullnullnull,134.972nullnull,,1nullnull,,,,,,,,,109nullnull,,,,,topcoin,topcoin
58,2009/03/08,19nullnull,3nullnull,162.591nullnull,,1nullnull,,,,,,,,,142nullnull,,,,,topcoin,topcoin
59,2009/03/09,21nullnull,nullnullnull,134.713nullnull,,1nullnull,,,,,,,,,108nullnull,,,,,topcoin,topcoin
60,2009/03/10,21nullnull,nullnullnull,134.972nullnull,,1nullnull,,,,,,,,,107nullnull,,,,,topcoin,topcoin
61,2009/03/11,25nullnull,nullnullnull,134.886nullnull,,1nullnull,,,,,,,,,114nullnull,,,,,topcoin,topcoin
62,2009/03/12,30nullnull,1nullnull,138.534nullnull,,1nullnull,,,,,,,,,122nullnull,,,,,topcoin,topcoin
63,2009/03/13,14nullnull,1nullnull,148.389nullnull,,1nullnull,,,,,,,,,127nullnull,,,,,topcoin,topcoin
64,2009/03/14,24nullnull,nullnullnull,134.791nullnull,,1nullnull,,,,,,,,,110nullnull,,,,,topcoin,topcoin
65,2009/03/15,28nullnull,nullnullnull,134.967nullnull,,1nullnull,,,,,,,,,123nullnull,,,,,topcoin,topcoin
66,2009/03/16,28nullnull,1nullnull,180.512nullnull,,1nullnull,,,,,,,,,170nullnull,,,,,topcoin,topcoin
67,2009/03/17,24nullnull,nullnullnull,134.965nullnull,,1nullnull,,,,,,,,,114nullnull,,,,,topcoin,topcoin
68,2009/03/18,16nullnull,2nullnull,149.711nullnull,,1nullnull,,,,,,,,,129nullnull,,,,,topcoin,topcoin
69,2009/03/19,26nullnull,nullnullnull,134.787nullnull,,1nullnull,,,,,,,,,122nullnull,,,,,topcoin,topcoin
70,2009/03/20,27nullnull,1nullnull,146.856nullnull,,1nullnull,,,,,,,,,131nullnull,,,,,topcoin,topcoin
71,2009/03/21,26nullnull,nullnullnull,134.88nullnull,,1nullnull,,,,,,,,,50nullnull,,,,,topcoin,topcoin
72,2009/03/22,33nullnull,2nullnull,146.126nullnull,,1nullnull,,,,,,,,,131nullnull,,,,,topcoin,topcoin
73,2009/03/23,30nullnull,nullnullnull,134.923nullnull,,1nullnull,,,,,,,,,130nullnull,,,,,topcoin,topcoin
74,2009/03/24,17nullnull,nullnullnull,134.981nullnull,,1nullnull,,,,,,,,,105nullnull,,,,,topcoin,topcoin
75,2009/03/25,29nullnull,nullnullnull,134.786nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
76,2009/03/26,25nullnull,1nullnull,162.607nullnull,,1nullnull,,,,,,,,,146nullnull,,,,,topcoin,topcoin
77,2009/03/27,22nullnull,nullnullnull,134.953nullnull,,1nullnull,,,,,,,,,106nullnull,,,,,topcoin,topcoin
78,2009/03/28,28nullnull,3nullnull,155.235nullnull,,1nullnull,,,,,,,,,140nullnull,,,,,topcoin,topcoin
79,2009/03/29,25nullnull,nullnullnull,134.966nullnull,,1nullnull,,,,,,,,,116nullnull,,,,,topcoin,topcoin
80,2009/03/30,33nullnull,nullnullnull,134.85nullnull,,1nullnull,,,,,,,,,120nullnull,,,,,topcoin,topcoin
81,2009/03/31,18nullnull,1nullnull,168.518nullnull,,1nullnull,,,,,,,,,143nullnull,,,,,topcoin,topcoin
82,2009/04/01,23nullnull,nullnullnull,134.86nullnull,,1nullnull,,,,,,,,,114nullnull,,,,,topcoin,topcoin
83,2009/04/02,26nullnull,nullnullnull,134.887nullnull,,1nullnull,,,,,,,,,115nullnull,,,,,topcoin,topcoin
84,2009/04/03,31nullnull,nullnullnull,134.948nullnull,,1nullnull,,,,,,,,,116nullnull,,,,,topcoin,topcoin
85,2009/04/04,27nullnull,nullnullnull,134.743nullnull,,1nullnull,,,,,,,,,113nullnull,,,,,topcoin,topcoin
86,2009/04/05,37nullnull,2nullnull,150.554nullnull,,1nullnull,,,,,,,,,148nullnull,,,,,topcoin,topcoin
87,2009/04/06,22nullnull,nullnullnull,134.982nullnull,,1nullnull,,,,,,,,,109nullnull,,,,,topcoin,topcoin
88,2009/04/07,9nullnull,nullnullnull,134.99nullnull,,1nullnull,,,,,,,,,100nullnull,,,,,topcoin,topcoin
89,2009/04/08,18nullnull,nullnullnull,135nullnull,,1nullnull,,,,,,,,,105nullnull,,,,,topcoin,topcoin
90,2009/04/09,18nullnull,nullnullnull,134.737nullnull,,1nullnull,,,,,,,,,99nullnull,,,,,topcoin,topcoin
91,2009/04/10,22nullnull,nullnullnull,134.944nullnull,,1nullnull,,,,,,,,,108nullnull,,,,,topcoin,topcoin
92,2009/04/11,32nullnull,1nullnull,142.333nullnull,,1nullnull,,,,,,,,,128nullnull,,,,,topcoin,topcoin
93,2009/04/12,24nullnull,2nullnull,143.712nullnull,,1nullnull,,,,,,,,,127nullnull,,,,,topcoin,topcoin
94,2009/04/13,27nullnull,1nullnull,136.965nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
95,2009/04/14,35nullnull,nullnullnull,134.952nullnull,,1nullnull,,,,,,,,,124nullnull,,,,,topcoin,topcoin
96,2009/04/15,22nullnull,nullnullnull,134.743nullnull,,1nullnull,,,,,,,,,113nullnull,,,,,topcoin,topcoin
97,2009/04/16,28nullnull,nullnullnull,134.894nullnull,,1nullnull,,,,,,,,,123nullnull,,,,,topcoin,topcoin
98,2009/04/17,16nullnull,nullnullnull,134.857nullnull,,1nullnull,,,,,,,,,112nullnull,,,,,topcoin,topcoin
99,2009/04/18,29nullnull,4nullnull,141.04nullnull,,1nullnull,,,,,,,,,131nullnull,,,,,topcoin,topcoin
100,2009/04/19,22nullnull,1nullnull,143nullnull,,1nullnull,,,,,,,,,128nullnull,,,,,topcoin,topcoin
101,2009/04/20,26nullnull,2nullnull,246.034nullnull,,1nullnull,,,,,,,,,236nullnull,,,,,topcoin,topcoin
102,2009/04/21,26nullnull,1nullnull,136.74nullnull,,1nullnull,,,,,,,,,125nullnull,,,,,topcoin,topcoin
103,2009/04/22,21nullnull,nullnullnull,134.967nullnull,,1nullnull,,,,,,,,,121nullnull,,,,,topcoin,topcoin
104,2009/04/23,15nullnull,nullnullnull,134.68nullnull,,1nullnull,,,,,,,,,75nullnull,,,,,topcoin,topcoin
105,2009/04/24,24nullnull,nullnullnull,134.904nullnull,,1nullnull,,,,,,,,,115nullnull,,,,,topcoin,topcoin
106,2009/04/25,29nullnull,nullnullnull,134.864nullnull,,1nullnull,,,,,,,,,118nullnull,,,,,topcoin,topcoin
107,2009/04/26,23nullnull,2nullnull,151.054nullnull,,1nullnull,,,,,,,,,128nullnull,,,,,topcoin,topcoin
108,2009/04/27,16nullnull,nullnullnull,134.894nullnull,,1nullnull,,,,,,,,,104nullnull,,,,,topcoin,topcoin
109,2009/04/28,28nullnull,nullnullnull,134.632nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
110,2009/04/29,24nullnull,1nullnull,153.094nullnull,,1nullnull,,,,,,,,,149nullnull,,,,,topcoin,topcoin
111,2009/04/30,22nullnull,nullnullnull,134.954nullnull,,1nullnull,,,,,,,,,131nullnull,,,,,topcoin,topcoin
112,2009/05/01,32nullnull,nullnullnull,134.876nullnull,,1nullnull,,,,,,,,,121nullnull,,,,,topcoin,topcoin
113,2009/05/02,42nullnull,2nullnull,150.373nullnull,,1nullnull,,,,,,,,,142nullnull,,,,,topcoin,topcoin
114,2009/05/03,35nullnull,3nullnull,142.726nullnull,,1nullnull,,,,,,,,,110nullnull,,,,,topcoin,topcoin
115,2009/05/04,33nullnull,1nullnull,161.93nullnull,,1nullnull,,,,,,,,,159nullnull,,,,,topcoin,topcoin
116,2009/05/05,36nullnull,1nullnull,143.667nullnull,,1nullnull,,,,,,,,,146nullnull,,,,,topcoin,topcoin
117,2009/05/06,37nullnull,nullnullnull,134.978nullnull,,1nullnull,,,,,,,,,135nullnull,,,,,topcoin,topcoin
118,2009/05/07,32nullnull,nullnullnull,135nullnull,,1nullnull,,,,,,,,,122nullnull,,,,,topcoin,topcoin
119,2009/05/08,21nullnull,nullnullnull,134.944nullnull,,1nullnull,,,,,,,,,107nullnull,,,,,topcoin,topcoin
120,2009/05/09,25nullnull,nullnullnull,134.487nullnull,,1nullnull,,,,,,,,,78nullnull,,,,,topcoin,topcoin
121,2009/05/10,25nullnull,nullnullnull,134.753nullnull,,1nullnull,,,,,,,,,85nullnull,,,,,topcoin,topcoin
122,2009/05/11,20nullnull,1nullnull,137.858nullnull,,1nullnull,,,,,,,,,123nullnull,,,,,topcoin,topcoin
123,2009/05/12,19nullnull,nullnullnull,134.923nullnull,,1nullnull,,,,,,,,,130nullnull,,,,,topcoin,topcoin
124,2009/05/13,27nullnull,5nullnull,144.775nullnull,,1nullnull,,,,,,,,,117nullnull,,,,,topcoin,topcoin
125,2009/05/14,48nullnull,3nullnull,140.086nullnull,,1nullnull,,,,,,,,,145nullnull,,,,,topcoin,topcoin
126,2009/05/15,35nullnull,1nullnull,143.603nullnull,,1nullnull,,,,,,,,,146nullnull,,,,,topcoin,topcoin
127,2009/05/16,25nullnull,nullnullnull,134.95nullnull,,1nullnull,,,,,,,,,119nullnull,,,,,topcoin,topcoin
128,2009/05/17,28nullnull,nullnullnull,134.961nullnull,,1nullnull,,,,,,,,,127nullnull,,,,,topcoin,topcoin
129,2009/05/18,21nullnull,nullnullnull,134.924nullnull,,1nullnull,,,,,,,,,118nullnull,,,,,topcoin,topcoin
130,2009/05/19,15nullnull,nullnullnull,134.884nullnull,,1nullnull,,,,,,,,,86nullnull,,,,,topcoin,topcoin
131,2009/05/20,29nullnull,nullnullnull,134.733nullnull,,1nullnull,,,,,,,,,120nullnull,,,,,topcoin,topcoin
132,2009/05/21,15nullnull,nullnullnull,134.963nullnull,,1nullnull,,,,,,,,,82nullnull,,,,,topcoin,topcoin
133,2009/05/22,10nullnull,nullnullnull,134.967nullnull,,1nullnull,,,,,,,,,61nullnull,,,,,topcoin,topcoin
134,2009/05/23,4nullnull,nullnullnull,134.938nullnull,,1nullnull,,,,,,,,,32nullnull,,,,,topcoin,topcoin
135,2009/05/24,24nullnull,nullnullnull,134.9nullnull,,1nullnull,,,,,,,,,100nullnull,,,,,topcoin,topcoin
136,2009/05/25,19nullnull,nullnullnull,134.954nullnull,,1nullnull,,,,,,,,,109nullnull,,,,,topcoin,topcoin
137,2009/05/26,38nullnull,nullnullnull,134.904nullnull,,1nullnull,,,,,,,,,125nullnull,,,,,topcoin,topcoin
138,2009/05/27,37nullnull,nullnullnull,134.731nullnull,,1nullnull,,,,,,,,,119nullnull,,,,,topcoin,topcoin
139,2009/05/28,16nullnull,nullnullnull,134.884nullnull,,1nullnull,,,,,,,,,95nullnull,,,,,topcoin,topcoin
140,2009/05/29,21nullnull,1nullnull,199.84nullnull,,1nullnull,,,,,,,,,167nullnull,,,,,topcoin,topcoin
141,2009/05/30,20nullnull,nullnullnull,134.716nullnull,,1nullnull,,,,,,,,,109nullnull,,,,,topcoin,topcoin
142,2009/05/31,24nullnull,nullnullnull,135nullnull,,1nullnull,,,,,,,,,96nullnull,,,,,topcoin,topcoin
143,2009/06/01,15nullnull,1nullnull,138.831nullnull,,1nullnull,,,,,,,,,73nullnull,,,,,topcoin,topcoin
144,2009/06/02,15nullnull,nullnullnull,134.91nullnull,,1nullnull,,,,,,,,,111nullnull,,,,,topcoin,topcoin
145,2009/06/03,9nullnull,nullnullnull,135nullnull,,1nullnull,,,,,,,,,71nullnull,,,,,topcoin,topcoin
146,2009/06/04,5nullnull,nullnullnull,134.939nullnull,,1nullnull,,,,,,,,,66nullnull,,,,,topcoin,topcoin
147,2009/06/05,5nullnull,nullnullnull,134.9nullnull,,1nullnull,,,,,,,,,30nullnull,,,,,topcoin,topcoin
148,2009/06/06,1nullnull,nullnullnull,134.286nullnull,,1nullnull,,,,,,,,,28nullnull,,,,,topcoin,topcoin
149,2009/06/07,3nullnull,nullnullnull,134.938nullnull,,1nullnull,,,,,,,,,16nullnull,,,,,topcoin,topcoin
150,2009/06/08,25nullnull,nullnullnull,134.768nullnull,,1nullnull,,,,,,,,,82nullnull,,,,,topcoin,topcoin
151,2009/06/09,25nullnull,nullnullnull,134.802nullnull,,1nullnull,,,,,,,,,91nullnull,,,,,topcoin,topcoin
152,2009/06/10,23nullnull,nullnullnull,134.927nullnull,,1nullnull,,,,,,,,,82nullnull,,,,,topcoin,topcoin
153,2009/06/11,22nullnull,nullnullnull,134.966nullnull,,1nullnull,,,,,,,,,89nullnull,,,,,topcoin,topcoin
154,2009/06/12,23nullnull,nullnullnull,134.86nullnull,,1nullnull,,,,,,,,,86nullnull,,,,,topcoin,topcoin
155,2009/06/13,23nullnull,nullnullnull,134.449nullnull,,1nullnull,,,,,,,,,78nullnull,,,,,topcoin,topcoin
156,2009/06/14,34nullnull,nullnullnull,134.694nullnull,,1nullnull,,,,,,,,,72nullnull,,,,,topcoin,topcoin
157,2009/06/15,26nullnull,nullnullnull,134.952nullnull,,1nullnull,,,,,,,,,84nullnull,,,,,topcoin,topcoin
158,2009/06/16,12nullnull,nullnullnull,134.732nullnull,,1nullnull,,,,,,,,,71nullnull,,,,,topcoin,topcoin
159,2009/06/17,19nullnull,nullnullnull,134.646nullnull,,1nullnull,,,,,,,,,79nullnull,,,,,topcoin,topcoin
160,2009/06/18,22nullnull,nullnullnull,134.813nullnull,,1nullnull,,,,,,,,,80nullnull,,,,,topcoin,topcoin
161,2009/06/19,33nullnull,nullnullnull,134.678nullnull,,1nullnull,,,,,,,,,87nullnull,,,,,topcoin,topcoin
162,2009/06/20,23nullnull,nullnullnull,134.769nullnull,,1nullnull,,,,,,,,,78nullnull,,,,,topcoin,topcoin
163,2009/06/21,25nullnull,nullnullnull,134.765nullnull,,1nullnull,,,,,,,,,81nullnull,,,,,topcoin,topcoin
164,2009/06/22,21nullnull,1nullnull,225.382nullnull,,1nullnull,,,,,,,,,137nullnull,,,,,topcoin,topcoin
165,2009/06/23,19nullnull,nullnullnull,134.566nullnull,,1nullnull,,,,,,,,,76nullnull,,,,,topcoin,topcoin
166,2009/06/24,36nullnull,2nullnull,140.579nullnull,,1nullnull,,,,,,,,,100nullnull,,,,,topcoin,topcoin
167,2009/06/25,27nullnull,1nullnull,168.75nullnull,,1nullnull,,,,,,,,,89nullnull,,,,,topcoin,topcoin
168,2009/06/26,20nullnull,nullnullnull,134.6nullnull,,1nullnull,,,,,,,,,90nullnull,,,,,topcoin,topcoin
169,2009/06/27,22nullnull,nullnullnull,134.833nullnull,,1nullnull,,,,,,,,,84nullnull,,,,,topcoin,topcoin
170,2009/06/28,21nullnull,1nullnull,139.739nullnull,,1nullnull,,,,,,,,,48nullnull,,,,,topcoin,topcoin
171,2009/06/29,25nullnull,1nullnull,137.723nullnull,,1nullnull,,,,,,,,,85nullnull,,,,,topcoin,topcoin
172,2009/06/30,26nullnull,1nullnull,140.047nullnull,,1nullnull,,,,,,,,,89nullnull,,,,,topcoin,topcoin
173,2009/07/01,28nullnull,1nullnull,138.432nullnull,,1nullnull,,,,,,,,,77nullnull,,,,,topcoin,topcoin
174,2009/07/02,29nullnull,1nullnull,137.614nullnull,,1nullnull,,,,,,,,,85nullnull,,,,,topcoin,topcoin
175,2009/07/03,29nullnull,nullnullnull,134.976nullnull,,1nullnull,,,,,,,,,82nullnull,,,,,topcoin,topcoin
176,2009/07/04,32nullnull,nullnullnull,134.876nullnull,,1nullnull,,,,,,,,,89nullnull,,,,,topcoin,topcoin
177,2009/07/05,27nullnull,nullnullnull,134.987nullnull,,1nullnull,,,,,,,,,79nullnull,,,,,topcoin,topcoin
178,2009/07/06,28nullnull,nullnullnull,134.976nullnull,,1nullnull,,,,,,,,,84nullnull,,,,,topcoin,topcoin
179,2009/07/07,19nullnull,nullnullnull,134.942nullnull,,1nullnull,,,,,,,,,69nullnull,,,,,topcoin,topcoin
180,2009/07/08,19nullnull,nullnullnull,134.986nullnull,,1nullnull,,,,,,,,,74nullnull,,,,,topcoin,topcoin
181,2009/07/09,33nullnull,nullnullnull,134.721nullnull,,1nullnull,,,,,,,,,86nullnull,,,,,topcoin,topcoin
182,2009/07/10,29nullnull,nullnullnull,134.864nullnull,,1nullnull,,,,,,,,,81nullnull,,,,,topcoin,topcoin
183,2009/07/11,29nullnull,nullnullnull,134.988nullnull,,1nullnull,,,,,,,,,83nullnull,,,,,topcoin,topcoin
184,2009/07/12,25nullnull,nullnullnull,134.792nullnull,,1nullnull,,,,,,,,,77nullnull,,,,,topcoin,topcoin
185,2009/07/13,24nullnull,nullnullnull,134.91nullnull,,1nullnull,,,,,,,,,78nullnull,,,,,topcoin,topcoin
186,2009/07/14,13nullnull,nullnullnull,134.957nullnull,,1nullnull,,,,,,,,,69nullnull,,,,,topcoin,topcoin
187,2009/07/15,9nullnull,nullnullnull,134.978nullnull,,1nullnull,,,,,,,,,45nullnull,,,,,topcoin,topcoin
188,2009/07/16,15nullnull,nullnullnull,134.859nullnull,,1nullnull,,,,,,,,,71nullnull,,,,,topcoin,topcoin
189,2009/07/17,12nullnull,nullnullnull,134.809nullnull,,1nullnull,,,,,,,,,47nullnull,,,,,topcoin,topcoin
190,2009/07/18,4nullnull,nullnullnull,134nullnull,,1nullnull,,,,,,,,,4nullnull,,,,,topcoin,topcoin
191,2009/07/19,23nullnull,nullnullnull,134.8nullnull,,1nullnull,,,,,,,,,70nullnull,,,,,topcoin,topcoin
192,2009/07/20,21nullnull,1nullnull,333.7nullnull,,1nullnull,,,,,,,,,192nullnull,,,,,topcoin,topcoin
193,2009/07/21,18nullnull,nullnullnull,134.854nullnull,,1nullnull,,,,,,,,,82nullnull,,,,,topcoin,topcoin
194,2009/07/22,22nullnull,nullnullnull,134.4nullnull,,1nullnull,,,,,,,,,60nullnull,,,,,topcoin,topcoin
195,2009/07/23,21nullnull,nullnullnull,134.684nullnull,,1nullnull,,,,,,,,,76nullnull,,,,,topcoin,topcoin
196,2009/07/24,21nullnull,nullnullnull,134.932nullnull,,1nullnull,,,,,,,,,73nullnull,,,,,topcoin,topcoin
197,2009/07/25,10nullnull,nullnullnull,134.844nullnull,,1nullnull,,,,,,,,,32nullnull,,,,,topcoin,topcoin
198,2009/07/26,21nullnull,nullnullnull,134.524nullnull,,1nullnull,,,,,,,,,21nullnull,,,,,topcoin,topcoin
199,2009/07/27,18nullnull,nullnullnull,134.905nullnull,,1nullnull,,,,,,,,,74nullnull,,,,,topcoin,topcoin
200,2009/07/28,21nullnull,nullnullnull,134.707nullnull,,1nullnull,,,,,,,,,41nullnull,,,,,topcoin,topcoin
201,2009/07/29,17nullnull,1nullnull,148.947nullnull,,1nullnull,,,,,,,,,22nullnull,,,,,topcoin,topcoin
202,2009/07/30,16nullnull,1nullnull,150.2nullnull,,1nullnull,,,,,,,,,17nullnull,,,,,topcoin,topcoin
203,2009/07/31,17nullnull,nullnullnull,134.706nullnull,,1nullnull,,,,,,,,,17nullnull,,,,,topcoin,topcoin
204,2009/08/01,28nullnull,nullnullnull,134.821nullnull,,1nullnull,,,,,,,,,28nullnull,,,,,topcoin,topcoin
205,2009/08/02,23nullnull,nullnullnull,134.609nullnull,,1nullnull,,,,,,,,,23nullnull,,,,,topcoin,topcoin
206,2009/08/03,12nullnull,nullnullnull,134.833nullnull,,1nullnull,,,,,,,,,12nullnull,,,,,topcoin,topcoin
207,2009/08/04,26nullnull,nullnullnull,134.63nullnull,,1nullnull,,,,,,,,,81nullnull,,,,,topcoin,topcoin
208,2009/08/05,27nullnull,nullnullnull,134.724nullnull,,1nullnull,,,,,,,,,87nullnull,,,,,topcoin,topcoin
209,2009/08/06,33nullnull,nullnullnull,134.922nullnull,,1nullnull,,,,,,,,,90nullnull,,,,,topcoin,topcoin
210,2009/08/07,34nullnull,1nullnull,294.525nullnull,,1nullnull,,,,,,,,,192nullnull,,,,,topcoin,topcoin
211,2009/08/08,30nullnull,nullnullnull,134.875nullnull,,1nullnull,,,,,,,,,80nullnull,,,,,topcoin,topcoin
212,2009/08/09,42nullnull,nullnullnull,135nullnull,,1nullnull,,,,,,,,,101nullnull,,,,,topcoin,topcoin
213,2009/08/10,19nullnull,nullnullnull,134.987nullnull,,1nullnull,,,,,,,,,75nullnull,,,,,topcoin,topcoin
