,date,send_usd,sent_addresses,difficulty,active_addresses,fee_reward,median_transaction_size,transactions,market_cap,av_transaction_value,mining_profitability,block_size,av_transaction_size,top_100_percent,confirmation_time,tweets,google_trends,hashrate,median_transaction_value,full_name,coin
512,2011/12/11,2719790nullnull,81081408null,10907160.958null,121361720null,,,5109846null,24769647nullnull,516.972nullnull,,17486842.743null,,,,,,,,novacoin,nvc
513,2011/12/12,2347386nullnull,78341412null,11013520.915null,113591758null,,,4735778null,25087919nullnull,482.803nullnull,,18903760.706null,,,,,,,,novacoin,nvc
514,2011/12/13,1117101nullnull,80361085null,11550380.915null,119831457null,,,5274594null,25254062nullnull,206.641nullnull,,185671126null,,,,,,,,novacoin,nvc
515,2011/12/14,1363455nullnull,86811030null,11550380.915null,119731401null,,,5539602null,25099519nullnull,239.539nullnull,,15597963.648null,,,,,,,,novacoin,nvc
516,2011/12/15,1420179nullnull,72121275null,11550380.915null,100251593null,,,4738715null,24969355nullnull,292.82nullnull,,17162661.143null,,,,,,,,novacoin,nvc
517,2011/12/16,1529404nullnull,76441502null,11550380.785null,106331866null,,,5046773null,25210559nullnull,296.167nullnull,,19790650.897null,,,,,,,,novacoin,nvc
518,2011/12/17,1142225nullnull,74751409null,11550380.722null,102141770null,,,4843689null,25245994nullnull,228.765nullnull,,14451682.117null,,,,,,,,novacoin,nvc
519,2011/12/18,1038009nullnull,73871515null,11550380.722null,98741933null,,,4488774null,25170535nullnull,224.095nullnull,,13389911.132null,,,,,,,,novacoin,nvc
520,2011/12/19,1602492nullnull,92291414null,11550380.736null,127201786null,,,5685746null,26530398nullnull,274.212nullnull,,17231876.386null,,,,,,,,novacoin,nvc
521,2011/12/20,1963034nullnull,96411456null,11550380.775null,136911871null,,,6161768null,29551737nullnull,311.84nullnull,,24892775.82null,,,,,,,,novacoin,nvc
522,2011/12/21,2234828nullnull,84401535null,11550380.775null,118831914null,,,5428768null,30922133nullnull,400.722nullnull,,16244636.036null,,,,,,,,novacoin,nvc
523,2011/12/22,1673751nullnull,88741668null,11550380.785null,120342082null,,,5711798null,30774474nullnull,285.672nullnull,,17238611.069null,,,,,,,,novacoin,nvc
524,2011/12/23,1036890nullnull,88241301null,11550380.867null,121061729null,,,5540801null,31086708nullnull,182.487nullnull,,16560927.719null,,,,,,,,novacoin,nvc
525,2011/12/24,1210388nullnull,72851045null,11550380.867null,102501391null,,,4513626null,31312685nullnull,259.852nullnull,,132811026null,,,,,,,,novacoin,nvc
526,2011/12/25,1216296nullnull,8374960null,11550380.867null,118011299null,,,5112594null,32446893nullnull,230.098nullnull,,12809868.175null,,,,,,,,novacoin,nvc
527,2011/12/26,2868054nullnull,87211084null,11561990.867null,121751390null,,,5464616null,32792714nullnull,508.43nullnull,,13660799.851null,,,,,,,,novacoin,nvc
528,2011/12/27,2699148nullnull,82341194null,11599290.867null,117461758null,,,5066719null,32228244nullnull,517.971nullnull,,16052966.782null,,,,,,,,novacoin,nvc
529,2011/12/28,1137804nullnull,77251285null,11599290.757null,108061638null,,,4845711null,32908979nullnull,227.561nullnull,,14277817.355null,,,,,,,,novacoin,nvc
530,2011/12/29,2100402nullnull,82542381null,11599290.502null,113222829null,,,50741028null,33381804nullnull,402.994nullnull,,16723578.489null,,,,,,,,novacoin,nvc
531,2011/12/30,1170636nullnull,76842076null,11599290.675null,105442610null,,,4909940null,33602360nullnull,231.763nullnull,,14876636.209null,,,,,,,,novacoin,nvc
532,2011/12/31,1179506nullnull,76071365null,11599291.066null,108871752null,,,4986686null,35855139nullnull,229.61nullnull,,16162682.432null,,,,,,,,novacoin,nvc
533,2012/01/01,1693811nullnull,78521341null,11599291.066null,114461690null,,,4848649null,39880989nullnull,338.694nullnull,,16992938.963null,,,,,,,,novacoin,nvc
534,2012/01/02,1336377nullnull,82811499null,11599291.069null,119141998null,,,5259718null,41962352nullnull,247.02nullnull,,19040663.6null,,,,,,,,novacoin,nvc
535,2012/01/03,1326668nullnull,88531569null,11599291.102null,131361976null,,,5614784null,40473046nullnull,229.806nullnull,,18131687.479null,,,,,,,,novacoin,nvc
536,2012/01/04,2055088nullnull,87931500null,11599291.102null,124701985null,,,5582723null,41949464nullnull,358.591nullnull,,19270648.539null,,,,,,,,novacoin,nvc
537,2012/01/05,4277117nullnull,108091555null,11599291.102null,153842023null,,,6847760null,50289956nullnull,611.541nullnull,,24596811.803null,,,,,,,,novacoin,nvc
538,2012/01/06,4123122nullnull,102441352null,11599291.197null,149091788null,,,6473654null,54849906nullnull,620.578nullnull,,21672968.509null,,,,,,,,novacoin,nvc
539,2012/01/07,2094233nullnull,91731152null,11599291.211null,134221539null,,,5721597null,54354184nullnull,354.654nullnull,,16620648.798null,,,,,,,,novacoin,nvc
540,2012/01/08,2433169nullnull,9837883null,11788751.211null,146701236null,,,6241499null,56001044nullnull,379.945nullnull,,20340845.556null,,,,,,,,novacoin,nvc
541,2012/01/09,2955639nullnull,9500763null,12507581.211null,148391061null,,,5948430null,54078111nullnull,483.58nullnull,,20310924.965null,,,,,,,,novacoin,nvc
542,2012/01/10,2449758nullnull,10318781null,12507581.211null,160901132null,,,6536457null,51224731nullnull,366.895nullnull,,295901511null,,,,,,,,novacoin,nvc
543,2012/01/11,2568063nullnull,10893779null,12507581.211null,169881104null,,,6986437null,53936795nullnull,359.723nullnull,,27435896.459null,,,,,,,,novacoin,nvc
544,2012/01/12,2437983nullnull,98641523null,12507580.84null,138811858null,,,6541823null,55407211nullnull,364.095nullnull,,201221056null,,,,,,,,novacoin,nvc
545,2012/01/13,2659923nullnull,103572029null,12507580.65null,144962491null,,,6707868null,53397862nullnull,388.48nullnull,,21679566.504null,,,,,,,,novacoin,nvc
546,2012/01/14,2225276nullnull,105131742null,12507580.784null,145642162null,,,6657708null,53360929nullnull,326.91nullnull,,19891509.414null,,,,,,,,novacoin,nvc
547,2012/01/15,1848237nullnull,9503926null,12507581.144null,135491310null,,,6173456null,55769250nullnull,292.813nullnull,,20803803.303null,,,,,,,,novacoin,nvc
548,2012/01/16,2927919nullnull,10642887null,12507581.144null,148741437null,,,6799425null,55540746nullnull,419.834nullnull,,19623804.635null,,,,,,,,novacoin,nvc
549,2012/01/17,2664307nullnull,10321797null,12507581.144null,142781088null,,,6595386null,49848176nullnull,394.595nullnull,,19495698.806null,,,,,,,,novacoin,nvc
550,2012/01/18,2129173nullnull,10350742null,12507581.144null,147411092null,,,6519360null,46652290nullnull,320.321nullnull,,24735778.143null,,,,,,,,novacoin,nvc
551,2012/01/19,2429916nullnull,10446514null,12507581.144null,15093815null,,,6752233null,49983963nullnull,352.06nullnull,,211612534null,,,,,,,,novacoin,nvc
552,2012/01/20,2293874nullnull,10217590null,12507581.144null,14194908null,,,6635248null,52319698nullnull,338.33nullnull,,20794622.733null,,,,,,,,novacoin,nvc
553,2012/01/21,1896175nullnull,9599627null,12507581.144null,13525954null,,,6202287null,51697937nullnull,297.86nullnull,,18234804.257null,,,,,,,,novacoin,nvc
554,2012/01/22,1686291nullnull,8097935null,12989310.586null,114041279null,,,5189382null,50998395nullnull,316.674nullnull,,16542624.226null,,,,,,,,novacoin,nvc
555,2012/01/23,1776833nullnull,96111184null,13077280.524null,132161643null,,,5930478null,51744402nullnull,291.284nullnull,,15148538.32null,,,,,,,,novacoin,nvc
556,2012/01/24,2388261nullnull,106931025null,13077280.524null,149361449null,,,7129438null,51715541nullnull,328.6nullnull,,24017579.273null,,,,,,,,novacoin,nvc
557,2012/01/25,2500598nullnull,119771227null,13077280.524null,165831670null,,,7813515null,49278287nullnull,314.106nullnull,,24961516.262null,,,,,,,,novacoin,nvc
558,2012/01/26,2308643nullnull,101211343null,13077280.476null,144421798null,,,6460589null,45637501nullnull,349.9nullnull,,22014589.374null,,,,,,,,novacoin,nvc
559,2012/01/27,1880819nullnull,98451466null,13077280.468null,144352001null,,,6196650null,43593001nullnull,296.8nullnull,,21301640.743null,,,,,,,,novacoin,nvc
560,2012/01/28,1350996nullnull,93641891null,13077280.474null,130532409null,,,5765794null,44806878nullnull,228.595nullnull,,19058546.613null,,,,,,,,novacoin,nvc
561,2012/01/29,1886777nullnull,98381863null,13077280.585null,143912415null,,,6259663null,45207726nullnull,293.616nullnull,,17906446.849null,,,,,,,,novacoin,nvc
562,2012/01/30,1766431nullnull,97801743null,13077280.597null,135072258null,,,5981608null,44693933nullnull,287.085nullnull,,15711511.779null,,,,,,,,novacoin,nvc
563,2012/01/31,1853294nullnull,10999976null,13077281.033null,156261383null,,,6775448null,45169828nullnull,267.624nullnull,,21845699.776null,,,,,,,,novacoin,nvc
564,2012/02/01,2486583nullnull,105321289null,13077281.033null,149731862null,,,6361625null,47827265nullnull,382.434nullnull,,207828686null,,,,,,,,novacoin,nvc
565,2012/02/02,2243216nullnull,114801742null,13077281.033null,161052404null,,,7005867null,50140702nullnull,313.123nullnull,,2162010617null,,,,,,,,novacoin,nvc
566,2012/02/03,2278940nullnull,114231858null,13077281.012null,165542419null,,,6892928null,49770063nullnull,323.254nullnull,,2068912310null,,,,,,,,novacoin,nvc
567,2012/02/04,2119494nullnull,112032032null,13462070.968null,163622668null,,,7080995null,48883844nullnull,292.869nullnull,,210239512null,,,,,,,,novacoin,nvc
568,2012/02/05,1959833nullnull,106102110null,13796470.968null,148572709null,,,66321049null,47809313nullnull,289.317nullnull,,211919444null,,,,,,,,novacoin,nvc
569,2012/02/06,1764322nullnull,98071653null,13796471.396null,138942309null,,,5990874null,45988545nullnull,287.536nullnull,,1866910590null,,,,,,,,novacoin,nvc
570,2012/02/07,1756130nullnull,106141819null,13796471.429null,147082413null,,,68751003null,46279869nullnull,250.446nullnull,,2206116858null,,,,,,,,novacoin,nvc
571,2012/02/08,1707041nullnull,108031883null,13796471.429null,145942453null,,,68791037null,46803124nullnull,243.03nullnull,,2106013157null,,,,,,,,novacoin,nvc
572,2012/02/09,1539236nullnull,112801717null,13796471.467null,151202318null,,,7343935null,47424934nullnull,205.56nullnull,,231402368null,,,,,,,,novacoin,nvc
573,2012/02/10,1857602nullnull,118991583null,13796471.492null,163572203null,,,8318824null,48764614nullnull,219.679nullnull,,274521534null,,,,,,,,novacoin,nvc
574,2012/02/11,2592569nullnull,109101701null,13796471.492null,152882238null,,,7529869null,47826538nullnull,337.618nullnull,,23083775.577null,,,,,,,,novacoin,nvc
575,2012/02/12,1773882nullnull,104281580null,13796471.498null,141782248null,,,6872790null,46361816nullnull,252.33nullnull,,19537863.23null,,,,,,,,novacoin,nvc
576,2012/02/13,2273770nullnull,119101543null,13796471.528null,162512075null,,,7855733null,44865178nullnull,284.506nullnull,,26315829.865null,,,,,,,,novacoin,nvc
577,2012/02/14,6543408nullnull,135291585null,13796471.528null,184052052null,,,9351781null,40519007nullnull,689.578nullnull,,31811833.494null,,,,,,,,novacoin,nvc
578,2012/02/15,5879622nullnull,131461370null,13796471.528null,177651841null,,,9203599null,36653669nullnull,629.712nullnull,,29958714.156null,,,,,,,,novacoin,nvc
579,2012/02/16,6860441nullnull,133671547null,13796471.583null,186652068null,,,9399768null,35810624nullnull,719.35nullnull,,32471998.525null,,,,,,,,novacoin,nvc
580,2012/02/17,4206722nullnull,100911517null,13796471.593null,142201991null,,,6626736null,36144143nullnull,620.644nullnull,,18727878.922null,,,,,,,,novacoin,nvc
581,2012/02/18,2998528nullnull,103961503null,13777111.593null,145011988null,,,6345719null,35978653nullnull,460.179nullnull,,16254754.184null,,,,,,,,novacoin,nvc
582,2012/02/19,1670870nullnull,93111580null,13763021.628null,132472042null,,,5800774null,36033394nullnull,280.441nullnull,,16419883.229null,,,,,,,,novacoin,nvc
583,2012/02/20,1873018nullnull,101321551null,13763021.669null,142911980null,,,6199800null,36544012nullnull,295.475nullnull,,19033911.598null,,,,,,,,novacoin,nvc
584,2012/02/21,1677114nullnull,101591629null,13763021.669null,147192086null,,,6291776null,36274731nullnull,261.233nullnull,,22881817.011null,,,,,,,,novacoin,nvc
585,2012/02/22,3389588nullnull,113851484null,13763021.674null,162911919null,,,7035704null,36497174nullnull,471.169nullnull,,19503715.101null,,,,,,,,novacoin,nvc
586,2012/02/23,3237473nullnull,124081577null,13763021.727null,175602436null,,,7848729null,39777269nullnull,403.977nullnull,,224901038null,,,,,,,,novacoin,nvc
587,2012/02/24,2888288nullnull,112111300null,13763021.727null,165191694null,,,6781592null,42229066nullnull,416.78nullnull,,22187754.49null,,,,,,,,novacoin,nvc
588,2012/02/25,2028503nullnull,101941191null,13763021.727null,151581775null,,,6141495null,41248174nullnull,321.678nullnull,,180851057null,,,,,,,,novacoin,nvc
589,2012/02/26,1646344nullnull,95081159null,13763021.735null,133271656null,,,5671500null,40838813nullnull,282.828nullnull,,17935573.906null,,,,,,,,novacoin,nvc
590,2012/02/27,1824400nullnull,107481013null,13763021.742null,149131440null,,,6581463null,41646504nullnull,270.883nullnull,,19487890.681null,,,,,,,,novacoin,nvc
591,2012/02/28,1820438nullnull,113181067null,13763021.742null,163241498null,,,6565487null,41431337nullnull,270.697nullnull,,19261828.137null,,,,,,,,novacoin,nvc
592,2012/02/29,1602550nullnull,110711010null,13763021.742null,154441479null,,,6540496null,41090496nullnull,238.51nullnull,,169631319null,,,,,,,,novacoin,nvc
593,2012/03/01,3217499nullnull,111551275null,13763021.665null,161441711null,,,6660641null,41359446nullnull,472.397nullnull,,226071055null,,,,,,,,novacoin,nvc
594,2012/03/02,2696335nullnull,121641741null,14456461.362null,176142185null,,,7511856null,40740338nullnull,352.693nullnull,,27956861.96null,,,,,,,,novacoin,nvc
595,2012/03/03,1779952nullnull,87781793null,14969791.362null,125932295null,,,5074900null,39564905nullnull,343.156nullnull,,20162559.931null,,,,,,,,novacoin,nvc
596,2012/03/04,3201630nullnull,111331205null,14969791.868null,149631641null,,,6454611null,39986479nullnull,485.758nullnull,,21450562.03null,,,,,,,,novacoin,nvc
597,2012/03/05,1832737nullnull,11606923null,14969792.051null,161441322null,,,6834414null,41587832nullnull,262.607nullnull,,24312547.34null,,,,,,,,novacoin,nvc
598,2012/03/06,1772273nullnull,10741984null,14969792.051null,153041447null,,,6231468null,42364623nullnull,278.309nullnull,,23307945.163null,,,,,,,,novacoin,nvc
599,2012/03/07,1856721nullnull,110521004null,14969792.051null,152131366null,,,6481511null,42180920nullnull,279.837nullnull,,19153792.985null,,,,,,,,novacoin,nvc
600,2012/03/08,2568403nullnull,11366971null,14969791.85null,157051401null,,,6481473null,41964320nullnull,386.982nullnull,,198671233null,,,,,,,,novacoin,nvc
601,2012/03/09,2886852nullnull,110721087null,14969791.682null,157971546null,,,6334490null,41678706nullnull,443.995nullnull,,18631739.415null,,,,,,,,novacoin,nvc
602,2012/03/10,1864238nullnull,92351012null,14969791.682null,128881410null,,,5205437null,41305339nullnull,347.158nullnull,,18252745.845null,,,,,,,,novacoin,nvc
603,2012/03/11,2068822nullnull,91361151null,14969791.682null,126461566null,,,5089519null,41553840nullnull,396.098nullnull,,19326727.503null,,,,,,,,novacoin,nvc
604,2012/03/12,2929566nullnull,104561089null,14969791.682null,143631540null,,,5975455null,41824607nullnull,477.05nullnull,,178211221null,,,,,,,,novacoin,nvc
605,2012/03/13,2674798nullnull,120111452null,14969791.327null,168211905null,,,7235583null,43408043nullnull,361.704nullnull,,24723729.788null,,,,,,,,novacoin,nvc
606,2012/03/14,3223965nullnull,112511738null,14969791.2null,161862329null,,,6758748null,45594548nullnull,467.58nullnull,,2604519580null,,,,,,,,novacoin,nvc
607,2012/03/15,2609212nullnull,103051915null,14969791.2null,151462838null,,,61631031null,45877969nullnull,415.215nullnull,,2500262469null,,,,,,,,novacoin,nvc
608,2012/03/16,2677126nullnull,109971303null,14978991.416null,162461662null,,,6782506null,45791503nullnull,386.031nullnull,,20130650.344null,,,,,,,,novacoin,nvc
609,2012/03/17,2427058nullnull,112711149null,14982941.466null,160851531null,,,6706442null,45266556nullnull,352.975nullnull,,18060613.332null,,,,,,,,novacoin,nvc
610,2012/03/18,1949262nullnull,96371438null,14982941.466null,138861876null,,,5879585null,45035313nullnull,322.779nullnull,,16294706.802null,,,,,,,,novacoin,nvc
611,2012/03/19,2247718nullnull,106921573null,14982941.536null,155182179null,,,6509703null,42731266nullnull,337.901nullnull,,21062808.412null,,,,,,,,novacoin,nvc
612,2012/03/20,2353523nullnull,112021506null,14982941.589null,159821960null,,,6674672null,40879183nullnull,344.384nullnull,,18939773.949null,,,,,,,,novacoin,nvc
613,2012/03/21,2448874nullnull,115021530null,14982941.589null,162152088null,,,6842708null,41527062nullnull,349.839nullnull,,19543755.138null,,,,,,,,novacoin,nvc
614,2012/03/22,3580918nullnull,111461262null,14982941.84null,157141739null,,,6429578null,40905823nullnull,543.634nullnull,,191581001null,,,,,,,,novacoin,nvc
615,2012/03/23,4206317nullnull,98381388null,14982941.964null,142591805null,,,6030749null,40612303nullnull,683.287nullnull,,21334889.626null,,,,,,,,novacoin,nvc
616,2012/03/24,3802020nullnull,101251142null,14982941.964null,139441518null,,,6191516null,40383944nullnull,596.395nullnull,,14728633.273null,,,,,,,,novacoin,nvc
617,2012/03/25,1919471nullnull,97351107null,14982941.964null,143531491null,,,6055510null,39839249nullnull,308.994nullnull,,17983949.61null,,,,,,,,novacoin,nvc
618,2012/03/26,2419218nullnull,107531219null,14982941.781null,157801561null,,,6468551null,39629807nullnull,365.496nullnull,,21019748.354null,,,,,,,,novacoin,nvc
619,2012/03/27,2676207nullnull,108591355null,14982941.715null,155201916null,,,6510642null,40819990nullnull,401.471nullnull,,19457896.431null,,,,,,,,novacoin,nvc
620,2012/03/28,3285385nullnull,115761276null,14982941.715null,162431723null,,,7089573null,41617749nullnull,453.845nullnull,,22204658.218null,,,,,,,,novacoin,nvc
621,2012/03/29,5736080nullnull,119561261null,15938061.726null,170291746null,,,7377518null,41469186nullnull,762.98nullnull,,23767555.312null,,,,,,,,novacoin,nvc
622,2012/03/30,4741326nullnull,108101250null,16265531.748null,150321885null,,,6674545null,41934584nullnull,694.395nullnull,,20294809.358null,,,,,,,,novacoin,nvc
623,2012/03/31,4269553nullnull,100941169null,16265531.748null,140441661null,,,6022501null,42352940nullnull,689.527nullnull,,16095656.418null,,,,,,,,novacoin,nvc
624,2012/04/01,2988843nullnull,89701250null,16265531.748null,127581829null,,,5421549null,42144604nullnull,537.272nullnull,,18447730.174null,,,,,,,,novacoin,nvc
625,2012/04/02,3401123nullnull,103431171null,16265531.78null,148921635null,,,6356503null,42426172nullnull,525.513nullnull,,26376670.074null,,,,,,,,novacoin,nvc
626,2012/04/03,4056804nullnull,123551123null,16265531.785null,188021507null,,,7606464null,43193932nullnull,524.203nullnull,,27200572.893null,,,,,,,,novacoin,nvc
627,2012/04/04,3750671nullnull,114651151null,16265531.785null,166841752null,,,7006517null,42938161nullnull,525.083nullnull,,23402596.183null,,,,,,,,novacoin,nvc
628,2012/04/05,4614387nullnull,109481119null,16265531.785null,163941523null,,,6911496null,42901761nullnull,656.572nullnull,,29840585.885null,,,,,,,,novacoin,nvc
629,2012/04/06,2887424nullnull,107911230null,16265531.598null,163281684null,,,6563557null,43040545nullnull,431.023nullnull,,25348596.85null,,,,,,,,novacoin,nvc
630,2012/04/07,1643190nullnull,98181205null,16265531.589null,142731608null,,,5951485null,42062586nullnull,270.262nullnull,,21073501.933null,,,,,,,,novacoin,nvc
631,2012/04/08,5951642nullnull,97711247null,16265531.589null,139251692null,,,5765546null,41406334nullnull,1006nullnull,,17845633.605null,,,,,,,,novacoin,nvc
632,2012/04/09,7897913nullnull,105451205null,16265531.647null,152151662null,,,6471462null,42238440nullnull,1194nullnull,,20114547.4null,,,,,,,,novacoin,nvc
633,2012/04/10,3993668nullnull,124691382null,16265531.684null,174221931null,,,8321606null,42477507nullnull,471.619nullnull,,25257756.258null,,,,,,,,novacoin,nvc
634,2012/04/11,7379895nullnull,129771231null,16265531.684null,184581708null,,,7717562null,42757620nullnull,939.157nullnull,,26241678.482null,,,,,,,,novacoin,nvc
635,2012/04/12,6299382nullnull,130751265null,16135321.694null,188311797null,,,8163531null,43156049nullnull,759.877nullnull,,29407658.085null,,,,,,,,novacoin,nvc
636,2012/04/13,4086642nullnull,110961292null,15779131.729null,157781744null,,,6918582null,43115565nullnull,580.407nullnull,,26228676.328null,,,,,,,,novacoin,nvc
637,2012/04/14,4902814nullnull,124361196null,15779131.729null,173581852null,,,7888519null,43446776nullnull,610.79nullnull,,25286634.218null,,,,,,,,novacoin,nvc
638,2012/04/15,6318219nullnull,113111141null,15779131.729null,162401545null,,,7264478null,43608683nullnull,857.173nullnull,,29537509.681null,,,,,,,,novacoin,nvc
639,2012/04/16,7981561nullnull,135361245null,15779131.712null,191081630null,,,8427517null,43513899nullnull,930.577nullnull,,27346711.153null,,,,,,,,novacoin,nvc
640,2012/04/17,5626971nullnull,126081186null,15779131.701null,185471544null,,,7670522null,43700538nullnull,720.944nullnull,,28954630.18null,,,,,,,,novacoin,nvc
641,2012/04/18,5215097nullnull,135981200null,15779131.701null,193711626null,,,8450529null,44432537nullnull,607.82nullnull,,32905626.15null,,,,,,,,novacoin,nvc
642,2012/04/19,3518732nullnull,124281119null,15779131.701null,177821507null,,,7743486null,45177189nullnull,445.409nullnull,,23558566.661null,,,,,,,,novacoin,nvc
643,2012/04/20,14979837nullnull,135731090null,15779131.618null,193461447null,,,8131443null,46241653nullnull,1808nullnull,,28147529.089null,,,,,,,,novacoin,nvc
644,2012/04/21,6502765nullnull,115201005null,15779131.617null,163141378null,,,7047354null,47033306nullnull,903.036nullnull,,22122783.637null,,,,,,,,novacoin,nvc
645,2012/04/22,4957816nullnull,105021114null,15779131.617null,146981516null,,,6214412null,46216269nullnull,780.267nullnull,,21101510.093null,,,,,,,,novacoin,nvc
646,2012/04/23,3952853nullnull,117461175null,15779131.591null,167351596null,,,6969464null,44929115nullnull,556.426nullnull,,24795747.188null,,,,,,,,novacoin,nvc
647,2012/04/24,3735586nullnull,123241279null,15779131.488null,173301657null,,,7522479null,44495207nullnull,487.674nullnull,,24958936.209null,,,,,,,,novacoin,nvc
648,2012/04/25,5178034nullnull,124941115null,15779131.488null,174541571null,,,7430456null,45298429nullnull,685.197nullnull,,27268612.892null,,,,,,,,novacoin,nvc
649,2012/04/26,9462632nullnull,139771125null,15779131.488null,191691669null,,,9944490null,45320504nullnull,936.987nullnull,,27323852.129null,,,,,,,,novacoin,nvc
650,2012/04/27,7457539nullnull,118531099null,15281031.437null,172021450null,,,7060482null,45260993nullnull,1036nullnull,,24958670.85null,,,,,,,,novacoin,nvc
651,2012/04/28,4443238nullnull,114051106null,15085901.336null,159691492null,,,7275489null,44728799nullnull,598.255nullnull,,21852731.398null,,,,,,,,novacoin,nvc
652,2012/04/29,4843245nullnull,115271182null,15085901.336null,159911567null,,,7550491null,43896177nullnull,626.633nullnull,,18880560.492null,,,,,,,,novacoin,nvc
653,2012/04/30,5403582nullnull,142991307null,15085901.336null,191011992null,,,9234552null,43849664nullnull,574.055nullnull,,23316701.34null,,,,,,,,novacoin,nvc
654,2012/05/01,5384206nullnull,145531326null,15085901.289null,200302098null,,,10038556null,44277425nullnull,527.45nullnull,,28094707.344null,,,,,,,,novacoin,nvc
655,2012/05/02,5421854nullnull,145661274null,15085901.264null,201992092null,,,9828554null,44874623nullnull,543.381nullnull,,314541356null,,,,,,,,novacoin,nvc
656,2012/05/03,6170963nullnull,165481224null,15085901.264null,218601684null,,,13845520null,45511162nullnull,440.72nullnull,,38871893.979null,,,,,,,,novacoin,nvc
657,2012/05/04,5691706nullnull,166491003null,15085901.264null,226781546null,,,13937397null,45409728nullnull,403.724nullnull,,39016966.825null,,,,,,,,novacoin,nvc
658,2012/05/05,6067456nullnull,152091032null,15085901.262null,200171569null,,,12831414null,45307139nullnull,466.799nullnull,,34066648.59null,,,,,,,,novacoin,nvc
659,2012/05/06,3295020nullnull,141081120null,15085901.262null,221981451null,,,10986422null,45274342nullnull,295.518nullnull,,34626556.666null,,,,,,,,novacoin,nvc
660,2012/05/07,11043335nullnull,191541198null,15085901.262null,256521614null,,,18077495null,45238497nullnull,605.214nullnull,,47573693.395null,,,,,,,,novacoin,nvc
661,2012/05/08,19717500nullnull,184951254null,15085901.236null,237861698null,,,17543508null,45403872nullnull,1113nullnull,,44137604.446null,,,,,,,,novacoin,nvc
662,2012/05/09,11850719nullnull,191911270null,16060141.171null,248251737null,,,17079532null,45252244nullnull,687.197nullnull,,47735629.106null,,,,,,,,novacoin,nvc
663,2012/05/10,5917199nullnull,151671247null,17332081.171null,204171713null,,,11653507null,44468986nullnull,502.224nullnull,,41691635.137null,,,,,,,,novacoin,nvc
664,2012/05/11,7516889nullnull,199971253null,17332081.171null,261371672null,,,18918521null,44050308nullnull,394.36nullnull,,59536708.825null,,,,,,,,novacoin,nvc
665,2012/05/12,15814943nullnull,179291158null,17332081.165null,227491540null,,,18198460null,44475700nullnull,862.978nullnull,,61767759.171null,,,,,,,,novacoin,nvc
666,2012/05/13,7422726nullnull,158701213null,17332081.163null,207041693null,,,14597502null,44433250nullnull,503.68nullnull,,45873619.047null,,,,,,,,novacoin,nvc
667,2012/05/14,11450230nullnull,266611303null,17332081.163null,324141915null,,,28210548null,44814895nullnull,403.902nullnull,,89490691.831null,,,,,,,,novacoin,nvc
668,2012/05/15,18787528nullnull,214371146null,17332081.161null,271631764null,,,22105488null,45303808nullnull,844.953nullnull,,77261633.384null,,,,,,,,novacoin,nvc
669,2012/05/16,17376275nullnull,191891161null,17332081.156null,255411586null,,,17957505null,45648650nullnull,961.183nullnull,,70625666.5null,,,,,,,,novacoin,nvc
670,2012/05/17,17576928nullnull,172671269null,17332081.156null,225691735null,,,16819600null,45957367nullnull,1038nullnull,,67869752.042null,,,,,,,,novacoin,nvc
671,2012/05/18,9548311nullnull,207961178null,17332081.156null,261611611null,,,24336595null,46118755nullnull,390.029nullnull,,755961012null,,,,,,,,novacoin,nvc
672,2012/05/19,6263069nullnull,257311204null,17332081.129null,316041580null,,,35255538null,46183801nullnull,176.903nullnull,,104530686.538null,,,,,,,,novacoin,nvc
673,2012/05/20,10270045nullnull,236121409null,17332080.979null,295401878null,,,31322657null,46150410nullnull,326.448nullnull,,99269573.667null,,,,,,,,novacoin,nvc
674,2012/05/21,19442637nullnull,240941490null,17332080.979null,303552021null,,,31478704null,46147533nullnull,615.195nullnull,,110218822.87null,,,,,,,,novacoin,nvc
675,2012/05/22,20685550nullnull,211761517null,17332080.979null,275162055null,,,23365662null,46173595nullnull,880.986nullnull,,90642604.519null,,,,,,,,novacoin,nvc
676,2012/05/23,9214491nullnull,228421515null,17332081.053null,296161971null,,,27302686null,46383407nullnull,335.903nullnull,,93793715.463null,,,,,,,,novacoin,nvc
677,2012/05/24,5757136nullnull,220321479null,16990961.064null,280671920null,,,26464674null,46508986nullnull,216.523nullnull,,94460671.505null,,,,,,,,novacoin,nvc
678,2012/05/25,12481721nullnull,232871608null,15910751.064null,301122159null,,,28878774null,46567675nullnull,430.419nullnull,,104320591.318null,,,,,,,,novacoin,nvc
679,2012/05/26,24652137nullnull,197451309null,15910751.159null,256501827null,,,23137640null,46391484nullnull,1059nullnull,,70946774.728null,,,,,,,,novacoin,nvc
680,2012/05/27,10315147nullnull,205961352null,15910751.193null,262951765null,,,26288658null,46532848nullnull,390.031nullnull,,72716826.456null,,,,,,,,novacoin,nvc
681,2012/05/28,10932955nullnull,230361387null,15910751.193null,295941923null,,,29746684null,46681877nullnull,365.797nullnull,,93271851.306null,,,,,,,,novacoin,nvc
682,2012/05/29,16271953nullnull,251141320null,15910751.193null,342681770null,,,29690683null,46828270nullnull,545.746nullnull,,1054781008null,,,,,,,,novacoin,nvc
683,2012/05/30,12261857nullnull,218671324null,15910751.066null,285481848null,,,25449596null,46838004nullnull,479.353nullnull,,88056751.128null,,,,,,,,novacoin,nvc
