,date,send_usd,sent_addresses,difficulty,active_addresses,fee_reward,median_transaction_size,transactions,market_cap,av_transaction_value,mining_profitability,block_size,av_transaction_size,top_100_percent,confirmation_time,tweets,google_trends,hashrate,median_transaction_value,full_name,coin
151,2010/12/15,27336nullnull,772nullnull,12252nullnull,1085nullnull,,,446nullnull,1180486nullnull,42.579nullnull,,837.857nullnull,,,,,,,,novacoin,nvc
152,2010/12/16,20675nullnull,606nullnull,12252nullnull,949nullnull,,,358nullnull,1192818nullnull,38.937nullnull,,804.312nullnull,,,,,,,,novacoin,nvc
153,2010/12/17,15425nullnull,514nullnull,12252nullnull,796nullnull,,,296nullnull,1197451nullnull,33.388nullnull,,905.211nullnull,,,,,,,,novacoin,nvc
154,2010/12/18,20367nullnull,589nullnull,12252nullnull,858nullnull,,,338nullnull,1201197nullnull,40.815nullnull,,790.72nullnull,,,,,,,,novacoin,nvc
155,2010/12/19,23922nullnull,620nullnull,12252nullnull,1088nullnull,,,367nullnull,1199237nullnull,43.416nullnull,,952.538nullnull,,,,,,,,novacoin,nvc
156,2010/12/20,21078nullnull,1027nullnull,12252nullnull,1461nullnull,,,773nullnull,1248252nullnull,22.615nullnull,,1608nullnull,,,,,,,,novacoin,nvc
157,2010/12/21,25401nullnull,762nullnull,12607nullnull,1089nullnull,,,434nullnull,1232762nullnull,40.383nullnull,,852.138nullnull,,,,,,,,novacoin,nvc
158,2010/12/22,20433nullnull,799nullnull,14484nullnull,1210nullnull,,,502nullnull,1220279nullnull,30.959nullnull,,1147nullnull,,,,,,,,novacoin,nvc
159,2010/12/23,15665nullnull,708nullnull,14484nullnull,1018nullnull,,,374nullnull,1232226nullnull,30.182nullnull,,1038nullnull,,,,,,,,novacoin,nvc
160,2010/12/24,15041nullnull,626nullnull,14484nullnull,851nullnull,,,383nullnull,1234032nullnull,28.326nullnull,,919.885nullnull,,,,,,,,novacoin,nvc
161,2010/12/25,28003nullnull,831nullnull,14484nullnull,1076nullnull,,,466nullnull,1234385nullnull,44.169nullnull,,915.28nullnull,,,,,,,,novacoin,nvc
162,2010/12/26,18032nullnull,773nullnull,14484nullnull,1028nullnull,,,439nullnull,1279977nullnull,30.876nullnull,,1065nullnull,,,,,,,,novacoin,nvc
163,2010/12/27,23612nullnull,628nullnull,14484nullnull,1140nullnull,,,360nullnull,1284582nullnull,44.89nullnull,,1025nullnull,,,,,,,,novacoin,nvc
164,2010/12/28,15401nullnull,789nullnull,14484nullnull,1030nullnull,,,492nullnull,1356546nullnull,23.299nullnull,,1033nullnull,,,,,,,,novacoin,nvc
165,2010/12/29,31647nullnull,623nullnull,14484nullnull,990nullnull,,,348nullnull,1426287nullnull,61.691nullnull,,899.552nullnull,,,,,,,,novacoin,nvc
166,2010/12/30,19089nullnull,718nullnull,14484nullnull,1091nullnull,,,424nullnull,1478682nullnull,32.191nullnull,,971.817nullnull,,,,,,,,novacoin,nvc
167,2010/12/31,17825nullnull,668nullnull,14484nullnull,898nullnull,,,393nullnull,1503735nullnull,32.117nullnull,,870.284nullnull,,,,,,,,novacoin,nvc
168,2011/01/01,16353nullnull,823nullnull,14484nullnull,1077nullnull,,,478nullnull,1486083nullnull,24.815nullnull,,1029nullnull,,,,,,,,novacoin,nvc
169,2011/01/02,13843nullnull,685nullnull,14484nullnull,1051nullnull,,,394nullnull,1495199nullnull,24.328nullnull,,942.686nullnull,,,,,,,,novacoin,nvc
170,2011/01/03,19774nullnull,956nullnull,15910nullnull,1398nullnull,,,972nullnull,1473717nullnull,17.53nullnull,,2401nullnull,,,,,,,,novacoin,nvc
171,2011/01/04,11956nullnull,845nullnull,16307nullnull,1078nullnull,,,838nullnull,1501129nullnull,12.212nullnull,,1697nullnull,,,,,,,,novacoin,nvc
172,2011/01/05,14555nullnull,1035nullnull,16307nullnull,1540nullnull,,,1156nullnull,1488066nullnull,11.111nullnull,,2377nullnull,,,,,,,,novacoin,nvc
173,2011/01/06,9547nullnull,775nullnull,16307nullnull,1161nullnull,,,553nullnull,1510679nullnull,13.757nullnull,,1461nullnull,,,,,,,,novacoin,nvc
174,2011/01/07,17459nullnull,935nullnull,16307nullnull,1254nullnull,,,856nullnull,1564730nullnull,17.117nullnull,,1596nullnull,,,,,,,,novacoin,nvc
175,2011/01/08,18640nullnull,1199nullnull,16307nullnull,1473nullnull,,,1266nullnull,1604317nullnull,12.98nullnull,,2198nullnull,,,,,,,,novacoin,nvc
176,2011/01/09,12364nullnull,1069nullnull,16307nullnull,1383nullnull,,,1060nullnull,1642113nullnull,10.109nullnull,,2063nullnull,,,,,,,,novacoin,nvc
177,2011/01/10,26678nullnull,1126nullnull,16307nullnull,1437nullnull,,,1150nullnull,1653887nullnull,20.334nullnull,,2207nullnull,,,,,,,,novacoin,nvc
178,2011/01/11,34068nullnull,1174nullnull,16307nullnull,1552nullnull,,,1190nullnull,1665903nullnull,25.013nullnull,,2225nullnull,,,,,,,,novacoin,nvc
179,2011/01/12,19094nullnull,974nullnull,16307nullnull,1263nullnull,,,995nullnull,1648580nullnull,16.432nullnull,,1839nullnull,,,,,,,,novacoin,nvc
180,2011/01/13,38168nullnull,1083nullnull,16307nullnull,1696nullnull,,,1078nullnull,1628193nullnull,30.148nullnull,,1939nullnull,,,,,,,,novacoin,nvc
181,2011/01/14,30593nullnull,1041nullnull,16307nullnull,1607nullnull,,,1081nullnull,1839657nullnull,24.242nullnull,,1966nullnull,,,,,,,,novacoin,nvc
182,2011/01/15,22421nullnull,1107nullnull,17203nullnull,1422nullnull,,,805nullnull,2018566nullnull,23.307nullnull,,1836nullnull,,,,,,,,novacoin,nvc
183,2011/01/16,25484nullnull,1130nullnull,18438nullnull,1536nullnull,,,757nullnull,2022140nullnull,27.373nullnull,,1609nullnull,,,,,,,,novacoin,nvc
184,2011/01/17,21484nullnull,1025nullnull,18438nullnull,1348nullnull,,,649nullnull,1896996nullnull,25.884nullnull,,1254nullnull,,,,,,,,novacoin,nvc
185,2011/01/18,34742nullnull,1054nullnull,18438nullnull,1416nullnull,,,677nullnull,1709854nullnull,42.472nullnull,,1766nullnull,,,,,,,,novacoin,nvc
186,2011/01/19,18718nullnull,1157nullnull,18438nullnull,1545nullnull,,,748nullnull,1617830nullnull,20.413nullnull,,1613nullnull,,,,,,,,novacoin,nvc
187,2011/01/20,18331nullnull,1137nullnull,18438nullnull,1453nullnull,,,738nullnull,1819830nullnull,19.839nullnull,,1341nullnull,,,,,,,,novacoin,nvc
188,2011/01/21,24690nullnull,1411nullnull,18438nullnull,1969nullnull,,,992nullnull,2100121nullnull,21.175nullnull,,2105nullnull,,,,,,,,novacoin,nvc
189,2011/01/22,29762nullnull,1594nullnull,18438nullnull,2196nullnull,,,1257nullnull,2219215nullnull,20.93nullnull,,3070nullnull,,,,,,,,novacoin,nvc
190,2011/01/23,35521nullnull,1318nullnull,18438nullnull,1932nullnull,,,911nullnull,2307038nullnull,32.859nullnull,,2135nullnull,,,,,,,,novacoin,nvc
191,2011/01/24,29656nullnull,1585nullnull,18438nullnull,2058nullnull,,,1131nullnull,2247218nullnull,22.483nullnull,,2231nullnull,,,,,,,,novacoin,nvc
192,2011/01/25,22662nullnull,1075nullnull,18438nullnull,1445nullnull,,,733nullnull,2166682nullnull,25.492nullnull,,1574nullnull,,,,,,,,novacoin,nvc
193,2011/01/26,27199nullnull,1171nullnull,18438nullnull,1586nullnull,,,825nullnull,2165552nullnull,27.064nullnull,,1606nullnull,,,,,,,,novacoin,nvc
194,2011/01/27,429974nullnull,1058nullnull,20538nullnull,1653nullnull,,,681nullnull,2175749nullnull,511.265nullnull,,1786nullnull,,,,,,,,novacoin,nvc
195,2011/01/28,19988nullnull,1339nullnull,22012nullnull,1690nullnull,,,923nullnull,2277703nullnull,18.491nullnull,,2015nullnull,,,,,,,,novacoin,nvc
196,2011/01/29,29887nullnull,1615nullnull,22012nullnull,2077nullnull,,,1186nullnull,2322378nullnull,22.188nullnull,,2931nullnull,,,,,,,,novacoin,nvc
197,2011/01/30,180538nullnull,2802nullnull,22012nullnull,3198nullnull,,,2436nullnull,2433551nullnull,69.652nullnull,,6347nullnull,,,,,,,,novacoin,nvc
198,2011/01/31,94612nullnull,1672nullnull,22012nullnull,2229nullnull,,,1223nullnull,2634576nullnull,67.919nullnull,,2956nullnull,,,,,,,,novacoin,nvc
199,2011/02/01,75925nullnull,1266nullnull,22012nullnull,1916nullnull,,,849nullnull,3306594nullnull,74.951nullnull,,2500nullnull,,,,,,,,novacoin,nvc
200,2011/02/02,81155nullnull,1076nullnull,22012nullnull,1490nullnull,,,738nullnull,3769488nullnull,90.574nullnull,,1813nullnull,,,,,,,,novacoin,nvc
201,2011/02/03,46402nullnull,953nullnull,22012nullnull,1266nullnull,,,629nullnull,3737529nullnull,58.811nullnull,,1442nullnull,,,,,,,,novacoin,nvc
202,2011/02/04,40686nullnull,1122nullnull,22012nullnull,1509nullnull,,,760nullnull,4059217nullnull,42.648nullnull,,1444nullnull,,,,,,,,novacoin,nvc
203,2011/02/05,61231nullnull,1009nullnull,22012nullnull,1525nullnull,,,653nullnull,4672256nullnull,73.595nullnull,,1483nullnull,,,,,,,,novacoin,nvc
204,2011/02/06,70806nullnull,1057nullnull,22012nullnull,1393nullnull,,,732nullnull,4841577nullnull,77.894nullnull,,1675nullnull,,,,,,,,novacoin,nvc
205,2011/02/07,138493nullnull,1046nullnull,22012nullnull,1398nullnull,,,689nullnull,4769676nullnull,155.261nullnull,,1240nullnull,,,,,,,,novacoin,nvc
206,2011/02/08,60278nullnull,1038nullnull,25002nullnull,1427nullnull,,,678nullnull,4827676nullnull,71.25nullnull,,1484nullnull,,,,,,,,novacoin,nvc
207,2011/02/09,127867nullnull,1588nullnull,25998nullnull,2088nullnull,,,1035nullnull,5335378nullnull,104.211nullnull,,1861nullnull,,,,,,,,novacoin,nvc
208,2011/02/10,223847nullnull,2625nullnull,25998nullnull,3549nullnull,,,1848nullnull,5519931nullnull,110.053nullnull,,3598nullnull,,,,,,,,novacoin,nvc
209,2011/02/11,258210nullnull,2964nullnull,25998nullnull,4310nullnull,,,2169nullnull,5501868nullnull,109.643nullnull,,3763nullnull,,,,,,,,novacoin,nvc
210,2011/02/12,137631nullnull,2455nullnull,25998nullnull,3300nullnull,,,1716nullnull,5618644nullnull,71.983nullnull,,2978nullnull,,,,,,,,novacoin,nvc
211,2011/02/13,109491nullnull,2311nullnull,25998nullnull,3266nullnull,,,1624nullnull,5659050nullnull,60.094nullnull,,2663nullnull,,,,,,,,novacoin,nvc
212,2011/02/14,137336nullnull,2516nullnull,25998nullnull,4117nullnull,,,1810nullnull,5693466nullnull,68.463nullnull,,3688nullnull,,,,,,,,novacoin,nvc
213,2011/02/15,96622nullnull,2681nullnull,25998nullnull,3410nullnull,,,1999nullnull,5690289nullnull,43.445nullnull,,2882nullnull,,,,,,,,novacoin,nvc
214,2011/02/16,64360nullnull,2407nullnull,25998nullnull,2982nullnull,,,1858nullnull,5675041nullnull,30.794nullnull,,2511nullnull,,,,,,,,novacoin,nvc
215,2011/02/17,97614nullnull,2753nullnull,25998nullnull,3492nullnull,,,2019nullnull,5660045nullnull,43.384nullnull,,2839nullnull,,,,,,,,novacoin,nvc
216,2011/02/18,114283nullnull,2640nullnull,34091nullnull,3608nullnull,,,1844nullnull,5250148nullnull,55.585nullnull,,3227nullnull,,,,,,,,novacoin,nvc
217,2011/02/19,158511nullnull,2030nullnull,36460nullnull,2892nullnull,,,1422nullnull,4869726nullnull,100.133nullnull,,3009nullnull,,,,,,,,novacoin,nvc
218,2011/02/20,194114nullnull,2441nullnull,36460nullnull,3177nullnull,,,1741nullnull,4910766nullnull,100.11nullnull,,2795nullnull,,,,,,,,novacoin,nvc
219,2011/02/21,190976nullnull,2522nullnull,36460nullnull,3291nullnull,,,1776nullnull,4555463nullnull,96.942nullnull,,2800nullnull,,,,,,,,novacoin,nvc
220,2011/02/22,298803nullnull,2803nullnull,36460nullnull,3781nullnull,,,1985nullnull,4712656nullnull,136.067nullnull,,3133nullnull,,,,,,,,novacoin,nvc
221,2011/02/23,325391nullnull,2905nullnull,36460nullnull,3798nullnull,,,2020nullnull,4968106nullnull,143.787nullnull,,2778nullnull,,,,,,,,novacoin,nvc
222,2011/02/24,212194nullnull,2747nullnull,36460nullnull,3676nullnull,,,1902nullnull,5326925nullnull,100.613nullnull,,3118nullnull,,,,,,,,novacoin,nvc
223,2011/02/25,165205nullnull,2598nullnull,36460nullnull,3416nullnull,,,1835nullnull,5184453nullnull,80.197nullnull,,2723nullnull,,,,,,,,novacoin,nvc
224,2011/02/26,154188nullnull,2432nullnull,36460nullnull,3581nullnull,,,1676nullnull,5161893nullnull,78.99nullnull,,2153nullnull,,,,,,,,novacoin,nvc
225,2011/02/27,175315nullnull,2762nullnull,44849nullnull,3633nullnull,,,2025nullnull,5116373nullnull,77.265nullnull,,2862nullnull,,,,,,,,novacoin,nvc
226,2011/02/28,109279nullnull,2196nullnull,55590nullnull,3028nullnull,,,1570nullnull,4855975nullnull,63.534nullnull,,3671nullnull,,,,,,,,novacoin,nvc
227,2011/03/01,919800nullnull,3621nullnull,55590nullnull,5194nullnull,,,2599nullnull,4946502nullnull,337.047nullnull,,6694nullnull,,,,,,,,novacoin,nvc
228,2011/03/02,2265535nullnull,2574nullnull,55590nullnull,3728nullnull,,,1841nullnull,5174268nullnull,1128nullnull,,3746nullnull,,,,,,,,novacoin,nvc
229,2011/03/03,211755nullnull,3930nullnull,55590nullnull,4894nullnull,,,3018nullnull,5158902nullnull,66.091nullnull,,4971nullnull,,,,,,,,novacoin,nvc
230,2011/03/04,273911nullnull,2508nullnull,55590nullnull,3281nullnull,,,1761nullnull,5053686nullnull,138.2nullnull,,3056nullnull,,,,,,,,novacoin,nvc
231,2011/03/05,116687nullnull,2622nullnull,55590nullnull,3610nullnull,,,1771nullnull,5089695nullnull,56.976nullnull,,2956nullnull,,,,,,,,novacoin,nvc
232,2011/03/06,165587nullnull,2565nullnull,55590nullnull,3316nullnull,,,1757nullnull,5072589nullnull,81.53nullnull,,2275nullnull,,,,,,,,novacoin,nvc
233,2011/03/07,181819nullnull,2531nullnull,55590nullnull,3409nullnull,,,1715nullnull,4931343nullnull,94.402nullnull,,2935nullnull,,,,,,,,novacoin,nvc
234,2011/03/08,163376nullnull,3255nullnull,55590nullnull,3867nullnull,,,2253nullnull,4940573nullnull,66.957nullnull,,4383nullnull,,,,,,,,novacoin,nvc
235,2011/03/09,209804nullnull,2661nullnull,62672nullnull,3384nullnull,,,1674nullnull,4838241nullnull,114.397nullnull,,3875nullnull,,,,,,,,novacoin,nvc
236,2011/03/10,304305nullnull,2352nullnull,76193nullnull,2912nullnull,,,1551nullnull,5075470nullnull,183.206nullnull,,4853nullnull,,,,,,,,novacoin,nvc
237,2011/03/11,219173nullnull,2406nullnull,76193nullnull,3048nullnull,,,1754nullnull,5002993nullnull,116.334nullnull,,4738nullnull,,,,,,,,novacoin,nvc
238,2011/03/12,140696nullnull,2556nullnull,76193nullnull,3232nullnull,,,2816nullnull,5087980nullnull,47.597nullnull,,6039nullnull,,,,,,,,novacoin,nvc
239,2011/03/13,183879nullnull,2329nullnull,76193nullnull,2893nullnull,,,2594nullnull,5078690nullnull,67.827nullnull,,6715nullnull,,,,,,,,novacoin,nvc
240,2011/03/14,185576nullnull,2006nullnull,76193nullnull,2900nullnull,,,2531nullnull,5069440nullnull,70.214nullnull,,7520nullnull,,,,,,,,novacoin,nvc
241,2011/03/15,107236nullnull,2686nullnull,76193nullnull,3299nullnull,,,2742nullnull,5010595nullnull,37.574nullnull,,8164nullnull,,,,,,,,novacoin,nvc
242,2011/03/16,132686nullnull,2408nullnull,76193nullnull,3166nullnull,,,3047nullnull,4904990nullnull,41.686nullnull,,6890nullnull,,,,,,,,novacoin,nvc
243,2011/03/17,134072nullnull,2617nullnull,76193nullnull,3225nullnull,,,3226nullnull,4752721nullnull,39.819nullnull,,6614nullnull,,,,,,,,novacoin,nvc
244,2011/03/18,142237nullnull,2418nullnull,76193nullnull,3094nullnull,,,2251nullnull,4747100nullnull,59.99nullnull,,6128nullnull,,,,,,,,novacoin,nvc
245,2011/03/19,91819nullnull,2620nullnull,76193nullnull,3176nullnull,,,3074nullnull,4394547nullnull,28.792nullnull,,8004nullnull,,,,,,,,novacoin,nvc
246,2011/03/20,104617nullnull,3896nullnull,76193nullnull,4449nullnull,,,3939nullnull,4299008nullnull,25.667nullnull,,10145nullnull,,,,,,,,novacoin,nvc
247,2011/03/21,115146nullnull,3632nullnull,76193nullnull,4652nullnull,,,5707nullnull,4345436nullnull,19.666nullnull,,10663nullnull,,,,,,,,novacoin,nvc
248,2011/03/22,160483nullnull,3013nullnull,76193nullnull,3862nullnull,,,2119nullnull,4487167nullnull,71.708nullnull,,5947nullnull,,,,,,,,novacoin,nvc
249,2011/03/23,211244nullnull,5127nullnull,76193nullnull,6864nullnull,,,4413nullnull,4754613nullnull,46.224nullnull,,9125nullnull,,,,,,,,novacoin,nvc
250,2011/03/24,213882nullnull,3194nullnull,76193nullnull,4388nullnull,,,2012nullnull,4873492nullnull,98.837nullnull,,5100nullnull,,,,,,,,novacoin,nvc
251,2011/03/25,249640nullnull,3078nullnull,69603nullnull,4170nullnull,,,1826nullnull,5028655nullnull,124.882nullnull,,4239nullnull,,,,,,,,novacoin,nvc
252,2011/03/26,277568nullnull,3834nullnull,68978nullnull,4828nullnull,,,3197nullnull,5002625nullnull,83.229nullnull,,8068nullnull,,,,,,,,novacoin,nvc
253,2011/03/27,119690nullnull,3825nullnull,68978nullnull,4772nullnull,,,2320nullnull,4749491nullnull,48.595nullnull,,6579nullnull,,,,,,,,novacoin,nvc
254,2011/03/28,109689nullnull,3920nullnull,68978nullnull,5336nullnull,,,2763nullnull,4668815nullnull,37.424nullnull,,6298nullnull,,,,,,,,novacoin,nvc
255,2011/03/29,87607nullnull,3709nullnull,68978nullnull,4653nullnull,,,2555nullnull,4595963nullnull,32.232nullnull,,5578nullnull,,,,,,,,novacoin,nvc
256,2011/03/30,96657nullnull,2832nullnull,68978nullnull,3662nullnull,,,1600nullnull,4575841nullnull,55.044nullnull,,4042nullnull,,,,,,,,novacoin,nvc
257,2011/03/31,108003nullnull,3324nullnull,68978nullnull,4159nullnull,,,1894nullnull,4559162nullnull,51.553nullnull,,3856nullnull,,,,,,,,novacoin,nvc
258,2011/04/01,60861nullnull,2483nullnull,68978nullnull,3279nullnull,,,1403nullnull,4494838nullnull,38.544nullnull,,3431nullnull,,,,,,,,novacoin,nvc
259,2011/04/02,73969nullnull,2705nullnull,68978nullnull,3304nullnull,,,1592nullnull,4523679nullnull,41.743nullnull,,3464nullnull,,,,,,,,novacoin,nvc
260,2011/04/03,63538nullnull,2791nullnull,68978nullnull,3626nullnull,,,1630nullnull,4542325nullnull,35.201nullnull,,3456nullnull,,,,,,,,novacoin,nvc
261,2011/04/04,104893nullnull,3469nullnull,68978nullnull,4621nullnull,,,2131nullnull,4246099nullnull,45.428nullnull,,4554nullnull,,,,,,,,novacoin,nvc
262,2011/04/05,83943nullnull,3241nullnull,69942nullnull,4306nullnull,,,1925nullnull,4086215nullnull,39.615nullnull,,3842nullnull,,,,,,,,novacoin,nvc
263,2011/04/06,63985nullnull,2932nullnull,82346nullnull,3867nullnull,,,1716nullnull,4349403nullnull,34.327nullnull,,4426nullnull,,,,,,,,novacoin,nvc
264,2011/04/07,83067nullnull,2592nullnull,82346nullnull,3423nullnull,,,1530nullnull,4396182nullnull,49.533nullnull,,4021nullnull,,,,,,,,novacoin,nvc
265,2011/04/08,96207nullnull,2737nullnull,82346nullnull,3649nullnull,,,1601nullnull,4407240nullnull,54.447nullnull,,4064nullnull,,,,,,,,novacoin,nvc
266,2011/04/09,104781nullnull,2761nullnull,82346nullnull,3615nullnull,,,1577nullnull,4343919nullnull,60.462nullnull,,3939nullnull,,,,,,,,novacoin,nvc
267,2011/04/10,63199nullnull,2684nullnull,82346nullnull,3513nullnull,,,1571nullnull,4369999nullnull,36.238nullnull,,3786nullnull,,,,,,,,novacoin,nvc
268,2011/04/11,65522nullnull,2977nullnull,82346nullnull,4060nullnull,,,1780nullnull,4435296nullnull,33.722nullnull,,4677nullnull,,,,,,,,novacoin,nvc
269,2011/04/12,113343nullnull,3149nullnull,82346nullnull,4330nullnull,,,1914nullnull,4829904nullnull,54.57nullnull,,5537nullnull,,,,,,,,novacoin,nvc
270,2011/04/13,158633nullnull,3437nullnull,82346nullnull,4672nullnull,,,2177nullnull,5261004nullnull,66.905nullnull,,4755nullnull,,,,,,,,novacoin,nvc
271,2011/04/14,141384nullnull,5011nullnull,82346nullnull,5966nullnull,,,2721nullnull,5732314nullnull,49.075nullnull,,6229nullnull,,,,,,,,novacoin,nvc
272,2011/04/15,100576nullnull,3033nullnull,82346nullnull,4147nullnull,,,1882nullnull,5890780nullnull,49.839nullnull,,7021nullnull,,,,,,,,novacoin,nvc
273,2011/04/16,349567nullnull,3144nullnull,82346nullnull,5369nullnull,,,1981nullnull,6028217nullnull,162.288nullnull,,6083nullnull,,,,,,,,novacoin,nvc
274,2011/04/17,1404505nullnull,3412nullnull,82346nullnull,4349nullnull,,,2077nullnull,6411878nullnull,622.288nullnull,,4530nullnull,,,,,,,,novacoin,nvc
275,2011/04/18,147692nullnull,4281nullnull,89442nullnull,5540nullnull,,,2887nullnull,6839451nullnull,48.663nullnull,,7338nullnull,,,,,,,,novacoin,nvc
276,2011/04/19,3125312nullnull,4978nullnull,92348nullnull,6348nullnull,,,3444nullnull,7023057nullnull,868.625nullnull,,8158nullnull,,,,,,,,novacoin,nvc
277,2011/04/20,5560180nullnull,4077nullnull,92348nullnull,5387nullnull,,,2825nullnull,6923070nullnull,1873nullnull,,9021nullnull,,,,,,,,novacoin,nvc
278,2011/04/21,507729nullnull,3098nullnull,92348nullnull,4047nullnull,,,1768nullnull,7017931nullnull,265.133nullnull,,4583nullnull,,,,,,,,novacoin,nvc
279,2011/04/22,206572nullnull,3211nullnull,92348nullnull,4248nullnull,,,1921nullnull,7823965nullnull,98.508nullnull,,4342nullnull,,,,,,,,novacoin,nvc
280,2011/04/23,256686nullnull,3610nullnull,92348nullnull,4936nullnull,,,2138nullnull,9248175nullnull,111.119nullnull,,5413nullnull,,,,,,,,novacoin,nvc
281,2011/04/24,174351nullnull,3418nullnull,92348nullnull,4657nullnull,,,2111nullnull,10279533nullnull,76.705nullnull,,5720nullnull,,,,,,,,novacoin,nvc
282,2011/04/25,156199nullnull,3939nullnull,92348nullnull,5074nullnull,,,2400nullnull,9570399nullnull,60.262nullnull,,5920nullnull,,,,,,,,novacoin,nvc
283,2011/04/26,300595nullnull,4857nullnull,92348nullnull,6147nullnull,,,3260nullnull,10135612nullnull,87.003nullnull,,6437nullnull,,,,,,,,novacoin,nvc
284,2011/04/27,455633nullnull,6019nullnull,92348nullnull,7489nullnull,,,4397nullnull,11079074nullnull,99.483nullnull,,10574nullnull,,,,,,,,novacoin,nvc
285,2011/04/28,304350nullnull,4688nullnull,92348nullnull,6221nullnull,,,2871nullnull,12333888nullnull,100.28nullnull,,7457nullnull,,,,,,,,novacoin,nvc
286,2011/04/29,1976897nullnull,5267nullnull,92348nullnull,6747nullnull,,,3334nullnull,15367056nullnull,559.394nullnull,,6671nullnull,,,,,,,,novacoin,nvc
287,2011/04/30,1299476nullnull,6467nullnull,107654nullnull,8157nullnull,,,4284nullnull,19437951nullnull,290.515nullnull,,9515nullnull,,,,,,,,novacoin,nvc
288,2011/05/01,530334nullnull,5824nullnull,109670nullnull,7490nullnull,,,3770nullnull,19783564nullnull,134.296nullnull,,9311nullnull,,,,,,,,novacoin,nvc
289,2011/05/02,376468nullnull,4614nullnull,109670nullnull,5987nullnull,,,2898nullnull,19102213nullnull,121.637nullnull,,5718nullnull,,,,,,,,novacoin,nvc
290,2011/05/03,621172nullnull,4693nullnull,109670nullnull,6050nullnull,,,2739nullnull,20078536nullnull,211.643nullnull,,6037nullnull,,,,,,,,novacoin,nvc
291,2011/05/04,962798nullnull,4737nullnull,109670nullnull,6372nullnull,,,2603nullnull,20935716nullnull,343.856nullnull,,5889nullnull,,,,,,,,novacoin,nvc
292,2011/05/05,535019nullnull,5462nullnull,109670nullnull,7096nullnull,,,3245nullnull,20522274nullnull,154.451nullnull,,6576nullnull,,,,,,,,novacoin,nvc
293,2011/05/06,952750nullnull,5451nullnull,109670nullnull,6852nullnull,,,3072nullnull,20713926nullnull,289.59nullnull,,6067nullnull,,,,,,,,novacoin,nvc
294,2011/05/07,787158nullnull,5806nullnull,109670nullnull,7278nullnull,,,3673nullnull,21686760nullnull,202.51nullnull,,6313nullnull,,,,,,,,novacoin,nvc
295,2011/05/08,1989065nullnull,4829nullnull,109670nullnull,6400nullnull,,,2679nullnull,22998889nullnull,686.358nullnull,,5293nullnull,,,,,,,,novacoin,nvc
296,2011/05/09,585434nullnull,5665nullnull,115464nullnull,7565nullnull,,,3277nullnull,23539345nullnull,166.506nullnull,,6088nullnull,,,,,,,,novacoin,nvc
297,2011/05/10,2730377nullnull,5254nullnull,157416nullnull,7165nullnull,,,2968nullnull,29582943nullnull,866.511nullnull,,7906nullnull,,,,,,,,novacoin,nvc
298,2011/05/11,995760nullnull,5182nullnull,157416nullnull,7085nullnull,,,2899nullnull,34800892nullnull,322.252nullnull,,7044nullnull,,,,,,,,novacoin,nvc
299,2011/05/12,1225542nullnull,5360nullnull,157416nullnull,7229nullnull,,,3192nullnull,36366224nullnull,364.636nullnull,,8346nullnull,,,,,,,,novacoin,nvc
300,2011/05/13,3286748nullnull,6581nullnull,157416nullnull,9451nullnull,,,3857nullnull,44842418nullnull,808.747nullnull,,9332nullnull,,,,,,,,novacoin,nvc
301,2011/05/14,13689104nullnull,7032nullnull,157416nullnull,8975nullnull,,,4172nullnull,47391710nullnull,3101nullnull,,7606nullnull,,,,,,,,novacoin,nvc
