,date,block_size,median_transaction_size,median_transaction_value,market_cap,hashrate,top_100_percent,transactions,active_addresses,fee_reward,sent_addresses,tweets,difficulty,confirmation_time,send_usd,av_transaction_value,google_trends,mining_profitability,av_transaction_size,full_name,coin
988,2011/09/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
989,2011/09/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
990,2011/09/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
991,2011/09/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
992,2011/09/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
993,2011/09/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
994,2011/09/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
995,2011/09/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
996,2011/09/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
997,2011/09/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
998,2011/09/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
999,2011/09/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1000,2011/09/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1001,2011/10/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1002,2011/10/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1003,2011/10/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1004,2011/10/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1005,2011/10/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1006,2011/10/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1007,2011/10/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1008,2011/10/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1009,2011/10/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1010,2011/10/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1011,2011/10/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1012,2011/10/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1013,2011/10/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1014,2011/10/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1015,2011/10/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1016,2011/10/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1017,2011/10/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1018,2011/10/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1019,2011/10/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1020,2011/10/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1021,2011/10/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1022,2011/10/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1023,2011/10/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1024,2011/10/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1025,2011/10/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1026,2011/10/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1027,2011/10/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1028,2011/10/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1029,2011/10/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1030,2011/10/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1031,2011/10/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1032,2011/11/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1033,2011/11/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1034,2011/11/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1035,2011/11/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1036,2011/11/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1037,2011/11/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1038,2011/11/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1039,2011/11/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1040,2011/11/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1041,2011/11/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1042,2011/11/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1043,2011/11/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1044,2011/11/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1045,2011/11/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1046,2011/11/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1047,2011/11/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1048,2011/11/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1049,2011/11/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1050,2011/11/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1051,2011/11/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1052,2011/11/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1053,2011/11/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1054,2011/11/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1055,2011/11/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1056,2011/11/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1057,2011/11/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1058,2011/11/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1059,2011/11/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1060,2011/11/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1061,2011/11/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1062,2011/12/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1063,2011/12/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1064,2011/12/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1065,2011/12/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1066,2011/12/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1067,2011/12/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1068,2011/12/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1069,2011/12/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1070,2011/12/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1071,2011/12/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1072,2011/12/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1073,2011/12/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1074,2011/12/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1075,2011/12/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1076,2011/12/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1078,2011/12/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1079,2011/12/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1080,2011/12/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1081,2011/12/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1082,2011/12/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1083,2011/12/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1084,2011/12/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1085,2011/12/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1086,2011/12/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1087,2011/12/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1088,2011/12/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1089,2011/12/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1090,2011/12/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1091,2011/12/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1092,2011/12/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1093,2012/01/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1094,2012/01/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1095,2012/01/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1096,2012/01/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1097,2012/01/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1098,2012/01/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1099,2012/01/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1100,2012/01/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1101,2012/01/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1102,2012/01/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1103,2012/01/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1104,2012/01/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1105,2012/01/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1106,2012/01/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1107,2012/01/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1108,2012/01/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1109,2012/01/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1110,2012/01/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1111,2012/01/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1112,2012/01/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1113,2012/01/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1114,2012/01/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1115,2012/01/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1116,2012/01/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1117,2012/01/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1118,2012/01/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1119,2012/01/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1120,2012/01/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1324,2012/08/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1325,2012/08/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1326,2012/08/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1327,2012/08/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1328,2012/08/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1329,2012/08/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1330,2012/08/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1331,2012/08/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1332,2012/08/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1333,2012/08/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
1334,2012/08/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
