,top_100_percent,send_usd,mining_profitability,date,market_cap,av_transaction_size,median_transaction_size,tweets,median_transaction_value,av_transaction_value,sent_addresses,transactions,confirmation_time,block_size,hashrate,active_addresses,google_trends,fee_reward,difficulty,full_name,coin
1674,,,,2018/03/05,41204876965,,,null,,,,873144,,,,,,,,xrp,xrp
1675,,,,2018/03/06,36951711168,,,null,,,,837241,,,,,,,,xrp,xrp
1676,,,,2018/03/07,36030079197,,,null,,,,731440,,,,,,,,xrp,xrp
1677,,,,2018/03/08,34053003486,,,null,,,,994838,,,,,,,,xrp,xrp
1678,,,,2018/03/09,31152067563,,,null,,,,1093660,,,,,,,,xrp,xrp
1679,,,,2018/03/10,32699131749,,,null,,,,949939,,,,,,,,xrp,xrp
1680,,,,2018/03/11,31939457755,,,null,,,,933808,,,,,,,,xrp,xrp
1681,,,,2018/03/12,32705269187,,,null,,,,864747,,,,,,,,xrp,xrp
1682,,,,2018/03/13,30723150614,,,null,,,,916985,,,,,,,,xrp,xrp
1683,,,,2018/03/14,29495442853,,,null,,,,854601,,,,,,,,xrp,xrp
1684,,,,2018/03/15,28173478276,,,null,,,,1085472,,,,,,,,xrp,xrp
1685,,,,2018/03/16,27096462394,,,null,,,,802927,,,,,,,,xrp,xrp
1686,,,,2018/03/17,26732049413,,,null,,,,832158,,,,,,,,xrp,xrp
1687,,,,2018/03/18,23813031849,,,null,,,,872392,,,,,,,,xrp,xrp
1688,,,,2018/03/19,25935790239,,,null,,,,791621,,,,,,,,xrp,xrp
1689,,,,2018/03/20,27168089362,,,null,,,,775698,,,,,,,,xrp,xrp
1690,,,,2018/03/21,27791288328,,,null,,,,647239,,,,,,,,xrp,xrp
1691,,,,2018/03/22,25885373016,,,null,,,,594382,,,,,,,,xrp,xrp
1692,,,,2018/03/23,24902201810,,,null,,,,647686,,,,,,,,xrp,xrp
1693,,,,2018/03/24,25158386282,,,null,,,,692431,,,,,,,,xrp,xrp
1694,,,,2018/03/25,24719553580,,,null,,,,640441,,,,,,,,xrp,xrp
1695,,,,2018/03/26,23423540851,,,null,,,,635407,,,,,,,,xrp,xrp
1696,,,,2018/03/27,22718906498,,,null,,,,736675,,,,,,,,xrp,xrp
1697,,,,2018/03/28,23072787444,,,null,,,,633563,,,,,,,,xrp,xrp
1698,,,,2018/03/29,21061350355,,,null,,,,766092,,,,,,,,xrp,xrp
1699,,,,2018/03/30,20002633287,,,null,,,,888500,,,,,,,,xrp,xrp
1700,,,,2018/03/31,20272893708,,,null,,,,647729,,,,,,,,xrp,xrp
1701,,,,2018/04/01,19037467762,,,null,,,,687798,,,,,,,,xrp,xrp
1702,,,,2018/04/02,19742420158,,,null,,,,626019,,,,,,,,xrp,xrp
1703,,,,2018/04/03,21014673143,,,null,,,,871315,,,,,,,,xrp,xrp
1704,,,,2018/04/04,20046380056,,,null,,,,946712,,,,,,,,xrp,xrp
1705,,,,2018/04/05,19395417193,,,null,,,,870721,,,,,,,,xrp,xrp
1706,,,,2018/04/06,18446905934,,,null,,,,578574,,,,,,,,xrp,xrp
1707,,,,2018/04/07,18995988476,,,3162,,,,446384,,,,,,,,xrp,xrp
1708,,,,2018/04/08,19218475393,,,2852,,,,412027,,,,,,,,xrp,xrp
1709,,,,2018/04/09,19027733226,,,3392,,,,649631,,,,,,,,xrp,xrp
1710,,,,2018/04/10,18922295304,,,3541,,,,723921,,,,,,,,xrp,xrp
1711,,,,2018/04/11,19224065909,,,3890,,,,581048,,,,,,,,xrp,xrp
1712,,,,2018/04/12,21268357487,,,5144,,,,1035263,,,,,,,,xrp,xrp
1713,,,,2018/04/13,24973918799,,,4180,,,,968228,,,,,,,,xrp,xrp
1714,,,,2018/04/14,24911557064,,,3115,,,,877048,,,,,,,,xrp,xrp
1715,,,,2018/04/15,26403974323,,,2961,,,,721114,,,,,,,,xrp,xrp
1716,,,,2018/04/16,25720929446,,,3334,,,,792860,,,,,,,,xrp,xrp
1717,,,,2018/04/17,26214815610,,,3747,,,,1205339,,,,,,,,xrp,xrp
1718,,,,2018/04/18,26675056170,,,3952,,,,767497,,,,,,,,xrp,xrp
1719,,,,2018/04/19,28179210268,,,4143,,,,843350,,,,,,,,xrp,xrp
1720,,,,2018/04/20,34236709981,,,5482,,,,1080109,,,,,,,,xrp,xrp
1721,,,,2018/04/21,32219929901,,,3466,,,,1111205,,,,,,,,xrp,xrp
1722,,,,2018/04/22,35434415226,,,3739,,,,750060,,,,,,,,xrp,xrp
1723,,,,2018/04/23,34270433830,,,3960,,,,650702,,,,,,,,xrp,xrp
1724,,,,2018/04/24,35942125796,,,4724,,,,875788,,,,,,,,xrp,xrp
1725,,,,2018/04/25,32024843514,,,3467,,,,973877,,,,,,,,xrp,xrp
1726,,,,2018/04/26,31564797332,,,3913,,,,846487,,,,,,,,xrp,xrp
1727,,,,2018/04/27,33464523436,,,3884,,,,748642,,,,,,,,xrp,xrp
1728,,,,2018/04/28,32866721764,,,3185,,,,780483,,,,,,,,xrp,xrp
1729,,,,2018/04/29,33149083329,,,3010,,,,843009,,,,,,,,xrp,xrp
1730,,,,2018/04/30,33366814513,,,3143,,,,809292,,,,,,,,xrp,xrp
1731,,,,2018/05/01,32627577608,,,3033,,,,849721,,,,,,,,xrp,xrp
1732,,,,2018/05/02,33611271043,,,3514,,,,792717,,,,,,,,xrp,xrp
1733,,,,2018/05/03,33447373022,,,3674,,,,787147,,,,,,,,xrp,xrp
1734,,,,2018/05/04,35452132744,,,4145,,,,717395,,,,,,,,xrp,xrp
1735,,,,2018/05/05,35347291722,,,3136,,,,742950,,,,,,,,xrp,xrp
1736,,,,2018/05/06,34203443259,,,2426,,,,209998,,,,,,,,xrp,xrp
1737,,,,2018/05/07,32311916891,,,3353,,,,773885,,,,,,,,xrp,xrp
1738,,,,2018/05/08,31938665613,,,3509,,,,459559,,,,,,,,xrp,xrp
1739,,,,2018/05/09,31441571857,,,3397,,,,818206,,,,,,,,xrp,xrp
1740,,,,2018/05/10,31326035170,,,3393,,,,224035,,,,,,,,xrp,xrp
1741,,,,2018/05/11,26857950569,,,2944,,,,794064,,,,,,,,xrp,xrp
1742,,,,2018/05/12,27288484354,,,2313,,,,62012,,,,,,,,xrp,xrp
1743,,,,2018/05/13,27438503552,,,2234,,,,588853,,,,,,,,xrp,xrp
1744,,,,2018/05/14,28829159575,,,4000,,,,816083,,,,,,,,xrp,xrp
1745,,,,2018/05/15,29306415008,,,4128,,,,393823,,,,,,,,xrp,xrp
1746,,,,2018/05/16,27670116265,,,3286,,,,816559,,,,,,,,xrp,xrp
1747,,,,2018/05/17,27271750237,,,2993,,,,105768,,,,,,,,xrp,xrp
1748,,,,2018/05/18,26343222320,,,2787,,,,592556,,,,,,,,xrp,xrp
1749,,,,2018/05/19,26362895684,,,2789,,,,704237,,,,,,,,xrp,xrp
1750,,,,2018/05/20,26851045928,,,3870,,,,333830,,,,,,,,xrp,xrp
1751,,,,2018/05/21,26990366266,,,3508,,,,824293,,,,,,,,xrp,xrp
1752,,,,2018/05/22,26281850830,,,3394,,,,231733,,,,,,,,xrp,xrp
1753,,,,2018/05/23,24236683147,,,4294,,,,831854,,,,,,,,xrp,xrp
1754,,,,2018/05/24,24127930985,,,3728,,,,1000182,,,,,,,,xrp,xrp
1755,,,,2018/05/25,24256395701,,,3481,,,,615352,,,,,,,,xrp,xrp
1756,,,,2018/05/26,24346062349,,,2795,,,,600754,,,,,,,,xrp,xrp
1757,,,,2018/05/27,23902118388,,,2745,,,,721171,,,,,,,,xrp,xrp
1758,,,,2018/05/28,22587882803,,,3042,,,,877865,,,,,,,,xrp,xrp
1759,,,,2018/05/29,23505594290,,,3143,,,,621559,,,,,,,,xrp,xrp
1760,,,,2018/05/30,24274501467,,,2995,,,,962771,,,,,,,,xrp,xrp
1761,,,,2018/05/31,24117114554,,,3638,,,,630008,,,,,,,,xrp,xrp
1762,,,,2018/06/01,24325957895,,,3935,,,,695962,,,,,,,,xrp,xrp
1763,,,,2018/06/02,25223864192,,,3147,,,,646268,,,,,,,,xrp,xrp
1764,,,,2018/06/03,25936961199,,,3633,,,,659348,,,,,,,,xrp,xrp
1765,,,,2018/06/04,25633388755,,,5142,,,,857587,,,,,,,,xrp,xrp
1766,,,,2018/06/05,26086667621,,,4827,,,,729805,,,,,,,,xrp,xrp
1767,,,,2018/06/06,26382352518,,,3878,,,,833202,,,,,,,,xrp,xrp
1768,,,,2018/06/07,26780850213,,,3379,,,,718220,,,,,,,,xrp,xrp
1769,,,,2018/06/08,26092680074,,,3077,,,,558092,,,,,,,,xrp,xrp
1770,,,,2018/06/09,26360954195,,,2601,,,,607829,,,,,,,,xrp,xrp
1771,,,,2018/06/10,24527930842,,,2385,,,,343796,,,,,,,,xrp,xrp
1772,,,,2018/06/11,22902823857,,,2873,,,,944063,,,,,,,,xrp,xrp
1773,,,,2018/06/12,23278156463,,,3224,,,,235,,,,,,,,xrp,xrp
1774,,,,2018/06/13,21137104500,,,3126,,,,759401,,,,,,,,xrp,xrp
1775,,,,2018/06/14,21839420719,,,3408,,,,480330,,,,,,,,xrp,xrp
1776,,,,2018/06/15,21515924326,,,2784,,,,257266,,,,,,,,xrp,xrp
1777,,,,2018/06/16,20903736819,,,2300,,,,525068,,,,,,,,xrp,xrp
1778,,,,2018/06/17,20984464410,,,2561,,,,106284,,,,,,,,xrp,xrp
1779,,,,2018/06/18,20165257920,,,4617,,,,561472,,,,,,,,xrp,xrp
1780,,,,2018/06/19,21493711484,,,2649,,,,81086,,,,,,,,xrp,xrp
1781,,,,2018/06/20,20795419778,,,2523,,,,474125,,,,,,,,xrp,xrp
1782,,,,2018/06/21,21125158828,,,2628,,,,49018,,,,,,,,xrp,xrp
1783,,,,2018/06/22,20026094070,,,2485,,,,543642,,,,,,,,xrp,xrp
1784,,,,2018/06/23,19261085346,,,2075,,,,2177,,,,,,,,xrp,xrp
1785,,,,2018/06/24,18354989752,,,2301,,,,615961,,,,,,,,xrp,xrp
1786,,,,2018/06/25,19273761579,,,2507,,,,445929,,,,,,,,xrp,xrp
1787,,,,2018/06/26,18731351558,,,2362,,,,383149,,,,,,,,xrp,xrp
1788,,,,2018/06/27,18194756650,,,2601,,,,471328,,,,,,,,xrp,xrp
1789,,,,2018/06/28,18061821158,,,2693,,,,336089,,,,,,,,xrp,xrp
1790,,,,2018/06/29,16884625694,,,2425,,,,305037,,,,,,,,xrp,xrp
1791,,,,2018/06/30,18427351284,,,1960,,,,688460,,,,,,,,xrp,xrp
1792,,,,2018/07/01,18070733654,,,1953,,,,642105,,,,,,,,xrp,xrp
1793,,,,2018/07/02,17996489028,,,2859,,,,130065,,,,,,,,xrp,xrp
1794,,,,2018/07/03,19443101004,,,2799,,,,152509,,,,,,,,xrp,xrp
1795,,,,2018/07/04,19062297922,,,2488,,,,520337,,,,,,,,xrp,xrp
1796,,,,2018/07/05,19206821702,,,2717,,,,706379,,,,,,,,xrp,xrp
1797,,,,2018/07/06,18732347949,,,2446,,,,359491,,,,,,,,xrp,xrp
1798,,,,2018/07/07,18531167182,,,2210,,,,403451,,,,,,,,xrp,xrp
1799,,,,2018/07/08,19393134893,,,3823,,,,484910,,,,,,,,xrp,xrp
1800,,,,2018/07/09,18798544430,,,4567,,,,269783,,,,,,,,xrp,xrp
1801,,,,2018/07/10,17630997112,,,4062,,,,463859,,,,,,,,xrp,xrp
1802,,,,2018/07/11,17701708775,,,3734,,,,341350,,,,,,,,xrp,xrp
1803,,,,2018/07/12,17000717087,,,3561,,,,562835,,,,,,,,xrp,xrp
1804,,,,2018/07/13,17346854799,,,3944,,,,484966,,,,,,,,xrp,xrp
1805,,,,2018/07/14,17164794843,,,3727,,,,484504,,,,,,,,xrp,xrp
1806,,,,2018/07/15,17511600018,,,3618,,,,421509,,,,,,,,xrp,xrp
1807,,,,2018/07/16,18307724609,,,4165,,,,547373,,,,,,,,xrp,xrp
1808,,,,2018/07/17,18495399095,,,5755,,,,513393,,,,,,,,xrp,xrp
1809,,,,2018/07/18,20040101457,,,4856,,,,637517,,,,,,,,xrp,xrp
1810,,,,2018/07/19,19112958088,,,5293,,,,611503,,,,,,,,xrp,xrp
1811,,,,2018/07/20,18119930147,,,5082,,,,632033,,,,,,,,xrp,xrp
1812,,,,2018/07/21,17653292300,,,4484,,,,541060,,,,,,,,xrp,xrp
1813,,,,2018/07/22,17835481177,,,4587,,,,432350,,,,,,,,xrp,xrp
1814,,,,2018/07/23,17765892417,,,5173,,,,536477,,,,,,,,xrp,xrp
1815,,,,2018/07/24,17996164375,,,4987,,,,565766,,,,,,,,xrp,xrp
1816,,,,2018/07/25,17935225066,,,7710,,,,486342,,,,,,,,xrp,xrp
1817,,,,2018/07/26,18228755959,,,11970,,,,486590,,,,,,,,xrp,xrp
1818,,,,2018/07/27,17628916576,,,7498,,,,399383,,,,,,,,xrp,xrp
1819,,,,2018/07/28,17827382146,,,7717,,,,397625,,,,,,,,xrp,xrp
1820,,,,2018/07/29,17735265500,,,6895,,,,329839,,,,,,,,xrp,xrp
1821,,,,2018/07/30,17649635941,,,12553,,,,528075,,,,,,,,xrp,xrp
1822,,,,2018/07/31,17165109458,,,12581,,,,353302,,,,,,,,xrp,xrp
1823,,,,2018/08/01,17663199852,,,13384,,,,547844,,,,,,,,xrp,xrp
1824,,,,2018/08/02,17098036902,,,9998,,,,539827,,,,,,,,xrp,xrp
1825,,,,2018/08/03,17190114233,,,7962,,,,624079,,,,,,,,xrp,xrp
1826,,,,2018/08/04,17051272387,,,6098,,,,458307,,,,,,,,xrp,xrp
1827,,,,2018/08/05,16943708630,,,6843,,,,459874,,,,,,,,xrp,xrp
1828,,,,2018/08/06,16737109190,,,7444,,,,440756,,,,,,,,xrp,xrp
1829,,,,2018/08/07,16250105144,,,8808,,,,620325,,,,,,,,xrp,xrp
1830,,,,2018/08/08,13886296287,,,10804,,,,656232,,,,,,,,xrp,xrp
1831,,,,2018/08/09,13253253907,,,9241,,,,533953,,,,,,,,xrp,xrp
1832,,,,2018/08/10,13381096399,,,9286,,,,662222,,,,,,,,xrp,xrp
1833,,,,2018/08/11,11636810765,,,6723,,,,64341,,,,,,,,xrp,xrp
1834,,,,2018/08/12,11877443897,,,7428,,,,513397,,,,,,,,xrp,xrp
1835,,,,2018/08/13,12062546307,,,8906,,,,619011,,,,,,,,xrp,xrp
1836,,,,2018/08/14,10459514152,,,9277,,,,656376,,,,,,,,xrp,xrp
1837,,,,2018/08/15,11390080814,,,7136,,,,613583,,,,,,,,xrp,xrp
1838,,,,2018/08/16,11326612506,,,12026,,,,477382,,,,,,,,xrp,xrp
1839,,,,2018/08/17,12470656317,,,11730,,,,492951,,,,,,,,xrp,xrp
1840,,,,2018/08/18,13549696297,,,6788,,,,549773,,,,,,,,xrp,xrp
1841,,,,2018/08/19,13690531370,,,5484,,,,514996,,,,,,,,xrp,xrp
1842,,,,2018/08/20,13338384629,,,7260,,,,460446,,,,,,,,xrp,xrp
1843,,,,2018/08/21,13129159698,,,6509,,,,564167,,,,,,,,xrp,xrp
1844,,,,2018/08/22,13432524036,,,7001,,,,585977,,,,,,,,xrp,xrp
1845,,,,2018/08/23,12779419956,,,9093,,,,562955,,,,,,,,xrp,xrp
1846,,,,2018/08/24,12856769420,,,7279,,,,469855,,,,,,,,xrp,xrp
1847,,,,2018/08/25,12895266291,,,5392,,,,417292,,,,,,,,xrp,xrp
1848,,,,2018/08/26,12779578054,,,4302,,,,423764,,,,,,,,xrp,xrp
1849,,,,2018/08/27,12951232996,,,5050,,,,320371,,,,,,,,xrp,xrp
1850,,,,2018/08/28,13815107217,,,8477,,,,563894,,,,,,,,xrp,xrp
1851,,,,2018/08/29,13872315911,,,7820,,,,538135,,,,,,,,xrp,xrp
1852,,,,2018/08/30,12932888694,,,6493,,,,445811,,,,,,,,xrp,xrp
1853,,,,2018/08/31,13020039730,,,5182,,,,411875,,,,,,,,xrp,xrp
1854,,,,2018/09/01,13391442715,,,4209,,,,430738,,,,,,,,xrp,xrp
1855,,,,2018/09/02,13519354109,,,3943,,,,432275,,,,,,,,xrp,xrp
1856,,,,2018/09/03,13442551762,,,4446,,,,400001,,,,,,,,xrp,xrp
1857,,,,2018/09/04,13458054972,,,4851,,,,514151,,,,,,,,xrp,xrp
1858,,,,2018/09/05,12132788254,,,5820,,,,570231,,,,,,,,xrp,xrp
1859,,,,2018/09/06,11344860411,,,5069,,,,614247,,,,,,,,xrp,xrp
1860,,,,2018/09/07,11636170086,,,5722,,,,521928,,,,,,,,xrp,xrp
1861,,,,2018/09/08,11656589915,,,4554,,,,406680,,,,,,,,xrp,xrp
1862,,,,2018/09/09,11348072073,,,4632,,,,431153,,,,,,,,xrp,xrp
1863,,,,2018/09/10,10909779281,,,6837,,,,470009,,,,,,,,xrp,xrp
1864,,,,2018/09/11,10462668664,,,5786,,,,541152,,,,,,,,xrp,xrp
1865,,,,2018/09/12,10336381793,,,6004,,,,441643,,,,,,,,xrp,xrp
1866,,,,2018/09/13,10923337751,,,5079,,,,409510,,,,,,,,xrp,xrp
1867,,,,2018/09/14,10907333472,,,4804,,,,468146,,,,,,,,xrp,xrp
1868,,,,2018/09/15,11272694289,,,4190,,,,401239,,,,,,,,xrp,xrp
1869,,,,2018/09/16,11066562929,,,3898,,,,342364,,,,,,,,xrp,xrp
1870,,,,2018/09/17,11050121784,,,4868,,,,420558,,,,,,,,xrp,xrp
1871,,,,2018/09/18,12768798724,,,8542,,,,520626,,,,,,,,xrp,xrp
1872,,,,2018/09/19,12644674047,,,6944,,,,518364,,,,,,,,xrp,xrp
1873,,,,2018/09/20,14682460485,,,10431,,,,586962,,,,,,,,xrp,xrp
1874,,,,2018/09/21,23377796214,,,20204,,,,842932,,,,,,,,xrp,xrp
1875,,,,2018/09/22,22743319270,,,9794,,,,857672,,,,,,,,xrp,xrp
1876,,,,2018/09/23,22617681848,,,7526,,,,679757,,,,,,,,xrp,xrp
1877,,,,2018/09/24,21135072688,,,7406,,,,667046,,,,,,,,xrp,xrp
1878,,,,2018/09/25,18252861481,,,7747,,,,802256,,,,,,,,xrp,xrp
1879,,,,2018/09/26,21815127692,,,10382,,,,652776,,,,,,,,xrp,xrp
1880,,,,2018/09/27,20910496677,,,7406,,,,594237,,,,,,,,xrp,xrp
1881,,,,2018/09/28,21090154985,,,6177,,,,548348,,,,,,,,xrp,xrp
1882,,,,2018/09/29,22419530775,,,5993,,,,495039,,,,,,,,xrp,xrp
1883,,,,2018/09/30,24338477672,,,7961,,,,603677,,,,,,,,xrp,xrp
1884,,,,2018/10/01,21952323484,,,11705,,,,676000,,,,,,,,xrp,xrp
1885,,,,2018/10/02,22485912425,,,11179,,,,560717,,,,,,,,xrp,xrp
1886,,,,2018/10/03,21034659608,,,8299,,,,608118,,,,,,,,xrp,xrp
1887,,,,2018/10/04,21340325240,,,7221,,,,462536,,,,,,,,xrp,xrp
1888,,,,2018/10/05,20736821316,,,5967,,,,496915,,,,,,,,xrp,xrp
1889,,,,2018/10/06,19704850374,,,5650,,,,498740,,,,,,,,xrp,xrp
1890,,,,2018/10/07,19085891446,,,4888,,,,485675,,,,,,,,xrp,xrp
1891,,,,2018/10/08,19612040480,,,5869,,,,430512,,,,,,,,xrp,xrp
1892,,,,2018/10/09,18994199744,,,4798,,,,390704,,,,,,,,xrp,xrp
1893,,,,2018/10/10,18619845206,,,5423,,,,371775,,,,,,,,xrp,xrp
1894,,,,2018/10/11,16414469189,,,5021,,,,607371,,,,,,,,xrp,xrp
1895,,,,2018/10/12,17046951782,,,5423,,,,565405,,,,,,,,xrp,xrp
1896,,,,2018/10/13,16764888464,,,3937,,,,385058,,,,,,,,xrp,xrp
1897,,,,2018/10/14,16741409853,,,4269,,,,352836,,,,,,,,xrp,xrp
1898,,,,2018/10/15,17881982395,,,6408,,,,625019,,,,,,,,xrp,xrp
1899,,,,2018/10/16,18143646919,,,6111,,,,512524,,,,,,,,xrp,xrp
1900,,,,2018/10/17,18507185418,,,6884,,,,516417,,,,,,,,xrp,xrp
1901,,,,2018/10/18,18517664799,,,4875,,,,403412,,,,,,,,xrp,xrp
1902,,,,2018/10/19,18080690643,,,4647,,,,399328,,,,,,,,xrp,xrp
1903,,,,2018/10/20,18339035363,,,4052,,,,342861,,,,,,,,xrp,xrp
1904,,,,2018/10/21,18532223938,,,4498,,,,223740,,,,,,,,xrp,xrp
1905,,,,2018/10/22,18099249545,,,5191,,,,432367,,,,,,,,xrp,xrp
1906,,,,2018/10/23,17669394968,,,6285,,,,464989,,,,,,,,xrp,xrp
1907,,,,2018/10/24,18412631011,,,5842,,,,383682,,,,,,,,xrp,xrp
1908,,,,2018/10/25,18247520776,,,5563,,,,379829,,,,,,,,xrp,xrp
1909,,,,2018/10/26,18359285075,,,4600,,,,312367,,,,,,,,xrp,xrp
1910,,,,2018/10/27,18312485857,,,3901,,,,253119,,,,,,,,xrp,xrp
1911,,,,2018/10/28,18398445246,,,4111,,,,246903,,,,,,,,xrp,xrp
1912,,,,2018/10/29,17770073268,,,4817,,,,404500,,,,,,,,xrp,xrp
1913,,,,2018/10/30,17897323720,,,4670,,,,416699,,,,,,,,xrp,xrp
1914,,,,2018/10/31,17767057855,,,3947,,,,439417,,,,,,,,xrp,xrp
1915,,,,2018/11/01,18209037070,,,4696,,,,411988,,,,,,,,xrp,xrp
1916,,,,2018/11/02,18500205402,,,5253,,,,377472,,,,,,,,xrp,xrp
1917,,,,2018/11/03,18336890604,,,3707,,,,265501,,,,,,,,xrp,xrp
1918,,,,2018/11/04,18291257346,,,3354,,,,261509,,,,,,,,xrp,xrp
1919,,,,2018/11/05,18699544340,,,5914,,,,346240,,,,,,,,xrp,xrp
1920,,,,2018/11/06,21260514963,,,8346,,,,469158,,,,,,,,xrp,xrp
1921,,,,2018/11/07,21282665431,,,6071,,,,438510,,,,,,,,xrp,xrp
1922,,,,2018/11/08,20602549045,,,4308,,,,611735,,,,,,,,xrp,xrp
1923,,,,2018/11/09,20065041599,,,4792,,,,472094,,,,,,,,xrp,xrp
1924,,,,2018/11/10,20353837768,,,4299,,,,318232,,,,,,,,xrp,xrp
1925,,,,2018/11/11,20166118248,,,4305,,,,377528,,,,,,,,xrp,xrp
1926,,,,2018/11/12,20929460037,,,6644,,,,375261,,,,,,,,xrp,xrp
1927,,,,2018/11/13,20810733169,,,5489,,,,373873,,,,,,,,xrp,xrp
1928,,,,2018/11/14,19980891469,,,6263,,,,405677,,,,,,,,xrp,xrp
1929,,,,2018/11/15,18028051133,,,6905,,,,433570,,,,,,,,xrp,xrp
1930,,,,2018/11/16,19072579486,,,6357,,,,399962,,,,,,,,xrp,xrp
1931,,,,2018/11/17,19287993071,,,6562,,,,262723,,,,,,,,xrp,xrp
1932,,,,2018/11/18,20895963463,,,8654,,,,355987,,,,,,,,xrp,xrp
1933,,,,2018/11/19,19138464067,,,10345,,,,526671,,,,,,,,xrp,xrp
1934,,,,2018/11/20,18168959549,,,8767,,,,615022,,,,,,,,xrp,xrp
1935,,,,2018/11/21,17638413041,,,5495,,,,397078,,,,,,,,xrp,xrp
1936,,,,2018/11/22,17735118007,,,6663,,,,337532,,,,,,,,xrp,xrp
1937,,,,2018/11/23,16499004329,,,5302,,,,454770,,,,,,,,xrp,xrp
1938,,,,2018/11/24,16261798905,,,4982,,,,346157,,,,,,,,xrp,xrp
1939,,,,2018/11/25,14138524037,,,4894,,,,580230,,,,,,,,xrp,xrp
1940,,,,2018/11/26,14267410221,,,5334,,,,496613,,,,,,,,xrp,xrp
1941,,,,2018/11/27,14104245796,,,6302,,,,434886,,,,,,,,xrp,xrp
1942,,,,2018/11/28,15561433962,,,6006,,,,470664,,,,,,,,xrp,xrp
1943,,,,2018/11/29,15376556619,,,5659,,,,461269,,,,,,,,xrp,xrp
1944,,,,2018/11/30,14537180719,,,4627,,,,408638,,,,,,,,xrp,xrp
1945,,,,2018/12/01,14987352434,,,4016,,,,337147,,,,,,,,xrp,xrp
1946,,,,2018/12/02,14862533986,,,3900,,,,304646,,,,,,,,xrp,xrp
1947,,,,2018/12/03,14549252762,,,4482,,,,420751,,,,,,,,xrp,xrp
1948,,,,2018/12/04,14361669832,,,6141,,,,525593,,,,,,,,xrp,xrp
1949,,,,2018/12/05,13964261257,,,6876,,,,502861,,,,,,,,xrp,xrp
1950,,,,2018/12/06,13493919821,,,null,,,,519787,,,,,,,,xrp,xrp
1951,,,,2018/12/07,12266692655,,,5289,,,,711892,,,,,,,,xrp,xrp
1952,,,,2018/12/08,12266048782,,,4363,,,,590869,,,,,,,,xrp,xrp
1953,,,,2018/12/09,12842701149,,,4561,,,,447546,,,,,,,,xrp,xrp
1954,,,,2018/12/10,12470296820,,,4404,,,,505679,,,,,,,,xrp,xrp
1955,,,,2018/12/11,12201264990,,,5320,,,,523241,,,,,,,,xrp,xrp
1956,,,,2018/12/12,12644480741,,,5766,,,,432204,,,,,,,,xrp,xrp
1957,,,,2018/12/13,12444372021,,,5971,,,,482260,,,,,,,,xrp,xrp
1958,,,,2018/12/14,12024280573,,,6287,,,,644153,,,,,,,,xrp,xrp
1959,,,,2018/12/15,11586057165,,,5470,,,,491760,,,,,,,,xrp,xrp
1960,,,,2018/12/16,11903672224,,,6363,,,,467378,,,,,,,,xrp,xrp
1961,,,,2018/12/17,12409347655,,,7238,,,,525650,,,,,,,,xrp,xrp
1962,,,,2018/12/18,13617263631,,,7100,,,,560303,,,,,,,,xrp,xrp
1963,,,,2018/12/19,15269553323,,,8286,,,,654283,,,,,,,,xrp,xrp
1964,,,,2018/12/20,15185330973,,,6245,,,,712143,,,,,,,,xrp,xrp
1965,,,,2018/12/21,15034438914,,,6583,,,,687229,,,,,,,,xrp,xrp
1966,,,,2018/12/22,14469524936,,,5386,,,,606574,,,,,,,,xrp,xrp
1967,,,,2018/12/23,14987121423,,,5153,,,,588692,,,,,,,,xrp,xrp
1968,,,,2018/12/24,17706606540,,,9415,,,,789270,,,,,,,,xrp,xrp
1969,,,,2018/12/25,15180788815,,,6677,,,,690273,,,,,,,,xrp,xrp
1970,,,,2018/12/26,15007803756,,,6250,,,,574775,,,,,,,,xrp,xrp
1971,,,,2018/12/27,14852209943,,,7104,,,,640618,,,,,,,,xrp,xrp
1972,,,,2018/12/28,14786017042,,,7072,,,,612294,,,,,,,,xrp,xrp
1973,,,,2018/12/29,15287135745,,,5450,,,,537174,,,,,,,,xrp,xrp
1974,,,,2018/12/30,14964898366,,,6171,,,,552268,,,,,,,,xrp,xrp
1975,,,,2018/12/31,14635307917,,,5715,,,,571650,,,,,,,,xrp,xrp
1976,,,,2019/01/01,14414953102,,,4366,,,,531092,,,,,,,,xrp,xrp
1977,,,,2019/01/02,14999702667,,,5301,,,,611545,,,,,,,,xrp,xrp
1978,,,,2019/01/03,14857496889,,,4715,,,,742937,,,,,,,,xrp,xrp
1979,,,,2019/01/04,14415391242,,,4393,,,,662254,,,,,,,,xrp,xrp
1980,,,,2019/01/05,14685112054,,,4324,,,,529520,,,,,,,,xrp,xrp
1981,,,,2019/01/06,14601403607,,,5507,,,,592733,,,,,,,,xrp,xrp
1982,,,,2019/01/07,14967083516,,,5800,,,,579908,,,,,,,,xrp,xrp
1983,,,,2019/01/08,15134297914,,,7167,,,,616293,,,,,,,,xrp,xrp
1984,,,,2019/01/09,14946228112,,,6209,,,,579912,,,,,,,,xrp,xrp
1985,,,,2019/01/10,14088803977,,,5736,,,,798774,,,,,,,,xrp,xrp
1986,,,,2019/01/11,13731729470,,,5069,,,,707594,,,,,,,,xrp,xrp
1987,,,,2019/01/12,13545211211,,,4144,,,,620840,,,,,,,,xrp,xrp
1988,,,,2019/01/13,13577551085,,,4370,,,,672679,,,,,,,,xrp,xrp
1989,,,,2019/01/14,13572991935,,,5315,,,,659588,,,,,,,,xrp,xrp
