,top_100_percent,send_usd,mining_profitability,date,market_cap,av_transaction_size,median_transaction_size,tweets,median_transaction_value,av_transaction_value,sent_addresses,transactions,confirmation_time,block_size,hashrate,active_addresses,google_trends,fee_reward,difficulty,full_name,coin
1990,,,,2019/01/15,13543264256,,,5293,,,,589981,,,,,,,,xrp,xrp
1991,,,,2019/01/16,13594867583,,,6393,,,,635898,,,,,,,,xrp,xrp
1992,,,,2019/01/17,13442916342,,,6425,,,,628615,,,,,,,,xrp,xrp
1993,,,,2019/01/18,13381483612,,,4463,,,,617910,,,,,,,,xrp,xrp
1994,,,,2019/01/19,13577820114,,,4121,,,,533624,,,,,,,,xrp,xrp
1995,,,,2019/01/20,13191570005,,,3576,,,,617904,,,,,,,,xrp,xrp
1996,,,,2019/01/21,13140337945,,,3818,,,,625408,,,,,,,,xrp,xrp
1997,,,,2019/01/22,13124885144,,,3954,,,,600322,,,,,,,,xrp,xrp
1998,,,,2019/01/23,13052877188,,,4628,,,,689841,,,,,,,,xrp,xrp
1999,,,,2019/01/24,13000925464,,,5343,,,,576476,,,,,,,,xrp,xrp
2000,,,,2019/01/25,12961736827,,,4519,,,,605368,,,,,,,,xrp,xrp
2001,,,,2019/01/26,13060540684,,,3742,,,,544095,,,,,,,,xrp,xrp
2002,,,,2019/01/27,12773480958,,,4226,,,,655921,,,,,,,,xrp,xrp
2003,,,,2019/01/28,11795919095,,,4928,,,,650634,,,,,,,,xrp,xrp
2004,,,,2019/01/29,12015202054,,,4279,,,,790994,,,,,,,,xrp,xrp
2005,,,,2019/01/30,13018412742,,,6258,,,,677422,,,,,,,,xrp,xrp
2006,,,,2019/01/31,12822365864,,,6558,,,,649235,,,,,,,,xrp,xrp
2007,,,,2019/02/01,12682675729,,,4287,,,,635148,,,,,,,,xrp,xrp
2008,,,,2019/02/02,12591252908,,,4082,,,,538207,,,,,,,,xrp,xrp
2009,,,,2019/02/03,12529138000,,,3460,,,,612837,,,,,,,,xrp,xrp
2010,,,,2019/02/04,12387986114,,,4433,,,,600246,,,,,,,,xrp,xrp
2011,,,,2019/02/05,12277798311,,,5676,,,,513433,,,,,,,,xrp,xrp
2012,,,,2019/02/06,12059589402,,,5865,,,,531587,,,,,,,,xrp,xrp
2013,,,,2019/02/07,12099222047,,,5517,,,,540608,,,,,,,,xrp,xrp
2014,,,,2019/02/08,12407024900,,,5208,,,,569781,,,,,,,,xrp,xrp
2015,,,,2019/02/09,12696498035,,,4545,,,,447354,,,,,,,,xrp,xrp
2016,,,,2019/02/10,12522782289,,,3824,,,,489091,,,,,,,,xrp,xrp
2017,,,,2019/02/11,12582394763,,,4681,,,,546360,,,,,,,,xrp,xrp
2018,,,,2019/02/12,12419485480,,,4657,,,,509090,,,,,,,,xrp,xrp
2019,,,,2019/02/13,12476546621,,,5652,,,,549611,,,,,,,,xrp,xrp
2020,,,,2019/02/14,12518611723,,,5216,,,,423225,,,,,,,,xrp,xrp
2021,,,,2019/02/15,12358541163,,,5388,,,,463759,,,,,,,,xrp,xrp
2022,,,,2019/02/16,12466281727,,,4535,,,,351509,,,,,,,,xrp,xrp
2023,,,,2019/02/17,12379313381,,,5205,,,,460426,,,,,,,,xrp,xrp
2024,,,,2019/02/18,13031821008,,,6071,,,,523884,,,,,,,,xrp,xrp
2025,,,,2019/02/19,13915037738,,,6854,,,,640738,,,,,,,,xrp,xrp
2026,,,,2019/02/20,13536481916,,,5610,,,,538898,,,,,,,,xrp,xrp
2027,,,,2019/02/21,13331829572,,,5824,,,,540600,,,,,,,,xrp,xrp
2028,,,,2019/02/22,13272077260,,,5508,,,,509255,,,,,,,,xrp,xrp
2029,,,,2019/02/23,13197678418,,,4743,,,,518512,,,,,,,,xrp,xrp
2030,,,,2019/02/24,12578406508,,,4737,,,,540149,,,,,,,,xrp,xrp
2031,,,,2019/02/25,12768276365,,,8535,,,,531190,,,,,,,,xrp,xrp
2032,,,,2019/02/26,13350068364,,,7550,,,,523885,,,,,,,,xrp,xrp
2033,,,,2019/02/27,13180880893,,,7127,,,,423957,,,,,,,,xrp,xrp
2034,,,,2019/02/28,13057348626,,,7036,,,,482843,,,,,,,,xrp,xrp
2035,,,,2019/03/01,13304739379,,,7222,,,,501157,,,,,,,,xrp,xrp
2036,,,,2019/03/02,13085126392,,,5677,,,,502690,,,,,,,,xrp,xrp
2037,,,,2019/03/03,12965909440,,,5458,,,,513509,,,,,,,,xrp,xrp
2038,,,,2019/03/04,12671379509,,,6094,,,,543776,,,,,,,,xrp,xrp
2039,,,,2019/03/05,13003781887,,,6646,,,,482395,,,,,,,,xrp,xrp
2040,,,,2019/03/06,13161381260,,,5444,,,,505667,,,,,,,,xrp,xrp
2041,,,,2019/03/07,13120704124,,,4887,,,,489513,,,,,,,,xrp,xrp
2042,,,,2019/03/08,12959794014,,,4975,,,,523993,,,,,,,,xrp,xrp
2043,,,,2019/03/09,13011336528,,,4733,,,,506341,,,,,,,,xrp,xrp
2044,,,,2019/03/10,13084057545,,,4446,,,,510658,,,,,,,,xrp,xrp
2045,,,,2019/03/11,12863092809,,,5378,,,,517909,,,,,,,,xrp,xrp
2046,,,,2019/03/12,12843960902,,,5151,,,,543208,,,,,,,,xrp,xrp
2047,,,,2019/03/13,13114709790,,,5231,,,,537277,,,,,,,,xrp,xrp
2048,,,,2019/03/14,12975823150,,,4852,,,,531579,,,,,,,,xrp,xrp
2049,,,,2019/03/15,13033735331,,,4124,,,,472593,,,,,,,,xrp,xrp
2050,,,,2019/03/16,13219928346,,,3438,,,,464144,,,,,,,,xrp,xrp
2051,,,,2019/03/17,13152327193,,,3271,,,,416170,,,,,,,,xrp,xrp
2052,,,,2019/03/18,13126611808,,,4282,,,,447751,,,,,,,,xrp,xrp
2053,,,,2019/03/19,13196950948,,,5043,,,,450484,,,,,,,,xrp,xrp
2054,,,,2019/03/20,13289329136,,,5361,,,,471100,,,,,,,,xrp,xrp
2055,,,,2019/03/21,13009393552,,,4489,,,,523214,,,,,,,,xrp,xrp
2056,,,,2019/03/22,13048801031,,,4505,,,,519452,,,,,,,,xrp,xrp
2057,,,,2019/03/23,12989344174,,,3977,,,,349036,,,,,,,,xrp,xrp
2058,,,,2019/03/24,12913139305,,,3292,,,,423534,,,,,,,,xrp,xrp
2059,,,,2019/03/25,12774427727,,,3854,,,,460380,,,,,,,,xrp,xrp
2060,,,,2019/03/26,12539604168,,,4350,,,,466209,,,,,,,,xrp,xrp
2061,,,,2019/03/27,12916040086,,,4263,,,,486425,,,,,,,,xrp,xrp
2062,,,,2019/03/28,12921973517,,,4296,,,,385325,,,,,,,,xrp,xrp
2063,,,,2019/03/29,12855904578,,,4582,,,,347547,,,,,,,,xrp,xrp
2064,,,,2019/03/30,13040036783,,,3510,,,,532830,,,,,,,,xrp,xrp
2065,,,,2019/03/31,12917156332,,,3255,,,,542954,,,,,,,,xrp,xrp
2066,,,,2019/04/01,13032877156,,,4620,,,,488851,,,,,,,,xrp,xrp
2067,,,,2019/04/02,13999573218,,,6224,,,,580932,,,,,,,,xrp,xrp
2068,,,,2019/04/03,15006702920,,,6373,,,,679712,,,,,,,,xrp,xrp
2069,,,,2019/04/04,14096336054,,,5031,,,,612037,,,,,,,,xrp,xrp
2070,,,,2019/04/05,15144519152,,,6026,,,,727651,,,,,,,,xrp,xrp
2071,,,,2019/04/06,14923147565,,,3943,,,,616808,,,,,,,,xrp,xrp
2072,,,,2019/04/07,14897585184,,,3812,,,,468710,,,,,,,,xrp,xrp
2073,,,,2019/04/08,14964242126,,,4288,,,,548555,,,,,,,,xrp,xrp
2074,,,,2019/04/09,14646992606,,,4723,,,,572553,,,,,,,,xrp,xrp
2075,,,,2019/04/10,14893071579,,,4938,,,,566829,,,,,,,,xrp,xrp
2076,,,,2019/04/11,13850972027,,,4102,,,,622989,,,,,,,,xrp,xrp
2077,,,,2019/04/12,13675164896,,,3633,,,,525024,,,,,,,,xrp,xrp
2078,,,,2019/04/13,13633595986,,,3139,,,,511893,,,,,,,,xrp,xrp
2079,,,,2019/04/14,13588115474,,,3511,,,,483268,,,,,,,,xrp,xrp
2080,,,,2019/04/15,13672007379,,,4006,,,,529970,,,,,,,,xrp,xrp
2081,,,,2019/04/16,13512190368,,,5184,,,,437027,,,,,,,,xrp,xrp
2082,,,,2019/04/17,13945531310,,,5063,,,,455249,,,,,,,,xrp,xrp
2083,,,,2019/04/18,14126103233,,,4724,,,,501164,,,,,,,,xrp,xrp
2084,,,,2019/04/19,13924989199,,,4365,,,,460952,,,,,,,,xrp,xrp
2085,,,,2019/04/20,13862448427,,,3830,,,,527679,,,,,,,,xrp,xrp
2086,,,,2019/04/21,13447175951,,,4032,,,,487186,,,,,,,,xrp,xrp
2087,,,,2019/04/22,13614349053,,,3917,,,,470251,,,,,,,,xrp,xrp
2088,,,,2019/04/23,13656101776,,,4404,,,,587569,,,,,,,,xrp,xrp
2089,,,,2019/04/24,12699446515,,,4769,,,,602510,,,,,,,,xrp,xrp
2090,,,,2019/04/25,12782171597,,,4772,,,,504397,,,,,,,,xrp,xrp
2091,,,,2019/04/26,12342760724,,,4129,,,,603992,,,,,,,,xrp,xrp
2092,,,,2019/04/27,12425059674,,,3410,,,,545836,,,,,,,,xrp,xrp
2093,,,,2019/04/28,12508551729,,,3461,,,,503206,,,,,,,,xrp,xrp
2094,,,,2019/04/29,12321214685,,,4391,,,,530473,,,,,,,,xrp,xrp
2095,,,,2019/04/30,12873360088,,,6538,,,,510840,,,,,,,,xrp,xrp
2096,,,,2019/05/01,12808825583,,,6079,,,,493585,,,,,,,,xrp,xrp
2097,,,,2019/05/02,12761051523,,,4495,,,,471796,,,,,,,,xrp,xrp
2098,,,,2019/05/03,12995593152,,,4378,,,,528788,,,,,,,,xrp,xrp
2099,,,,2019/05/04,12700657144,,,3589,,,,480468,,,,,,,,xrp,xrp
2100,,,,2019/05/05,12739873772,,,3595,,,,437259,,,,,,,,xrp,xrp
2101,,,,2019/05/06,12715323717,,,3999,,,,468261,,,,,,,,xrp,xrp
2102,,,,2019/05/07,12696442919,,,4444,,,,442628,,,,,,,,xrp,xrp
2103,,,,2019/05/08,12654093616,,,4155,,,,392535,,,,,,,,xrp,xrp
2104,,,,2019/05/09,12563537214,,,4011,,,,439299,,,,,,,,xrp,xrp
2105,,,,2019/05/10,12652529743,,,4074,,,,466850,,,,,,,,xrp,xrp
2106,,,,2019/05/11,13615413730,,,4779,,,,624592,,,,,,,,xrp,xrp
2107,,,,2019/05/12,12967623217,,,4189,,,,534857,,,,,,,,xrp,xrp
2108,,,,2019/05/13,13782211043,,,5786,,,,610210,,,,,,,,xrp,xrp
2109,,,,2019/05/14,17173816090,,,10646,,,,743351,,,,,,,,xrp,xrp
2110,,,,2019/05/15,18003063000,,,8480,,,,686027,,,,,,,,xrp,xrp
2111,,,,2019/05/16,18075292842,,,6100,,,,738278,,,,,,,,xrp,xrp
2112,,,,2019/05/17,15696669561,,,5172,,,,563686,,,,,,,,xrp,xrp
2113,,,,2019/05/18,15952866431,,,5460,,,,686643,,,,,,,,xrp,xrp
2114,,,,2019/05/19,17072165429,,,6121,,,,562320,,,,,,,,xrp,xrp
2115,,,,2019/05/20,16553713284,,,5229,,,,601428,,,,,,,,xrp,xrp
2116,,,,2019/05/21,16638353175,,,5090,,,,666894,,,,,,,,xrp,xrp
2117,,,,2019/05/22,16537459671,,,4172,,,,688093,,,,,,,,xrp,xrp
2118,,,,2019/05/23,15902544604,,,4275,,,,646574,,,,,,,,xrp,xrp
2119,,,,2019/05/24,16453431130,,,4854,,,,668464,,,,,,,,xrp,xrp
2120,,,,2019/05/25,16292779775,,,4652,,,,671972,,,,,,,,xrp,xrp
2121,,,,2019/05/26,16165125283,,,4234,,,,817993,,,,,,,,xrp,xrp
2122,,,,2019/05/27,17806991576,,,6228,,,,921369,,,,,,,,xrp,xrp
2123,,,,2019/05/28,18384791047,,,7183,,,,979635,,,,,,,,xrp,xrp
2124,,,,2019/05/29,18888219286,,,5996,,,,970754,,,,,,,,xrp,xrp
2125,,,,2019/05/30,19718328806,,,6262,,,,912411,,,,,,,,xrp,xrp
2126,,,,2019/05/31,17897649205,,,4334,,,,908521,,,,,,,,xrp,xrp
2127,,,,2019/06/01,18084314461,,,4026,,,,899456,,,,,,,,xrp,xrp
2128,,,,2019/06/02,18518162235,,,4166,,,,882951,,,,,,,,xrp,xrp
2129,,,,2019/06/03,18667972986,,,5471,,,,868385,,,,,,,,xrp,xrp
2130,,,,2019/06/04,17532302374,,,4793,,,,900928,,,,,,,,xrp,xrp
2131,,,,2019/06/05,16634345087,,,5263,,,,946300,,,,,,,,xrp,xrp
2132,,,,2019/06/06,16767610768,,,6286,,,,962376,,,,,,,,xrp,xrp
2133,,,,2019/06/07,17931948083,,,4615,,,,889401,,,,,,,,xrp,xrp
2134,,,,2019/06/08,17499957719,,,4024,,,,875538,,,,,,,,xrp,xrp
2135,,,,2019/06/09,16866743107,,,4527,,,,947033,,,,,,,,xrp,xrp
2136,,,,2019/06/10,16910534078,,,4599,,,,770260,,,,,,,,xrp,xrp
2137,,,,2019/06/11,16420645600,,,4435,,,,852908,,,,,,,,xrp,xrp
2138,,,,2019/06/12,16973626277,,,4526,,,,800372,,,,,,,,xrp,xrp
2139,,,,2019/06/13,17059297203,,,4722,,,,859528,,,,,,,,xrp,xrp
2140,,,,2019/06/14,16936608359,,,5195,,,,806361,,,,,,,,xrp,xrp
2141,,,,2019/06/15,17412387290,,,4558,,,,845365,,,,,,,,xrp,xrp
2142,,,,2019/06/16,18155041733,,,6336,,,,891938,,,,,,,,xrp,xrp
2143,,,,2019/06/17,18250490006,,,9278,,,,886578,,,,,,,,xrp,xrp
2144,,,,2019/06/18,18439300379,,,8389,,,,889295,,,,,,,,xrp,xrp
2145,,,,2019/06/19,18300423655,,,6531,,,,744784,,,,,,,,xrp,xrp
2146,,,,2019/06/20,18077834214,,,6367,,,,805039,,,,,,,,xrp,xrp
2147,,,,2019/06/21,18699953944,,,6690,,,,810985,,,,,,,,xrp,xrp
2148,,,,2019/06/22,20370362068,,,8032,,,,917594,,,,,,,,xrp,xrp
2149,,,,2019/06/23,20016494188,,,6634,,,,854868,,,,,,,,xrp,xrp
2150,,,,2019/06/24,19615049177,,,7078,,,,894623,,,,,,,,xrp,xrp
2151,,,,2019/06/25,19787984790,,,6495,,,,868820,,,,,,,,xrp,xrp
2152,,,,2019/06/26,20897939999,,,7059,,,,910962,,,,,,,,xrp,xrp
2153,,,,2019/06/27,18079160335,,,6321,,,,599646,,,,,,,,xrp,xrp
2154,,,,2019/06/28,17768333428,,,5857,,,,513408,,,,,,,,xrp,xrp
2155,,,,2019/06/29,17783271256,,,5246,,,,905879,,,,,,,,xrp,xrp
2156,,,,2019/06/30,17243731496,,,4829,,,,1079599,,,,,,,,xrp,xrp
2157,,,,2019/07/01,16816184563,,,5368,,,,833839,,,,,,,,xrp,xrp
2158,,,,2019/07/02,16985614520,,,5995,,,,1210646,,,,,,,,xrp,xrp
2159,,,,2019/07/03,17071710719,,,5672,,,,1073505,,,,,,,,xrp,xrp
2160,,,,2019/07/04,16913198299,,,5160,,,,1150547,,,,,,,,xrp,xrp
2161,,,,2019/07/05,16261287007,,,4201,,,,1140850,,,,,,,,xrp,xrp
2162,,,,2019/07/06,17078678307,,,4476,,,,1126185,,,,,,,,xrp,xrp
2163,,,,2019/07/07,16635980783,,,5001,,,,1164071,,,,,,,,xrp,xrp
2164,,,,2019/07/08,17020193991,,,5032,,,,1147071,,,,,,,,xrp,xrp
2165,,,,2019/07/09,16841799496,,,4709,,,,1219321,,,,,,,,xrp,xrp
2166,,,,2019/07/10,15251939707,,,5287,,,,1150404,,,,,,,,xrp,xrp
2167,,,,2019/07/11,14074137048,,,4182,,,,1124891,,,,,,,,xrp,xrp
2168,,,,2019/07/12,14806181067,,,4437,,,,1142023,,,,,,,,xrp,xrp
2169,,,,2019/07/13,14241622863,,,3985,,,,1094611,,,,,,,,xrp,xrp
2170,,,,2019/07/14,13428674529,,,4584,,,,1148678,,,,,,,,xrp,xrp
2171,,,,2019/07/15,13571226948,,,6148,,,,1130610,,,,,,,,xrp,xrp
2172,,,,2019/07/16,12815347778,,,7736,,,,1104172,,,,,,,,xrp,xrp
2173,,,,2019/07/17,13706101762,,,5752,,,,1130218,,,,,,,,xrp,xrp
2174,,,,2019/07/18,13863891031,,,5777,,,,1080368,,,,,,,,xrp,xrp
2175,,,,2019/07/19,13624558196,,,6917,,,,1099642,,,,,,,,xrp,xrp
2176,,,,2019/07/20,14372097152,,,5673,,,,1103195,,,,,,,,xrp,xrp
2177,,,,2019/07/21,13895631622,,,5092,,,,1064191,,,,,,,,xrp,xrp
2178,,,,2019/07/22,13673315742,,,5660,,,,1018650,,,,,,,,xrp,xrp
2179,,,,2019/07/23,13280186795,,,5951,,,,1096588,,,,,,,,xrp,xrp
2180,,,,2019/07/24,13330139651,,,5690,,,,1143000,,,,,,,,xrp,xrp
2181,,,,2019/07/25,13594982968,,,5720,,,,1152537,,,,,,,,xrp,xrp
2182,,,,2019/07/26,13689883294,,,6016,,,,1140186,,,,,,,,xrp,xrp
2183,,,,2019/07/27,13284508141,,,4416,,,,1037447,,,,,,,,xrp,xrp
2184,,,,2019/07/28,13233259129,,,4330,,,,1161017,,,,,,,,xrp,xrp
2185,,,,2019/07/29,13328492335,,,5503,,,,1094515,,,,,,,,xrp,xrp
2186,,,,2019/07/30,13734784609,,,7273,,,,1143494,,,,,,,,xrp,xrp
2187,,,,2019/07/31,13743963689,,,6183,,,,1152240,,,,,,,,xrp,xrp
2188,,,,2019/08/01,13479979606,,,5445,,,,1081629,,,,,,,,xrp,xrp
2189,,,,2019/08/02,13395955738,,,6631,,,,1081817,,,,,,,,xrp,xrp
2190,,,,2019/08/03,13611146619,,,5056,,,,1055143,,,,,,,,xrp,xrp
2191,,,,2019/08/04,13762244932,,,4712,,,,1106582,,,,,,,,xrp,xrp
2192,,,,2019/08/05,14032409742,,,6249,,,,1074240,,,,,,,,xrp,xrp
2193,,,,2019/08/06,13549244583,,,5658,,,,1111210,,,,,,,,xrp,xrp
2194,,,,2019/08/07,13245482246,,,6510,,,,945254,,,,,,,,xrp,xrp
2195,,,,2019/08/08,13181863091,,,4770,,,,1023865,,,,,,,,xrp,xrp
2196,,,,2019/08/09,12664797176,,,4827,,,,897024,,,,,,,,xrp,xrp
2197,,,,2019/08/10,12645673637,,,3674,,,,845349,,,,,,,,xrp,xrp
2198,,,,2019/08/11,12928660883,,,3420,,,,833347,,,,,,,,xrp,xrp
2199,,,,2019/08/12,12864476431,,,4168,,,,852412,,,,,,,,xrp,xrp
2200,,,,2019/08/13,12667644745,,,4607,,,,831218,,,,,,,,xrp,xrp
2201,,,,2019/08/14,12384950165,,,4880,,,,904955,,,,,,,,xrp,xrp
2202,,,,2019/08/15,11350660086,,,5937,,,,891146,,,,,,,,xrp,xrp
2203,,,,2019/08/16,11268539128,,,4432,,,,924967,,,,,,,,xrp,xrp
2204,,,,2019/08/17,11380093229,,,3524,,,,791134,,,,,,,,xrp,xrp
2205,,,,2019/08/18,12298431924,,,3940,,,,861087,,,,,,,,xrp,xrp
2206,,,,2019/08/19,11989759119,,,4366,,,,844473,,,,,,,,xrp,xrp
2207,,,,2019/08/20,11782619753,,,6956,,,,851878,,,,,,,,xrp,xrp
2208,,,,2019/08/21,11422842772,,,7202,,,,851422,,,,,,,,xrp,xrp
2209,,,,2019/08/22,11620562513,,,4684,,,,863734,,,,,,,,xrp,xrp
2210,,,,2019/08/23,11882326049,,,6176,,,,803270,,,,,,,,xrp,xrp
2211,,,,2019/08/24,11626262367,,,4165,,,,874283,,,,,,,,xrp,xrp
2212,,,,2019/08/25,11621715556,,,3651,,,,807063,,,,,,,,xrp,xrp
2213,,,,2019/08/26,11614315271,,,4463,,,,908248,,,,,,,,xrp,xrp
2214,,,,2019/08/27,11599148476,,,5060,,,,885409,,,,,,,,xrp,xrp
2215,,,,2019/08/28,11428675051,,,5353,,,,892929,,,,,,,,xrp,xrp
2216,,,,2019/08/29,10866095797,,,4446,,,,909813,,,,,,,,xrp,xrp
2217,,,,2019/08/30,10959456888,,,4504,,,,771339,,,,,,,,xrp,xrp
2218,,,,2019/08/31,11078772369,,,4117,,,,894633,,,,,,,,xrp,xrp
2219,,,,2019/09/01,10964936464,,,5970,,,,847229,,,,,,,,xrp,xrp
2220,,,,2019/09/02,11064450610,,,4439,,,,866322,,,,,,,,xrp,xrp
2221,,,,2019/09/03,11284754560,,,5629,,,,884132,,,,,,,,xrp,xrp
2222,,,,2019/09/04,11182140240,,,5774,,,,869462,,,,,,,,xrp,xrp
2223,,,,2019/09/05,10990394166,,,5383,,,,853870,,,,,,,,xrp,xrp
2224,,,,2019/09/06,11098595418,,,5432,,,,865940,,,,,,,,xrp,xrp
2225,,,,2019/09/07,11182149955,,,4683,,,,832125,,,,,,,,xrp,xrp
2226,,,,2019/09/08,11320606024,,,4836,,,,893489,,,,,,,,xrp,xrp
2227,,,,2019/09/09,11189356793,,,6471,,,,903136,,,,,,,,xrp,xrp
2228,,,,2019/09/10,11156746734,,,6460,,,,894028,,,,,,,,xrp,xrp
2229,,,,2019/09/11,10947119141,,,6578,,,,881372,,,,,,,,xrp,xrp
2230,,,,2019/09/12,10928824164,,,7050,,,,892215,,,,,,,,xrp,xrp
2231,,,,2019/09/13,11012607681,,,6751,,,,835800,,,,,,,,xrp,xrp
2232,,,,2019/09/14,11328650471,,,5311,,,,861056,,,,,,,,xrp,xrp
2233,,,,2019/09/15,11194930422,,,5416,,,,915561,,,,,,,,xrp,xrp
2234,,,,2019/09/16,11166788123,,,6388,,,,993799,,,,,,,,xrp,xrp
2235,,,,2019/09/17,12534581797,,,9194,,,,968822,,,,,,,,xrp,xrp
2236,,,,2019/09/18,13553748181,,,10910,,,,1031385,,,,,,,,xrp,xrp
2237,,,,2019/09/19,13028275583,,,7067,,,,1007127,,,,,,,,xrp,xrp
2238,,,,2019/09/20,12550006400,,,6057,,,,948428,,,,,,,,xrp,xrp
2239,,,,2019/09/21,12498601358,,,4353,,,,876122,,,,,,,,xrp,xrp
2240,,,,2019/09/22,11822791993,,,4369,,,,893281,,,,,,,,xrp,xrp
2241,,,,2019/09/23,12207678932,,,5730,,,,906292,,,,,,,,xrp,xrp
2242,,,,2019/09/24,11259387987,,,6358,,,,1005988,,,,,,,,xrp,xrp
2243,,,,2019/09/25,10625975182,,,7057,,,,939361,,,,,,,,xrp,xrp
2244,,,,2019/09/26,10174050439,,,6069,,,,918026,,,,,,,,xrp,xrp
2245,,,,2019/09/27,10368232610,,,6776,,,,944363,,,,,,,,xrp,xrp
2246,,,,2019/09/28,10434998925,,,5256,,,,869872,,,,,,,,xrp,xrp
2247,,,,2019/09/29,10319845310,,,4650,,,,843255,,,,,,,,xrp,xrp
2248,,,,2019/09/30,11046237655,,,6081,,,,910333,,,,,,,,xrp,xrp
2249,,,,2019/10/01,10983656037,,,5961,,,,891168,,,,,,,,xrp,xrp
2250,,,,2019/10/02,10885056226,,,7655,,,,846712,,,,,,,,xrp,xrp
2251,,,,2019/10/03,10652810129,,,7196,,,,896072,,,,,,,,xrp,xrp
2252,,,,2019/10/04,11023299705,,,7637,,,,900952,,,,,,,,xrp,xrp
2253,,,,2019/10/05,10994162620,,,4421,,,,905081,,,,,,,,xrp,xrp
2254,,,,2019/10/06,11048267229,,,4778,,,,866748,,,,,,,,xrp,xrp
2255,,,,2019/10/07,11989219196,,,8171,,,,898204,,,,,,,,xrp,xrp
2256,,,,2019/10/08,11844695945,,,6190,,,,857869,,,,,,,,xrp,xrp
2257,,,,2019/10/09,12130841144,,,7247,,,,871277,,,,,,,,xrp,xrp
2258,,,,2019/10/10,11794877577,,,6946,,,,863055,,,,,,,,xrp,xrp
2259,,,,2019/10/11,11730997156,,,5375,,,,875761,,,,,,,,xrp,xrp
2260,,,,2019/10/12,11825841872,,,4737,,,,834281,,,,,,,,xrp,xrp
2261,,,,2019/10/13,12106141555,,,5144,,,,847003,,,,,,,,xrp,xrp
2262,,,,2019/10/14,12565505393,,,6189,,,,883987,,,,,,,,xrp,xrp
2263,,,,2019/10/15,12336227045,,,6603,,,,889386,,,,,,,,xrp,xrp
2264,,,,2019/10/16,12220338105,,,6040,,,,866777,,,,,,,,xrp,xrp
2265,,,,2019/10/17,12876460787,,,6524,,,,863498,,,,,,,,xrp,xrp
2266,,,,2019/10/18,12515617247,,,6009,,,,847391,,,,,,,,xrp,xrp
2267,,,,2019/10/19,12597575229,,,5435,,,,814151,,,,,,,,xrp,xrp
2268,,,,2019/10/20,12673528638,,,6120,,,,815358,,,,,,,,xrp,xrp
2269,,,,2019/10/21,12641572833,,,6909,,,,727617,,,,,,,,xrp,xrp
2270,,,,2019/10/22,12832253104,,,7439,,,,947013,,,,,,,,xrp,xrp
2271,,,,2019/10/23,11658541869,,,6773,,,,1220391,,,,,,,,xrp,xrp
2272,,,,2019/10/24,12054478063,,,6844,,,,1351266,,,,,,,,xrp,xrp
2273,,,,2019/10/25,12849778732,,,6417,,,,1310615,,,,,,,,xrp,xrp
2274,,,,2019/10/26,12518182180,,,5884,,,,1652283,,,,,,,,xrp,xrp
2275,,,,2019/10/27,12683976009,,,5863,,,,1522867,,,,,,,,xrp,xrp
2276,,,,2019/10/28,12743876933,,,6331,,,,1551070,,,,,,,,xrp,xrp
2277,,,,2019/10/29,13025014338,,,7278,,,,1505895,,,,,,,,xrp,xrp
2278,,,,2019/10/30,12776641750,,,5420,,,,1516545,,,,,,,,xrp,xrp
2279,,,,2019/10/31,12772167877,,,5912,,,,1618969,,,,,,,,xrp,xrp
2280,,,,2019/11/01,12558561763,,,5803,,,,1621997,,,,,,,,xrp,xrp
2281,,,,2019/11/02,12829004060,,,6049,,,,1564627,,,,,,,,xrp,xrp
2282,,,,2019/11/03,12584492627,,,5238,,,,1494046,,,,,,,,xrp,xrp
2283,,,,2019/11/04,12768930908,,,6438,,,,1559211,,,,,,,,xrp,xrp
2284,,,,2019/11/05,13020899431,,,5984,,,,1636982,,,,,,,,xrp,xrp
2285,,,,2019/11/06,12980502945,,,6948,,,,1706137,,,,,,,,xrp,xrp
2286,,,,2019/11/07,12605888135,,,10194,,,,1744783,,,,,,,,xrp,xrp
2287,,,,2019/11/08,11931135056,,,6445,,,,1726303,,,,,,,,xrp,xrp
2288,,,,2019/11/09,12061030216,,,4442,,,,1788241,,,,,,,,xrp,xrp
2289,,,,2019/11/10,12241615512,,,5579,,,,1152643,,,,,,,,xrp,xrp
2290,,,,2019/11/11,11914655866,,,7020,,,,954120,,,,,,,,xrp,xrp
2291,,,,2019/11/12,11772351639,,,5421,,,,1125431,,,,,,,,xrp,xrp
2292,,,,2019/11/13,11894036328,,,5551,,,,1049256,,,,,,,,xrp,xrp
2293,,,,2019/11/14,11669599261,,,6936,,,,1088739,,,,,,,,xrp,xrp
2294,,,,2019/11/15,11340832726,,,5603,,,,1275584,,,,,,,,xrp,xrp
2295,,,,2019/11/16,11414848322,,,5294,,,,1211388,,,,,,,,xrp,xrp
2296,,,,2019/11/17,11575528261,,,5781,,,,1126039,,,,,,,,xrp,xrp
2297,,,,2019/11/18,11098074098,,,5678,,,,1201303,,,,,,,,xrp,xrp
2298,,,,2019/11/19,10968611355,,,6397,,,,1191118,,,,,,,,xrp,xrp
2299,,,,2019/11/20,10963805618,,,5975,,,,1665171,,,,,,,,xrp,xrp
2300,,,,2019/11/21,10440245528,,,5763,,,,2268499,,,,,,,,xrp,xrp
2301,,,,2019/11/22,10000756877,,,4960,,,,3531761,,,,,,,,xrp,xrp
2302,,,,2019/11/23,10042463610,,,3891,,,,4048275,,,,,,,,xrp,xrp
