,transactions,fee_reward,active_addresses,block_size,difficulty,sent_addresses,mining_profitability,hashrate,median_transaction_value,google_trends,send_usd,confirmation_time,median_transaction_size,av_transaction_size,av_transaction_value,top_100_percent,date,tweets,market_cap,full_name,coin
1563,,,,,,,,,,,,,,,,,2018/11/30,93,21952813,syscoin,syscoin
1564,,,,,,,,,,,,,,,,,2018/12/01,121,22484974,syscoin,syscoin
1565,,,,,,,,,,,,,,,,,2018/12/02,98,23127511,syscoin,syscoin
1566,,,,,,,,,,,,,,,,,2018/12/03,118,22515397,syscoin,syscoin
1567,,,,,,,,,,,,,,,,,2018/12/04,101,22676181,syscoin,syscoin
1568,,,,,,,,,,,,,,,,,2018/12/05,106,22095441,syscoin,syscoin
1569,,,,,,,,,,,,,,,,,2018/12/06,null,20035640,syscoin,syscoin
1570,,,,,,,,,,,,,,,,,2018/12/07,93,17589536,syscoin,syscoin
1571,,,,,,,,,,,,,,,,,2018/12/08,179,18034812,syscoin,syscoin
1572,,,,,,,,,,,,,,,,,2018/12/09,229,18191260,syscoin,syscoin
1573,,,,,,,,,,,,,,,,,2018/12/10,244,18116859,syscoin,syscoin
1574,,,,,,,,,,,,,,,,,2018/12/11,181,17058078,syscoin,syscoin
1575,,,,,,,,,,,,,,,,,2018/12/12,118,17105062,syscoin,syscoin
1576,,,,,,,,,,,,,,,,,2018/12/13,182,16971879,syscoin,syscoin
1577,,,,,,,,,,,,,,,,,2018/12/14,203,23591336,syscoin,syscoin
1578,,,,,,,,,,,,,,,,,2018/12/15,112,25388786,syscoin,syscoin
1579,,,,,,,,,,,,,,,,,2018/12/16,118,23696463,syscoin,syscoin
1580,,,,,,,,,,,,,,,,,2018/12/17,197,26026800,syscoin,syscoin
1581,,,,,,,,,,,,,,,,,2018/12/18,263,25258026,syscoin,syscoin
1582,,,,,,,,,,,,,,,,,2018/12/19,531,26299082,syscoin,syscoin
1583,,,,,,,,,,,,,,,,,2018/12/20,216,25781548,syscoin,syscoin
1584,,,,,,,,,,,,,,,,,2018/12/21,231,26425204,syscoin,syscoin
1585,,,,,,,,,,,,,,,,,2018/12/22,177,25504912,syscoin,syscoin
1586,,,,,,,,,,,,,,,,,2018/12/23,123,26330170,syscoin,syscoin
1587,,,,,,,,,,,,,,,,,2018/12/24,120,27239986,syscoin,syscoin
1588,,,,,,,,,,,,,,,,,2018/12/25,122,23956475,syscoin,syscoin
1589,,,,,,,,,,,,,,,,,2018/12/26,149,24155838,syscoin,syscoin
1590,,,,,,,,,,,,,,,,,2018/12/27,114,24198135,syscoin,syscoin
1591,,,,,,,,,,,,,,,,,2018/12/28,109,24897997,syscoin,syscoin
1592,,,,,,,,,,,,,,,,,2018/12/29,103,26494626,syscoin,syscoin
1593,,,,,,,,,,,,,,,,,2018/12/30,118,27716930,syscoin,syscoin
1594,,,,,,,,,,,,,,,,,2018/12/31,98,26390383,syscoin,syscoin
1595,,,,,,,,,,,,,,,,,2019/01/01,157,25138322,syscoin,syscoin
1596,,,,,,,,,,,,,,,,,2019/01/02,126,25755725,syscoin,syscoin
1597,,,,,,,,,,,,,,,,,2019/01/03,120,26104279,syscoin,syscoin
1598,,,,,,,,,,,,,,,,,2019/01/04,110,25743954,syscoin,syscoin
1599,,,,,,,,,,,,,,,,,2019/01/05,130,25768269,syscoin,syscoin
1600,,,,,,,,,,,,,,,,,2019/01/06,123,25992881,syscoin,syscoin
1601,,,,,,,,,,,,,,,,,2019/01/07,107,26867602,syscoin,syscoin
1602,,,,,,,,,,,,,,,,,2019/01/08,121,27446440,syscoin,syscoin
1603,,,,,,,,,,,,,,,,,2019/01/09,134,27110135,syscoin,syscoin
1604,,,,,,,,,,,,,,,,,2019/01/10,164,24509691,syscoin,syscoin
1605,,,,,,,,,,,,,,,,,2019/01/11,163,22989128,syscoin,syscoin
1606,,,,,,,,,,,,,,,,,2019/01/12,116,22461096,syscoin,syscoin
1607,,,,,,,,,,,,,,,,,2019/01/13,100,22316828,syscoin,syscoin
1608,,,,,,,,,,,,,,,,,2019/01/14,77,21531858,syscoin,syscoin
1609,,,,,,,,,,,,,,,,,2019/01/15,107,23459540,syscoin,syscoin
1610,,,,,,,,,,,,,,,,,2019/01/16,115,22523484,syscoin,syscoin
1611,,,,,,,,,,,,,,,,,2019/01/17,110,23306734,syscoin,syscoin
1612,,,,,,,,,,,,,,,,,2019/01/18,71,23427575,syscoin,syscoin
1613,,,,,,,,,,,,,,,,,2019/01/19,120,23906103,syscoin,syscoin
1614,,,,,,,,,,,,,,,,,2019/01/20,113,23632906,syscoin,syscoin
1615,,,,,,,,,,,,,,,,,2019/01/21,121,24160286,syscoin,syscoin
1616,,,,,,,,,,,,,,,,,2019/01/22,137,23806606,syscoin,syscoin
1617,,,,,,,,,,,,,,,,,2019/01/23,122,23770073,syscoin,syscoin
1618,,,,,,,,,,,,,,,,,2019/01/24,82,23847327,syscoin,syscoin
1619,,,,,,,,,,,,,,,,,2019/01/25,90,24100678,syscoin,syscoin
1620,,,,,,,,,,,,,,,,,2019/01/26,97,24265767,syscoin,syscoin
1621,,,,,,,,,,,,,,,,,2019/01/27,96,24122044,syscoin,syscoin
1622,,,,,,,,,,,,,,,,,2019/01/28,77,23077916,syscoin,syscoin
1623,,,,,,,,,,,,,,,,,2019/01/29,157,22594826,syscoin,syscoin
1624,,,,,,,,,,,,,,,,,2019/01/30,135,22781817,syscoin,syscoin
1625,,,,,,,,,,,,,,,,,2019/01/31,91,22706042,syscoin,syscoin
1626,,,,,,,,,,,,,,,,,2019/02/01,127,22760728,syscoin,syscoin
1627,,,,,,,,,,,,,,,,,2019/02/02,205,22912109,syscoin,syscoin
1628,,,,,,,,,,,,,,,,,2019/02/03,150,22862863,syscoin,syscoin
1629,,,,,,,,,,,,,,,,,2019/02/04,97,23220804,syscoin,syscoin
1630,,,,,,,,,,,,,,,,,2019/02/05,156,23066482,syscoin,syscoin
1631,,,,,,,,,,,,,,,,,2019/02/06,123,21810908,syscoin,syscoin
1632,,,,,,,,,,,,,,,,,2019/02/07,128,21334665,syscoin,syscoin
1633,,,,,,,,,,,,,,,,,2019/02/08,98,22042691,syscoin,syscoin
1634,,,,,,,,,,,,,,,,,2019/02/09,100,22993010,syscoin,syscoin
1635,,,,,,,,,,,,,,,,,2019/02/10,106,22977111,syscoin,syscoin
1636,,,,,,,,,,,,,,,,,2019/02/11,64,22972170,syscoin,syscoin
1637,,,,,,,,,,,,,,,,,2019/02/12,129,22471120,syscoin,syscoin
1638,,,,,,,,,,,,,,,,,2019/02/13,77,22309845,syscoin,syscoin
1639,,,,,,,,,,,,,,,,,2019/02/14,95,22105750,syscoin,syscoin
1640,,,,,,,,,,,,,,,,,2019/02/15,126,22161488,syscoin,syscoin
1641,,,,,,,,,,,,,,,,,2019/02/16,81,22575404,syscoin,syscoin
1642,,,,,,,,,,,,,,,,,2019/02/17,145,23895444,syscoin,syscoin
1643,,,,,,,,,,,,,,,,,2019/02/18,106,24638468,syscoin,syscoin
1644,,,,,,,,,,,,,,,,,2019/02/19,164,27300327,syscoin,syscoin
1645,,,,,,,,,,,,,,,,,2019/02/20,181,28097156,syscoin,syscoin
1646,,,,,,,,,,,,,,,,,2019/02/21,180,31370082,syscoin,syscoin
1647,,,,,,,,,,,,,,,,,2019/02/22,188,30022323,syscoin,syscoin
1648,,,,,,,,,,,,,,,,,2019/02/23,141,29848742,syscoin,syscoin
1649,,,,,,,,,,,,,,,,,2019/02/24,120,28449071,syscoin,syscoin
1650,,,,,,,,,,,,,,,,,2019/02/25,140,25870503,syscoin,syscoin
1651,,,,,,,,,,,,,,,,,2019/02/26,186,26492917,syscoin,syscoin
1652,,,,,,,,,,,,,,,,,2019/02/27,127,26874394,syscoin,syscoin
1653,,,,,,,,,,,,,,,,,2019/02/28,167,27358787,syscoin,syscoin
1654,,,,,,,,,,,,,,,,,2019/03/01,122,27619886,syscoin,syscoin
1655,,,,,,,,,,,,,,,,,2019/03/02,85,27437272,syscoin,syscoin
1656,,,,,,,,,,,,,,,,,2019/03/03,60,27390627,syscoin,syscoin
1657,,,,,,,,,,,,,,,,,2019/03/04,135,27197139,syscoin,syscoin
1658,,,,,,,,,,,,,,,,,2019/03/05,176,27503429,syscoin,syscoin
1659,,,,,,,,,,,,,,,,,2019/03/06,143,29219836,syscoin,syscoin
1660,,,,,,,,,,,,,,,,,2019/03/07,144,30518649,syscoin,syscoin
1661,,,,,,,,,,,,,,,,,2019/03/08,88,29637775,syscoin,syscoin
1662,,,,,,,,,,,,,,,,,2019/03/09,202,30144618,syscoin,syscoin
1663,,,,,,,,,,,,,,,,,2019/03/10,114,30137443,syscoin,syscoin
1664,,,,,,,,,,,,,,,,,2019/03/11,141,29061194,syscoin,syscoin
1665,,,,,,,,,,,,,,,,,2019/03/12,138,29635474,syscoin,syscoin
1666,,,,,,,,,,,,,,,,,2019/03/13,134,29998789,syscoin,syscoin
1667,,,,,,,,,,,,,,,,,2019/03/14,122,30172262,syscoin,syscoin
1668,,,,,,,,,,,,,,,,,2019/03/15,110,30506972,syscoin,syscoin
1669,,,,,,,,,,,,,,,,,2019/03/16,79,30973073,syscoin,syscoin
1670,,,,,,,,,,,,,,,,,2019/03/17,47,31076078,syscoin,syscoin
1671,,,,,,,,,,,,,,,,,2019/03/18,99,31043063,syscoin,syscoin
1672,,,,,,,,,,,,,,,,,2019/03/19,81,31822326,syscoin,syscoin
1673,,,,,,,,,,,,,,,,,2019/03/20,111,32107977,syscoin,syscoin
1674,,,,,,,,,,,,,,,,,2019/03/21,39,32429633,syscoin,syscoin
1675,,,,,,,,,,,,,,,,,2019/03/22,27,32225057,syscoin,syscoin
1676,,,,,,,,,,,,,,,,,2019/03/23,7,32283455,syscoin,syscoin
1677,,,,,,,,,,,,,,,,,2019/03/24,9,31716153,syscoin,syscoin
1678,,,,,,,,,,,,,,,,,2019/03/25,67,31235181,syscoin,syscoin
1679,,,,,,,,,,,,,,,,,2019/03/26,36,32177899,syscoin,syscoin
1680,,,,,,,,,,,,,,,,,2019/03/27,41,32756014,syscoin,syscoin
1681,,,,,,,,,,,,,,,,,2019/03/28,35,33983932,syscoin,syscoin
1682,,,,,,,,,,,,,,,,,2019/03/29,28,35975565,syscoin,syscoin
1683,,,,,,,,,,,,,,,,,2019/03/30,30,35143442,syscoin,syscoin
1684,,,,,,,,,,,,,,,,,2019/03/31,22,34352875,syscoin,syscoin
1685,,,,,,,,,,,,,,,,,2019/04/01,10,34836671,syscoin,syscoin
1686,,,,,,,,,,,,,,,,,2019/04/02,37,35972299,syscoin,syscoin
1687,,,,,,,,,,,,,,,,,2019/04/03,83,38493448,syscoin,syscoin
1688,,,,,,,,,,,,,,,,,2019/04/04,15,36790953,syscoin,syscoin
1689,,,,,,,,,,,,,,,,,2019/04/05,25,37453321,syscoin,syscoin
1690,,,,,,,,,,,,,,,,,2019/04/06,13,37322722,syscoin,syscoin
1691,,,,,,,,,,,,,,,,,2019/04/07,10,36774469,syscoin,syscoin
1692,,,,,,,,,,,,,,,,,2019/04/08,28,35525178,syscoin,syscoin
1693,,,,,,,,,,,,,,,,,2019/04/09,6,33970177,syscoin,syscoin
1694,,,,,,,,,,,,,,,,,2019/04/10,59,35005414,syscoin,syscoin
1695,,,,,,,,,,,,,,,,,2019/04/11,26,31756853,syscoin,syscoin
1696,,,,,,,,,,,,,,,,,2019/04/12,28,31853833,syscoin,syscoin
1697,,,,,,,,,,,,,,,,,2019/04/13,11,31720677,syscoin,syscoin
1698,,,,,,,,,,,,,,,,,2019/04/14,20,32020010,syscoin,syscoin
1699,,,,,,,,,,,,,,,,,2019/04/15,49,32668023,syscoin,syscoin
1700,,,,,,,,,,,,,,,,,2019/04/16,11,31862768,syscoin,syscoin
1701,,,,,,,,,,,,,,,,,2019/04/17,57,31804617,syscoin,syscoin
1702,,,,,,,,,,,,,,,,,2019/04/18,14,32372122,syscoin,syscoin
1703,,,,,,,,,,,,,,,,,2019/04/19,11,33277350,syscoin,syscoin
1704,,,,,,,,,,,,,,,,,2019/04/20,5,33026221,syscoin,syscoin
1705,,,,,,,,,,,,,,,,,2019/04/21,12,32325085,syscoin,syscoin
1706,,,,,,,,,,,,,,,,,2019/04/22,18,32880442,syscoin,syscoin
1707,,,,,,,,,,,,,,,,,2019/04/23,10,32461436,syscoin,syscoin
1708,,,,,,,,,,,,,,,,,2019/04/24,36,32340923,syscoin,syscoin
1709,,,,,,,,,,,,,,,,,2019/04/25,31,32141031,syscoin,syscoin
1710,,,,,,,,,,,,,,,,,2019/04/26,66,29637171,syscoin,syscoin
1711,,,,,,,,,,,,,,,,,2019/04/27,11,29809167,syscoin,syscoin
1712,,,,,,,,,,,,,,,,,2019/04/28,5,30236027,syscoin,syscoin
1713,,,,,,,,,,,,,,,,,2019/04/29,45,29259137,syscoin,syscoin
1714,,,,,,,,,,,,,,,,,2019/04/30,107,28557616,syscoin,syscoin
1715,,,,,,,,,,,,,,,,,2019/05/01,69,30014256,syscoin,syscoin
1716,,,,,,,,,,,,,,,,,2019/05/02,90,31831290,syscoin,syscoin
1717,,,,,,,,,,,,,,,,,2019/05/03,133,31480731,syscoin,syscoin
1718,,,,,,,,,,,,,,,,,2019/05/04,35,32709267,syscoin,syscoin
1719,,,,,,,,,,,,,,,,,2019/05/05,36,32429898,syscoin,syscoin
1720,,,,,,,,,,,,,,,,,2019/05/06,34,33712049,syscoin,syscoin
1721,,,,,,,,,,,,,,,,,2019/05/07,31,34083449,syscoin,syscoin
1722,,,,,,,,,,,,,,,,,2019/05/08,49,34320114,syscoin,syscoin
1723,,,,,,,,,,,,,,,,,2019/05/09,72,34019075,syscoin,syscoin
1724,,,,,,,,,,,,,,,,,2019/05/10,75,32947308,syscoin,syscoin
1725,,,,,,,,,,,,,,,,,2019/05/11,21,31946456,syscoin,syscoin
1726,,,,,,,,,,,,,,,,,2019/05/12,38,30780022,syscoin,syscoin
1727,,,,,,,,,,,,,,,,,2019/05/13,18,30153080,syscoin,syscoin
1728,,,,,,,,,,,,,,,,,2019/05/14,21,29543706,syscoin,syscoin
1729,,,,,,,,,,,,,,,,,2019/05/15,98,31400363,syscoin,syscoin
1730,,,,,,,,,,,,,,,,,2019/05/16,40,32999390,syscoin,syscoin
1731,,,,,,,,,,,,,,,,,2019/05/17,58,32413337,syscoin,syscoin
1732,,,,,,,,,,,,,,,,,2019/05/18,40,36912354,syscoin,syscoin
1733,,,,,,,,,,,,,,,,,2019/05/19,65,42465394,syscoin,syscoin
1734,,,,,,,,,,,,,,,,,2019/05/20,53,38871832,syscoin,syscoin
1735,,,,,,,,,,,,,,,,,2019/05/21,67,39121925,syscoin,syscoin
1736,,,,,,,,,,,,,,,,,2019/05/22,85,40807940,syscoin,syscoin
1737,,,,,,,,,,,,,,,,,2019/05/23,22,39654629,syscoin,syscoin
1738,,,,,,,,,,,,,,,,,2019/05/24,21,39397617,syscoin,syscoin
1739,,,,,,,,,,,,,,,,,2019/05/25,11,38895151,syscoin,syscoin
1740,,,,,,,,,,,,,,,,,2019/05/26,8,39053844,syscoin,syscoin
1741,,,,,,,,,,,,,,,,,2019/05/27,8,38458298,syscoin,syscoin
1742,,,,,,,,,,,,,,,,,2019/05/28,31,38531212,syscoin,syscoin
1743,,,,,,,,,,,,,,,,,2019/05/29,41,39605575,syscoin,syscoin
1744,,,,,,,,,,,,,,,,,2019/05/30,77,40620847,syscoin,syscoin
1745,,,,,,,,,,,,,,,,,2019/05/31,70,37940211,syscoin,syscoin
1746,,,,,,,,,,,,,,,,,2019/06/01,32,41252742,syscoin,syscoin
1747,,,,,,,,,,,,,,,,,2019/06/02,14,42171595,syscoin,syscoin
1748,,,,,,,,,,,,,,,,,2019/06/03,33,41172850,syscoin,syscoin
1749,,,,,,,,,,,,,,,,,2019/06/04,16,36698883,syscoin,syscoin
1750,,,,,,,,,,,,,,,,,2019/06/05,4,35839542,syscoin,syscoin
1751,,,,,,,,,,,,,,,,,2019/06/06,5,34706211,syscoin,syscoin
1752,,,,,,,,,,,,,,,,,2019/06/07,23,35780748,syscoin,syscoin
1753,,,,,,,,,,,,,,,,,2019/06/08,19,36545107,syscoin,syscoin
1754,,,,,,,,,,,,,,,,,2019/06/09,14,35227696,syscoin,syscoin
1755,,,,,,,,,,,,,,,,,2019/06/10,17,35326363,syscoin,syscoin
1756,,,,,,,,,,,,,,,,,2019/06/11,67,35633151,syscoin,syscoin
1757,,,,,,,,,,,,,,,,,2019/06/12,68,36750211,syscoin,syscoin
1758,,,,,,,,,,,,,,,,,2019/06/13,49,37920628,syscoin,syscoin
1759,,,,,,,,,,,,,,,,,2019/06/14,10,35186599,syscoin,syscoin
1760,,,,,,,,,,,,,,,,,2019/06/15,6,35061849,syscoin,syscoin
1761,,,,,,,,,,,,,,,,,2019/06/16,21,33972777,syscoin,syscoin
1762,,,,,,,,,,,,,,,,,2019/06/17,9,33341845,syscoin,syscoin
1763,,,,,,,,,,,,,,,,,2019/06/18,48,34116543,syscoin,syscoin
1764,,,,,,,,,,,,,,,,,2019/06/19,6,33684024,syscoin,syscoin
1765,,,,,,,,,,,,,,,,,2019/06/20,13,31568870,syscoin,syscoin
1766,,,,,,,,,,,,,,,,,2019/06/21,110,29343884,syscoin,syscoin
1767,,,,,,,,,,,,,,,,,2019/06/22,29,28308919,syscoin,syscoin
1768,,,,,,,,,,,,,,,,,2019/06/23,17,29149229,syscoin,syscoin
1769,,,,,,,,,,,,,,,,,2019/06/24,20,28021716,syscoin,syscoin
1770,,,,,,,,,,,,,,,,,2019/06/25,36,27787093,syscoin,syscoin
1771,,,,,,,,,,,,,,,,,2019/06/26,99,26697375,syscoin,syscoin
1772,,,,,,,,,,,,,,,,,2019/06/27,122,24394329,syscoin,syscoin
1773,,,,,,,,,,,,,,,,,2019/06/28,51,23997220,syscoin,syscoin
1774,,,,,,,,,,,,,,,,,2019/06/29,25,27590508,syscoin,syscoin
1775,,,,,,,,,,,,,,,,,2019/06/30,9,27015109,syscoin,syscoin
1776,,,,,,,,,,,,,,,,,2019/07/01,16,25222482,syscoin,syscoin
1777,,,,,,,,,,,,,,,,,2019/07/02,15,24421973,syscoin,syscoin
1778,,,,,,,,,,,,,,,,,2019/07/03,123,24491727,syscoin,syscoin
1779,,,,,,,,,,,,,,,,,2019/07/04,101,24794164,syscoin,syscoin
1780,,,,,,,,,,,,,,,,,2019/07/05,84,23876347,syscoin,syscoin
1781,,,,,,,,,,,,,,,,,2019/07/06,28,23628989,syscoin,syscoin
1782,,,,,,,,,,,,,,,,,2019/07/07,13,23711949,syscoin,syscoin
1783,,,,,,,,,,,,,,,,,2019/07/08,12,23674451,syscoin,syscoin
1784,,,,,,,,,,,,,,,,,2019/07/09,8,22989588,syscoin,syscoin
1785,,,,,,,,,,,,,,,,,2019/07/10,35,20982012,syscoin,syscoin
1786,,,,,,,,,,,,,,,,,2019/07/11,10,18267243,syscoin,syscoin
1787,,,,,,,,,,,,,,,,,2019/07/12,39,18630232,syscoin,syscoin
1788,,,,,,,,,,,,,,,,,2019/07/13,15,18745953,syscoin,syscoin
1789,,,,,,,,,,,,,,,,,2019/07/14,6,17768841,syscoin,syscoin
1790,,,,,,,,,,,,,,,,,2019/07/15,7,16432490,syscoin,syscoin
1791,,,,,,,,,,,,,,,,,2019/07/16,61,16677725,syscoin,syscoin
1792,,,,,,,,,,,,,,,,,2019/07/17,69,15860655,syscoin,syscoin
1793,,,,,,,,,,,,,,,,,2019/07/18,15,17513975,syscoin,syscoin
1794,,,,,,,,,,,,,,,,,2019/07/19,36,18281599,syscoin,syscoin
1795,,,,,,,,,,,,,,,,,2019/07/20,16,18486332,syscoin,syscoin
1796,,,,,,,,,,,,,,,,,2019/07/21,11,18164312,syscoin,syscoin
1797,,,,,,,,,,,,,,,,,2019/07/22,12,18114350,syscoin,syscoin
1798,,,,,,,,,,,,,,,,,2019/07/23,20,17904751,syscoin,syscoin
1799,,,,,,,,,,,,,,,,,2019/07/24,36,17257494,syscoin,syscoin
1800,,,,,,,,,,,,,,,,,2019/07/25,27,17943611,syscoin,syscoin
1801,,,,,,,,,,,,,,,,,2019/07/26,14,18032610,syscoin,syscoin
1802,,,,,,,,,,,,,,,,,2019/07/27,32,19914750,syscoin,syscoin
1803,,,,,,,,,,,,,,,,,2019/07/28,27,19917919,syscoin,syscoin
1804,,,,,,,,,,,,,,,,,2019/07/29,33,20492165,syscoin,syscoin
1805,,,,,,,,,,,,,,,,,2019/07/30,39,21991400,syscoin,syscoin
1806,,,,,,,,,,,,,,,,,2019/07/31,64,20898672,syscoin,syscoin
1807,,,,,,,,,,,,,,,,,2019/08/01,33,18969308,syscoin,syscoin
1808,,,,,,,,,,,,,,,,,2019/08/02,25,18044394,syscoin,syscoin
1809,,,,,,,,,,,,,,,,,2019/08/03,21,18290771,syscoin,syscoin
1810,,,,,,,,,,,,,,,,,2019/08/04,18,18265133,syscoin,syscoin
1811,,,,,,,,,,,,,,,,,2019/08/05,17,17179434,syscoin,syscoin
1812,,,,,,,,,,,,,,,,,2019/08/06,20,16067234,syscoin,syscoin
1813,,,,,,,,,,,,,,,,,2019/08/07,54,15488742,syscoin,syscoin
1814,,,,,,,,,,,,,,,,,2019/08/08,56,14418802,syscoin,syscoin
1815,,,,,,,,,,,,,,,,,2019/08/09,119,13682176,syscoin,syscoin
1816,,,,,,,,,,,,,,,,,2019/08/10,26,14363060,syscoin,syscoin
1817,,,,,,,,,,,,,,,,,2019/08/11,9,14788200,syscoin,syscoin
1818,,,,,,,,,,,,,,,,,2019/08/12,7,14712403,syscoin,syscoin
1819,,,,,,,,,,,,,,,,,2019/08/13,null,14782030,syscoin,syscoin
1820,,,,,,,,,,,,,,,,,2019/08/14,8,14174909,syscoin,syscoin
1821,,,,,,,,,,,,,,,,,2019/08/15,11,12687449,syscoin,syscoin
1822,,,,,,,,,,,,,,,,,2019/08/16,31,13802949,syscoin,syscoin
1823,,,,,,,,,,,,,,,,,2019/08/17,16,15607244,syscoin,syscoin
1824,,,,,,,,,,,,,,,,,2019/08/18,11,14576716,syscoin,syscoin
1825,,,,,,,,,,,,,,,,,2019/08/19,29,14446240,syscoin,syscoin
1826,,,,,,,,,,,,,,,,,2019/08/20,23,14498890,syscoin,syscoin
1827,,,,,,,,,,,,,,,,,2019/08/21,13,14125367,syscoin,syscoin
1828,,,,,,,,,,,,,,,,,2019/08/22,9,14370337,syscoin,syscoin
1829,,,,,,,,,,,,,,,,,2019/08/23,36,14643564,syscoin,syscoin
1830,,,,,,,,,,,,,,,,,2019/08/24,17,15130144,syscoin,syscoin
1831,,,,,,,,,,,,,,,,,2019/08/25,19,15640167,syscoin,syscoin
1832,,,,,,,,,,,,,,,,,2019/08/26,6,15338838,syscoin,syscoin
1833,,,,,,,,,,,,,,,,,2019/08/27,30,15366974,syscoin,syscoin
1834,,,,,,,,,,,,,,,,,2019/08/28,16,15264530,syscoin,syscoin
1835,,,,,,,,,,,,,,,,,2019/08/29,19,14373475,syscoin,syscoin
1836,,,,,,,,,,,,,,,,,2019/08/30,41,14676217,syscoin,syscoin
1837,,,,,,,,,,,,,,,,,2019/08/31,13,14365611,syscoin,syscoin
1838,,,,,,,,,,,,,,,,,2019/09/01,null,14530138,syscoin,syscoin
1839,,,,,,,,,,,,,,,,,2019/09/02,2,14714166,syscoin,syscoin
1840,,,,,,,,,,,,,,,,,2019/09/03,5,14304036,syscoin,syscoin
1841,,,,,,,,,,,,,,,,,2019/09/04,60,14509562,syscoin,syscoin
1842,,,,,,,,,,,,,,,,,2019/09/05,15,14449886,syscoin,syscoin
1843,,,,,,,,,,,,,,,,,2019/09/06,5,14453895,syscoin,syscoin
1844,,,,,,,,,,,,,,,,,2019/09/07,3,14173417,syscoin,syscoin
1845,,,,,,,,,,,,,,,,,2019/09/08,5,14357383,syscoin,syscoin
1846,,,,,,,,,,,,,,,,,2019/09/09,3,14209752,syscoin,syscoin
1847,,,,,,,,,,,,,,,,,2019/09/10,3,14695735,syscoin,syscoin
1848,,,,,,,,,,,,,,,,,2019/09/11,5,14384594,syscoin,syscoin
1849,,,,,,,,,,,,,,,,,2019/09/12,33,13060000,syscoin,syscoin
1850,,,,,,,,,,,,,,,,,2019/09/13,24,13250047,syscoin,syscoin
1851,,,,,,,,,,,,,,,,,2019/09/14,8,13575723,syscoin,syscoin
1852,,,,,,,,,,,,,,,,,2019/09/15,1,13605749,syscoin,syscoin
1853,,,,,,,,,,,,,,,,,2019/09/16,null,13732947,syscoin,syscoin
1854,,,,,,,,,,,,,,,,,2019/09/17,null,13810840,syscoin,syscoin
1855,,,,,,,,,,,,,,,,,2019/09/18,26,14675029,syscoin,syscoin
1856,,,,,,,,,,,,,,,,,2019/09/19,12,14962325,syscoin,syscoin
1857,,,,,,,,,,,,,,,,,2019/09/20,2,15034199,syscoin,syscoin
1858,,,,,,,,,,,,,,,,,2019/09/21,5,15035361,syscoin,syscoin
1859,,,,,,,,,,,,,,,,,2019/09/22,7,15422151,syscoin,syscoin
1860,,,,,,,,,,,,,,,,,2019/09/23,3,14680865,syscoin,syscoin
1861,,,,,,,,,,,,,,,,,2019/09/24,18,13640160,syscoin,syscoin
1862,,,,,,,,,,,,,,,,,2019/09/25,62,11871644,syscoin,syscoin
1863,,,,,,,,,,,,,,,,,2019/09/26,3,11906853,syscoin,syscoin
1864,,,,,,,,,,,,,,,,,2019/09/27,8,11987150,syscoin,syscoin
1865,,,,,,,,,,,,,,,,,2019/09/28,2,13229337,syscoin,syscoin
1866,,,,,,,,,,,,,,,,,2019/09/29,5,13477947,syscoin,syscoin
1867,,,,,,,,,,,,,,,,,2019/09/30,6,13312672,syscoin,syscoin
1868,,,,,,,,,,,,,,,,,2019/10/01,2,13469184,syscoin,syscoin
1869,,,,,,,,,,,,,,,,,2019/10/02,4,13614692,syscoin,syscoin
1870,,,,,,,,,,,,,,,,,2019/10/03,2,13727802,syscoin,syscoin
1871,,,,,,,,,,,,,,,,,2019/10/04,14,13576646,syscoin,syscoin
1872,,,,,,,,,,,,,,,,,2019/10/05,3,14446471,syscoin,syscoin
1873,,,,,,,,,,,,,,,,,2019/10/06,5,14370955,syscoin,syscoin
1874,,,,,,,,,,,,,,,,,2019/10/07,32,14507941,syscoin,syscoin
1875,,,,,,,,,,,,,,,,,2019/10/08,null,15088169,syscoin,syscoin
1876,,,,,,,,,,,,,,,,,2019/10/09,null,14990103,syscoin,syscoin
1877,,,,,,,,,,,,,,,,,2019/10/10,null,14494145,syscoin,syscoin
1878,,,,,,,,,,,,,,,,,2019/10/11,null,14039602,syscoin,syscoin
1879,,,,,,,,,,,,,,,,,2019/10/12,null,14091049,syscoin,syscoin
1880,,,,,,,,,,,,,,,,,2019/10/13,null,14723721,syscoin,syscoin
1881,,,,,,,,,,,,,,,,,2019/10/14,2,14910582,syscoin,syscoin
1882,,,,,,,,,,,,,,,,,2019/10/15,2,14589969,syscoin,syscoin
1883,,,,,,,,,,,,,,,,,2019/10/16,null,13979655,syscoin,syscoin
1884,,,,,,,,,,,,,,,,,2019/10/17,3,14042828,syscoin,syscoin
1885,,,,,,,,,,,,,,,,,2019/10/18,2,13421648,syscoin,syscoin
1886,,,,,,,,,,,,,,,,,2019/10/19,3,13186942,syscoin,syscoin
1887,,,,,,,,,,,,,,,,,2019/10/20,3,13146400,syscoin,syscoin
1888,,,,,,,,,,,,,,,,,2019/10/21,3,13728836,syscoin,syscoin
1889,,,,,,,,,,,,,,,,,2019/10/22,2,13665397,syscoin,syscoin
1890,,,,,,,,,,,,,,,,,2019/10/23,15,12536138,syscoin,syscoin
1891,,,,,,,,,,,,,,,,,2019/10/24,null,12226911,syscoin,syscoin
1892,,,,,,,,,,,,,,,,,2019/10/25,6,12603020,syscoin,syscoin
