,transactions,fee_reward,active_addresses,block_size,difficulty,sent_addresses,mining_profitability,hashrate,median_transaction_value,google_trends,send_usd,confirmation_time,median_transaction_size,av_transaction_size,av_transaction_value,top_100_percent,date,tweets,market_cap,full_name,coin
1233,,,,,,,,,,,,,,,,,2018/01/04,163,404677217,syscoin,syscoin
1234,,,,,,,,,,,,,,,,,2018/01/05,157,393341416,syscoin,syscoin
1235,,,,,,,,,,,,,,,,,2018/01/06,174,399344182,syscoin,syscoin
1236,,,,,,,,,,,,,,,,,2018/01/07,349,455576374,syscoin,syscoin
1237,,,,,,,,,,,,,,,,,2018/01/08,80,445588335,syscoin,syscoin
1238,,,,,,,,,,,,,,,,,2018/01/09,182,466779461,syscoin,syscoin
1239,,,,,,,,,,,,,,,,,2018/01/10,333,442129666,syscoin,syscoin
1240,,,,,,,,,,,,,,,,,2018/01/11,331,416660829,syscoin,syscoin
1241,,,,,,,,,,,,,,,,,2018/01/12,346,421771574,syscoin,syscoin
1242,,,,,,,,,,,,,,,,,2018/01/13,324,468997621,syscoin,syscoin
1243,,,,,,,,,,,,,,,,,2018/01/14,546,477901189,syscoin,syscoin
1244,,,,,,,,,,,,,,,,,2018/01/15,528,465307268,syscoin,syscoin
1245,,,,,,,,,,,,,,,,,2018/01/16,599,367123290,syscoin,syscoin
1246,,,,,,,,,,,,,,,,,2018/01/17,276,299706413,syscoin,syscoin
1247,,,,,,,,,,,,,,,,,2018/01/18,387,364796793,syscoin,syscoin
1248,,,,,,,,,,,,,,,,,2018/01/19,341,351887096,syscoin,syscoin
1249,,,,,,,,,,,,,,,,,2018/01/20,156,383304488,syscoin,syscoin
1250,,,,,,,,,,,,,,,,,2018/01/21,151,362784156,syscoin,syscoin
1251,,,,,,,,,,,,,,,,,2018/01/22,273,361319005,syscoin,syscoin
1252,,,,,,,,,,,,,,,,,2018/01/23,138,333481795,syscoin,syscoin
1253,,,,,,,,,,,,,,,,,2018/01/24,217,336825332,syscoin,syscoin
1254,,,,,,,,,,,,,,,,,2018/01/25,162,342900174,syscoin,syscoin
1255,,,,,,,,,,,,,,,,,2018/01/26,134,329370680,syscoin,syscoin
1256,,,,,,,,,,,,,,,,,2018/01/27,190,344142883,syscoin,syscoin
1257,,,,,,,,,,,,,,,,,2018/01/28,158,360998768,syscoin,syscoin
1258,,,,,,,,,,,,,,,,,2018/01/29,158,347722278,syscoin,syscoin
1259,,,,,,,,,,,,,,,,,2018/01/30,147,319421896,syscoin,syscoin
1260,,,,,,,,,,,,,,,,,2018/01/31,204,285371631,syscoin,syscoin
1261,,,,,,,,,,,,,,,,,2018/02/01,359,286899311,syscoin,syscoin
1262,,,,,,,,,,,,,,,,,2018/02/02,593,248300994,syscoin,syscoin
1263,,,,,,,,,,,,,,,,,2018/02/03,612,273804131,syscoin,syscoin
1264,,,,,,,,,,,,,,,,,2018/02/04,250,269259720,syscoin,syscoin
1265,,,,,,,,,,,,,,,,,2018/02/05,165,219833725,syscoin,syscoin
1266,,,,,,,,,,,,,,,,,2018/02/06,127,193227949,syscoin,syscoin
1267,,,,,,,,,,,,,,,,,2018/02/07,230,257854123,syscoin,syscoin
1268,,,,,,,,,,,,,,,,,2018/02/08,222,283559773,syscoin,syscoin
1269,,,,,,,,,,,,,,,,,2018/02/09,164,276288789,syscoin,syscoin
1270,,,,,,,,,,,,,,,,,2018/02/10,315,286500217,syscoin,syscoin
1271,,,,,,,,,,,,,,,,,2018/02/11,322,267324060,syscoin,syscoin
1272,,,,,,,,,,,,,,,,,2018/02/12,254,285148843,syscoin,syscoin
1273,,,,,,,,,,,,,,,,,2018/02/13,217,293063462,syscoin,syscoin
1274,,,,,,,,,,,,,,,,,2018/02/14,295,321804289,syscoin,syscoin
1275,,,,,,,,,,,,,,,,,2018/02/15,410,345669230,syscoin,syscoin
1276,,,,,,,,,,,,,,,,,2018/02/16,129,344182379,syscoin,syscoin
1277,,,,,,,,,,,,,,,,,2018/02/17,224,367532699,syscoin,syscoin
1278,,,,,,,,,,,,,,,,,2018/02/18,159,369732308,syscoin,syscoin
1279,,,,,,,,,,,,,,,,,2018/02/19,383,376812430,syscoin,syscoin
1280,,,,,,,,,,,,,,,,,2018/02/20,531,396324042,syscoin,syscoin
1281,,,,,,,,,,,,,,,,,2018/02/21,298,361168586,syscoin,syscoin
1282,,,,,,,,,,,,,,,,,2018/02/22,206,324640282,syscoin,syscoin
1283,,,,,,,,,,,,,,,,,2018/02/23,124,321514958,syscoin,syscoin
1284,,,,,,,,,,,,,,,,,2018/02/24,158,317817934,syscoin,syscoin
1285,,,,,,,,,,,,,,,,,2018/02/25,154,303014440,syscoin,syscoin
1286,,,,,,,,,,,,,,,,,2018/02/26,108,322368903,syscoin,syscoin
1287,,,,,,,,,,,,,,,,,2018/02/27,144,347592754,syscoin,syscoin
1288,,,,,,,,,,,,,,,,,2018/02/28,153,342870869,syscoin,syscoin
1289,,,,,,,,,,,,,,,,,2018/03/01,125,335594714,syscoin,syscoin
1290,,,,,,,,,,,,,,,,,2018/03/02,149,349277106,syscoin,syscoin
1291,,,,,,,,,,,,,,,,,2018/03/03,null,377117877,syscoin,syscoin
1292,,,,,,,,,,,,,,,,,2018/03/04,null,360464307,syscoin,syscoin
1293,,,,,,,,,,,,,,,,,2018/03/05,null,368154814,syscoin,syscoin
1294,,,,,,,,,,,,,,,,,2018/03/06,null,349473140,syscoin,syscoin
1295,,,,,,,,,,,,,,,,,2018/03/07,null,325973425,syscoin,syscoin
1296,,,,,,,,,,,,,,,,,2018/03/08,null,310491542,syscoin,syscoin
1297,,,,,,,,,,,,,,,,,2018/03/09,null,275603734,syscoin,syscoin
1298,,,,,,,,,,,,,,,,,2018/03/10,null,279664262,syscoin,syscoin
1299,,,,,,,,,,,,,,,,,2018/03/11,null,266178384,syscoin,syscoin
1300,,,,,,,,,,,,,,,,,2018/03/12,null,270196575,syscoin,syscoin
1301,,,,,,,,,,,,,,,,,2018/03/13,null,252662772,syscoin,syscoin
1302,,,,,,,,,,,,,,,,,2018/03/14,null,236826082,syscoin,syscoin
1303,,,,,,,,,,,,,,,,,2018/03/15,null,193736611,syscoin,syscoin
1304,,,,,,,,,,,,,,,,,2018/03/16,null,197964529,syscoin,syscoin
1305,,,,,,,,,,,,,,,,,2018/03/17,null,196489418,syscoin,syscoin
1306,,,,,,,,,,,,,,,,,2018/03/18,null,172329496,syscoin,syscoin
1307,,,,,,,,,,,,,,,,,2018/03/19,null,194353313,syscoin,syscoin
1308,,,,,,,,,,,,,,,,,2018/03/20,null,210402233,syscoin,syscoin
1309,,,,,,,,,,,,,,,,,2018/03/21,null,233524887,syscoin,syscoin
1310,,,,,,,,,,,,,,,,,2018/03/22,null,221392515,syscoin,syscoin
1311,,,,,,,,,,,,,,,,,2018/03/23,null,208980777,syscoin,syscoin
1312,,,,,,,,,,,,,,,,,2018/03/24,null,204383697,syscoin,syscoin
1313,,,,,,,,,,,,,,,,,2018/03/25,null,197657104,syscoin,syscoin
1314,,,,,,,,,,,,,,,,,2018/03/26,null,187502865,syscoin,syscoin
1315,,,,,,,,,,,,,,,,,2018/03/27,null,167871377,syscoin,syscoin
1316,,,,,,,,,,,,,,,,,2018/03/28,null,190041788,syscoin,syscoin
1317,,,,,,,,,,,,,,,,,2018/03/29,null,180377082,syscoin,syscoin
1318,,,,,,,,,,,,,,,,,2018/03/30,null,151318407,syscoin,syscoin
1319,,,,,,,,,,,,,,,,,2018/03/31,null,152328640,syscoin,syscoin
1320,,,,,,,,,,,,,,,,,2018/04/01,null,141201840,syscoin,syscoin
1321,,,,,,,,,,,,,,,,,2018/04/02,null,146108612,syscoin,syscoin
1322,,,,,,,,,,,,,,,,,2018/04/03,null,156889956,syscoin,syscoin
1323,,,,,,,,,,,,,,,,,2018/04/04,null,149400587,syscoin,syscoin
1324,,,,,,,,,,,,,,,,,2018/04/05,null,139884822,syscoin,syscoin
1325,,,,,,,,,,,,,,,,,2018/04/06,null,135725397,syscoin,syscoin
1326,,,,,,,,,,,,,,,,,2018/04/07,64,142500774,syscoin,syscoin
1327,,,,,,,,,,,,,,,,,2018/04/08,69,147303339,syscoin,syscoin
1328,,,,,,,,,,,,,,,,,2018/04/09,79,147744385,syscoin,syscoin
1329,,,,,,,,,,,,,,,,,2018/04/10,68,144988071,syscoin,syscoin
1330,,,,,,,,,,,,,,,,,2018/04/11,74,151605399,syscoin,syscoin
1331,,,,,,,,,,,,,,,,,2018/04/12,67,160295976,syscoin,syscoin
1332,,,,,,,,,,,,,,,,,2018/04/13,177,176737344,syscoin,syscoin
1333,,,,,,,,,,,,,,,,,2018/04/14,289,192294617,syscoin,syscoin
1334,,,,,,,,,,,,,,,,,2018/04/15,101,204086620,syscoin,syscoin
1335,,,,,,,,,,,,,,,,,2018/04/16,82,199467848,syscoin,syscoin
1336,,,,,,,,,,,,,,,,,2018/04/17,68,201963644,syscoin,syscoin
1337,,,,,,,,,,,,,,,,,2018/04/18,175,207603917,syscoin,syscoin
1338,,,,,,,,,,,,,,,,,2018/04/19,175,228349162,syscoin,syscoin
1339,,,,,,,,,,,,,,,,,2018/04/20,222,241049781,syscoin,syscoin
1340,,,,,,,,,,,,,,,,,2018/04/21,175,237219737,syscoin,syscoin
1341,,,,,,,,,,,,,,,,,2018/04/22,240,257679749,syscoin,syscoin
1342,,,,,,,,,,,,,,,,,2018/04/23,297,273298219,syscoin,syscoin
1343,,,,,,,,,,,,,,,,,2018/04/24,340,287048411,syscoin,syscoin
1344,,,,,,,,,,,,,,,,,2018/04/25,801,278791537,syscoin,syscoin
1345,,,,,,,,,,,,,,,,,2018/04/26,777,270912043,syscoin,syscoin
1346,,,,,,,,,,,,,,,,,2018/04/27,702,289503868,syscoin,syscoin
1347,,,,,,,,,,,,,,,,,2018/04/28,306,309505892,syscoin,syscoin
1348,,,,,,,,,,,,,,,,,2018/04/29,427,301132144,syscoin,syscoin
1349,,,,,,,,,,,,,,,,,2018/04/30,289,293593939,syscoin,syscoin
1350,,,,,,,,,,,,,,,,,2018/05/01,132,278740297,syscoin,syscoin
1351,,,,,,,,,,,,,,,,,2018/05/02,614,293876094,syscoin,syscoin
1352,,,,,,,,,,,,,,,,,2018/05/03,292,301776045,syscoin,syscoin
1353,,,,,,,,,,,,,,,,,2018/05/04,109,289564145,syscoin,syscoin
1354,,,,,,,,,,,,,,,,,2018/05/05,101,287361398,syscoin,syscoin
1355,,,,,,,,,,,,,,,,,2018/05/06,78,268212631,syscoin,syscoin
1356,,,,,,,,,,,,,,,,,2018/05/07,87,260379279,syscoin,syscoin
1357,,,,,,,,,,,,,,,,,2018/05/08,96,264047971,syscoin,syscoin
1358,,,,,,,,,,,,,,,,,2018/05/09,95,253149461,syscoin,syscoin
1359,,,,,,,,,,,,,,,,,2018/05/10,207,255503705,syscoin,syscoin
1360,,,,,,,,,,,,,,,,,2018/05/11,230,216863420,syscoin,syscoin
1361,,,,,,,,,,,,,,,,,2018/05/12,126,207214153,syscoin,syscoin
1362,,,,,,,,,,,,,,,,,2018/05/13,107,218227098,syscoin,syscoin
1363,,,,,,,,,,,,,,,,,2018/05/14,225,217203071,syscoin,syscoin
1364,,,,,,,,,,,,,,,,,2018/05/15,214,210570360,syscoin,syscoin
1365,,,,,,,,,,,,,,,,,2018/05/16,683,194009235,syscoin,syscoin
1366,,,,,,,,,,,,,,,,,2018/05/17,444,219310785,syscoin,syscoin
1367,,,,,,,,,,,,,,,,,2018/05/18,212,229106209,syscoin,syscoin
1368,,,,,,,,,,,,,,,,,2018/05/19,188,227525279,syscoin,syscoin
1369,,,,,,,,,,,,,,,,,2018/05/20,168,233851105,syscoin,syscoin
1370,,,,,,,,,,,,,,,,,2018/05/21,164,234512605,syscoin,syscoin
1371,,,,,,,,,,,,,,,,,2018/05/22,248,236930660,syscoin,syscoin
1372,,,,,,,,,,,,,,,,,2018/05/23,205,205714615,syscoin,syscoin
1373,,,,,,,,,,,,,,,,,2018/05/24,141,197955951,syscoin,syscoin
1374,,,,,,,,,,,,,,,,,2018/05/25,96,201703132,syscoin,syscoin
1375,,,,,,,,,,,,,,,,,2018/05/26,98,195922216,syscoin,syscoin
1376,,,,,,,,,,,,,,,,,2018/05/27,74,191637010,syscoin,syscoin
1377,,,,,,,,,,,,,,,,,2018/05/28,72,181303137,syscoin,syscoin
1378,,,,,,,,,,,,,,,,,2018/05/29,194,179184404,syscoin,syscoin
1379,,,,,,,,,,,,,,,,,2018/05/30,576,184030647,syscoin,syscoin
1380,,,,,,,,,,,,,,,,,2018/05/31,511,185303741,syscoin,syscoin
1381,,,,,,,,,,,,,,,,,2018/06/01,412,184560579,syscoin,syscoin
1382,,,,,,,,,,,,,,,,,2018/06/02,86,189851717,syscoin,syscoin
1383,,,,,,,,,,,,,,,,,2018/06/03,67,195319264,syscoin,syscoin
1384,,,,,,,,,,,,,,,,,2018/06/04,127,188037027,syscoin,syscoin
1385,,,,,,,,,,,,,,,,,2018/06/05,269,180073629,syscoin,syscoin
1386,,,,,,,,,,,,,,,,,2018/06/06,531,178796620,syscoin,syscoin
1387,,,,,,,,,,,,,,,,,2018/06/07,456,178154676,syscoin,syscoin
1388,,,,,,,,,,,,,,,,,2018/06/08,271,171827634,syscoin,syscoin
1389,,,,,,,,,,,,,,,,,2018/06/09,85,168450156,syscoin,syscoin
1390,,,,,,,,,,,,,,,,,2018/06/10,86,154715409,syscoin,syscoin
1391,,,,,,,,,,,,,,,,,2018/06/11,289,141556485,syscoin,syscoin
1392,,,,,,,,,,,,,,,,,2018/06/12,424,139136621,syscoin,syscoin
1393,,,,,,,,,,,,,,,,,2018/06/13,297,123869267,syscoin,syscoin
1394,,,,,,,,,,,,,,,,,2018/06/14,131,126036233,syscoin,syscoin
1395,,,,,,,,,,,,,,,,,2018/06/15,447,127663240,syscoin,syscoin
1396,,,,,,,,,,,,,,,,,2018/06/16,383,120275278,syscoin,syscoin
1397,,,,,,,,,,,,,,,,,2018/06/17,313,118683836,syscoin,syscoin
1398,,,,,,,,,,,,,,,,,2018/06/18,170,113968824,syscoin,syscoin
1399,,,,,,,,,,,,,,,,,2018/06/19,269,122919424,syscoin,syscoin
1400,,,,,,,,,,,,,,,,,2018/06/20,353,121486305,syscoin,syscoin
1401,,,,,,,,,,,,,,,,,2018/06/21,248,118812963,syscoin,syscoin
1402,,,,,,,,,,,,,,,,,2018/06/22,413,108865304,syscoin,syscoin
1403,,,,,,,,,,,,,,,,,2018/06/23,433,103929120,syscoin,syscoin
1404,,,,,,,,,,,,,,,,,2018/06/24,275,96186922,syscoin,syscoin
1405,,,,,,,,,,,,,,,,,2018/06/25,294,98361363,syscoin,syscoin
1406,,,,,,,,,,,,,,,,,2018/06/26,562,98233047,syscoin,syscoin
1407,,,,,,,,,,,,,,,,,2018/06/27,879,92816611,syscoin,syscoin
1408,,,,,,,,,,,,,,,,,2018/06/28,441,91946582,syscoin,syscoin
1409,,,,,,,,,,,,,,,,,2018/06/29,125,84387364,syscoin,syscoin
1410,,,,,,,,,,,,,,,,,2018/06/30,100,93334221,syscoin,syscoin
1411,,,,,,,,,,,,,,,,,2018/07/01,68,94140245,syscoin,syscoin
1412,,,,,,,,,,,,,,,,,2018/07/02,112,96875496,syscoin,syscoin
1413,,,,,,,,,,,,,,,,,2018/07/03,443,140997804,syscoin,syscoin
1414,,,,,,,,,,,,,,,,,2018/07/04,1560,139196045,syscoin,syscoin
1415,,,,,,,,,,,,,,,,,2018/07/05,647,108635752,syscoin,syscoin
1416,,,,,,,,,,,,,,,,,2018/07/06,339,96512782,syscoin,syscoin
1417,,,,,,,,,,,,,,,,,2018/07/07,409,92799830,syscoin,syscoin
1418,,,,,,,,,,,,,,,,,2018/07/08,307,90884764,syscoin,syscoin
1419,,,,,,,,,,,,,,,,,2018/07/09,328,88359569,syscoin,syscoin
1420,,,,,,,,,,,,,,,,,2018/07/10,329,81436269,syscoin,syscoin
1421,,,,,,,,,,,,,,,,,2018/07/11,265,78926432,syscoin,syscoin
1422,,,,,,,,,,,,,,,,,2018/07/12,329,77760683,syscoin,syscoin
1423,,,,,,,,,,,,,,,,,2018/07/13,239,78613511,syscoin,syscoin
1424,,,,,,,,,,,,,,,,,2018/07/14,155,77419929,syscoin,syscoin
1425,,,,,,,,,,,,,,,,,2018/07/15,67,79595434,syscoin,syscoin
1426,,,,,,,,,,,,,,,,,2018/07/16,125,81541358,syscoin,syscoin
1427,,,,,,,,,,,,,,,,,2018/07/17,183,88212834,syscoin,syscoin
1428,,,,,,,,,,,,,,,,,2018/07/18,217,95314030,syscoin,syscoin
1429,,,,,,,,,,,,,,,,,2018/07/19,190,90891001,syscoin,syscoin
1430,,,,,,,,,,,,,,,,,2018/07/20,143,84537844,syscoin,syscoin
1431,,,,,,,,,,,,,,,,,2018/07/21,161,79721474,syscoin,syscoin
1432,,,,,,,,,,,,,,,,,2018/07/22,175,80607873,syscoin,syscoin
1433,,,,,,,,,,,,,,,,,2018/07/23,242,82473664,syscoin,syscoin
1434,,,,,,,,,,,,,,,,,2018/07/24,209,89359899,syscoin,syscoin
1435,,,,,,,,,,,,,,,,,2018/07/25,252,89310311,syscoin,syscoin
1436,,,,,,,,,,,,,,,,,2018/07/26,204,90371006,syscoin,syscoin
1437,,,,,,,,,,,,,,,,,2018/07/27,129,86294991,syscoin,syscoin
1438,,,,,,,,,,,,,,,,,2018/07/28,82,89527302,syscoin,syscoin
1439,,,,,,,,,,,,,,,,,2018/07/29,111,93726020,syscoin,syscoin
1440,,,,,,,,,,,,,,,,,2018/07/30,106,89960697,syscoin,syscoin
1441,,,,,,,,,,,,,,,,,2018/07/31,104,83754827,syscoin,syscoin
1442,,,,,,,,,,,,,,,,,2018/08/01,101,75707362,syscoin,syscoin
1443,,,,,,,,,,,,,,,,,2018/08/02,89,70291008,syscoin,syscoin
1444,,,,,,,,,,,,,,,,,2018/08/03,101,68701580,syscoin,syscoin
1445,,,,,,,,,,,,,,,,,2018/08/04,110,66973380,syscoin,syscoin
1446,,,,,,,,,,,,,,,,,2018/08/05,90,70456016,syscoin,syscoin
1447,,,,,,,,,,,,,,,,,2018/08/06,95,73386974,syscoin,syscoin
1448,,,,,,,,,,,,,,,,,2018/08/07,99,71768215,syscoin,syscoin
1449,,,,,,,,,,,,,,,,,2018/08/08,97,62559548,syscoin,syscoin
1450,,,,,,,,,,,,,,,,,2018/08/09,130,60213012,syscoin,syscoin
1451,,,,,,,,,,,,,,,,,2018/08/10,103,59614265,syscoin,syscoin
1452,,,,,,,,,,,,,,,,,2018/08/11,88,55645080,syscoin,syscoin
1453,,,,,,,,,,,,,,,,,2018/08/12,77,55854628,syscoin,syscoin
1454,,,,,,,,,,,,,,,,,2018/08/13,141,54414431,syscoin,syscoin
1455,,,,,,,,,,,,,,,,,2018/08/14,195,44428872,syscoin,syscoin
1456,,,,,,,,,,,,,,,,,2018/08/15,139,50965458,syscoin,syscoin
1457,,,,,,,,,,,,,,,,,2018/08/16,129,50814248,syscoin,syscoin
1458,,,,,,,,,,,,,,,,,2018/08/17,100,54985612,syscoin,syscoin
1459,,,,,,,,,,,,,,,,,2018/08/18,124,54141601,syscoin,syscoin
1460,,,,,,,,,,,,,,,,,2018/08/19,100,53852179,syscoin,syscoin
1461,,,,,,,,,,,,,,,,,2018/08/20,133,54292559,syscoin,syscoin
1462,,,,,,,,,,,,,,,,,2018/08/21,162,52537808,syscoin,syscoin
1463,,,,,,,,,,,,,,,,,2018/08/22,112,51804385,syscoin,syscoin
1464,,,,,,,,,,,,,,,,,2018/08/23,80,48603090,syscoin,syscoin
1465,,,,,,,,,,,,,,,,,2018/08/24,198,50946545,syscoin,syscoin
1466,,,,,,,,,,,,,,,,,2018/08/25,108,53572878,syscoin,syscoin
1467,,,,,,,,,,,,,,,,,2018/08/26,126,53588279,syscoin,syscoin
1468,,,,,,,,,,,,,,,,,2018/08/27,83,55825896,syscoin,syscoin
1469,,,,,,,,,,,,,,,,,2018/08/28,129,58116028,syscoin,syscoin
1470,,,,,,,,,,,,,,,,,2018/08/29,96,57835721,syscoin,syscoin
1471,,,,,,,,,,,,,,,,,2018/08/30,148,55335771,syscoin,syscoin
1472,,,,,,,,,,,,,,,,,2018/08/31,107,56917748,syscoin,syscoin
1473,,,,,,,,,,,,,,,,,2018/09/01,97,59418125,syscoin,syscoin
1474,,,,,,,,,,,,,,,,,2018/09/02,117,63909487,syscoin,syscoin
1475,,,,,,,,,,,,,,,,,2018/09/03,93,63925400,syscoin,syscoin
1476,,,,,,,,,,,,,,,,,2018/09/04,127,63930299,syscoin,syscoin
1477,,,,,,,,,,,,,,,,,2018/09/05,98,59369202,syscoin,syscoin
1478,,,,,,,,,,,,,,,,,2018/09/06,104,51214426,syscoin,syscoin
1479,,,,,,,,,,,,,,,,,2018/09/07,102,51098652,syscoin,syscoin
1480,,,,,,,,,,,,,,,,,2018/09/08,118,47536325,syscoin,syscoin
1481,,,,,,,,,,,,,,,,,2018/09/09,100,44702149,syscoin,syscoin
1482,,,,,,,,,,,,,,,,,2018/09/10,106,43831208,syscoin,syscoin
1483,,,,,,,,,,,,,,,,,2018/09/11,126,41990534,syscoin,syscoin
1484,,,,,,,,,,,,,,,,,2018/09/12,125,40700517,syscoin,syscoin
1485,,,,,,,,,,,,,,,,,2018/09/13,100,43795877,syscoin,syscoin
1486,,,,,,,,,,,,,,,,,2018/09/14,123,43796700,syscoin,syscoin
1487,,,,,,,,,,,,,,,,,2018/09/15,127,43459216,syscoin,syscoin
1488,,,,,,,,,,,,,,,,,2018/09/16,109,43757653,syscoin,syscoin
1489,,,,,,,,,,,,,,,,,2018/09/17,103,44297395,syscoin,syscoin
1490,,,,,,,,,,,,,,,,,2018/09/18,110,44421972,syscoin,syscoin
1491,,,,,,,,,,,,,,,,,2018/09/19,127,44009975,syscoin,syscoin
1492,,,,,,,,,,,,,,,,,2018/09/20,135,44938287,syscoin,syscoin
1493,,,,,,,,,,,,,,,,,2018/09/21,135,47335516,syscoin,syscoin
1494,,,,,,,,,,,,,,,,,2018/09/22,109,48232090,syscoin,syscoin
1495,,,,,,,,,,,,,,,,,2018/09/23,112,48933650,syscoin,syscoin
1496,,,,,,,,,,,,,,,,,2018/09/24,150,49920331,syscoin,syscoin
1497,,,,,,,,,,,,,,,,,2018/09/25,156,45947142,syscoin,syscoin
1498,,,,,,,,,,,,,,,,,2018/09/26,117,46860489,syscoin,syscoin
1499,,,,,,,,,,,,,,,,,2018/09/27,69,48462033,syscoin,syscoin
1500,,,,,,,,,,,,,,,,,2018/09/28,74,48691449,syscoin,syscoin
1501,,,,,,,,,,,,,,,,,2018/09/29,76,48465528,syscoin,syscoin
1502,,,,,,,,,,,,,,,,,2018/09/30,86,50145008,syscoin,syscoin
1503,,,,,,,,,,,,,,,,,2018/10/01,109,50725886,syscoin,syscoin
1504,,,,,,,,,,,,,,,,,2018/10/02,86,52404792,syscoin,syscoin
1505,,,,,,,,,,,,,,,,,2018/10/03,107,50494602,syscoin,syscoin
1506,,,,,,,,,,,,,,,,,2018/10/04,98,51033130,syscoin,syscoin
1507,,,,,,,,,,,,,,,,,2018/10/05,107,50894667,syscoin,syscoin
1508,,,,,,,,,,,,,,,,,2018/10/06,98,51017770,syscoin,syscoin
1509,,,,,,,,,,,,,,,,,2018/10/07,108,51552416,syscoin,syscoin
1510,,,,,,,,,,,,,,,,,2018/10/08,117,51480326,syscoin,syscoin
1511,,,,,,,,,,,,,,,,,2018/10/09,103,51581110,syscoin,syscoin
1512,,,,,,,,,,,,,,,,,2018/10/10,86,50749308,syscoin,syscoin
1513,,,,,,,,,,,,,,,,,2018/10/11,125,47451153,syscoin,syscoin
1514,,,,,,,,,,,,,,,,,2018/10/12,112,47758766,syscoin,syscoin
1515,,,,,,,,,,,,,,,,,2018/10/13,108,48432999,syscoin,syscoin
1516,,,,,,,,,,,,,,,,,2018/10/14,117,49685458,syscoin,syscoin
1517,,,,,,,,,,,,,,,,,2018/10/15,144,52321789,syscoin,syscoin
1518,,,,,,,,,,,,,,,,,2018/10/16,119,52969196,syscoin,syscoin
1519,,,,,,,,,,,,,,,,,2018/10/17,121,53660596,syscoin,syscoin
1520,,,,,,,,,,,,,,,,,2018/10/18,103,52202261,syscoin,syscoin
1521,,,,,,,,,,,,,,,,,2018/10/19,118,51200310,syscoin,syscoin
1522,,,,,,,,,,,,,,,,,2018/10/20,89,52611337,syscoin,syscoin
1523,,,,,,,,,,,,,,,,,2018/10/21,114,55719902,syscoin,syscoin
1524,,,,,,,,,,,,,,,,,2018/10/22,98,53492224,syscoin,syscoin
1525,,,,,,,,,,,,,,,,,2018/10/23,122,53040584,syscoin,syscoin
1526,,,,,,,,,,,,,,,,,2018/10/24,87,53908515,syscoin,syscoin
1527,,,,,,,,,,,,,,,,,2018/10/25,102,54209846,syscoin,syscoin
1528,,,,,,,,,,,,,,,,,2018/10/26,103,54370585,syscoin,syscoin
1529,,,,,,,,,,,,,,,,,2018/10/27,111,53075094,syscoin,syscoin
1530,,,,,,,,,,,,,,,,,2018/10/28,89,52644355,syscoin,syscoin
1531,,,,,,,,,,,,,,,,,2018/10/29,105,50445094,syscoin,syscoin
1532,,,,,,,,,,,,,,,,,2018/10/30,123,48836406,syscoin,syscoin
1533,,,,,,,,,,,,,,,,,2018/10/31,140,50650075,syscoin,syscoin
1534,,,,,,,,,,,,,,,,,2018/11/01,123,51920552,syscoin,syscoin
1535,,,,,,,,,,,,,,,,,2018/11/02,106,51081564,syscoin,syscoin
1536,,,,,,,,,,,,,,,,,2018/11/03,108,50283067,syscoin,syscoin
1537,,,,,,,,,,,,,,,,,2018/11/04,95,49836603,syscoin,syscoin
1538,,,,,,,,,,,,,,,,,2018/11/05,118,49736170,syscoin,syscoin
1539,,,,,,,,,,,,,,,,,2018/11/06,99,48604173,syscoin,syscoin
1540,,,,,,,,,,,,,,,,,2018/11/07,112,48960489,syscoin,syscoin
1541,,,,,,,,,,,,,,,,,2018/11/08,120,48652636,syscoin,syscoin
1542,,,,,,,,,,,,,,,,,2018/11/09,101,48444410,syscoin,syscoin
1543,,,,,,,,,,,,,,,,,2018/11/10,104,48413455,syscoin,syscoin
1544,,,,,,,,,,,,,,,,,2018/11/11,153,49466633,syscoin,syscoin
1545,,,,,,,,,,,,,,,,,2018/11/12,116,49097588,syscoin,syscoin
1546,,,,,,,,,,,,,,,,,2018/11/13,114,47939859,syscoin,syscoin
1547,,,,,,,,,,,,,,,,,2018/11/14,113,43346837,syscoin,syscoin
1548,,,,,,,,,,,,,,,,,2018/11/15,89,37393392,syscoin,syscoin
1549,,,,,,,,,,,,,,,,,2018/11/16,142,36789827,syscoin,syscoin
1550,,,,,,,,,,,,,,,,,2018/11/17,116,35516128,syscoin,syscoin
1551,,,,,,,,,,,,,,,,,2018/11/18,122,35493043,syscoin,syscoin
1552,,,,,,,,,,,,,,,,,2018/11/19,91,30324658,syscoin,syscoin
1553,,,,,,,,,,,,,,,,,2018/11/20,99,23940769,syscoin,syscoin
1554,,,,,,,,,,,,,,,,,2018/11/21,173,23796298,syscoin,syscoin
1555,,,,,,,,,,,,,,,,,2018/11/22,99,24404345,syscoin,syscoin
1556,,,,,,,,,,,,,,,,,2018/11/23,145,22038368,syscoin,syscoin
1557,,,,,,,,,,,,,,,,,2018/11/24,126,21532759,syscoin,syscoin
1558,,,,,,,,,,,,,,,,,2018/11/25,115,18660205,syscoin,syscoin
1559,,,,,,,,,,,,,,,,,2018/11/26,132,20326716,syscoin,syscoin
1560,,,,,,,,,,,,,,,,,2018/11/27,118,19832481,syscoin,syscoin
1561,,,,,,,,,,,,,,,,,2018/11/28,130,22203785,syscoin,syscoin
1562,,,,,,,,,,,,,,,,,2018/11/29,78,22784751,syscoin,syscoin
