,difficulty,block_size,av_transaction_value,confirmation_time,median_transaction_size,hashrate,top_100_percent,mining_profitability,google_trends,fee_reward,transactions,av_transaction_size,send_usd,median_transaction_value,active_addresses,sent_addresses,date,tweets,market_cap,full_name,coin
632,,,,,,,,,,,,,,,,,2016/04/03,null,,stealthcoin,stealthcoin
633,,,,,,,,,,,,,,,,,2016/04/04,null,,stealthcoin,stealthcoin
634,,,,,,,,,,,,,,,,,2016/04/05,null,,stealthcoin,stealthcoin
635,,,,,,,,,,,,,,,,,2016/04/06,null,,stealthcoin,stealthcoin
636,,,,,,,,,,,,,,,,,2016/04/07,null,,stealthcoin,stealthcoin
637,,,,,,,,,,,,,,,,,2016/04/08,null,,stealthcoin,stealthcoin
638,,,,,,,,,,,,,,,,,2016/04/09,null,,stealthcoin,stealthcoin
639,,,,,,,,,,,,,,,,,2016/04/10,null,,stealthcoin,stealthcoin
640,,,,,,,,,,,,,,,,,2016/04/11,null,,stealthcoin,stealthcoin
641,,,,,,,,,,,,,,,,,2016/04/12,null,,stealthcoin,stealthcoin
642,,,,,,,,,,,,,,,,,2016/04/13,null,,stealthcoin,stealthcoin
643,,,,,,,,,,,,,,,,,2016/04/14,null,,stealthcoin,stealthcoin
644,,,,,,,,,,,,,,,,,2016/04/15,null,,stealthcoin,stealthcoin
645,,,,,,,,,,,,,,,,,2016/04/16,null,,stealthcoin,stealthcoin
646,,,,,,,,,,,,,,,,,2016/04/17,null,,stealthcoin,stealthcoin
647,,,,,,,,,,,,,,,,,2016/04/18,null,,stealthcoin,stealthcoin
648,,,,,,,,,,,,,,,,,2016/04/19,null,,stealthcoin,stealthcoin
649,,,,,,,,,,,,,,,,,2016/04/20,null,,stealthcoin,stealthcoin
650,,,,,,,,,,,,,,,,,2016/04/21,null,,stealthcoin,stealthcoin
651,,,,,,,,,,,,,,,,,2016/04/22,null,,stealthcoin,stealthcoin
652,,,,,,,,,,,,,,,,,2016/04/23,null,,stealthcoin,stealthcoin
653,,,,,,,,,,,,,,,,,2016/04/24,null,,stealthcoin,stealthcoin
654,,,,,,,,,,,,,,,,,2016/04/25,null,,stealthcoin,stealthcoin
655,,,,,,,,,,,,,,,,,2016/04/26,null,,stealthcoin,stealthcoin
656,,,,,,,,,,,,,,,,,2016/04/27,null,,stealthcoin,stealthcoin
657,,,,,,,,,,,,,,,,,2016/04/28,2,,stealthcoin,stealthcoin
658,,,,,,,,,,,,,,,,,2016/04/29,4,,stealthcoin,stealthcoin
659,,,,,,,,,,,,,,,,,2016/04/30,3,,stealthcoin,stealthcoin
660,,,,,,,,,,,,,,,,,2016/05/01,4,,stealthcoin,stealthcoin
661,,,,,,,,,,,,,,,,,2016/05/02,4,,stealthcoin,stealthcoin
662,,,,,,,,,,,,,,,,,2016/05/03,2,,stealthcoin,stealthcoin
663,,,,,,,,,,,,,,,,,2016/05/04,4,,stealthcoin,stealthcoin
664,,,,,,,,,,,,,,,,,2016/05/05,3,,stealthcoin,stealthcoin
665,,,,,,,,,,,,,,,,,2016/05/06,4,,stealthcoin,stealthcoin
666,,,,,,,,,,,,,,,,,2016/05/07,2,,stealthcoin,stealthcoin
667,,,,,,,,,,,,,,,,,2016/05/08,3,,stealthcoin,stealthcoin
668,,,,,,,,,,,,,,,,,2016/05/09,3,,stealthcoin,stealthcoin
669,,,,,,,,,,,,,,,,,2016/05/10,4,,stealthcoin,stealthcoin
670,,,,,,,,,,,,,,,,,2016/05/11,3,,stealthcoin,stealthcoin
671,,,,,,,,,,,,,,,,,2016/05/12,4,,stealthcoin,stealthcoin
672,,,,,,,,,,,,,,,,,2016/05/13,3,,stealthcoin,stealthcoin
673,,,,,,,,,,,,,,,,,2016/05/14,3,,stealthcoin,stealthcoin
674,,,,,,,,,,,,,,,,,2016/05/15,3,,stealthcoin,stealthcoin
675,,,,,,,,,,,,,,,,,2016/05/16,4,,stealthcoin,stealthcoin
676,,,,,,,,,,,,,,,,,2016/05/17,4,,stealthcoin,stealthcoin
677,,,,,,,,,,,,,,,,,2016/05/18,3,,stealthcoin,stealthcoin
678,,,,,,,,,,,,,,,,,2016/05/19,4,,stealthcoin,stealthcoin
679,,,,,,,,,,,,,,,,,2016/05/20,3,,stealthcoin,stealthcoin
680,,,,,,,,,,,,,,,,,2016/05/21,4,,stealthcoin,stealthcoin
681,,,,,,,,,,,,,,,,,2016/05/22,3,,stealthcoin,stealthcoin
682,,,,,,,,,,,,,,,,,2016/05/23,4,,stealthcoin,stealthcoin
683,,,,,,,,,,,,,,,,,2016/05/24,2,,stealthcoin,stealthcoin
684,,,,,,,,,,,,,,,,,2016/05/25,2,,stealthcoin,stealthcoin
685,,,,,,,,,,,,,,,,,2016/05/26,2,,stealthcoin,stealthcoin
686,,,,,,,,,,,,,,,,,2016/05/27,4,,stealthcoin,stealthcoin
687,,,,,,,,,,,,,,,,,2016/05/28,3,,stealthcoin,stealthcoin
688,,,,,,,,,,,,,,,,,2016/05/29,4,,stealthcoin,stealthcoin
689,,,,,,,,,,,,,,,,,2016/05/30,3,,stealthcoin,stealthcoin
690,,,,,,,,,,,,,,,,,2016/05/31,4,,stealthcoin,stealthcoin
691,,,,,,,,,,,,,,,,,2016/06/01,3,,stealthcoin,stealthcoin
692,,,,,,,,,,,,,,,,,2016/06/02,3,,stealthcoin,stealthcoin
693,,,,,,,,,,,,,,,,,2016/06/03,4,,stealthcoin,stealthcoin
694,,,,,,,,,,,,,,,,,2016/06/04,3,,stealthcoin,stealthcoin
695,,,,,,,,,,,,,,,,,2016/06/05,2,,stealthcoin,stealthcoin
696,,,,,,,,,,,,,,,,,2016/06/06,3,,stealthcoin,stealthcoin
697,,,,,,,,,,,,,,,,,2016/06/07,3,,stealthcoin,stealthcoin
698,,,,,,,,,,,,,,,,,2016/06/08,4,,stealthcoin,stealthcoin
699,,,,,,,,,,,,,,,,,2016/06/09,3,,stealthcoin,stealthcoin
700,,,,,,,,,,,,,,,,,2016/06/10,4,,stealthcoin,stealthcoin
701,,,,,,,,,,,,,,,,,2016/06/11,5,,stealthcoin,stealthcoin
702,,,,,,,,,,,,,,,,,2016/06/12,3,,stealthcoin,stealthcoin
703,,,,,,,,,,,,,,,,,2016/06/13,3,,stealthcoin,stealthcoin
704,,,,,,,,,,,,,,,,,2016/06/14,3,,stealthcoin,stealthcoin
705,,,,,,,,,,,,,,,,,2016/06/15,2,,stealthcoin,stealthcoin
706,,,,,,,,,,,,,,,,,2016/06/16,4,,stealthcoin,stealthcoin
707,,,,,,,,,,,,,,,,,2016/06/17,3,,stealthcoin,stealthcoin
708,,,,,,,,,,,,,,,,,2016/06/18,4,,stealthcoin,stealthcoin
709,,,,,,,,,,,,,,,,,2016/06/19,3,,stealthcoin,stealthcoin
710,,,,,,,,,,,,,,,,,2016/06/20,4,,stealthcoin,stealthcoin
711,,,,,,,,,,,,,,,,,2016/06/21,3,,stealthcoin,stealthcoin
712,,,,,,,,,,,,,,,,,2016/06/22,2,,stealthcoin,stealthcoin
713,,,,,,,,,,,,,,,,,2016/06/23,1,,stealthcoin,stealthcoin
714,,,,,,,,,,,,,,,,,2016/06/24,3,,stealthcoin,stealthcoin
715,,,,,,,,,,,,,,,,,2016/06/25,3,,stealthcoin,stealthcoin
716,,,,,,,,,,,,,,,,,2016/06/26,3,,stealthcoin,stealthcoin
717,,,,,,,,,,,,,,,,,2016/06/27,3,,stealthcoin,stealthcoin
718,,,,,,,,,,,,,,,,,2016/06/28,4,,stealthcoin,stealthcoin
719,,,,,,,,,,,,,,,,,2016/06/29,2,,stealthcoin,stealthcoin
720,,,,,,,,,,,,,,,,,2016/06/30,3,,stealthcoin,stealthcoin
721,,,,,,,,,,,,,,,,,2016/07/01,3,,stealthcoin,stealthcoin
722,,,,,,,,,,,,,,,,,2016/07/02,3,,stealthcoin,stealthcoin
723,,,,,,,,,,,,,,,,,2016/07/03,3,,stealthcoin,stealthcoin
724,,,,,,,,,,,,,,,,,2016/07/04,3,,stealthcoin,stealthcoin
725,,,,,,,,,,,,,,,,,2016/07/05,3,,stealthcoin,stealthcoin
726,,,,,,,,,,,,,,,,,2016/07/06,2,,stealthcoin,stealthcoin
727,,,,,,,,,,,,,,,,,2016/07/07,2,,stealthcoin,stealthcoin
728,,,,,,,,,,,,,,,,,2016/07/08,2,,stealthcoin,stealthcoin
729,,,,,,,,,,,,,,,,,2016/07/09,3,,stealthcoin,stealthcoin
730,,,,,,,,,,,,,,,,,2016/07/10,3,,stealthcoin,stealthcoin
731,,,,,,,,,,,,,,,,,2016/07/11,3,,stealthcoin,stealthcoin
732,,,,,,,,,,,,,,,,,2016/07/12,4,,stealthcoin,stealthcoin
733,,,,,,,,,,,,,,,,,2016/07/13,4,,stealthcoin,stealthcoin
734,,,,,,,,,,,,,,,,,2016/07/14,4,,stealthcoin,stealthcoin
735,,,,,,,,,,,,,,,,,2016/07/15,2,,stealthcoin,stealthcoin
736,,,,,,,,,,,,,,,,,2016/07/16,3,,stealthcoin,stealthcoin
737,,,,,,,,,,,,,,,,,2016/07/17,3,,stealthcoin,stealthcoin
738,,,,,,,,,,,,,,,,,2016/07/18,3,,stealthcoin,stealthcoin
739,,,,,,,,,,,,,,,,,2016/07/19,3,,stealthcoin,stealthcoin
740,,,,,,,,,,,,,,,,,2016/07/20,5,,stealthcoin,stealthcoin
741,,,,,,,,,,,,,,,,,2016/07/21,3,,stealthcoin,stealthcoin
742,,,,,,,,,,,,,,,,,2016/07/22,4,,stealthcoin,stealthcoin
743,,,,,,,,,,,,,,,,,2016/07/23,4,,stealthcoin,stealthcoin
744,,,,,,,,,,,,,,,,,2016/07/24,2,,stealthcoin,stealthcoin
745,,,,,,,,,,,,,,,,,2016/07/25,4,,stealthcoin,stealthcoin
746,,,,,,,,,,,,,,,,,2016/07/26,5,,stealthcoin,stealthcoin
747,,,,,,,,,,,,,,,,,2016/07/27,3,,stealthcoin,stealthcoin
748,,,,,,,,,,,,,,,,,2016/07/28,3,,stealthcoin,stealthcoin
749,,,,,,,,,,,,,,,,,2016/07/29,5,,stealthcoin,stealthcoin
750,,,,,,,,,,,,,,,,,2016/07/30,4,,stealthcoin,stealthcoin
751,,,,,,,,,,,,,,,,,2016/07/31,3,,stealthcoin,stealthcoin
752,,,,,,,,,,,,,,,,,2016/08/01,3,,stealthcoin,stealthcoin
753,,,,,,,,,,,,,,,,,2016/08/02,2,,stealthcoin,stealthcoin
754,,,,,,,,,,,,,,,,,2016/08/03,null,,stealthcoin,stealthcoin
755,,,,,,,,,,,,,,,,,2016/08/04,3,,stealthcoin,stealthcoin
756,,,,,,,,,,,,,,,,,2016/08/05,2,,stealthcoin,stealthcoin
757,,,,,,,,,,,,,,,,,2016/08/06,3,,stealthcoin,stealthcoin
758,,,,,,,,,,,,,,,,,2016/08/07,4,,stealthcoin,stealthcoin
759,,,,,,,,,,,,,,,,,2016/08/08,3,,stealthcoin,stealthcoin
760,,,,,,,,,,,,,,,,,2016/08/09,4,,stealthcoin,stealthcoin
761,,,,,,,,,,,,,,,,,2016/08/10,3,,stealthcoin,stealthcoin
762,,,,,,,,,,,,,,,,,2016/08/11,3,,stealthcoin,stealthcoin
763,,,,,,,,,,,,,,,,,2016/08/12,3,,stealthcoin,stealthcoin
764,,,,,,,,,,,,,,,,,2016/08/13,3,,stealthcoin,stealthcoin
765,,,,,,,,,,,,,,,,,2016/08/14,3,,stealthcoin,stealthcoin
766,,,,,,,,,,,,,,,,,2016/08/15,6,,stealthcoin,stealthcoin
767,,,,,,,,,,,,,,,,,2016/08/16,3,,stealthcoin,stealthcoin
768,,,,,,,,,,,,,,,,,2016/08/17,3,,stealthcoin,stealthcoin
769,,,,,,,,,,,,,,,,,2016/08/18,3,,stealthcoin,stealthcoin
770,,,,,,,,,,,,,,,,,2016/08/19,2,,stealthcoin,stealthcoin
771,,,,,,,,,,,,,,,,,2016/08/20,5,,stealthcoin,stealthcoin
772,,,,,,,,,,,,,,,,,2016/08/21,null,,stealthcoin,stealthcoin
773,,,,,,,,,,,,,,,,,2016/08/22,1,,stealthcoin,stealthcoin
774,,,,,,,,,,,,,,,,,2016/08/23,null,,stealthcoin,stealthcoin
775,,,,,,,,,,,,,,,,,2016/08/24,3,,stealthcoin,stealthcoin
776,,,,,,,,,,,,,,,,,2016/08/25,6,,stealthcoin,stealthcoin
777,,,,,,,,,,,,,,,,,2016/08/26,2,,stealthcoin,stealthcoin
778,,,,,,,,,,,,,,,,,2016/08/27,5,,stealthcoin,stealthcoin
779,,,,,,,,,,,,,,,,,2016/08/28,2,,stealthcoin,stealthcoin
780,,,,,,,,,,,,,,,,,2016/08/29,4,,stealthcoin,stealthcoin
781,,,,,,,,,,,,,,,,,2016/08/30,3,,stealthcoin,stealthcoin
782,,,,,,,,,,,,,,,,,2016/08/31,1,,stealthcoin,stealthcoin
783,,,,,,,,,,,,,,,,,2016/09/01,1,,stealthcoin,stealthcoin
784,,,,,,,,,,,,,,,,,2016/09/02,4,,stealthcoin,stealthcoin
785,,,,,,,,,,,,,,,,,2016/09/03,4,,stealthcoin,stealthcoin
786,,,,,,,,,,,,,,,,,2016/09/04,4,,stealthcoin,stealthcoin
787,,,,,,,,,,,,,,,,,2016/09/05,3,,stealthcoin,stealthcoin
788,,,,,,,,,,,,,,,,,2016/09/06,16,,stealthcoin,stealthcoin
789,,,,,,,,,,,,,,,,,2016/09/07,17,,stealthcoin,stealthcoin
790,,,,,,,,,,,,,,,,,2016/09/08,5,,stealthcoin,stealthcoin
791,,,,,,,,,,,,,,,,,2016/09/09,5,,stealthcoin,stealthcoin
792,,,,,,,,,,,,,,,,,2016/09/10,18,,stealthcoin,stealthcoin
793,,,,,,,,,,,,,,,,,2016/09/11,5,,stealthcoin,stealthcoin
794,,,,,,,,,,,,,,,,,2016/09/12,4,,stealthcoin,stealthcoin
795,,,,,,,,,,,,,,,,,2016/09/13,15,,stealthcoin,stealthcoin
796,,,,,,,,,,,,,,,,,2016/09/14,3,,stealthcoin,stealthcoin
797,,,,,,,,,,,,,,,,,2016/09/15,2,,stealthcoin,stealthcoin
798,,,,,,,,,,,,,,,,,2016/09/16,9,,stealthcoin,stealthcoin
799,,,,,,,,,,,,,,,,,2016/09/17,11,,stealthcoin,stealthcoin
800,,,,,,,,,,,,,,,,,2016/09/18,11,,stealthcoin,stealthcoin
801,,,,,,,,,,,,,,,,,2016/09/19,4,,stealthcoin,stealthcoin
802,,,,,,,,,,,,,,,,,2016/09/20,6,,stealthcoin,stealthcoin
803,,,,,,,,,,,,,,,,,2016/09/21,2,,stealthcoin,stealthcoin
804,,,,,,,,,,,,,,,,,2016/09/22,2,,stealthcoin,stealthcoin
805,,,,,,,,,,,,,,,,,2016/09/23,4,,stealthcoin,stealthcoin
806,,,,,,,,,,,,,,,,,2016/09/24,3,,stealthcoin,stealthcoin
807,,,,,,,,,,,,,,,,,2016/09/25,3,,stealthcoin,stealthcoin
808,,,,,,,,,,,,,,,,,2016/09/26,6,,stealthcoin,stealthcoin
809,,,,,,,,,,,,,,,,,2016/09/27,4,,stealthcoin,stealthcoin
810,,,,,,,,,,,,,,,,,2016/09/28,5,,stealthcoin,stealthcoin
811,,,,,,,,,,,,,,,,,2016/09/29,5,,stealthcoin,stealthcoin
812,,,,,,,,,,,,,,,,,2016/09/30,4,,stealthcoin,stealthcoin
813,,,,,,,,,,,,,,,,,2016/10/01,8,,stealthcoin,stealthcoin
814,,,,,,,,,,,,,,,,,2016/10/02,5,,stealthcoin,stealthcoin
815,,,,,,,,,,,,,,,,,2016/10/03,3,,stealthcoin,stealthcoin
816,,,,,,,,,,,,,,,,,2016/10/04,7,,stealthcoin,stealthcoin
817,,,,,,,,,,,,,,,,,2016/10/05,6,,stealthcoin,stealthcoin
818,,,,,,,,,,,,,,,,,2016/10/06,5,,stealthcoin,stealthcoin
819,,,,,,,,,,,,,,,,,2016/10/07,3,,stealthcoin,stealthcoin
820,,,,,,,,,,,,,,,,,2016/10/08,null,,stealthcoin,stealthcoin
821,,,,,,,,,,,,,,,,,2016/10/09,7,,stealthcoin,stealthcoin
822,,,,,,,,,,,,,,,,,2016/10/10,4,,stealthcoin,stealthcoin
823,,,,,,,,,,,,,,,,,2016/10/11,5,,stealthcoin,stealthcoin
824,,,,,,,,,,,,,,,,,2016/10/12,4,,stealthcoin,stealthcoin
825,,,,,,,,,,,,,,,,,2016/10/13,6,,stealthcoin,stealthcoin
826,,,,,,,,,,,,,,,,,2016/10/14,6,,stealthcoin,stealthcoin
827,,,,,,,,,,,,,,,,,2016/10/15,6,,stealthcoin,stealthcoin
828,,,,,,,,,,,,,,,,,2016/10/16,7,,stealthcoin,stealthcoin
829,,,,,,,,,,,,,,,,,2016/10/17,3,,stealthcoin,stealthcoin
830,,,,,,,,,,,,,,,,,2016/10/18,3,,stealthcoin,stealthcoin
831,,,,,,,,,,,,,,,,,2016/10/19,5,,stealthcoin,stealthcoin
832,,,,,,,,,,,,,,,,,2016/10/20,5,,stealthcoin,stealthcoin
833,,,,,,,,,,,,,,,,,2016/10/21,2,,stealthcoin,stealthcoin
834,,,,,,,,,,,,,,,,,2016/10/22,6,,stealthcoin,stealthcoin
835,,,,,,,,,,,,,,,,,2016/10/23,5,,stealthcoin,stealthcoin
836,,,,,,,,,,,,,,,,,2016/10/24,5,,stealthcoin,stealthcoin
837,,,,,,,,,,,,,,,,,2016/10/25,2,,stealthcoin,stealthcoin
838,,,,,,,,,,,,,,,,,2016/10/26,2,,stealthcoin,stealthcoin
839,,,,,,,,,,,,,,,,,2016/10/27,4,,stealthcoin,stealthcoin
840,,,,,,,,,,,,,,,,,2016/10/28,3,,stealthcoin,stealthcoin
841,,,,,,,,,,,,,,,,,2016/10/29,1,,stealthcoin,stealthcoin
842,,,,,,,,,,,,,,,,,2016/10/30,2,,stealthcoin,stealthcoin
843,,,,,,,,,,,,,,,,,2016/10/31,6,,stealthcoin,stealthcoin
844,,,,,,,,,,,,,,,,,2016/11/01,4,,stealthcoin,stealthcoin
845,,,,,,,,,,,,,,,,,2016/11/02,4,,stealthcoin,stealthcoin
846,,,,,,,,,,,,,,,,,2016/11/03,3,,stealthcoin,stealthcoin
847,,,,,,,,,,,,,,,,,2016/11/04,1,,stealthcoin,stealthcoin
848,,,,,,,,,,,,,,,,,2016/11/05,2,,stealthcoin,stealthcoin
849,,,,,,,,,,,,,,,,,2016/11/06,4,,stealthcoin,stealthcoin
850,,,,,,,,,,,,,,,,,2016/11/07,1,,stealthcoin,stealthcoin
851,,,,,,,,,,,,,,,,,2016/11/08,1,,stealthcoin,stealthcoin
852,,,,,,,,,,,,,,,,,2016/11/09,3,,stealthcoin,stealthcoin
853,,,,,,,,,,,,,,,,,2016/11/10,2,,stealthcoin,stealthcoin
854,,,,,,,,,,,,,,,,,2016/11/11,3,,stealthcoin,stealthcoin
855,,,,,,,,,,,,,,,,,2016/11/12,1,,stealthcoin,stealthcoin
856,,,,,,,,,,,,,,,,,2016/11/13,2,,stealthcoin,stealthcoin
857,,,,,,,,,,,,,,,,,2016/11/14,3,,stealthcoin,stealthcoin
858,,,,,,,,,,,,,,,,,2016/11/15,4,,stealthcoin,stealthcoin
859,,,,,,,,,,,,,,,,,2016/11/16,2,,stealthcoin,stealthcoin
860,,,,,,,,,,,,,,,,,2016/11/17,4,,stealthcoin,stealthcoin
861,,,,,,,,,,,,,,,,,2016/11/18,3,,stealthcoin,stealthcoin
862,,,,,,,,,,,,,,,,,2016/11/19,3,,stealthcoin,stealthcoin
863,,,,,,,,,,,,,,,,,2016/11/20,3,,stealthcoin,stealthcoin
864,,,,,,,,,,,,,,,,,2016/11/21,3,,stealthcoin,stealthcoin
865,,,,,,,,,,,,,,,,,2016/11/22,2,,stealthcoin,stealthcoin
866,,,,,,,,,,,,,,,,,2016/11/23,1,,stealthcoin,stealthcoin
867,,,,,,,,,,,,,,,,,2016/11/24,3,,stealthcoin,stealthcoin
868,,,,,,,,,,,,,,,,,2016/11/25,3,,stealthcoin,stealthcoin
869,,,,,,,,,,,,,,,,,2016/11/26,2,,stealthcoin,stealthcoin
870,,,,,,,,,,,,,,,,,2016/11/27,1,,stealthcoin,stealthcoin
871,,,,,,,,,,,,,,,,,2016/11/28,2,,stealthcoin,stealthcoin
872,,,,,,,,,,,,,,,,,2016/11/29,3,,stealthcoin,stealthcoin
873,,,,,,,,,,,,,,,,,2016/11/30,2,,stealthcoin,stealthcoin
874,,,,,,,,,,,,,,,,,2016/12/01,5,,stealthcoin,stealthcoin
875,,,,,,,,,,,,,,,,,2016/12/02,3,,stealthcoin,stealthcoin
876,,,,,,,,,,,,,,,,,2016/12/03,3,,stealthcoin,stealthcoin
877,,,,,,,,,,,,,,,,,2016/12/04,3,,stealthcoin,stealthcoin
878,,,,,,,,,,,,,,,,,2016/12/05,1,,stealthcoin,stealthcoin
879,,,,,,,,,,,,,,,,,2016/12/06,3,,stealthcoin,stealthcoin
880,,,,,,,,,,,,,,,,,2016/12/07,5,,stealthcoin,stealthcoin
881,,,,,,,,,,,,,,,,,2016/12/08,4,,stealthcoin,stealthcoin
882,,,,,,,,,,,,,,,,,2016/12/09,1,,stealthcoin,stealthcoin
883,,,,,,,,,,,,,,,,,2016/12/10,2,,stealthcoin,stealthcoin
884,,,,,,,,,,,,,,,,,2016/12/11,2,,stealthcoin,stealthcoin
885,,,,,,,,,,,,,,,,,2016/12/12,3,,stealthcoin,stealthcoin
886,,,,,,,,,,,,,,,,,2016/12/13,null,,stealthcoin,stealthcoin
887,,,,,,,,,,,,,,,,,2016/12/14,null,,stealthcoin,stealthcoin
888,,,,,,,,,,,,,,,,,2016/12/15,null,,stealthcoin,stealthcoin
889,,,,,,,,,,,,,,,,,2016/12/16,null,,stealthcoin,stealthcoin
890,,,,,,,,,,,,,,,,,2016/12/17,null,,stealthcoin,stealthcoin
891,,,,,,,,,,,,,,,,,2016/12/18,null,,stealthcoin,stealthcoin
892,,,,,,,,,,,,,,,,,2016/12/19,4,,stealthcoin,stealthcoin
893,,,,,,,,,,,,,,,,,2016/12/20,null,,stealthcoin,stealthcoin
894,,,,,,,,,,,,,,,,,2016/12/21,4,,stealthcoin,stealthcoin
895,,,,,,,,,,,,,,,,,2016/12/22,null,,stealthcoin,stealthcoin
896,,,,,,,,,,,,,,,,,2016/12/23,null,,stealthcoin,stealthcoin
897,,,,,,,,,,,,,,,,,2016/12/24,null,,stealthcoin,stealthcoin
898,,,,,,,,,,,,,,,,,2016/12/25,null,,stealthcoin,stealthcoin
899,,,,,,,,,,,,,,,,,2016/12/26,null,,stealthcoin,stealthcoin
900,,,,,,,,,,,,,,,,,2016/12/27,null,,stealthcoin,stealthcoin
901,,,,,,,,,,,,,,,,,2016/12/28,null,,stealthcoin,stealthcoin
902,,,,,,,,,,,,,,,,,2016/12/29,null,,stealthcoin,stealthcoin
903,,,,,,,,,,,,,,,,,2016/12/30,null,,stealthcoin,stealthcoin
904,,,,,,,,,,,,,,,,,2016/12/31,null,,stealthcoin,stealthcoin
905,,,,,,,,,,,,,,,,,2017/01/01,null,,stealthcoin,stealthcoin
906,,,,,,,,,,,,,,,,,2017/01/02,null,,stealthcoin,stealthcoin
907,,,,,,,,,,,,,,,,,2017/01/03,null,,stealthcoin,stealthcoin
908,,,,,,,,,,,,,,,,,2017/01/04,null,,stealthcoin,stealthcoin
909,,,,,,,,,,,,,,,,,2017/01/05,null,,stealthcoin,stealthcoin
910,,,,,,,,,,,,,,,,,2017/01/06,null,,stealthcoin,stealthcoin
911,,,,,,,,,,,,,,,,,2017/01/07,null,,stealthcoin,stealthcoin
912,,,,,,,,,,,,,,,,,2017/01/08,null,,stealthcoin,stealthcoin
913,,,,,,,,,,,,,,,,,2017/01/09,null,,stealthcoin,stealthcoin
914,,,,,,,,,,,,,,,,,2017/01/10,null,,stealthcoin,stealthcoin
915,,,,,,,,,,,,,,,,,2017/01/11,null,,stealthcoin,stealthcoin
916,,,,,,,,,,,,,,,,,2017/01/12,null,,stealthcoin,stealthcoin
917,,,,,,,,,,,,,,,,,2017/01/13,null,,stealthcoin,stealthcoin
918,,,,,,,,,,,,,,,,,2017/01/14,null,,stealthcoin,stealthcoin
919,,,,,,,,,,,,,,,,,2017/01/15,null,,stealthcoin,stealthcoin
920,,,,,,,,,,,,,,,,,2017/01/16,null,,stealthcoin,stealthcoin
921,,,,,,,,,,,,,,,,,2017/01/17,null,,stealthcoin,stealthcoin
922,,,,,,,,,,,,,,,,,2017/01/18,null,,stealthcoin,stealthcoin
923,,,,,,,,,,,,,,,,,2017/01/19,null,,stealthcoin,stealthcoin
924,,,,,,,,,,,,,,,,,2017/01/20,null,,stealthcoin,stealthcoin
925,,,,,,,,,,,,,,,,,2017/01/21,null,,stealthcoin,stealthcoin
926,,,,,,,,,,,,,,,,,2017/01/22,null,,stealthcoin,stealthcoin
927,,,,,,,,,,,,,,,,,2017/01/23,null,,stealthcoin,stealthcoin
928,,,,,,,,,,,,,,,,,2017/01/24,null,,stealthcoin,stealthcoin
929,,,,,,,,,,,,,,,,,2017/01/25,null,,stealthcoin,stealthcoin
930,,,,,,,,,,,,,,,,,2017/01/26,null,,stealthcoin,stealthcoin
931,,,,,,,,,,,,,,,,,2017/01/27,null,,stealthcoin,stealthcoin
932,,,,,,,,,,,,,,,,,2017/01/28,null,,stealthcoin,stealthcoin
933,,,,,,,,,,,,,,,,,2017/01/29,null,,stealthcoin,stealthcoin
934,,,,,,,,,,,,,,,,,2017/01/30,null,,stealthcoin,stealthcoin
935,,,,,,,,,,,,,,,,,2017/01/31,null,,stealthcoin,stealthcoin
936,,,,,,,,,,,,,,,,,2017/02/01,null,,stealthcoin,stealthcoin
937,,,,,,,,,,,,,,,,,2017/02/02,null,,stealthcoin,stealthcoin
938,,,,,,,,,,,,,,,,,2017/02/03,null,,stealthcoin,stealthcoin
939,,,,,,,,,,,,,,,,,2017/02/04,null,,stealthcoin,stealthcoin
940,,,,,,,,,,,,,,,,,2017/02/05,null,,stealthcoin,stealthcoin
941,,,,,,,,,,,,,,,,,2017/02/06,null,,stealthcoin,stealthcoin
942,,,,,,,,,,,,,,,,,2017/02/07,null,,stealthcoin,stealthcoin
943,,,,,,,,,,,,,,,,,2017/02/08,null,,stealthcoin,stealthcoin
944,,,,,,,,,,,,,,,,,2017/02/09,null,,stealthcoin,stealthcoin
945,,,,,,,,,,,,,,,,,2017/02/10,null,,stealthcoin,stealthcoin
946,,,,,,,,,,,,,,,,,2017/02/11,null,,stealthcoin,stealthcoin
947,,,,,,,,,,,,,,,,,2017/02/12,null,,stealthcoin,stealthcoin
948,,,,,,,,,,,,,,,,,2017/02/13,null,,stealthcoin,stealthcoin
949,,,,,,,,,,,,,,,,,2017/02/14,null,,stealthcoin,stealthcoin
950,,,,,,,,,,,,,,,,,2017/02/15,null,,stealthcoin,stealthcoin
951,,,,,,,,,,,,,,,,,2017/02/16,null,,stealthcoin,stealthcoin
952,,,,,,,,,,,,,,,,,2017/02/17,null,,stealthcoin,stealthcoin
953,,,,,,,,,,,,,,,,,2017/02/18,null,,stealthcoin,stealthcoin
954,,,,,,,,,,,,,,,,,2017/02/19,null,,stealthcoin,stealthcoin
955,,,,,,,,,,,,,,,,,2017/02/20,null,,stealthcoin,stealthcoin
956,,,,,,,,,,,,,,,,,2017/02/21,null,,stealthcoin,stealthcoin
957,,,,,,,,,,,,,,,,,2017/02/22,null,,stealthcoin,stealthcoin
958,,,,,,,,,,,,,,,,,2017/02/23,null,,stealthcoin,stealthcoin
959,,,,,,,,,,,,,,,,,2017/02/24,null,,stealthcoin,stealthcoin
960,,,,,,,,,,,,,,,,,2017/02/25,null,,stealthcoin,stealthcoin
961,,,,,,,,,,,,,,,,,2017/02/26,null,,stealthcoin,stealthcoin
