,date,block_size,transactions,sent_addresses,difficulty,median_transaction_size,top_100_percent,av_transaction_value,av_transaction_size,send_usd,median_transaction_value,market_cap,active_addresses,google_trends,mining_profitability,fee_reward,hashrate,confirmation_time,tweets,full_name,coin
2060,2014/08/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2061,2014/08/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2062,2014/08/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2063,2014/08/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2064,2014/08/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2065,2014/08/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2066,2014/08/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2067,2014/09/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2068,2014/09/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2069,2014/09/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2070,2014/09/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2071,2014/09/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2072,2014/09/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2073,2014/09/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2074,2014/09/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2075,2014/09/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2076,2014/09/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2077,2014/09/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2078,2014/09/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2079,2014/09/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2080,2014/09/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2081,2014/09/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2082,2014/09/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2083,2014/09/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2084,2014/09/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2085,2014/09/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2086,2014/09/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2087,2014/09/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2088,2014/09/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2089,2014/09/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2090,2014/09/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2091,2014/09/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2092,2014/09/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2093,2014/09/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2094,2014/09/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2095,2014/09/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2096,2014/09/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2097,2014/10/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2098,2014/10/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2099,2014/10/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2100,2014/10/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2101,2014/10/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2102,2014/10/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2103,2014/10/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2104,2014/10/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2105,2014/10/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2106,2014/10/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2107,2014/10/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2108,2014/10/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2109,2014/10/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2110,2014/10/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2111,2014/10/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2112,2014/10/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2113,2014/10/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2114,2014/10/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2115,2014/10/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2116,2014/10/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2117,2014/10/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2118,2014/10/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2119,2014/10/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2120,2014/10/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2121,2014/10/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2122,2014/10/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2123,2014/10/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2124,2014/10/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2125,2014/10/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2126,2014/10/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2127,2014/10/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2128,2014/11/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2129,2014/11/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2130,2014/11/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2131,2014/11/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2132,2014/11/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2133,2014/11/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2134,2014/11/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2135,2014/11/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2136,2014/11/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2137,2014/11/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2138,2014/11/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2139,2014/11/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2140,2014/11/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2141,2014/11/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2142,2014/11/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2143,2014/11/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2144,2014/11/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2145,2014/11/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2146,2014/11/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2147,2014/11/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2148,2014/11/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2149,2014/11/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2150,2014/11/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2151,2014/11/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2152,2014/11/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2153,2014/11/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2154,2014/11/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2155,2014/11/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2156,2014/11/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2157,2014/11/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2158,2014/12/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2159,2014/12/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2160,2014/12/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2161,2014/12/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2162,2014/12/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2163,2014/12/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2164,2014/12/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2165,2014/12/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2166,2014/12/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2167,2014/12/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2168,2014/12/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2169,2014/12/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2170,2014/12/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2171,2014/12/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2172,2014/12/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2173,2014/12/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2174,2014/12/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2175,2014/12/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2176,2014/12/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2177,2014/12/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2178,2014/12/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2179,2014/12/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2180,2014/12/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2181,2014/12/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2182,2014/12/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2183,2014/12/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2184,2014/12/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2185,2014/12/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2186,2014/12/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2187,2014/12/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2188,2014/12/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2189,2015/01/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2190,2015/01/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2191,2015/01/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2192,2015/01/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2193,2015/01/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2194,2015/01/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2195,2015/01/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2196,2015/01/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2197,2015/01/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2198,2015/01/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2199,2015/01/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2200,2015/01/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2201,2015/01/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2202,2015/01/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2203,2015/01/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2204,2015/01/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2205,2015/01/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2206,2015/01/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2207,2015/01/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2208,2015/01/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2209,2015/01/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2210,2015/01/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2211,2015/01/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2212,2015/01/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2213,2015/01/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2214,2015/01/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2215,2015/01/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2216,2015/01/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2217,2015/01/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2218,2015/01/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2219,2015/01/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2220,2015/02/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2221,2015/02/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2222,2015/02/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2223,2015/02/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2224,2015/02/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2225,2015/02/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2226,2015/02/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2227,2015/02/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2228,2015/02/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2229,2015/02/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2230,2015/02/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2231,2015/02/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2232,2015/02/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2233,2015/02/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2234,2015/02/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2235,2015/02/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2236,2015/02/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2237,2015/02/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2238,2015/02/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2239,2015/02/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2240,2015/02/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2241,2015/02/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2242,2015/02/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2243,2015/02/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2244,2015/02/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2245,2015/02/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2246,2015/02/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2247,2015/02/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2248,2015/03/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2249,2015/03/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2250,2015/03/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2251,2015/03/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2252,2015/03/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2253,2015/03/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2254,2015/03/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2255,2015/03/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2256,2015/03/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2257,2015/03/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2258,2015/03/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2259,2015/03/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2260,2015/03/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2261,2015/03/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2262,2015/03/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2263,2015/03/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2264,2015/03/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2265,2015/03/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2266,2015/03/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2267,2015/03/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2268,2015/03/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2269,2015/03/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2270,2015/03/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2271,2015/03/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2272,2015/03/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2273,2015/03/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2274,2015/03/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2275,2015/03/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2276,2015/03/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2277,2015/03/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2278,2015/03/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2279,2015/04/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2280,2015/04/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2281,2015/04/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2282,2015/04/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2283,2015/04/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2284,2015/04/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2285,2015/04/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2286,2015/04/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2287,2015/04/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2288,2015/04/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2289,2015/04/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2290,2015/04/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2291,2015/04/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2292,2015/04/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2293,2015/04/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2294,2015/04/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2295,2015/04/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2296,2015/04/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2297,2015/04/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2298,2015/04/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2300,2015/04/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2301,2015/04/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2302,2015/04/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2303,2015/04/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2304,2015/04/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2305,2015/04/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2306,2015/04/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2307,2015/04/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2308,2015/04/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2309,2015/05/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2310,2015/05/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2311,2015/05/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2312,2015/05/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2313,2015/05/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2315,2015/05/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2316,2015/05/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2317,2015/05/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2318,2015/05/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2319,2015/05/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2320,2015/05/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2321,2015/05/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2322,2015/05/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2323,2015/05/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2324,2015/05/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2325,2015/05/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2326,2015/05/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2327,2015/05/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2328,2015/05/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2329,2015/05/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2330,2015/05/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2331,2015/05/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2332,2015/05/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2333,2015/05/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2334,2015/05/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2335,2015/05/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2336,2015/05/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2337,2015/05/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2338,2015/05/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2339,2015/05/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2340,2015/06/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2341,2015/06/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2342,2015/06/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2343,2015/06/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2344,2015/06/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2345,2015/06/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2346,2015/06/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2347,2015/06/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2348,2015/06/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2349,2015/06/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2350,2015/06/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2351,2015/06/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2352,2015/06/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2353,2015/06/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2354,2015/06/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2355,2015/06/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2356,2015/06/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2357,2015/06/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2358,2015/06/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2359,2015/06/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2360,2015/06/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2361,2015/06/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2362,2015/06/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2363,2015/06/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2364,2015/06/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2365,2015/06/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2366,2015/06/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2367,2015/06/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2368,2015/06/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2369,2015/06/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2370,2015/07/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2371,2015/07/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2372,2015/07/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2373,2015/07/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2374,2015/07/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2375,2015/07/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2376,2015/07/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2377,2015/07/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2378,2015/07/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2379,2015/07/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2380,2015/07/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2381,2015/07/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2382,2015/07/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2383,2015/07/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2384,2015/07/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2385,2015/07/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2386,2015/07/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2387,2015/07/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2388,2015/07/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2389,2015/07/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2390,2015/07/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2391,2015/07/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2392,2015/07/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
