,date,block_size,transactions,sent_addresses,difficulty,median_transaction_size,top_100_percent,av_transaction_value,av_transaction_size,send_usd,median_transaction_value,market_cap,active_addresses,google_trends,mining_profitability,fee_reward,hashrate,confirmation_time,tweets,full_name,coin
996,2011/09/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
997,2011/09/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
998,2011/09/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
999,2011/09/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1000,2011/09/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1001,2011/10/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1002,2011/10/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1003,2011/10/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1004,2011/10/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1005,2011/10/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1006,2011/10/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1007,2011/10/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1008,2011/10/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1009,2011/10/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1010,2011/10/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1011,2011/10/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1012,2011/10/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1013,2011/10/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1014,2011/10/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1015,2011/10/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1016,2011/10/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1017,2011/10/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1018,2011/10/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1019,2011/10/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1020,2011/10/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1021,2011/10/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1022,2011/10/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1023,2011/10/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1024,2011/10/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1025,2011/10/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1026,2011/10/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1027,2011/10/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1028,2011/10/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1029,2011/10/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1030,2011/10/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1031,2011/10/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1032,2011/11/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1033,2011/11/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1034,2011/11/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1035,2011/11/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1036,2011/11/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1037,2011/11/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1038,2011/11/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1039,2011/11/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1040,2011/11/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1041,2011/11/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1042,2011/11/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1043,2011/11/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1044,2011/11/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1045,2011/11/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1046,2011/11/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1047,2011/11/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1048,2011/11/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1049,2011/11/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1050,2011/11/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1051,2011/11/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1052,2011/11/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1053,2011/11/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1054,2011/11/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1055,2011/11/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1056,2011/11/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1057,2011/11/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1058,2011/11/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1059,2011/11/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1060,2011/11/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1061,2011/11/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1062,2011/12/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1063,2011/12/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1064,2011/12/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1065,2011/12/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1066,2011/12/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1067,2011/12/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1068,2011/12/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1069,2011/12/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1070,2011/12/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1071,2011/12/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1072,2011/12/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1073,2011/12/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1074,2011/12/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1075,2011/12/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1076,2011/12/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1078,2011/12/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1079,2011/12/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1080,2011/12/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1081,2011/12/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1082,2011/12/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1083,2011/12/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1084,2011/12/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1085,2011/12/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1086,2011/12/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1087,2011/12/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1088,2011/12/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1089,2011/12/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1090,2011/12/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1091,2011/12/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1092,2011/12/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1093,2012/01/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1094,2012/01/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1095,2012/01/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1096,2012/01/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1097,2012/01/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1098,2012/01/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1099,2012/01/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1100,2012/01/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1101,2012/01/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1102,2012/01/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1103,2012/01/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1104,2012/01/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1105,2012/01/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1106,2012/01/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1107,2012/01/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1108,2012/01/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1109,2012/01/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1110,2012/01/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1111,2012/01/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1112,2012/01/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1113,2012/01/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1114,2012/01/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1115,2012/01/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1116,2012/01/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1117,2012/01/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1118,2012/01/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1119,2012/01/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1120,2012/01/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1324,2012/08/19,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1325,2012/08/20,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1326,2012/08/21,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1327,2012/08/22,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1328,2012/08/23,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1329,2012/08/24,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1330,2012/08/25,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1331,2012/08/26,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1332,2012/08/27,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1333,2012/08/28,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1334,2012/08/29,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1335,2012/08/30,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1336,2012/08/31,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1337,2012/09/01,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1338,2012/09/02,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1339,2012/09/03,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1340,2012/09/04,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1341,2012/09/05,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
1342,2012/09/06,,,,,,,,,,,,,,,,,,,leafcoin,leafcoin
