,date,transactions,block_size,sent_addresses,difficulty,active_addresses,hashrate,av_transaction_size,send_usd,median_transaction_size,av_transaction_value,median_transaction_value,mining_profitability,confirmation_time,google_trends,top_100_percent,tweets,market_cap,fee_reward,full_name,coin
3777,2019/05/08,39292922658686996,9079811871524559,50201736083177773,6702169884349116485491.933128943773E+15,72849257145363638,,,7559245859230216692531618044,,1923810161773.83,,,,,,2196314254816,104383978322456875315618008448691,,isracoin,isracoin
3778,2019/05/09,36141924235718440,9116322014722854,48324636517189168,6702169884349117216871.9334764993127E+15,68490359822369403,,,7643764741295126884482445227,,2114912178671.518,,,,,,2375417603830,107648054740457168895318022141394,,isracoin,isracoin
3779,2019/05/10,32283826856736762,8900472160622895,46871139499195147,6702169884349119192891.9254095979999E+15,64002263464390146,,,8591008258245714222494195900,,266119150670.767,,,,,,2699816284272,111771170582468964178918344298469,,isracoin,isracoin
3780,2019/05/11,34482729717742337,9176472792522665,43922742391196315,6702169884349119192891.9498084221152E+15,65357668082379938,,,8563490381415609012841261130,,24834139861133,,,,,,2863421795644,120429393722524747654519802445750,,isracoin,isracoin
3781,2019/05/12,33841323711715827,9110561970921533,41108737157188596,6702169884349119192891.9705259848586E+15,73006760162362998,,,6801394662437370323551011475,,2009818446769.755,,,,,,2428216494824,126659207749542839196320314877918,,isracoin,isracoin
3782,2019/05/13,39026126785758537,8982272385823002,49886939399212594,6702169884349118354381.9640824951176E+15,75971561290417639,,,12403715229517095942768970811,,31783193051014,,,,,,3070820385181,130950790932541752667120592319188,,isracoin,isracoin
3783,2019/05/14,36721829204830602,8946922500424210,51466843487237751,6702169884349118069102.0058543949784E+15,75859968424455235,,,13184584847584198410730484562,,3590420004879.464,,,,,,3048120716042,141398419975557185959921973942602,,isracoin,isracoin
3784,2019/05/15,36875234623847606,9095712648725388,52507950209246244,6702169884349118069102.0275587643057E+15,72682978346476016,,,174367126057947529061021543119,,47286229541205,,,,,,2641724136138,142461420813592096607724684824744,,isracoin,isracoin
3785,2019/05/16,37491635264908208,9069683015826549,52744554201263577,6702169884349119612162.0285090458979E+15,77204082384504367,,,1148174588716646896961841688153,,30625472062028,,,,,,2535721256416,141495443107607682214127710001835,,isracoin,isracoin
3786,2019/05/17,36150331251810320,9106342504225690,50560247256233620,6702169884349122357792.1158011986133E+15,79709174845446427,,,99451446845648633151100223093,,27511180751358,,,,,,2475815745501,129035412334545679575925330542902,,isracoin,isracoin
3787,2019/05/18,35955125862735420,8996662107123032,43686740600210610,6703779555093122357792.1626600272887E+15,72995162660398108,,,6089116209538854363544143050,,1693520836739.908,,,,,,2103014734450,129772521729542961674525302671528,,isracoin,isracoin
3788,2019/05/19,34669625430752431,8710451989021899,38448539560206291,6704632680587122357792.1154311550462E+15,63163361032387824,,,7048253682357693257604197715,,2033014066802.994,,,,,,2352118954568,140127884449575441384126878932541,,isracoin,isracoin
3789,2019/05/20,38142127781860161,8689402236724951,46686442435222817,6704632680587121787762.0944134101019E+15,72098867222426047,,,9631339430571439890786710261,,2525120569914.608,,,,,,2698622545212,139926422753563214708426464056337,,isracoin,isracoin
3790,2019/05/21,38073628630812799,9115562352323950,50542143150238840,6704632680587121673992.0593134186706E+15,79123669055463557,,,8476695741519876013718144374,,2226418158883.545,,,,,,2669017375154,140616810309564204814726868303315,,isracoin,isracoin
3791,2019/05/22,39472027238873384,8938922183725634,49013441642220629,6704632680587121673992.0636110161869E+15,78344864040434511,,,9231075184516858296731354273,,2338618976837.38,,,,,,2822815894842,139674942867560095126726911460251,,isracoin,isracoin
3792,2019/05/23,38918527372846724,9137282455425428,47588240996224739,6704632680587121351892.0510248681757E+15,71061367947442042,,,9391497980668667506742528782,,2413124429876.943,,,,,,2303010334888,136448730190541794750625581062059,,isracoin,isracoin
3793,2019/05/24,37372934386904057,8868103098825641,49794248491235089,6704632680587120680382.0070075941468E+15,72647878028460337,,,10924884182732675536619447923,,2923221307685.187,,,,,,2483216127457,141325825934596682909226483293124,,isracoin,isracoin
3794,2019/05/25,33825827207839949,8893592166823055,38586241017217246,6704632680587120680382.0161541156616E+15,60348865854433887,,,6350115880469016761468300091,,1877317239557.534,,,,,,2185813877118,142181788040632735269426715082278,,isracoin,isracoin
3795,2019/05/26,37390724756763094,7954892216621835,35817939201211793,6704632680587120680382.0149494323247E+15,56506859418402367,,,6873679527416857149613512002,,1838316839803.98,,,,,,2447819896179,143609875298637536871126760988964,,isracoin,isracoin
3796,2019/05/27,39941733199941733,8812173129026746,48487648134256429,6704632680587125120602.0845819784352E+15,77299079192501646,,,10615732830847810040877438729,,2657825537931.728,,,,,,2858123566215,155409100280709622127928534929879,,isracoin,isracoin
3797,2019/05/28,39026329930910535,9036982503425652,51734946080239014,6704632680587125391442.0386202048923E+15,80755871587491628,,,11532278548579417863692279643,,2955019359760.3,,,,,,2644618956006,154596704757710742642028749345061,,isracoin,isracoin
3798,2019/05/29,40498130469947509,8705672275726071,51468246195244926,6704632680587125391442.1188813325214E+15,76743471442521289,,,123177276594521075441032592368,,30416148381090,,,,,,2502118445514,153339796556710632237828606372519,,isracoin,isracoin
3799,2019/05/30,37671433827891907,8625833399725711,48944949712243970,6747104132835125909482.1446313972137E+15,73362782875474381,,,105605410065912147081005882871,,28033174781128,,,,,,2779818496116,153129646649713526483029267507170,,isracoin,isracoin
3800,2019/05/31,29888030983870676,9004712794823397,45947047162265127,7459680720542126505222.1007997115637E+15,65745775332496102,,,17113152352510182743899425443,,57258164671033,,,,,,2369316585013,148177415170677502757827375085266,,isracoin,isracoin
3801,2019/06/01,33194125787956751,9162132185025187,43623341043335814,7459680720542126505222.1129017299305E+15,78075262896616610,,,10232485155426113723501298838,,3082616524523.96,,,,,,1803316244189,151485321583704912883828489388686,,isracoin,isracoin
3802,2019/06/02,30087223444890894,8959942404324320,35912638748258429,7459680720542126690842.1516187804008E+15,58613973715533502,,,10508805445428796773426495864,,3492818290478.728,,,,,,1780014893724,153639540119709233076428540644558,,isracoin,isracoin
3803,2019/06/03,29389025653889067,8823472580425335,42076341015237843,7459680720542129919402.0635228205396E+15,61332966727489279,,,14451683782489848359755816446,,4917419095850.123,,,,,,2163918045160,151443504080698749061027939550514,,isracoin,isracoin
3804,2019/06/04,37460927411891955,9134502451025298,52261944619245237,7459680720542129919402.0719967278232E+15,74902270389451740,,,13685049062625002847804979480,,3653222801902.489,,,,,,2266317065116,139588756573642941670426064672086,,isracoin,isracoin
3805,2019/06/05,37278825434799392,9008452215623410,48232641401220957,7459680720542129919402.0235777235168E+15,78962366683408759,,,15564145641377494486835042688,,41751148421045,,,,,,2097616574563,137996432505638732454425947469371,,isracoin,isracoin
3806,2019/06/06,36436928286824817,8613812228523387,46085445265285798,7459680720542128742802.1006789263217E+15,71955270195488268,,,15507445463485325700497929324,,4256017158603.685,,,,,,1898616574234,137635108276648818146925977953875,,isracoin,isracoin
3807,2019/06/07,34985330004758454,8474862432122693,46683845694195934,7459680720542127609342.1192260233063E+15,73321170556373725,,,11524964088724878030508767269,,3294224159670.795,,,,,,1855622163814,140805303696710700701726479980177,,isracoin,isracoin
3808,2019/06/08,29424529260992653,8465152063128245,35791445625186530,7459680720542127609342.0647627306025E+15,54998567709349710,,,7377479578550869703311922156,,2507318827314.231,,,,,,1619316393583,140887099401724420970626253681961,,isracoin,isracoin
3809,2019/06/09,30077024802715741,7281821935520388,32823940520239642,7459680720542129494422.0250661754439E+15,51897863273415666,,,7064497513543082081429627263,,2348821897600.255,,,,,,1406716294142,138378129982721708937225352971879,,isracoin,isracoin
3810,2019/06/10,35347235155963694,8476993270127708,46427950880219017,7459680720542135751842.030954751041E+15,70525587834388891,,,113755124111088636482596974856,,3218230967619.465,,,,,,1652525444615,138641456387752930151225464493150,,isracoin,isracoin
3811,2019/06/11,34030636421930001,9117983372427089,48642053212285267,7459680720542135751842.0363086830748E+15,68877980400459039,,,170987723171508453949535125240,,5024541417575.403,,,,,,1625131324973,139978605352808461283725920738058,,isracoin,isracoin
3812,2019/06/12,32833337723860682,9111343370724645,46899855427379140,7459680720542135751842.0296589302401E+15,71086992584563029,,,105013051361073622367613683458,,3198428461713.02,,,,,,1626831737642,142371256554857864519426699931211,,isracoin,isracoin
3813,2019/06/13,36422235175749758,9097252630722168,52166051889251005,7459680720542133461181.9993632451666E+15,76238881859450067,,,9998180372832409356706064779,,2745123665941.724,,,,,,1703522899811,144784440438833757439827589210793,,isracoin,isracoin
3814,2019/06/14,36421436290825364,8852792511323694,54544152746241199,7411481913588132146062.0048239096639E+15,78972080807439013,,,10549475512814967006698271486,,2896522457846.016,,,,,,1869618258100,148059540980807864849127305930255,,isracoin,isracoin
3815,2019/06/15,33080833020938952,9063142391526219,43672549410232835,7409399249090132146062.0104429321954E+15,75853078848467973,,,8880492676559874866961614817,,26845169561024,,,,,,1657317596299,154751019320846619293328312317893,,isracoin,isracoin
3816,2019/06/16,29512432452888979,8729282493123509,39263950404343882,7409399249090133162962.005504686061E+15,58585178558577168,,,12292725060627511856790811204,,4165319337889.572,,,,,,2249218358700,161297355976846051127628852122998,,isracoin,isracoin
3817,2019/06/17,32093933879944094,8999433012526723,47916052480219556,7409399249090136676592.0243510593295E+15,66730083204419607,,,24997252291475008503635616557,,7788814021673.256,,,,,,2064620019308,163882278571840510655028904788142,,isracoin,isracoin
3818,2019/06/18,39468034261849989,9109792830424481,53687452900232183,7409399249090136676592.0290628958378E+15,82137285473457028,,,262737949251007033958770771955,,6657029393906.802,,,,,,2152721267346,162768684677827788330828506472284,,isracoin,isracoin
3819,2019/06/19,40085535605886036,8715202745626790,51113553316225040,7409399249090136676592.0527974642731E+15,78113381537420847,,,15289885552651084098801374621,,3814318286904.449,,,,,,1849022176837,162590767077853279508928490519955,,isracoin,isracoin
3820,2019/06/20,32995935705985024,8719412857828152,48905953401207850,7409399249090140300112.0302802552382E+15,67500679619390251,,,31687903196653461622630168498,,9603618392639.749,,,,,,2282022916487,165959249238843329913928680644689,,isracoin,isracoin
3821,2019/06/21,33760841045777627,9093093083122975,49863261108263751,7409399249090140935582.0219836422227E+15,71315289357457366,,,16742729244724863204871203420,,49592176601120,,,,,,2782822256497,174097494089857368939730633314675,,isracoin,isracoin
3822,2019/06/22,35393447926758133,9185833662321933,47867270552252761,7409399249090140935581.9952425622277E+15,735085119614447131,,,20933949848832633069865001012,,59146173731141,,,,,,3937422405988,190762864737881276076432703071171,,isracoin,isracoin
3823,2019/06/23,37990733585773499,8822342585622344,43877553074231486,7409399249090143730002.0283993964441E+15,80438382849404740,,,10785956633589243254667795222,,2839117545863.343,,,,,,2412728764915,191627124568876739263433262122834,,isracoin,isracoin
3824,2019/06/24,38816538044809637,8863333065324260,49769358255242331,7409399249090146562182.075130108361E+15,85661299523440819,,,181337148121041965035777431898,,4671727388960.223,,,,,,2589227096423,193163530273842728370832809540514,,isracoin,isracoin
3825,2019/06/25,36123934798932194,8893952959626961,50595252200242531,7409399249090146562182.0921727739176E+15,78485789982432888,,,22124264670680657009897611266,,6124619560962.902,,,,,,2701927825481,201276813581839414642733245154297,,isracoin,isracoin
3826,2019/06/26,39945939187848601,9176223859527234,56426356534277627,7409399249090147618112.1800145433891E+15,910162106676490845,,,236142473548812116841250918076,,59116224871474,,,,,,4168728336915,225273419335840845696335800294439,,isracoin,isracoin
3827,2019/06/27,36090835182814118,9201483930125364,50118453106240819,7868124124773154217672.1679197823301E+15,764301108796450242,,,197578832989670969771150737427,,54745274881413,,,,,,3017528255920,210315908527748602257433175913892,,isracoin,isracoin
3828,2019/06/28,406931321841004170,9126832652028620,53375849512219619,7934713219631154217672.1280163766006E+15,86375483022410341,,,17150443752759037275817475689,,4214623584814.081,,,,,,2758826435910,208135899294733775105232366202245,,isracoin,isracoin
3829,2019/06/29,35650830851733337,8476762678421175,41330247295212647,7934713219631154217672.1899828637277E+15,77364978544391778,,,16350596194543988923784178375,,45863176331069,,,,,,2114933235903,211102156885781947515332573520314,,isracoin,isracoin
3830,2019/06/30,33057926221685958,7689202397320644,36932441370187553,7934713219631153899822.1873574404721E+15,58517070495354916,,,22083414208543556788603315214,,6680220730879.522,,,,,,1766324614817,205817628452814502006432736210996,,isracoin,isracoin
3831,2019/07/01,33671929452951985,8755912703127639,47338245384212787,7934713219631153721752.1645237438061E+15,72007284023391823,,,22475371176356047998713267081,,6674812089749.242,,,,,,2312418815281,190533246738757729900931116013766,,isracoin,isracoin
3832,2019/07/02,37325126329895054,9178662346326119,50767941118276388,7934713219631153721752.1950225508664E+15,73070471858448403,,,15155924190286576001656877828,,4060510884733.897,,,,,,2354622825333,183680662561733446438530389973846,,isracoin,isracoin
3833,2019/07/03,39738228005753227,8784952176323075,48440243542252567,7934713219631154320362.1371194942509E+15,79754572773434397,,,19296074976426590355608602470,,4855815233807.993,,,,,,2256320249184,201762114668750738779731439196611,,isracoin,isracoin
3834,2019/07/04,37053727487747514,8631982409122679,44725943687243525,7934713219631156743772.1178605889168E+15,71207572605415589,,,14711428467397007176514675791,,3970314443688.517,,,,,,1954620746762,209163355329766536969731467620489,,isracoin,isracoin
3835,2019/07/05,37826427968849080,7856352767824935,45075743033223727,7934713219631156743772.1362909262534E+15,73530671683385326,,,17398076560275922656470364156,,459959905553.969,,,,,,1965617174967,198310760978744744883030734302563,,isracoin,isracoin
3836,2019/07/06,34849627112754040,6967332137526562,37098342487204291,7934713219631156743772.1607283445972E+15,60021566312349120,,,8004862772265491265332505349,,229709792440.965,,,,,,1618418264356,202656260678745403823931022235220,,isracoin,isracoin
3837,2019/07/07,31312031597582067,7371952287125644,32885347852176693,7934713219631154607732.1502537715213E+15,54335974575322679,,,8092329232242024562420454340,,258447661722.347,,,,,,1582018404347,201143484193742306032231355854798,,isracoin,isracoin
3838,2019/07/08,37878835218809796,8130772721430983,46691852398223436,7934713219631153239702.1353830652196E+15,72463081721389502,,,31295202731331650966544896155,,826199422672.881,,,,,,2143417925804,209465953680751174674532802771247,,isracoin,isracoin
3839,2019/07/09,36543431131771955,8557612442723460,45607547515243354,8587445349570153239702.1837655542076E+15,70836974348422658,,,304900649502999825941325366005,,8343596361717,,,,,,2218016457138,222553622965755819484833272273529,,isracoin,isracoin
3840,2019/07/10,31553539901736096,8974532750422416,45124753658224482,9064159826491153154462.1979769400144E+15,69990484615398137,,,29096037448517279983747132481,,92212129641015,,,,,,2383417728031,225210524756717104775832180478038,,isracoin,isracoin
3841,2019/07/11,32564733080975288,9032222314928000,43816248130204716,9064159826491152181322.2367790063407E+15,68310376354368153,,,342803466135454052231019009150,,105268164871045,,,,,,2023018466569,206425921919644318449029242829562,,isracoin,isracoin
3842,2019/07/12,36073534244726392,9123132341822371,46152949463226778,9064159826491152181322.2692383587408E+15,78595273093397542,,,28242664128451418276508040381,,7829213182699.403,,,,,,3145019435919,206347568037655044643629242605870,,isracoin,isracoin
3843,2019/07/13,30440429969587283,7953021886417767,34365646218175470,9064159826491152181322.2377922149526E+15,58667666743313561,,,17948177997234017198279249408,,589627809475.494,,,,,,2144218535733,203530571573639409716328820831271,,isracoin,isracoin
3844,2019/07/14,30314228899613490,7235372070419199,31707145688182150,9064159826491163430212.2599869879015E+15,51819470297335975,,,16955367715280125834552520932,,559329693900.619,,,,,,1945117905176,193651717175596851895426750824582,,isracoin,isracoin
3845,2019/07/15,34896530542743294,8581182510336630,43529147643223614,9064159826491165109152.2790644913523E+15,65005173411402584,,,19099354940268289554689460041,,547318784927.574,,,,,,2273516855909,185909253558561230496224196007573,,isracoin,isracoin
3846,2019/07/16,363175317311003278,8264075204330145,44609846200167836,9064159826491165109152.1995826696463E+15,70232176540321699,,,25468488297376029455558747880,,7012711851556.922,,,,,,2278416166359,184701757553540928955523381133452,,isracoin,isracoin
3847,2019/07/17,32475932315830029,8353654123125513,43172245683212531,9064159826491164423962.2462316211541E+15,62562780244386104,,,18170612125376495505600002204,,5595111651722.869,,,,,,2427818556507,170754729679530521895822028357206,,isracoin,isracoin
3848,2019/07/18,31562430760667874,9108332353025430,44998945661202375,9064159826491163042712.244270110287E+15,61195672990360732,,,50345469565339133193522883698,,15951111025782.908,,,,,,2459721295894,179199366868594971599523346073772,,isracoin,isracoin
3849,2019/07/19,29977330011815548,9102212274924035,42850143475208435,9064159826491163042712.200520894451E+15,61345865527354991,,,13732946056268549384435793957,,458118948534.357,,,,,,2575917545372,186624293030614083620323556711740,,isracoin,isracoin
3850,2019/07/20,32282528111584085,8216372321617756,36156341233175025,9064159826491163042712.2199726508897E+15,65362064658314683,,,9498597449291134645314533234,,2942310357538.506,,,,,,2156618264475,190261891160630077714624379876450,,isracoin,isracoin
3851,2019/07/21,28378523360522396,6870591939716274,29860936936158927,9064159826491160241902.2004138484067E+15,47319557903286734,,,11289210547183162117250073103,,397817841478.704,,,,,,2069715964397,188634585873620398216424035272621,,isracoin,isracoin
3852,2019/07/22,31924126659640666,7502462233419019,39635940466185911,9064159826491159199422.1631761685333E+15,62252663163362045,,,63071287691259183481362997652,,1975669722566.594,,,,,,2327412845911,186482711654606452775723631562751,,isracoin,isracoin
3853,2019/07/23,32020928340606795,8219842334619176,39558141472175660,9033161130738159199422.1979311284431E+15,62434865730327792,,,12168440759161614868335205178,,380025703552.419,,,,,,2161010565467,179809231061577698652222880942191,,isracoin,isracoin
3854,2019/07/24,29545027424907213,7803912014326210,37410040364163977,9013786945892158575802.2130055454804E+15,64532461682305020,,,14681527006195840335327570376,,496927141361.073,,,,,,229269975089,173249445433572551973322397666626,,isracoin,isracoin
3855,2019/07/25,33638627014949854,8291552307927842,43259440442171649,9013786945892155245452.2089339678245E+15,67892962002310535,,,19848934804185345359365898676,,590066861385.216,,,,,,1936110354969,178872656584593311961923698957959,,isracoin,isracoin
3856,2019/07/26,31944628177640260,7146142337619444,41161540877193853,9013786945892155245452.1812361777107E+15,66165861564344789,,,9593332381183772880553387900,,300316522864.317,,,,,,1795411555190,174515142847583962976823206594781,,isracoin,isracoin
3857,2019/07/27,28374025963577697,6486392009017755,33848139453183581,9013786945892155245452.2442298702311E+15,51538058109325000,,,5908899289238002058245809815,,208259167425.5,,,,,,164009084250,173678796795572217604722855680173,,isracoin,isracoin
3858,2019/07/28,27279924601572697,5446551863517274,29667537603175714,9013786945892153438202.2273849905917E+15,46731655175319222,,,4564589705236576301203464100,,167329617355.274,,,,,,147627644264,169508845564559810263322328687925,,isracoin,isracoin
3859,2019/07/29,33345129139676990,7130722176320135,39607342348194275,9013786945892152210822.2287863698569E+15,61685863345347491,,,25087382694190047451361637691,,752366522534.185,,,,,,171798835350,170543194189567232961822594082883,,isracoin,isracoin
3860,2019/07/30,32823330135715782,8235132469120527,41878042785231895,9013786945892152210822.2457193933906E+15,62934767860394480,,,20089492438211219289360240497,,612057009503.282,,,,,,1829410287717,170394647379567483556622440051639,,isracoin,isracoin
3861,2019/07/31,36116629821684284,7439552406820452,43795644085192339,9013786945892154871042.214317715571E+15,69265867152345606,,,15441360269246123764359109555,,427548253524.796,,,,,,19647123810191,175831323388594633583722960124905,,isracoin,isracoin
3862,2019/08/01,33580128951877643,8465882668225699,42692543121176407,9013786945892161911862.1865540672025E+15,65542465554327457,,,10134615894219881799625362180,,301807595712.547,,,,,,1993011685972,180002927122615325219822980794645,,isracoin,isracoin
3863,2019/08/02,34938730862768312,7796232383622452,44046743954202374,9013786945892161911862.1864669316682E+15,70206164536353383,,,8190032383214766657418609815,,234416959544.844,,,,,,1980617995265,187152112147606263591423402093556,,isracoin,isracoin
3864,2019/08/03,32741528348783492,6565582214522397,36112342024162010,9013786945892161911862.2310406859937E+15,55610859914296529,,,5972627960204280303279841260,,182427206357.172,,,,,,1585614504363,192668400018598774128323825112329,,isracoin,isracoin
3865,2019/08/04,29863826623569134,6276002388018037,31851540242175035,9013786945892159931312.2750290436886E+15,50986964572254424,,,6158881794208079539214049314,,206237816376.097,,,,,,1551411764009,193110078893584145178923637975963,,isracoin,isracoin
3866,2019/08/05,33899332184718438,8773612910721331,43746846888230537,9890230141833159303212.2964267772795E+15,69603272795401691,,,23789697386304451663653559303,,701789460909.695,,,,,,2401424074908,208594892832615282598624762667290,,isracoin,isracoin
3867,2019/08/06,36818733948732052,8477503043521464,46264048149240780,9985348008060159303212.3006017499695E+15,75198071519411690,,,19823716077311401328522713283,,538419173714.038,,,,,,2152623334725,210265301053601782900224611054982,,isracoin,isracoin
3868,2019/08/07,37075633276742477,8853593119221790,40860146395209321,9985348008060158738762.304187700751E+15,71335666242372561,,,10046023552517980853402781915,,2709615566542.484,,,,,,1968415784853,209470109373581527150424261131446,,isracoin,isracoin
3869,2019/08/08,33603939808692736,8951463444921149,43173053613213040,9985348008060152341582.3136510271547E+15,70386377244366988,,,17034046953285856852480911993,,506917181694.221,,,,,,1735212584482,211006345998569192543323909861709,,isracoin,isracoin
3870,2019/08/09,34097837674721762,8277864038721193,42618776338221345,9985348008060152341582.2897754256978E+15,64764999204387920,,,15940370331220921102398857453,,467495864552.616,,,,,,1778715434081,211491925769548856721222892261928,,isracoin,isracoin
3871,2019/08/10,30398732550630929,6864815186518119,34220494500206305,9985348008060152341582.3205428258482E+15,558666262573355988,,,20239193726234836125286195730,,665797215453.61,,,,,,1578114033650,207319625395537022640722397978726,,isracoin,isracoin
3872,2019/08/11,27312730242582507,5993333058616995,31074441985181987,9985348008060150432052.298713984021E+15,47933975379325476,,,6619194385446185110251371830,,2423514754431.534,,,,,,1440717013638,203779230403552326808922714356874,,isracoin,isracoin
3873,2019/08/12,29731332593712949,7843203044220175,34823844776241695,9985348008060134443802.3097628135484E+15,56926676049404005,,,12650666868307521269322265646,,425509435452.018,,,,,,1815615604050,203821435316549119911922808642901,,isracoin,isracoin
3874,2019/08/13,37059030148698671,8772662441920533,42607840195210751,9985348008060134443802.3217814752756E+15,75874864693388875,,,142942890241585430887344623346,,3857252588493.256,,,,,,1820816054449,199493668872535584030122426506690,,isracoin,isracoin
3875,2019/08/14,35984524231736647,8350401973321869,41922734785220037,9985348008060134443802.2875020194349E+15,66711260044393530,,,14995202167805824079460486955,,4167133256625.112,,,,,,1907213984277,187605661862516751004721735043671,,isracoin,isracoin
3876,2019/08/15,35548723721689076,7814751696020987,40722232866194684,9985348008060133578802.3166207955836E+15,63329054247363286,,,15054467084202631047482975464,,423498542700.903,,,,,,1969713374256,179406523104478600203819827901557,,isracoin,isracoin
3877,2019/08/16,32347823694718875,7641152791021163,40214734584219878,9985348008060132920872.2861981379864E+15,59040664711389302,,,10115951054166031053380503401,,312727007529.304,,,,,,1935210414367,183183364538473153915519867058730,,isracoin,isracoin
3878,2019/08/17,28812821565641106,7552731918918717,33422431089179065,9985348008060132920872.3423949870021E+15,49746755805336271,,,1652309358191297485227212967,,573464234354.408,,,,,,1570310483748,184339960320465332753519834400065,,isracoin,isracoin
3879,2019/08/18,27623919787627260,7301531999618467,30098729163179628,10016798869144132920872.2677510634729E+15,44584254151322394,,,993068061985387882235562965,,359504315375.543,,,,,,1424611243685,184113956338472252813220417787203,,isracoin,isracoin
3880,2019/08/19,33031020759724461,7118301662221289,39122829276210291,10183488432890123212472.2813374348248E+15,61652652667374353,,,924604052192647925342092995,,279924463472.203,,,,,,1677011414546,189831078057485886159921358386918,,isracoin,isracoin
3881,2019/08/20,33315122464733503,7891752212121154,41994237240218870,10183488432890117889332.2452081006681E+15,62479477854389206,,,104850757870126068377478313819,,3147245656652.095,,,,,,1659610124244,192427870547478113647121283245420,,isracoin,isracoin
3882,2019/08/21,30867223187731500,8567521699821228,44255331645219927,10183488432890117889332.2286142572306E+15,66117456938394080,,,250649398364118430152334466217,,8120255108457.233,,,,,,1817910214269,182817851882459925659320162093977,,isracoin,isracoin
3883,2019/08/22,32231223052737144,8848531945121494,44924732388212934,10183488432890117867412.1800139650254E+15,69529057429379440,,,117868988449117191539338985824,,3656985084459.864,,,,,,1785811524324,179956638065461729026820265844949,,isracoin,isracoin
3884,2019/08/23,34006722460733282,8012721618921119,41262431665226519,10183488432890113972722.2126200503352E+15,70580951086395807,,,6966628901104575724348234336,,204864656474.898,,,,,,1766811394246,183682554454469094385420711419912,,isracoin,isracoin
3885,2019/08/24,30432120683684235,6919341421019992,34371830434205294,10183488432890113972722.22980336082E+15,62645049529355268,,,458864641282625277238967981,,150783995349.248,,,,,,146189513679,181747902506463751708720438600523,,isracoin,isracoin
3886,2019/08/25,28877916881677260,6287301391922498,29888025932196810,10183488432890113972722.1652813803449E+15,46703144548340331,,,5937415921115212648232994116,,205606825344.025,,,,,,142788363400,180824455653460340436520285902314,,isracoin,isracoin
3887,2019/08/26,31808220691750845,8544861780524261,40984430594222499,10183488432890113660072.2464411078651E+15,62805352352385340,,,10727678980180095542355032740,,337268704472.844,,,,,,168268564377,185240700206467347287020385362270,,isracoin,isracoin
3888,2019/08/27,32584921495748158,8507522146822150,41027337210225536,10183488432890113361672.1545695833755E+15,62424290476384459,,,9142805017165261260300596103,,280587688401.782,,,,,,204489354440,182417808811460272808320101870599,,isracoin,isracoin
3889,2019/08/28,34104922565722262,7789321656421543,39827430971212133,10183488432890113361672.1814910823743E+15,59504150750369853,,,8954922137185486207350395502,,262578220485.136,,,,,,1903310334817,180551877022449048958019751987535,,isracoin,isracoin
3890,2019/08/29,34656921443724189,7394541700421323,41872030469214547,10183488432890113361672.2301333983843E+15,65523650163375806,,,8479262626146430532342914399,,244666829473.515,,,,,,1713710184515,170685204881410683164218223274947,,isracoin,isracoin
3891,2019/08/30,34904021790713194,7497041690621067,41622130314207292,10183488432890113243632.2651283283176E+15,64027549081359161,,,8001485656139984310343061352,,229246424481.021,,,,,,1633910384258,171107181884403804514818152172583,,isracoin,isracoin
3892,2019/08/31,34202921236679773,6709981533919888,35353131126194124,10183488432890113241412.2415941345069E+15,53418150268336241,,,749033468887124917416805020,,219004103613.153,,,,,,134539103330,172070436241403751503518185062165,,isracoin,isracoin
3893,2019/09/01,28532518923690235,6639991463320134,32378927274191483,10685572378040113241412.227939226762E+15,49961842658323265,,,8305477572123260577208581359,,291096514302.189,,,,,,146208672905,172587390937411308684018407913847,,isracoin,isracoin
3894,2019/09/02,32709922539757508,7932821573622054,40286232383230201,10771996663680111949542.2433513290984E+15,62828550090382832,,,9210945924168183113309482362,,281607462408.553,,,,,,173378433703,177946155882417712479018661277736,,isracoin,isracoin
3895,2019/09/03,37046727635751224,7931262372221631,45751642482223411,10771996663680109879162.2737440501081E+15,70277688707375150,,,10921704301296990285463981126,,2948110747617.634,,,,,,2090311133571,188404505623431275600519266390139,,isracoin,isracoin
3896,2019/09/04,32460524046714432,8712681711620683,41633032179220915,10771996663680109879162.2269225214993E+15,63960751723363530,,,12748720117152090177340322534,,392756325476.354,,,,,,1817710093783,189304088631428244899319082882141,,isracoin,isracoin
3897,2019/09/05,35224524801769872,7651162020221712,42333035059241754,10771996663680109879162.2370124253366E+15,66771453529401079,,,13118659285193790912292675749,,372437814380.162,,,,,,161878623841,189476056836418927056418664729079,,isracoin,isracoin
3898,2019/09/06,36537328280768500,8028311862522022,45716138644230681,10771996663680106833692.1771202357564E+15,70438257260390040,,,12537568886208268011316751188,,343147366412.168,,,,,,183768813601,190929381703419992962118735908208,,isracoin,isracoin
3899,2019/09/07,31427927090677445,6843321727019515,36538937531208010,10771996663680105974392.2779023663986E+15,54870454956349034,,,6543601924152079515328991533,,208215614485.636,,,,,,145267863396,186851482458423012529418643127817,,isracoin,isracoin
3900,2019/09/08,28833031130675068,5137231999719209,33180243752204726,10771996663680105974392.2837237253413E+15,50088164200343024,,,7327713070245020629280534291,,254147872415.564,,,,,,145938303290,187618189166443178787919480944647,,isracoin,isracoin
