,sent_addresses,transactions,hashrate,av_transaction_size,confirmation_time,block_size,median_transaction_size,median_transaction_value,av_transaction_value,top_100_percent,fee_reward,difficulty,google_trends,send_usd,mining_profitability,active_addresses,date,tweets,market_cap,full_name,coin
345,,,,,,,,,,,,,,,,,2015/04/25,null,,savecoin,savecoin
346,,,,,,,,,,,,,,,,,2015/04/26,null,,savecoin,savecoin
347,,,,,,,,,,,,,,,,,2015/04/27,null,,savecoin,savecoin
348,,,,,,,,,,,,,,,,,2015/04/28,null,,savecoin,savecoin
349,,,,,,,,,,,,,,,,,2015/04/29,null,,savecoin,savecoin
350,,,,,,,,,,,,,,,,,2015/04/30,null,,savecoin,savecoin
351,,,,,,,,,,,,,,,,,2015/05/01,null,,savecoin,savecoin
352,,,,,,,,,,,,,,,,,2015/05/02,null,,savecoin,savecoin
353,,,,,,,,,,,,,,,,,2015/05/03,null,,savecoin,savecoin
354,,,,,,,,,,,,,,,,,2015/05/04,null,,savecoin,savecoin
355,,,,,,,,,,,,,,,,,2015/05/05,null,,savecoin,savecoin
356,,,,,,,,,,,,,,,,,2015/05/06,null,,savecoin,savecoin
357,,,,,,,,,,,,,,,,,2015/05/07,null,,savecoin,savecoin
358,,,,,,,,,,,,,,,,,2015/05/08,null,,savecoin,savecoin
359,,,,,,,,,,,,,,,,,2015/05/09,null,,savecoin,savecoin
360,,,,,,,,,,,,,,,,,2015/05/10,null,,savecoin,savecoin
361,,,,,,,,,,,,,,,,,2015/05/11,null,,savecoin,savecoin
362,,,,,,,,,,,,,,,,,2015/05/12,null,,savecoin,savecoin
363,,,,,,,,,,,,,,,,,2015/05/13,null,,savecoin,savecoin
364,,,,,,,,,,,,,,,,,2015/05/14,null,,savecoin,savecoin
365,,,,,,,,,,,,,,,,,2015/05/15,null,,savecoin,savecoin
366,,,,,,,,,,,,,,,,,2015/05/16,null,,savecoin,savecoin
367,,,,,,,,,,,,,,,,,2015/05/17,null,,savecoin,savecoin
368,,,,,,,,,,,,,,,,,2015/05/18,null,,savecoin,savecoin
369,,,,,,,,,,,,,,,,,2015/05/19,null,,savecoin,savecoin
370,,,,,,,,,,,,,,,,,2015/05/20,null,,savecoin,savecoin
371,,,,,,,,,,,,,,,,,2015/05/21,null,,savecoin,savecoin
372,,,,,,,,,,,,,,,,,2015/05/22,null,,savecoin,savecoin
373,,,,,,,,,,,,,,,,,2015/05/23,null,,savecoin,savecoin
374,,,,,,,,,,,,,,,,,2015/05/24,null,,savecoin,savecoin
375,,,,,,,,,,,,,,,,,2015/05/25,null,,savecoin,savecoin
376,,,,,,,,,,,,,,,,,2015/05/26,null,,savecoin,savecoin
377,,,,,,,,,,,,,,,,,2015/05/27,null,,savecoin,savecoin
378,,,,,,,,,,,,,,,,,2015/05/28,null,,savecoin,savecoin
379,,,,,,,,,,,,,,,,,2015/05/29,null,,savecoin,savecoin
380,,,,,,,,,,,,,,,,,2015/05/30,null,,savecoin,savecoin
381,,,,,,,,,,,,,,,,,2015/05/31,null,,savecoin,savecoin
382,,,,,,,,,,,,,,,,,2015/06/01,null,,savecoin,savecoin
383,,,,,,,,,,,,,,,,,2015/06/02,null,,savecoin,savecoin
384,,,,,,,,,,,,,,,,,2015/06/03,null,,savecoin,savecoin
385,,,,,,,,,,,,,,,,,2015/06/04,null,,savecoin,savecoin
386,,,,,,,,,,,,,,,,,2015/06/05,null,,savecoin,savecoin
387,,,,,,,,,,,,,,,,,2015/06/06,null,,savecoin,savecoin
388,,,,,,,,,,,,,,,,,2015/06/07,null,,savecoin,savecoin
389,,,,,,,,,,,,,,,,,2015/06/08,null,,savecoin,savecoin
390,,,,,,,,,,,,,,,,,2015/06/09,null,,savecoin,savecoin
391,,,,,,,,,,,,,,,,,2015/06/10,null,,savecoin,savecoin
392,,,,,,,,,,,,,,,,,2015/06/11,null,,savecoin,savecoin
393,,,,,,,,,,,,,,,,,2015/06/12,null,,savecoin,savecoin
394,,,,,,,,,,,,,,,,,2015/06/13,null,,savecoin,savecoin
395,,,,,,,,,,,,,,,,,2015/06/14,null,,savecoin,savecoin
396,,,,,,,,,,,,,,,,,2015/06/15,null,,savecoin,savecoin
397,,,,,,,,,,,,,,,,,2015/06/16,null,,savecoin,savecoin
398,,,,,,,,,,,,,,,,,2015/06/17,null,,savecoin,savecoin
399,,,,,,,,,,,,,,,,,2015/06/18,null,,savecoin,savecoin
400,,,,,,,,,,,,,,,,,2015/06/19,null,,savecoin,savecoin
401,,,,,,,,,,,,,,,,,2015/06/20,null,,savecoin,savecoin
402,,,,,,,,,,,,,,,,,2015/06/21,null,,savecoin,savecoin
403,,,,,,,,,,,,,,,,,2015/06/22,null,,savecoin,savecoin
404,,,,,,,,,,,,,,,,,2015/06/23,null,,savecoin,savecoin
405,,,,,,,,,,,,,,,,,2015/06/24,null,,savecoin,savecoin
406,,,,,,,,,,,,,,,,,2015/06/25,null,,savecoin,savecoin
407,,,,,,,,,,,,,,,,,2015/06/26,null,,savecoin,savecoin
408,,,,,,,,,,,,,,,,,2015/06/27,null,,savecoin,savecoin
409,,,,,,,,,,,,,,,,,2015/06/28,null,,savecoin,savecoin
410,,,,,,,,,,,,,,,,,2015/06/29,null,,savecoin,savecoin
411,,,,,,,,,,,,,,,,,2015/06/30,null,,savecoin,savecoin
412,,,,,,,,,,,,,,,,,2015/07/01,null,,savecoin,savecoin
413,,,,,,,,,,,,,,,,,2015/07/02,null,,savecoin,savecoin
414,,,,,,,,,,,,,,,,,2015/07/03,null,,savecoin,savecoin
415,,,,,,,,,,,,,,,,,2015/07/04,null,,savecoin,savecoin
416,,,,,,,,,,,,,,,,,2015/07/05,null,,savecoin,savecoin
417,,,,,,,,,,,,,,,,,2015/07/06,null,,savecoin,savecoin
418,,,,,,,,,,,,,,,,,2015/07/07,null,,savecoin,savecoin
419,,,,,,,,,,,,,,,,,2015/07/08,null,,savecoin,savecoin
420,,,,,,,,,,,,,,,,,2015/07/09,null,,savecoin,savecoin
421,,,,,,,,,,,,,,,,,2015/07/10,null,,savecoin,savecoin
422,,,,,,,,,,,,,,,,,2015/07/11,null,,savecoin,savecoin
423,,,,,,,,,,,,,,,,,2015/07/12,null,,savecoin,savecoin
424,,,,,,,,,,,,,,,,,2015/07/13,null,,savecoin,savecoin
425,,,,,,,,,,,,,,,,,2015/07/14,null,,savecoin,savecoin
426,,,,,,,,,,,,,,,,,2015/07/15,null,,savecoin,savecoin
427,,,,,,,,,,,,,,,,,2015/07/16,null,,savecoin,savecoin
428,,,,,,,,,,,,,,,,,2015/07/17,null,,savecoin,savecoin
429,,,,,,,,,,,,,,,,,2015/07/18,null,,savecoin,savecoin
430,,,,,,,,,,,,,,,,,2015/07/19,null,,savecoin,savecoin
431,,,,,,,,,,,,,,,,,2015/07/20,null,,savecoin,savecoin
432,,,,,,,,,,,,,,,,,2015/07/21,null,,savecoin,savecoin
433,,,,,,,,,,,,,,,,,2015/07/22,null,,savecoin,savecoin
434,,,,,,,,,,,,,,,,,2015/07/23,null,,savecoin,savecoin
435,,,,,,,,,,,,,,,,,2015/07/24,null,,savecoin,savecoin
436,,,,,,,,,,,,,,,,,2015/07/25,null,,savecoin,savecoin
437,,,,,,,,,,,,,,,,,2015/07/26,null,,savecoin,savecoin
438,,,,,,,,,,,,,,,,,2015/07/27,null,,savecoin,savecoin
439,,,,,,,,,,,,,,,,,2015/07/28,null,,savecoin,savecoin
440,,,,,,,,,,,,,,,,,2015/07/29,null,,savecoin,savecoin
441,,,,,,,,,,,,,,,,,2015/07/30,null,,savecoin,savecoin
442,,,,,,,,,,,,,,,,,2015/07/31,null,,savecoin,savecoin
443,,,,,,,,,,,,,,,,,2015/08/01,null,,savecoin,savecoin
444,,,,,,,,,,,,,,,,,2015/08/02,null,,savecoin,savecoin
445,,,,,,,,,,,,,,,,,2015/08/03,null,,savecoin,savecoin
446,,,,,,,,,,,,,,,,,2015/08/04,null,,savecoin,savecoin
447,,,,,,,,,,,,,,,,,2015/08/05,null,,savecoin,savecoin
448,,,,,,,,,,,,,,,,,2015/08/06,null,,savecoin,savecoin
449,,,,,,,,,,,,,,,,,2015/08/07,null,,savecoin,savecoin
450,,,,,,,,,,,,,,,,,2015/08/08,null,,savecoin,savecoin
451,,,,,,,,,,,,,,,,,2015/08/09,null,,savecoin,savecoin
452,,,,,,,,,,,,,,,,,2015/08/10,null,,savecoin,savecoin
453,,,,,,,,,,,,,,,,,2015/08/11,null,,savecoin,savecoin
454,,,,,,,,,,,,,,,,,2015/08/12,null,,savecoin,savecoin
455,,,,,,,,,,,,,,,,,2015/08/13,null,,savecoin,savecoin
456,,,,,,,,,,,,,,,,,2015/08/14,null,,savecoin,savecoin
457,,,,,,,,,,,,,,,,,2015/08/15,null,,savecoin,savecoin
458,,,,,,,,,,,,,,,,,2015/08/16,null,,savecoin,savecoin
459,,,,,,,,,,,,,,,,,2015/08/17,null,,savecoin,savecoin
460,,,,,,,,,,,,,,,,,2015/08/18,null,,savecoin,savecoin
461,,,,,,,,,,,,,,,,,2015/08/19,null,,savecoin,savecoin
462,,,,,,,,,,,,,,,,,2015/08/20,null,,savecoin,savecoin
463,,,,,,,,,,,,,,,,,2015/08/21,null,,savecoin,savecoin
464,,,,,,,,,,,,,,,,,2015/08/22,null,,savecoin,savecoin
465,,,,,,,,,,,,,,,,,2015/08/23,null,,savecoin,savecoin
466,,,,,,,,,,,,,,,,,2015/08/24,null,,savecoin,savecoin
467,,,,,,,,,,,,,,,,,2015/08/25,null,,savecoin,savecoin
468,,,,,,,,,,,,,,,,,2015/08/26,null,,savecoin,savecoin
469,,,,,,,,,,,,,,,,,2015/08/27,null,,savecoin,savecoin
470,,,,,,,,,,,,,,,,,2015/08/28,null,,savecoin,savecoin
471,,,,,,,,,,,,,,,,,2015/08/29,null,,savecoin,savecoin
472,,,,,,,,,,,,,,,,,2015/08/30,null,,savecoin,savecoin
473,,,,,,,,,,,,,,,,,2015/08/31,null,,savecoin,savecoin
474,,,,,,,,,,,,,,,,,2015/09/01,null,,savecoin,savecoin
475,,,,,,,,,,,,,,,,,2015/09/02,null,,savecoin,savecoin
476,,,,,,,,,,,,,,,,,2015/09/03,null,,savecoin,savecoin
477,,,,,,,,,,,,,,,,,2015/09/04,null,,savecoin,savecoin
478,,,,,,,,,,,,,,,,,2015/09/05,null,,savecoin,savecoin
479,,,,,,,,,,,,,,,,,2015/09/06,null,,savecoin,savecoin
480,,,,,,,,,,,,,,,,,2015/09/07,null,,savecoin,savecoin
481,,,,,,,,,,,,,,,,,2015/09/08,null,,savecoin,savecoin
482,,,,,,,,,,,,,,,,,2015/09/09,null,,savecoin,savecoin
483,,,,,,,,,,,,,,,,,2015/09/10,null,,savecoin,savecoin
484,,,,,,,,,,,,,,,,,2015/09/11,null,,savecoin,savecoin
485,,,,,,,,,,,,,,,,,2015/09/12,null,,savecoin,savecoin
486,,,,,,,,,,,,,,,,,2015/09/13,null,,savecoin,savecoin
487,,,,,,,,,,,,,,,,,2015/09/14,null,,savecoin,savecoin
488,,,,,,,,,,,,,,,,,2015/09/15,null,,savecoin,savecoin
489,,,,,,,,,,,,,,,,,2015/09/16,null,,savecoin,savecoin
490,,,,,,,,,,,,,,,,,2015/09/17,null,,savecoin,savecoin
491,,,,,,,,,,,,,,,,,2015/09/18,null,,savecoin,savecoin
492,,,,,,,,,,,,,,,,,2015/09/19,null,,savecoin,savecoin
493,,,,,,,,,,,,,,,,,2015/09/20,null,,savecoin,savecoin
494,,,,,,,,,,,,,,,,,2015/09/21,null,,savecoin,savecoin
495,,,,,,,,,,,,,,,,,2015/09/22,null,,savecoin,savecoin
496,,,,,,,,,,,,,,,,,2015/09/23,null,,savecoin,savecoin
497,,,,,,,,,,,,,,,,,2015/09/24,null,,savecoin,savecoin
498,,,,,,,,,,,,,,,,,2015/09/25,null,,savecoin,savecoin
499,,,,,,,,,,,,,,,,,2015/09/26,null,,savecoin,savecoin
500,,,,,,,,,,,,,,,,,2015/09/27,null,,savecoin,savecoin
501,,,,,,,,,,,,,,,,,2015/09/28,null,,savecoin,savecoin
502,,,,,,,,,,,,,,,,,2015/09/29,null,,savecoin,savecoin
503,,,,,,,,,,,,,,,,,2015/09/30,null,,savecoin,savecoin
504,,,,,,,,,,,,,,,,,2015/10/01,null,,savecoin,savecoin
505,,,,,,,,,,,,,,,,,2015/10/02,null,,savecoin,savecoin
506,,,,,,,,,,,,,,,,,2015/10/03,null,,savecoin,savecoin
507,,,,,,,,,,,,,,,,,2015/10/04,null,,savecoin,savecoin
508,,,,,,,,,,,,,,,,,2015/10/05,null,,savecoin,savecoin
509,,,,,,,,,,,,,,,,,2015/10/06,null,,savecoin,savecoin
510,,,,,,,,,,,,,,,,,2015/10/07,null,,savecoin,savecoin
511,,,,,,,,,,,,,,,,,2015/10/08,null,,savecoin,savecoin
512,,,,,,,,,,,,,,,,,2015/10/09,null,,savecoin,savecoin
513,,,,,,,,,,,,,,,,,2015/10/10,null,,savecoin,savecoin
514,,,,,,,,,,,,,,,,,2015/10/11,null,,savecoin,savecoin
515,,,,,,,,,,,,,,,,,2015/10/12,null,,savecoin,savecoin
516,,,,,,,,,,,,,,,,,2015/10/13,null,,savecoin,savecoin
517,,,,,,,,,,,,,,,,,2015/10/14,null,,savecoin,savecoin
518,,,,,,,,,,,,,,,,,2015/10/15,null,,savecoin,savecoin
519,,,,,,,,,,,,,,,,,2015/10/16,null,,savecoin,savecoin
520,,,,,,,,,,,,,,,,,2015/10/17,null,,savecoin,savecoin
521,,,,,,,,,,,,,,,,,2015/10/18,null,,savecoin,savecoin
522,,,,,,,,,,,,,,,,,2015/10/19,null,,savecoin,savecoin
523,,,,,,,,,,,,,,,,,2015/10/20,null,,savecoin,savecoin
524,,,,,,,,,,,,,,,,,2015/10/21,null,,savecoin,savecoin
525,,,,,,,,,,,,,,,,,2015/10/22,null,,savecoin,savecoin
526,,,,,,,,,,,,,,,,,2015/10/23,null,,savecoin,savecoin
527,,,,,,,,,,,,,,,,,2015/10/24,null,,savecoin,savecoin
528,,,,,,,,,,,,,,,,,2015/10/25,null,,savecoin,savecoin
529,,,,,,,,,,,,,,,,,2015/10/26,null,,savecoin,savecoin
530,,,,,,,,,,,,,,,,,2015/10/27,null,,savecoin,savecoin
531,,,,,,,,,,,,,,,,,2015/10/28,null,,savecoin,savecoin
532,,,,,,,,,,,,,,,,,2015/10/29,null,,savecoin,savecoin
533,,,,,,,,,,,,,,,,,2015/10/30,null,,savecoin,savecoin
534,,,,,,,,,,,,,,,,,2015/10/31,null,,savecoin,savecoin
535,,,,,,,,,,,,,,,,,2015/11/01,null,,savecoin,savecoin
536,,,,,,,,,,,,,,,,,2015/11/02,null,,savecoin,savecoin
537,,,,,,,,,,,,,,,,,2015/11/03,null,,savecoin,savecoin
538,,,,,,,,,,,,,,,,,2015/11/04,null,,savecoin,savecoin
539,,,,,,,,,,,,,,,,,2015/11/05,null,,savecoin,savecoin
540,,,,,,,,,,,,,,,,,2015/11/06,null,,savecoin,savecoin
541,,,,,,,,,,,,,,,,,2015/11/07,null,,savecoin,savecoin
542,,,,,,,,,,,,,,,,,2015/11/08,null,,savecoin,savecoin
543,,,,,,,,,,,,,,,,,2015/11/09,null,,savecoin,savecoin
544,,,,,,,,,,,,,,,,,2015/11/10,null,,savecoin,savecoin
545,,,,,,,,,,,,,,,,,2015/11/11,null,,savecoin,savecoin
546,,,,,,,,,,,,,,,,,2015/11/12,null,,savecoin,savecoin
547,,,,,,,,,,,,,,,,,2015/11/13,null,,savecoin,savecoin
548,,,,,,,,,,,,,,,,,2015/11/14,null,,savecoin,savecoin
549,,,,,,,,,,,,,,,,,2015/11/15,null,,savecoin,savecoin
550,,,,,,,,,,,,,,,,,2015/11/16,null,,savecoin,savecoin
551,,,,,,,,,,,,,,,,,2015/11/17,null,,savecoin,savecoin
552,,,,,,,,,,,,,,,,,2015/11/18,null,,savecoin,savecoin
553,,,,,,,,,,,,,,,,,2015/11/19,null,,savecoin,savecoin
554,,,,,,,,,,,,,,,,,2015/11/20,null,,savecoin,savecoin
555,,,,,,,,,,,,,,,,,2015/11/21,null,,savecoin,savecoin
556,,,,,,,,,,,,,,,,,2015/11/22,null,,savecoin,savecoin
557,,,,,,,,,,,,,,,,,2015/11/23,null,,savecoin,savecoin
558,,,,,,,,,,,,,,,,,2015/11/24,null,,savecoin,savecoin
559,,,,,,,,,,,,,,,,,2015/11/25,null,,savecoin,savecoin
560,,,,,,,,,,,,,,,,,2015/11/26,null,,savecoin,savecoin
561,,,,,,,,,,,,,,,,,2015/11/27,null,,savecoin,savecoin
562,,,,,,,,,,,,,,,,,2015/11/28,null,,savecoin,savecoin
563,,,,,,,,,,,,,,,,,2015/11/29,null,,savecoin,savecoin
564,,,,,,,,,,,,,,,,,2015/11/30,null,,savecoin,savecoin
565,,,,,,,,,,,,,,,,,2015/12/01,null,,savecoin,savecoin
566,,,,,,,,,,,,,,,,,2015/12/02,null,,savecoin,savecoin
567,,,,,,,,,,,,,,,,,2015/12/03,null,,savecoin,savecoin
568,,,,,,,,,,,,,,,,,2015/12/04,null,,savecoin,savecoin
569,,,,,,,,,,,,,,,,,2015/12/05,null,,savecoin,savecoin
570,,,,,,,,,,,,,,,,,2015/12/06,null,,savecoin,savecoin
571,,,,,,,,,,,,,,,,,2015/12/07,null,,savecoin,savecoin
572,,,,,,,,,,,,,,,,,2015/12/08,null,,savecoin,savecoin
573,,,,,,,,,,,,,,,,,2015/12/09,null,,savecoin,savecoin
574,,,,,,,,,,,,,,,,,2015/12/10,null,,savecoin,savecoin
575,,,,,,,,,,,,,,,,,2015/12/11,null,,savecoin,savecoin
576,,,,,,,,,,,,,,,,,2015/12/12,null,,savecoin,savecoin
577,,,,,,,,,,,,,,,,,2015/12/13,null,,savecoin,savecoin
578,,,,,,,,,,,,,,,,,2015/12/14,null,,savecoin,savecoin
579,,,,,,,,,,,,,,,,,2015/12/15,null,,savecoin,savecoin
580,,,,,,,,,,,,,,,,,2015/12/16,null,,savecoin,savecoin
581,,,,,,,,,,,,,,,,,2015/12/17,null,,savecoin,savecoin
582,,,,,,,,,,,,,,,,,2015/12/18,null,,savecoin,savecoin
583,,,,,,,,,,,,,,,,,2015/12/19,null,,savecoin,savecoin
584,,,,,,,,,,,,,,,,,2015/12/20,null,,savecoin,savecoin
585,,,,,,,,,,,,,,,,,2015/12/21,null,,savecoin,savecoin
586,,,,,,,,,,,,,,,,,2015/12/22,null,,savecoin,savecoin
587,,,,,,,,,,,,,,,,,2015/12/23,null,,savecoin,savecoin
588,,,,,,,,,,,,,,,,,2015/12/24,null,,savecoin,savecoin
589,,,,,,,,,,,,,,,,,2015/12/25,null,,savecoin,savecoin
590,,,,,,,,,,,,,,,,,2015/12/26,null,,savecoin,savecoin
591,,,,,,,,,,,,,,,,,2015/12/27,null,,savecoin,savecoin
592,,,,,,,,,,,,,,,,,2015/12/28,null,,savecoin,savecoin
593,,,,,,,,,,,,,,,,,2015/12/29,null,,savecoin,savecoin
594,,,,,,,,,,,,,,,,,2015/12/30,null,,savecoin,savecoin
595,,,,,,,,,,,,,,,,,2015/12/31,null,,savecoin,savecoin
596,,,,,,,,,,,,,,,,,2016/01/01,null,,savecoin,savecoin
597,,,,,,,,,,,,,,,,,2016/01/02,null,,savecoin,savecoin
598,,,,,,,,,,,,,,,,,2016/01/03,null,,savecoin,savecoin
599,,,,,,,,,,,,,,,,,2016/01/04,null,,savecoin,savecoin
600,,,,,,,,,,,,,,,,,2016/01/05,null,,savecoin,savecoin
601,,,,,,,,,,,,,,,,,2016/01/06,null,,savecoin,savecoin
602,,,,,,,,,,,,,,,,,2016/01/07,null,,savecoin,savecoin
603,,,,,,,,,,,,,,,,,2016/01/08,null,,savecoin,savecoin
604,,,,,,,,,,,,,,,,,2016/01/09,null,,savecoin,savecoin
605,,,,,,,,,,,,,,,,,2016/01/10,null,,savecoin,savecoin
606,,,,,,,,,,,,,,,,,2016/01/11,null,,savecoin,savecoin
607,,,,,,,,,,,,,,,,,2016/01/12,null,,savecoin,savecoin
608,,,,,,,,,,,,,,,,,2016/01/13,null,,savecoin,savecoin
609,,,,,,,,,,,,,,,,,2016/01/14,null,,savecoin,savecoin
610,,,,,,,,,,,,,,,,,2016/01/15,null,,savecoin,savecoin
611,,,,,,,,,,,,,,,,,2016/01/16,null,,savecoin,savecoin
612,,,,,,,,,,,,,,,,,2016/01/17,null,,savecoin,savecoin
613,,,,,,,,,,,,,,,,,2016/01/18,null,,savecoin,savecoin
614,,,,,,,,,,,,,,,,,2016/01/19,null,,savecoin,savecoin
615,,,,,,,,,,,,,,,,,2016/01/20,null,,savecoin,savecoin
616,,,,,,,,,,,,,,,,,2016/01/21,null,,savecoin,savecoin
617,,,,,,,,,,,,,,,,,2016/01/22,null,,savecoin,savecoin
618,,,,,,,,,,,,,,,,,2016/01/23,null,,savecoin,savecoin
619,,,,,,,,,,,,,,,,,2016/01/24,null,,savecoin,savecoin
620,,,,,,,,,,,,,,,,,2016/01/25,null,,savecoin,savecoin
621,,,,,,,,,,,,,,,,,2016/01/26,null,,savecoin,savecoin
622,,,,,,,,,,,,,,,,,2016/01/27,null,,savecoin,savecoin
623,,,,,,,,,,,,,,,,,2016/01/28,null,,savecoin,savecoin
624,,,,,,,,,,,,,,,,,2016/01/29,null,,savecoin,savecoin
625,,,,,,,,,,,,,,,,,2016/01/30,null,,savecoin,savecoin
626,,,,,,,,,,,,,,,,,2016/01/31,null,,savecoin,savecoin
627,,,,,,,,,,,,,,,,,2016/02/01,null,,savecoin,savecoin
628,,,,,,,,,,,,,,,,,2016/02/02,null,,savecoin,savecoin
629,,,,,,,,,,,,,,,,,2016/02/03,null,,savecoin,savecoin
630,,,,,,,,,,,,,,,,,2016/02/04,null,,savecoin,savecoin
631,,,,,,,,,,,,,,,,,2016/02/05,null,,savecoin,savecoin
632,,,,,,,,,,,,,,,,,2016/02/06,null,,savecoin,savecoin
633,,,,,,,,,,,,,,,,,2016/02/07,null,,savecoin,savecoin
634,,,,,,,,,,,,,,,,,2016/02/08,null,,savecoin,savecoin
635,,,,,,,,,,,,,,,,,2016/02/09,null,,savecoin,savecoin
636,,,,,,,,,,,,,,,,,2016/02/10,null,,savecoin,savecoin
637,,,,,,,,,,,,,,,,,2016/02/11,null,,savecoin,savecoin
638,,,,,,,,,,,,,,,,,2016/02/12,null,,savecoin,savecoin
639,,,,,,,,,,,,,,,,,2016/02/13,null,,savecoin,savecoin
640,,,,,,,,,,,,,,,,,2016/02/14,null,,savecoin,savecoin
641,,,,,,,,,,,,,,,,,2016/02/15,null,,savecoin,savecoin
642,,,,,,,,,,,,,,,,,2016/02/16,null,,savecoin,savecoin
643,,,,,,,,,,,,,,,,,2016/02/17,null,,savecoin,savecoin
644,,,,,,,,,,,,,,,,,2016/02/18,null,,savecoin,savecoin
645,,,,,,,,,,,,,,,,,2016/02/19,null,,savecoin,savecoin
646,,,,,,,,,,,,,,,,,2016/02/20,null,,savecoin,savecoin
647,,,,,,,,,,,,,,,,,2016/02/21,null,,savecoin,savecoin
648,,,,,,,,,,,,,,,,,2016/02/22,null,,savecoin,savecoin
649,,,,,,,,,,,,,,,,,2016/02/23,null,,savecoin,savecoin
650,,,,,,,,,,,,,,,,,2016/02/24,null,,savecoin,savecoin
651,,,,,,,,,,,,,,,,,2016/02/25,null,,savecoin,savecoin
652,,,,,,,,,,,,,,,,,2016/02/26,null,,savecoin,savecoin
653,,,,,,,,,,,,,,,,,2016/02/27,null,,savecoin,savecoin
654,,,,,,,,,,,,,,,,,2016/02/28,null,,savecoin,savecoin
655,,,,,,,,,,,,,,,,,2016/02/29,null,,savecoin,savecoin
656,,,,,,,,,,,,,,,,,2016/03/01,null,,savecoin,savecoin
657,,,,,,,,,,,,,,,,,2016/03/02,null,,savecoin,savecoin
658,,,,,,,,,,,,,,,,,2016/03/03,null,,savecoin,savecoin
659,,,,,,,,,,,,,,,,,2016/03/04,null,,savecoin,savecoin
660,,,,,,,,,,,,,,,,,2016/03/05,null,,savecoin,savecoin
661,,,,,,,,,,,,,,,,,2016/03/06,null,,savecoin,savecoin
662,,,,,,,,,,,,,,,,,2016/03/07,null,,savecoin,savecoin
663,,,,,,,,,,,,,,,,,2016/03/08,null,,savecoin,savecoin
664,,,,,,,,,,,,,,,,,2016/03/09,null,,savecoin,savecoin
665,,,,,,,,,,,,,,,,,2016/03/10,null,,savecoin,savecoin
666,,,,,,,,,,,,,,,,,2016/03/11,null,,savecoin,savecoin
667,,,,,,,,,,,,,,,,,2016/03/12,null,,savecoin,savecoin
668,,,,,,,,,,,,,,,,,2016/03/13,null,,savecoin,savecoin
669,,,,,,,,,,,,,,,,,2016/03/14,null,,savecoin,savecoin
670,,,,,,,,,,,,,,,,,2016/03/15,null,,savecoin,savecoin
671,,,,,,,,,,,,,,,,,2016/03/16,null,,savecoin,savecoin
672,,,,,,,,,,,,,,,,,2016/03/17,null,,savecoin,savecoin
673,,,,,,,,,,,,,,,,,2016/03/18,null,,savecoin,savecoin
674,,,,,,,,,,,,,,,,,2016/03/19,null,,savecoin,savecoin
675,,,,,,,,,,,,,,,,,2016/03/20,null,,savecoin,savecoin
676,,,,,,,,,,,,,,,,,2016/03/21,null,,savecoin,savecoin
677,,,,,,,,,,,,,,,,,2016/03/22,null,,savecoin,savecoin
678,,,,,,,,,,,,,,,,,2016/03/23,null,,savecoin,savecoin
679,,,,,,,,,,,,,,,,,2016/03/24,null,,savecoin,savecoin
680,,,,,,,,,,,,,,,,,2016/03/25,null,,savecoin,savecoin
681,,,,,,,,,,,,,,,,,2016/03/26,null,,savecoin,savecoin
682,,,,,,,,,,,,,,,,,2016/03/27,null,,savecoin,savecoin
683,,,,,,,,,,,,,,,,,2016/03/28,null,,savecoin,savecoin
684,,,,,,,,,,,,,,,,,2016/03/29,null,,savecoin,savecoin
685,,,,,,,,,,,,,,,,,2016/03/30,null,,savecoin,savecoin
686,,,,,,,,,,,,,,,,,2016/03/31,null,,savecoin,savecoin
687,,,,,,,,,,,,,,,,,2016/04/01,null,,savecoin,savecoin
688,,,,,,,,,,,,,,,,,2016/04/02,null,,savecoin,savecoin
689,,,,,,,,,,,,,,,,,2016/04/03,null,,savecoin,savecoin
690,,,,,,,,,,,,,,,,,2016/04/04,null,,savecoin,savecoin
691,,,,,,,,,,,,,,,,,2016/04/05,null,,savecoin,savecoin
692,,,,,,,,,,,,,,,,,2016/04/06,null,,savecoin,savecoin
693,,,,,,,,,,,,,,,,,2016/04/07,null,,savecoin,savecoin
694,,,,,,,,,,,,,,,,,2016/04/08,null,,savecoin,savecoin
695,,,,,,,,,,,,,,,,,2016/04/09,null,,savecoin,savecoin
696,,,,,,,,,,,,,,,,,2016/04/10,null,,savecoin,savecoin
697,,,,,,,,,,,,,,,,,2016/04/11,null,,savecoin,savecoin
698,,,,,,,,,,,,,,,,,2016/04/12,null,,savecoin,savecoin
699,,,,,,,,,,,,,,,,,2016/04/13,null,,savecoin,savecoin
700,,,,,,,,,,,,,,,,,2016/04/14,null,,savecoin,savecoin
701,,,,,,,,,,,,,,,,,2016/04/15,null,,savecoin,savecoin
702,,,,,,,,,,,,,,,,,2016/04/16,null,,savecoin,savecoin
703,,,,,,,,,,,,,,,,,2016/04/17,null,,savecoin,savecoin
704,,,,,,,,,,,,,,,,,2016/04/18,null,,savecoin,savecoin
705,,,,,,,,,,,,,,,,,2016/04/19,null,,savecoin,savecoin
706,,,,,,,,,,,,,,,,,2016/04/20,null,,savecoin,savecoin
707,,,,,,,,,,,,,,,,,2016/04/21,null,,savecoin,savecoin
708,,,,,,,,,,,,,,,,,2016/04/22,null,,savecoin,savecoin
709,,,,,,,,,,,,,,,,,2016/04/23,null,,savecoin,savecoin
