,sent_addresses,transactions,hashrate,av_transaction_size,confirmation_time,block_size,median_transaction_size,median_transaction_value,av_transaction_value,top_100_percent,fee_reward,difficulty,google_trends,send_usd,mining_profitability,active_addresses,date,tweets,market_cap,full_name,coin
710,,,,,,,,,,,,,,,,,2016/04/24,null,,savecoin,savecoin
711,,,,,,,,,,,,,,,,,2016/04/25,null,,savecoin,savecoin
712,,,,,,,,,,,,,,,,,2016/04/26,null,,savecoin,savecoin
713,,,,,,,,,,,,,,,,,2016/04/27,null,,savecoin,savecoin
714,,,,,,,,,,,,,,,,,2016/04/28,null,,savecoin,savecoin
715,,,,,,,,,,,,,,,,,2016/04/29,null,,savecoin,savecoin
716,,,,,,,,,,,,,,,,,2016/04/30,null,,savecoin,savecoin
717,,,,,,,,,,,,,,,,,2016/05/01,null,,savecoin,savecoin
718,,,,,,,,,,,,,,,,,2016/05/02,null,,savecoin,savecoin
719,,,,,,,,,,,,,,,,,2016/05/03,null,,savecoin,savecoin
720,,,,,,,,,,,,,,,,,2016/05/04,null,,savecoin,savecoin
721,,,,,,,,,,,,,,,,,2016/05/05,null,,savecoin,savecoin
722,,,,,,,,,,,,,,,,,2016/05/06,null,,savecoin,savecoin
723,,,,,,,,,,,,,,,,,2016/05/07,null,,savecoin,savecoin
724,,,,,,,,,,,,,,,,,2016/05/08,null,,savecoin,savecoin
725,,,,,,,,,,,,,,,,,2016/05/09,null,,savecoin,savecoin
726,,,,,,,,,,,,,,,,,2016/05/10,null,,savecoin,savecoin
727,,,,,,,,,,,,,,,,,2016/05/11,null,,savecoin,savecoin
728,,,,,,,,,,,,,,,,,2016/05/12,null,,savecoin,savecoin
729,,,,,,,,,,,,,,,,,2016/05/13,null,,savecoin,savecoin
730,,,,,,,,,,,,,,,,,2016/05/14,null,,savecoin,savecoin
731,,,,,,,,,,,,,,,,,2016/05/15,null,,savecoin,savecoin
732,,,,,,,,,,,,,,,,,2016/05/16,null,,savecoin,savecoin
733,,,,,,,,,,,,,,,,,2016/05/17,null,,savecoin,savecoin
734,,,,,,,,,,,,,,,,,2016/05/18,null,,savecoin,savecoin
735,,,,,,,,,,,,,,,,,2016/05/19,null,,savecoin,savecoin
736,,,,,,,,,,,,,,,,,2016/05/20,null,,savecoin,savecoin
737,,,,,,,,,,,,,,,,,2016/05/21,null,,savecoin,savecoin
738,,,,,,,,,,,,,,,,,2016/05/22,null,,savecoin,savecoin
739,,,,,,,,,,,,,,,,,2016/05/23,null,,savecoin,savecoin
740,,,,,,,,,,,,,,,,,2016/05/24,null,,savecoin,savecoin
741,,,,,,,,,,,,,,,,,2016/05/25,null,,savecoin,savecoin
742,,,,,,,,,,,,,,,,,2016/05/26,null,,savecoin,savecoin
743,,,,,,,,,,,,,,,,,2016/05/27,null,,savecoin,savecoin
744,,,,,,,,,,,,,,,,,2016/05/28,null,,savecoin,savecoin
745,,,,,,,,,,,,,,,,,2016/05/29,null,,savecoin,savecoin
746,,,,,,,,,,,,,,,,,2016/05/30,null,,savecoin,savecoin
747,,,,,,,,,,,,,,,,,2016/05/31,null,,savecoin,savecoin
748,,,,,,,,,,,,,,,,,2016/06/01,null,,savecoin,savecoin
749,,,,,,,,,,,,,,,,,2016/06/02,null,,savecoin,savecoin
750,,,,,,,,,,,,,,,,,2016/06/03,null,,savecoin,savecoin
751,,,,,,,,,,,,,,,,,2016/06/04,null,,savecoin,savecoin
752,,,,,,,,,,,,,,,,,2016/06/05,null,,savecoin,savecoin
753,,,,,,,,,,,,,,,,,2016/06/06,null,,savecoin,savecoin
754,,,,,,,,,,,,,,,,,2016/06/07,null,,savecoin,savecoin
755,,,,,,,,,,,,,,,,,2016/06/08,null,,savecoin,savecoin
756,,,,,,,,,,,,,,,,,2016/06/09,null,,savecoin,savecoin
757,,,,,,,,,,,,,,,,,2016/06/10,null,,savecoin,savecoin
758,,,,,,,,,,,,,,,,,2016/06/11,null,,savecoin,savecoin
759,,,,,,,,,,,,,,,,,2016/06/12,null,,savecoin,savecoin
760,,,,,,,,,,,,,,,,,2016/06/13,null,,savecoin,savecoin
761,,,,,,,,,,,,,,,,,2016/06/14,null,,savecoin,savecoin
762,,,,,,,,,,,,,,,,,2016/06/15,null,,savecoin,savecoin
763,,,,,,,,,,,,,,,,,2016/06/16,null,,savecoin,savecoin
764,,,,,,,,,,,,,,,,,2016/06/17,null,,savecoin,savecoin
765,,,,,,,,,,,,,,,,,2016/06/18,null,,savecoin,savecoin
766,,,,,,,,,,,,,,,,,2016/06/19,null,,savecoin,savecoin
767,,,,,,,,,,,,,,,,,2016/06/20,null,,savecoin,savecoin
768,,,,,,,,,,,,,,,,,2016/06/21,null,,savecoin,savecoin
769,,,,,,,,,,,,,,,,,2016/06/22,null,,savecoin,savecoin
770,,,,,,,,,,,,,,,,,2016/06/23,null,,savecoin,savecoin
771,,,,,,,,,,,,,,,,,2016/06/24,null,,savecoin,savecoin
772,,,,,,,,,,,,,,,,,2016/06/25,null,,savecoin,savecoin
773,,,,,,,,,,,,,,,,,2016/06/26,null,,savecoin,savecoin
774,,,,,,,,,,,,,,,,,2016/06/27,null,,savecoin,savecoin
775,,,,,,,,,,,,,,,,,2016/06/28,null,,savecoin,savecoin
776,,,,,,,,,,,,,,,,,2016/06/29,null,,savecoin,savecoin
777,,,,,,,,,,,,,,,,,2016/06/30,null,,savecoin,savecoin
778,,,,,,,,,,,,,,,,,2016/07/01,null,,savecoin,savecoin
779,,,,,,,,,,,,,,,,,2016/07/02,null,,savecoin,savecoin
780,,,,,,,,,,,,,,,,,2016/07/03,null,,savecoin,savecoin
781,,,,,,,,,,,,,,,,,2016/07/04,null,,savecoin,savecoin
782,,,,,,,,,,,,,,,,,2016/07/05,null,,savecoin,savecoin
783,,,,,,,,,,,,,,,,,2016/07/06,null,,savecoin,savecoin
784,,,,,,,,,,,,,,,,,2016/07/07,null,,savecoin,savecoin
785,,,,,,,,,,,,,,,,,2016/07/08,null,,savecoin,savecoin
786,,,,,,,,,,,,,,,,,2016/07/09,null,,savecoin,savecoin
787,,,,,,,,,,,,,,,,,2016/07/10,null,,savecoin,savecoin
788,,,,,,,,,,,,,,,,,2016/07/11,null,,savecoin,savecoin
789,,,,,,,,,,,,,,,,,2016/07/12,null,,savecoin,savecoin
790,,,,,,,,,,,,,,,,,2016/07/13,null,,savecoin,savecoin
791,,,,,,,,,,,,,,,,,2016/07/14,null,,savecoin,savecoin
792,,,,,,,,,,,,,,,,,2016/07/15,null,,savecoin,savecoin
793,,,,,,,,,,,,,,,,,2016/07/16,null,,savecoin,savecoin
794,,,,,,,,,,,,,,,,,2016/07/17,null,,savecoin,savecoin
795,,,,,,,,,,,,,,,,,2016/07/18,null,,savecoin,savecoin
796,,,,,,,,,,,,,,,,,2016/07/19,null,,savecoin,savecoin
797,,,,,,,,,,,,,,,,,2016/07/20,null,,savecoin,savecoin
798,,,,,,,,,,,,,,,,,2016/07/21,null,,savecoin,savecoin
799,,,,,,,,,,,,,,,,,2016/07/22,null,,savecoin,savecoin
800,,,,,,,,,,,,,,,,,2016/07/23,null,,savecoin,savecoin
801,,,,,,,,,,,,,,,,,2016/07/24,null,,savecoin,savecoin
802,,,,,,,,,,,,,,,,,2016/07/25,null,,savecoin,savecoin
803,,,,,,,,,,,,,,,,,2016/07/26,null,,savecoin,savecoin
804,,,,,,,,,,,,,,,,,2016/07/27,null,,savecoin,savecoin
805,,,,,,,,,,,,,,,,,2016/07/28,null,,savecoin,savecoin
806,,,,,,,,,,,,,,,,,2016/07/29,null,,savecoin,savecoin
807,,,,,,,,,,,,,,,,,2016/07/30,null,,savecoin,savecoin
808,,,,,,,,,,,,,,,,,2016/07/31,null,,savecoin,savecoin
809,,,,,,,,,,,,,,,,,2016/08/01,null,,savecoin,savecoin
810,,,,,,,,,,,,,,,,,2016/08/02,null,,savecoin,savecoin
811,,,,,,,,,,,,,,,,,2016/08/03,null,,savecoin,savecoin
812,,,,,,,,,,,,,,,,,2016/08/04,null,,savecoin,savecoin
813,,,,,,,,,,,,,,,,,2016/08/05,null,,savecoin,savecoin
814,,,,,,,,,,,,,,,,,2016/08/06,null,,savecoin,savecoin
815,,,,,,,,,,,,,,,,,2016/08/07,null,,savecoin,savecoin
816,,,,,,,,,,,,,,,,,2016/08/08,null,,savecoin,savecoin
817,,,,,,,,,,,,,,,,,2016/08/09,null,,savecoin,savecoin
818,,,,,,,,,,,,,,,,,2016/08/10,null,,savecoin,savecoin
819,,,,,,,,,,,,,,,,,2016/08/11,null,,savecoin,savecoin
820,,,,,,,,,,,,,,,,,2016/08/12,null,,savecoin,savecoin
821,,,,,,,,,,,,,,,,,2016/08/13,null,,savecoin,savecoin
822,,,,,,,,,,,,,,,,,2016/08/14,null,,savecoin,savecoin
823,,,,,,,,,,,,,,,,,2016/08/15,null,,savecoin,savecoin
824,,,,,,,,,,,,,,,,,2016/08/16,null,,savecoin,savecoin
825,,,,,,,,,,,,,,,,,2016/08/17,null,,savecoin,savecoin
826,,,,,,,,,,,,,,,,,2016/08/18,null,,savecoin,savecoin
827,,,,,,,,,,,,,,,,,2016/08/19,null,,savecoin,savecoin
828,,,,,,,,,,,,,,,,,2016/08/20,null,,savecoin,savecoin
829,,,,,,,,,,,,,,,,,2016/08/21,null,,savecoin,savecoin
830,,,,,,,,,,,,,,,,,2016/08/22,null,,savecoin,savecoin
831,,,,,,,,,,,,,,,,,2016/08/23,null,,savecoin,savecoin
832,,,,,,,,,,,,,,,,,2016/08/24,null,,savecoin,savecoin
833,,,,,,,,,,,,,,,,,2016/08/25,null,,savecoin,savecoin
834,,,,,,,,,,,,,,,,,2016/08/26,null,,savecoin,savecoin
835,,,,,,,,,,,,,,,,,2016/08/27,null,,savecoin,savecoin
836,,,,,,,,,,,,,,,,,2016/08/28,null,,savecoin,savecoin
837,,,,,,,,,,,,,,,,,2016/08/29,null,,savecoin,savecoin
838,,,,,,,,,,,,,,,,,2016/08/30,null,,savecoin,savecoin
839,,,,,,,,,,,,,,,,,2016/08/31,null,,savecoin,savecoin
840,,,,,,,,,,,,,,,,,2016/09/01,null,,savecoin,savecoin
841,,,,,,,,,,,,,,,,,2016/09/02,null,,savecoin,savecoin
842,,,,,,,,,,,,,,,,,2016/09/03,null,,savecoin,savecoin
843,,,,,,,,,,,,,,,,,2016/09/04,null,,savecoin,savecoin
844,,,,,,,,,,,,,,,,,2016/09/05,null,,savecoin,savecoin
845,,,,,,,,,,,,,,,,,2016/09/06,null,,savecoin,savecoin
846,,,,,,,,,,,,,,,,,2016/09/07,null,,savecoin,savecoin
847,,,,,,,,,,,,,,,,,2016/09/08,null,,savecoin,savecoin
848,,,,,,,,,,,,,,,,,2016/09/09,null,,savecoin,savecoin
849,,,,,,,,,,,,,,,,,2016/09/10,null,,savecoin,savecoin
850,,,,,,,,,,,,,,,,,2016/09/11,null,,savecoin,savecoin
851,,,,,,,,,,,,,,,,,2016/09/12,null,,savecoin,savecoin
852,,,,,,,,,,,,,,,,,2016/09/13,null,,savecoin,savecoin
853,,,,,,,,,,,,,,,,,2016/09/14,null,,savecoin,savecoin
854,,,,,,,,,,,,,,,,,2016/09/15,null,,savecoin,savecoin
855,,,,,,,,,,,,,,,,,2016/09/16,null,,savecoin,savecoin
856,,,,,,,,,,,,,,,,,2016/09/17,null,,savecoin,savecoin
857,,,,,,,,,,,,,,,,,2016/09/18,null,,savecoin,savecoin
858,,,,,,,,,,,,,,,,,2016/09/19,null,,savecoin,savecoin
859,,,,,,,,,,,,,,,,,2016/09/20,null,,savecoin,savecoin
860,,,,,,,,,,,,,,,,,2016/09/21,null,,savecoin,savecoin
861,,,,,,,,,,,,,,,,,2016/09/22,null,,savecoin,savecoin
862,,,,,,,,,,,,,,,,,2016/09/23,null,,savecoin,savecoin
863,,,,,,,,,,,,,,,,,2016/09/24,null,,savecoin,savecoin
864,,,,,,,,,,,,,,,,,2016/09/25,null,,savecoin,savecoin
865,,,,,,,,,,,,,,,,,2016/09/26,null,,savecoin,savecoin
866,,,,,,,,,,,,,,,,,2016/09/27,null,,savecoin,savecoin
867,,,,,,,,,,,,,,,,,2016/09/28,null,,savecoin,savecoin
868,,,,,,,,,,,,,,,,,2016/09/29,null,,savecoin,savecoin
869,,,,,,,,,,,,,,,,,2016/09/30,null,,savecoin,savecoin
870,,,,,,,,,,,,,,,,,2016/10/01,null,,savecoin,savecoin
871,,,,,,,,,,,,,,,,,2016/10/02,null,,savecoin,savecoin
872,,,,,,,,,,,,,,,,,2016/10/03,null,,savecoin,savecoin
873,,,,,,,,,,,,,,,,,2016/10/04,null,,savecoin,savecoin
874,,,,,,,,,,,,,,,,,2016/10/05,null,,savecoin,savecoin
875,,,,,,,,,,,,,,,,,2016/10/06,null,,savecoin,savecoin
876,,,,,,,,,,,,,,,,,2016/10/07,null,,savecoin,savecoin
877,,,,,,,,,,,,,,,,,2016/10/08,null,,savecoin,savecoin
878,,,,,,,,,,,,,,,,,2016/10/09,null,,savecoin,savecoin
879,,,,,,,,,,,,,,,,,2016/10/10,null,,savecoin,savecoin
880,,,,,,,,,,,,,,,,,2016/10/11,null,,savecoin,savecoin
881,,,,,,,,,,,,,,,,,2016/10/12,null,,savecoin,savecoin
882,,,,,,,,,,,,,,,,,2016/10/13,null,,savecoin,savecoin
883,,,,,,,,,,,,,,,,,2016/10/14,null,,savecoin,savecoin
884,,,,,,,,,,,,,,,,,2016/10/15,null,,savecoin,savecoin
885,,,,,,,,,,,,,,,,,2016/10/16,null,,savecoin,savecoin
886,,,,,,,,,,,,,,,,,2016/10/17,null,,savecoin,savecoin
887,,,,,,,,,,,,,,,,,2016/10/18,null,,savecoin,savecoin
888,,,,,,,,,,,,,,,,,2016/10/19,null,,savecoin,savecoin
889,,,,,,,,,,,,,,,,,2016/10/20,null,,savecoin,savecoin
890,,,,,,,,,,,,,,,,,2016/10/21,null,,savecoin,savecoin
891,,,,,,,,,,,,,,,,,2016/10/22,null,,savecoin,savecoin
892,,,,,,,,,,,,,,,,,2016/10/23,null,,savecoin,savecoin
893,,,,,,,,,,,,,,,,,2016/10/24,null,,savecoin,savecoin
894,,,,,,,,,,,,,,,,,2016/10/25,null,,savecoin,savecoin
895,,,,,,,,,,,,,,,,,2016/10/26,null,,savecoin,savecoin
896,,,,,,,,,,,,,,,,,2016/10/27,null,,savecoin,savecoin
897,,,,,,,,,,,,,,,,,2016/10/28,null,,savecoin,savecoin
898,,,,,,,,,,,,,,,,,2016/10/29,null,,savecoin,savecoin
899,,,,,,,,,,,,,,,,,2016/10/30,null,,savecoin,savecoin
900,,,,,,,,,,,,,,,,,2016/10/31,null,,savecoin,savecoin
901,,,,,,,,,,,,,,,,,2016/11/01,null,,savecoin,savecoin
902,,,,,,,,,,,,,,,,,2016/11/02,null,,savecoin,savecoin
903,,,,,,,,,,,,,,,,,2016/11/03,null,,savecoin,savecoin
904,,,,,,,,,,,,,,,,,2016/11/04,null,,savecoin,savecoin
905,,,,,,,,,,,,,,,,,2016/11/05,null,,savecoin,savecoin
906,,,,,,,,,,,,,,,,,2016/11/06,null,,savecoin,savecoin
907,,,,,,,,,,,,,,,,,2016/11/07,null,,savecoin,savecoin
908,,,,,,,,,,,,,,,,,2016/11/08,null,,savecoin,savecoin
909,,,,,,,,,,,,,,,,,2016/11/09,null,,savecoin,savecoin
910,,,,,,,,,,,,,,,,,2016/11/10,null,,savecoin,savecoin
911,,,,,,,,,,,,,,,,,2016/11/11,null,,savecoin,savecoin
912,,,,,,,,,,,,,,,,,2016/11/12,null,,savecoin,savecoin
913,,,,,,,,,,,,,,,,,2016/11/13,null,,savecoin,savecoin
914,,,,,,,,,,,,,,,,,2016/11/14,null,,savecoin,savecoin
915,,,,,,,,,,,,,,,,,2016/11/15,null,,savecoin,savecoin
916,,,,,,,,,,,,,,,,,2016/11/16,null,,savecoin,savecoin
917,,,,,,,,,,,,,,,,,2016/11/17,null,,savecoin,savecoin
918,,,,,,,,,,,,,,,,,2016/11/18,null,,savecoin,savecoin
919,,,,,,,,,,,,,,,,,2016/11/19,null,,savecoin,savecoin
920,,,,,,,,,,,,,,,,,2016/11/20,null,,savecoin,savecoin
921,,,,,,,,,,,,,,,,,2016/11/21,null,,savecoin,savecoin
922,,,,,,,,,,,,,,,,,2016/11/22,null,,savecoin,savecoin
923,,,,,,,,,,,,,,,,,2016/11/23,null,,savecoin,savecoin
924,,,,,,,,,,,,,,,,,2016/11/24,null,,savecoin,savecoin
925,,,,,,,,,,,,,,,,,2016/11/25,null,,savecoin,savecoin
926,,,,,,,,,,,,,,,,,2016/11/26,null,,savecoin,savecoin
927,,,,,,,,,,,,,,,,,2016/11/27,null,,savecoin,savecoin
928,,,,,,,,,,,,,,,,,2016/11/28,null,,savecoin,savecoin
929,,,,,,,,,,,,,,,,,2016/11/29,null,,savecoin,savecoin
930,,,,,,,,,,,,,,,,,2016/11/30,null,,savecoin,savecoin
931,,,,,,,,,,,,,,,,,2016/12/01,null,,savecoin,savecoin
932,,,,,,,,,,,,,,,,,2016/12/02,null,,savecoin,savecoin
933,,,,,,,,,,,,,,,,,2016/12/03,null,,savecoin,savecoin
934,,,,,,,,,,,,,,,,,2016/12/04,null,,savecoin,savecoin
935,,,,,,,,,,,,,,,,,2016/12/05,null,,savecoin,savecoin
936,,,,,,,,,,,,,,,,,2016/12/06,null,,savecoin,savecoin
937,,,,,,,,,,,,,,,,,2016/12/07,null,,savecoin,savecoin
938,,,,,,,,,,,,,,,,,2016/12/08,null,,savecoin,savecoin
939,,,,,,,,,,,,,,,,,2016/12/09,null,,savecoin,savecoin
940,,,,,,,,,,,,,,,,,2016/12/10,null,,savecoin,savecoin
941,,,,,,,,,,,,,,,,,2016/12/11,null,,savecoin,savecoin
942,,,,,,,,,,,,,,,,,2016/12/12,null,,savecoin,savecoin
943,,,,,,,,,,,,,,,,,2016/12/13,null,,savecoin,savecoin
944,,,,,,,,,,,,,,,,,2016/12/14,null,,savecoin,savecoin
945,,,,,,,,,,,,,,,,,2016/12/15,null,,savecoin,savecoin
946,,,,,,,,,,,,,,,,,2016/12/16,null,,savecoin,savecoin
947,,,,,,,,,,,,,,,,,2016/12/17,null,,savecoin,savecoin
948,,,,,,,,,,,,,,,,,2016/12/18,null,,savecoin,savecoin
949,,,,,,,,,,,,,,,,,2016/12/19,null,,savecoin,savecoin
950,,,,,,,,,,,,,,,,,2016/12/20,null,,savecoin,savecoin
951,,,,,,,,,,,,,,,,,2016/12/21,null,,savecoin,savecoin
952,,,,,,,,,,,,,,,,,2016/12/22,null,,savecoin,savecoin
953,,,,,,,,,,,,,,,,,2016/12/23,null,,savecoin,savecoin
954,,,,,,,,,,,,,,,,,2016/12/24,null,,savecoin,savecoin
955,,,,,,,,,,,,,,,,,2016/12/25,null,,savecoin,savecoin
956,,,,,,,,,,,,,,,,,2016/12/26,null,,savecoin,savecoin
957,,,,,,,,,,,,,,,,,2016/12/27,null,,savecoin,savecoin
958,,,,,,,,,,,,,,,,,2016/12/28,null,,savecoin,savecoin
959,,,,,,,,,,,,,,,,,2016/12/29,null,,savecoin,savecoin
960,,,,,,,,,,,,,,,,,2016/12/30,null,,savecoin,savecoin
961,,,,,,,,,,,,,,,,,2016/12/31,null,,savecoin,savecoin
962,,,,,,,,,,,,,,,,,2017/01/01,null,,savecoin,savecoin
963,,,,,,,,,,,,,,,,,2017/01/02,null,,savecoin,savecoin
964,,,,,,,,,,,,,,,,,2017/01/03,null,,savecoin,savecoin
965,,,,,,,,,,,,,,,,,2017/01/04,null,,savecoin,savecoin
966,,,,,,,,,,,,,,,,,2017/01/05,null,,savecoin,savecoin
967,,,,,,,,,,,,,,,,,2017/01/06,null,,savecoin,savecoin
968,,,,,,,,,,,,,,,,,2017/01/07,null,,savecoin,savecoin
969,,,,,,,,,,,,,,,,,2017/01/08,null,,savecoin,savecoin
970,,,,,,,,,,,,,,,,,2017/01/09,null,,savecoin,savecoin
971,,,,,,,,,,,,,,,,,2017/01/10,null,,savecoin,savecoin
972,,,,,,,,,,,,,,,,,2017/01/11,null,,savecoin,savecoin
973,,,,,,,,,,,,,,,,,2017/01/12,null,,savecoin,savecoin
974,,,,,,,,,,,,,,,,,2017/01/13,null,,savecoin,savecoin
975,,,,,,,,,,,,,,,,,2017/01/14,null,,savecoin,savecoin
976,,,,,,,,,,,,,,,,,2017/01/15,null,,savecoin,savecoin
977,,,,,,,,,,,,,,,,,2017/01/16,null,,savecoin,savecoin
978,,,,,,,,,,,,,,,,,2017/01/17,null,,savecoin,savecoin
979,,,,,,,,,,,,,,,,,2017/01/18,null,,savecoin,savecoin
980,,,,,,,,,,,,,,,,,2017/01/19,null,,savecoin,savecoin
981,,,,,,,,,,,,,,,,,2017/01/20,null,,savecoin,savecoin
982,,,,,,,,,,,,,,,,,2017/01/21,null,,savecoin,savecoin
983,,,,,,,,,,,,,,,,,2017/01/22,null,,savecoin,savecoin
984,,,,,,,,,,,,,,,,,2017/01/23,null,,savecoin,savecoin
985,,,,,,,,,,,,,,,,,2017/01/24,null,,savecoin,savecoin
986,,,,,,,,,,,,,,,,,2017/01/25,null,,savecoin,savecoin
987,,,,,,,,,,,,,,,,,2017/01/26,null,,savecoin,savecoin
988,,,,,,,,,,,,,,,,,2017/01/27,null,,savecoin,savecoin
989,,,,,,,,,,,,,,,,,2017/01/28,null,,savecoin,savecoin
990,,,,,,,,,,,,,,,,,2017/01/29,null,,savecoin,savecoin
991,,,,,,,,,,,,,,,,,2017/01/30,null,,savecoin,savecoin
992,,,,,,,,,,,,,,,,,2017/01/31,null,,savecoin,savecoin
993,,,,,,,,,,,,,,,,,2017/02/01,null,,savecoin,savecoin
994,,,,,,,,,,,,,,,,,2017/02/02,null,,savecoin,savecoin
995,,,,,,,,,,,,,,,,,2017/02/03,null,,savecoin,savecoin
996,,,,,,,,,,,,,,,,,2017/02/04,null,,savecoin,savecoin
997,,,,,,,,,,,,,,,,,2017/02/05,null,,savecoin,savecoin
998,,,,,,,,,,,,,,,,,2017/02/06,null,,savecoin,savecoin
999,,,,,,,,,,,,,,,,,2017/02/07,null,,savecoin,savecoin
1000,,,,,,,,,,,,,,,,,2017/02/08,null,,savecoin,savecoin
1001,,,,,,,,,,,,,,,,,2017/02/09,null,,savecoin,savecoin
1002,,,,,,,,,,,,,,,,,2017/02/10,null,,savecoin,savecoin
1003,,,,,,,,,,,,,,,,,2017/02/11,null,,savecoin,savecoin
1004,,,,,,,,,,,,,,,,,2017/02/12,null,,savecoin,savecoin
1005,,,,,,,,,,,,,,,,,2017/02/13,null,,savecoin,savecoin
1006,,,,,,,,,,,,,,,,,2017/02/14,null,,savecoin,savecoin
1007,,,,,,,,,,,,,,,,,2017/02/15,null,,savecoin,savecoin
1008,,,,,,,,,,,,,,,,,2017/02/16,null,,savecoin,savecoin
1009,,,,,,,,,,,,,,,,,2017/02/17,null,,savecoin,savecoin
1010,,,,,,,,,,,,,,,,,2017/02/18,null,,savecoin,savecoin
1011,,,,,,,,,,,,,,,,,2017/02/19,null,,savecoin,savecoin
1012,,,,,,,,,,,,,,,,,2017/02/20,null,,savecoin,savecoin
1013,,,,,,,,,,,,,,,,,2017/02/21,null,,savecoin,savecoin
1014,,,,,,,,,,,,,,,,,2017/02/22,null,,savecoin,savecoin
1015,,,,,,,,,,,,,,,,,2017/02/23,null,,savecoin,savecoin
1016,,,,,,,,,,,,,,,,,2017/02/24,null,,savecoin,savecoin
1017,,,,,,,,,,,,,,,,,2017/02/25,null,,savecoin,savecoin
1018,,,,,,,,,,,,,,,,,2017/02/26,null,,savecoin,savecoin
1019,,,,,,,,,,,,,,,,,2017/02/27,null,,savecoin,savecoin
1020,,,,,,,,,,,,,,,,,2017/02/28,null,,savecoin,savecoin
1021,,,,,,,,,,,,,,,,,2017/03/01,null,,savecoin,savecoin
1022,,,,,,,,,,,,,,,,,2017/03/02,null,,savecoin,savecoin
1023,,,,,,,,,,,,,,,,,2017/03/03,null,,savecoin,savecoin
1024,,,,,,,,,,,,,,,,,2017/03/04,null,,savecoin,savecoin
1025,,,,,,,,,,,,,,,,,2017/03/05,null,,savecoin,savecoin
1026,,,,,,,,,,,,,,,,,2017/03/06,null,,savecoin,savecoin
1027,,,,,,,,,,,,,,,,,2017/03/07,null,,savecoin,savecoin
1028,,,,,,,,,,,,,,,,,2017/03/08,null,,savecoin,savecoin
1029,,,,,,,,,,,,,,,,,2017/03/09,null,,savecoin,savecoin
1030,,,,,,,,,,,,,,,,,2017/03/10,null,,savecoin,savecoin
1031,,,,,,,,,,,,,,,,,2017/03/11,null,,savecoin,savecoin
1032,,,,,,,,,,,,,,,,,2017/03/12,null,,savecoin,savecoin
1033,,,,,,,,,,,,,,,,,2017/03/13,null,,savecoin,savecoin
1034,,,,,,,,,,,,,,,,,2017/03/14,null,,savecoin,savecoin
1035,,,,,,,,,,,,,,,,,2017/03/15,null,,savecoin,savecoin
1036,,,,,,,,,,,,,,,,,2017/03/16,null,,savecoin,savecoin
1037,,,,,,,,,,,,,,,,,2017/03/17,null,,savecoin,savecoin
1038,,,,,,,,,,,,,,,,,2017/03/18,null,,savecoin,savecoin
1039,,,,,,,,,,,,,,,,,2017/03/19,null,,savecoin,savecoin
1040,,,,,,,,,,,,,,,,,2017/03/20,null,,savecoin,savecoin
1041,,,,,,,,,,,,,,,,,2017/03/21,null,,savecoin,savecoin
1042,,,,,,,,,,,,,,,,,2017/03/22,null,,savecoin,savecoin
1043,,,,,,,,,,,,,,,,,2017/03/23,null,,savecoin,savecoin
1044,,,,,,,,,,,,,,,,,2017/03/24,null,,savecoin,savecoin
1045,,,,,,,,,,,,,,,,,2017/03/25,null,,savecoin,savecoin
1046,,,,,,,,,,,,,,,,,2017/03/26,null,,savecoin,savecoin
1047,,,,,,,,,,,,,,,,,2017/03/27,null,,savecoin,savecoin
1048,,,,,,,,,,,,,,,,,2017/03/28,null,,savecoin,savecoin
1049,,,,,,,,,,,,,,,,,2017/03/29,null,,savecoin,savecoin
1050,,,,,,,,,,,,,,,,,2017/03/30,null,,savecoin,savecoin
1051,,,,,,,,,,,,,,,,,2017/03/31,null,,savecoin,savecoin
1052,,,,,,,,,,,,,,,,,2017/04/01,null,,savecoin,savecoin
1053,,,,,,,,,,,,,,,,,2017/04/02,null,,savecoin,savecoin
1054,,,,,,,,,,,,,,,,,2017/04/03,null,,savecoin,savecoin
1055,,,,,,,,,,,,,,,,,2017/04/04,1,,savecoin,savecoin
1056,,,,,,,,,,,,,,,,,2017/04/05,null,,savecoin,savecoin
1057,,,,,,,,,,,,,,,,,2017/04/06,null,,savecoin,savecoin
1058,,,,,,,,,,,,,,,,,2017/04/07,null,,savecoin,savecoin
1059,,,,,,,,,,,,,,,,,2017/04/08,null,,savecoin,savecoin
1060,,,,,,,,,,,,,,,,,2017/04/09,1,,savecoin,savecoin
1061,,,,,,,,,,,,,,,,,2017/04/10,null,,savecoin,savecoin
1062,,,,,,,,,,,,,,,,,2017/04/11,null,,savecoin,savecoin
1063,,,,,,,,,,,,,,,,,2017/04/12,null,,savecoin,savecoin
1064,,,,,,,,,,,,,,,,,2017/04/13,null,,savecoin,savecoin
1065,,,,,,,,,,,,,,,,,2017/04/14,null,,savecoin,savecoin
1066,,,,,,,,,,,,,,,,,2017/04/15,null,,savecoin,savecoin
1067,,,,,,,,,,,,,,,,,2017/04/16,1,,savecoin,savecoin
1068,,,,,,,,,,,,,,,,,2017/04/17,null,,savecoin,savecoin
1069,,,,,,,,,,,,,,,,,2017/04/18,1,,savecoin,savecoin
1070,,,,,,,,,,,,,,,,,2017/04/19,null,,savecoin,savecoin
1071,,,,,,,,,,,,,,,,,2017/04/20,null,,savecoin,savecoin
1072,,,,,,,,,,,,,,,,,2017/04/21,null,,savecoin,savecoin
