,date,block_size,transactions,sent_addresses,av_transaction_size,median_transaction_value,send_usd,mining_profitability,fee_reward,google_trends,confirmation_time,active_addresses,av_transaction_value,difficulty,top_100_percent,median_transaction_size,market_cap,hashrate,tweets,full_name,coin
1201,2012/04/18,32905626.15null,8450529null,135981200null,,,5215097nullnull,,,,,193711626null,607.82nullnull,15779131.701null,,,44432537nullnull,,,aircoin,aircoin
1202,2012/04/19,23558566.661null,7743486null,124281119null,,,3518732nullnull,,,,,177821507null,445.409nullnull,15779131.701null,,,45177189nullnull,,,aircoin,aircoin
1203,2012/04/20,28147529.089null,8131443null,135731090null,,,14979837nullnull,,,,,193461447null,1808nullnull,15779131.618null,,,46241653nullnull,,,aircoin,aircoin
1204,2012/04/21,22122783.637null,7047354null,115201005null,,,6502765nullnull,,,,,163141378null,903.036nullnull,15779131.617null,,,47033306nullnull,,,aircoin,aircoin
1205,2012/04/22,21101510.093null,6214412null,105021114null,,,4957816nullnull,,,,,146981516null,780.267nullnull,15779131.617null,,,46216269nullnull,,,aircoin,aircoin
1206,2012/04/23,24795747.188null,6969464null,117461175null,,,3952853nullnull,,,,,167351596null,556.426nullnull,15779131.591null,,,44929115nullnull,,,aircoin,aircoin
1207,2012/04/24,24958936.209null,7522479null,123241279null,,,3735586nullnull,,,,,173301657null,487.674nullnull,15779131.488null,,,44495207nullnull,,,aircoin,aircoin
1208,2012/04/25,27268612.892null,7430456null,124941115null,,,5178034nullnull,,,,,174541571null,685.197nullnull,15779131.488null,,,45298429nullnull,,,aircoin,aircoin
1209,2012/04/26,27323852.129null,9944490null,139771125null,,,9462632nullnull,,,,,191691669null,936.987nullnull,15779131.488null,,,45320504nullnull,,,aircoin,aircoin
1210,2012/04/27,24958670.85null,7060482null,118531099null,,,7457539nullnull,,,,,172021450null,1036nullnull,15281031.437null,,,45260993nullnull,,,aircoin,aircoin
1211,2012/04/28,21852731.398null,7275489null,114051106null,,,4443238nullnull,,,,,159691492null,598.255nullnull,15085901.336null,,,44728799nullnull,,,aircoin,aircoin
1212,2012/04/29,18880560.492null,7550491null,115271182null,,,4843245nullnull,,,,,159911567null,626.633nullnull,15085901.336null,,,43896177nullnull,,,aircoin,aircoin
1213,2012/04/30,23316701.34null,9234552null,142991307null,,,5403582nullnull,,,,,191011992null,574.055nullnull,15085901.336null,,,43849664nullnull,,,aircoin,aircoin
1214,2012/05/01,28094707.344null,10038556null,145531326null,,,5384206nullnull,,,,,200302098null,527.45nullnull,15085901.289null,,,44277425nullnull,,,aircoin,aircoin
1215,2012/05/02,314541356null,9828554null,145661274null,,,5421854nullnull,,,,,201992092null,543.381nullnull,15085901.264null,,,44874623nullnull,,,aircoin,aircoin
1216,2012/05/03,38871893.979null,13845520null,165481224null,,,6170963nullnull,,,,,218601684null,440.72nullnull,15085901.264null,,,45511162nullnull,,,aircoin,aircoin
1217,2012/05/04,39016966.825null,13937397null,166491003null,,,5691706nullnull,,,,,226781546null,403.724nullnull,15085901.264null,,,45409728nullnull,,,aircoin,aircoin
1218,2012/05/05,34066648.59null,12831414null,152091032null,,,6067456nullnull,,,,,200171569null,466.799nullnull,15085901.262null,,,45307139nullnull,,,aircoin,aircoin
1219,2012/05/06,34626556.666null,10986422null,141081120null,,,3295020nullnull,,,,,221981451null,295.518nullnull,15085901.262null,,,45274342nullnull,,,aircoin,aircoin
1220,2012/05/07,47573693.395null,18077495null,191541198null,,,11043335nullnull,,,,,256521614null,605.214nullnull,15085901.262null,,,45238497nullnull,,,aircoin,aircoin
1221,2012/05/08,44137604.446null,17543508null,184951254null,,,19717500nullnull,,,,,237861698null,1113nullnull,15085901.236null,,,45403872nullnull,,,aircoin,aircoin
1222,2012/05/09,47735629.106null,17079532null,191911270null,,,11850719nullnull,,,,,248251737null,687.197nullnull,16060141.171null,,,45252244nullnull,,,aircoin,aircoin
1223,2012/05/10,41691635.137null,11653507null,151671247null,,,5917199nullnull,,,,,204171713null,502.224nullnull,17332081.171null,,,44468986nullnull,,,aircoin,aircoin
1224,2012/05/11,59536708.825null,18918521null,199971253null,,,7516889nullnull,,,,,261371672null,394.36nullnull,17332081.171null,,,44050308nullnull,,,aircoin,aircoin
1225,2012/05/12,61767759.171null,18198460null,179291158null,,,15814943nullnull,,,,,227491540null,862.978nullnull,17332081.165null,,,44475700nullnull,,,aircoin,aircoin
1226,2012/05/13,45873619.047null,14597502null,158701213null,,,7422726nullnull,,,,,207041693null,503.68nullnull,17332081.163null,,,44433250nullnull,,,aircoin,aircoin
1227,2012/05/14,89490691.831null,28210548null,266611303null,,,11450230nullnull,,,,,324141915null,403.902nullnull,17332081.163null,,,44814895nullnull,,,aircoin,aircoin
1228,2012/05/15,77261633.384null,22105488null,214371146null,,,18787528nullnull,,,,,271631764null,844.953nullnull,17332081.161null,,,45303808nullnull,,,aircoin,aircoin
1229,2012/05/16,70625666.5null,17957505null,191891161null,,,17376275nullnull,,,,,255411586null,961.183nullnull,17332081.156null,,,45648650nullnull,,,aircoin,aircoin
1230,2012/05/17,67869752.042null,16819600null,172671269null,,,17576928nullnull,,,,,225691735null,1038nullnull,17332081.156null,,,45957367nullnull,,,aircoin,aircoin
1231,2012/05/18,755961012null,24336595null,207961178null,,,9548311nullnull,,,,,261611611null,390.029nullnull,17332081.156null,,,46118755nullnull,,,aircoin,aircoin
1232,2012/05/19,104530686.538null,35255538null,257311204null,,,6263069nullnull,,,,,316041580null,176.903nullnull,17332081.129null,,,46183801nullnull,,,aircoin,aircoin
1233,2012/05/20,99269573.667null,31322657null,236121409null,,,10270045nullnull,,,,,295401878null,326.448nullnull,17332080.979null,,,46150410nullnull,,,aircoin,aircoin
1234,2012/05/21,110218822.87null,31478704null,240941490null,,,19442637nullnull,,,,,303552021null,615.195nullnull,17332080.979null,,,46147533nullnull,,,aircoin,aircoin
1235,2012/05/22,90642604.519null,23365662null,211761517null,,,20685550nullnull,,,,,275162055null,880.986nullnull,17332080.979null,,,46173595nullnull,,,aircoin,aircoin
1236,2012/05/23,93793715.463null,27302686null,228421515null,,,9214491nullnull,,,,,296161971null,335.903nullnull,17332081.053null,,,46383407nullnull,,,aircoin,aircoin
1237,2012/05/24,94460671.505null,26464674null,220321479null,,,5757136nullnull,,,,,280671920null,216.523nullnull,16990961.064null,,,46508986nullnull,,,aircoin,aircoin
1238,2012/05/25,104320591.318null,28878774null,232871608null,,,12481721nullnull,,,,,301122159null,430.419nullnull,15910751.064null,,,46567675nullnull,,,aircoin,aircoin
1239,2012/05/26,70946774.728null,23137640null,197451309null,,,24652137nullnull,,,,,256501827null,1059nullnull,15910751.159null,,,46391484nullnull,,,aircoin,aircoin
1240,2012/05/27,72716826.456null,26288658null,205961352null,,,10315147nullnull,,,,,262951765null,390.031nullnull,15910751.193null,,,46532848nullnull,,,aircoin,aircoin
1241,2012/05/28,93271851.306null,29746684null,230361387null,,,10932955nullnull,,,,,295941923null,365.797nullnull,15910751.193null,,,46681877nullnull,,,aircoin,aircoin
1242,2012/05/29,1054781008null,29690683null,251141320null,,,16271953nullnull,,,,,342681770null,545.746nullnull,15910751.193null,,,46828270nullnull,,,aircoin,aircoin
1243,2012/05/30,88056751.128null,25449596null,218671324null,,,12261857nullnull,,,,,285481848null,479.353nullnull,15910751.066null,,,46838004nullnull,,,aircoin,aircoin
1244,2012/05/31,688261128null,20875628null,215251326null,,,24675913nullnull,,,,,284111852null,1174nullnull,15910751.036null,,,47008999nullnull,,,aircoin,aircoin
1245,2012/06/01,79468551.764null,26917434null,223761088null,,,15513187nullnull,,,,,290591647null,573.098nullnull,15910751.036null,,,47772937nullnull,,,aircoin,aircoin
1246,2012/06/02,36148716.242null,12640602null,150421400null,,,10435359nullnull,,,,,205671909null,815.262nullnull,15910751.034null,,,48036312nullnull,,,aircoin,aircoin
1247,2012/06/03,95880653.321null,33448608null,249971269null,,,9009740nullnull,,,,,303921642null,268.139nullnull,15910751.03null,,,47755411nullnull,,,aircoin,aircoin
1248,2012/06/04,130169681.455null,45783547null,323331239null,,,24314697nullnull,,,,,415731708null,529.294nullnull,15910751.03null,,,47945780nullnull,,,aircoin,aircoin
1249,2012/06/05,1280771102null,44217587null,331961420null,,,24234952nullnull,,,,,409662104null,546.275nullnull,15910751.03null,,,48992775nullnull,,,aircoin,aircoin
1250,2012/06/06,47759807.683null,15784595null,179171526null,,,13635404nullnull,,,,,241622019null,855.582nullnull,15910751.065null,,,49921219nullnull,,,aircoin,aircoin
1251,2012/06/07,104436560.043null,33064519null,257831335null,,,26730650nullnull,,,,,353851663null,805.067nullnull,15892571.071null,,,50691589nullnull,,,aircoin,aircoin
1252,2012/06/08,78306563.993null,23756595null,208841554null,,,30616718nullnull,,,,,282662022null,1281nullnull,15831781.071null,,,51484984nullnull,,,aircoin,aircoin
1253,2012/06/09,84899535.219null,32879610null,239601402null,,,7755161nullnull,,,,,315391803null,234.649nullnull,15831781.097null,,,51383611nullnull,,,aircoin,aircoin
1254,2012/06/10,102631684.558null,40555584null,270831287null,,,18109705nullnull,,,,,338331908null,444.726nullnull,15831781.122null,,,50675075nullnull,,,aircoin,aircoin
1255,2012/06/11,100591613.002null,32391580null,247771291null,,,16768873nullnull,,,,,326081819null,515.474nullnull,15831781.122null,,,50788634nullnull,,,aircoin,aircoin
1256,2012/06/12,58803690.131null,18087569null,166811300null,,,14580957nullnull,,,,,234931678null,799.263nullnull,15831781.122null,,,51987295nullnull,,,aircoin,aircoin
1257,2012/06/13,161051671.683null,56644631null,370901386null,,,14132411nullnull,,,,,467342050null,248.836nullnull,15831781.117null,,,53707538nullnull,,,aircoin,aircoin
1258,2012/06/14,179319560.652null,61782616null,384871334null,,,28698663nullnull,,,,,496461775null,463.345nullnull,15831781.117null,,,54783971nullnull,,,aircoin,aircoin
1259,2012/06/15,154174709.792null,54827689null,366691458null,,,21550438nullnull,,,,,490872045null,391.926nullnull,15831781.117null,,,57466049nullnull,,,aircoin,aircoin
1260,2012/06/16,125257729.993null,43126551null,311771261null,,,25106942nullnull,,,,,393471718null,580.078nullnull,15831781.163null,,,59574711nullnull,,,aircoin,aircoin
1261,2012/06/17,114005554.059null,43745524null,312321248null,,,8874068nullnull,,,,,393561656null,202.101nullnull,15831781.185null,,,58296262nullnull,,,aircoin,aircoin
1262,2012/06/18,99762533.817null,38896558null,302561308null,,,15694526nullnull,,,,,376041724null,401.692nullnull,15831781.185null,,,57873603nullnull,,,aircoin,aircoin
1263,2012/06/19,112799612.601null,35815565null,267551254null,,,13526367nullnull,,,,,355471679null,376.129nullnull,15831781.182null,,,59311750nullnull,,,aircoin,aircoin
1264,2012/06/20,105181576.789null,32101599null,241321298null,,,11249185nullnull,,,,,322671709null,348.855nullnull,16247111.143null,,,61027243nullnull,,,aircoin,aircoin
1265,2012/06/21,92607541.345null,26646609null,221181340null,,,6939284nullnull,,,,,297121730null,259.103nullnull,17265671.143null,,,61915964nullnull,,,aircoin,aircoin
1266,2012/06/22,80592864.859null,23427728null,218521543null,,,15005817nullnull,,,,,292302326null,636.784nullnull,17265671.143null,,,61394284nullnull,,,aircoin,aircoin
1267,2012/06/23,64139705.464null,22139665null,216981527null,,,19566183nullnull,,,,,302582354null,877.289nullnull,17265671.17null,,,60271402nullnull,,,aircoin,aircoin
1268,2012/06/24,78239486.623null,22261674null,212461657null,,,12091843nullnull,,,,,285032088null,540.007nullnull,17265671.181null,,,59405022nullnull,,,aircoin,aircoin
1269,2012/06/25,83030873.197null,28559753null,254701786null,,,11460370nullnull,,,,,339772666null,399.135nullnull,17265671.249null,,,58871501nullnull,,,aircoin,aircoin
1270,2012/06/26,88470680.646null,30086646null,277011502null,,,10950545nullnull,,,,,359992195null,362.181nullnull,17265671.642null,,,59359510nullnull,,,aircoin,aircoin
1271,2012/06/27,82729786.862null,30712669null,294421448null,,,12975935nullnull,,,,,390991880null,420.273nullnull,17265671.642null,,,61067661nullnull,,,aircoin,aircoin
1272,2012/06/28,85385624.044null,26385668null,249331567null,,,22980728nullnull,,,,,327292179null,866.478nullnull,17265671.668null,,,61807569nullnull,,,aircoin,aircoin
1273,2012/06/29,65558671.911null,22731557null,251021356null,,,16688056nullnull,,,,,331152087null,729.469nullnull,17265671.875null,,,61867521nullnull,,,aircoin,aircoin
1274,2012/06/30,720621233null,22486462null,242411189null,,,9264408nullnull,,,,,319291632null,409.603nullnull,17265671.875null,,,62308674nullnull,,,aircoin,aircoin
1275,2012/07/01,56599753.345null,19134638null,222071460null,,,8920691nullnull,,,,,317002052null,462.787nullnull,17265671.875null,,,62254399nullnull,,,aircoin,aircoin
1276,2012/07/02,68526583.538null,24995561null,277721347null,,,7907411nullnull,,,,,365881940null,314.447nullnull,17265672.096null,,,62494074nullnull,,,aircoin,aircoin
1277,2012/07/03,603771117null,22507868null,254041666null,,,9460498nullnull,,,,,346992417null,417.369nullnull,17265672.1null,,,61841873nullnull,,,aircoin,aircoin
1278,2012/07/04,675161136null,23014883null,230841878null,,,14722780nullnull,,,,,316352602null,635.589nullnull,17398402.1null,,,60723861nullnull,,,aircoin,aircoin
1279,2012/07/05,677321289null,21499773null,208101742null,,,13243690nullnull,,,,,279232279null,611.916nullnull,17514552.432null,,,61803902nullnull,,,aircoin,aircoin
1280,2012/07/06,680781248null,23761736null,216391758null,,,9147599nullnull,,,,,293492417null,382.489nullnull,17514552.44null,,,62499475nullnull,,,aircoin,aircoin
1281,2012/07/07,639621220null,25449913null,247182029null,,,27727072nullnull,,,,,309402791null,1082nullnull,17514552.844null,,,63227078nullnull,,,aircoin,aircoin
1282,2012/07/08,591821723null,206461191null,205292503null,,,5553827nullnull,,,,,279133698null,267.024nullnull,17514553.402null,,,63748376nullnull,,,aircoin,aircoin
1283,2012/07/09,671221325null,249661151null,243092427null,,,14673227nullnull,,,,,322823692null,583.916nullnull,17514554.061null,,,64985588nullnull,,,aircoin,aircoin
1284,2012/07/10,1016641214null,34930885null,292961849null,,,15383149nullnull,,,,,370312527null,438.516nullnull,17514555.798null,,,66964927nullnull,,,aircoin,aircoin
1285,2012/07/11,103152734.953null,31116679null,266881575null,,,8239161nullnull,,,,,353532108null,263.653nullnull,17514555.798null,,,67622870nullnull,,,aircoin,aircoin
1286,2012/07/12,71257741.06null,24153638null,257401451null,,,10347469nullnull,,,,,342321890null,425.769nullnull,17514555.798null,,,70428154nullnull,,,aircoin,aircoin
1287,2012/07/13,707171026null,24393697null,229991524null,,,189692228823null,,,,,313632072null,772.4887.262null,17514555.88null,,,72457986278442null,,,aircoin,aircoin
1288,2012/07/14,61443757.957null,22626696null,228301606null,,,186698793781null,,,,,298992100null,819.3212.92null,17514555.882null,,,71526782322251null,,,aircoin,aircoin
1289,2012/07/15,81670770.539null,26205774null,232291724null,,,102821107561null,,,,,303832262null,390.2875.317null,17514555.882null,,,71686586328992null,,,aircoin,aircoin
1290,2012/07/16,943101607null,31229989null,290041913null,,,170164679151null,,,,,368012706null,542.2885.795null,17514556.042null,,,76560554399041null,,,aircoin,aircoin
1291,2012/07/17,912801397null,350291144null,313952171null,,,2183430116384null,,,,,402663017null,620.2759.087null,17948906.171null,,,81914572490280null,,,aircoin,aircoin
1292,2012/07/18,974581030null,32433947null,262151915null,,,1425534517473null,,,,,342872628null,437.44210.893null,18663916.171null,,,84878858445062null,,,aircoin,aircoin
1293,2012/07/19,107218896.865null,30900958null,261491891null,,,1098008012470null,,,,,363092608null,353.7977.903null,18663916.377null,,,85280134434487null,,,aircoin,aircoin
1294,2012/07/20,111117873.717null,36646860null,288631744null,,,1425910711585null,,,,,361172347null,387.5397.908null,18663916.688null,,,82541429461426null,,,aircoin,aircoin
1295,2012/07/21,105366800.679null,34452797null,281551719null,,,206568788883null,,,,,355782190null,597.146.148null,18663916.688null,,,82675790449380null,,,aircoin,aircoin
1296,2012/07/22,91723818.469null,34705685null,310111564null,,,147502225212null,,,,,389552074null,423.1274.088null,18663916.746null,,,82087261422779null,,,aircoin,aircoin
1297,2012/07/23,976521003null,325571012null,320661959null,,,182531529804null,,,,,420382874null,558.2355.931null,18663917.146null,,,80297476429065null,,,aircoin,aircoin
1298,2012/07/24,76531964.928null,282081156null,271192161null,,,148483197512null,,,,,384152695null,523.3994.056null,18663917.146null,,,81156123441302null,,,aircoin,aircoin
1299,2012/07/25,716031536null,271671049null,240612086null,,,882062111864null,,,,,315582986null,322.786.866null,18663917.279null,,,82670476411733null,,,aircoin,aircoin
1300,2012/07/26,78997835.089null,30538682null,237591491null,,,2044406110492null,,,,,308422495null,665.7798.671null,18663918.368null,,,84413746417358null,,,aircoin,aircoin
1301,2012/07/27,628351109null,269771036null,249872029null,,,1932943715868null,,,,,322932870null,711.8199.378null,18663918.368null,,,84965961477067null,,,aircoin,aircoin
1302,2012/07/28,94103904.529null,35077845null,299241754null,,,154270168166null,,,,,386272407null,437.8945.469null,18663918.368null,,,84988315474304null,,,aircoin,aircoin
1303,2012/07/29,883291132null,34317997null,264281995null,,,969240812862null,,,,,359782720null,281.0787.767null,18663918.794null,,,84149085485060null,,,aircoin,aircoin
1304,2012/07/30,894731357null,34219963null,278612054null,,,864237131441null,,,,,361892706null,251.26818.387null,19505648.88null,,,85226705536406null,,,aircoin,aircoin
1305,2012/07/31,1373019121null,413771442null,438162476null,,,2734705260391null,,,,,587764785null,658.85429.445null,20366718.88null,,,88277568566526null,,,aircoin,aircoin
1306,2012/08/01,988841477null,304041735null,305232725null,,,21414939nullnull,,,,,407223580null,701.255nullnull,203667110.146null,,,90597522nullnull,,,aircoin,aircoin
1307,2012/08/02,870351333null,330461263null,314852263null,,,1791731530828null,,,,,421263099null,539.49916.346null,203667110.431null,,,96340673558717null,,,aircoin,aircoin
1308,2012/08/03,729271347null,27618932null,277511852null,,,1536612852122null,,,,,363622471null,553.13634.725null,203667110.431null,,,103674301514956null,,,aircoin,aircoin
1309,2012/08/04,814883100null,288541028null,265971886null,,,15436013113005null,,,,,358833121null,532.09372.486null,203667110.487null,,,105534793473868null,,,aircoin,aircoin
1310,2012/08/05,983121853null,331441347null,286112161null,,,2151287965893null,,,,,378403753null,646.36235.851null,203667110.58null,,,105092822440108null,,,aircoin,aircoin
1311,2012/08/06,1021861029null,35260711null,330551511null,,,2159818524821null,,,,,423492331null,610.11820.788null,203667110.58null,,,104548357450463null,,,aircoin,aircoin
1312,2012/08/07,71157871.641null,29439606null,308891349null,,,2151163114151null,,,,,391701835null,726.67113.452null,203667110.58null,,,105996717499413null,,,aircoin,aircoin
1313,2012/08/08,99287822.992null,40002753null,377021584null,,,1834004216182null,,,,,519602310null,456.58312.742null,203667110.174null,,,106787344525916null,,,aircoin,aircoin
1314,2012/08/09,76925839.372null,29772748null,289011645null,,,160071413826null,,,,,403822425null,534.6052.881null,20366718.833null,,,106900949486376null,,,aircoin,aircoin
1315,2012/08/10,73710772.121null,28219616null,290061462null,,,1889535114124null,,,,,386092235null,665.91512.01null,20366718.833null,,,109053306478226null,,,aircoin,aircoin
1316,2012/08/11,77927790.494null,32971680null,288611535null,,,180304067132null,,,,,384082163null,544.0845.62null,20366718.833null,,,111185576474892null,,,aircoin,aircoin
1317,2012/08/12,883951208null,344771057null,301131912null,,,1861140917234null,,,,,390642713null,537.34310.49null,21142538.887null,,,111886769481898null,,,aircoin,aircoin
1318,2012/08/13,1274741118null,48712746null,377231637null,,,2216769341324null,,,,,485902272null,453.58731.212null,21908668.909null,,,114531032465793null,,,aircoin,aircoin
1319,2012/08/14,94840857.463null,34349637null,314021486null,,,1830511942636null,,,,,428732076null,530.49134.948null,21908668.909null,,,117368103439198null,,,aircoin,aircoin
1320,2012/08/15,144034930.824null,52802833null,357051736null,,,2265859317866null,,,,,504062384null,427.77112.338null,21908668.96null,,,123341861382223null,,,aircoin,aircoin
1321,2012/08/16,1278161011null,46323946null,456911761null,,,2765952180475null,,,,,617062451null,595.12354.375null,21908669.083null,,,129804241378612null,,,aircoin,aircoin
1322,2012/08/17,126018782.462null,40416682null,420951514null,,,3470777326329null,,,,,567612321null,855.84121.371null,21908669.083null,,,121523825436852null,,,aircoin,aircoin
1323,2012/08/18,100598732.02null,37011616null,381771402null,,,2514262813358null,,,,,516081950null,676.56811.927null,21908669.083null,,,113812820447741null,,,aircoin,aircoin
1324,2012/08/19,1000941190null,367691096null,330161937null,,,5797512321345null,,,,,581262650null,156912.89null,21908668.754null,,,95226001381744null,,,aircoin,aircoin
1325,2012/08/20,91600824.618null,35663839null,321661767null,,,867551048904null,,,,,474122616null,24216.158null,21908668.492null,,,88113350367134null,,,aircoin,aircoin
1326,2012/08/21,98937799.253null,42242824null,395411694null,,,546611303840null,,,,,543942349null,12892.741null,21908668.492null,,,97328157370704null,,,aircoin,aircoin
1327,2012/08/22,100290786.169null,37718660null,365151365null,,,764053345277null,,,,,495221880null,20174.653null,21908668.492null,,,96179738388601null,,,aircoin,aircoin
1328,2012/08/23,77018886.125null,31653630null,331461496null,,,7561879253368null,,,,,437462134null,237744.033null,21908668.172null,,,96735696396848null,,,aircoin,aircoin
1329,2012/08/24,87551750.051null,32127664null,332711537null,,,11443668617025null,,,,,450292339null,354613.545null,21908668.144null,,,101116067390215null,,,aircoin,aircoin
1330,2012/08/25,98778790.779null,333011212null,276522131null,,,464053794511null,,,,,366102765null,13882.425null,24207338.144null,,,103265106395840null,,,aircoin,aircoin
1331,2012/08/26,68226631.042null,29341706null,259571572null,,,3523668416224null,,,,,347022138null,119412.489null,24406438.54null,,,103759184397618null,,,aircoin,aircoin
1332,2012/08/27,950691146null,329511225null,291662060null,,,679568976978null,,,,,384463173null,20533.907null,24406438.81null,,,105469933391732null,,,aircoin,aircoin
1333,2012/08/28,83525812.119null,29687758null,291541576null,,,743392465242null,,,,,399142268null,24914.073null,24406438.81null,,,107312049387437null,,,aircoin,aircoin
1334,2012/08/29,81746910.858null,340411048null,305901979null,,,1605083427332null,,,,,393722596null,46924.38null,24406438.789null,,,107134326397526null,,,aircoin,aircoin
1335,2012/08/30,91435925.353null,33760977null,270091867null,,,1248279336089null,,,,,341062652null,36813.896null,24406438.568null,,,105837836387897null,,,aircoin,aircoin
1336,2012/08/31,118322876.876null,40484965null,373031820null,,,9396421110439null,,,,,494202520null,23136.748null,24406438.568null,,,102840790392905null,,,aircoin,aircoin
1337,2012/09/01,104020974.296null,406131131null,348392052null,,,878928607473null,,,,,449802575null,21564.229null,24406438.568null,,,98875807386597null,,,aircoin,aircoin
1338,2012/09/02,865062306null,334243515null,271354340null,,,602074369133null,,,,,349265460null,17932.218null,24406438.864null,,,99392930377663null,,,aircoin,aircoin
1339,2012/09/03,1036712507null,380813317null,260534113null,,,384330037134null,,,,,329945148null,10051.845null,24406438.97null,,,102114293385298null,,,aircoin,aircoin
1340,2012/09/04,1160162191null,397933375null,314323850null,,,677338093856null,,,,,460374616null,16960.977null,24406438.97null,,,103056576383914null,,,aircoin,aircoin
1341,2012/09/05,991422276null,409552949null,330193822null,,,9910376122602null,,,,,415434946null,24096.474null,24406438.953null,,,105452853400634null,,,aircoin,aircoin
1342,2012/09/06,1041051101null,426191231null,359122281null,,,2425377822989null,,,,,468433164null,56681.539null,24910278.868null,,,109480837400751null,,,aircoin,aircoin
1343,2012/09/07,83362623.242null,33315689null,314491589null,,,2042491255175null,,,,,441032099null,61004.123null,26940488.868null,,,109654010399840null,,,aircoin,aircoin
1344,2012/09/08,920791022null,310281282null,260182153null,,,838585015330null,,,,,336993074null,26902.852null,26940488.868null,,,109440989398692null,,,aircoin,aircoin
1345,2012/09/09,811021740null,313052395null,300642742null,,,429425085948null,,,,,401903433null,13652.001null,26940489.346null,,,109200010403375null,,,aircoin,aircoin
1346,2012/09/10,951231827null,334822182null,286812918null,,,2094555115598null,,,,,373584214null,62282.06null,26940489.404null,,,109881963404797null,,,aircoin,aircoin
1347,2012/09/11,1113171893null,380802185null,343242658null,,,2273073305074null,,,,,452413547null,59471.87null,26940489.404null,,,111411770398614null,,,aircoin,aircoin
1348,2012/09/12,780511120null,279411495null,266092186null,,,1230072183445null,,,,,342162886null,43781.65null,26940489.329null,,,112553504396291null,,,aircoin,aircoin
1349,2012/09/13,1000081519null,288951466null,258332098null,,,25510333814049null,,,,,350763215null,87896.979null,26940489.117null,,,112303163351708null,,,aircoin,aircoin
1350,2012/09/14,998362615null,359561922null,290282231null,,,20852086011651null,,,,,382752887null,57734.744null,26940489.117null,,,114916851335445null,,,aircoin,aircoin
1351,2012/09/15,813042169null,271042444null,232522851null,,,8126872817177null,,,,,300263639null,29835.733null,26940489.117null,,,116804836366123null,,,aircoin,aircoin
1352,2012/09/16,811511492null,282541428null,235392063null,,,1653437868627null,,,,,315733042null,58194.348null,26940488.778null,,,117486318385938null,,,aircoin,aircoin
1353,2012/09/17,645161426null,242781444null,242692222null,,,1550649028224null,,,,,330603063null,63434.041null,26940488.542null,,,118278314393737null,,,aircoin,aircoin
1354,2012/09/18,85334814.532null,32654782null,302171714null,,,1568974307268null,,,,,387842463null,47805.24null,26940488.542null,,,120483104401110null,,,aircoin,aircoin
1355,2012/09/19,995671982null,320902645null,309123339null,,,38840813133376null,,,,,428814160null,1205110.27null,27097308.598null,,,123680632413930null,,,aircoin,aircoin
1356,2012/09/20,85026732.783null,31130973null,335311971null,,,1977432283439null,,,,,472732625null,63212.136null,28641418.841null,,,124110375420935null,,,aircoin,aircoin
1357,2012/09/21,813741205null,301781303null,261132207null,,,3206691315818null,,,,,391992915null,105672.997null,28641418.841null,,,123684041419849null,,,aircoin,aircoin
1358,2012/09/22,72416909.254null,21857968null,199411889null,,,18219274022141null,,,,,273152607null,827613.882null,28641418.841null,,,122505207428136null,,,aircoin,aircoin
1359,2012/09/23,80771911.286null,278411135null,213562060null,,,953878666740null,,,,,286382731null,34073.821null,28641419.763null,,,122201861436084null,,,aircoin,aircoin
1360,2012/09/24,856271580null,290371081null,247951980null,,,983305158460null,,,,,334393521null,33694.93null,28641419.764null,,,121396711444296null,,,aircoin,aircoin
1361,2012/09/25,708871217null,24038916null,316731985null,,,2150854313938null,,,,,432702836null,889.6288.625null,28641419.764null,,,121719916443393null,,,aircoin,aircoin
1362,2012/09/26,1031661190null,322731088null,340282041null,,,2117224212053null,,,,,482682754null,653.2027.204null,286414110.947null,,,122651570468732null,,,aircoin,aircoin
1363,2012/09/27,77634855.602null,28186754null,295651705null,,,1691803222773null,,,,,420822402null,596.81917.946null,286414111.065null,,,123805194458526null,,,aircoin,aircoin
1364,2012/09/28,932391080null,32610985null,336381992null,,,3194009622409null,,,,,500273093null,974.73413.79null,286414111.065null,,,123814757476957null,,,aircoin,aircoin
1365,2012/09/29,67459922.046null,23824910null,253981871null,,,1605672128054null,,,,,384472539null,669.25318.803null,286414111.077null,,,124676061495118null,,,aircoin,aircoin
1366,2012/09/30,635061028null,20509955null,219191924null,,,1773129416861null,,,,,346702686null,857.9110.85null,286414111.093null,,,124528633516770null,,,aircoin,aircoin
1367,2012/10/01,95028885.369null,24596852null,250451852null,,,2002926222795null,,,,,379762721null,810.01615.71null,286414111.093null,,,124561640521291null,,,aircoin,aircoin
1368,2012/10/02,1043491091null,327321051null,353942110null,,,2526275921946null,,,,,531732812null,768.37913.181null,286414111.138null,,,127260898600000null,,,aircoin,aircoin
1369,2012/10/03,1019002476null,26536988null,298032044null,,,1611966039034null,,,,,500982764null,604.43424.23null,303744111.656null,,,129671958582454null,,,aircoin,aircoin
1370,2012/10/04,119605652.513null,32484775null,333521830null,,,1530130732006null,,,,,518052459null,469.14921.998null,305462811.656null,,,129775211637556null,,,aircoin,aircoin
1371,2012/10/05,117049959.412null,362351022null,325232031null,,,3351623313501null,,,,,445333107null,921.517.994null,305462811.663null,,,128680352626799null,,,aircoin,aircoin
