,date,block_size,transactions,sent_addresses,av_transaction_size,median_transaction_value,send_usd,mining_profitability,fee_reward,google_trends,confirmation_time,active_addresses,av_transaction_value,difficulty,top_100_percent,median_transaction_size,market_cap,hashrate,tweets,full_name,coin
0,2009/01/03,204nullnull,nullnullnull,,,,,,,,,nullnullnull,,1nullnull,,,,,,aircoin,aircoin
1,2009/01/04,nullnullnull,nullnullnull,,,,,,,,,nullnullnull,,nullnullnull,,,,,,aircoin,aircoin
2,2009/01/05,nullnullnull,nullnullnull,,,,,,,,,nullnullnull,,nullnullnull,,,,,,aircoin,aircoin
3,2009/01/06,nullnullnull,nullnullnull,,,,,,,,,nullnullnull,,nullnullnull,,,,,,aircoin,aircoin
4,2009/01/07,nullnullnull,nullnullnull,,,,,,,,,nullnullnull,,nullnullnull,,,,,,aircoin,aircoin
5,2009/01/08,nullnullnull,nullnullnull,,,,,,,,,nullnullnull,,nullnullnull,,,,,,aircoin,aircoin
6,2009/01/09,134nullnull,nullnullnull,1nullnull,,,,,,,,14nullnull,,1nullnull,,,,,,aircoin,aircoin
7,2009/01/10,134.23nullnull,nullnullnull,nullnullnull,,,,,,,,61nullnull,,1nullnull,,,,,,aircoin,aircoin
8,2009/01/11,134.409nullnull,nullnullnull,1nullnull,,,,,,,,93nullnull,,1nullnull,,,,,,aircoin,aircoin
9,2009/01/12,153.372nullnull,7nullnull,7nullnull,,,,,,,,102nullnull,,1nullnull,,,,,,aircoin,aircoin
10,2009/01/13,134.667nullnull,nullnullnull,10nullnull,,,,,,,,123nullnull,,1nullnull,,,,,,aircoin,aircoin
11,2009/01/14,138.194nullnull,1nullnull,20nullnull,,,,,,,,133nullnull,,1nullnull,,,,,,aircoin,aircoin
12,2009/01/15,157.579nullnull,8nullnull,18nullnull,,,,,,,,140nullnull,,1nullnull,,,,,,aircoin,aircoin
13,2009/01/16,139.87nullnull,2nullnull,16nullnull,,,,,,,,114nullnull,,1nullnull,,,,,,aircoin,aircoin
14,2009/01/17,134.853nullnull,nullnullnull,18nullnull,,,,,,,,109nullnull,,1nullnull,,,,,,aircoin,aircoin
15,2009/01/18,138.944nullnull,1nullnull,16nullnull,,,,,,,,111nullnull,,1nullnull,,,,,,aircoin,aircoin
16,2009/01/19,151.896nullnull,2nullnull,22nullnull,,,,,,,,133nullnull,,1nullnull,,,,,,aircoin,aircoin
17,2009/01/20,143.728nullnull,1nullnull,21nullnull,,,,,,,,123nullnull,,1nullnull,,,,,,aircoin,aircoin
18,2009/01/21,137.99nullnull,1nullnull,22nullnull,,,,,,,,105nullnull,,1nullnull,,,,,,aircoin,aircoin
19,2009/01/22,147.747nullnull,1nullnull,12nullnull,,,,,,,,102nullnull,,1nullnull,,,,,,aircoin,aircoin
20,2009/01/23,148.238nullnull,2nullnull,18nullnull,,,,,,,,95nullnull,,1nullnull,,,,,,aircoin,aircoin
21,2009/01/24,141.06nullnull,1nullnull,22nullnull,,,,,,,,212nullnull,,1nullnull,,,,,,aircoin,aircoin
22,2009/01/25,136nullnull,1nullnull,14nullnull,,,,,,,,193nullnull,,1nullnull,,,,,,aircoin,aircoin
23,2009/01/26,158.948nullnull,1nullnull,17nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
24,2009/01/27,139.309nullnull,1nullnull,8nullnull,,,,,,,,101nullnull,,1nullnull,,,,,,aircoin,aircoin
25,2009/01/28,134.652nullnull,nullnullnull,23nullnull,,,,,,,,112nullnull,,1nullnull,,,,,,aircoin,aircoin
26,2009/01/29,146.256nullnull,1nullnull,24nullnull,,,,,,,,134nullnull,,1nullnull,,,,,,aircoin,aircoin
27,2009/01/30,134.872nullnull,nullnullnull,23nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
28,2009/01/31,151.464nullnull,1nullnull,36nullnull,,,,,,,,159nullnull,,1nullnull,,,,,,aircoin,aircoin
29,2009/02/01,137.204nullnull,1nullnull,31nullnull,,,,,,,,116nullnull,,1nullnull,,,,,,aircoin,aircoin
30,2009/02/02,136.094nullnull,1nullnull,37nullnull,,,,,,,,130nullnull,,1nullnull,,,,,,aircoin,aircoin
31,2009/02/03,167.496nullnull,16nullnull,50nullnull,,,,,,,,154nullnull,,1nullnull,,,,,,aircoin,aircoin
32,2009/02/04,134.739nullnull,nullnullnull,26nullnull,,,,,,,,119nullnull,,1nullnull,,,,,,aircoin,aircoin
33,2009/02/05,134.722nullnull,nullnullnull,34nullnull,,,,,,,,126nullnull,,1nullnull,,,,,,aircoin,aircoin
34,2009/02/06,134.836nullnull,nullnullnull,19nullnull,,,,,,,,122nullnull,,1nullnull,,,,,,aircoin,aircoin
35,2009/02/07,159.31nullnull,4nullnull,32nullnull,,,,,,,,156nullnull,,1nullnull,,,,,,aircoin,aircoin
36,2009/02/08,136.576nullnull,1nullnull,46nullnull,,,,,,,,134nullnull,,1nullnull,,,,,,aircoin,aircoin
37,2009/02/09,172.604nullnull,1nullnull,34nullnull,,,,,,,,179nullnull,,1nullnull,,,,,,aircoin,aircoin
38,2009/02/10,134.667nullnull,nullnullnull,18nullnull,,,,,,,,120nullnull,,1nullnull,,,,,,aircoin,aircoin
39,2009/02/11,148.128nullnull,2nullnull,27nullnull,,,,,,,,147nullnull,,1nullnull,,,,,,aircoin,aircoin
40,2009/02/12,134.874nullnull,nullnullnull,22nullnull,,,,,,,,119nullnull,,1nullnull,,,,,,aircoin,aircoin
41,2009/02/13,134.903nullnull,nullnullnull,27nullnull,,,,,,,,124nullnull,,1nullnull,,,,,,aircoin,aircoin
42,2009/02/14,134.787nullnull,nullnullnull,29nullnull,,,,,,,,136nullnull,,1nullnull,,,,,,aircoin,aircoin
43,2009/02/15,148.383nullnull,3nullnull,32nullnull,,,,,,,,142nullnull,,1nullnull,,,,,,aircoin,aircoin
44,2009/02/16,163.172nullnull,1nullnull,26nullnull,,,,,,,,153nullnull,,1nullnull,,,,,,aircoin,aircoin
45,2009/02/17,134.897nullnull,nullnullnull,27nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
46,2009/02/18,134.941nullnull,nullnullnull,23nullnull,,,,,,,,118nullnull,,1nullnull,,,,,,aircoin,aircoin
47,2009/02/19,150.048nullnull,1nullnull,37nullnull,,,,,,,,141nullnull,,1nullnull,,,,,,aircoin,aircoin
48,2009/02/20,134.852nullnull,nullnullnull,29nullnull,,,,,,,,122nullnull,,1nullnull,,,,,,aircoin,aircoin
49,2009/02/21,134.965nullnull,nullnullnull,22nullnull,,,,,,,,114nullnull,,1nullnull,,,,,,aircoin,aircoin
50,2009/02/22,147.545nullnull,4nullnull,28nullnull,,,,,,,,133nullnull,,1nullnull,,,,,,aircoin,aircoin
51,2009/02/23,134.991nullnull,nullnullnull,22nullnull,,,,,,,,108nullnull,,1nullnull,,,,,,aircoin,aircoin
52,2009/02/24,134.934nullnull,nullnullnull,16nullnull,,,,,,,,106nullnull,,1nullnull,,,,,,aircoin,aircoin
53,2009/02/25,134.867nullnull,nullnullnull,16nullnull,,,,,,,,105nullnull,,1nullnull,,,,,,aircoin,aircoin
54,2009/02/26,134.963nullnull,nullnullnull,14nullnull,,,,,,,,107nullnull,,1nullnull,,,,,,aircoin,aircoin
55,2009/02/27,170.8nullnull,1nullnull,26nullnull,,,,,,,,152nullnull,,1nullnull,,,,,,aircoin,aircoin
56,2009/02/28,143.525nullnull,1nullnull,8nullnull,,,,,,,,107nullnull,,1nullnull,,,,,,aircoin,aircoin
57,2009/03/01,134.952nullnull,nullnullnull,16nullnull,,,,,,,,105nullnull,,1nullnull,,,,,,aircoin,aircoin
58,2009/03/02,134.963nullnull,nullnullnull,15nullnull,,,,,,,,108nullnull,,1nullnull,,,,,,aircoin,aircoin
59,2009/03/03,144.429nullnull,2nullnull,17nullnull,,,,,,,,114nullnull,,1nullnull,,,,,,aircoin,aircoin
60,2009/03/04,163.712nullnull,2nullnull,22nullnull,,,,,,,,130nullnull,,1nullnull,,,,,,aircoin,aircoin
61,2009/03/05,143.411nullnull,1nullnull,23nullnull,,,,,,,,121nullnull,,1nullnull,,,,,,aircoin,aircoin
62,2009/03/06,134.923nullnull,nullnullnull,31nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
63,2009/03/07,134.972nullnull,nullnullnull,25nullnull,,,,,,,,109nullnull,,1nullnull,,,,,,aircoin,aircoin
64,2009/03/08,162.591nullnull,3nullnull,19nullnull,,,,,,,,142nullnull,,1nullnull,,,,,,aircoin,aircoin
65,2009/03/09,134.713nullnull,nullnullnull,21nullnull,,,,,,,,108nullnull,,1nullnull,,,,,,aircoin,aircoin
66,2009/03/10,134.972nullnull,nullnullnull,21nullnull,,,,,,,,107nullnull,,1nullnull,,,,,,aircoin,aircoin
67,2009/03/11,134.886nullnull,nullnullnull,25nullnull,,,,,,,,114nullnull,,1nullnull,,,,,,aircoin,aircoin
68,2009/03/12,138.534nullnull,1nullnull,30nullnull,,,,,,,,122nullnull,,1nullnull,,,,,,aircoin,aircoin
69,2009/03/13,148.389nullnull,1nullnull,14nullnull,,,,,,,,127nullnull,,1nullnull,,,,,,aircoin,aircoin
70,2009/03/14,134.791nullnull,nullnullnull,24nullnull,,,,,,,,110nullnull,,1nullnull,,,,,,aircoin,aircoin
71,2009/03/15,134.967nullnull,nullnullnull,28nullnull,,,,,,,,123nullnull,,1nullnull,,,,,,aircoin,aircoin
72,2009/03/16,180.512nullnull,1nullnull,28nullnull,,,,,,,,170nullnull,,1nullnull,,,,,,aircoin,aircoin
73,2009/03/17,134.965nullnull,nullnullnull,24nullnull,,,,,,,,114nullnull,,1nullnull,,,,,,aircoin,aircoin
74,2009/03/18,149.711nullnull,2nullnull,16nullnull,,,,,,,,129nullnull,,1nullnull,,,,,,aircoin,aircoin
75,2009/03/19,134.787nullnull,nullnullnull,26nullnull,,,,,,,,122nullnull,,1nullnull,,,,,,aircoin,aircoin
76,2009/03/20,146.856nullnull,1nullnull,27nullnull,,,,,,,,131nullnull,,1nullnull,,,,,,aircoin,aircoin
77,2009/03/21,134.88nullnull,nullnullnull,26nullnull,,,,,,,,50nullnull,,1nullnull,,,,,,aircoin,aircoin
78,2009/03/22,146.126nullnull,2nullnull,33nullnull,,,,,,,,131nullnull,,1nullnull,,,,,,aircoin,aircoin
79,2009/03/23,134.923nullnull,nullnullnull,30nullnull,,,,,,,,130nullnull,,1nullnull,,,,,,aircoin,aircoin
80,2009/03/24,134.981nullnull,nullnullnull,17nullnull,,,,,,,,105nullnull,,1nullnull,,,,,,aircoin,aircoin
81,2009/03/25,134.786nullnull,nullnullnull,29nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
82,2009/03/26,162.607nullnull,1nullnull,25nullnull,,,,,,,,146nullnull,,1nullnull,,,,,,aircoin,aircoin
83,2009/03/27,134.953nullnull,nullnullnull,22nullnull,,,,,,,,106nullnull,,1nullnull,,,,,,aircoin,aircoin
84,2009/03/28,155.235nullnull,3nullnull,28nullnull,,,,,,,,140nullnull,,1nullnull,,,,,,aircoin,aircoin
85,2009/03/29,134.966nullnull,nullnullnull,25nullnull,,,,,,,,116nullnull,,1nullnull,,,,,,aircoin,aircoin
86,2009/03/30,134.85nullnull,nullnullnull,33nullnull,,,,,,,,120nullnull,,1nullnull,,,,,,aircoin,aircoin
87,2009/03/31,168.518nullnull,1nullnull,18nullnull,,,,,,,,143nullnull,,1nullnull,,,,,,aircoin,aircoin
88,2009/04/01,134.86nullnull,nullnullnull,23nullnull,,,,,,,,114nullnull,,1nullnull,,,,,,aircoin,aircoin
89,2009/04/02,134.887nullnull,nullnullnull,26nullnull,,,,,,,,115nullnull,,1nullnull,,,,,,aircoin,aircoin
90,2009/04/03,134.948nullnull,nullnullnull,31nullnull,,,,,,,,116nullnull,,1nullnull,,,,,,aircoin,aircoin
91,2009/04/04,134.743nullnull,nullnullnull,27nullnull,,,,,,,,113nullnull,,1nullnull,,,,,,aircoin,aircoin
92,2009/04/05,150.554nullnull,2nullnull,37nullnull,,,,,,,,148nullnull,,1nullnull,,,,,,aircoin,aircoin
93,2009/04/06,134.982nullnull,nullnullnull,22nullnull,,,,,,,,109nullnull,,1nullnull,,,,,,aircoin,aircoin
94,2009/04/07,134.99nullnull,nullnullnull,9nullnull,,,,,,,,100nullnull,,1nullnull,,,,,,aircoin,aircoin
95,2009/04/08,135nullnull,nullnullnull,18nullnull,,,,,,,,105nullnull,,1nullnull,,,,,,aircoin,aircoin
96,2009/04/09,134.737nullnull,nullnullnull,18nullnull,,,,,,,,99nullnull,,1nullnull,,,,,,aircoin,aircoin
97,2009/04/10,134.944nullnull,nullnullnull,22nullnull,,,,,,,,108nullnull,,1nullnull,,,,,,aircoin,aircoin
98,2009/04/11,142.333nullnull,1nullnull,32nullnull,,,,,,,,128nullnull,,1nullnull,,,,,,aircoin,aircoin
99,2009/04/12,143.712nullnull,2nullnull,24nullnull,,,,,,,,127nullnull,,1nullnull,,,,,,aircoin,aircoin
100,2009/04/13,136.965nullnull,1nullnull,27nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
101,2009/04/14,134.952nullnull,nullnullnull,35nullnull,,,,,,,,124nullnull,,1nullnull,,,,,,aircoin,aircoin
102,2009/04/15,134.743nullnull,nullnullnull,22nullnull,,,,,,,,113nullnull,,1nullnull,,,,,,aircoin,aircoin
103,2009/04/16,134.894nullnull,nullnullnull,28nullnull,,,,,,,,123nullnull,,1nullnull,,,,,,aircoin,aircoin
104,2009/04/17,134.857nullnull,nullnullnull,16nullnull,,,,,,,,112nullnull,,1nullnull,,,,,,aircoin,aircoin
105,2009/04/18,141.04nullnull,4nullnull,29nullnull,,,,,,,,131nullnull,,1nullnull,,,,,,aircoin,aircoin
106,2009/04/19,143nullnull,1nullnull,22nullnull,,,,,,,,128nullnull,,1nullnull,,,,,,aircoin,aircoin
107,2009/04/20,246.034nullnull,2nullnull,26nullnull,,,,,,,,236nullnull,,1nullnull,,,,,,aircoin,aircoin
108,2009/04/21,136.74nullnull,1nullnull,26nullnull,,,,,,,,125nullnull,,1nullnull,,,,,,aircoin,aircoin
109,2009/04/22,134.967nullnull,nullnullnull,21nullnull,,,,,,,,121nullnull,,1nullnull,,,,,,aircoin,aircoin
110,2009/04/23,134.68nullnull,nullnullnull,15nullnull,,,,,,,,75nullnull,,1nullnull,,,,,,aircoin,aircoin
111,2009/04/24,134.904nullnull,nullnullnull,24nullnull,,,,,,,,115nullnull,,1nullnull,,,,,,aircoin,aircoin
112,2009/04/25,134.864nullnull,nullnullnull,29nullnull,,,,,,,,118nullnull,,1nullnull,,,,,,aircoin,aircoin
113,2009/04/26,151.054nullnull,2nullnull,23nullnull,,,,,,,,128nullnull,,1nullnull,,,,,,aircoin,aircoin
114,2009/04/27,134.894nullnull,nullnullnull,16nullnull,,,,,,,,104nullnull,,1nullnull,,,,,,aircoin,aircoin
115,2009/04/28,134.632nullnull,nullnullnull,28nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
116,2009/04/29,153.094nullnull,1nullnull,24nullnull,,,,,,,,149nullnull,,1nullnull,,,,,,aircoin,aircoin
117,2009/04/30,134.954nullnull,nullnullnull,22nullnull,,,,,,,,131nullnull,,1nullnull,,,,,,aircoin,aircoin
118,2009/05/01,134.876nullnull,nullnullnull,32nullnull,,,,,,,,121nullnull,,1nullnull,,,,,,aircoin,aircoin
119,2009/05/02,150.373nullnull,2nullnull,42nullnull,,,,,,,,142nullnull,,1nullnull,,,,,,aircoin,aircoin
120,2009/05/03,142.726nullnull,3nullnull,35nullnull,,,,,,,,110nullnull,,1nullnull,,,,,,aircoin,aircoin
121,2009/05/04,161.93nullnull,1nullnull,33nullnull,,,,,,,,159nullnull,,1nullnull,,,,,,aircoin,aircoin
122,2009/05/05,143.667nullnull,1nullnull,36nullnull,,,,,,,,146nullnull,,1nullnull,,,,,,aircoin,aircoin
123,2009/05/06,134.978nullnull,nullnullnull,37nullnull,,,,,,,,135nullnull,,1nullnull,,,,,,aircoin,aircoin
124,2009/05/07,135nullnull,nullnullnull,32nullnull,,,,,,,,122nullnull,,1nullnull,,,,,,aircoin,aircoin
125,2009/05/08,134.944nullnull,nullnullnull,21nullnull,,,,,,,,107nullnull,,1nullnull,,,,,,aircoin,aircoin
126,2009/05/09,134.487nullnull,nullnullnull,25nullnull,,,,,,,,78nullnull,,1nullnull,,,,,,aircoin,aircoin
127,2009/05/10,134.753nullnull,nullnullnull,25nullnull,,,,,,,,85nullnull,,1nullnull,,,,,,aircoin,aircoin
128,2009/05/11,137.858nullnull,1nullnull,20nullnull,,,,,,,,123nullnull,,1nullnull,,,,,,aircoin,aircoin
129,2009/05/12,134.923nullnull,nullnullnull,19nullnull,,,,,,,,130nullnull,,1nullnull,,,,,,aircoin,aircoin
130,2009/05/13,144.775nullnull,5nullnull,27nullnull,,,,,,,,117nullnull,,1nullnull,,,,,,aircoin,aircoin
131,2009/05/14,140.086nullnull,3nullnull,48nullnull,,,,,,,,145nullnull,,1nullnull,,,,,,aircoin,aircoin
132,2009/05/15,143.603nullnull,1nullnull,35nullnull,,,,,,,,146nullnull,,1nullnull,,,,,,aircoin,aircoin
133,2009/05/16,134.95nullnull,nullnullnull,25nullnull,,,,,,,,119nullnull,,1nullnull,,,,,,aircoin,aircoin
134,2009/05/17,134.961nullnull,nullnullnull,28nullnull,,,,,,,,127nullnull,,1nullnull,,,,,,aircoin,aircoin
135,2009/05/18,134.924nullnull,nullnullnull,21nullnull,,,,,,,,118nullnull,,1nullnull,,,,,,aircoin,aircoin
136,2009/05/19,134.884nullnull,nullnullnull,15nullnull,,,,,,,,86nullnull,,1nullnull,,,,,,aircoin,aircoin
137,2009/05/20,134.733nullnull,nullnullnull,29nullnull,,,,,,,,120nullnull,,1nullnull,,,,,,aircoin,aircoin
138,2009/05/21,134.963nullnull,nullnullnull,15nullnull,,,,,,,,82nullnull,,1nullnull,,,,,,aircoin,aircoin
139,2009/05/22,134.967nullnull,nullnullnull,10nullnull,,,,,,,,61nullnull,,1nullnull,,,,,,aircoin,aircoin
140,2009/05/23,134.938nullnull,nullnullnull,4nullnull,,,,,,,,32nullnull,,1nullnull,,,,,,aircoin,aircoin
141,2009/05/24,134.9nullnull,nullnullnull,24nullnull,,,,,,,,100nullnull,,1nullnull,,,,,,aircoin,aircoin
142,2009/05/25,134.954nullnull,nullnullnull,19nullnull,,,,,,,,109nullnull,,1nullnull,,,,,,aircoin,aircoin
143,2009/05/26,134.904nullnull,nullnullnull,38nullnull,,,,,,,,125nullnull,,1nullnull,,,,,,aircoin,aircoin
144,2009/05/27,134.731nullnull,nullnullnull,37nullnull,,,,,,,,119nullnull,,1nullnull,,,,,,aircoin,aircoin
145,2009/05/28,134.884nullnull,nullnullnull,16nullnull,,,,,,,,95nullnull,,1nullnull,,,,,,aircoin,aircoin
146,2009/05/29,199.84nullnull,1nullnull,21nullnull,,,,,,,,167nullnull,,1nullnull,,,,,,aircoin,aircoin
147,2009/05/30,134.716nullnull,nullnullnull,20nullnull,,,,,,,,109nullnull,,1nullnull,,,,,,aircoin,aircoin
148,2009/05/31,135nullnull,nullnullnull,24nullnull,,,,,,,,96nullnull,,1nullnull,,,,,,aircoin,aircoin
149,2009/06/01,138.831nullnull,1nullnull,15nullnull,,,,,,,,73nullnull,,1nullnull,,,,,,aircoin,aircoin
150,2009/06/02,134.91nullnull,nullnullnull,15nullnull,,,,,,,,111nullnull,,1nullnull,,,,,,aircoin,aircoin
151,2009/06/03,135nullnull,nullnullnull,9nullnull,,,,,,,,71nullnull,,1nullnull,,,,,,aircoin,aircoin
152,2009/06/04,134.939nullnull,nullnullnull,5nullnull,,,,,,,,66nullnull,,1nullnull,,,,,,aircoin,aircoin
153,2009/06/05,134.9nullnull,nullnullnull,5nullnull,,,,,,,,30nullnull,,1nullnull,,,,,,aircoin,aircoin
154,2009/06/06,134.286nullnull,nullnullnull,1nullnull,,,,,,,,28nullnull,,1nullnull,,,,,,aircoin,aircoin
155,2009/06/07,134.938nullnull,nullnullnull,3nullnull,,,,,,,,16nullnull,,1nullnull,,,,,,aircoin,aircoin
156,2009/06/08,134.768nullnull,nullnullnull,25nullnull,,,,,,,,82nullnull,,1nullnull,,,,,,aircoin,aircoin
157,2009/06/09,134.802nullnull,nullnullnull,25nullnull,,,,,,,,91nullnull,,1nullnull,,,,,,aircoin,aircoin
158,2009/06/10,134.927nullnull,nullnullnull,23nullnull,,,,,,,,82nullnull,,1nullnull,,,,,,aircoin,aircoin
159,2009/06/11,134.966nullnull,nullnullnull,22nullnull,,,,,,,,89nullnull,,1nullnull,,,,,,aircoin,aircoin
160,2009/06/12,134.86nullnull,nullnullnull,23nullnull,,,,,,,,86nullnull,,1nullnull,,,,,,aircoin,aircoin
161,2009/06/13,134.449nullnull,nullnullnull,23nullnull,,,,,,,,78nullnull,,1nullnull,,,,,,aircoin,aircoin
162,2009/06/14,134.694nullnull,nullnullnull,34nullnull,,,,,,,,72nullnull,,1nullnull,,,,,,aircoin,aircoin
163,2009/06/15,134.952nullnull,nullnullnull,26nullnull,,,,,,,,84nullnull,,1nullnull,,,,,,aircoin,aircoin
164,2009/06/16,134.732nullnull,nullnullnull,12nullnull,,,,,,,,71nullnull,,1nullnull,,,,,,aircoin,aircoin
165,2009/06/17,134.646nullnull,nullnullnull,19nullnull,,,,,,,,79nullnull,,1nullnull,,,,,,aircoin,aircoin
166,2009/06/18,134.813nullnull,nullnullnull,22nullnull,,,,,,,,80nullnull,,1nullnull,,,,,,aircoin,aircoin
167,2009/06/19,134.678nullnull,nullnullnull,33nullnull,,,,,,,,87nullnull,,1nullnull,,,,,,aircoin,aircoin
168,2009/06/20,134.769nullnull,nullnullnull,23nullnull,,,,,,,,78nullnull,,1nullnull,,,,,,aircoin,aircoin
169,2009/06/21,134.765nullnull,nullnullnull,25nullnull,,,,,,,,81nullnull,,1nullnull,,,,,,aircoin,aircoin
170,2009/06/22,225.382nullnull,1nullnull,21nullnull,,,,,,,,137nullnull,,1nullnull,,,,,,aircoin,aircoin
171,2009/06/23,134.566nullnull,nullnullnull,19nullnull,,,,,,,,76nullnull,,1nullnull,,,,,,aircoin,aircoin
172,2009/06/24,140.579nullnull,2nullnull,36nullnull,,,,,,,,100nullnull,,1nullnull,,,,,,aircoin,aircoin
173,2009/06/25,168.75nullnull,1nullnull,27nullnull,,,,,,,,89nullnull,,1nullnull,,,,,,aircoin,aircoin
174,2009/06/26,134.6nullnull,nullnullnull,20nullnull,,,,,,,,90nullnull,,1nullnull,,,,,,aircoin,aircoin
175,2009/06/27,134.833nullnull,nullnullnull,22nullnull,,,,,,,,84nullnull,,1nullnull,,,,,,aircoin,aircoin
176,2009/06/28,139.739nullnull,1nullnull,21nullnull,,,,,,,,48nullnull,,1nullnull,,,,,,aircoin,aircoin
177,2009/06/29,137.723nullnull,1nullnull,25nullnull,,,,,,,,85nullnull,,1nullnull,,,,,,aircoin,aircoin
178,2009/06/30,140.047nullnull,1nullnull,26nullnull,,,,,,,,89nullnull,,1nullnull,,,,,,aircoin,aircoin
179,2009/07/01,138.432nullnull,1nullnull,28nullnull,,,,,,,,77nullnull,,1nullnull,,,,,,aircoin,aircoin
180,2009/07/02,137.614nullnull,1nullnull,29nullnull,,,,,,,,85nullnull,,1nullnull,,,,,,aircoin,aircoin
181,2009/07/03,134.976nullnull,nullnullnull,29nullnull,,,,,,,,82nullnull,,1nullnull,,,,,,aircoin,aircoin
182,2009/07/04,134.876nullnull,nullnullnull,32nullnull,,,,,,,,89nullnull,,1nullnull,,,,,,aircoin,aircoin
183,2009/07/05,134.987nullnull,nullnullnull,27nullnull,,,,,,,,79nullnull,,1nullnull,,,,,,aircoin,aircoin
184,2009/07/06,134.976nullnull,nullnullnull,28nullnull,,,,,,,,84nullnull,,1nullnull,,,,,,aircoin,aircoin
185,2009/07/07,134.942nullnull,nullnullnull,19nullnull,,,,,,,,69nullnull,,1nullnull,,,,,,aircoin,aircoin
186,2009/07/08,134.986nullnull,nullnullnull,19nullnull,,,,,,,,74nullnull,,1nullnull,,,,,,aircoin,aircoin
187,2009/07/09,134.721nullnull,nullnullnull,33nullnull,,,,,,,,86nullnull,,1nullnull,,,,,,aircoin,aircoin
188,2009/07/10,134.864nullnull,nullnullnull,29nullnull,,,,,,,,81nullnull,,1nullnull,,,,,,aircoin,aircoin
189,2009/07/11,134.988nullnull,nullnullnull,29nullnull,,,,,,,,83nullnull,,1nullnull,,,,,,aircoin,aircoin
190,2009/07/12,134.792nullnull,nullnullnull,25nullnull,,,,,,,,77nullnull,,1nullnull,,,,,,aircoin,aircoin
191,2009/07/13,134.91nullnull,nullnullnull,24nullnull,,,,,,,,78nullnull,,1nullnull,,,,,,aircoin,aircoin
192,2009/07/14,134.957nullnull,nullnullnull,13nullnull,,,,,,,,69nullnull,,1nullnull,,,,,,aircoin,aircoin
193,2009/07/15,134.978nullnull,nullnullnull,9nullnull,,,,,,,,45nullnull,,1nullnull,,,,,,aircoin,aircoin
194,2009/07/16,134.859nullnull,nullnullnull,15nullnull,,,,,,,,71nullnull,,1nullnull,,,,,,aircoin,aircoin
195,2009/07/17,134.809nullnull,nullnullnull,12nullnull,,,,,,,,47nullnull,,1nullnull,,,,,,aircoin,aircoin
196,2009/07/18,134nullnull,nullnullnull,4nullnull,,,,,,,,4nullnull,,1nullnull,,,,,,aircoin,aircoin
197,2009/07/19,134.8nullnull,nullnullnull,23nullnull,,,,,,,,70nullnull,,1nullnull,,,,,,aircoin,aircoin
198,2009/07/20,333.7nullnull,1nullnull,21nullnull,,,,,,,,192nullnull,,1nullnull,,,,,,aircoin,aircoin
199,2009/07/21,134.854nullnull,nullnullnull,18nullnull,,,,,,,,82nullnull,,1nullnull,,,,,,aircoin,aircoin
200,2009/07/22,134.4nullnull,nullnullnull,22nullnull,,,,,,,,60nullnull,,1nullnull,,,,,,aircoin,aircoin
201,2009/07/23,134.684nullnull,nullnullnull,21nullnull,,,,,,,,76nullnull,,1nullnull,,,,,,aircoin,aircoin
202,2009/07/24,134.932nullnull,nullnullnull,21nullnull,,,,,,,,73nullnull,,1nullnull,,,,,,aircoin,aircoin
203,2009/07/25,134.844nullnull,nullnullnull,10nullnull,,,,,,,,32nullnull,,1nullnull,,,,,,aircoin,aircoin
204,2009/07/26,134.524nullnull,nullnullnull,21nullnull,,,,,,,,21nullnull,,1nullnull,,,,,,aircoin,aircoin
205,2009/07/27,134.905nullnull,nullnullnull,18nullnull,,,,,,,,74nullnull,,1nullnull,,,,,,aircoin,aircoin
206,2009/07/28,134.707nullnull,nullnullnull,21nullnull,,,,,,,,41nullnull,,1nullnull,,,,,,aircoin,aircoin
207,2009/07/29,148.947nullnull,1nullnull,17nullnull,,,,,,,,22nullnull,,1nullnull,,,,,,aircoin,aircoin
208,2009/07/30,150.2nullnull,1nullnull,16nullnull,,,,,,,,17nullnull,,1nullnull,,,,,,aircoin,aircoin
209,2009/07/31,134.706nullnull,nullnullnull,17nullnull,,,,,,,,17nullnull,,1nullnull,,,,,,aircoin,aircoin
210,2009/08/01,134.821nullnull,nullnullnull,28nullnull,,,,,,,,28nullnull,,1nullnull,,,,,,aircoin,aircoin
211,2009/08/02,134.609nullnull,nullnullnull,23nullnull,,,,,,,,23nullnull,,1nullnull,,,,,,aircoin,aircoin
212,2009/08/03,134.833nullnull,nullnullnull,12nullnull,,,,,,,,12nullnull,,1nullnull,,,,,,aircoin,aircoin
213,2009/08/04,134.63nullnull,nullnullnull,26nullnull,,,,,,,,81nullnull,,1nullnull,,,,,,aircoin,aircoin
214,2009/08/05,134.724nullnull,nullnullnull,27nullnull,,,,,,,,87nullnull,,1nullnull,,,,,,aircoin,aircoin
