,date,block_size,sent_addresses,av_transaction_size,confirmation_time,top_100_percent,median_transaction_size,av_transaction_value,median_transaction_value,hashrate,mining_profitability,tweets,active_addresses,transactions,difficulty,market_cap,google_trends,fee_reward,send_usd,full_name,coin
928,2019/05/14,12436,,,,,,25063,362.141,3681445785,0.129,153,,4960,67644161,433265862,,,124314638,zcash,zec
929,2019/05/15,13268,,,,,,42888,217.085,3821943927,0.133,167,,5157,71725204,473306143,,,221172969,zcash,zec
930,2019/05/16,11952,,,,,,63330,340.599,3990882921,0.139,155,,5217,72446374,501627457,,,330389989,zcash,zec
931,2019/05/17,13893,,,,,,32623,235.333,3721531048,0.139,79,,4286,67556838,465701906,,,139824178,zcash,zec
932,2019/05/18,7230,,,,,,21260,99.162,3885444942,0.133,123,,3691,72273901,476678965,,,78449723,zcash,zec
933,2019/05/19,8528,,,,,,21981,155.253,4055120482,0.135,119,,3816,73994548,497606134,,,83879859,zcash,zec
934,2019/05/20,9999,,,,,,19834,213.525,3853786686,0.139,143,,3822,71938772,498355565,,,75804240,zcash,zec
935,2019/05/21,8161,,,,,,24764,424.372,3892187165,0.14,170,,4746,70776572,495177855,,,117529550,zcash,zec
936,2019/05/22,7637,,,,,,33488,202.306,3825686943,0.138,132,,4075,70294498,483377286,,,136465152,zcash,zec
937,2019/05/23,9509,,,,,,27188,179.477,3866673443,0.129,129,,3781,72051805,463582813,,,102796194,zcash,zec
938,2019/05/24,13211,,,,,,21960,176.979,4072061436,0.128,89,,4186,75083082,482668418,,,91880875,zcash,zec
939,2019/05/25,7458,,,,,,23100,161.327,4147457135,0.127,94,,3752,75030381,479399153,,,86670002,zcash,zec
940,2019/05/26,9495,,,,,,35982,153.254,4303340005,0.119,104,,3651,80047247,478261467,,,131371259,zcash,zec
941,2019/05/27,12695,,,,,,57812,234.936,3875244412,0.14,108,,4664,71329351,502663579,,,269636090,zcash,zec
942,2019/05/28,13183,,,,,,41084,586.986,3743138033,0.16,246,,5441,68777716,553735785,,,223540429,zcash,zec
943,2019/05/29,10223,,,,,,43139,231.51,3666886745,0.163,132,,4178,68088373,557862440,,,180233866,zcash,zec
944,2019/05/30,13748,,,,,,60595,460.127,4199261221,0.151,158,,4556,76624711,583679151,,,264963426,zcash,zec
945,2019/05/31,13058,,,,,,53605,310.281,4048487142,0.153,157,,3922,74388306,574106391,,,210239588,zcash,zec
946,2019/06/01,7360,,,,,,54524,244.029,4012470528,0.159,123,,3689,73470530,589379187,,,199825564,zcash,zec
947,2019/06/02,8498,,,,,,41535,230.4,4166478285,0.151,104,,3492,76290496,584308126,,,144942025,zcash,zec
948,2019/06/03,10153,,,,,,32847,304.202,4311969676,0.145,101,,3827,78681324,578193070,,,125704473,zcash,zec
949,2019/06/04,8540,,,,,,48595,331.345,4147353213,0.138,110,,4026,77556057,541281683,,,195645406,zcash,zec
950,2019/06/05,7928,,,,,,51613,251.194,4187027979,0.135,127,,3439,76533901,525629000,,,177498613,zcash,zec
951,2019/06/06,7536,,,,,,32175,261.438,4153486077,0.139,142,,3224,75789444,533370578,,,103732212,zcash,zec
952,2019/06/07,6799,,,,,,26573,493.944,4021251403,0.146,116,,4403,74146217,550113879,,,117002003,zcash,zec
953,2019/06/08,6609,,,,,,27560,270.544,4284568460,0.135,114,,3250,80264313,552990379,,,89570363,zcash,zec
954,2019/06/09,6914,,,,,,28364,243.232,4488251017,0.128,107,,3442,80917987,529687224,,,97630449,zcash,zec
955,2019/06/10,6797,,,,,,38091,169.299,4007807641,0.139,89,,3357,74946536,531930257,,,127871082,zcash,zec
956,2019/06/11,6524,,,,,,33499,236.818,4354553254,0.13,103,,3449,79734251,531337213,,,115536411,zcash,zec
957,2019/06/12,8024,,,,,,46973,375.617,3842741877,0.158,261,,4156,70731096,570279394,,,195221804,zcash,zec
958,2019/06/13,8176,,,,,,46769,334.226,4197951448,0.154,179,,3938,76336671,600421908,,,184125261,zcash,zec
959,2019/06/14,8318,,,,,,48151,830.604,4337376310,0.144,146,,4876,82128843,603889987,,,234784469,zcash,zec
960,2019/06/15,8553,,,,,,59565,337.548,4238876606,0.156,133,,3761,77751133,623427536,,,224025151,zcash,zec
961,2019/06/16,9336,,,,,,85782,467.149,4382779569,0.156,128,,3934,78613313,630637277,,,337465672,zcash,zec
962,2019/06/17,11817,,,,,,95843,487.236,4068562846,0.166,473,,4746,77316439,661077037,,,454872342,zcash,zec
963,2019/06/18,13384,,,,,,107365,560.58,4354282544,0.178,364,,5635,79179437,723151507,,,603625323,zcash,zec
964,2019/06/19,10602,,,,,,114018,1115,4493985862,0.178,189,,5028,82430447,757038904,,,571052673,zcash,zec
965,2019/06/20,10364,,,,,,82561,522.552,4154722074,0.187,170,,4248,76473533,737408422,,,350717623,zcash,zec
966,2019/06/21,10104,,,,,,64462,1103,4178621414,0.188,203,,5366,78002474,754916313,,,345905209,zcash,zec
967,2019/06/22,11335,,,,,,80491,492.962,4470661917,0.183,268,,4759,81436118,770032139,,,383034961,zcash,zec
968,2019/06/23,9579,,,,,,63973,558.123,4008945816,0.199,315,,4558,74702916,769923515,,,291588681,zcash,zec
969,2019/06/24,9895,,,,,,59906,621.419,4346271218,0.182,234,,4547,78627066,739794347,,,272392061,zcash,zec
970,2019/06/25,15801,,,,,,55763,539.726,4223770205,0.178,196,,4877,78985065,728126094,,,271954458,zcash,zec
971,2019/06/26,12653,,,,,,55307,694.898,4243297421,0.189,291,,5919,76764198,753452848,,,326880913,zcash,zec
972,2019/06/27,11241,,,,,,70406,710.593,4180276467,0.182,164,,4678,76146552,718707327,,,329292042,zcash,zec
973,2019/06/28,10253,,,,,,61777,1117,4270464489,0.185,168,,5367,79576069,765929413,,,331555586,zcash,zec
974,2019/06/29,7316,,,,,,64663,573.044,4201238695,0.188,154,,3942,78148041,763055781,,,253069673,zcash,zec
975,2019/06/30,8934,,,,,,117689,489.782,4304469071,0.184,214,,4052,78273616,750166663,,,476874114,zcash,zec
976,2019/07/01,10546,,,,,,108952,577.907,4412988532,0.167,171,,4229,81227292,708239672,,,460759498,zcash,zec
977,2019/07/02,11590,,,,,,108260,400.278,4488771137,0.159,141,,4196,82911573,689812034,,,390935849,zcash,zec
978,2019/07/03,7109,,,,,,87389,424.486,4461186458,0.168,171,,4129,81404111,716265293,,,360829856,zcash,zec
979,2019/07/04,9550,,,,,,81960,925.695,4179136385,0.177,168,,4942,77057393,714744734,,,405018603,zcash,zec
980,2019/07/05,7981,,,,,,100376,306.034,4169359034,0.167,153,,3986,79374925,694988254,,,400097491,zcash,zec
981,2019/07/06,8745,,,,,,82342,398.301,4492466778,0.167,153,,3798,80855777,708159040,,,312726428,zcash,zec
982,2019/07/07,13128,,,,,,62805,506.363,4152445402,0.183,176,,3743,74991991,718327757,,,234423554,zcash,zec
983,2019/07/08,19349,,,,,,59933,1002,4596188975,0.163,145,,4632,85194078,729183537,,,277611125,zcash,zec
984,2019/07/09,10290,,,,,,67914,598.183,4330695493,0.168,156,,4358,80556092,713303272,,,295970773,zcash,zec
985,2019/07/10,20713,,,,,,69985,617.957,4714372239,0.156,172,,5142,84274398,692766593,,,359861750,zcash,zec
986,2019/07/11,20892,,,,,,46150,544.044,4658157675,0.138,168,,4286,86647278,630215878,,,197796131,zcash,zec
987,2019/07/12,8805,,,,,,37355,899.062,4731202829,0.136,198,,4981,87084476,625419546,,,186066474,zcash,zec
988,2019/07/13,7256,,,,,,45163,453.196,4587894651,0.139,143,,3975,84742472,623589851,,,179524594,zcash,zec
989,2019/07/14,10646,,,,,,70972,351.651,4590650823,0.132,142,,4418,85542439,597864387,,,313061816,zcash,zec
990,2019/07/15,9098,,,,,,71135,539.941,4245743446,0.132,138,,4865,78285534,548606824,,,346070248,zcash,zec
991,2019/07/16,11412,,,,,,59214,719.072,4414360828,0.122,204,,4860,81394601,525251204,,,287417479,zcash,zec
992,2019/07/17,10635,,,,,,43853,713.775,4493198701,0.115,222,,5428,81564897,498949285,,,238023496,zcash,zec
993,2019/07/18,14122,,,,,,85895,615.613,4488042449,0.123,303,,5609,82321431,537954620,,,481786409,zcash,zec
994,2019/07/19,8699,,,,,,39333,657.083,4439146833,0.122,301,,5369,81708773,529100489,,,211179174,zcash,zec
995,2019/07/20,6091,,,,,,29033,250.657,4315896607,0.129,183,,3738,79301781,543029006,,,108527145,zcash,zec
996,2019/07/21,7584,,,,,,23434,251.347,4541187821,0.12,154,,3542,83441359,531527932,,,83001778,zcash,zec
997,2019/07/22,11659,,,,,,17954,386.52,4600004668,0.116,168,,4548,84228601,519640417,,,81652849,zcash,zec
998,2019/07/23,6607,,,,,,24186,222.219,4526256361,0.111,106,,3974,84791936,502713066,,,96114658,zcash,zec
999,2019/07/24,11884,,,,,,314545,570.56,4429960129,0.113,91,,5716,81114993,489947444,,,1797936745,zcash,zec
1000,2019/07/25,8252,,,,,,71999,294.774,4454724091,0.114,127,,4456,82282694,501481973,,,320828505,zcash,zec
1001,2019/07/26,9048,,,,,,62656,438.415,4257135677,0.12,95,,5237,78222087,502480150,,,328116129,zcash,zec
1002,2019/07/27,7942,,,,,,67037,232.728,4285931072,0.119,117,,4559,78477742,498195817,,,305620514,zcash,zec
1003,2019/07/28,7872,,,,,,77921,258.233,4406924365,0.112,94,,4135,80974356,487658234,,,322151661,zcash,zec
1004,2019/07/29,15083,,,,,,62717,269.163,4659650930,0.104,107,,4807,86218870,482069729,,,301482924,zcash,zec
1005,2019/07/30,11531,,,,,,62294,278.774,4652849546,0.103,114,,4822,84901423,471979677,,,300382877,zcash,zec
1006,2019/07/31,13997,,,,,,56254,337.135,4276463877,0.112,100,,5252,78990070,477262579,,,295446478,zcash,zec
1007,2019/08/01,13866,,,,,,47662,316.615,4740262022,0.101,158,,5423,87251223,475783501,,,258471233,zcash,zec
1008,2019/08/02,14586,,,,,,46536,320.802,4454123738,0.108,133,,5244,81841614,476600084,,,244032865,zcash,zec
1009,2019/08/03,11504,,,,,,54829,377.621,4535112104,0.103,156,,5683,84209966,467799577,,,311591134,zcash,zec
1010,2019/08/04,10249,,,,,,34969,262.418,4447820468,0.106,139,,5913,80326381,459952311,,,206769156,zcash,zec
1011,2019/08/05,15977,,,,,,44245,336.31,4385272246,0.107,120,,6043,82590925,476895064,,,267374712,zcash,zec
1012,2019/08/06,13064,,,,,,55000,323.304,4457642372,0.106,133,,6131,80503762,462478500,,,337203546,zcash,zec
1013,2019/08/07,13207,,,,,,35496,400.782,4269367039,0.104,133,,6787,78997334,444667842,,,240911135,zcash,zec
1014,2019/08/08,13557,,,,,,43990,321.074,4471964909,0.0998,124,,6300,82312836,445047357,,,277134147,zcash,zec
1015,2019/08/09,10725,,,,,,25588,226.535,4057652521,0.105,92,,6498,75211870,428635428,,,166271607,zcash,zec
1016,2019/08/10,11565,,,,,,17833,132.156,4393424716,0.095,134,,7739,80029191,412947448,,,138010677,zcash,zec
1017,2019/08/11,17452,,,,,,21535,322.506,4565368445,0.0923,151,,5903,84032060,421579703,,,127120434,zcash,zec
1018,2019/08/12,16720,,,,,,20998,289.475,4614236200,0.0907,293,,6293,84196838,415599072,,,132141890,zcash,zec
1019,2019/08/13,11229,,,,,,24875,296.439,4713214583,0.0839,164,,6028,88294290,403709578,,,149886266,zcash,zec
1020,2019/08/14,36650,,,,,,28697,273.562,4640050546,0.0846,133,,6437,84667877,390663099,,,184720370,zcash,zec
1021,2019/08/15,79657,,,,,,21359,272.916,4311130986,0.0821,133,,7255,80192169,359116739,,,154962333,zcash,zec
1022,2019/08/16,132254,,,,,,16219,211.642,4639377390,0.0786,101,,7172,83499886,358436809,,,116319911,zcash,zec
1023,2019/08/17,46487,,,,,,12896,253.223,4511888145,0.077,76,,6646,83631494,352306322,,,85690485,zcash,zec
1024,2019/08/18,11739,,,,,,10340,235.32,4577451496,0.0809,114,,6742,84846764,375599785,,,69710936,zcash,zec
1025,2019/08/19,13352,,,,,,16505,236.341,4460256241,0.0849,108,,6863,82820009,385211067,,,113267624,zcash,zec
1026,2019/08/20,13186,,,,,,11385,252.134,4743452838,0.0806,87,,7335,86107752,380702810,,,83507258,zcash,zec
1027,2019/08/21,13904,,,,,,18559,314.163,4277126785,0.0826,87,,8197,79700215,361301519,,,152127972,zcash,zec
1028,2019/08/22,14039,,,,,,32402,265.535,4133193081,0.0876,219,,8074,75288896,362455114,,,261613237,zcash,zec
1029,2019/08/23,13336,,,,,,31440,264.631,4457908826,0.0829,217,,7357,81063805,369586900,,,231218212,zcash,zec
1030,2019/08/24,16021,,,,,,31339,258.246,4421737932,0.0795,199,,6090,83129264,363914395,,,190855512,zcash,zec
1031,2019/08/25,13124,,,,,,26815,251.59,4579037309,0.0799,158,,7517,82980299,365159139,,,201565315,zcash,zec
1032,2019/08/26,15457,,,,,,30122,272.291,4496282581,0.0826,237,,8220,82616255,376278816,,,247578351,zcash,zec
1033,2019/08/27,11955,,,,,,27592,268.234,4339945797,0.0832,211,,6943,80162637,368470613,,,191574131,zcash,zec
1034,2019/08/28,6357,,,,,,49099,493.596,4570800668,0.0783,164,,4231,83116661,359881464,,,207161371,zcash,zec
1035,2019/08/29,5636,,,,,,59601,453.969,4629460269,0.0696,114,,3554,85961864,331413583,,,211822114,zcash,zec
1036,2019/08/30,8562,,,,,,54155,440.067,4511272445,0.0714,108,,3563,82318039,325653130,,,192931513,zcash,zec
1037,2019/08/31,9572,,,,,,48119,296.559,4693638164,0.0688,165,,3521,85497781,326137055,,,169427406,zcash,zec
1038,2019/09/01,10602,,,,,,56081,450.741,4472380203,0.0708,167,,3195,83931735,330028958,,,179178765,zcash,zec
1039,2019/09/02,6767,,,,,,48884,457.226,4211472584,0.0776,173,,3543,77653627,334982618,,,173197641,zcash,zec
1040,2019/09/03,7992,,,,,,65314,492.651,4409016514,0.0751,211,,3738,81154182,339114577,,,244142779,zcash,zec
1041,2019/09/04,49073,,,,,,42844,452.153,4492518309,0.0721,177,,4092,82691150,332031440,,,175316419,zcash,zec
1042,2019/09/05,56314,,,,,,32904,450.205,4463751888,0.0731,158,,3754,81170057,330922716,,,123521437,zcash,zec
1043,2019/09/06,66565,,,,,,33343,733.451,4455467140,0.073,141,,4174,81866298,333605523,,,139174493,zcash,zec
1044,2019/09/07,62038,,,,,,32160,346.103,4293496609,0.077,94,,3690,79027874,339785785,,,118658667,zcash,zec
1045,2019/09/08,67974,,,,,,28238,413.866,4719789425,0.0732,102,,3774,86572225,354096112,,,106571899,zcash,zec
1046,2019/09/09,71116,,,,,,27934,374.066,4565159150,0.0735,95,,4076,84470461,347261602,,,113858257,zcash,zec
1047,2019/09/10,62461,,,,,,29709,402.025,4448774821,0.0755,119,,3823,80343616,339955093,,,113575766,zcash,zec
1048,2019/09/11,68108,,,,,,31285,315.48,4390631752,0.0716,90,,3626,82544464,331168010,,,113440208,zcash,zec
1049,2019/09/12,65765,,,,,,90746,443.552,4424585331,0.0725,76,,4188,80596802,327855101,,,380046122,zcash,zec
1050,2019/09/13,66347,,,,,,14242,442.012,5059538860,0.0625,89,,3832,93618112,328475957,,,54574887,zcash,zec
1051,2019/09/14,64949,,,,,,9974,219.104,4737638569,0.0694,143,,3998,86299278,336568101,,,39701729,zcash,zec
1052,2019/09/15,67964,,,,,,18361,444.488,4348370639,0.0753,139,,3784,81895931,347151407,,,68379632,zcash,zec
1053,2019/09/16,66759,,,,,,17567,191.029,4714438539,0.0746,164,,4040,85287468,358588307,,,70972274,zcash,zec
1054,2019/09/17,67659,,,,,,24272,493.385,4793842316,0.0732,102,,3744,88857743,366903690,,,90873869,zcash,zec
1055,2019/09/18,67941,,,,,,34224,474.728,4865865308,0.0771,114,,3925,88942241,386882032,,,134327880,zcash,zec
1056,2019/09/19,66014,,,,,,23953,425.758,4926214118,0.0732,99,,3871,89734308,371264513,,,92722620,zcash,zec
1057,2019/09/20,66969,,,,,,24822,351.579,4830950270,0.0733,104,,3502,88457341,366521268,,,83359853,zcash,zec
1058,2019/09/21,68388,,,,,,23894,289.823,4796249140,0.0705,100,,3346,90331143,360541766,,,79950947,zcash,zec
1059,2019/09/22,67007,,,,,,18714,361.706,4748140782,0.0707,97,,3356,86790377,347877950,,,62805486,zcash,zec
1060,2019/09/23,20161,,,,,,26470,318.192,5019266996,0.0651,93,,3386,92065359,339988852,,,89626330,zcash,zec
1061,2019/09/24,12460,,,,,,22587,462.66,5063885718,0.0616,99,,4806,91296017,319101777,,,108547486,zcash,zec
1062,2019/09/25,13916,,,,,,38803,380.922,5084371302,0.0514,93,,3755,94077594,275084259,,,145703560,zcash,zec
1063,2019/09/26,7225,,,,,,24553,365.326,4817750022,0.0534,98,,3830,90252588,274032394,,,94037294,zcash,zec
1064,2019/09/27,11394,,,,,,22556,359.423,4862103847,0.054,90,,3554,87808222,269869643,,,80162898,zcash,zec
1065,2019/09/28,9630,,,,,,22459,385.901,5095358413,0.0541,87,,3399,95115236,293272738,,,76336473,zcash,zec
1066,2019/09/29,5471,,,,,,35033,378.826,4740076034,0.0572,85,,3130,87247800,284974797,,,109653368,zcash,zec
1067,2019/09/30,12822,,,,,,23826,452.49,4913372507,0.0557,92,,4311,89655235,285133182,,,102711984,zcash,zec
1068,2019/10/01,7167,,,,,,15742,327.858,4851332907,0.0573,58,,3494,88830559,290974069,,,55001391,zcash,zec
1069,2019/10/02,9367,,,,,,11264,300.952,5063960296,0.0532,39,,3393,94029853,286053006,,,38176329,zcash,zec
1070,2019/10/03,5877,,,,,,16879,220.788,5210254730,0.0523,45,,3450,94744664,283634101,,,58210825,zcash,zec
1071,2019/10/04,5603,,,,,,28083,244.446,5087913839,0.0521,50,,3520,93978268,280529521,,,98853374,zcash,zec
1072,2019/10/05,5132,,,,,,23839,116.93,4935889417,0.0548,46,,3471,88988391,279783483,,,82745794,zcash,zec
1073,2019/10/06,8813,,,,,,29581,117.801,5079374542,0.0504,67,,3255,95492920,276522879,,,96286460,zcash,zec
1074,2019/10/07,14671,,,,,,31784,303.356,5395477013,0.0485,73,,3279,100717560,280872163,,,104218787,zcash,zec
1075,2019/10/08,15913,,,,,,28842,297.488,5193271625,0.052,80,,3362,94273299,281929203,,,96497834,zcash,zec
1076,2019/10/09,8027,,,,,,25246,324.581,5408781830,0.0492,75,,3407,99730325,282403260,,,85977223,zcash,zec
1077,2019/10/10,6144,,,,,,25094,376.814,5287757682,0.0508,152,,3214,97840911,286432391,,,80651159,zcash,zec
1078,2019/10/11,11626,,,,,,33674,258.746,5209838891,0.0513,99,,3433,94574044,280152801,,,115595551,zcash,zec
1079,2019/10/12,11739,,,,,,72892,287.027,5398666249,0.0484,74,,3080,99370084,277587574,,,224505865,zcash,zec
1080,2019/10/13,8882,,,,,,67434,272.398,5030292619,0.0517,178,,3122,94234223,281421996,,,210528384,zcash,zec
1081,2019/10/14,10299,,,,,,63964,334.939,5301430704,0.0508,197,,3097,96236707,283075856,,,198096866,zcash,zec
1082,2019/10/15,20056,,,,,,60229,278.618,5317161782,0.0498,90,,3406,97869879,282359629,,,205138827,zcash,zec
1083,2019/10/16,17612,,,,,,53097,282.879,4745057913,0.0539,87,,3198,88890822,277550744,,,169800800,zcash,zec
1084,2019/10/17,16642,,,,,,52474,317.956,5045881142,0.0527,101,,3310,90816174,277725071,,,173687793,zcash,zec
1085,2019/10/18,14208,,,,,,48741,283.814,5503024234,0.047,62,,3620,101468022,277282677,,,176421137,zcash,zec
1086,2019/10/19,15617,,,,,,44861,148.082,5171936739,0.0499,95,,3408,95363235,276665069,,,152884708,zcash,zec
1087,2019/10/20,14299,,,,,,41199,167.785,5068477172,0.0515,71,,3095,92645746,277518876,,,127497523,zcash,zec
1088,2019/10/21,11753,,,,,,35472,156.741,4989515623,0.0521,137,,3456,92647531,280932261,,,122590788,zcash,zec
1089,2019/10/22,12143,,,,,,35846,219.508,5239274640,0.0502,107,,3514,96100826,281238354,,,125964302,zcash,zec
1090,2019/10/23,14412,,,,,,53044,331.674,4434136107,0.0544,97,,3701,82190297,261057010,,,196276785,zcash,zec
1091,2019/10/24,14632,,,,,,42990,271.072,4784059361,0.0494,102,,3363,88057375,254190058,,,144574384,zcash,zec
1092,2019/10/25,10774,,,,,,47252,291.873,4530509649,0.0553,101,,4105,83100381,268708436,,,193971393,zcash,zec
1093,2019/10/26,11752,,,,,,51552,296.521,4482640972,0.058,98,,3711,83529777,283544534,,,191308034,zcash,zec
1094,2019/10/27,13168,,,,,,37544,188.824,4675899436,0.0582,88,,3844,83870964,285845573,,,143635345,zcash,zec
1095,2019/10/28,12391,,,,,,43200,305.421,5032669431,0.0558,209,,3954,93284596,305100669,,,170811569,zcash,zec
1096,2019/10/29,8048,,,,,,39488,174.618,4721925449,0.0582,96,,3758,87833435,300129364,,,148396287,zcash,zec
1097,2019/10/30,10332,,,,,,53851,280.604,4833157979,0.0574,101,,3750,88651675,299070199,,,201940360,zcash,zec
1098,2019/10/31,11880,,,,,,30568,245.842,4376234478,0.0617,101,,3790,81259856,294739558,,,115830453,zcash,zec
1099,2019/11/01,8053,,,,,,26903,161.413,4366634116,0.0622,116,,3518,79404042,290853114,,,94643405,zcash,zec
1100,2019/11/02,9536,,,,,,23639,168.942,4481339604,0.0603,82,,3282,82485390,293164351,,,77584714,zcash,zec
1101,2019/11/03,8025,,,,,,17691,131.937,4396031943,0.0609,81,,3164,80774215,289957899,,,55973674,zcash,zec
1102,2019/11/04,12793,,,,,,18180,224.192,4300015052,0.063,111,,3655,78599170,292144663,,,66446110,zcash,zec
1103,2019/11/05,9579,,,,,,18292,353.481,4588458559,0.0596,121,,3556,84457066,297514355,,,65046623,zcash,zec
1104,2019/11/06,8419,,,,,,19781,318.312,4682546176,0.0593,119,,3415,86490769,303420815,,,67551679,zcash,zec
1105,2019/11/07,13783,,,,,,55468,342.032,4558763154,0.0616,204,,3545,83040942,302883085,,,196635198,zcash,zec
1106,2019/11/08,6244,,,,,,67079,310.067,4582931637,0.0574,145,,3423,86006418,292150803,,,229608636,zcash,zec
1107,2019/11/09,5948,,,,,,65673,221.332,4397542242,0.0611,105,,3181,79691286,288623696,,,208906291,zcash,zec
1108,2019/11/10,7132,,,,,,56131,235.305,4556084135,0.0581,96,,3407,84154903,290019490,,,191237758,zcash,zec
1109,2019/11/11,6551,,,,,,49446,148.461,4450661941,0.0596,80,,3413,82207662,290810454,,,168758060,zcash,zec
1110,2019/11/12,6354,,,,,,40243,85.125,4751392063,0.0561,141,,3956,86849806,289454170,,,159200111,zcash,zec
1111,2019/11/13,5792,,,,,,43649,88.798,4831547211,0.0546,141,,3486,89086931,289475051,,,152159297,zcash,zec
1112,2019/11/14,5960,,,,,,36009,141.524,4879286678,0.0545,118,,3686,88726253,288033542,,,132730294,zcash,zec
1113,2019/11/15,5682,,,,,,47308,360.754,4973153289,0.0514,119,,3474,92506572,283534398,,,164346775,zcash,zec
1114,2019/11/16,4446,,,,,,38380,96.616,4818228818,0.0535,95,,3435,88841359,283791265,,,131833796,zcash,zec
1115,2019/11/17,5005,,,,,,34284,162.709,5060400801,0.0519,79,,3133,91861299,284802602,,,107404739,zcash,zec
1116,2019/11/18,5061,,,,,,28855,179.86,4658101509,0.0543,98,,3246,86341677,280022490,,,93664136,zcash,zec
1117,2019/11/19,5386,,,,,,25884,94.973,4891140259,0.0495,72,,3488,90981032,269217885,,,90283822,zcash,zec
1118,2019/11/20,5102,,,,,,25596,114.401,5327455702,0.0465,74,,3210,97211089,270751769,,,82161907,zcash,zec
1119,2019/11/21,4898,,,,,,30294,192.508,4641673350,0.0494,74,,3525,87108805,258103269,,,104396173,zcash,zec
1120,2019/11/22,8594,,,,,,30324,250.451,4771025593,0.0452,87,,3567,87970997,238492474,,,108004473,zcash,zec
1121,2019/11/23,8683,,,,,,24590,140.981,4646594396,0.0464,69,,3375,83487309,232762103,,,82992209,zcash,zec
1122,2019/11/24,5867,,,,,,20457,158.278,4623608053,0.0444,88,,3156,86156566,229660848,,,64563547,zcash,zec
1123,2019/11/25,6085,,,,,,25333,119.959,4787391033,0.0408,91,,4190,87356427,214467033,,,106145612,zcash,zec
1124,2019/11/26,5040,,,,,,12511,124.108,4226766613,0.0467,122,,3265,78346536,220346492,,,40847901,zcash,zec
1125,2019/11/27,8437,,,,,,14095,235.535,4170910928,0.0483,138,,3432,77175572,224786964,,,48373553,zcash,zec
1126,2019/11/28,5473,,,,,,16354,174.012,4314843396,0.0475,92,,3238,80119919,229546247,,,52954809,zcash,zec
1127,2019/11/29,5068,,,,,,13245,137.774,4371061434,0.048,103,,3348,79897814,231413301,,,44344544,zcash,zec
1128,2019/11/30,6152,,,,,,16140,139.85,4405553763,0.0479,79,,3315,80111767,231857513,,,53415179,zcash,zec
1129,2019/12/01,5278,,,,,,15711,144.306,4179304889,0.0475,96,,3342,77603180,222822370,,,52507471,zcash,zec
1130,2019/12/02,6411,,,,,,28254,125.526,4327388256,0.046,124,,3428,79512932,221228217,,,96853740,zcash,zec
1131,2019/12/03,5446,,,,,,44435,148.831,4211528570,0.0476,132,,3573,76189478,219630586,,,158766915,zcash,zec
1132,2019/12/04,5190,,,,,,42073,145.391,4490083492,0.0429,107,,3648,83373854,216982735,,,153483723,zcash,zec
1133,2019/12/05,6687,,,,,,55160,284.665,4480205863,0.0453,109,,3586,82898546,227809112,,,197804043,zcash,zec
1134,2019/12/06,5410,,,,,,49166,294.289,4501108380,0.0469,139,,3483,82704926,235722186,,,171153096,zcash,zec
1135,2019/12/07,6898,,,,,,31039,49.567,4291274572,0.0496,113,,4686,78986975,238422343,,,145448541,zcash,zec
1136,2019/12/08,4940,,,,,,46041,135.204,4704024796,0.0453,112,,3067,86283064,237747446,,,141207317,zcash,zec
1137,2019/12/09,5954,,,,,,48025,305.715,4588781486,0.0474,135,,3556,85056775,245383777,,,170776699,zcash,zec
1138,2019/12/10,5451,,,,,,56742,240.63,4535563406,0.0483,123,,3328,82475897,242703392,,,188837509,zcash,zec
1139,2019/12/11,3894,,,,,,11684,64.613,4651843833,0.0476,345,,3065,80167345,250662573,,,35812632,zcash,zec
1140,2019/12/12,3659,,,,,,55064,174.768,4613549853,0.0482,226,,4012,42533683,250761899,,,220918404,zcash,zec
1141,2019/12/13,6108,,,,,,32588,159.499,4669882042,0.0489,159,,4385,43015425,257592061,,,142789912,zcash,zec
1142,2019/12/14,2332,,,,,,29473,162.913,4664122193,0.0503,135,,3923,42738413,263574133,,,115623437,zcash,zec
1143,2019/12/15,2194,,,,,,25684,162.535,4723359188,0.0496,111,,3734,43243645,263430448,,,95904605,zcash,zec
1144,2019/12/16,2725,,,,,,24505,158.064,4848052226,0.0461,122,,4145,45209373,256588960,,,101572955,zcash,zec
1145,2019/12/17,2783,,,,,,23492,142.198,4404715438,0.0466,162,,4398,40256485,231274582,,,103283428,zcash,zec
1146,2019/12/18,4537,,,,,,17622,206.474,4335701472,0.0471,218,,4217,39694533,230890368,,,74312546,zcash,zec
1147,2019/12/19,2881,,,,,,18653,143.992,4766169780,0.0431,144,,4331,43940732,234412449,,,80788173,zcash,zec
1148,2019/12/20,2812,,,,,,15522,142.141,4769619736,0.0426,107,,3996,44011009,232410990,,,62013717,zcash,zec
1149,2019/12/21,2541,,,,,,23417,141.971,4857619371,0.0422,133,,4307,44318948,232538912,,,100856040,zcash,zec
1150,2019/12/22,2159,,,,,,11272,89.744,4703676672,0.0441,123,,3707,43138339,236586173,,,41783418,zcash,zec
1151,2019/12/23,3224,,,,,,17082,112.723,4576684155,0.0451,110,,4126,42565887,239464180,,,70187849,zcash,zec
1152,2019/12/24,2756,,,,,,15932,83.63,4890662543,0.0414,153,,4198,45127915,233199189,,,66881768,zcash,zec
1153,2019/12/25,2463,,,,,,10794,139.094,4741932149,0.0423,154,,4186,43338445,229425993,,,45178508,zcash,zec
