,date,block_size,sent_addresses,av_transaction_size,confirmation_time,top_100_percent,median_transaction_size,av_transaction_value,median_transaction_value,hashrate,mining_profitability,tweets,active_addresses,transactions,difficulty,market_cap,google_trends,fee_reward,send_usd,full_name,coin
1378,2020/08/06,10625,,,,,,37626,191.603,6173638043,0.111,248,,8288,57216686,1055218671,,,311846700,zcash,zec
1379,2020/08/07,10357,,,,,,46738,164.094,6368086083,0.106,175,,7235,58760637,1035406839,,,338148184,zcash,zec
1380,2020/08/08,5662,,,,,,27429,149.66,6361060008,0.108,133,,6852,58085978,1042364337,,,187945093,zcash,zec
1381,2020/08/09,4107,,,,,,36291,216.701,6436396301,0.105,108,,6770,59183842,1028797015,,,245691667,zcash,zec
1382,2020/08/10,5599,,,,,,43909,206.957,6031070807,0.108,102,,6710,55993794,1007175012,,,294630123,zcash,zec
1383,2020/08/11,5282,,,,,,56817,271.077,5935117407,0.103,140,,6360,54669818,933073297,,,361359280,zcash,zec
1384,2020/08/12,4799,,,,,,47333,335.403,6277510767,0.0939,187,,6371,57273461,894930202,,,301556053,zcash,zec
1385,2020/08/13,4810,,,,,,64833,344.523,6324243211,0.0916,152,,6022,58509651,892434486,,,390425458,zcash,zec
1386,2020/08/14,5326,,,,,,53066,328.333,6269664833,0.0975,146,,5808,57600498,935050929,,,308209105,zcash,zec
1387,2020/08/15,4635,,,,,,47775,193.688,6597854117,0.093,169,,5447,60668477,940808538,,,259008963,zcash,zec
1388,2020/08/16,5673,,,,,,41184,175.965,6015610317,0.101,133,,5597,55459694,929631496,,,230506656,zcash,zec
1389,2020/08/17,5356,,,,,,42619,305.327,5696136726,0.108,127,,5899,52514372,943029180,,,251411354,zcash,zec
1390,2020/08/18,4571,,,,,,33144,661.325,5986031090,0.103,178,,5585,54899062,946436977,,,185109061,zcash,zec
1391,2020/08/19,4710,,,,,,37509,580.837,5627088496,0.101,125,,5879,51787259,871856154,,,220516415,zcash,zec
1392,2020/08/20,5531,,,,,,38513,534.348,5915228577,0.0941,153,,5727,54581957,858790022,,,220564732,zcash,zec
1393,2020/08/21,4820,,,,,,25918,394.168,6044353807,0.093,120,,6004,55146232,857951068,,,155609253,zcash,zec
1394,2020/08/22,4517,,,,,,46829,448.954,6414913111,0.0832,100,,5500,59244559,825155766,,,257558660,zcash,zec
1395,2020/08/23,5115,,,,,,26865,388.462,6041564341,0.0926,136,,5718,55312174,858063710,,,153611583,zcash,zec
1396,2020/08/24,5557,,,,,,29857,453.621,6157393518,0.0935,117,,5735,57267425,897844658,,,171228894,zcash,zec
1397,2020/08/25,4926,,,,,,33243,409.486,6430401670,0.0861,168,,6097,58719171,848352386,,,202685087,zcash,zec
1398,2020/08/26,4495,,,,,,37187,374.826,6160065944,0.0871,134,,5635,56495170,829609897,,,209549229,zcash,zec
1399,2020/08/27,4980,,,,,,42029,352.098,6329815751,0.0824,94,,5742,58356447,809315319,,,241329578,zcash,zec
1400,2020/08/28,5144,,,,,,29129,355.402,6168044541,0.0861,104,,5599,57114657,828780958,,,163092163,zcash,zec
1401,2020/08/29,4840,,,,,,24333,307.051,6396735246,0.0865,94,,5134,58716769,856366574,,,124927717,zcash,zec
1402,2020/08/30,5132,,,,,,15780,299.911,6392811883,0.0897,203,,5544,58680755,887426577,,,87370079,zcash,zec
1403,2020/08/31,5702,,,,,,37816,286.386,6198474025,0.0917,99,,5632,56699506,879756207,,,212979207,zcash,zec
1404,2020/09/01,5265,,,,,,35367,277.533,6341040860,0.0904,140,,6218,59131888,903235064,,,219913651,zcash,zec
1405,2020/09/02,5203,,,,,,21307,244.816,6364504364,0.0895,474,,5979,57916852,875150381,,,126871223,zcash,zec
1406,2020/09/03,9630,,,,,,55168,264.058,6160512199,0.0808,202,,6486,56696468,774344724,,,357820417,zcash,zec
1407,2020/09/04,10636,,,,,,46904,192.788,5973396274,0.0705,137,,6754,55022414,656115081,,,316787873,zcash,zec
1408,2020/09/05,6838,,,,,,35349,151.297,6477507036,0.0621,133,,6587,59613837,626341668,,,232843476,zcash,zec
1409,2020/09/06,5136,,,,,,27975,88.769,6424502636,0.0638,171,,7256,59074478,638117748,,,202774500,zcash,zec
1410,2020/09/07,5895,,,,,,34682,88.508,6356895355,0.0662,149,,7265,58452817,655093012,,,251966122,zcash,zec
1411,2020/09/08,5222,,,,,,29909,100.361,6596076640,0.0656,157,,7391,60652132,674662874,,,221055467,zcash,zec
1412,2020/09/09,4898,,,,,,21377,224.233,6493968129,0.0657,121,,6309,59869817,667827759,,,134868776,zcash,zec
1413,2020/09/10,5162,,,,,,23222,553.962,6164416438,0.071,134,,6044,56781947,685010558,,,140353593,zcash,zec
1414,2020/09/11,5275,,,,,,39601,486.934,6107256359,0.0721,118,,5901,56157340,687085366,,,233682990,zcash,zec
1415,2020/09/12,5363,,,,,,42228,249.087,6538116545,0.0706,108,,5648,59858245,718711207,,,238504874,zcash,zec
1416,2020/09/13,5173,,,,,,27537,230.325,6321641028,0.0717,193,,4871,58434319,713658304,,,134129502,zcash,zec
1417,2020/09/14,5568,,,,,,33573,252.02,6467360756,0.0699,98,,5212,59056663,702156033,,,174980675,zcash,zec
1418,2020/09/15,5682,,,,,,23366,172.643,6857227120,0.0648,100,,5799,63108479,695660369,,,135502181,zcash,zec
1419,2020/09/16,3525,,,,,,25262,289.226,6315291169,0.0654,123,,5121,58375624,652614889,,,129368877,zcash,zec
1420,2020/09/17,5525,,,,,,14743,265.266,6721231379,0.063,102,,5472,61215878,659240542,,,80667088,zcash,zec
1421,2020/09/18,5154,,,,,,17123,273.657,6288079941,0.0663,113,,5550,58175082,659227675,,,95032049,zcash,zec
1422,2020/09/19,4768,,,,,,8649,291.132,6720590435,0.0616,107,,5255,62067625,654382086,,,45451649,zcash,zec
1423,2020/09/20,4706,,,,,,7726,278.52,6541691306,0.0629,111,,5226,59735412,643602406,,,40374580,zcash,zec
1424,2020/09/21,16009,,,,,,19992,325.461,6432917733,0.0609,88,,5922,59462909,619890843,,,118391756,zcash,zec
1425,2020/09/22,11290,,,,,,29405,264.555,6307533628,0.0595,96,,5937,58355060,595695774,,,174559484,zcash,zec
1426,2020/09/23,4959,,,,,,20248,263.941,5870779849,0.0637,81,,5579,54219248,593955196,,,112964048,zcash,zec
1427,2020/09/24,5298,,,,,,21406,268.118,6296094122,0.0613,138,,6164,57542563,604005263,,,131947034,zcash,zec
1428,2020/09/25,5765,,,,,,16244,252.227,6559485363,0.0601,85,,5909,60001797,617196133,,,95984368,zcash,zec
1429,2020/09/26,4313,,,,,,5524,173.689,6458766412,0.0608,68,,5144,59493277,623356638,,,28415055,zcash,zec
1430,2020/09/27,4891,,,,,,10680,146.092,6671328345,0.0595,75,,5057,60971981,625131179,,,54008866,zcash,zec
1431,2020/09/28,5719,,,,,,18335,169.64,6385334573,0.0633,83,,4827,59178669,643922276,,,88501360,zcash,zec
1432,2020/09/29,5640,,,,,,17583,289.874,6632867821,0.0626,147,,4983,60673051,655729089,,,86066062,zcash,zec
1433,2020/09/30,5246,,,,,,10970,302.678,6441900754,0.0675,154,,5578,59337923,690723583,,,61189374,zcash,zec
1434,2020/10/01,5679,,,,,,15353,327.485,6724422492,0.069,131,,5991,62431024,741742882,,,91981827,zcash,zec
1435,2020/10/02,5881,,,,,,13897,314.681,6644622197,0.0678,94,,5539,61151832,713177476,,,76975973,zcash,zec
1436,2020/10/03,4629,,,,,,23451,261.115,6572845939,0.0684,313,,4868,60280856,711250973,,,114122580,zcash,zec
1437,2020/10/04,5294,,,,,,18783,221.169,6785551987,0.0652,96,,5137,62177557,699538993,,,96488666,zcash,zec
1438,2020/10/05,5111,,,,,,16900,316.751,7033224929,0.0642,126,,5327,64954942,719262126,,,90024293,zcash,zec
1439,2020/10/06,5355,,,,,,28853,285.637,6676484279,0.068,118,,4841,61768461,725235569,,,139672181,zcash,zec
1440,2020/10/07,5017,,,,,,18931,227.908,6634269762,0.0663,92,,4500,60738554,695750111,,,85190784,zcash,zec
1441,2020/10/08,9003,,,,,,16508,269.773,6526178256,0.0674,99,,4786,59957131,698066673,,,79008949,zcash,zec
1442,2020/10/09,9148,,,,,,15805,262.688,6896743752,0.0647,131,,4994,63472159,710709411,,,78930300,zcash,zec
1443,2020/10/10,7257,,,,,,20305,251.558,6725880790,0.0693,91,,5209,61684369,740000786,,,105768721,zcash,zec
1444,2020/10/11,6411,,,,,,34388,328.974,6756129893,0.0738,141,,5902,62069736,794058465,,,202960078,zcash,zec
1445,2020/10/12,6646,,,,,,28616,367.723,6606098547,0.0792,154,,5773,61170936,838641361,,,164853135,zcash,zec
1446,2020/10/13,6272,,,,,,15169,3.358,6526571449,0.0782,114,,8360,59960743,813732143,,,126812998,zcash,zec
1447,2020/10/14,6396,,,,,,15987,216.701,6760171608,0.0735,110,,4908,62161016,792769574,,,78462664,zcash,zec
1448,2020/10/15,8163,,,,,,27170,295.604,6632898354,0.073,109,,5052,60831609,772148015,,,137261114,zcash,zec
1449,2020/10/16,9360,,,,,,32506,321.085,6713885626,0.0688,98,,5236,61414148,734155456,,,170198883,zcash,zec
1450,2020/10/17,6857,,,,,,23689,211.899,6650337080,0.0668,121,,5329,61580574,713622068,,,126239358,zcash,zec
1451,2020/10/18,5169,,,,,,24870,171.845,6924438279,0.0656,90,,5336,63505378,724139816,,,132706610,zcash,zec
1452,2020/10/19,5287,,,,,,34915,244.91,6286118387,0.0717,125,,5546,58259143,728410078,,,193639632,zcash,zec
1453,2020/10/20,5610,,,,,,34398,311.2,6320436893,0.0706,98,,5710,57815141,713329852,,,195307715,zcash,zec
1454,2020/10/21,5787,,,,,,43174,210.547,6403115544,0.069,129,,5967,58826532,709669106,,,256534681,zcash,zec
1455,2020/10/22,9097,,,,,,31644,360.368,6651714713,0.0699,164,,5753,61377781,746728552,,,182046151,zcash,zec
1456,2020/10/23,9001,,,,,,32951,491.539,6181122803,0.0744,152,,5581,56491793,732486898,,,183898177,zcash,zec
1457,2020/10/24,7055,,,,,,27511,421.141,6481141977,0.0694,105,,4849,59856212,725965080,,,133403132,zcash,zec
1458,2020/10/25,5249,,,,,,21065,499.456,6442428547,0.0705,82,,5183,59239310,728553805,,,109179172,zcash,zec
1459,2020/10/26,5395,,,,,,27001,450.455,5990517403,0.0735,163,,5583,55276674,712356814,,,150747179,zcash,zec
1460,2020/10/27,5259,,,,,,26854,402.256,6815177456,0.0637,129,,5317,62886111,702376103,,,142780521,zcash,zec
1461,2020/10/28,4835,,,,,,38253,345.258,6002975147,0.0708,175,,5284,55054460,682372067,,,202129950,zcash,zec
1462,2020/10/29,5406,,,,,,29015,339.271,6104854280,0.0662,184,,5506,56430443,654349981,,,159758688,zcash,zec
1463,2020/10/30,5567,,,,,,42447,374.563,6032897737,0.0679,125,,5297,55814227,663569958,,,224838995,zcash,zec
1464,2020/10/31,5575,,,,,,20779,228.002,6006535799,0.0701,98,,5376,54943783,674407996,,,111708548,zcash,zec
1465,2020/11/01,4567,,,,,,25923,284.941,6295182349,0.0659,92,,4595,57784596,668042671,,,119117068,zcash,zec
1466,2020/11/02,5928,,,,,,17838,282.969,6038490897,0.0671,99,,5224,55573481,653796918,,,93186149,zcash,zec
1467,2020/11/03,5679,,,,,,25957,264.847,6117260723,0.0619,115,,5230,56396839,612404675,,,135754205,zcash,zec
1468,2020/11/04,5049,,,,,,24974,266.113,6275936486,0.0612,85,,5072,57259098,615682798,,,126668693,zcash,zec
1469,2020/11/05,5365,,,,,,35441,273.71,6778215239,0.0581,99,,5159,62110329,633691737,,,182837604,zcash,zec
1470,2020/11/06,5972,,,,,,30022,290.86,6883110285,0.0604,97,,5347,63736000,676263793,,,160525908,zcash,zec
1471,2020/11/07,5312,,,,,,27229,213.248,6730239742,0.064,74,,4954,61885787,695843972,,,134894567,zcash,zec
1472,2020/11/08,5392,,,,,,20462,177.623,6685543125,0.0634,84,,4661,61421244,684471349,,,95373452,zcash,zec
1473,2020/11/09,6419,,,,,,18267,296.035,6652038189,0.0639,94,,4857,61060240,687060651,,,88724152,zcash,zec
1474,2020/11/10,5792,,,,,,30850,303.679,6399710450,0.0679,136,,5259,59000827,705235742,,,162238405,zcash,zec
1475,2020/11/11,5705,,,,,,16880,250.037,6928518496,0.0614,95,,5010,64212846,694813344,,,84571063,zcash,zec
1476,2020/11/12,6383,,,,,,54796,354.706,6600645767,0.0677,110,,5879,60013953,716669644,,,321899309,zcash,zec
1477,2020/11/13,5961,,,,,,42315,318.218,6577268739,0.066,96,,5892,61011109,740354831,,,249322616,zcash,zec
1478,2020/11/14,5443,,,,,,46755,266.801,6949336177,0.063,90,,5158,63348124,739405233,,,241160178,zcash,zec
1479,2020/11/15,5116,,,,,,43686,297.212,6782406796,0.0636,89,,5122,62256916,726588586,,,223760592,zcash,zec
1480,2020/11/16,5979,,,,,,53966,422.948,6826250146,0.0633,116,,5579,63488190,746227591,,,301078687,zcash,zec
1481,2020/11/17,7541,,,,,,46107,399.642,6521622621,0.0689,133,,6118,59915278,763640790,,,282083078,zcash,zec
1482,2020/11/18,5788,,,,,,11492,317.913,6749721924,0.05,477,,4709,61581724,741925706,,,54117467,zcash,zec
1483,2020/11/19,6099,,,,,,40321,188.452,6640597890,0.0322,304,,5661,61490391,727501118,,,228258212,zcash,zec
1484,2020/11/20,5987,,,,,,49632,148.865,7106882915,0.0308,163,,6283,65406113,737170039,,,311840039,zcash,zec
1485,2020/11/21,7256,,,,,,51488,323.875,6672215473,0.0345,87,,5833,61085957,781412951,,,300327215,zcash,zec
1486,2020/11/22,6077,,,,,,45350,339.837,6518596404,0.0356,64,,5616,61057568,805684798,,,254687465,zcash,zec
1487,2020/11/23,8066,,,,,,46507,363.87,6458977928,0.0394,136,,6399,58776560,851771687,,,297595440,zcash,zec
1488,2020/11/24,7837,,,,,,79242,585.481,6120997772,0.0457,149,,7024,56579666,960911408,,,554741578,zcash,zec
1489,2020/11/25,6423,,,,,,55820,617.263,6641007244,0.0434,94,,5909,60747505,967618143,,,329840360,zcash,zec
1490,2020/11/26,5855,,,,,,54835,709.559,6043781639,0.0403,67,,5629,56210767,832006229,,,308400762,zcash,zec
1491,2020/11/27,6131,,,,,,50573,408.133,6555289775,0.0369,52,,4724,59601571,804015954,,,238907893,zcash,zec
1492,2020/11/28,5930,,,,,,39003,328.339,6826376689,0.036,53,,4951,63657773,845345679,,,192232718,zcash,zec
1493,2020/11/29,4355,,,,,,32997,497.017,6763754666,0.0385,59,,4910,61550022,869165823,,,162015073,zcash,zec
1494,2020/11/30,4972,,,,,,50259,757.43,6387647763,0.0416,93,,5184,59096248,899778333,,,260542584,zcash,zec
1495,2020/12/01,4976,,,,,,49310,780.083,6300257954,0.0427,97,,5341,58441542,920417277,,,263362940,zcash,zec
1496,2020/12/02,6331,,,,,,47161,741.647,6863504874,0.0383,80,,5083,62619834,885013588,,,239718886,zcash,zec
1497,2020/12/03,4539,,,,,,49120,513.45,7813829139,0.0332,73,,4851,72417820,890423281,,,238282924,zcash,zec
1498,2020/12/04,10549,,,,,,50600,395.243,7566779398,0.0341,78,,5666,69036225,866465385,,,286700259,zcash,zec
1499,2020/12/05,8699,,,,,,45282,290.427,7699694261,0.0322,64,,5033,70800098,838242504,,,227902689,zcash,zec
1500,2020/12/06,6349,,,,,,27746,557.87,7703149576,0.0325,64,,5323,70955594,845682929,,,147683128,zcash,zec
1501,2020/12/07,6206,,,,,,37451,372.178,7703789013,0.0336,77,,6213,71210254,879454831,,,232680136,zcash,zec
1502,2020/12/08,5051,,,,,,39083,403.453,7793380262,0.0324,71,,6621,71536821,857645568,,,258769536,zcash,zec
1503,2020/12/09,4788,,,,,,42273,408.585,7812904758,0.0307,77,,6042,72218869,814961330,,,255410800,zcash,zec
1504,2020/12/10,5448,,,,,,60255,489.897,8108932822,0.0289,69,,4876,74498171,797281360,,,293803788,zcash,zec
1505,2020/12/11,6105,,,,,,25741,517.16,7594848356,0.0293,61,,4494,70326529,757341497,,,115679472,zcash,zec
1506,2020/12/12,4526,,,,,,29389,552.762,7747199845,0.0293,62,,4242,71051086,774521010,,,124667673,zcash,zec
1507,2020/12/13,3428,,,,,,39855,550.735,7650497533,0.0308,53,,4235,70164210,795611651,,,168786960,zcash,zec
1508,2020/12/14,6501,,,,,,32535,465.661,7517589333,0.0307,96,,4438,69918056,798490604,,,144389912,zcash,zec
1509,2020/12/15,6719,,,,,,22630,318.204,7517927226,0.0317,67,,4657,68412976,804074451,,,105386798,zcash,zec
1510,2020/12/16,6903,,,,,,41651,513.854,7417109776,0.0321,85,,4982,68320812,821201807,,,207092686,zcash,zec
1511,2020/12/17,7501,,,,,,36715,516.871,7471138070,0.0343,88,,5553,69547360,883928938,,,203549159,zcash,zec
1512,2020/12/18,8015,,,,,,41305,557.002,7337212294,0.0355,73,,5277,66883890,880928586,,,217964035,zcash,zec
1513,2020/12/19,4578,,,,,,21706,425.12,7860905898,0.0326,67,,4652,72282469,883354250,,,100977029,zcash,zec
1514,2020/12/20,4323,,,,,,30331,520.887,7687900018,0.0337,78,,4903,71125720,885063504,,,148711720,zcash,zec
1515,2020/12/21,41986,,,,,,34635,421.63,7922480725,0.0316,65,,5147,72721857,852503577,,,177934173,zcash,zec
1516,2020/12/22,6356,,,,,,41570,327.016,7439733741,0.031,83,,5098,68829774,797290895,,,211922472,zcash,zec
1517,2020/12/23,5731,,,,,,26918,255.117,7656819703,0.0291,67,,4722,70467295,762210709,,,127105432,zcash,zec
1518,2020/12/24,4462,,,,,,45956,285.723,7741300119,0.0264,62,,4594,70506498,695613796,,,211123699,zcash,zec
1519,2020/12/25,4724,,,,,,38281,236.2,7753492339,0.0277,74,,4849,71419314,748857054,,,185625385,zcash,zec
1520,2020/12/26,5173,,,,,,33724,219.347,8241998688,0.0275,62,,5120,76051907,786560620,,,172668624,zcash,zec
1521,2020/12/27,4125,,,,,,39231,192.639,7473025659,0.0311,83,,5478,68596229,803023448,,,214908989,zcash,zec
1522,2020/12/28,,,,,,,,,,,15,,,,,,,,zcash,zec
