,transactions,sent_addresses,block_size,hashrate,difficulty,mining_profitability,send_usd,av_transaction_size,median_transaction_size,confirmation_time,av_transaction_value,google_trends,median_transaction_value,active_addresses,top_100_percent,fee_reward,date,tweets,market_cap,full_name,coin
325,,,,,,,,,,,,,,,,,2015/04/21,30,457175,vericoin,vericoin
326,,,,,,,,,,,,,,,,,2015/04/22,30,462392,vericoin,vericoin
327,,,,,,,,,,,,,,,,,2015/04/23,27,460028,vericoin,vericoin
328,,,,,,,,,,,,,,,,,2015/04/24,18,478942,vericoin,vericoin
329,,,,,,,,,,,,,,,,,2015/04/25,56,474034,vericoin,vericoin
330,,,,,,,,,,,,,,,,,2015/04/26,28,435876,vericoin,vericoin
331,,,,,,,,,,,,,,,,,2015/04/27,22,436524,vericoin,vericoin
332,,,,,,,,,,,,,,,,,2015/04/28,27,467391,vericoin,vericoin
333,,,,,,,,,,,,,,,,,2015/04/29,32,474830,vericoin,vericoin
334,,,,,,,,,,,,,,,,,2015/04/30,44,508598,vericoin,vericoin
335,,,,,,,,,,,,,,,,,2015/05/01,84,595141,vericoin,vericoin
336,,,,,,,,,,,,,,,,,2015/05/02,84,637153,vericoin,vericoin
337,,,,,,,,,,,,,,,,,2015/05/03,74,781708,vericoin,vericoin
338,,,,,,,,,,,,,,,,,2015/05/04,118,794397,vericoin,vericoin
339,,,,,,,,,,,,,,,,,2015/05/05,72,657893,vericoin,vericoin
340,,,,,,,,,,,,,,,,,2015/05/06,36,629278,vericoin,vericoin
341,,,,,,,,,,,,,,,,,2015/05/07,88,698299,vericoin,vericoin
342,,,,,,,,,,,,,,,,,2015/05/08,67,736234,vericoin,vericoin
343,,,,,,,,,,,,,,,,,2015/05/09,104,814194,vericoin,vericoin
344,,,,,,,,,,,,,,,,,2015/05/10,151,859476,vericoin,vericoin
345,,,,,,,,,,,,,,,,,2015/05/11,33,801021,vericoin,vericoin
346,,,,,,,,,,,,,,,,,2015/05/12,43,757383,vericoin,vericoin
347,,,,,,,,,,,,,,,,,2015/05/13,36,799960,vericoin,vericoin
348,,,,,,,,,,,,,,,,,2015/05/14,53,707903,vericoin,vericoin
349,,,,,,,,,,,,,,,,,2015/05/15,45,725939,vericoin,vericoin
350,,,,,,,,,,,,,,,,,2015/05/16,38,776479,vericoin,vericoin
351,,,,,,,,,,,,,,,,,2015/05/17,18,775894,vericoin,vericoin
352,,,,,,,,,,,,,,,,,2015/05/18,160,811736,vericoin,vericoin
353,,,,,,,,,,,,,,,,,2015/05/19,93,869452,vericoin,vericoin
354,,,,,,,,,,,,,,,,,2015/05/20,89,907298,vericoin,vericoin
355,,,,,,,,,,,,,,,,,2015/05/21,64,891012,vericoin,vericoin
356,,,,,,,,,,,,,,,,,2015/05/22,90,919940,vericoin,vericoin
357,,,,,,,,,,,,,,,,,2015/05/23,169,1064741,vericoin,vericoin
358,,,,,,,,,,,,,,,,,2015/05/24,144,1185293,vericoin,vericoin
359,,,,,,,,,,,,,,,,,2015/05/25,147,1176063,vericoin,vericoin
360,,,,,,,,,,,,,,,,,2015/05/26,26,1097685,vericoin,vericoin
361,,,,,,,,,,,,,,,,,2015/05/27,67,1137185,vericoin,vericoin
362,,,,,,,,,,,,,,,,,2015/05/28,150,1227529,vericoin,vericoin
363,,,,,,,,,,,,,,,,,2015/05/29,141,1435168,vericoin,vericoin
364,,,,,,,,,,,,,,,,,2015/05/30,80,1281483,vericoin,vericoin
365,,,,,,,,,,,,,,,,,2015/05/31,32,1102079,vericoin,vericoin
366,,,,,,,,,,,,,,,,,2015/06/01,66,1008647,vericoin,vericoin
367,,,,,,,,,,,,,,,,,2015/06/02,30,975208,vericoin,vericoin
368,,,,,,,,,,,,,,,,,2015/06/03,24,1062469,vericoin,vericoin
369,,,,,,,,,,,,,,,,,2015/06/04,35,950429,vericoin,vericoin
370,,,,,,,,,,,,,,,,,2015/06/05,11,925854,vericoin,vericoin
371,,,,,,,,,,,,,,,,,2015/06/06,18,947304,vericoin,vericoin
372,,,,,,,,,,,,,,,,,2015/06/07,25,990602,vericoin,vericoin
373,,,,,,,,,,,,,,,,,2015/06/08,12,990741,vericoin,vericoin
374,,,,,,,,,,,,,,,,,2015/06/09,32,975434,vericoin,vericoin
375,,,,,,,,,,,,,,,,,2015/06/10,16,944672,vericoin,vericoin
376,,,,,,,,,,,,,,,,,2015/06/11,59,934056,vericoin,vericoin
377,,,,,,,,,,,,,,,,,2015/06/12,36,886979,vericoin,vericoin
378,,,,,,,,,,,,,,,,,2015/06/13,31,949807,vericoin,vericoin
379,,,,,,,,,,,,,,,,,2015/06/14,42,994899,vericoin,vericoin
380,,,,,,,,,,,,,,,,,2015/06/15,42,1003324,vericoin,vericoin
381,,,,,,,,,,,,,,,,,2015/06/16,35,1007616,vericoin,vericoin
382,,,,,,,,,,,,,,,,,2015/06/17,82,1071661,vericoin,vericoin
383,,,,,,,,,,,,,,,,,2015/06/18,17,1051069,vericoin,vericoin
384,,,,,,,,,,,,,,,,,2015/06/19,30,1037301,vericoin,vericoin
385,,,,,,,,,,,,,,,,,2015/06/20,36,993323,vericoin,vericoin
386,,,,,,,,,,,,,,,,,2015/06/21,11,981553,vericoin,vericoin
387,,,,,,,,,,,,,,,,,2015/06/22,25,1016866,vericoin,vericoin
388,,,,,,,,,,,,,,,,,2015/06/23,48,1026752,vericoin,vericoin
389,,,,,,,,,,,,,,,,,2015/06/24,76,1051866,vericoin,vericoin
390,,,,,,,,,,,,,,,,,2015/06/25,24,1062633,vericoin,vericoin
391,,,,,,,,,,,,,,,,,2015/06/26,68,1048281,vericoin,vericoin
392,,,,,,,,,,,,,,,,,2015/06/27,25,1054968,vericoin,vericoin
393,,,,,,,,,,,,,,,,,2015/06/28,51,1032355,vericoin,vericoin
394,,,,,,,,,,,,,,,,,2015/06/29,67,972716,vericoin,vericoin
395,,,,,,,,,,,,,,,,,2015/06/30,36,960341,vericoin,vericoin
396,,,,,,,,,,,,,,,,,2015/07/01,22,910186,vericoin,vericoin
397,,,,,,,,,,,,,,,,,2015/07/02,22,930492,vericoin,vericoin
398,,,,,,,,,,,,,,,,,2015/07/03,21,947779,vericoin,vericoin
399,,,,,,,,,,,,,,,,,2015/07/04,12,949615,vericoin,vericoin
400,,,,,,,,,,,,,,,,,2015/07/05,15,960350,vericoin,vericoin
401,,,,,,,,,,,,,,,,,2015/07/06,7,915002,vericoin,vericoin
402,,,,,,,,,,,,,,,,,2015/07/07,9,891608,vericoin,vericoin
403,,,,,,,,,,,,,,,,,2015/07/08,13,796969,vericoin,vericoin
404,,,,,,,,,,,,,,,,,2015/07/09,41,770785,vericoin,vericoin
405,,,,,,,,,,,,,,,,,2015/07/10,19,793793,vericoin,vericoin
406,,,,,,,,,,,,,,,,,2015/07/11,16,821246,vericoin,vericoin
407,,,,,,,,,,,,,,,,,2015/07/12,19,903337,vericoin,vericoin
408,,,,,,,,,,,,,,,,,2015/07/13,27,830585,vericoin,vericoin
409,,,,,,,,,,,,,,,,,2015/07/14,4,845830,vericoin,vericoin
410,,,,,,,,,,,,,,,,,2015/07/15,28,815395,vericoin,vericoin
411,,,,,,,,,,,,,,,,,2015/07/16,9,769603,vericoin,vericoin
412,,,,,,,,,,,,,,,,,2015/07/17,32,773848,vericoin,vericoin
413,,,,,,,,,,,,,,,,,2015/07/18,7,862211,vericoin,vericoin
414,,,,,,,,,,,,,,,,,2015/07/19,12,834565,vericoin,vericoin
415,,,,,,,,,,,,,,,,,2015/07/20,2,824027,vericoin,vericoin
416,,,,,,,,,,,,,,,,,2015/07/21,5,811329,vericoin,vericoin
417,,,,,,,,,,,,,,,,,2015/07/22,5,null,vericoin,vericoin
418,,,,,,,,,,,,,,,,,2015/07/23,34,null,vericoin,vericoin
419,,,,,,,,,,,,,,,,,2015/07/24,19,null,vericoin,vericoin
420,,,,,,,,,,,,,,,,,2015/07/25,36,null,vericoin,vericoin
421,,,,,,,,,,,,,,,,,2015/07/26,14,null,vericoin,vericoin
422,,,,,,,,,,,,,,,,,2015/07/27,52,850965,vericoin,vericoin
423,,,,,,,,,,,,,,,,,2015/07/28,30,826682,vericoin,vericoin
424,,,,,,,,,,,,,,,,,2015/07/29,24,792884,vericoin,vericoin
425,,,,,,,,,,,,,,,,,2015/07/30,36,790120,vericoin,vericoin
426,,,,,,,,,,,,,,,,,2015/07/31,37,850865,vericoin,vericoin
427,,,,,,,,,,,,,,,,,2015/08/01,20,808189,vericoin,vericoin
428,,,,,,,,,,,,,,,,,2015/08/02,1,783628,vericoin,vericoin
429,,,,,,,,,,,,,,,,,2015/08/03,21,783475,vericoin,vericoin
430,,,,,,,,,,,,,,,,,2015/08/04,23,779927,vericoin,vericoin
431,,,,,,,,,,,,,,,,,2015/08/05,34,769357,vericoin,vericoin
432,,,,,,,,,,,,,,,,,2015/08/06,17,761368,vericoin,vericoin
433,,,,,,,,,,,,,,,,,2015/08/07,12,763282,vericoin,vericoin
434,,,,,,,,,,,,,,,,,2015/08/08,8,713894,vericoin,vericoin
435,,,,,,,,,,,,,,,,,2015/08/09,29,628210,vericoin,vericoin
436,,,,,,,,,,,,,,,,,2015/08/10,32,650297,vericoin,vericoin
437,,,,,,,,,,,,,,,,,2015/08/11,43,630591,vericoin,vericoin
438,,,,,,,,,,,,,,,,,2015/08/12,82,550583,vericoin,vericoin
439,,,,,,,,,,,,,,,,,2015/08/13,48,527016,vericoin,vericoin
440,,,,,,,,,,,,,,,,,2015/08/14,28,548753,vericoin,vericoin
441,,,,,,,,,,,,,,,,,2015/08/15,54,588942,vericoin,vericoin
442,,,,,,,,,,,,,,,,,2015/08/16,46,632866,vericoin,vericoin
443,,,,,,,,,,,,,,,,,2015/08/17,24,591265,vericoin,vericoin
444,,,,,,,,,,,,,,,,,2015/08/18,37,541002,vericoin,vericoin
445,,,,,,,,,,,,,,,,,2015/08/19,31,468915,vericoin,vericoin
446,,,,,,,,,,,,,,,,,2015/08/20,20,484148,vericoin,vericoin
447,,,,,,,,,,,,,,,,,2015/08/21,59,550301,vericoin,vericoin
448,,,,,,,,,,,,,,,,,2015/08/22,45,564373,vericoin,vericoin
449,,,,,,,,,,,,,,,,,2015/08/23,44,545529,vericoin,vericoin
450,,,,,,,,,,,,,,,,,2015/08/24,20,503422,vericoin,vericoin
451,,,,,,,,,,,,,,,,,2015/08/25,54,463778,vericoin,vericoin
452,,,,,,,,,,,,,,,,,2015/08/26,43,495405,vericoin,vericoin
453,,,,,,,,,,,,,,,,,2015/08/27,28,564179,vericoin,vericoin
454,,,,,,,,,,,,,,,,,2015/08/28,24,547725,vericoin,vericoin
455,,,,,,,,,,,,,,,,,2015/08/29,7,555122,vericoin,vericoin
456,,,,,,,,,,,,,,,,,2015/08/30,15,555166,vericoin,vericoin
457,,,,,,,,,,,,,,,,,2015/08/31,10,null,vericoin,vericoin
458,,,,,,,,,,,,,,,,,2015/09/01,12,null,vericoin,vericoin
459,,,,,,,,,,,,,,,,,2015/09/02,1,null,vericoin,vericoin
460,,,,,,,,,,,,,,,,,2015/09/03,8,543016,vericoin,vericoin
461,,,,,,,,,,,,,,,,,2015/09/04,9,538698,vericoin,vericoin
462,,,,,,,,,,,,,,,,,2015/09/05,32,null,vericoin,vericoin
463,,,,,,,,,,,,,,,,,2015/09/06,19,555798,vericoin,vericoin
464,,,,,,,,,,,,,,,,,2015/09/07,25,509484,vericoin,vericoin
465,,,,,,,,,,,,,,,,,2015/09/08,18,506489,vericoin,vericoin
466,,,,,,,,,,,,,,,,,2015/09/09,19,488037,vericoin,vericoin
467,,,,,,,,,,,,,,,,,2015/09/10,13,501235,vericoin,vericoin
468,,,,,,,,,,,,,,,,,2015/09/11,15,493535,vericoin,vericoin
469,,,,,,,,,,,,,,,,,2015/09/12,28,484523,vericoin,vericoin
470,,,,,,,,,,,,,,,,,2015/09/13,57,482769,vericoin,vericoin
471,,,,,,,,,,,,,,,,,2015/09/14,24,467726,vericoin,vericoin
472,,,,,,,,,,,,,,,,,2015/09/15,7,455018,vericoin,vericoin
473,,,,,,,,,,,,,,,,,2015/09/16,24,452138,vericoin,vericoin
474,,,,,,,,,,,,,,,,,2015/09/17,12,458232,vericoin,vericoin
475,,,,,,,,,,,,,,,,,2015/09/18,39,476695,vericoin,vericoin
476,,,,,,,,,,,,,,,,,2015/09/19,25,499573,vericoin,vericoin
477,,,,,,,,,,,,,,,,,2015/09/20,6,514896,vericoin,vericoin
478,,,,,,,,,,,,,,,,,2015/09/21,28,487745,vericoin,vericoin
479,,,,,,,,,,,,,,,,,2015/09/22,20,482032,vericoin,vericoin
480,,,,,,,,,,,,,,,,,2015/09/23,19,493909,vericoin,vericoin
481,,,,,,,,,,,,,,,,,2015/09/24,13,495054,vericoin,vericoin
482,,,,,,,,,,,,,,,,,2015/09/25,22,487889,vericoin,vericoin
483,,,,,,,,,,,,,,,,,2015/09/26,15,474236,vericoin,vericoin
484,,,,,,,,,,,,,,,,,2015/09/27,14,456552,vericoin,vericoin
485,,,,,,,,,,,,,,,,,2015/09/28,13,460966,vericoin,vericoin
486,,,,,,,,,,,,,,,,,2015/09/29,15,452515,vericoin,vericoin
487,,,,,,,,,,,,,,,,,2015/09/30,30,419129,vericoin,vericoin
488,,,,,,,,,,,,,,,,,2015/10/01,18,461794,vericoin,vericoin
489,,,,,,,,,,,,,,,,,2015/10/02,32,479902,vericoin,vericoin
490,,,,,,,,,,,,,,,,,2015/10/03,17,471878,vericoin,vericoin
491,,,,,,,,,,,,,,,,,2015/10/04,18,467714,vericoin,vericoin
492,,,,,,,,,,,,,,,,,2015/10/05,13,459979,vericoin,vericoin
493,,,,,,,,,,,,,,,,,2015/10/06,23,469321,vericoin,vericoin
494,,,,,,,,,,,,,,,,,2015/10/07,20,474775,vericoin,vericoin
495,,,,,,,,,,,,,,,,,2015/10/08,8,473013,vericoin,vericoin
496,,,,,,,,,,,,,,,,,2015/10/09,3,485082,vericoin,vericoin
497,,,,,,,,,,,,,,,,,2015/10/10,32,477015,vericoin,vericoin
498,,,,,,,,,,,,,,,,,2015/10/11,21,505993,vericoin,vericoin
499,,,,,,,,,,,,,,,,,2015/10/12,25,484135,vericoin,vericoin
500,,,,,,,,,,,,,,,,,2015/10/13,2100,507254,vericoin,vericoin
501,,,,,,,,,,,,,,,,,2015/10/14,17,503466,vericoin,vericoin
502,,,,,,,,,,,,,,,,,2015/10/15,13,495971,vericoin,vericoin
503,,,,,,,,,,,,,,,,,2015/10/16,22,513617,vericoin,vericoin
504,,,,,,,,,,,,,,,,,2015/10/17,24,512122,vericoin,vericoin
505,,,,,,,,,,,,,,,,,2015/10/18,20,506378,vericoin,vericoin
506,,,,,,,,,,,,,,,,,2015/10/19,13,525361,vericoin,vericoin
507,,,,,,,,,,,,,,,,,2015/10/20,5,534933,vericoin,vericoin
508,,,,,,,,,,,,,,,,,2015/10/21,2,542042,vericoin,vericoin
509,,,,,,,,,,,,,,,,,2015/10/22,8,566585,vericoin,vericoin
510,,,,,,,,,,,,,,,,,2015/10/23,1,561381,vericoin,vericoin
511,,,,,,,,,,,,,,,,,2015/10/24,null,576933,vericoin,vericoin
512,,,,,,,,,,,,,,,,,2015/10/25,4,613105,vericoin,vericoin
513,,,,,,,,,,,,,,,,,2015/10/26,23,627298,vericoin,vericoin
514,,,,,,,,,,,,,,,,,2015/10/27,9,620151,vericoin,vericoin
515,,,,,,,,,,,,,,,,,2015/10/28,18,622556,vericoin,vericoin
516,,,,,,,,,,,,,,,,,2015/10/29,6,696108,vericoin,vericoin
517,,,,,,,,,,,,,,,,,2015/10/30,13,698342,vericoin,vericoin
518,,,,,,,,,,,,,,,,,2015/10/31,7,666717,vericoin,vericoin
519,,,,,,,,,,,,,,,,,2015/11/01,4,648734,vericoin,vericoin
520,,,,,,,,,,,,,,,,,2015/11/02,5,683573,vericoin,vericoin
521,,,,,,,,,,,,,,,,,2015/11/03,28,741028,vericoin,vericoin
522,,,,,,,,,,,,,,,,,2015/11/04,29,736792,vericoin,vericoin
523,,,,,,,,,,,,,,,,,2015/11/05,18,556907,vericoin,vericoin
524,,,,,,,,,,,,,,,,,2015/11/06,33,551113,vericoin,vericoin
525,,,,,,,,,,,,,,,,,2015/11/07,19,627840,vericoin,vericoin
526,,,,,,,,,,,,,,,,,2015/11/08,21,565564,vericoin,vericoin
527,,,,,,,,,,,,,,,,,2015/11/09,17,507302,vericoin,vericoin
528,,,,,,,,,,,,,,,,,2015/11/10,6,559943,vericoin,vericoin
529,,,,,,,,,,,,,,,,,2015/11/11,12,490009,vericoin,vericoin
530,,,,,,,,,,,,,,,,,2015/11/12,23,509199,vericoin,vericoin
531,,,,,,,,,,,,,,,,,2015/11/13,12,516249,vericoin,vericoin
532,,,,,,,,,,,,,,,,,2015/11/14,5,556614,vericoin,vericoin
533,,,,,,,,,,,,,,,,,2015/11/15,7,539706,vericoin,vericoin
534,,,,,,,,,,,,,,,,,2015/11/16,2,542548,vericoin,vericoin
535,,,,,,,,,,,,,,,,,2015/11/17,7,681124,vericoin,vericoin
536,,,,,,,,,,,,,,,,,2015/11/18,5,641204,vericoin,vericoin
537,,,,,,,,,,,,,,,,,2015/11/19,12,590052,vericoin,vericoin
538,,,,,,,,,,,,,,,,,2015/11/20,7,554508,vericoin,vericoin
539,,,,,,,,,,,,,,,,,2015/11/21,7,561267,vericoin,vericoin
540,,,,,,,,,,,,,,,,,2015/11/22,7,567207,vericoin,vericoin
541,,,,,,,,,,,,,,,,,2015/11/23,19,548382,vericoin,vericoin
542,,,,,,,,,,,,,,,,,2015/11/24,8,584378,vericoin,vericoin
543,,,,,,,,,,,,,,,,,2015/11/25,45,587457,vericoin,vericoin
544,,,,,,,,,,,,,,,,,2015/11/26,30,640638,vericoin,vericoin
545,,,,,,,,,,,,,,,,,2015/11/27,6,624364,vericoin,vericoin
546,,,,,,,,,,,,,,,,,2015/11/28,25,569906,vericoin,vericoin
547,,,,,,,,,,,,,,,,,2015/11/29,18,592879,vericoin,vericoin
548,,,,,,,,,,,,,,,,,2015/11/30,28,639135,vericoin,vericoin
549,,,,,,,,,,,,,,,,,2015/12/01,44,600299,vericoin,vericoin
550,,,,,,,,,,,,,,,,,2015/12/02,19,594573,vericoin,vericoin
551,,,,,,,,,,,,,,,,,2015/12/03,16,613383,vericoin,vericoin
552,,,,,,,,,,,,,,,,,2015/12/04,25,625611,vericoin,vericoin
553,,,,,,,,,,,,,,,,,2015/12/05,10,610754,vericoin,vericoin
554,,,,,,,,,,,,,,,,,2015/12/06,22,660144,vericoin,vericoin
555,,,,,,,,,,,,,,,,,2015/12/07,19,665135,vericoin,vericoin
556,,,,,,,,,,,,,,,,,2015/12/08,31,687728,vericoin,vericoin
557,,,,,,,,,,,,,,,,,2015/12/09,61,733133,vericoin,vericoin
558,,,,,,,,,,,,,,,,,2015/12/10,27,741405,vericoin,vericoin
559,,,,,,,,,,,,,,,,,2015/12/11,39,758085,vericoin,vericoin
560,,,,,,,,,,,,,,,,,2015/12/12,38,678492,vericoin,vericoin
561,,,,,,,,,,,,,,,,,2015/12/13,16,673404,vericoin,vericoin
562,,,,,,,,,,,,,,,,,2015/12/14,16,700325,vericoin,vericoin
563,,,,,,,,,,,,,,,,,2015/12/15,11,822985,vericoin,vericoin
564,,,,,,,,,,,,,,,,,2015/12/16,19,779327,vericoin,vericoin
565,,,,,,,,,,,,,,,,,2015/12/17,18,778413,vericoin,vericoin
566,,,,,,,,,,,,,,,,,2015/12/18,22,745168,vericoin,vericoin
567,,,,,,,,,,,,,,,,,2015/12/19,5,752016,vericoin,vericoin
568,,,,,,,,,,,,,,,,,2015/12/20,12,678241,vericoin,vericoin
569,,,,,,,,,,,,,,,,,2015/12/21,5,692765,vericoin,vericoin
570,,,,,,,,,,,,,,,,,2015/12/22,14,657404,vericoin,vericoin
571,,,,,,,,,,,,,,,,,2015/12/23,21,628609,vericoin,vericoin
572,,,,,,,,,,,,,,,,,2015/12/24,29,693272,vericoin,vericoin
573,,,,,,,,,,,,,,,,,2015/12/25,20,686335,vericoin,vericoin
574,,,,,,,,,,,,,,,,,2015/12/26,2,606180,vericoin,vericoin
575,,,,,,,,,,,,,,,,,2015/12/27,14,756178,vericoin,vericoin
576,,,,,,,,,,,,,,,,,2015/12/28,36,994086,vericoin,vericoin
577,,,,,,,,,,,,,,,,,2015/12/29,22,954398,vericoin,vericoin
578,,,,,,,,,,,,,,,,,2015/12/30,10,872499,vericoin,vericoin
579,,,,,,,,,,,,,,,,,2015/12/31,10,793746,vericoin,vericoin
580,,,,,,,,,,,,,,,,,2016/01/01,6,790200,vericoin,vericoin
581,,,,,,,,,,,,,,,,,2016/01/02,35,754600,vericoin,vericoin
582,,,,,,,,,,,,,,,,,2016/01/03,17,768833,vericoin,vericoin
583,,,,,,,,,,,,,,,,,2016/01/04,29,816051,vericoin,vericoin
584,,,,,,,,,,,,,,,,,2016/01/05,66,872716,vericoin,vericoin
585,,,,,,,,,,,,,,,,,2016/01/06,53,886960,vericoin,vericoin
586,,,,,,,,,,,,,,,,,2016/01/07,17,968680,vericoin,vericoin
587,,,,,,,,,,,,,,,,,2016/01/08,1585,957935,vericoin,vericoin
588,,,,,,,,,,,,,,,,,2016/01/09,8,929426,vericoin,vericoin
589,,,,,,,,,,,,,,,,,2016/01/10,15,908077,vericoin,vericoin
590,,,,,,,,,,,,,,,,,2016/01/11,8,823860,vericoin,vericoin
591,,,,,,,,,,,,,,,,,2016/01/12,13,867124,vericoin,vericoin
592,,,,,,,,,,,,,,,,,2016/01/13,12,755186,vericoin,vericoin
593,,,,,,,,,,,,,,,,,2016/01/14,21,802247,vericoin,vericoin
594,,,,,,,,,,,,,,,,,2016/01/15,23,792128,vericoin,vericoin
595,,,,,,,,,,,,,,,,,2016/01/16,17,788201,vericoin,vericoin
596,,,,,,,,,,,,,,,,,2016/01/17,5,858710,vericoin,vericoin
597,,,,,,,,,,,,,,,,,2016/01/18,6,810863,vericoin,vericoin
598,,,,,,,,,,,,,,,,,2016/01/19,11,805553,vericoin,vericoin
599,,,,,,,,,,,,,,,,,2016/01/20,35,841456,vericoin,vericoin
600,,,,,,,,,,,,,,,,,2016/01/21,36,909178,vericoin,vericoin
601,,,,,,,,,,,,,,,,,2016/01/22,25,843755,vericoin,vericoin
602,,,,,,,,,,,,,,,,,2016/01/23,26,834205,vericoin,vericoin
603,,,,,,,,,,,,,,,,,2016/01/24,13,810350,vericoin,vericoin
604,,,,,,,,,,,,,,,,,2016/01/25,12,859512,vericoin,vericoin
605,,,,,,,,,,,,,,,,,2016/01/26,26,918719,vericoin,vericoin
606,,,,,,,,,,,,,,,,,2016/01/27,39,1228613,vericoin,vericoin
607,,,,,,,,,,,,,,,,,2016/01/28,33,1174891,vericoin,vericoin
608,,,,,,,,,,,,,,,,,2016/01/29,8,969606,vericoin,vericoin
609,,,,,,,,,,,,,,,,,2016/01/30,5,952397,vericoin,vericoin
610,,,,,,,,,,,,,,,,,2016/01/31,12,914918,vericoin,vericoin
611,,,,,,,,,,,,,,,,,2016/02/01,13,873777,vericoin,vericoin
612,,,,,,,,,,,,,,,,,2016/02/02,22,877029,vericoin,vericoin
613,,,,,,,,,,,,,,,,,2016/02/03,150,935051,vericoin,vericoin
614,,,,,,,,,,,,,,,,,2016/02/04,18,1019899,vericoin,vericoin
615,,,,,,,,,,,,,,,,,2016/02/05,24,1050798,vericoin,vericoin
616,,,,,,,,,,,,,,,,,2016/02/06,16,1070423,vericoin,vericoin
617,,,,,,,,,,,,,,,,,2016/02/07,2,1042880,vericoin,vericoin
618,,,,,,,,,,,,,,,,,2016/02/08,8,1019728,vericoin,vericoin
619,,,,,,,,,,,,,,,,,2016/02/09,28,979181,vericoin,vericoin
620,,,,,,,,,,,,,,,,,2016/02/10,7,978967,vericoin,vericoin
621,,,,,,,,,,,,,,,,,2016/02/11,24,1035882,vericoin,vericoin
622,,,,,,,,,,,,,,,,,2016/02/12,10,1149532,vericoin,vericoin
623,,,,,,,,,,,,,,,,,2016/02/13,7,1130985,vericoin,vericoin
624,,,,,,,,,,,,,,,,,2016/02/14,22,1133959,vericoin,vericoin
625,,,,,,,,,,,,,,,,,2016/02/15,39,1351871,vericoin,vericoin
626,,,,,,,,,,,,,,,,,2016/02/16,12,1395768,vericoin,vericoin
627,,,,,,,,,,,,,,,,,2016/02/17,48,1389238,vericoin,vericoin
628,,,,,,,,,,,,,,,,,2016/02/18,24,1401955,vericoin,vericoin
629,,,,,,,,,,,,,,,,,2016/02/19,11,1338731,vericoin,vericoin
630,,,,,,,,,,,,,,,,,2016/02/20,14,1465330,vericoin,vericoin
631,,,,,,,,,,,,,,,,,2016/02/21,30,1375427,vericoin,vericoin
632,,,,,,,,,,,,,,,,,2016/02/22,24,1294588,vericoin,vericoin
633,,,,,,,,,,,,,,,,,2016/02/23,35,1267448,vericoin,vericoin
634,,,,,,,,,,,,,,,,,2016/02/24,45,1205025,vericoin,vericoin
635,,,,,,,,,,,,,,,,,2016/02/25,28,1200308,vericoin,vericoin
636,,,,,,,,,,,,,,,,,2016/02/26,36,1298281,vericoin,vericoin
637,,,,,,,,,,,,,,,,,2016/02/27,42,1375882,vericoin,vericoin
638,,,,,,,,,,,,,,,,,2016/02/28,61,1386570,vericoin,vericoin
639,,,,,,,,,,,,,,,,,2016/02/29,72,1283901,vericoin,vericoin
640,,,,,,,,,,,,,,,,,2016/03/01,23,1206120,vericoin,vericoin
641,,,,,,,,,,,,,,,,,2016/03/02,73,1161832,vericoin,vericoin
642,,,,,,,,,,,,,,,,,2016/03/03,124,1135537,vericoin,vericoin
643,,,,,,,,,,,,,,,,,2016/03/04,58,1164223,vericoin,vericoin
644,,,,,,,,,,,,,,,,,2016/03/05,28,1094859,vericoin,vericoin
645,,,,,,,,,,,,,,,,,2016/03/06,28,1110355,vericoin,vericoin
646,,,,,,,,,,,,,,,,,2016/03/07,34,1169829,vericoin,vericoin
647,,,,,,,,,,,,,,,,,2016/03/08,30,1233567,vericoin,vericoin
648,,,,,,,,,,,,,,,,,2016/03/09,36,1145561,vericoin,vericoin
649,,,,,,,,,,,,,,,,,2016/03/10,49,1145921,vericoin,vericoin
650,,,,,,,,,,,,,,,,,2016/03/11,22,1128893,vericoin,vericoin
651,,,,,,,,,,,,,,,,,2016/03/12,12,1067594,vericoin,vericoin
652,,,,,,,,,,,,,,,,,2016/03/13,33,1046238,vericoin,vericoin
653,,,,,,,,,,,,,,,,,2016/03/14,11,1066594,vericoin,vericoin
654,,,,,,,,,,,,,,,,,2016/03/15,5,1072242,vericoin,vericoin
655,,,,,,,,,,,,,,,,,2016/03/16,16,1000689,vericoin,vericoin
656,,,,,,,,,,,,,,,,,2016/03/17,15,946473,vericoin,vericoin
657,,,,,,,,,,,,,,,,,2016/03/18,8,931671,vericoin,vericoin
658,,,,,,,,,,,,,,,,,2016/03/19,15,955292,vericoin,vericoin
659,,,,,,,,,,,,,,,,,2016/03/20,1,924426,vericoin,vericoin
660,,,,,,,,,,,,,,,,,2016/03/21,12,978487,vericoin,vericoin
661,,,,,,,,,,,,,,,,,2016/03/22,5,1093648,vericoin,vericoin
662,,,,,,,,,,,,,,,,,2016/03/23,7,1205465,vericoin,vericoin
663,,,,,,,,,,,,,,,,,2016/03/24,11,1182358,vericoin,vericoin
664,,,,,,,,,,,,,,,,,2016/03/25,12,1250297,vericoin,vericoin
665,,,,,,,,,,,,,,,,,2016/03/26,20,1337606,vericoin,vericoin
666,,,,,,,,,,,,,,,,,2016/03/27,5,1188861,vericoin,vericoin
667,,,,,,,,,,,,,,,,,2016/03/28,25,1170785,vericoin,vericoin
668,,,,,,,,,,,,,,,,,2016/03/29,19,1292053,vericoin,vericoin
669,,,,,,,,,,,,,,,,,2016/03/30,23,1247579,vericoin,vericoin
