,date,transactions,block_size,active_addresses,difficulty,av_transaction_value,send_usd,sent_addresses,top_100_percent,av_transaction_size,confirmation_time,median_transaction_value,market_cap,median_transaction_size,mining_profitability,fee_reward,google_trends,tweets,hashrate,full_name,coin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1324,2012/08/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1325,2012/08/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1326,2012/08/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1327,2012/08/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1328,2012/08/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1329,2012/08/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1330,2012/08/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1331,2012/08/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1332,2012/08/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1333,2012/08/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1334,2012/08/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1335,2012/08/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1336,2012/08/31,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1337,2012/09/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1338,2012/09/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1339,2012/09/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1340,2012/09/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1341,2012/09/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1342,2012/09/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1343,2012/09/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1344,2012/09/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1345,2012/09/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1346,2012/09/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1347,2012/09/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1348,2012/09/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1349,2012/09/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1350,2012/09/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1351,2012/09/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1352,2012/09/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1353,2012/09/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1354,2012/09/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1355,2012/09/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1356,2012/09/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1357,2012/09/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1358,2012/09/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1359,2012/09/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1360,2012/09/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1361,2012/09/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1362,2012/09/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1363,2012/09/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1364,2012/09/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1365,2012/09/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1366,2012/09/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1367,2012/10/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1368,2012/10/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1369,2012/10/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1370,2012/10/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1371,2012/10/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1372,2012/10/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1373,2012/10/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1374,2012/10/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1375,2012/10/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1376,2012/10/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1377,2012/10/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1378,2012/10/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1379,2012/10/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1380,2012/10/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1381,2012/10/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1382,2012/10/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1383,2012/10/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1384,2012/10/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1385,2012/10/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1386,2012/10/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1387,2012/10/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1388,2012/10/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1389,2012/10/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1390,2012/10/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1391,2012/10/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1392,2012/10/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1393,2012/10/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1394,2012/10/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1395,2012/10/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1396,2012/10/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1397,2012/10/31,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1398,2012/11/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1399,2012/11/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1400,2012/11/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1401,2012/11/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1402,2012/11/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1403,2012/11/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1404,2012/11/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1405,2012/11/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1406,2012/11/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1407,2012/11/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1408,2012/11/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1409,2012/11/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1410,2012/11/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1411,2012/11/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1412,2012/11/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1413,2012/11/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1414,2012/11/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1415,2012/11/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1416,2012/11/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1417,2012/11/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1418,2012/11/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1419,2012/11/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1420,2012/11/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1421,2012/11/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1422,2012/11/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1423,2012/11/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1424,2012/11/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1425,2012/11/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1426,2012/11/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1427,2012/11/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1428,2012/12/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1429,2012/12/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1430,2012/12/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1431,2012/12/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1432,2012/12/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1433,2012/12/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1434,2012/12/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1435,2012/12/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1436,2012/12/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1437,2012/12/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1438,2012/12/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1439,2012/12/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1440,2012/12/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1441,2012/12/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1442,2012/12/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1443,2012/12/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1444,2012/12/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1445,2012/12/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1446,2012/12/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1447,2012/12/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1448,2012/12/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1449,2012/12/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1450,2012/12/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1451,2012/12/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1452,2012/12/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1453,2012/12/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1454,2012/12/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1455,2012/12/28,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1456,2012/12/29,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1457,2012/12/30,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1458,2012/12/31,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1459,2013/01/01,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1460,2013/01/02,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1461,2013/01/03,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1462,2013/01/04,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1463,2013/01/05,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1464,2013/01/06,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1465,2013/01/07,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1466,2013/01/08,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1467,2013/01/09,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1468,2013/01/10,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1469,2013/01/11,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1470,2013/01/12,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1471,2013/01/13,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1472,2013/01/14,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1473,2013/01/15,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1474,2013/01/16,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1475,2013/01/17,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1476,2013/01/18,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1477,2013/01/19,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1478,2013/01/20,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1479,2013/01/21,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1480,2013/01/22,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1481,2013/01/23,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1482,2013/01/24,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1483,2013/01/25,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1484,2013/01/26,,,,,,,,,,,,,,,,,,,netcoin,netcoin
1485,2013/01/27,,,,,,,,,,,,,,,,,,,netcoin,netcoin
