,date,block_size,transactions,market_cap,difficulty,median_transaction_value,active_addresses,confirmation_time,av_transaction_size,av_transaction_value,send_usd,median_transaction_size,fee_reward,top_100_percent,hashrate,mining_profitability,google_trends,sent_addresses,tweets,full_name,coin
2269,2015/03/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2270,2015/03/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2271,2015/03/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2272,2015/03/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2273,2015/03/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2274,2015/03/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2275,2015/03/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2276,2015/03/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2277,2015/03/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2278,2015/03/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2279,2015/04/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2280,2015/04/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2281,2015/04/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2282,2015/04/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2283,2015/04/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2284,2015/04/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2285,2015/04/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2286,2015/04/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2287,2015/04/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2288,2015/04/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2289,2015/04/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2290,2015/04/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2291,2015/04/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2292,2015/04/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2293,2015/04/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2294,2015/04/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2295,2015/04/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2296,2015/04/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2297,2015/04/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2298,2015/04/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2300,2015/04/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2301,2015/04/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2302,2015/04/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2303,2015/04/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2304,2015/04/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2305,2015/04/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2306,2015/04/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2307,2015/04/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2308,2015/04/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2309,2015/05/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2310,2015/05/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2311,2015/05/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2312,2015/05/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2313,2015/05/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2315,2015/05/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2316,2015/05/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2317,2015/05/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2318,2015/05/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2319,2015/05/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2320,2015/05/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2321,2015/05/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2322,2015/05/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2323,2015/05/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2324,2015/05/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2325,2015/05/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2326,2015/05/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2327,2015/05/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2328,2015/05/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2329,2015/05/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2330,2015/05/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2331,2015/05/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2332,2015/05/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2333,2015/05/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2334,2015/05/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2335,2015/05/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2336,2015/05/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2337,2015/05/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2338,2015/05/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2339,2015/05/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2340,2015/06/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2341,2015/06/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2342,2015/06/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2343,2015/06/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2344,2015/06/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2345,2015/06/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2346,2015/06/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2347,2015/06/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2348,2015/06/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2349,2015/06/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2350,2015/06/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2351,2015/06/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2352,2015/06/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2353,2015/06/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2354,2015/06/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2355,2015/06/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2356,2015/06/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2357,2015/06/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2358,2015/06/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2359,2015/06/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2360,2015/06/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2361,2015/06/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2362,2015/06/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2363,2015/06/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2364,2015/06/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2365,2015/06/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2366,2015/06/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2367,2015/06/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2368,2015/06/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2369,2015/06/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2370,2015/07/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2371,2015/07/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2372,2015/07/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2373,2015/07/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2374,2015/07/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2375,2015/07/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2376,2015/07/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2377,2015/07/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2378,2015/07/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2379,2015/07/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2380,2015/07/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2381,2015/07/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2382,2015/07/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2383,2015/07/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2384,2015/07/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2385,2015/07/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2386,2015/07/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2387,2015/07/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2388,2015/07/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2389,2015/07/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2390,2015/07/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2391,2015/07/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2392,2015/07/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2407,2015/08/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2408,2015/08/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2409,2015/08/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2410,2015/08/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2411,2015/08/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2412,2015/08/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2413,2015/08/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2414,2015/08/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2415,2015/08/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2416,2015/08/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2417,2015/08/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2418,2015/08/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2419,2015/08/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2420,2015/08/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2421,2015/08/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2422,2015/08/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2423,2015/08/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2424,2015/08/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2425,2015/08/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2426,2015/08/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2427,2015/08/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2428,2015/08/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2429,2015/08/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2430,2015/08/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2431,2015/08/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2432,2015/09/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2433,2015/09/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2434,2015/09/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2435,2015/09/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2436,2015/09/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2437,2015/09/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2438,2015/09/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2439,2015/09/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2440,2015/09/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2441,2015/09/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2442,2015/09/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2443,2015/09/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2444,2015/09/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2445,2015/09/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2446,2015/09/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2447,2015/09/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2448,2015/09/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2449,2015/09/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2450,2015/09/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2451,2015/09/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2452,2015/09/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2453,2015/09/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2454,2015/09/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2455,2015/09/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2456,2015/09/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2457,2015/09/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2458,2015/09/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2459,2015/09/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2460,2015/09/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2461,2015/09/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2462,2015/10/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2463,2015/10/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2464,2015/10/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2465,2015/10/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2466,2015/10/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2467,2015/10/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2468,2015/10/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2469,2015/10/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2470,2015/10/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2471,2015/10/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2472,2015/10/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2473,2015/10/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2474,2015/10/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2475,2015/10/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2476,2015/10/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2477,2015/10/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2478,2015/10/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2479,2015/10/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2480,2015/10/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2481,2015/10/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2482,2015/10/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2483,2015/10/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2484,2015/10/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2485,2015/10/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2486,2015/10/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2487,2015/10/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2488,2015/10/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2489,2015/10/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2490,2015/10/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2491,2015/10/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2492,2015/10/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2493,2015/11/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2494,2015/11/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2495,2015/11/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2496,2015/11/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2497,2015/11/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2498,2015/11/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2499,2015/11/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2500,2015/11/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2501,2015/11/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2502,2015/11/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2503,2015/11/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2504,2015/11/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2505,2015/11/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2506,2015/11/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2507,2015/11/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2508,2015/11/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2509,2015/11/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2510,2015/11/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2511,2015/11/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2512,2015/11/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2513,2015/11/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2514,2015/11/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2515,2015/11/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2516,2015/11/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2517,2015/11/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2518,2015/11/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2519,2015/11/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2520,2015/11/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2521,2015/11/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2522,2015/11/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2523,2015/12/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2524,2015/12/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2525,2015/12/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2526,2015/12/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2527,2015/12/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2528,2015/12/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2529,2015/12/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2530,2015/12/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2531,2015/12/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2532,2015/12/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2533,2015/12/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2534,2015/12/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2535,2015/12/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2536,2015/12/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2537,2015/12/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2538,2015/12/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2539,2015/12/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2540,2015/12/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2541,2015/12/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2542,2015/12/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2543,2015/12/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2544,2015/12/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2545,2015/12/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2546,2015/12/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2547,2015/12/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2548,2015/12/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2549,2015/12/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2550,2015/12/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2551,2015/12/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2552,2015/12/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2553,2015/12/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2554,2016/01/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2555,2016/01/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2556,2016/01/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2557,2016/01/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2558,2016/01/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2559,2016/01/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2560,2016/01/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2561,2016/01/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2562,2016/01/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2563,2016/01/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2564,2016/01/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2565,2016/01/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2566,2016/01/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2567,2016/01/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2568,2016/01/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2569,2016/01/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2570,2016/01/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2571,2016/01/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2572,2016/01/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2573,2016/01/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2574,2016/01/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2575,2016/01/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2576,2016/01/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2577,2016/01/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2578,2016/01/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2579,2016/01/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2580,2016/01/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2581,2016/01/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2582,2016/01/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2583,2016/01/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2584,2016/01/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2585,2016/02/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2586,2016/02/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2587,2016/02/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2588,2016/02/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2589,2016/02/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2590,2016/02/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2591,2016/02/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2592,2016/02/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2593,2016/02/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2594,2016/02/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2595,2016/02/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2596,2016/02/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2597,2016/02/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2598,2016/02/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2599,2016/02/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2600,2016/02/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2601,2016/02/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2602,2016/02/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2603,2016/02/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2604,2016/02/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2605,2016/02/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2606,2016/02/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2607,2016/02/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2608,2016/02/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2609,2016/02/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2610,2016/02/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2611,2016/02/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2612,2016/02/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2613,2016/02/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2614,2016/03/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
2615,2016/03/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
