,date,block_size,transactions,market_cap,difficulty,median_transaction_value,active_addresses,confirmation_time,av_transaction_size,av_transaction_value,send_usd,median_transaction_size,fee_reward,top_100_percent,hashrate,mining_profitability,google_trends,sent_addresses,tweets,full_name,coin
1065,2011/12/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1066,2011/12/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1067,2011/12/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1068,2011/12/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1069,2011/12/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1070,2011/12/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1071,2011/12/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1072,2011/12/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1073,2011/12/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1074,2011/12/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1075,2011/12/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1076,2011/12/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1078,2011/12/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1079,2011/12/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1080,2011/12/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1081,2011/12/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1082,2011/12/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1083,2011/12/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1084,2011/12/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1085,2011/12/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1086,2011/12/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1087,2011/12/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1088,2011/12/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1089,2011/12/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1090,2011/12/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1091,2011/12/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1092,2011/12/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1093,2012/01/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1094,2012/01/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1095,2012/01/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1096,2012/01/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1097,2012/01/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1098,2012/01/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1099,2012/01/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1100,2012/01/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1101,2012/01/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1102,2012/01/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1103,2012/01/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1104,2012/01/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1105,2012/01/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1106,2012/01/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1107,2012/01/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1108,2012/01/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1109,2012/01/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1110,2012/01/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1111,2012/01/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1112,2012/01/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1113,2012/01/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1114,2012/01/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1115,2012/01/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1116,2012/01/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1117,2012/01/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1118,2012/01/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1119,2012/01/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1120,2012/01/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1121,2012/01/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1122,2012/01/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1123,2012/01/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1124,2012/02/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1125,2012/02/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1126,2012/02/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1127,2012/02/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1128,2012/02/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1129,2012/02/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1130,2012/02/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1131,2012/02/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1132,2012/02/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1133,2012/02/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1134,2012/02/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1135,2012/02/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1136,2012/02/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1137,2012/02/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1138,2012/02/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1139,2012/02/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1140,2012/02/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1141,2012/02/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1142,2012/02/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1143,2012/02/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1144,2012/02/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1145,2012/02/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1146,2012/02/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1147,2012/02/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1148,2012/02/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1149,2012/02/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1150,2012/02/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1151,2012/02/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1152,2012/02/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1153,2012/03/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1154,2012/03/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1155,2012/03/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1156,2012/03/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1157,2012/03/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1158,2012/03/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1159,2012/03/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1160,2012/03/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1161,2012/03/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1162,2012/03/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1163,2012/03/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1164,2012/03/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1165,2012/03/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1166,2012/03/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1167,2012/03/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1168,2012/03/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1169,2012/03/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1170,2012/03/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1171,2012/03/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1172,2012/03/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1173,2012/03/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1174,2012/03/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1175,2012/03/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1176,2012/03/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1177,2012/03/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1178,2012/03/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1179,2012/03/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1180,2012/03/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1181,2012/03/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1182,2012/03/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1183,2012/03/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1184,2012/04/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1185,2012/04/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1186,2012/04/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1187,2012/04/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1188,2012/04/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1189,2012/04/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1190,2012/04/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1191,2012/04/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1192,2012/04/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1193,2012/04/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1194,2012/04/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1195,2012/04/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1196,2012/04/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1197,2012/04/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1198,2012/04/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1199,2012/04/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1200,2012/04/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1201,2012/04/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1202,2012/04/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1203,2012/04/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1204,2012/04/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1205,2012/04/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1206,2012/04/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1207,2012/04/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1208,2012/04/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1209,2012/04/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1210,2012/04/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1211,2012/04/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1212,2012/04/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1213,2012/04/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1214,2012/05/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1215,2012/05/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1216,2012/05/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1217,2012/05/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1218,2012/05/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1219,2012/05/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1220,2012/05/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1221,2012/05/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1222,2012/05/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1223,2012/05/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1224,2012/05/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1225,2012/05/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1226,2012/05/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1227,2012/05/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1228,2012/05/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1229,2012/05/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1230,2012/05/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1231,2012/05/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1232,2012/05/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1233,2012/05/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1234,2012/05/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1235,2012/05/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1236,2012/05/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1237,2012/05/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1238,2012/05/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1239,2012/05/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1240,2012/05/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1241,2012/05/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1242,2012/05/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1243,2012/05/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1244,2012/05/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1245,2012/06/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1246,2012/06/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1247,2012/06/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1248,2012/06/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1249,2012/06/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1250,2012/06/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1251,2012/06/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1252,2012/06/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1253,2012/06/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1254,2012/06/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1255,2012/06/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1256,2012/06/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1257,2012/06/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1258,2012/06/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1259,2012/06/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1260,2012/06/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1261,2012/06/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1262,2012/06/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1263,2012/06/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1264,2012/06/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1265,2012/06/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1266,2012/06/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1267,2012/06/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1268,2012/06/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1269,2012/06/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1270,2012/06/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1271,2012/06/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1272,2012/06/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1273,2012/06/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1274,2012/06/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1275,2012/07/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1276,2012/07/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1277,2012/07/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1278,2012/07/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1279,2012/07/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1280,2012/07/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1281,2012/07/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1282,2012/07/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1283,2012/07/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1284,2012/07/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1285,2012/07/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1286,2012/07/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1287,2012/07/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1288,2012/07/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1289,2012/07/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1290,2012/07/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1291,2012/07/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1292,2012/07/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1293,2012/07/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1294,2012/07/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1295,2012/07/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1296,2012/07/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1297,2012/07/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1298,2012/07/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1299,2012/07/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1300,2012/07/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1301,2012/07/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1302,2012/07/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1303,2012/07/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1304,2012/07/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1305,2012/07/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1306,2012/08/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1307,2012/08/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1308,2012/08/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1309,2012/08/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1310,2012/08/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1311,2012/08/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1312,2012/08/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1313,2012/08/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1314,2012/08/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1315,2012/08/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1316,2012/08/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1317,2012/08/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1318,2012/08/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1319,2012/08/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1320,2012/08/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1321,2012/08/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1322,2012/08/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1323,2012/08/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1324,2012/08/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1325,2012/08/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1326,2012/08/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1327,2012/08/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1328,2012/08/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1329,2012/08/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1330,2012/08/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1331,2012/08/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1332,2012/08/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1333,2012/08/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1334,2012/08/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1335,2012/08/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1336,2012/08/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1337,2012/09/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1338,2012/09/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1339,2012/09/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1340,2012/09/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1341,2012/09/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1342,2012/09/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1343,2012/09/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1344,2012/09/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1345,2012/09/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1346,2012/09/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1347,2012/09/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1348,2012/09/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1349,2012/09/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1350,2012/09/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1351,2012/09/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1352,2012/09/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1353,2012/09/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1354,2012/09/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1355,2012/09/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1356,2012/09/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1357,2012/09/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1358,2012/09/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1359,2012/09/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1360,2012/09/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1361,2012/09/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1362,2012/09/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1363,2012/09/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1364,2012/09/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1365,2012/09/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1366,2012/09/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1367,2012/10/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1368,2012/10/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1369,2012/10/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1370,2012/10/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1371,2012/10/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1372,2012/10/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1373,2012/10/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1374,2012/10/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1375,2012/10/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1376,2012/10/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1377,2012/10/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1378,2012/10/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1379,2012/10/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1380,2012/10/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1381,2012/10/15,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1382,2012/10/16,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1383,2012/10/17,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1384,2012/10/18,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1385,2012/10/19,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1386,2012/10/20,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1387,2012/10/21,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1388,2012/10/22,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1389,2012/10/23,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1390,2012/10/24,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1391,2012/10/25,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1392,2012/10/26,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1393,2012/10/27,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1394,2012/10/28,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1395,2012/10/29,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1396,2012/10/30,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1397,2012/10/31,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1398,2012/11/01,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1399,2012/11/02,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1400,2012/11/03,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1401,2012/11/04,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1402,2012/11/05,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1403,2012/11/06,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1404,2012/11/07,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1405,2012/11/08,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1406,2012/11/09,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1407,2012/11/10,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1408,2012/11/11,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1409,2012/11/12,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1410,2012/11/13,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
1411,2012/11/14,,,,,,,,,,,,,,,,,,,quebecoin,quebecoin
