,date,send_usd,median_transaction_value,difficulty,transactions,top_100_percent,active_addresses,market_cap,hashrate,av_transaction_size,median_transaction_size,sent_addresses,confirmation_time,av_transaction_value,block_size,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
0,2010/07/17,1193nullnull,,181.543nullnull,235nullnull,,804nullnull,169839nullnull,,,,390nullnull,,2.924nullnull,649.653nullnull,,,,,batcoin,batcoin
1,2010/07/18,2620nullnull,,181.543nullnull,248nullnull,,917nullnull,249761nullnull,,,,424nullnull,,6.237nullnull,765.285nullnull,,,,,batcoin,batcoin
2,2010/07/19,4048nullnull,,181.543nullnull,354nullnull,,972nullnull,295981nullnull,,,,553nullnull,,7.666nullnull,756.04nullnull,,,,,batcoin,batcoin
3,2010/07/20,2341nullnull,,181.543nullnull,413nullnull,,906nullnull,270546nullnull,,,,632nullnull,,3.94nullnull,984.707nullnull,,,,,batcoin,batcoin
4,2010/07/21,2122nullnull,,181.543nullnull,256nullnull,,809nullnull,265900nullnull,,,,440nullnull,,4.583nullnull,542.483nullnull,,,,,batcoin,batcoin
5,2010/07/22,2570nullnull,,181.543nullnull,221nullnull,,599nullnull,225420nullnull,,,,412nullnull,,6.474nullnull,491.903nullnull,,,,,batcoin,batcoin
6,2010/07/23,1166nullnull,,181.543nullnull,217nullnull,,652nullnull,197086nullnull,,,,405nullnull,,2.837nullnull,447.16nullnull,,,,,batcoin,batcoin
7,2010/07/24,2540nullnull,,181.543nullnull,705nullnull,,964nullnull,202929nullnull,,,,645nullnull,,2.842nullnull,1446nullnull,,,,,batcoin,batcoin
8,2010/07/25,2493nullnull,,181.543nullnull,1592nullnull,,2132nullnull,185609nullnull,,,,1793nullnull,,1.368nullnull,3145nullnull,,,,,batcoin,batcoin
9,2010/07/26,4608nullnull,,181.543nullnull,224nullnull,,1238nullnull,186308nullnull,,,,408nullnull,,9.868nullnull,918.379nullnull,,,,,batcoin,batcoin
10,2010/07/27,1850nullnull,,239.305nullnull,260nullnull,,771nullnull,204589nullnull,,,,419nullnull,,4.343nullnull,679.271nullnull,,,,,batcoin,batcoin
11,2010/07/28,4016nullnull,,244.213nullnull,1792nullnull,,674nullnull,210197nullnull,,,,343nullnull,,2.059nullnull,3344nullnull,,,,,batcoin,batcoin
12,2010/07/29,1235nullnull,,244.213nullnull,1687nullnull,,528nullnull,229629nullnull,,,,367nullnull,,0.662nullnull,2370nullnull,,,,,batcoin,batcoin
13,2010/07/30,1336nullnull,,244.213nullnull,143nullnull,,583nullnull,235363nullnull,,,,293nullnull,,4.11nullnull,538.269nullnull,,,,,batcoin,batcoin
14,2010/07/31,1025nullnull,,244.213nullnull,92nullnull,,475nullnull,236589nullnull,,,,263nullnull,,3.475nullnull,389.704nullnull,,,,,batcoin,batcoin
15,2010/08/01,16490nullnull,,244.213nullnull,125nullnull,,620nullnull,218064nullnull,,,,331nullnull,,45.301nullnull,351.033nullnull,,,,,batcoin,batcoin
16,2010/08/02,3893nullnull,,244.213nullnull,156nullnull,,627nullnull,219511nullnull,,,,335nullnull,,9.782nullnull,356.388nullnull,,,,,batcoin,batcoin
17,2010/08/03,2429nullnull,,244.213nullnull,421nullnull,,974nullnull,215757nullnull,,,,596nullnull,,3.748nullnull,743.899nullnull,,,,,batcoin,batcoin
18,2010/08/04,2006nullnull,,244.213nullnull,196nullnull,,731nullnull,215175nullnull,,,,465nullnull,,4.57nullnull,408.045nullnull,,,,,batcoin,batcoin
19,2010/08/05,2430nullnull,,259.068nullnull,297nullnull,,819nullnull,215538nullnull,,,,544nullnull,,4.718nullnull,846.908nullnull,,,,,batcoin,batcoin
20,2010/08/06,1155nullnull,,352.161nullnull,212nullnull,,638nullnull,225626nullnull,,,,369nullnull,,3.217nullnull,676.122nullnull,,,,,batcoin,batcoin
21,2010/08/07,1514nullnull,,352.161nullnull,118nullnull,,514nullnull,217898nullnull,,,,245nullnull,,5.545nullnull,559.974nullnull,,,,,batcoin,batcoin
22,2010/08/08,619.586nullnull,,352.161nullnull,192nullnull,,584nullnull,218545nullnull,,,,387nullnull,,1.585nullnull,448.196nullnull,,,,,batcoin,batcoin
23,2010/08/09,5102nullnull,,352.161nullnull,234nullnull,,778nullnull,241092nullnull,,,,442nullnull,,12.034nullnull,1483nullnull,,,,,batcoin,batcoin
24,2010/08/10,2337nullnull,,352.161nullnull,149nullnull,,590nullnull,252878nullnull,,,,299nullnull,,6.874nullnull,394.817nullnull,,,,,batcoin,batcoin
25,2010/08/11,3485nullnull,,352.161nullnull,179nullnull,,701nullnull,233328nullnull,,,,362nullnull,,8.46nullnull,415.854nullnull,,,,,batcoin,batcoin
26,2010/08/12,1083nullnull,,352.161nullnull,175nullnull,,579nullnull,254341nullnull,,,,353nullnull,,2.764nullnull,378.806nullnull,,,,,batcoin,batcoin
27,2010/08/13,2297nullnull,,352.161nullnull,301nullnull,,847nullnull,242150nullnull,,,,529nullnull,,4.451nullnull,756.344nullnull,,,,,batcoin,batcoin
28,2010/08/14,1073nullnull,,352.161nullnull,153nullnull,,563nullnull,245635nullnull,,,,355nullnull,,2.473nullnull,411.21nullnull,,,,,batcoin,batcoin
29,2010/08/15,1119nullnull,,389.944nullnull,108nullnull,,425nullnull,246175nullnull,,,,226nullnull,,3.552nullnull,322.952nullnull,,,,,batcoin,batcoin
30,2010/08/16,4451nullnull,,511.774nullnull,306nullnull,,772nullnull,240142nullnull,,,,449nullnull,,9.826nullnull,968.878nullnull,,,,,batcoin,batcoin
31,2010/08/17,3387nullnull,,511.774nullnull,189nullnull,,494nullnull,253348nullnull,,,,320nullnull,,10.652nullnull,594.527nullnull,,,,,batcoin,batcoin
32,2010/08/18,2580nullnull,,511.774nullnull,244nullnull,,726nullnull,258448nullnull,,,,387nullnull,,6.842nullnull,1925nullnull,,,,,batcoin,batcoin
33,2010/08/19,1373nullnull,,511.774nullnull,190nullnull,,470nullnull,252547nullnull,,,,301nullnull,,4.225nullnull,542.652nullnull,,,,,batcoin,batcoin
34,2010/08/20,1955nullnull,,511.774nullnull,230nullnull,,656nullnull,248490nullnull,,,,385nullnull,,4.622nullnull,514.834nullnull,,,,,batcoin,batcoin
35,2010/08/21,2551nullnull,,511.774nullnull,169nullnull,,528nullnull,248562nullnull,,,,332nullnull,,7.459nullnull,458.422nullnull,,,,,batcoin,batcoin
36,2010/08/22,1337nullnull,,511.774nullnull,154nullnull,,586nullnull,247433nullnull,,,,324nullnull,,3.654nullnull,391.557nullnull,,,,,batcoin,batcoin
37,2010/08/23,1164nullnull,,511.774nullnull,156nullnull,,653nullnull,247957nullnull,,,,352nullnull,,3.153nullnull,407.108nullnull,,,,,batcoin,batcoin
38,2010/08/24,1370nullnull,,511.774nullnull,164nullnull,,632nullnull,246754nullnull,,,,336nullnull,,3.615nullnull,755.126nullnull,,,,,batcoin,batcoin
39,2010/08/25,1044nullnull,,511.774nullnull,149nullnull,,499nullnull,249910nullnull,,,,338nullnull,,2.86nullnull,334.458nullnull,,,,,batcoin,batcoin
40,2010/08/26,917.558nullnull,,516.557nullnull,158nullnull,,652nullnull,246034nullnull,,,,314nullnull,,2.493nullnull,481.548nullnull,,,,,batcoin,batcoin
41,2010/08/27,1851nullnull,,623.387nullnull,123nullnull,,497nullnull,247093nullnull,,,,253nullnull,,6.296nullnull,393.994nullnull,,,,,batcoin,batcoin
42,2010/08/28,1073nullnull,,623.387nullnull,169nullnull,,527nullnull,247836nullnull,,,,311nullnull,,3.166nullnull,526.465nullnull,,,,,batcoin,batcoin
43,2010/08/29,553.705nullnull,,623.387nullnull,98nullnull,,390nullnull,247616nullnull,,,,241nullnull,,2.13nullnull,332.691nullnull,,,,,batcoin,batcoin
44,2010/08/30,896.554nullnull,,623.387nullnull,180nullnull,,522nullnull,249814nullnull,,,,316nullnull,,2.725nullnull,590.483nullnull,,,,,batcoin,batcoin
45,2010/08/31,2492nullnull,,623.387nullnull,257nullnull,,734nullnull,239749nullnull,,,,387nullnull,,5.65nullnull,895.864nullnull,,,,,batcoin,batcoin
46,2010/09/01,1796nullnull,,623.387nullnull,223nullnull,,603nullnull,241850nullnull,,,,365nullnull,,4.726nullnull,813.592nullnull,,,,,batcoin,batcoin
47,2010/09/02,2161nullnull,,623.387nullnull,165nullnull,,543nullnull,241370nullnull,,,,259nullnull,,6.731nullnull,526.974nullnull,,,,,batcoin,batcoin
48,2010/09/03,1819nullnull,,623.387nullnull,155nullnull,,500nullnull,236898nullnull,,,,315nullnull,,5.702nullnull,426.171nullnull,,,,,batcoin,batcoin
49,2010/09/04,1856nullnull,,623.387nullnull,93nullnull,,451nullnull,240865nullnull,,,,242nullnull,,6.774nullnull,328.414nullnull,,,,,batcoin,batcoin
50,2010/09/05,8510nullnull,,623.387nullnull,146nullnull,,548nullnull,242245nullnull,,,,296nullnull,,27.365nullnull,465.139nullnull,,,,,batcoin,batcoin
51,2010/09/06,4699nullnull,,623.387nullnull,120nullnull,,511nullnull,243246nullnull,,,,260nullnull,,16.902nullnull,424.88nullnull,,,,,batcoin,batcoin
52,2010/09/07,1118nullnull,,623.387nullnull,122nullnull,,403nullnull,240403nullnull,,,,245nullnull,,3.965nullnull,386.781nullnull,,,,,batcoin,batcoin
53,2010/09/08,1085nullnull,,696.613nullnull,174nullnull,,545nullnull,241680nullnull,,,,306nullnull,,3.202nullnull,479.806nullnull,,,,,batcoin,batcoin
54,2010/09/09,2088nullnull,,712.885nullnull,189nullnull,,514nullnull,240631nullnull,,,,313nullnull,,6.444nullnull,633.726nullnull,,,,,batcoin,batcoin
55,2010/09/10,870.242nullnull,,712.885nullnull,183nullnull,,541nullnull,242208nullnull,,,,312nullnull,,2.417nullnull,480.203nullnull,,,,,batcoin,batcoin
56,2010/09/11,641.512nullnull,,712.885nullnull,145nullnull,,433nullnull,248207nullnull,,,,280nullnull,,2.103nullnull,424.7nullnull,,,,,batcoin,batcoin
57,2010/09/12,1147nullnull,,712.885nullnull,202nullnull,,711nullnull,244827nullnull,,,,373nullnull,,3.028nullnull,619.424nullnull,,,,,batcoin,batcoin
58,2010/09/13,7275nullnull,,712.885nullnull,265nullnull,,718nullnull,246505nullnull,,,,457nullnull,,16.686nullnull,695.836nullnull,,,,,batcoin,batcoin
59,2010/09/14,1878nullnull,,712.885nullnull,221nullnull,,664nullnull,246678nullnull,,,,388nullnull,,4.429nullnull,517.32nullnull,,,,,batcoin,batcoin
60,2010/09/15,2453nullnull,,712.885nullnull,261nullnull,,662nullnull,245133nullnull,,,,430nullnull,,5.704nullnull,686.669nullnull,,,,,batcoin,batcoin
61,2010/09/16,2141nullnull,,712.885nullnull,219nullnull,,685nullnull,247451nullnull,,,,363nullnull,,4.887nullnull,470.575nullnull,,,,,batcoin,batcoin
62,2010/09/17,4514nullnull,,712.885nullnull,153nullnull,,1003nullnull,240293nullnull,,,,319nullnull,,12.503nullnull,645.538nullnull,,,,,batcoin,batcoin
63,2010/09/18,2617nullnull,,712.885nullnull,162nullnull,,562nullnull,241137nullnull,,,,338nullnull,,6.56nullnull,371.608nullnull,,,,,batcoin,batcoin
64,2010/09/19,3160nullnull,,893.316nullnull,146nullnull,,654nullnull,249124nullnull,,,,311nullnull,,8.902nullnull,428.684nullnull,,,,,batcoin,batcoin
65,2010/09/20,2580nullnull,,917.831nullnull,262nullnull,,705nullnull,250962nullnull,,,,458nullnull,,5.549nullnull,611.389nullnull,,,,,batcoin,batcoin
66,2010/09/21,1742nullnull,,917.831nullnull,638nullnull,,1216nullnull,254732nullnull,,,,899nullnull,,2.151nullnull,1474nullnull,,,,,batcoin,batcoin
67,2010/09/22,2782nullnull,,917.831nullnull,499nullnull,,1039nullnull,252735nullnull,,,,782nullnull,,4.133nullnull,1163nullnull,,,,,batcoin,batcoin
68,2010/09/23,7875nullnull,,917.831nullnull,421nullnull,,1049nullnull,253093nullnull,,,,663nullnull,,12.023nullnull,752.632nullnull,,,,,batcoin,batcoin
69,2010/09/24,1202nullnull,,917.831nullnull,273nullnull,,807nullnull,253576nullnull,,,,530nullnull,,2.399nullnull,532.197nullnull,,,,,batcoin,batcoin
70,2010/09/25,1860nullnull,,917.831nullnull,325nullnull,,825nullnull,254162nullnull,,,,563nullnull,,3.497nullnull,696.256nullnull,,,,,batcoin,batcoin
71,2010/09/26,1394nullnull,,917.831nullnull,195nullnull,,623nullnull,254415nullnull,,,,387nullnull,,3.486nullnull,504.649nullnull,,,,,batcoin,batcoin
72,2010/09/27,2073nullnull,,917.831nullnull,374nullnull,,1269nullnull,255503nullnull,,,,649nullnull,,3.439nullnull,876.672nullnull,,,,,batcoin,batcoin
73,2010/09/28,5058nullnull,,978.335nullnull,279nullnull,,1699nullnull,255390nullnull,,,,429nullnull,,10.302nullnull,1141nullnull,,,,,batcoin,batcoin
74,2010/09/29,5825nullnull,,1319nullnull,811nullnull,,1198nullnull,256150nullnull,,,,912nullnull,,5.974nullnull,2119nullnull,,,,,batcoin,batcoin
75,2010/09/30,2573nullnull,,1319nullnull,219nullnull,,638nullnull,256099nullnull,,,,380nullnull,,7.048nullnull,671.959nullnull,,,,,batcoin,batcoin
76,2010/10/01,3609nullnull,,1319nullnull,430nullnull,,847nullnull,257006nullnull,,,,613nullnull,,6.181nullnull,1024nullnull,,,,,batcoin,batcoin
77,2010/10/02,22430nullnull,,1319nullnull,401nullnull,,780nullnull,256278nullnull,,,,561nullnull,,44.77nullnull,1736nullnull,,,,,batcoin,batcoin
78,2010/10/03,4640nullnull,,1319nullnull,255nullnull,,672nullnull,254983nullnull,,,,455nullnull,,12.309nullnull,857.459nullnull,,,,,batcoin,batcoin
79,2010/10/04,34053nullnull,,1319nullnull,254nullnull,,828nullnull,255315nullnull,,,,456nullnull,,83.668nullnull,831.601nullnull,,,,,batcoin,batcoin
80,2010/10/05,11895nullnull,,1319nullnull,245nullnull,,704nullnull,256431nullnull,,,,454nullnull,,32.061nullnull,920.071nullnull,,,,,batcoin,batcoin
81,2010/10/06,7552nullnull,,1319nullnull,236nullnull,,692nullnull,259976nullnull,,,,435nullnull,,18.555nullnull,629.673nullnull,,,,,batcoin,batcoin
82,2010/10/07,8292nullnull,,1319nullnull,180nullnull,,647nullnull,272850nullnull,,,,347nullnull,,24.387nullnull,587.513nullnull,,,,,batcoin,batcoin
83,2010/10/08,11781nullnull,,1319nullnull,209nullnull,,813nullnull,323006nullnull,,,,392nullnull,,32.454nullnull,783.409nullnull,,,,,batcoin,batcoin
84,2010/10/09,16413nullnull,,1319nullnull,243nullnull,,750nullnull,371894nullnull,,,,440nullnull,,40.929nullnull,823.924nullnull,,,,,batcoin,batcoin
85,2010/10/10,11223nullnull,,1319nullnull,185nullnull,,623nullnull,399357nullnull,,,,396nullnull,,30.917nullnull,549.596nullnull,,,,,batcoin,batcoin
86,2010/10/11,5102nullnull,,1319nullnull,183nullnull,,631nullnull,392809nullnull,,,,372nullnull,,14.918nullnull,575.585nullnull,,,,,batcoin,batcoin
87,2010/10/12,7374nullnull,,1363nullnull,197nullnull,,646nullnull,399684nullnull,,,,396nullnull,,20.949nullnull,617.742nullnull,,,,,batcoin,batcoin
88,2010/10/13,11254nullnull,,1378nullnull,188nullnull,,926nullnull,417586nullnull,,,,408nullnull,,30.917nullnull,788.705nullnull,,,,,batcoin,batcoin
89,2010/10/14,18369nullnull,,1378nullnull,162nullnull,,634nullnull,438632nullnull,,,,388nullnull,,50.052nullnull,487.815nullnull,,,,,batcoin,batcoin
90,2010/10/15,15013nullnull,,1378nullnull,151nullnull,,581nullnull,436496nullnull,,,,372nullnull,,45.771nullnull,450.746nullnull,,,,,batcoin,batcoin
91,2010/10/16,19918nullnull,,1378nullnull,183nullnull,,933nullnull,428869nullnull,,,,455nullnull,,45.166nullnull,487.981nullnull,,,,,batcoin,batcoin
92,2010/10/17,11066nullnull,,1378nullnull,187nullnull,,752nullnull,436585nullnull,,,,479nullnull,,24.215nullnull,406.5nullnull,,,,,batcoin,batcoin
93,2010/10/18,22342nullnull,,1378nullnull,330nullnull,,947nullnull,440968nullnull,,,,644nullnull,,38.587nullnull,653.683nullnull,,,,,batcoin,batcoin
94,2010/10/19,26165nullnull,,1378nullnull,668nullnull,,1408nullnull,424161nullnull,,,,1113nullnull,,28.317nullnull,1084nullnull,,,,,batcoin,batcoin
95,2010/10/20,19866nullnull,,1378nullnull,449nullnull,,1183nullnull,429740nullnull,,,,842nullnull,,27.863nullnull,787.659nullnull,,,,,batcoin,batcoin
96,2010/10/21,19022nullnull,,1962nullnull,366nullnull,,994nullnull,442318nullnull,,,,639nullnull,,34.459nullnull,890.903nullnull,,,,,batcoin,batcoin
97,2010/10/22,13623nullnull,,2149nullnull,448nullnull,,972nullnull,456965nullnull,,,,710nullnull,,22.629nullnull,1182nullnull,,,,,batcoin,batcoin
98,2010/10/23,4606nullnull,,2149nullnull,342nullnull,,835nullnull,464277nullnull,,,,618nullnull,,8.909nullnull,821.537nullnull,,,,,batcoin,batcoin
99,2010/10/24,11685nullnull,,2149nullnull,347nullnull,,851nullnull,485933nullnull,,,,626nullnull,,21.169nullnull,707.171nullnull,,,,,batcoin,batcoin
100,2010/10/25,16656nullnull,,2149nullnull,207nullnull,,752nullnull,485067nullnull,,,,462nullnull,,40.625nullnull,575.99nullnull,,,,,batcoin,batcoin
101,2010/10/26,25687nullnull,,2149nullnull,277nullnull,,866nullnull,620193nullnull,,,,620nullnull,,49.589nullnull,554.826nullnull,,,,,batcoin,batcoin
102,2010/10/27,34185nullnull,,2149nullnull,355nullnull,,1117nullnull,743514nullnull,,,,695nullnull,,60.185nullnull,828.333nullnull,,,,,batcoin,batcoin
103,2010/10/28,33547nullnull,,2149nullnull,267nullnull,,998nullnull,786908nullnull,,,,593nullnull,,69.027nullnull,647.174nullnull,,,,,batcoin,batcoin
104,2010/10/29,15920nullnull,,2149nullnull,244nullnull,,848nullnull,815999nullnull,,,,494nullnull,,34.089nullnull,648.83nullnull,,,,,batcoin,batcoin
105,2010/10/30,11303nullnull,,2186nullnull,174nullnull,,659nullnull,854774nullnull,,,,417nullnull,,26.534nullnull,394.782nullnull,,,,,batcoin,batcoin
106,2010/10/31,12543nullnull,,3092nullnull,128nullnull,,572nullnull,857209nullnull,,,,300nullnull,,40.857nullnull,460.128nullnull,,,,,batcoin,batcoin
107,2010/11/01,8198nullnull,,3092nullnull,174nullnull,,597nullnull,862272nullnull,,,,354nullnull,,23.356nullnull,500.271nullnull,,,,,batcoin,batcoin
108,2010/11/02,12061nullnull,,3092nullnull,110nullnull,,458nullnull,859090nullnull,,,,276nullnull,,42.172nullnull,368.341nullnull,,,,,batcoin,batcoin
109,2010/11/03,11023nullnull,,3092nullnull,157nullnull,,574nullnull,863242nullnull,,,,354nullnull,,31.766nullnull,440.447nullnull,,,,,batcoin,batcoin
110,2010/11/04,33625nullnull,,3092nullnull,141nullnull,,607nullnull,958988nullnull,,,,336nullnull,,98.32nullnull,432.716nullnull,,,,,batcoin,batcoin
111,2010/11/05,9874nullnull,,3092nullnull,223nullnull,,835nullnull,1053471nullnull,,,,444nullnull,,22.34nullnull,624.639nullnull,,,,,batcoin,batcoin
112,2010/11/06,41251nullnull,,3092nullnull,176nullnull,,596nullnull,1464669nullnull,,,,409nullnull,,104.697nullnull,447.642nullnull,,,,,batcoin,batcoin
113,2010/11/07,36350nullnull,,3092nullnull,210nullnull,,690nullnull,1823996nullnull,,,,438nullnull,,80.598nullnull,447.195nullnull,,,,,batcoin,batcoin
114,2010/11/08,147061nullnull,,3092nullnull,240nullnull,,1571nullnull,1329677nullnull,,,,487nullnull,,285.555nullnull,763.556nullnull,,,,,batcoin,batcoin
115,2010/11/09,12269nullnull,,3671nullnull,192nullnull,,648nullnull,1073503nullnull,,,,393nullnull,,29.997nullnull,465.521nullnull,,,,,batcoin,batcoin
116,2010/11/10,13173nullnull,,4536nullnull,194nullnull,,651nullnull,1021590nullnull,,,,410nullnull,,33.181nullnull,468.025nullnull,,,,,batcoin,batcoin
117,2010/11/11,9427nullnull,,4536nullnull,176nullnull,,601nullnull,1030700nullnull,,,,379nullnull,,23.865nullnull,429.356nullnull,,,,,batcoin,batcoin
118,2010/11/12,8374nullnull,,4536nullnull,117nullnull,,456nullnull,1133761nullnull,,,,271nullnull,,29.278nullnull,386.84nullnull,,,,,batcoin,batcoin
119,2010/11/13,10727nullnull,,4536nullnull,120nullnull,,579nullnull,1286441nullnull,,,,334nullnull,,31.274nullnull,364.704nullnull,,,,,batcoin,batcoin
120,2010/11/14,9828nullnull,,4536nullnull,160nullnull,,901nullnull,1271347nullnull,,,,400nullnull,,23.626nullnull,479.965nullnull,,,,,batcoin,batcoin
121,2010/11/15,71685nullnull,,4536nullnull,4671nullnull,,4396nullnull,1256983nullnull,,,,4121nullnull,,14.717nullnull,8706nullnull,,,,,batcoin,batcoin
122,2010/11/16,92863nullnull,,4536nullnull,8908nullnull,,3365nullnull,1130948nullnull,,,,3006nullnull,,10.199nullnull,10873nullnull,,,,,batcoin,batcoin
123,2010/11/17,14059nullnull,,4536nullnull,188nullnull,,675nullnull,1044784nullnull,,,,453nullnull,,32.319nullnull,424nullnull,,,,,batcoin,batcoin
124,2010/11/18,14574nullnull,,4917nullnull,1237nullnull,,632nullnull,1133163nullnull,,,,412nullnull,,9.755nullnull,1294nullnull,,,,,batcoin,batcoin
125,2010/11/19,14913nullnull,,6867nullnull,9482nullnull,,641nullnull,1271768nullnull,,,,357nullnull,,1.548nullnull,14500nullnull,,,,,batcoin,batcoin
126,2010/11/20,44788nullnull,,6867nullnull,9615nullnull,,784nullnull,1307999nullnull,,,,610nullnull,,4.603nullnull,18970nullnull,,,,,batcoin,batcoin
127,2010/11/21,34853nullnull,,6867nullnull,9904nullnull,,758nullnull,1286487nullnull,,,,528nullnull,,3.47nullnull,16354nullnull,,,,,batcoin,batcoin
128,2010/11/22,8797nullnull,,6867nullnull,180nullnull,,624nullnull,1305266nullnull,,,,370nullnull,,25.649nullnull,546.804nullnull,,,,,batcoin,batcoin
129,2010/11/23,12053nullnull,,6867nullnull,201nullnull,,660nullnull,1319591nullnull,,,,369nullnull,,35.347nullnull,672.486nullnull,,,,,batcoin,batcoin
130,2010/11/24,10925nullnull,,6867nullnull,3759nullnull,,963nullnull,1322715nullnull,,,,544nullnull,,2.776nullnull,5420nullnull,,,,,batcoin,batcoin
131,2010/11/25,14232nullnull,,6867nullnull,4802nullnull,,912nullnull,1317164nullnull,,,,611nullnull,,2.856nullnull,9437nullnull,,,,,batcoin,batcoin
132,2010/11/26,25101nullnull,,6867nullnull,1120nullnull,,1197nullnull,1321797nullnull,,,,870nullnull,,19.103nullnull,1833nullnull,,,,,batcoin,batcoin
133,2010/11/27,6888nullnull,,6867nullnull,265nullnull,,822nullnull,1333957nullnull,,,,474nullnull,,15.479nullnull,664.289nullnull,,,,,batcoin,batcoin
134,2010/11/28,6714nullnull,,6867nullnull,282nullnull,,706nullnull,1302591nullnull,,,,480nullnull,,14.789nullnull,634.238nullnull,,,,,batcoin,batcoin
135,2010/11/29,8827nullnull,,6867nullnull,245nullnull,,900nullnull,1200902nullnull,,,,469nullnull,,19.442nullnull,611.005nullnull,,,,,batcoin,batcoin
136,2010/11/30,13088nullnull,,7167nullnull,252nullnull,,797nullnull,1036117nullnull,,,,498nullnull,,28.829nullnull,564.658nullnull,,,,,batcoin,batcoin
137,2010/12/01,12027nullnull,,8078nullnull,324nullnull,,1109nullnull,1035723nullnull,,,,589nullnull,,23.491nullnull,788.479nullnull,,,,,batcoin,batcoin
138,2010/12/02,14793nullnull,,8078nullnull,272nullnull,,812nullnull,1147016nullnull,,,,477nullnull,,32.159nullnull,615.58nullnull,,,,,batcoin,batcoin
139,2010/12/03,6910nullnull,,8078nullnull,195nullnull,,881nullnull,1192236nullnull,,,,410nullnull,,17.995nullnull,604.603nullnull,,,,,batcoin,batcoin
140,2010/12/04,14998nullnull,,8078nullnull,189nullnull,,729nullnull,1096732nullnull,,,,459nullnull,,35.879nullnull,498.55nullnull,,,,,batcoin,batcoin
141,2010/12/05,4392nullnull,,8078nullnull,195nullnull,,695nullnull,979869nullnull,,,,454nullnull,,10.121nullnull,408.146nullnull,,,,,batcoin,batcoin
142,2010/12/06,20598nullnull,,8078nullnull,224nullnull,,734nullnull,1027841nullnull,,,,493nullnull,,44.298nullnull,421.975nullnull,,,,,batcoin,batcoin
143,2010/12/07,18534nullnull,,8078nullnull,334nullnull,,1142nullnull,1025142nullnull,,,,644nullnull,,32.346nullnull,672.054nullnull,,,,,batcoin,batcoin
144,2010/12/08,7098nullnull,,8078nullnull,285nullnull,,903nullnull,1152903nullnull,,,,575nullnull,,13.571nullnull,542.458nullnull,,,,,batcoin,batcoin
145,2010/12/09,9051nullnull,,8228nullnull,263nullnull,,835nullnull,1028300nullnull,,,,524nullnull,,18.623nullnull,569.915nullnull,,,,,batcoin,batcoin
146,2010/12/10,5382nullnull,,12252nullnull,226nullnull,,636nullnull,977448nullnull,,,,430nullnull,,14.428nullnull,623.333nullnull,,,,,batcoin,batcoin
147,2010/12/11,17203nullnull,,12252nullnull,375nullnull,,1070nullnull,1045083nullnull,,,,708nullnull,,31.278nullnull,881.874nullnull,,,,,batcoin,batcoin
148,2010/12/12,10227nullnull,,12252nullnull,472nullnull,,1194nullnull,1038959nullnull,,,,747nullnull,,15.906nullnull,973.058nullnull,,,,,batcoin,batcoin
149,2010/12/13,39314nullnull,,12252nullnull,505nullnull,,1676nullnull,1069970nullnull,,,,766nullnull,,60.857nullnull,1673nullnull,,,,,batcoin,batcoin
150,2010/12/14,27659nullnull,,12252nullnull,482nullnull,,1137nullnull,1158192nullnull,,,,794nullnull,,42.357nullnull,953.509nullnull,,,,,batcoin,batcoin
151,2010/12/15,27336nullnull,,12252nullnull,446nullnull,,1085nullnull,1180486nullnull,,,,772nullnull,,42.579nullnull,837.857nullnull,,,,,batcoin,batcoin
152,2010/12/16,20675nullnull,,12252nullnull,358nullnull,,949nullnull,1192818nullnull,,,,606nullnull,,38.937nullnull,804.312nullnull,,,,,batcoin,batcoin
153,2010/12/17,15425nullnull,,12252nullnull,296nullnull,,796nullnull,1197451nullnull,,,,514nullnull,,33.388nullnull,905.211nullnull,,,,,batcoin,batcoin
154,2010/12/18,20367nullnull,,12252nullnull,338nullnull,,858nullnull,1201197nullnull,,,,589nullnull,,40.815nullnull,790.72nullnull,,,,,batcoin,batcoin
155,2010/12/19,23922nullnull,,12252nullnull,367nullnull,,1088nullnull,1199237nullnull,,,,620nullnull,,43.416nullnull,952.538nullnull,,,,,batcoin,batcoin
156,2010/12/20,21078nullnull,,12252nullnull,773nullnull,,1461nullnull,1248252nullnull,,,,1027nullnull,,22.615nullnull,1608nullnull,,,,,batcoin,batcoin
157,2010/12/21,25401nullnull,,12607nullnull,434nullnull,,1089nullnull,1232762nullnull,,,,762nullnull,,40.383nullnull,852.138nullnull,,,,,batcoin,batcoin
158,2010/12/22,20433nullnull,,14484nullnull,502nullnull,,1210nullnull,1220279nullnull,,,,799nullnull,,30.959nullnull,1147nullnull,,,,,batcoin,batcoin
159,2010/12/23,15665nullnull,,14484nullnull,374nullnull,,1018nullnull,1232226nullnull,,,,708nullnull,,30.182nullnull,1038nullnull,,,,,batcoin,batcoin
160,2010/12/24,15041nullnull,,14484nullnull,383nullnull,,851nullnull,1234032nullnull,,,,626nullnull,,28.326nullnull,919.885nullnull,,,,,batcoin,batcoin
161,2010/12/25,28003nullnull,,14484nullnull,466nullnull,,1076nullnull,1234385nullnull,,,,831nullnull,,44.169nullnull,915.28nullnull,,,,,batcoin,batcoin
162,2010/12/26,18032nullnull,,14484nullnull,439nullnull,,1028nullnull,1279977nullnull,,,,773nullnull,,30.876nullnull,1065nullnull,,,,,batcoin,batcoin
