,date,send_usd,median_transaction_value,difficulty,transactions,top_100_percent,active_addresses,market_cap,hashrate,av_transaction_size,median_transaction_size,sent_addresses,confirmation_time,av_transaction_value,block_size,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
3406,2019/11/13,11694784101229085462243579356,,1272000526739164304382.5651686592901E+15,31881020242713551,,66796443330344813,158743148369393469928720389440453,,,,42154125849206844,,3668311317341.362,84572014153null,,1705811213679,,,batcoin,batcoin
3407,2019/11/14,10603042876324087007210846974,,1272000526739164043642.5168206313307E+15,34985423340679505,,62454447202331001,157519758692384228843920270994877,,,,41023330123189695,,3030713885310.295,69254215950null,,1814410063658,,,batcoin,batcoin
3408,2019/11/15,10995886066248584382272458859,,1272000526739164043642.5038358647371E+15,32498728898683049,,63470852173316681,155235539205377176448619866293261,,,,44380535268186461,,338358602398.886,85523719350null,,170288454035,,,batcoin,batcoin
3409,2019/11/16,5908890468197871080154911402,,1272000526739164043642.4543420939087E+15,28332022380596661,,59568046328281871,153864450828371361051519773635279,,,,37293830068165159,,208568841259.631,92269114795null,,150419273536,,,batcoin,batcoin
3410,2019/11/17,5409501355120464195146404209,,1272000526739161993662.5043869024197E+15,26421619558600168,,52225840686288087,154964392980378133528420024251096,,,,32874826661176832,,204746159243.939,85229712427null,,145399223272,,,batcoin,batcoin
3411,2019/11/18,11243045649436826632254497710,,1272000526739161383832.5341565514248E+15,30453134279734472,,58797758892330680,152750409310373105084319895075839,,,,39514638384194341,,3691912743346.504,74222218570null,,165058263759,,,batcoin,batcoin
3412,2019/11/19,7834899151210150758258961433,,1272000526739161383832.4103107803796E+15,32748322027735532,,73288777148337602,148142119613357260558419271931287,,,,42859234231193183,,239259541352.074,83072517084null,,1687412695559,,,batcoin,batcoin
3413,2019/11/20,6531144322139635388234903814,,1272000526739161925012.3567662290688E+15,32094421518689771,,60148246675318475,147654249824355154265119206413719,,,,40267927844186688,,203506489340.553,74520214381null,,183388814708,,,batcoin,batcoin
3414,2019/11/21,12795641500360907861327913177,,1279578963788563172662.455855793041E+15,32381722796762896,,69768747635369760,143108491293339326200318464346362,,,,43764529750209649,,3951515832429.827,84620514217null,,215979074012,,,batcoin,batcoin
3415,2019/11/22,11578794750262981130518193085,,1297323596880063172662.4345600674676E+15,31040723516794748,,66779051616373913,133067975680311421616416765813971,,,,44824530529225652,,3730211183652.022,90793718036null,,2440410834443,,,batcoin,batcoin
3416,2019/11/23,7318113965158899594187040614,,1297323596880063172662.4405671500834E+15,30625121607631670,,60040145040289764,131058781359304065894916440738145,,,,40605229476170061,,238967354296.105,57714213645null,,165439263602,,,batcoin,batcoin
3417,2019/11/24,5931423048125195631158464031,,1297323596880061467772.4506483005385E+15,26723720051596880,,48578243245262012,130235919068301700517716272449919,,,,33145626488151191,,221956244265.487,61843312486null,,172539613232,,,batcoin,batcoin
3418,2019/11/25,9175440657189296790416268525,,1297323596880060784192.5318514776617E+15,27934522153762888,,53518247666344189,126069373668291314555415523867315,,,,38274929838196239,,328468545545.648,74869916267null,,2263310663348,,,batcoin,batcoin
3419,2019/11/26,839267261285226213198046054,,1297323596880060784192.4533884717413E+15,32118821441679733,,66317681110301300,129470431178300029634715973804205,,,,44490334306177683,,261303975291.359,91319718565null,,258248043539,,,batcoin,batcoin
3420,2019/11/27,7362309023111408057336266455,,1297323596880060698742.5228617083624E+15,31745822157674957,,72830146210293268,131357388717301367068916247951023,,,,43319028957172054,,231915028498.204,81857914995null,,2251711564156,,,batcoin,batcoin
3421,2019/11/28,5763379193263856289314651211,,1297323596880058114992.5384306508654E+15,30946022240623080,,63030047043286460,136540482306306310044016645684749,,,,40493229766168613,,1862411864504.993,61850915167null,,163327973137,,,batcoin,batcoin
3422,2019/11/29,7517632479117729390213510657,,1297323596880058114992.5386038883656E+15,31115422131670568,,59515146306311476,137273223656308460851016738546971,,,,41354429377192510,,241605320318.403,74906014591null,,166707263912,,,batcoin,batcoin
3423,2019/11/30,5749515558175676762200683149,,1297323596880058114992.5324240118043E+15,27733222314584871,,57996247000138450,138704119951311228472816692296412,,,,36908928934155004,,207327873343.124,7610771510912880,,161747773119,,,batcoin,batcoin
3424,2019/12/01,499444438578151004124959428,,1297323596880056907472.5300059820193E+15,27448221540615069,,51263645144287156,133061135639301293472216262763701,,,,34940728092164768,,181963628203.163,6156091334825933,,159647353174,,,batcoin,batcoin
3425,2019/12/02,6319628215341852322256553627,,1297323596880054017822.5382324096874E+15,31458520976681210,,63422742569345675,132253591519296936607716281421504,,,,42089326754204789,,2008916297376.615,7208551258827066,,161298653678,,,batcoin,batcoin
3426,2019/12/03,6240337379196731649190105097,,1297323596880054017822.5858017318732E+15,33635422729610528,,64429377589305017,132337710662294229109316259799506,,,,43661734830177379,,185538656311.378,6818071615624340,,1646910133741,,,batcoin,batcoin
3427,2019/12/04,17024172509209245077206471524,,1297323596880054017822.5591101050359E+15,33711721978661004,,65954744232305261,132270604431292001080416087274080,,,,43539127881180791,,504999526312.36,6715161371429349,,168178003638,,,batcoin,batcoin
3428,2019/12/05,6588052513492496719204305098,,1295595154909655912092.5116025747897E+15,31132321111617647,,63340643307300425,132949409718286839206616104807973,,,,41591127001178283,,2116123329330.78,7185461421724676,,171277273433,,,batcoin,batcoin
3429,2019/12/06,17007857631314923464211527251,,1287684208968356093242.4923413637917E+15,31524122410573631,,61185043944286593,134500464156288789150916323921380,,,,41507729148169094,,5395214053368.751,7403661326423020,,156977693141,,,batcoin,batcoin
3430,2019/12/07,7216921842107794418113050244,,1287684208968356093242.5566434626302E+15,28512921015488124,,57249643255236688,136682861447292179867216308591384,,,,35489328530138856,,253115129231.601,5934521233919382,,134378373203,,,batcoin,batcoin
3431,2019/12/08,55054100734847569884048606,,1287684208968355859492.4861222908872E+15,27870519721440672,,48337941214210207,136561552787292947365616401502795,,,,32494025982125421,,197542458190.728,5812751135220648,,141768333404,,,batcoin,batcoin
3432,2019/12/09,8903777632157652475173630581,,1287684208968355512662.498407919192E+15,31348123474635462,,67225244937322145,135543986232289260462016365538454,,,,40883530182193267,,284036716273.235,7503491593024920,,165927773592,,,batcoin,batcoin
3433,2019/12/10,841987834292415248230465138,,1287684208968355512662.5692047490122E+15,31991622429631603,,69254977568297825,132815026664283867481816102583727,,,,42362636457177445,,263194120364.889,7488381771525190,,151975893201,,,batcoin,batcoin
3434,2019/12/11,8765462525150826104130015284,,1287684208968355512662.5242772508532E+15,29111621500625349,,69128247399299529,131494410050282271562615873064781,,,,40318428307178868,,301107015207.908,8076561649924671,,143249823254,,,batcoin,batcoin
3435,2019/12/12,6019759171109246390169990518,,1287684208968353344722.5069355982846E+15,31166222324635638,,61973544802287430,130619914741279470394215661088277,,,,41667429462171975,,193154894267.433,7691741597524847,,1641211943032,,,batcoin,batcoin
3436,2019/12/13,5214051699304942949158661081,,1287684208968352276742.6217702862826E+15,32273622726621511,,61477944581291043,131363430518281519486915803253376,,,,43201530210174064,,1615613422255.283,6872571671924562,,165886893068,,,batcoin,batcoin
3437,2019/12/14,5249111817106750453115067603,,1287684208968352276742.8485128643606E+15,29334521343551143,,55181441966248481,130413263034281354605815688929875,,,,37855529591146811,,178945002208.78,6350681324123121,,141146492683,,,batcoin,batcoin
3438,2019/12/15,462533450713989096993178829,,1287684208968352276742.8055742738722E+15,26331720332526996,,48549842754252477,129037997505278767413715580878839,,,,34582927762149564,,175666880176.811,7064424263722918,,143816242489,,,batcoin,batcoin
3439,2019/12/16,5424635984274371900219350382,,1287684208968348954002.7997022120548E+15,32692822944634682,,69383644382301775,128269158115272513264015336493135,,,,43113029564180305,,1659311958345.607,7173501619026804,,187248122995,,,batcoin,batcoin
3440,2019/12/17,12169881352379250523347184904,,1287684208968348654952.6913511082676E+15,31911323602646999,,74630178749291748,124102542369250434787214165635579,,,,43960236916169385,,3813716069536.608,8499021966327159,,193037572816,,,batcoin,batcoin
3441,2019/12/18,7907859831212638775385882377,,1287684208968348654952.5999721546047E+15,31411522116663295,,60994042788311538,123124078455246159652513675847007,,,,43061028016179450,,251759615581.766,8395921444428105,,223748853134,,,batcoin,batcoin
3442,2019/12/19,7195110878118876441419001531,,1289283760939148192522.5942050908638E+15,31939822803620066,,62718943984288044,129994565664255485059613964829525,,,,41279729193175927,,225275213675.737,7044131422127178,,2158812613075,,,batcoin,batcoin
3443,2019/12/20,7241521197106956365175973366,,1294859342094647272412.5278416618025E+15,33250123735614338,,62438746194289266,130619363752256350765714011950946,,,,42007930156171799,,217794506286.444,6796691506127193,,1895911142523,,,batcoin,batcoin
3444,2019/12/21,4866422689163626676108684904,,1294859342094647272412.5528241394936E+15,31094222429545378,,53713942981254028,130578893912255635857813991676969,,,,36112029042156829,,156517295199.284,5267321248624585,,165628382329,,,batcoin,batcoin
3445,2019/12/22,5507531283120808557105057389,,1294859342094647272412.5543150926245E+15,28090120022529935,,48424140231237878,131813762662262025378314176613815,,,,32418727662143602,,196076034198.246,5176551163624407,,1597813712571,,,batcoin,batcoin
3446,2019/12/23,7135715988124541668240084187,,1294859342094649267742.5651972555895E+15,30470222252631635,,60656447482288981,136423905234268095816714427623677,,,,39324426381175097,,234195597380.1,7452341397427160,,1690612452693,,,batcoin,batcoin
3447,2019/12/24,5368668588229587949156545004,,1294859342094649387532.5348870050521E+15,29031117858602814,,58828567721266455,133409709016261727436514072415096,,,,37547327952159682,,1849312856259.69,7926611401624708,,1595911542466,,,batcoin,batcoin
3448,2019/12/25,433440659658512322184750036,,1294859342094649387532.5064530627247E+15,24453819754565093,,47448248464251402,131978178374257434516313797116855,,,,30450037135150982,,177252962326.937,6252431303224056,,149849322463,,,batcoin,batcoin
3449,2019/12/26,5091725644167103901148227794,,1294859342094650008292.4887306317954E+15,29589625743586645,,52832381864280227,131900385144258540950213846777140,,,,36182471455165859,,172086491252.67,6030832024024563,,152058833040,,,batcoin,batcoin
3450,2019/12/27,6292987524177494839159047767,,1294859342094650528492.4921781931506E+15,32205925651579990,,61785198966264925,131651031132260490359813782949011,,,,41572391523159719,,195406920274.225,7092732459924644,,147118182923,,,batcoin,batcoin
3451,2019/12/28,5033567911178184327126883918,,1294859342094650528492.5293182999165E+15,29813822656516349,,54830397129249225,133446492470272367476714000817623,,,,37612087671145008,,168837865245.733,6251612252921575,,147658392605,,,batcoin,batcoin
3452,2019/12/29,4185532445332055065134404075,,1294859342094650713732.5596128362286E+15,27977020546480131,,50803459823224182,135412255658276523414414380738393,,,,34437749087134423,,1496116162279.932,5528791515321031,,136848932505,,,batcoin,batcoin
3453,2019/12/30,7289436337248310184196414671,,1294859342094652017552.548326416155E+15,32433121252584426,,63644352548281491,133961885698276311637514619943217,,,,41890837877173853,,2247511684336.081,6613261792224593,,1556814172799,,,batcoin,batcoin
3454,2019/12/31,5272492819384270061273312745,,1294859342094652017552.5257153203126E+15,29330219127554215,,58504799071254173,132240699032270633521214371215079,,,,37576459786149836,,1797620090493.153,6870652154824239,,1350010332418,,,batcoin,batcoin
3455,2020/01/01,32092719616430963681164059,,1303165800089952017552.4558035305042E+15,25156115266466526,,44439634273208392,131257925014267454524614331115371,,,,29274819200121990,,127574213173.975,441636954820546,,1398710232161,,,batcoin,batcoin
3456,2020/01/02,4943869193374774531144820956,,1379878382751651295982.2220977156136E+15,29542631144505639,,56908747920227057,129269675563262840179214130565623,,,,36328533040133818,,1673512034286.412,6961271806220138,,1592014013019,,,batcoin,batcoin
3457,2020/01/03,7371396910195587515243626005,,1379878382751650645561.9830998736823E+15,31634821256581641,,61964041926277145,131515660284264021117314353027311,,,,41465625959160010,,233029202418.86,6291511295319394,,1973014442750,,,batcoin,batcoin
3458,2020/01/04,485907761299837800152506767,,1379878382751650645562.0771792117405E+15,28704719141559074,,54097337643261746,134067207558272751004914697491561,,,,36430522633152368,,169285216272.785,5391391175519029,,1635712792250,,,batcoin,batcoin
3459,2020/01/05,4226406095140219497123974581,,1379878382751650673792.0411284021712E+15,28761618806524664,,51546739362246995,136141190076280414024815025215835,,,,34676223777142715,,146957456236.293,5551351308018408,,1653312272321,,,batcoin,batcoin
3460,2020/01/06,8315790248117296316236323126,,1379878382751651099602.0318461425145E+15,29901120221626525,,59569141141292517,137682313444287521517315448238891,,,,40074123664171432,,278115801377.197,8030951273920292,,1654018862762,,,batcoin,batcoin
3461,2020/01/07,6240260831204866070201062329,,1379878382751651099602.107075773207E+15,34390322192646478,,64963975012293108,144326460877292910804715632832169,,,,44256932707173444,,181459232311.012,6749101568521160,,2095011082861,,,batcoin,batcoin
3462,2020/01/08,7441155087249201233277970695,,1379878382751651099602.0652599629138E+15,31787721734653759,,61987443472306662,150154701171301076972515638939380,,,,43108425579185215,,2340911466425.188,7610041342822384,,2082011032647,,,batcoin,batcoin
3463,2020/01/09,9592320206329547131186854134,,1379878382751655731242.0150769155334E+15,32190019374621399,,68992239587303464,144170864339289921671415220224023,,,,42315824022179860,,2979917010300.699,7435771431320203,,2050010783260,,,batcoin,batcoin
3464,2020/01/10,7180643746153566676185294698,,1379878382751656403732.0771294665634E+15,33058522369605095,,67750243266285825,144014597649297045408315289315013,,,,44532326346165961,,217216865306.224,7804091559120076,,1826610593759,,,batcoin,batcoin
3465,2020/01/11,4822575749199249991195150566,,1379878382751656403732.0962469414131E+15,30890720953549612,,55380039941262527,147425940102318003567015738932188,,,,39328725415152099,,156129509355.07,5963971393618343,,1590011622808,,,batcoin,batcoin
3466,2020/01/12,4071681707164585630145576429,,1379878382751656296292.0745221244746E+15,28298518332523951,,47705337112239461,147902197486324645074315809963535,,,,34252722295138615,,143888978277.844,5789051156558220,,1438310062602,,,batcoin,batcoin
3467,2020/01/13,5605835768634144560207331322,,1379878382751656115572.0798073442721E+15,29145418662565389,,57030040521274787,148009908739321174202815783462207,,,,39194824002155727,,1923433981366.706,6965171432623743,,153058643126,,,batcoin,batcoin
3468,2020/01/14,10739727732714495786402203076,,1381900969734156115572.0731165238952E+15,34680825122671748,,70532477738321645,156271686247354143434816919068958,,,,47797635750193421,,3096728441598.741,8847012071422776,,2077211283585,,,batcoin,batcoin
3469,2020/01/15,14041955268825056805346318123,,1477636753568956115572.1194925582432E+15,33250724009698399,,63254951019337297,159439640804372404500818039826148,,,,45072928595198936,,4223134364495.874,7583951711323365,,181428933644,,,batcoin,batcoin
3470,2020/01/16,7703768092300230684274684870,,1477636753568956352762.084330104282E+15,32578821473693649,,65464143471351069,157911800208362429366817761012175,,,,43133625922212693,,2364713982396,6830791505321422,,185138143536,,,batcoin,batcoin
3471,2020/01/17,9885784377305084087268380066,,1477636753568956383482.0813150692023E+15,32383325070676556,,60700349259316359,161113855150382913479518487245264,,,,44171629786185957,,3052712169396.686,6800371821722155,,172728393482,,,batcoin,batcoin
3472,2020/01/18,4489168546248679830298690792,,1477636753568956383482.0745140106516E+15,28710522981628164,,51876145027303855,161824912923386224314718867428237,,,,37758329247180224,,1563610821475.498,6775621469620423,,176518263331,,,batcoin,batcoin
3473,2020/01/19,5583419276159478574202108461,,1477636753568956054172.0680508582302E+15,28381022862615368,,54952049084288121,160973290851377883651218639865192,,,,36814130359173906,,196736976328.435,6080591484520571,,205578963264,,,batcoin,batcoin
3474,2020/01/20,8474757221240851272176899408,,1477636753568955409992.0966622536759E+15,31350920802599266,,61552842057285123,157559875298367469545618176068555,,,,41032626300170447,,2703211578295.193,6986121414220165,,185868073912,,,batcoin,batcoin
3475,2020/01/21,577723844797234539165900116,,1477636753568955409992.0968239359383E+15,31505721842558962,,62099874230282948,157601598412369097059118376103308,,,,42185333750167246,,183374452296.8,6920321978118522,,192858234214,,,batcoin,batcoin
3476,2020/01/22,778518767382641494155736061,,1477636753568955409992.0912563281045E+15,32843021726513767,,65203546604260829,158012056516372487562818449556298,,,,42469029312151024,,237043804303.126,7487091757117212,,194018393625,,,batcoin,batcoin
3477,2020/01/23,7329353780179132082183813892,,1477636753568953362272.0761609135469E+15,32975921707552533,,65833144257275403,153939988881357849454417904463356,,,,42152528248173711,,222268252332.675,7142001576118583,,185469593629,,,batcoin,batcoin
3478,2020/01/24,5811405887143663904241678762,,1477636753568952186172.1272915732141E+15,31373523234497135,,64466749989226791,152896249004344597858417613580229,,,,42475430716132882,,185236183486.143,7300921746019244,,1664310213076,,,batcoin,batcoin
3479,2020/01/25,40615172357221657372662563,,1477636753568952186172.0932599983647E+15,28542020217435515,,52444441140210010,151807484217342906236817560314807,,,,36556827777112956,,142303572166.843,5913921167316540,,1391912762930,,,batcoin,batcoin
3480,2020/01/26,487500182061273745100762757,,1477636753568952333092.072439146289E+15,26110419741428804,,49944640151195225,153939003359350716072117915775111,,,,36585627306113664,,186713104234.986,5681891277116846,,1448512192833,,,batcoin,batcoin
3481,2020/01/27,13181361017106647488182868486,,1477636753568952999452.0766632673693E+15,27911121498476541,,57499945940237874,159015265967369867890718496778467,,,,43080529738135477,,472264961383.741,7331731560917354,,182238693146,,,batcoin,batcoin
3482,2020/01/28,9489423319133600852205569234,,1520380671307052999452.0538448201974E+15,33991024049526284,,70299181581247192,164576653493382587170218861546603,,,,49665638501145987,,279175555390.605,8546782103919065,,204228833951,,,batcoin,batcoin
3483,2020/01/29,8336366816143243814223901759,,1546609893555552999452.083501344068E+15,34040223817551529,,66949248835259360,170045037127390044307019342616541,,,,48146731544150940,,244906014405.966,7068671673919057,,220628463844,,,batcoin,batcoin
3484,2020/01/30,13653606582278340705241306064,,1546609893555553057692.0576706001405E+15,33240227038566052,,62035352031263820,170887750331408531078519429441325,,,,47329535376150134,,4107610294426.297,7048831840720606,,1845213993928,,,batcoin,batcoin
3485,2020/01/31,11262725718345051080347765953,,1546609893555553088002.0577865915838E+15,33429026369583358,,64406451295269250,170398289340435145280319851645180,,,,47356034987157985,,3369113085596.145,7704861713321319,,1768513343507,,,batcoin,batcoin
3486,2020/02/01,7668678902192839186200116988,,1546609893555553088002.0465681553838E+15,30357325936545761,,58520948521256506,170902882145455462366119994443977,,,,42729934362149327,,252617435366.675,6507691553418761,,158189693298,,,batcoin,batcoin
3487,2020/02/02,6486338285230352115207984135,,1546609893555553102502.092379465869E+15,29073627365530094,,61997956263248496,171009759343456355537620620146538,,,,39900137788143245,,223108418392.353,6841271807117803,,7554315833924,,,batcoin,batcoin
3488,2020/02/03,14948823465203803367251423147,,1546609893555553161152.0834307279637E+15,33086434575621191,,73041167672307540,170261723796451608585020837889900,,,,46283147087186028,,451815895404.744,7912571774820790,,329178794094,,,batcoin,batcoin
3489,2020/02/04,8269148365274372715295950722,,1546609893555553161152.1032726971834E+15,30905824912524476,,67696980390266476,168033849754438769811920625046143,,,,44246940400153678,,2675611014564.279,7990121655117656,,285378703989,,,batcoin,batcoin
3490,2020/02/05,7976059501262814591310196506,,1546609893555553222102.1000433280211E+15,36844528228610780,,71550772168303751,171472966044454533236521506260001,,,,48667342189181351,,216489310507.869,7649521822220346,,349758314835,,,batcoin,batcoin
3491,2020/02/06,15218130350385252965486875024,,1546609893555558751272.0940868581508E+15,31523528107606505,,66472777426307448,176692561777471189105023023352170,,,,43188745385179226,,4827613707802.755,8136602058620244,,302608244277,,,batcoin,batcoin
3492,2020/02/07,16259134511266209572530846966,,1546609893555558751272.0899332176062E+15,33479926957626252,,75216885302314027,178370032130475529664924135229941,,,,46667745363186639,,485649875847.657,9035602340121437,,255777264363,,,batcoin,batcoin
3493,2020/02/08,7692983590345996123289147715,,1546609893555558751272.142113384249E+15,31822426179661649,,62087975784333591,178841168035484995975324492355331,,,,40329542766199505,,2417513217437.011,8002121996421965,,224959873934,,,batcoin,batcoin
3494,2020/02/09,5748984678409985005299041623,,1546609893555560361222.1140449341691E+15,31691726158628631,,58756688097332599,183592363636495275184524951758661,,,,38747046839202804,,1814015673475.703,6709212126420937,,386747324307,,,batcoin,batcoin
3495,2020/02/10,10377194325391311655407322402,,1546609893555561142832.1153939738435E+15,29798226394668760,,61757170589331955,180868687356479546774324455432821,,,,41274540210193155,,3482514826609.071,8268532274521715,,271707953940,,,batcoin,batcoin
3496,2020/02/11,10154420392151649543326158144,,1552113494790261142832.1448444481041E+15,36543524744709280,,78324585060360902,181532535507481248208224852670520,,,,49485639789211442,,277876129459.844,8854192419123173,,281178764876,,,batcoin,batcoin
3497,2020/02/12,11348185988223661949708667253,,1554674576552961142832.1643950970199E+15,34447327773798162,,63880062158433964,188166980323510613392228071693200,,,,47941337352251919,,329448053887.874,8035812351826521,,2834111775840,,,batcoin,batcoin
3498,2020/02/13,10984790680475721540618656029,,1554674576552957837552.1957625365685E+15,33994027783764763,,71460368438396743,187415274491521681230529408976414,,,,47325238598234894,,3231417123808.951,8649902223625627,,2686911386045,,,batcoin,batcoin
3499,2020/02/14,10744969720334927002521217046,,1554674576552957653922.2012484430702E+15,32594327323771827,,60607959131357404,187122912131524569718129917110420,,,,44719334761214840,,3296612258675.303,7492861954826041,,257549413995,,,batcoin,batcoin
3500,2020/02/15,8809813386291315498524104864,,1554674576552957653922.2158599218543E+15,32257925858699151,,66765955827344036,184966135577513326995030447837375,,,,43249533600205742,,2731111266749.63,7705731659423067,,239189023712,,,batcoin,batcoin
3501,2020/02/16,9534924534522674868443439946,,1554674576552959487162.2172244589907E+15,29209422549661490,,55054648049319651,180676721411490855806128914900663,,,,36472528895193863,,3264323180670.365,6499181643322163,,2399611003174,,,batcoin,batcoin
3502,2020/02/17,12633251162456406303678978435,,1554674576552960714382.2332641176887E+15,34133423506695366,,69016853706340534,177190999250462753408927881315552,,,,45365033043206710,,3701119417976.433,7216951722524138,,252798634413,,,batcoin,batcoin
3503,2020/02/18,10287578136184449423615635747,,1554674576552960714382.2421893499362E+15,32845824477733983,,64723886510359297,179327553972478768055929874046306,,,,44400840541214917,,313217536838.76,7678242111124219,,296239525403,,,batcoin,batcoin
3504,2020/02/19,13841935953411217655494238634,,1554674576552960920252.3143494248552E+15,33466424939695837,,67284165706339950,183930560311492962869530523968915,,,,44677733892200172,,4136116489710.279,8194632204523010,,3162711314294,,,batcoin,batcoin
3505,2020/02/20,10019150825649961229586165486,,1554674576552961979342.2692763649757E+15,31650023546689600,,63881657696333708,175204110979450415697028345742358,,,,43757533057196262,,3165627604850.008,8506471782623417,,267898854128,,,batcoin,batcoin
3506,2020/02/21,7988870560252173495448899856,,1554674576552961979342.236946954561E+15,33833024189670542,,63732649659341865,176614193896467347892828833390765,,,,44929332041207197,,2361310425669.458,7499301643022264,,236859164166,,,batcoin,batcoin
3507,2020/02/22,5572357660270876602242555845,,1554674576552961979342.2782175395537E+15,30444922117605859,,58284444563321074,176226781487482131609528775058621,,,,40643630003200928,,1854012247400.35,6686031343320004,,240888784822,,,batcoin,batcoin
3508,2020/02/23,6570750903258944167335600294,,1554674576552960694802.2652920357214E+15,28543720513606290,,54187043436332808,179596476973502652072829604612696,,,,35870728673211631,,2302012624553.531,6393561349119887,,258037074097,,,batcoin,batcoin
3509,2020/02/24,7925393119516071631457800387,,1554674576552959757432.3125239596015E+15,32874921704687702,,62554247730350004,177887040043489283486629443808457,,,,43441529883215341,,2410823778665.696,7999461319723637,,288298434748,,,batcoin,batcoin
3510,2020/02/25,8308962577207710971481522675,,1550935056225759757432.250327706547E+15,33444921821670257,,62690376681327743,173626812664471546240628253869337,,,,44500835804184107,,248449519718.415,7458971821524109,,2725111033707,,,batcoin,batcoin
3511,2020/02/26,7965058491440709852669157221,,1548691344029360271382.253688236794E+15,32983124434704929,,67088653367341499,165329813675421954123425782600245,,,,46341532920194826,,2414918037949.255,8119841747325491,,2738810584174,,,batcoin,batcoin
3512,2020/02/27,8674620412196094209608866887,,1548691344029362161552.3415558747823E+15,33863425182714482,,68455951109349069,160576632199397529673324901611459,,,,45742032191206938,,260447787852.179,7681471773824706,,258829834109,,,batcoin,batcoin
3513,2020/02/28,8822966509154987709407217822,,1548691344029362161552.286565472767E+15,36843223666688694,,70105249440341329,158830122561387620517624770758599,,,,48974332520201090,,239476549591.29,7476401668324027,,252899466553,,,batcoin,batcoin
3514,2020/02/29,5545814213102686213260970738,,1548691344029362161552.2964069807312E+15,30738824045620465,,58864652212305189,158545057821384533481824896721469,,,,40964533313181134,,180424271420.605,6888531567820707,,228846644712,,,batcoin,batcoin
3515,2020/03/01,483707398792548664364944651,,1548691344029363590862.2762376986889E+15,30967221625628500,,59723543635301375,156417663682377195286124186213049,,,,38553430255164640,,156204280580.66,5821501444021400,,228476533433,,,batcoin,batcoin
3516,2020/03/02,7195481446135957619569890259,,1548691344029364044392.2427996469194E+15,34267223356681477,,68747458774347727,159748029508385705627824800031313,,,,47226530976208304,,209985821836.258,7766221969922782,,258767634780,,,batcoin,batcoin
3517,2020/03/03,6938730336120563269400116550,,1548691344029364044392.260147305886E+15,34217121772661402,,71710273373311218,160437902057392764280424965332695,,,,46455535847178164,,203365538604.952,7870571959422385,,2578210633540,,,batcoin,batcoin
3518,2020/03/04,8917754107102287705334707571,,1548691344029363600512.2828526905702E+15,35857820401663966,,75565843363329965,160026135465390056514524698763746,,,,48914025787191304,,248705014504.103,9221141817921477,,272219384265,,,batcoin,batcoin
3519,2020/03/05,7708348106116829800400064810,,1548691344029360848442.3133199949721E+15,34936623449720114,,65991276286352437,164739029993399463184925311786027,,,,47347666640213514,,220644982555.558,7037382794523417,,262326874149,,,batcoin,batcoin
3520,2020/03/06,8619788447163123368442637412,,1548691344029360848442.2249086070664E+15,33822822856676799,,648532123456332375,166124289671402765047925979669956,,,,47100469479191627,,254857137654.016,7608243511322543,,2228511383379,,,batcoin,batcoin
3521,2020/03/07,5528692549116955399288656051,,1548691344029360848442.2722787215868E+15,31315522571630992,,604629168267308317,165242658840402588898926732303394,,,,40919763717176153,,176555182457.464,6339124621820794,,192059092936,,,batcoin,batcoin
3522,2020/03/08,5285638473158364132419546914,,1548691344029363167812.3221395595801E+15,30253622767662565,,551633115279303724,156832621338366592106724622866472,,,,39126752924171451,,174716956633.216,6043084791523673,,196276703217,,,batcoin,batcoin
3523,2020/03/09,9659917242197138043774070641,,1607677259859163876952.3038101326046E+15,34806124745784085,,69087159147356620,144019887295320696393022106075515,,,,47598645994207178,,277547967987.228,7928401961427887,,311676183012,,,batcoin,batcoin
3524,2020/03/10,8544699725185751989530616417,,1655292396733763876952.2870445806241E+15,32956623645760588,,71018285691336375,145333502920324347342022221226539,,,,46797254072194439,,259277856697.64,8521051854625113,,245445733275,,,batcoin,batcoin
3525,2020/03/11,13300071288145100336480401992,,1655292396733763815082.2483626736379E+15,28737321480713065,,64594647553330609,143487378593314750730921590656313,,,,41652834642191482,,462826755673.714,8144381504224782,,235505653044,,,batcoin,batcoin
3526,2020/03/12,157297634746583098131437352822,,1655292396733763649542.2845706088267E+15,34982728365760781,,78116950490328087,122310717260252415264017065843348,,,,49830633395181353,,44964232091889,8751245272027723,,447355714013,,,batcoin,batcoin
3527,2020/03/13,123901536995010277311028361001,,1655292396733763649542.2397350965732E+15,27667328780847947,,69024954238399794,96428677049220609968013700616663,,,,42433534250216029,,44783174091213,8990633938627582,,430206163492,,,batcoin,batcoin
3528,2020/03/14,6153967873145588863410576277,,1655292396733763649542.1755518033674E+15,27970021153681830,,67798843313327792,98686833459231326412914202378592,,,,37326126971190324,,220026883602.168,9033862484423303,,229224722441,,,batcoin,batcoin
3529,2020/03/15,458000992792028338389322242,,1655292396733763649542.1824424133385E+15,22311118974657653,,56860139158306554,97143949030230143415313635677880,,,,30593723549178847,,205284850591.987,7606212829623169,,221023442234,,,batcoin,batcoin
3530,2020/03/16,8023904037211352993708488323,,1655292396733752199642.2034619152463E+15,27028023032784094,,60590344562370699,91458997401212970210712439980149,,,,39496227929210972,,296879176903.576,8551851670326369,,274324752651,,,batcoin,batcoin
