,date,transactions,sent_addresses,block_size,median_transaction_value,confirmation_time,hashrate,market_cap,av_transaction_value,av_transaction_size,mining_profitability,active_addresses,fee_reward,send_usd,top_100_percent,difficulty,google_trends,median_transaction_size,tweets,full_name,coin
1077,2011/12/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1078,2011/12/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1079,2011/12/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1080,2011/12/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1081,2011/12/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1082,2011/12/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1083,2011/12/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1084,2011/12/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1085,2011/12/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1086,2011/12/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1087,2011/12/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1088,2011/12/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1089,2011/12/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1090,2011/12/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1091,2011/12/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1092,2011/12/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1093,2012/01/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1094,2012/01/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1095,2012/01/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1096,2012/01/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1097,2012/01/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1098,2012/01/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1099,2012/01/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1100,2012/01/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1101,2012/01/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1102,2012/01/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1103,2012/01/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1104,2012/01/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1105,2012/01/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1106,2012/01/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1107,2012/01/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1108,2012/01/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1109,2012/01/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1110,2012/01/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1111,2012/01/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1112,2012/01/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1113,2012/01/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1114,2012/01/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1115,2012/01/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1116,2012/01/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1117,2012/01/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1118,2012/01/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1119,2012/01/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1120,2012/01/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1121,2012/01/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1122,2012/01/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1123,2012/01/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1124,2012/02/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1125,2012/02/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1126,2012/02/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1127,2012/02/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1128,2012/02/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1129,2012/02/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1130,2012/02/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1131,2012/02/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1132,2012/02/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1133,2012/02/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1134,2012/02/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1135,2012/02/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1136,2012/02/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1137,2012/02/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1138,2012/02/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1139,2012/02/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1140,2012/02/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1141,2012/02/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1142,2012/02/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1143,2012/02/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1144,2012/02/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1145,2012/02/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1146,2012/02/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1147,2012/02/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1148,2012/02/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1149,2012/02/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1150,2012/02/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1151,2012/02/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1152,2012/02/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1153,2012/03/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1154,2012/03/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1155,2012/03/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1156,2012/03/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1157,2012/03/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1158,2012/03/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1159,2012/03/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1160,2012/03/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1161,2012/03/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1162,2012/03/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1163,2012/03/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1164,2012/03/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1165,2012/03/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1166,2012/03/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1167,2012/03/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1168,2012/03/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1169,2012/03/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1170,2012/03/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1171,2012/03/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1172,2012/03/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1173,2012/03/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1174,2012/03/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1175,2012/03/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1176,2012/03/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1177,2012/03/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1178,2012/03/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1179,2012/03/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1180,2012/03/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1181,2012/03/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1182,2012/03/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1183,2012/03/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1184,2012/04/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1185,2012/04/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1186,2012/04/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1187,2012/04/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1188,2012/04/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1189,2012/04/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1190,2012/04/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1191,2012/04/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1192,2012/04/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1193,2012/04/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1194,2012/04/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1195,2012/04/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1196,2012/04/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1197,2012/04/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1198,2012/04/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1199,2012/04/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1200,2012/04/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1201,2012/04/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1202,2012/04/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1203,2012/04/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1204,2012/04/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1205,2012/04/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1206,2012/04/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1207,2012/04/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1208,2012/04/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1209,2012/04/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1210,2012/04/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1211,2012/04/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1212,2012/04/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1213,2012/04/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1214,2012/05/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1215,2012/05/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1216,2012/05/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1217,2012/05/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1218,2012/05/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1219,2012/05/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1220,2012/05/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1221,2012/05/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1222,2012/05/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1223,2012/05/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1224,2012/05/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1225,2012/05/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1226,2012/05/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1227,2012/05/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1228,2012/05/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1229,2012/05/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1230,2012/05/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1231,2012/05/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1232,2012/05/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1233,2012/05/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1234,2012/05/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1235,2012/05/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1236,2012/05/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1237,2012/05/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1238,2012/05/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1239,2012/05/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1240,2012/05/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1241,2012/05/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1242,2012/05/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1243,2012/05/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1244,2012/05/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1245,2012/06/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1246,2012/06/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1247,2012/06/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1248,2012/06/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1249,2012/06/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1250,2012/06/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1251,2012/06/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1252,2012/06/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1253,2012/06/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1254,2012/06/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1255,2012/06/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1256,2012/06/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1257,2012/06/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1258,2012/06/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1259,2012/06/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1260,2012/06/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1261,2012/06/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1262,2012/06/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1263,2012/06/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1264,2012/06/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1265,2012/06/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1266,2012/06/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1267,2012/06/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1268,2012/06/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1269,2012/06/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1270,2012/06/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1271,2012/06/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1272,2012/06/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1273,2012/06/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1274,2012/06/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1275,2012/07/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1276,2012/07/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1277,2012/07/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1278,2012/07/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1279,2012/07/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1280,2012/07/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1281,2012/07/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1282,2012/07/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1283,2012/07/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1284,2012/07/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1285,2012/07/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1286,2012/07/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1287,2012/07/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1288,2012/07/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1289,2012/07/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1290,2012/07/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1291,2012/07/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1292,2012/07/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1293,2012/07/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1294,2012/07/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1295,2012/07/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1296,2012/07/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1297,2012/07/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1298,2012/07/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1299,2012/07/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1300,2012/07/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1301,2012/07/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1302,2012/07/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1303,2012/07/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1304,2012/07/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1305,2012/07/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1306,2012/08/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1307,2012/08/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1308,2012/08/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1309,2012/08/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1310,2012/08/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1311,2012/08/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1312,2012/08/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1313,2012/08/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1314,2012/08/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1315,2012/08/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1316,2012/08/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1317,2012/08/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1318,2012/08/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1319,2012/08/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1320,2012/08/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1321,2012/08/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1322,2012/08/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1323,2012/08/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1324,2012/08/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1325,2012/08/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1326,2012/08/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1327,2012/08/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1328,2012/08/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1329,2012/08/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1330,2012/08/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1331,2012/08/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1332,2012/08/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1333,2012/08/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1334,2012/08/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1335,2012/08/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1336,2012/08/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1337,2012/09/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1338,2012/09/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1339,2012/09/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1340,2012/09/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1341,2012/09/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1342,2012/09/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1343,2012/09/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1344,2012/09/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1345,2012/09/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1346,2012/09/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1347,2012/09/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1348,2012/09/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1349,2012/09/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1350,2012/09/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1351,2012/09/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1352,2012/09/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1353,2012/09/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1354,2012/09/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1355,2012/09/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1356,2012/09/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1357,2012/09/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1358,2012/09/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1359,2012/09/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1360,2012/09/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1361,2012/09/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1362,2012/09/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1363,2012/09/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1364,2012/09/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1365,2012/09/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1366,2012/09/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1367,2012/10/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1368,2012/10/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1369,2012/10/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1370,2012/10/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1371,2012/10/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1372,2012/10/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1373,2012/10/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1374,2012/10/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1375,2012/10/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1376,2012/10/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1377,2012/10/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1378,2012/10/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1379,2012/10/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1380,2012/10/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1381,2012/10/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1382,2012/10/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1383,2012/10/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1384,2012/10/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1385,2012/10/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1386,2012/10/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1387,2012/10/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1388,2012/10/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1389,2012/10/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1390,2012/10/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1391,2012/10/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1392,2012/10/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1393,2012/10/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1394,2012/10/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1395,2012/10/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1396,2012/10/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1397,2012/10/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1398,2012/11/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1399,2012/11/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1400,2012/11/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1401,2012/11/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1402,2012/11/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1403,2012/11/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1404,2012/11/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1405,2012/11/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1406,2012/11/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1407,2012/11/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1408,2012/11/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1409,2012/11/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1410,2012/11/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1411,2012/11/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1412,2012/11/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1413,2012/11/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1414,2012/11/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1415,2012/11/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1416,2012/11/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1417,2012/11/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1418,2012/11/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1419,2012/11/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1420,2012/11/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1421,2012/11/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1422,2012/11/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1423,2012/11/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1424,2012/11/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1425,2012/11/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1426,2012/11/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1427,2012/11/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1428,2012/12/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1429,2012/12/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1430,2012/12/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1431,2012/12/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1432,2012/12/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1433,2012/12/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1434,2012/12/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1435,2012/12/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1436,2012/12/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1437,2012/12/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1438,2012/12/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1439,2012/12/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1440,2012/12/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
1441,2012/12/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
