,date,transactions,sent_addresses,block_size,median_transaction_value,confirmation_time,hashrate,market_cap,av_transaction_value,av_transaction_size,mining_profitability,active_addresses,fee_reward,send_usd,top_100_percent,difficulty,google_trends,median_transaction_size,tweets,full_name,coin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2300,2015/04/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2301,2015/04/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2302,2015/04/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2303,2015/04/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2304,2015/04/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2305,2015/04/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2306,2015/04/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2307,2015/04/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2308,2015/04/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2309,2015/05/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2310,2015/05/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2311,2015/05/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2312,2015/05/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2313,2015/05/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2314,2015/05/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2315,2015/05/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2316,2015/05/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2317,2015/05/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2318,2015/05/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2319,2015/05/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2320,2015/05/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2321,2015/05/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2322,2015/05/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2323,2015/05/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2324,2015/05/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2325,2015/05/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2326,2015/05/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2327,2015/05/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2328,2015/05/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2329,2015/05/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2330,2015/05/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2331,2015/05/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2332,2015/05/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2333,2015/05/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2334,2015/05/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2335,2015/05/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2336,2015/05/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2337,2015/05/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2338,2015/05/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2339,2015/05/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2340,2015/06/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2341,2015/06/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2342,2015/06/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2343,2015/06/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2344,2015/06/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2345,2015/06/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2346,2015/06/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2347,2015/06/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2348,2015/06/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2349,2015/06/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2350,2015/06/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2351,2015/06/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2352,2015/06/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2353,2015/06/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2354,2015/06/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2355,2015/06/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2356,2015/06/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2357,2015/06/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2358,2015/06/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2359,2015/06/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2360,2015/06/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2361,2015/06/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2362,2015/06/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2363,2015/06/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2364,2015/06/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2365,2015/06/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2366,2015/06/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2367,2015/06/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2368,2015/06/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2369,2015/06/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2370,2015/07/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2371,2015/07/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2372,2015/07/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2373,2015/07/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2374,2015/07/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2375,2015/07/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2376,2015/07/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2377,2015/07/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2378,2015/07/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2379,2015/07/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2380,2015/07/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2381,2015/07/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2382,2015/07/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2383,2015/07/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2384,2015/07/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2385,2015/07/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2386,2015/07/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2387,2015/07/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2388,2015/07/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2389,2015/07/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2390,2015/07/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2391,2015/07/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2392,2015/07/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2393,2015/07/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2394,2015/07/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2395,2015/07/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2396,2015/07/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2397,2015/07/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2398,2015/07/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2399,2015/07/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2400,2015/07/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2401,2015/08/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2402,2015/08/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2403,2015/08/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2404,2015/08/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2405,2015/08/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2406,2015/08/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2407,2015/08/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2408,2015/08/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2409,2015/08/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2410,2015/08/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2411,2015/08/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2412,2015/08/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2413,2015/08/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2414,2015/08/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2415,2015/08/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2416,2015/08/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2417,2015/08/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2418,2015/08/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2419,2015/08/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2420,2015/08/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2421,2015/08/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2422,2015/08/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2423,2015/08/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2424,2015/08/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2425,2015/08/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2426,2015/08/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2427,2015/08/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2428,2015/08/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2429,2015/08/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2430,2015/08/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2431,2015/08/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2432,2015/09/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2433,2015/09/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2434,2015/09/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2435,2015/09/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2436,2015/09/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2437,2015/09/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2438,2015/09/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2439,2015/09/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2440,2015/09/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2441,2015/09/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2442,2015/09/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2443,2015/09/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2444,2015/09/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2445,2015/09/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2446,2015/09/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2447,2015/09/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2448,2015/09/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2449,2015/09/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2450,2015/09/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2451,2015/09/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2452,2015/09/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2453,2015/09/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2454,2015/09/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2455,2015/09/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2456,2015/09/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2457,2015/09/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2458,2015/09/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2459,2015/09/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2460,2015/09/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2461,2015/09/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2462,2015/10/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2463,2015/10/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2464,2015/10/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2465,2015/10/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2466,2015/10/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2467,2015/10/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2468,2015/10/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2469,2015/10/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2470,2015/10/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2471,2015/10/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2472,2015/10/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2473,2015/10/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2474,2015/10/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2475,2015/10/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2476,2015/10/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2477,2015/10/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2478,2015/10/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2479,2015/10/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2480,2015/10/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2481,2015/10/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2482,2015/10/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2483,2015/10/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2484,2015/10/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2485,2015/10/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2486,2015/10/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2487,2015/10/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2488,2015/10/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2489,2015/10/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2490,2015/10/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2491,2015/10/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2492,2015/10/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2493,2015/11/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2494,2015/11/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2495,2015/11/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2496,2015/11/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2497,2015/11/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2498,2015/11/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2499,2015/11/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2500,2015/11/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2501,2015/11/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2502,2015/11/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2503,2015/11/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2504,2015/11/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2505,2015/11/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2506,2015/11/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2507,2015/11/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2508,2015/11/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2509,2015/11/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2510,2015/11/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2511,2015/11/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2512,2015/11/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2513,2015/11/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2514,2015/11/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2515,2015/11/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2516,2015/11/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2517,2015/11/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2518,2015/11/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2519,2015/11/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2520,2015/11/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2521,2015/11/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2522,2015/11/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2523,2015/12/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2524,2015/12/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2525,2015/12/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2526,2015/12/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2527,2015/12/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2528,2015/12/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2529,2015/12/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2530,2015/12/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2531,2015/12/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2532,2015/12/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2533,2015/12/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2534,2015/12/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2535,2015/12/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2536,2015/12/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2537,2015/12/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2538,2015/12/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2539,2015/12/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2540,2015/12/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2541,2015/12/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2542,2015/12/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2543,2015/12/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2544,2015/12/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2545,2015/12/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2546,2015/12/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2547,2015/12/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2548,2015/12/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2549,2015/12/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2550,2015/12/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2551,2015/12/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2552,2015/12/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2553,2015/12/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2554,2016/01/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2555,2016/01/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2556,2016/01/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2557,2016/01/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2558,2016/01/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2559,2016/01/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2560,2016/01/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2561,2016/01/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2562,2016/01/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2563,2016/01/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2564,2016/01/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2565,2016/01/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2566,2016/01/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2567,2016/01/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2568,2016/01/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2569,2016/01/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2570,2016/01/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2571,2016/01/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2572,2016/01/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2573,2016/01/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2574,2016/01/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2575,2016/01/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2576,2016/01/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2577,2016/01/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2578,2016/01/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2579,2016/01/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2580,2016/01/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2581,2016/01/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2582,2016/01/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2583,2016/01/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2584,2016/01/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2585,2016/02/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2586,2016/02/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2587,2016/02/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2588,2016/02/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2589,2016/02/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2590,2016/02/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2591,2016/02/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2592,2016/02/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2593,2016/02/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2594,2016/02/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2595,2016/02/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2596,2016/02/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2597,2016/02/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2598,2016/02/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2599,2016/02/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2600,2016/02/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2601,2016/02/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2602,2016/02/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2603,2016/02/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2604,2016/02/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2605,2016/02/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2606,2016/02/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2607,2016/02/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2608,2016/02/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2609,2016/02/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2610,2016/02/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2611,2016/02/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2612,2016/02/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2613,2016/02/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2614,2016/03/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2615,2016/03/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2616,2016/03/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2617,2016/03/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2618,2016/03/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2619,2016/03/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2620,2016/03/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2621,2016/03/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2622,2016/03/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2623,2016/03/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2624,2016/03/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2625,2016/03/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2626,2016/03/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2627,2016/03/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2628,2016/03/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2629,2016/03/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2630,2016/03/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2631,2016/03/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2632,2016/03/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2633,2016/03/20,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2634,2016/03/21,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2635,2016/03/22,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2636,2016/03/23,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2637,2016/03/24,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2638,2016/03/25,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2639,2016/03/26,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2640,2016/03/27,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2641,2016/03/28,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2642,2016/03/29,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2643,2016/03/30,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2644,2016/03/31,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2645,2016/04/01,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2646,2016/04/02,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2647,2016/04/03,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2648,2016/04/04,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2649,2016/04/05,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2650,2016/04/06,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2651,2016/04/07,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2652,2016/04/08,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2653,2016/04/09,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2654,2016/04/10,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2655,2016/04/11,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2656,2016/04/12,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2657,2016/04/13,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2658,2016/04/14,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2659,2016/04/15,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2660,2016/04/16,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2661,2016/04/17,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2662,2016/04/18,,,,,,,,,,,,,,,,,,,bitstar,bitstar
2663,2016/04/19,,,,,,,,,,,,,,,,,,,bitstar,bitstar
