,date,google_trends,mining_profitability,median_transaction_value,av_transaction_value,transactions,av_transaction_size,tweets,block_size,median_transaction_size,top_100_percent,difficulty,confirmation_time,send_usd,market_cap,sent_addresses,active_addresses,hashrate,fee_reward,full_name,coin
936,2012/07/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
937,2012/07/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
938,2012/07/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
939,2012/07/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
940,2012/07/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
941,2012/07/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
942,2012/07/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
943,2012/08/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
944,2012/08/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
945,2012/08/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
946,2012/08/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
947,2012/08/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
948,2012/08/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
949,2012/08/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
950,2012/08/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
951,2012/08/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
952,2012/08/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
953,2012/08/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
954,2012/08/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
955,2012/08/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
956,2012/08/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
957,2012/08/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
958,2012/08/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
959,2012/08/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
960,2012/08/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
961,2012/08/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
962,2012/08/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
963,2012/08/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
964,2012/08/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
965,2012/08/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
966,2012/08/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
967,2012/08/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
968,2012/08/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
969,2012/08/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
970,2012/08/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
971,2012/08/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
972,2012/08/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
973,2012/08/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
974,2012/09/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
975,2012/09/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
976,2012/09/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
977,2012/09/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
978,2012/09/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
979,2012/09/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
980,2012/09/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
981,2012/09/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
982,2012/09/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
983,2012/09/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
984,2012/09/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
985,2012/09/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
986,2012/09/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
987,2012/09/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
988,2012/09/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
989,2012/09/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
990,2012/09/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
991,2012/09/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
992,2012/09/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
993,2012/09/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
994,2012/09/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
995,2012/09/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
996,2012/09/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
997,2012/09/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
998,2012/09/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
999,2012/09/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1000,2012/09/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1001,2012/09/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1002,2012/09/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1003,2012/09/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1004,2012/10/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1005,2012/10/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1006,2012/10/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1007,2012/10/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1008,2012/10/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1009,2012/10/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1010,2012/10/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1011,2012/10/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1012,2012/10/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1013,2012/10/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1014,2012/10/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1015,2012/10/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1016,2012/10/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1017,2012/10/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1018,2012/10/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1019,2012/10/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1020,2012/10/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1021,2012/10/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1022,2012/10/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1023,2012/10/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1024,2012/10/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1025,2012/10/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1026,2012/10/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1027,2012/10/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1028,2012/10/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1029,2012/10/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1030,2012/10/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1031,2012/10/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1032,2012/10/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1033,2012/10/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1034,2012/10/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
1035,2012/11/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1036,2012/11/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1037,2012/11/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1038,2012/11/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1039,2012/11/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1040,2012/11/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1041,2012/11/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1042,2012/11/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1043,2012/11/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1044,2012/11/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1045,2012/11/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1046,2012/11/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1047,2012/11/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1048,2012/11/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1049,2012/11/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1050,2012/11/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1051,2012/11/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1052,2012/11/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1053,2012/11/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1054,2012/11/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1055,2012/11/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1056,2012/11/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1057,2012/11/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1058,2012/11/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1059,2012/11/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1060,2012/11/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1061,2012/11/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1062,2012/11/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1063,2012/11/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1064,2012/11/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1065,2012/12/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1066,2012/12/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1067,2012/12/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1068,2012/12/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1069,2012/12/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1070,2012/12/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1071,2012/12/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1072,2012/12/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1073,2012/12/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1074,2012/12/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1075,2012/12/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1076,2012/12/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1077,2012/12/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1078,2012/12/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1079,2012/12/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1080,2012/12/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1081,2012/12/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1082,2012/12/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1083,2012/12/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1084,2012/12/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1085,2012/12/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1086,2012/12/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1087,2012/12/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1088,2012/12/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1089,2012/12/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1090,2012/12/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1091,2012/12/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1092,2012/12/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1093,2012/12/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1094,2012/12/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1095,2012/12/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
1096,2013/01/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1097,2013/01/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1098,2013/01/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1099,2013/01/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1100,2013/01/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1101,2013/01/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1102,2013/01/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1103,2013/01/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1104,2013/01/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1105,2013/01/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1106,2013/01/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1107,2013/01/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1108,2013/01/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1109,2013/01/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1110,2013/01/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1111,2013/01/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1112,2013/01/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1113,2013/01/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1114,2013/01/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1115,2013/01/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1116,2013/01/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1117,2013/01/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1118,2013/01/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1119,2013/01/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1120,2013/01/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1121,2013/01/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1122,2013/01/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1123,2013/01/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1124,2013/01/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1125,2013/01/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1126,2013/01/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
1127,2013/02/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1128,2013/02/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1129,2013/02/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1130,2013/02/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1131,2013/02/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1132,2013/02/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1133,2013/02/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1134,2013/02/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1135,2013/02/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1136,2013/02/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1137,2013/02/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1138,2013/02/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1139,2013/02/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1140,2013/02/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1141,2013/02/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1142,2013/02/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1143,2013/02/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1144,2013/02/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1145,2013/02/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1146,2013/02/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1147,2013/02/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1148,2013/02/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1149,2013/02/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1150,2013/02/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1151,2013/02/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1152,2013/02/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1153,2013/02/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1154,2013/02/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1155,2013/03/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1156,2013/03/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1157,2013/03/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1158,2013/03/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1159,2013/03/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1160,2013/03/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1161,2013/03/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1162,2013/03/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1163,2013/03/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1164,2013/03/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1165,2013/03/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1166,2013/03/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1167,2013/03/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1168,2013/03/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1169,2013/03/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1170,2013/03/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1171,2013/03/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1172,2013/03/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1173,2013/03/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1174,2013/03/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1175,2013/03/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1176,2013/03/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1177,2013/03/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1178,2013/03/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1179,2013/03/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1180,2013/03/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1181,2013/03/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1182,2013/03/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1183,2013/03/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1184,2013/03/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1185,2013/03/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
1186,2013/04/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1187,2013/04/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1188,2013/04/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1189,2013/04/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1190,2013/04/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1191,2013/04/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1192,2013/04/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1193,2013/04/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1194,2013/04/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1195,2013/04/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1196,2013/04/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1197,2013/04/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1198,2013/04/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1199,2013/04/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1200,2013/04/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1201,2013/04/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1202,2013/04/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1203,2013/04/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1204,2013/04/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1205,2013/04/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1206,2013/04/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1207,2013/04/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1208,2013/04/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1209,2013/04/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1210,2013/04/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1211,2013/04/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1212,2013/04/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1213,2013/04/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1214,2013/04/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1215,2013/04/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1216,2013/05/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1217,2013/05/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1218,2013/05/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1219,2013/05/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1220,2013/05/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1221,2013/05/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1222,2013/05/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1223,2013/05/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1224,2013/05/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1225,2013/05/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1226,2013/05/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1227,2013/05/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1228,2013/05/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1229,2013/05/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1230,2013/05/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1231,2013/05/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1232,2013/05/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1233,2013/05/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1234,2013/05/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1235,2013/05/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1236,2013/05/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1237,2013/05/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1238,2013/05/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1239,2013/05/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1240,2013/05/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1241,2013/05/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1242,2013/05/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1243,2013/05/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1244,2013/05/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1245,2013/05/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1246,2013/05/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
1247,2013/06/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1248,2013/06/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1249,2013/06/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1250,2013/06/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1251,2013/06/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1252,2013/06/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1253,2013/06/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1254,2013/06/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1255,2013/06/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1256,2013/06/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1257,2013/06/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1258,2013/06/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1259,2013/06/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1260,2013/06/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1261,2013/06/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1262,2013/06/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1263,2013/06/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1264,2013/06/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1265,2013/06/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1266,2013/06/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1267,2013/06/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1268,2013/06/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1269,2013/06/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1270,2013/06/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1271,2013/06/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1272,2013/06/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1273,2013/06/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1274,2013/06/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1275,2013/06/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1276,2013/06/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1277,2013/07/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1278,2013/07/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1279,2013/07/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1280,2013/07/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
1281,2013/07/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
1282,2013/07/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
1283,2013/07/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
1284,2013/07/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
1285,2013/07/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
1286,2013/07/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
1287,2013/07/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
1288,2013/07/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
1289,2013/07/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
1290,2013/07/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
1291,2013/07/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
1292,2013/07/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
1293,2013/07/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
1294,2013/07/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
1295,2013/07/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
1296,2013/07/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
1297,2013/07/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
1298,2013/07/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
1299,2013/07/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
1300,2013/07/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
1301,2013/07/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
1302,2013/07/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
1303,2013/07/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
1304,2013/07/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
1305,2013/07/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
1306,2013/07/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
1307,2013/07/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
1308,2013/08/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1309,2013/08/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
1310,2013/08/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
1311,2013/08/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
