,date,google_trends,mining_profitability,median_transaction_value,av_transaction_value,transactions,av_transaction_size,tweets,block_size,median_transaction_size,top_100_percent,difficulty,confirmation_time,send_usd,market_cap,sent_addresses,active_addresses,hashrate,fee_reward,full_name,coin
0,2010/01/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
1,2010/01/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
2,2010/01/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
3,2010/01/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
4,2010/01/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
5,2010/01/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
6,2010/01/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
7,2010/01/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
8,2010/01/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
9,2010/01/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
10,2010/01/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
11,2010/01/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
12,2010/01/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
13,2010/01/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
14,2010/01/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
15,2010/01/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
16,2010/01/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
17,2010/01/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
18,2010/01/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
19,2010/01/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
20,2010/01/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
21,2010/01/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
22,2010/01/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
23,2010/01/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
24,2010/01/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
25,2010/01/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
26,2010/01/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
27,2010/01/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
28,2010/01/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
29,2010/01/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
30,2010/01/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
31,2010/02/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
32,2010/02/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
33,2010/02/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
34,2010/02/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
35,2010/02/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
36,2010/02/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
37,2010/02/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
38,2010/02/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
39,2010/02/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
40,2010/02/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
41,2010/02/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
42,2010/02/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
43,2010/02/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
44,2010/02/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
45,2010/02/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
46,2010/02/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
47,2010/02/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
48,2010/02/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
49,2010/02/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
50,2010/02/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
51,2010/02/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
52,2010/02/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
53,2010/02/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
54,2010/02/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
55,2010/02/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
56,2010/02/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
57,2010/02/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
58,2010/02/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
59,2010/03/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
60,2010/03/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
61,2010/03/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
62,2010/03/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
63,2010/03/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
64,2010/03/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
65,2010/03/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
66,2010/03/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
67,2010/03/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
68,2010/03/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
69,2010/03/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
70,2010/03/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
71,2010/03/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
72,2010/03/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
73,2010/03/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
74,2010/03/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
75,2010/03/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
76,2010/03/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
77,2010/03/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
78,2010/03/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
79,2010/03/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
80,2010/03/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
81,2010/03/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
82,2010/03/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
83,2010/03/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
84,2010/03/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
85,2010/03/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
86,2010/03/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
87,2010/03/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
88,2010/03/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
89,2010/03/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
90,2010/04/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
91,2010/04/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
92,2010/04/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
93,2010/04/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
94,2010/04/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
95,2010/04/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
96,2010/04/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
97,2010/04/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
98,2010/04/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
99,2010/04/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
100,2010/04/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
101,2010/04/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
102,2010/04/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
103,2010/04/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
104,2010/04/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
105,2010/04/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
106,2010/04/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
107,2010/04/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
108,2010/04/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
109,2010/04/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
110,2010/04/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
111,2010/04/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
112,2010/04/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
113,2010/04/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
114,2010/04/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
115,2010/04/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
116,2010/04/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
117,2010/04/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
118,2010/04/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
119,2010/04/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
120,2010/05/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
121,2010/05/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
122,2010/05/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
123,2010/05/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
124,2010/05/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
125,2010/05/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
126,2010/05/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
127,2010/05/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
128,2010/05/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
129,2010/05/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
130,2010/05/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
131,2010/05/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
132,2010/05/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
133,2010/05/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
134,2010/05/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
135,2010/05/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
136,2010/05/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
137,2010/05/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
138,2010/05/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
139,2010/05/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
140,2010/05/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
141,2010/05/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
142,2010/05/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
143,2010/05/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
144,2010/05/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
145,2010/05/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
146,2010/05/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
147,2010/05/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
148,2010/05/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
149,2010/05/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
150,2010/05/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
151,2010/06/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
152,2010/06/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
153,2010/06/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
154,2010/06/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
155,2010/06/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
156,2010/06/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
157,2010/06/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
158,2010/06/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
159,2010/06/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
160,2010/06/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
161,2010/06/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
162,2010/06/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
163,2010/06/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
164,2010/06/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
165,2010/06/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
166,2010/06/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
167,2010/06/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
168,2010/06/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
169,2010/06/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
170,2010/06/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
171,2010/06/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
172,2010/06/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
173,2010/06/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
174,2010/06/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
175,2010/06/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
176,2010/06/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
177,2010/06/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
178,2010/06/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
179,2010/06/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
180,2010/06/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
181,2010/07/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
182,2010/07/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
183,2010/07/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
184,2010/07/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
185,2010/07/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
186,2010/07/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
187,2010/07/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
188,2010/07/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
189,2010/07/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
190,2010/07/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
191,2010/07/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
192,2010/07/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
193,2010/07/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
194,2010/07/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
195,2010/07/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
196,2010/07/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
197,2010/07/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
198,2010/07/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
199,2010/07/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
200,2010/07/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
201,2010/07/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
202,2010/07/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
203,2010/07/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
204,2010/07/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
205,2010/07/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
206,2010/07/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
207,2010/07/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
208,2010/07/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
209,2010/07/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
210,2010/07/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
211,2010/07/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
212,2010/08/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
213,2010/08/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
214,2010/08/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
215,2010/08/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
216,2010/08/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
217,2010/08/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
218,2010/08/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
219,2010/08/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
220,2010/08/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
221,2010/08/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
222,2010/08/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
223,2010/08/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
224,2010/08/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
225,2010/08/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
226,2010/08/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
227,2010/08/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
228,2010/08/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
229,2010/08/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
230,2010/08/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
231,2010/08/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
232,2010/08/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
233,2010/08/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
234,2010/08/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
235,2010/08/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
236,2010/08/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
237,2010/08/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
238,2010/08/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
239,2010/08/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
240,2010/08/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
241,2010/08/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
242,2010/08/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
243,2010/09/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
244,2010/09/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
245,2010/09/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
246,2010/09/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
247,2010/09/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
248,2010/09/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
249,2010/09/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
250,2010/09/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
251,2010/09/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
252,2010/09/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
253,2010/09/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
254,2010/09/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
255,2010/09/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
256,2010/09/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
257,2010/09/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
258,2010/09/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
259,2010/09/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
260,2010/09/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
261,2010/09/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
262,2010/09/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
263,2010/09/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
264,2010/09/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
265,2010/09/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
266,2010/09/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
267,2010/09/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
268,2010/09/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
269,2010/09/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
270,2010/09/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
271,2010/09/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
272,2010/09/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
273,2010/10/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
274,2010/10/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
275,2010/10/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
276,2010/10/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
277,2010/10/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
278,2010/10/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
279,2010/10/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
280,2010/10/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
281,2010/10/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
282,2010/10/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
283,2010/10/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
284,2010/10/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
285,2010/10/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
286,2010/10/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
287,2010/10/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
288,2010/10/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
289,2010/10/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
290,2010/10/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
291,2010/10/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
292,2010/10/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
293,2010/10/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
294,2010/10/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
295,2010/10/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
296,2010/10/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
297,2010/10/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
298,2010/10/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
299,2010/10/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
300,2010/10/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
301,2010/10/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
302,2010/10/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
303,2010/10/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
304,2010/11/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
305,2010/11/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
306,2010/11/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
307,2010/11/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
308,2010/11/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
309,2010/11/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
310,2010/11/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
311,2010/11/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
312,2010/11/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
313,2010/11/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
314,2010/11/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
315,2010/11/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
316,2010/11/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
317,2010/11/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
318,2010/11/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
319,2010/11/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
320,2010/11/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
321,2010/11/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
322,2010/11/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
323,2010/11/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
324,2010/11/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
325,2010/11/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
326,2010/11/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
327,2010/11/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
328,2010/11/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
329,2010/11/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
330,2010/11/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
331,2010/11/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
332,2010/11/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
333,2010/11/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
334,2010/12/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
335,2010/12/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
336,2010/12/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
337,2010/12/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
338,2010/12/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
339,2010/12/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
340,2010/12/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
341,2010/12/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
342,2010/12/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
343,2010/12/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
344,2010/12/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
345,2010/12/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
346,2010/12/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
347,2010/12/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
348,2010/12/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
349,2010/12/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
350,2010/12/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
351,2010/12/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
352,2010/12/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
353,2010/12/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
354,2010/12/21,null,,,,,,,,,,,,,,,,,,ethereum,eth
355,2010/12/22,null,,,,,,,,,,,,,,,,,,ethereum,eth
356,2010/12/23,null,,,,,,,,,,,,,,,,,,ethereum,eth
357,2010/12/24,null,,,,,,,,,,,,,,,,,,ethereum,eth
358,2010/12/25,null,,,,,,,,,,,,,,,,,,ethereum,eth
359,2010/12/26,null,,,,,,,,,,,,,,,,,,ethereum,eth
360,2010/12/27,null,,,,,,,,,,,,,,,,,,ethereum,eth
361,2010/12/28,null,,,,,,,,,,,,,,,,,,ethereum,eth
362,2010/12/29,null,,,,,,,,,,,,,,,,,,ethereum,eth
363,2010/12/30,null,,,,,,,,,,,,,,,,,,ethereum,eth
364,2010/12/31,null,,,,,,,,,,,,,,,,,,ethereum,eth
365,2011/01/01,null,,,,,,,,,,,,,,,,,,ethereum,eth
366,2011/01/02,null,,,,,,,,,,,,,,,,,,ethereum,eth
367,2011/01/03,null,,,,,,,,,,,,,,,,,,ethereum,eth
368,2011/01/04,null,,,,,,,,,,,,,,,,,,ethereum,eth
369,2011/01/05,null,,,,,,,,,,,,,,,,,,ethereum,eth
370,2011/01/06,null,,,,,,,,,,,,,,,,,,ethereum,eth
371,2011/01/07,null,,,,,,,,,,,,,,,,,,ethereum,eth
372,2011/01/08,null,,,,,,,,,,,,,,,,,,ethereum,eth
373,2011/01/09,null,,,,,,,,,,,,,,,,,,ethereum,eth
374,2011/01/10,null,,,,,,,,,,,,,,,,,,ethereum,eth
375,2011/01/11,null,,,,,,,,,,,,,,,,,,ethereum,eth
376,2011/01/12,null,,,,,,,,,,,,,,,,,,ethereum,eth
377,2011/01/13,null,,,,,,,,,,,,,,,,,,ethereum,eth
378,2011/01/14,null,,,,,,,,,,,,,,,,,,ethereum,eth
379,2011/01/15,null,,,,,,,,,,,,,,,,,,ethereum,eth
380,2011/01/16,null,,,,,,,,,,,,,,,,,,ethereum,eth
381,2011/01/17,null,,,,,,,,,,,,,,,,,,ethereum,eth
382,2011/01/18,null,,,,,,,,,,,,,,,,,,ethereum,eth
383,2011/01/19,null,,,,,,,,,,,,,,,,,,ethereum,eth
384,2011/01/20,null,,,,,,,,,,,,,,,,,,ethereum,eth
