,date,active_addresses,market_cap,difficulty,confirmation_time,fee_reward,transactions,av_transaction_value,google_trends,top_100_percent,hashrate,av_transaction_size,median_transaction_size,send_usd,median_transaction_value,block_size,tweets,sent_addresses,mining_profitability,full_name,coin
0,2009/01/03,nullnullnull,,1nullnull,,,nullnullnull,,,,,,,,,204nullnull,,,,bitcoinscrypt,bitcoinscrypt
1,2009/01/04,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,bitcoinscrypt,bitcoinscrypt
2,2009/01/05,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,bitcoinscrypt,bitcoinscrypt
3,2009/01/06,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,bitcoinscrypt,bitcoinscrypt
4,2009/01/07,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,bitcoinscrypt,bitcoinscrypt
5,2009/01/08,nullnullnull,,nullnullnull,,,nullnullnull,,,,,,,,,nullnullnull,,,,bitcoinscrypt,bitcoinscrypt
6,2009/01/09,14nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134nullnull,,1nullnull,,bitcoinscrypt,bitcoinscrypt
7,2009/01/10,61nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.23nullnull,,nullnullnull,,bitcoinscrypt,bitcoinscrypt
8,2009/01/11,93nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.409nullnull,,1nullnull,,bitcoinscrypt,bitcoinscrypt
9,2009/01/12,102nullnull,,1nullnull,,,7nullnull,,,,,,,,,153.372nullnull,,7nullnull,,bitcoinscrypt,bitcoinscrypt
10,2009/01/13,123nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.667nullnull,,10nullnull,,bitcoinscrypt,bitcoinscrypt
11,2009/01/14,133nullnull,,1nullnull,,,1nullnull,,,,,,,,,138.194nullnull,,20nullnull,,bitcoinscrypt,bitcoinscrypt
12,2009/01/15,140nullnull,,1nullnull,,,8nullnull,,,,,,,,,157.579nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
13,2009/01/16,114nullnull,,1nullnull,,,2nullnull,,,,,,,,,139.87nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
14,2009/01/17,109nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.853nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
15,2009/01/18,111nullnull,,1nullnull,,,1nullnull,,,,,,,,,138.944nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
16,2009/01/19,133nullnull,,1nullnull,,,2nullnull,,,,,,,,,151.896nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
17,2009/01/20,123nullnull,,1nullnull,,,1nullnull,,,,,,,,,143.728nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
18,2009/01/21,105nullnull,,1nullnull,,,1nullnull,,,,,,,,,137.99nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
19,2009/01/22,102nullnull,,1nullnull,,,1nullnull,,,,,,,,,147.747nullnull,,12nullnull,,bitcoinscrypt,bitcoinscrypt
20,2009/01/23,95nullnull,,1nullnull,,,2nullnull,,,,,,,,,148.238nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
21,2009/01/24,212nullnull,,1nullnull,,,1nullnull,,,,,,,,,141.06nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
22,2009/01/25,193nullnull,,1nullnull,,,1nullnull,,,,,,,,,136nullnull,,14nullnull,,bitcoinscrypt,bitcoinscrypt
23,2009/01/26,117nullnull,,1nullnull,,,1nullnull,,,,,,,,,158.948nullnull,,17nullnull,,bitcoinscrypt,bitcoinscrypt
24,2009/01/27,101nullnull,,1nullnull,,,1nullnull,,,,,,,,,139.309nullnull,,8nullnull,,bitcoinscrypt,bitcoinscrypt
25,2009/01/28,112nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.652nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
26,2009/01/29,134nullnull,,1nullnull,,,1nullnull,,,,,,,,,146.256nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
27,2009/01/30,117nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.872nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
28,2009/01/31,159nullnull,,1nullnull,,,1nullnull,,,,,,,,,151.464nullnull,,36nullnull,,bitcoinscrypt,bitcoinscrypt
29,2009/02/01,116nullnull,,1nullnull,,,1nullnull,,,,,,,,,137.204nullnull,,31nullnull,,bitcoinscrypt,bitcoinscrypt
30,2009/02/02,130nullnull,,1nullnull,,,1nullnull,,,,,,,,,136.094nullnull,,37nullnull,,bitcoinscrypt,bitcoinscrypt
31,2009/02/03,154nullnull,,1nullnull,,,16nullnull,,,,,,,,,167.496nullnull,,50nullnull,,bitcoinscrypt,bitcoinscrypt
32,2009/02/04,119nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.739nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
33,2009/02/05,126nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.722nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
34,2009/02/06,122nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.836nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
35,2009/02/07,156nullnull,,1nullnull,,,4nullnull,,,,,,,,,159.31nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
36,2009/02/08,134nullnull,,1nullnull,,,1nullnull,,,,,,,,,136.576nullnull,,46nullnull,,bitcoinscrypt,bitcoinscrypt
37,2009/02/09,179nullnull,,1nullnull,,,1nullnull,,,,,,,,,172.604nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
38,2009/02/10,120nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.667nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
39,2009/02/11,147nullnull,,1nullnull,,,2nullnull,,,,,,,,,148.128nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
40,2009/02/12,119nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.874nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
41,2009/02/13,124nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.903nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
42,2009/02/14,136nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.787nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
43,2009/02/15,142nullnull,,1nullnull,,,3nullnull,,,,,,,,,148.383nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
44,2009/02/16,153nullnull,,1nullnull,,,1nullnull,,,,,,,,,163.172nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
45,2009/02/17,117nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.897nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
46,2009/02/18,118nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.941nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
47,2009/02/19,141nullnull,,1nullnull,,,1nullnull,,,,,,,,,150.048nullnull,,37nullnull,,bitcoinscrypt,bitcoinscrypt
48,2009/02/20,122nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.852nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
49,2009/02/21,114nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.965nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
50,2009/02/22,133nullnull,,1nullnull,,,4nullnull,,,,,,,,,147.545nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
51,2009/02/23,108nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.991nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
52,2009/02/24,106nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.934nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
53,2009/02/25,105nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.867nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
54,2009/02/26,107nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.963nullnull,,14nullnull,,bitcoinscrypt,bitcoinscrypt
55,2009/02/27,152nullnull,,1nullnull,,,1nullnull,,,,,,,,,170.8nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
56,2009/02/28,107nullnull,,1nullnull,,,1nullnull,,,,,,,,,143.525nullnull,,8nullnull,,bitcoinscrypt,bitcoinscrypt
57,2009/03/01,105nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.952nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
58,2009/03/02,108nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.963nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
59,2009/03/03,114nullnull,,1nullnull,,,2nullnull,,,,,,,,,144.429nullnull,,17nullnull,,bitcoinscrypt,bitcoinscrypt
60,2009/03/04,130nullnull,,1nullnull,,,2nullnull,,,,,,,,,163.712nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
61,2009/03/05,121nullnull,,1nullnull,,,1nullnull,,,,,,,,,143.411nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
62,2009/03/06,117nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.923nullnull,,31nullnull,,bitcoinscrypt,bitcoinscrypt
63,2009/03/07,109nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.972nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
64,2009/03/08,142nullnull,,1nullnull,,,3nullnull,,,,,,,,,162.591nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
65,2009/03/09,108nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.713nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
66,2009/03/10,107nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.972nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
67,2009/03/11,114nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.886nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
68,2009/03/12,122nullnull,,1nullnull,,,1nullnull,,,,,,,,,138.534nullnull,,30nullnull,,bitcoinscrypt,bitcoinscrypt
69,2009/03/13,127nullnull,,1nullnull,,,1nullnull,,,,,,,,,148.389nullnull,,14nullnull,,bitcoinscrypt,bitcoinscrypt
70,2009/03/14,110nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.791nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
71,2009/03/15,123nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.967nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
72,2009/03/16,170nullnull,,1nullnull,,,1nullnull,,,,,,,,,180.512nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
73,2009/03/17,114nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.965nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
74,2009/03/18,129nullnull,,1nullnull,,,2nullnull,,,,,,,,,149.711nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
75,2009/03/19,122nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.787nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
76,2009/03/20,131nullnull,,1nullnull,,,1nullnull,,,,,,,,,146.856nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
77,2009/03/21,50nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.88nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
78,2009/03/22,131nullnull,,1nullnull,,,2nullnull,,,,,,,,,146.126nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
79,2009/03/23,130nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.923nullnull,,30nullnull,,bitcoinscrypt,bitcoinscrypt
80,2009/03/24,105nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.981nullnull,,17nullnull,,bitcoinscrypt,bitcoinscrypt
81,2009/03/25,117nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.786nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
82,2009/03/26,146nullnull,,1nullnull,,,1nullnull,,,,,,,,,162.607nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
83,2009/03/27,106nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.953nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
84,2009/03/28,140nullnull,,1nullnull,,,3nullnull,,,,,,,,,155.235nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
85,2009/03/29,116nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.966nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
86,2009/03/30,120nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.85nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
87,2009/03/31,143nullnull,,1nullnull,,,1nullnull,,,,,,,,,168.518nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
88,2009/04/01,114nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.86nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
89,2009/04/02,115nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.887nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
90,2009/04/03,116nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.948nullnull,,31nullnull,,bitcoinscrypt,bitcoinscrypt
91,2009/04/04,113nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.743nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
92,2009/04/05,148nullnull,,1nullnull,,,2nullnull,,,,,,,,,150.554nullnull,,37nullnull,,bitcoinscrypt,bitcoinscrypt
93,2009/04/06,109nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.982nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
94,2009/04/07,100nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.99nullnull,,9nullnull,,bitcoinscrypt,bitcoinscrypt
95,2009/04/08,105nullnull,,1nullnull,,,nullnullnull,,,,,,,,,135nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
96,2009/04/09,99nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.737nullnull,,18nullnull,,bitcoinscrypt,bitcoinscrypt
97,2009/04/10,108nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.944nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
98,2009/04/11,128nullnull,,1nullnull,,,1nullnull,,,,,,,,,142.333nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
99,2009/04/12,127nullnull,,1nullnull,,,2nullnull,,,,,,,,,143.712nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
100,2009/04/13,117nullnull,,1nullnull,,,1nullnull,,,,,,,,,136.965nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
101,2009/04/14,124nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.952nullnull,,35nullnull,,bitcoinscrypt,bitcoinscrypt
102,2009/04/15,113nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.743nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
103,2009/04/16,123nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.894nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
104,2009/04/17,112nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.857nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
105,2009/04/18,131nullnull,,1nullnull,,,4nullnull,,,,,,,,,141.04nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
106,2009/04/19,128nullnull,,1nullnull,,,1nullnull,,,,,,,,,143nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
107,2009/04/20,236nullnull,,1nullnull,,,2nullnull,,,,,,,,,246.034nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
108,2009/04/21,125nullnull,,1nullnull,,,1nullnull,,,,,,,,,136.74nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
109,2009/04/22,121nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.967nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
110,2009/04/23,75nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.68nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
111,2009/04/24,115nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.904nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
112,2009/04/25,118nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.864nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
113,2009/04/26,128nullnull,,1nullnull,,,2nullnull,,,,,,,,,151.054nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
114,2009/04/27,104nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.894nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
115,2009/04/28,117nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.632nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
116,2009/04/29,149nullnull,,1nullnull,,,1nullnull,,,,,,,,,153.094nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
117,2009/04/30,131nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.954nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
118,2009/05/01,121nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.876nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
119,2009/05/02,142nullnull,,1nullnull,,,2nullnull,,,,,,,,,150.373nullnull,,42nullnull,,bitcoinscrypt,bitcoinscrypt
120,2009/05/03,110nullnull,,1nullnull,,,3nullnull,,,,,,,,,142.726nullnull,,35nullnull,,bitcoinscrypt,bitcoinscrypt
121,2009/05/04,159nullnull,,1nullnull,,,1nullnull,,,,,,,,,161.93nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
122,2009/05/05,146nullnull,,1nullnull,,,1nullnull,,,,,,,,,143.667nullnull,,36nullnull,,bitcoinscrypt,bitcoinscrypt
123,2009/05/06,135nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.978nullnull,,37nullnull,,bitcoinscrypt,bitcoinscrypt
124,2009/05/07,122nullnull,,1nullnull,,,nullnullnull,,,,,,,,,135nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
125,2009/05/08,107nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.944nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
126,2009/05/09,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.487nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
127,2009/05/10,85nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.753nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
128,2009/05/11,123nullnull,,1nullnull,,,1nullnull,,,,,,,,,137.858nullnull,,20nullnull,,bitcoinscrypt,bitcoinscrypt
129,2009/05/12,130nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.923nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
130,2009/05/13,117nullnull,,1nullnull,,,5nullnull,,,,,,,,,144.775nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
131,2009/05/14,145nullnull,,1nullnull,,,3nullnull,,,,,,,,,140.086nullnull,,48nullnull,,bitcoinscrypt,bitcoinscrypt
132,2009/05/15,146nullnull,,1nullnull,,,1nullnull,,,,,,,,,143.603nullnull,,35nullnull,,bitcoinscrypt,bitcoinscrypt
133,2009/05/16,119nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.95nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
134,2009/05/17,127nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.961nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
135,2009/05/18,118nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.924nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
136,2009/05/19,86nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.884nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
137,2009/05/20,120nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.733nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
138,2009/05/21,82nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.963nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
139,2009/05/22,61nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.967nullnull,,10nullnull,,bitcoinscrypt,bitcoinscrypt
140,2009/05/23,32nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.938nullnull,,4nullnull,,bitcoinscrypt,bitcoinscrypt
141,2009/05/24,100nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.9nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
142,2009/05/25,109nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.954nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
143,2009/05/26,125nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.904nullnull,,38nullnull,,bitcoinscrypt,bitcoinscrypt
144,2009/05/27,119nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.731nullnull,,37nullnull,,bitcoinscrypt,bitcoinscrypt
145,2009/05/28,95nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.884nullnull,,16nullnull,,bitcoinscrypt,bitcoinscrypt
146,2009/05/29,167nullnull,,1nullnull,,,1nullnull,,,,,,,,,199.84nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
147,2009/05/30,109nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.716nullnull,,20nullnull,,bitcoinscrypt,bitcoinscrypt
148,2009/05/31,96nullnull,,1nullnull,,,nullnullnull,,,,,,,,,135nullnull,,24nullnull,,bitcoinscrypt,bitcoinscrypt
149,2009/06/01,73nullnull,,1nullnull,,,1nullnull,,,,,,,,,138.831nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
150,2009/06/02,111nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.91nullnull,,15nullnull,,bitcoinscrypt,bitcoinscrypt
151,2009/06/03,71nullnull,,1nullnull,,,nullnullnull,,,,,,,,,135nullnull,,9nullnull,,bitcoinscrypt,bitcoinscrypt
152,2009/06/04,66nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.939nullnull,,5nullnull,,bitcoinscrypt,bitcoinscrypt
153,2009/06/05,30nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.9nullnull,,5nullnull,,bitcoinscrypt,bitcoinscrypt
154,2009/06/06,28nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.286nullnull,,1nullnull,,bitcoinscrypt,bitcoinscrypt
155,2009/06/07,16nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.938nullnull,,3nullnull,,bitcoinscrypt,bitcoinscrypt
156,2009/06/08,82nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.768nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
157,2009/06/09,91nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.802nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
158,2009/06/10,82nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.927nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
159,2009/06/11,89nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.966nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
160,2009/06/12,86nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.86nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
161,2009/06/13,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.449nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
162,2009/06/14,72nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.694nullnull,,34nullnull,,bitcoinscrypt,bitcoinscrypt
163,2009/06/15,84nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.952nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
164,2009/06/16,71nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.732nullnull,,12nullnull,,bitcoinscrypt,bitcoinscrypt
165,2009/06/17,79nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.646nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
166,2009/06/18,80nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.813nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
167,2009/06/19,87nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.678nullnull,,33nullnull,,bitcoinscrypt,bitcoinscrypt
168,2009/06/20,78nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.769nullnull,,23nullnull,,bitcoinscrypt,bitcoinscrypt
169,2009/06/21,81nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.765nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
170,2009/06/22,137nullnull,,1nullnull,,,1nullnull,,,,,,,,,225.382nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
171,2009/06/23,76nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.566nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
172,2009/06/24,100nullnull,,1nullnull,,,2nullnull,,,,,,,,,140.579nullnull,,36nullnull,,bitcoinscrypt,bitcoinscrypt
173,2009/06/25,89nullnull,,1nullnull,,,1nullnull,,,,,,,,,168.75nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
174,2009/06/26,90nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.6nullnull,,20nullnull,,bitcoinscrypt,bitcoinscrypt
175,2009/06/27,84nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.833nullnull,,22nullnull,,bitcoinscrypt,bitcoinscrypt
176,2009/06/28,48nullnull,,1nullnull,,,1nullnull,,,,,,,,,139.739nullnull,,21nullnull,,bitcoinscrypt,bitcoinscrypt
177,2009/06/29,85nullnull,,1nullnull,,,1nullnull,,,,,,,,,137.723nullnull,,25nullnull,,bitcoinscrypt,bitcoinscrypt
178,2009/06/30,89nullnull,,1nullnull,,,1nullnull,,,,,,,,,140.047nullnull,,26nullnull,,bitcoinscrypt,bitcoinscrypt
179,2009/07/01,77nullnull,,1nullnull,,,1nullnull,,,,,,,,,138.432nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
180,2009/07/02,85nullnull,,1nullnull,,,1nullnull,,,,,,,,,137.614nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
181,2009/07/03,82nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.976nullnull,,29nullnull,,bitcoinscrypt,bitcoinscrypt
182,2009/07/04,89nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.876nullnull,,32nullnull,,bitcoinscrypt,bitcoinscrypt
183,2009/07/05,79nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.987nullnull,,27nullnull,,bitcoinscrypt,bitcoinscrypt
184,2009/07/06,84nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.976nullnull,,28nullnull,,bitcoinscrypt,bitcoinscrypt
185,2009/07/07,69nullnull,,1nullnull,,,nullnullnull,,,,,,,,,134.942nullnull,,19nullnull,,bitcoinscrypt,bitcoinscrypt
