,date,active_addresses,market_cap,difficulty,confirmation_time,fee_reward,transactions,av_transaction_value,google_trends,top_100_percent,hashrate,av_transaction_size,median_transaction_size,send_usd,median_transaction_value,block_size,tweets,sent_addresses,mining_profitability,full_name,coin
3543,2018/09/16,41992362723269590,112099541106328240560122242068431,701919923117787995493.1294946777158E+15,,,17934422179458432,248684549579.521,,,,,,4459912064100886550265671177,,4919151876727185,26995213610279,28832539997124426,,bitcoinscrypt,bitcoinscrypt
3544,2018/09/17,56026968849330905,110681211912321447068921710178440,701919923117787995493.1400865729156E+15,,,24001726124553720,287865091748.178,,,,,,6909157266132986071414280848,,7031112215725919,31037227211921,37243443616160897,,bitcoinscrypt,bitcoinscrypt
3545,2018/09/18,56882071769292277,108947731040308602503320745184172,701919923117787059023.1788917971244E+15,,,24411726103500513,265294695738.988,,,,,,6476058362122561788369873130,,6955622147726176,30885222613557,37484545334140097,,bitcoinscrypt,bitcoinscrypt
3546,2018/09/19,54095969709281782,109723515400314118814721376087985,701919923117786964713.1706600937861E+15,,,25088125047507255,236643946639.97,,,,,,593683220098826748324627730,,6173482889420024,31000216712245,37714643605134325,,bitcoinscrypt,bitcoinscrypt
3547,2018/09/20,54289476694302388,110962757749317167226521499565346,703132960578986964713.176542287149E+15,,,25352027979498146,229755624800.083,,,,,,5824663312157344296398558155,,6230552353924244,32268262911252,39505946537145261,,bitcoinscrypt,bitcoinscrypt
3548,2018/09/21,620832111378319999,115192042307340359708323480705377,715263335190687246973.1121054397603E+15,,,27290733476544686,2887853641230,,,,,,7880927271179576270669851382,,7728893553226244,34302266611849,44651253857154444,,bitcoinscrypt,bitcoinscrypt
3549,2018/09/22,50585373551279045,116014491398349864157024582087057,715263335190687607763.2780898296255E+15,,,22538227046470309,222588137803.665,,,,,,5016470659220078394377970679,,5581802254925021,27695219210075,35777545659135525,,bitcoinscrypt,bitcoinscrypt
3550,2018/09/23,45480766942280490,116002171765358634042324755513221,715263335190687607763.2489822933097E+15,,,20016926115468627,175947541720.145,,,,,,3521674915196920247337479592,,5015122056425761,2905739009221,31424043281137183,,bitcoinscrypt,bitcoinscrypt
3551,2018/09/24,54336172921280720,114858274474344696018724150139523,715263335190688004933.2646819852208E+15,,,23752227627480337,220067620930.07,,,,,,5226930077210513406446747184,,6149462675228688,32186258911121,36673943970135090,,bitcoinscrypt,bitcoinscrypt
3552,2018/09/25,57480469935299869,111043237481329193388521901670369,715263335190692307653.2225553562254E+15,,,25194428344519108,347937318777.404,,,,,,8765971292207419690403556875,,5828862757428211,33771275110803,38534045971143008,,bitcoinscrypt,bitcoinscrypt
3553,2018/09/26,54181269366278749,111848909317336947943821981178608,715263335190692307653.283669089025E+15,,,24378828463493507,283475479804.101,,,,,,6910537405155942643396829406,,6807802939829742,32810255612399,37493544780129632,,bitcoinscrypt,bitcoinscrypt
3554,2018/09/27,54729973919293407,112867119320353427115022371108500,715263335190692307653.2767652823963E+15,,,24854331736504047,237728539723.437,,,,,,5908404650271000341364646130,,6630913123429477,31898293912058,38168847450134904,,bitcoinscrypt,bitcoinscrypt
3555,2018/09/28,60831891872298779,115567264464365702825523102655647,715263335190690755783.2856468112527E+15,,,25408530752500370,2831410635764.152,,,,,,7194278754327034445382358675,,6497843530728071,29550266610250,41062247338131142,,bitcoinscrypt,bitcoinscrypt
3556,2018/09/29,49896374798253746,113581145865356892727823178206711,715263335190689100793.2657627139947E+15,,,21818727191434315,226304744745.03,,,,,,4937533982128987716323577618,,5321402354120428,28728276610778,34124644958116771,,bitcoinscrypt,bitcoinscrypt
3557,2018/09/30,47477989262296304,114323762441357532386023822010563,715263335190689100793.2601607513416E+15,,,20804725678479351,2030911663656.321,,,,,,4225241792299488219314607961,,4840962717123846,2764626579840,32035542332146774,,bitcoinscrypt,bitcoinscrypt
3558,2018/10/01,60375574768280230,114341494100355528699423595530093,715263335190689232203.2406526014228E+15,,,24266228782476308,223819020606.87,,,,,,5430922342259618524289056896,,6321202299824593,31878257711229,37653347165127722,,bitcoinscrypt,bitcoinscrypt
3559,2018/10/02,57381672523273546,113814885667353567768823388899918,715263335190691462233.2119250787356E+15,,,24463527095490262,336546514511.843,,,,,,8232960648176499586250936966,,7869162298624107,31648264612271,37832746317123841,,bitcoinscrypt,bitcoinscrypt
3560,2018/10/03,58606171211334080,112185476044338026724422514653956,715263335190691462233.2260851864234E+15,,,24215828000559006,2113611956630.475,,,,,,5118285233334757633352439359,,6396402413121423,31711272112321,37545845102174634,,bitcoinscrypt,bitcoinscrypt
3561,2018/10/04,55782370376343326,113901983581343446689122905761954,736426805935691462233.2617534589266E+15,,,24300724039559181,228117262639.833,,,,,,5543196384174571736357782503,,6085902330422655,34224230612111,38702241227172500,,bitcoinscrypt,bitcoinscrypt
3562,2018/10/05,56289571135365199,113938071333340855331122833403793,745496864826389164593.2770012757854E+15,,,24458926361595361,198567661555.664,,,,,,4856505150201959611330820514,,7120572088820849,34221259814693,41078143248197049,,bitcoinscrypt,bitcoinscrypt
3563,2018/10/06,51506068765387904,114189323447340504949423126763322,745496864826384789813.2526085061287E+15,,,21471825146596865,188387518410.174,,,,,,4044813652189058903244818458,,6942252002517610,29246235810697,35016542032196658,,bitcoinscrypt,bitcoinscrypt
3564,2018/10/07,52585458268306167,113887360237338910446322960808986,745496864826384789813.2752891145655E+15,,,21958921492497767,1494810177439.784,,,,,,3282521832218716409218909840,,5842772087015402,2850319708532,35235938514150725,,bitcoinscrypt,bitcoinscrypt
3565,2018/10/08,56143570941327077,114769407887344016924823301581702,745496864826384789813.3116020776468E+15,,,24790623160542842,221518708682.787,,,,,,5491365025201676171370645199,,7285212064217036,37692269710710,37126340725163811,,bitcoinscrypt,bitcoinscrypt
3566,2018/10/09,55459162051330960,114928732180345866338023416744158,745496864826389699013.289361288764E+15,,,23573222835537028,210829729605.291,,,,,,4969744197222157856325058079,,7449812136218245,35538228410318,35946440468172027,,bitcoinscrypt,bitcoinscrypt
3567,2018/10/10,55683566838308201,113932990812339863548523124631720,745496864826389797203.2949104952578E+15,,,24480122736516772,2793910774650.042,,,,,,6839401109244961024335923718,,6963482208516867,33842212410689,37919540809156499,,bitcoinscrypt,bitcoinscrypt
3568,2018/10/11,60874880304333518,108816571811308355939220689978893,745496864826389797203.2196992843763E+15,,,26230828090570525,25379143431096,,,,,,6657055957402893590625567026,,7039282560218166,32278240211221,39713246077171655,,bitcoinscrypt,bitcoinscrypt
3569,2018/10/12,59857067419320823,108719826369309696822420132934286,745496864826389253243.2372085721716E+15,,,24304224858562140,288466608705.41,,,,,,7010837879164265660396539166,,8004912085220202,28937261810146,39497843970162181,,bitcoinscrypt,bitcoinscrypt
3570,2018/10/13,51351265726325313,108906578216315508718420465566614,745496864826388582503.1964331125266E+15,,,20495623406541797,209675695439.385,,,,,,4297414836133286736238057397,,6278721919417319,2776027228838,32064641009168665,,bitcoinscrypt,bitcoinscrypt
3571,2018/10/14,45171454537316343,109727459372314319663020587250556,745496864826388582503.2207760395197E+15,,,19114520822511719,219125584454.398,,,,,,4188349897116261102232524084,,7075091587115242,2815027518516,29668339217149668,,bitcoinscrypt,bitcoinscrypt
3572,2018/10/15,61942471608353859,114567885234322124695621492647001,745496864826388602303.2154623363298E+15,,,26678325061562011,3178278021249,,,,,,8478976112195518930702055020,,7257492198217581,35275190214303,39534145524172454,,bitcoinscrypt,bitcoinscrypt
3573,2018/10/16,60360569835362179,115059045481323022703021639616097,745496864826390545573.2055938533978E+15,,,25783226416575421,212816745823.594,,,,,,5486948331178180861473913326,,7934403316017647,35006181514178,38555744878180237,,bitcoinscrypt,bitcoinscrypt
3574,2018/10/17,564479103596365549,114509420529318273183121586275649,745496864826390545573.1898486818619E+15,,,26022427262580342,226566107699.485,,,,,,5895612738166497736405940586,,8088035757317766,33145186310744,38691243445193326,,bitcoinscrypt,bitcoinscrypt
3575,2018/10/18,58751682111348852,114269157890315507090821300196105,742736264333290545573.2375783165382E+15,,,25331228438565791,256075759863.433,,,,,,6486462670163770474488522346,,7557957312417769,30155159112042,37901139792173322,,bitcoinscrypt,bitcoinscrypt
3576,2018/10/19,61991474317344415,112877039481313014459920947078295,718285231393889748853.2136053127162E+15,,,25368426501601119,246414269568.196,,,,,,6251073782113144115341553471,,7755674564918544,2809717439661,39288744711175434,,bitcoinscrypt,bitcoinscrypt
3577,2018/10/20,51616292721335037,113109956314315254318321164113572,718285231393888843043.157205682244E+15,,,22767825055534080,192925687554.841,,,,,,4392299465142493235296329511,,6687088699515752,2320417108751,34147140347165410,,bitcoinscrypt,bitcoinscrypt
3578,2018/10/21,48020462909313741,113954176179316707105721353326262,718285231393888843043.1283149755298E+15,,,21136721166508014,167004077804.034,,,,,,352981261586300169408460579,,6543992283216116,2229817597883,31158040035157068,,bitcoinscrypt,bitcoinscrypt
3579,2018/10/22,56633069204363881,113315876423311901908921133676254,718285231393888843043.1146185821781E+15,,,25516923686577314,224234853568.268,,,,,,5721727105114942907328068878,,7049543400019571,3030014649928,37952143515187926,,bitcoinscrypt,bitcoinscrypt
3580,2018/10/23,60640671010348306,112879691779310468669920940354950,718285231393887395063.0998706964596E+15,,,25330924759556231,261164954627.388,,,,,,6615359219122652077348972420,,7104213845917617,30702171511280,37442744389177063,,bitcoinscrypt,bitcoinscrypt
3581,2018/10/24,54578768454344937,113222111710311791154921042373651,718285231393887179163.1473345687419E+15,,,25397823624532709,257663953631.316,,,,,,654387174193378241336307669,,8719423982420667,29969130712042,37166342783179530,,bitcoinscrypt,bitcoinscrypt
3582,2018/10/25,58543270474337488,112742554081309727896920848354234,718285231393887179163.122245255375E+15,,,25446223596537198,257823737834.974,,,,,,656055045588169916448546213,,7854804001221878,25693137910803,37108442485171018,,bitcoinscrypt,bitcoinscrypt
3583,2018/10/26,59560666609346122,112595517786308779005620895628361,718285231393886234233.0647926862841E+15,,,25285925836551218,211743752637.273,,,,,,535403909196940601351276459,,7782723244720114,2549314109886,39048144691176675,,bitcoinscrypt,bitcoinscrypt
3584,2018/10/27,48758162819314359,112581625343307810647820949449237,718285231393881874663.1277612851036E+15,,,23361321412499165,159973079406.154,,,,,,373710856165928834202738055,,6939781989915214,2063113948654,33703039788162407,,bitcoinscrypt,bitcoinscrypt
3585,2018/10/28,48615962572316379,112455442321306571338620988941878,718285231393881874663.0965230160056E+15,,,21972020398509862,154103997406.873,,,,,,338580359081537057207449256,,6580091893515574,2071112078425,31943738863143445,,bitcoinscrypt,bitcoinscrypt
3586,2018/10/29,59011169149379268,111126761641298250908020641337313,718285231393881874663.0518384618504E+15,,,26960823862614695,192045444648.197,,,,,,5177562376129912197398443743,,7556712356619679,26541167510624,38748843122192604,,bitcoinscrypt,bitcoinscrypt
3587,2018/10/30,59948967545378099,109832961515290317912420225118026,718285231393883395583.0994895818516E+15,,,28317325187608397,189786439539.26,,,,,,5374002987162171048328083988,,7361632506819083,2529013268707,39966743497197381,,bitcoinscrypt,bitcoinscrypt
3588,2018/10/31,61684367837369678,109828814106291762256520265556802,718285231393883963593.1084310348171E+15,,,28812024488585707,204355139586.886,,,,,,5887743249125840179343743217,,7139812431117867,3394413318468,40438444104190073,,bitcoinscrypt,bitcoinscrypt
3589,2018/11/01,60140366532348361,110385638413295198040320408157781,718301362601883963593.0615980247247E+15,,,28178723545589096,208825119545.999,,,,,,5884161157120531585321645717,,7403582949718086,3161815147678,40093744224170343,,bitcoinscrypt,bitcoinscrypt
3590,2018/11/02,62346971570305582,111241046314302217843820669240728,718440494270283576383.0045020361472E+15,,,29256125610548534,277374557689.512,,,,,,8114695799116712407378220570,,8350212472717166,2228815377999,44076244535145802,,bitcoinscrypt,bitcoinscrypt
3591,2018/11/03,55967561118294860,110815679543302044933520625269642,718440494270281014393.0008195947389E+15,,,24940322635505001,152493917434.098,,,,,,380310571388654918219219927,,6623722193615802,1864512916256,36428540256142395,,bitcoinscrypt,bitcoinscrypt
3592,2018/11/04,53664368476299439,111333257632312669618821025411099,718440494270281014393.0334950715355E+15,,,22612423125510848,169765276609.942,,,,,,3838614054122009399311587499,,7832372324915888,2420716057597,32688042299149941,,bitcoinscrypt,bitcoinscrypt
3593,2018/11/05,61121074312345804,111982563789316581450321561293625,718440494270281014392.9893876152866E+15,,,29613923722582354,191337216846.809,,,,,,5665974967171053157493142763,,7988332676017562,2315818327488,42138842475169366,,bitcoinscrypt,bitcoinscrypt
3594,2018/11/06,56199869029331952,112056481316321825826821988475383,718440494270282728573.0134250867759E+15,,,28532325287597166,2005310456666.832,,,,,,5721587461264409237398209610,,8232372618218894,2555019067415,40940743506164016,,bitcoinscrypt,bitcoinscrypt
3595,2018/11/07,61197666049314318,113680409666324615315722640574698,718440494270283496853.0027383856829E+15,,,29360424783564602,1955311376829.412,,,,,,5740744617281929166468287726,,8455332148117796,2495117127949,40833843459145758,,bitcoinscrypt,bitcoinscrypt
3596,2018/11/08,61251764733307714,112926055072316218971222175840345,718440494270283496853.0622128404813E+15,,,27747624702555392,184745506670.056,,,,,,5126116846136016122372143846,,8692532308118379,2461418118729,38969242972143971,,bitcoinscrypt,bitcoinscrypt
3597,2018/11/09,62401763733331369,111650038178308995582021804511027,718440494270283272503.0031364971031E+15,,,28376924704547848,193825657640.118,,,,,,5500094878139748899350687286,,8522982330617469,2501816688879,41945942924166806,,bitcoinscrypt,bitcoinscrypt
3598,2018/11/10,51369964467304886,111574005829309445186121916055237,718440494270282083712.9993008851926E+15,,,25236830686489120,149402572482.428,,,,,,377037587878922814235965189,,7237262192816375,2070914658780,35066947045151171,,bitcoinscrypt,bitcoinscrypt
3599,2018/11/11,52386271026345470,111364281386304724949021833914147,718440494270282083713.0823951168714E+15,,,24684531761527799,140974989449.423,,,,,,3479837655158452386237204929,,6936082413317094,1863013957069,32758949555174648,,bitcoinscrypt,bitcoinscrypt
3600,2018/11/12,59146871809337030,111627827202301708428021869407426,718440494270282083713.0078473923204E+15,,,29986623812571162,184795469692.603,,,,,,5541310744130230268395588328,,8301664019418419,23212111810383,39519846893168474,,bitcoinscrypt,bitcoinscrypt
3601,2018/11/13,56464866517323971,111278849483299602669821647564906,718440494270281218463.0325191781819E+15,,,27904024187553590,203856116645.957,,,,,,5688247065147917802357595484,,8450261990117702,2534011537892,38218042259157552,,bitcoinscrypt,bitcoinscrypt
3602,2018/11/14,56118869649338350,106985772429282311552920424935952,718440494270280684433.0627993958571E+15,,,29262027472582181,2429188651015,,,,,,7107900933243530470590845364,,8239032559818832,3416913729446,40584247060170439,,bitcoinscrypt,bitcoinscrypt
3603,2018/11/15,62105467381328523,97395553276255251090518465748312,718440494270280684433.0697946069567E+15,,,29139825736563051,36378185781005,,,,,,10600554756478129554566052867,,9090812419917646,3069412267922,40652345567162047,,bitcoinscrypt,bitcoinscrypt
3604,2018/11/16,62471464187314705,97518484653255574972318431784057,717597475538080634203.0890232341738E+15,,,28299824970552032,226796230724.532,,,,,,6418019484155553453399964930,,8604242097517101,2807713076018,41016044577152285,,bitcoinscrypt,bitcoinscrypt
3605,2018/11/17,51006262476293718,96822469696249035284618067293501,665330314140680005743.0139729590922E+15,,,26250423990505581,144533482483.503,,,,,,379401639483524417244450111,,7012521985415503,2396411165891,33466143372138414,,bitcoinscrypt,bitcoinscrypt
3606,2018/11/18,45555860613279393,97915600891252613904418305947938,665330314140680005742.9917859210613E+15,,,23968022302484801,136044299694.338,,,,,,326062636495874355336615710,,7471561976114681,2183210664941,30207441863133266,,bitcoinscrypt,bitcoinscrypt
3607,2018/11/19,56346568911374950,91876473627228740868816531834217,665330314140680005742.9963085987611E+15,,,26784526482622942,2116085121246,,,,,,5667663929225406072775923730,,8417932703019002,3901014776800,36602245981205686,,bitcoinscrypt,bitcoinscrypt
3608,2018/11/20,65360179606358984,80519311107205205827714443140845,665330314140678297502.9253346007177E+15,,,28831829091625752,3396372691263,,,,,,9792254224211454258790097169,,8894503123119756,3665913996639,42662349231179409,,bitcoinscrypt,bitcoinscrypt
3609,2018/11/21,54572370229314810,78726938509198572472813890832374,665330314140674839352.7897028822903E+15,,,25483725804579531,232436239888.028,,,,,,5923117373160989020514639857,,9139292739617952,3098413326214,36681645375152401,,bitcoinscrypt,bitcoinscrypt
3610,2018/11/22,59532462570304211,78959007503202225596813834533137,665330314140674839352.7567272188076E+15,,,26599423595568895,173385275619.997,,,,,,4611762247124452905352713307,,9030522117017791,2775412415709,35478240454151104,,bitcoinscrypt,bitcoinscrypt
3611,2018/11/23,56019763695309709,75205987265189762892212757726837,665330314140674839352.7645895154245E+15,,,27513624058559992,181645206672.17,,,,,,4997475206125243836376409724,,8729862320217659,2634512325971,36639943434151266,,bitcoinscrypt,bitcoinscrypt
3612,2018/11/24,49498556796270842,74946643919189870008912707848758,665330314140671396102.7570415238612E+15,,,24987422675497041,155914089562.52,,,,,,389582455092707795279595350,,7530332077715620,2290214135387,31500238865132710,,bitcoinscrypt,bitcoinscrypt
3613,2018/11/25,46847668856302775,66962119438173030198111441302607,665330314140668570572.7070102520638E+15,,,23912924047529038,171635763828.522,,,,,,4104081298138579132438319365,,8067182501316512,2685913595090,31392842191147337,,bitcoinscrypt,bitcoinscrypt
3614,2018/11/26,52514668712308830,68402836685182414253811697819826,665330314140668570572.6946956265561E+15,,,25695123655557364,197554629694.906,,,,,,5076106221109495176387315524,,9110632646617257,2911513626607,35724441011154099,,bitcoinscrypt,bitcoinscrypt
3615,2018/11/27,55164270732294510,65676241094178428111711092620900,665330314140668570572.5162741933033E+15,,,26840222852565825,176513233539.35,,,,,,473764660373869956305177652,,8421392789717909,2997611726232,35200041213148349,,bitcoinscrypt,bitcoinscrypt
3616,2018/11/28,51575269304327902,71633743871198506188312173058034,665330314140664161282.3997856356676E+15,,,25433825022622580,219933858635.859,,,,,,559376632396534269395873163,,8677532651319897,2914215096651,35376142131153228,,bitcoinscrypt,bitcoinscrypt
3617,2018/11/29,52119465168292239,74307310879203381677612357924956,665330314140660843392.4190837948193E+15,,,24612124147555591,2032324586778.893,,,,,,5001806538593671514432746105,,9118162444717814,2870917166296,35632741054139939,,bitcoinscrypt,bitcoinscrypt
3618,2018/11/30,49435668810319375,71851288563194138533311978975767,665330314140660843392.4256332273544E+15,,,25005626265599039,30611444233351,,,,,,765457150911667593122007350905,,9146452367118642,2562616635172,36144943069154881,,bitcoinscrypt,bitcoinscrypt
3619,2018/12/01,52039467088278818,72040425440197628312312076953169,665330314140660837132.5127151731576E+15,,,24172322753525648,2131730693436,,,,,,5152734617698179391806093974,,8298362007716262,2634714735182,32649940447133335,,bitcoinscrypt,bitcoinscrypt
3620,2018/12/02,41450861957268603,72950446647202808922012195681696,665330314140660101062.4254430867254E+15,,,22255920152492410,183723524338.509,,,,,,408884716371018357166685100,,7896651876815282,2159612614054,28681637279132122,,bitcoinscrypt,bitcoinscrypt
3621,2018/12/03,49883765836294141,69689804833190725164011607159175,619401574602660101062.4217926041869E+15,,,24053821575548100,247314135465.875,,,,,,594873623189222306255345961,,8410162072418022,2789414775647,33569438035143838,,bitcoinscrypt,bitcoinscrypt
3622,2018/12/04,57943563528286462,69284733767188085980811490472936,564640385153560101062.4668169202146E+15,,,27005121448565202,327573677445.586,,,,,,884594648378854501251846370,,8059071944117972,2533212435846,38916837856137585,,bitcoinscrypt,bitcoinscrypt
3623,2018/12/05,53391564935311901,67884946138182105469111141282534,564640385153561897972.3991040100826E+15,,,25637122328595937,260333486520.624,,,,,,667421543277834688310259326,,8046892208118963,2735711766799,34728438489156409,,bitcoinscrypt,bitcoinscrypt
3624,2018/12/06,56955062724307001,65378504883171902458010362701549,564640385153562818232.4435114234645E+15,,,27951923111590923,219214155645.985,,,,,,612720403396006492381727622,,8407982295819164,nullnullnull,38095539702149322,,bitcoinscrypt,bitcoinscrypt
3625,2018/12/07,58674672251325553,5945233364515025026209107119844,564640385153562818232.3605144158485E+15,,,25377627082572417,193894652752.211,,,,,,4920391074125980594430578083,,9139302580618403,2863812867960,38432843569166672,,bitcoinscrypt,bitcoinscrypt
3626,2018/12/08,48308163185339155,6004634294114874017129487542766,564640385153562818232.3091508510569E+15,,,23097723659552589,137783167448.448,,,,,,318245437274917099247807313,,7465692192317323,222709846119,30468240552184772,,bitcoinscrypt,bitcoinscrypt
3627,2018/12/09,43232660532305118,6201358718515389965459772874497,564640385153559531202.2890425911137E+15,,,23844121575507555,111752445439.528,,,,,,266466227852744956223084597,,7452552015916875,233639865542,28860038124153463,,bitcoinscrypt,bitcoinscrypt
3628,2018/12/10,51217566641327674,6189782108914963735739625335731,564640385153559346822.3595982954421E+15,,,25822922763555379,147134126418.799,,,,,,379940828093912243232592017,,8505952800018196,2281810775193,34738938497158795,,bitcoinscrypt,bitcoinscrypt
3629,2018/12/11,55106565530294975,6023981638414418383159338497189,564640385153559346822.3505443922533E+15,,,25136222066536006,169213459431.902,,,,,,425332219776334136231501936,,8161012521217723,2260311535051,34285738634146046,,bitcoinscrypt,bitcoinscrypt
3630,2018/12/12,54588869225294191,6067219425814678618489410079142,564640385153558434382.2580982273966E+15,,,26130322057533920,146543748397.618,,,,,,382922065882666343212296035,,8544292437816675,2187610845114,34631938888151945,,bitcoinscrypt,bitcoinscrypt
3631,2018/12/13,55024469050296552,5979686177814367038149314838517,564640385153555357542.2190369988263E+15,,,26829122369565689,147853013475.308,,,,,,396666477967397631268876297,,8142351948217641,2179212745936,35027539341148425,,bitcoinscrypt,bitcoinscrypt
3632,2018/12/14,61287862761297684,5751631187113963872228932166389,564640385153555357542.2165441789619E+15,,,27565523350567306,138652365410.419,,,,,,382188036255214103232833026,,7861612100118675,2444512115193,37020140233148869,,bitcoinscrypt,bitcoinscrypt
3633,2018/12/15,53458770020308405,5672623938814224536998783175127,564640385153555357542.2223015236509E+15,,,26273022674551916,100532809279.621,,,,,,264122202763699863154327327,,7119645998516796,1857712934054,32405138927161896,,bitcoinscrypt,bitcoinscrypt
3634,2018/12/16,46148960307326892,5746346735015545220139060189253,564640385153555908742.2226166422032E+15,,,22633821513516697,123184665299.921,,,,,,2787927699100365404154968508,,7687512079415879,1952616574175,29116235948161571,,bitcoinscrypt,bitcoinscrypt
3635,2018/12/17,60033871206314185,5954967188016714140649390230799,564640385153556112992.2414156414339E+15,,,29866324849570051,137146421548.295,,,,,,4095720382159562445312555843,,7637192687618889,2494015895563,37350341597156778,,bitcoinscrypt,bitcoinscrypt
3636,2018/12/18,53348659244295106,6230453402417375716289928031910,562109224558756112992.2199534186507E+15,,,26611724504556320,183994720555.045,,,,,,4896160579115656410308782760,,8234132432419672,2560011985622,36945737337144162,,bitcoinscrypt,bitcoinscrypt
3637,2018/12/19,60739267030323128,66460465078182460201410856383855,510642292466056081152.2545036112439E+15,,,30224326676597725,192637045759.269,,,,,,5822020329187944953453833981,,8287652597719629,2644613186555,39381242913166383,,bitcoinscrypt,bitcoinscrypt
3638,2018/12/20,56216067235325116,69444172000186098378111339911461,510642292466052495392.2413468790223E+15,,,28713825363602429,183375863799.898,,,,,,5265231417148709626481881768,,8581732075719588,2463013477404,37791640648167251,,bitcoinscrypt,bitcoinscrypt
3639,2018/12/21,58656168192316418,70322544864189020664511873058184,510642292466052495392.2633650043454E+15,,,28044825601606526,184064923849.82,,,,,,5161797730126025617515438132,,8060642061319662,2214312126817,38844942955158889,,bitcoinscrypt,bitcoinscrypt
3640,2018/12/22,47506264646265277,68325378650184720661611653640263,510642292466052495392.2674108620864E+15,,,25104122843495551,125653504476.498,,,,,,315421067580033113236128865,,6195042030816613,1773710375356,31242940147128889,,bitcoinscrypt,bitcoinscrypt
3641,2018/12/23,45685065505294750,70421810239198089412113534069564,510642292466059506992.3009516696712E+15,,,25056323117543655,125535462710.015,,,,,,3145274088126265643386003123,,5907932082617293,1770112925561,29404839658149885,,bitcoinscrypt,bitcoinscrypt
3642,2018/12/24,52326969499331188,72807331718210661004715325951983,510642292466059906222.3861319832882E+15,,,27214523398615551,168898093940.433,,,,,,4596187053189362475578884771,,7357572398419050,2119812765624,32842038520161392,,bitcoinscrypt,bitcoinscrypt
3643,2018/12/25,42312958621293361,66784326506185472245613531599488,510642292466059906222.456450188201E+15,,,26489319501535001,154905162587.706,,,,,,4103060883100667979314423541,,6728622043816454,1839410285484,27801535187151206,,bitcoinscrypt,bitcoinscrypt
3644,2018/12/26,47901367726305751,66853638595184696291513715418564,510642292466059735222.5264661714065E+15,,,28114821421560047,152265725504.346,,,,,,4280662332122630367282457324,,7056342272718494,1910711545472,31192336105160624,,bitcoinscrypt,bitcoinscrypt
3645,2018/12/27,54468464817306607,65694192615177083958513006807157,510642292466059467832.4989491947117E+15,,,29984623365548411,157824282645.526,,,,,,4732174390100039961354013333,,6932382173317564,1952218006689,34279239569164942,,bitcoinscrypt,bitcoinscrypt
3646,2018/12/28,56090966976326352,65360671015179203556112934785711,510642292466059467832.4519098936342E+15,,,30810024943572189,153384226650.18,,,,,,4725783713105416604372025611,,7166502355417910,2058915595983,38025241106164509,,bitcoinscrypt,bitcoinscrypt
3647,2018/12/29,48171164751314340,68310418638192733466314478531973,510642292466059467832.4386504204543E+15,,,26484224736543746,167183470967.492,,,,,,442753634785824374526069928,,7453442231216917,1925211396636,33876439780173014,,bitcoinscrypt,bitcoinscrypt
3648,2018/12/30,46147464376278684,66925315457189214411314409560320,510642292466058454382.4930857230193E+15,,,26746323038460395,100084313488.612,,,,,,267663826899354091224954513,,6143511998614545,1829522145866,30957339201140079,,bitcoinscrypt,bitcoinscrypt
3649,2018/12/31,47226162320298245,66397316191185098872014269447137,524850960685558310702.5042216301111E+15,,,25952920550522040,124504165551.248,,,,,,323123252885595649287773761,,6878042042516503,1861111484953,31062335194155403,,bitcoinscrypt,bitcoinscrypt
3650,2019/01/01,36255856047268428,65348535552183388411014199136596,561859584885358310702.3982465769212E+15,,,23457617760448168,87446239507.074,,,,,,2051182606110805492227254178,,6530461764113666,1706911004259,24446133019135734,,bitcoinscrypt,bitcoinscrypt
3651,2019/01/02,50595766636310154,67471069759194275581715573600781,561859584885358958522.4243705813828E+15,,,27154523310589959,140035376695.225,,,,,,3802374247125318586410154078,,7328112251118126,1883012505770,32935838687165887,,bitcoinscrypt,bitcoinscrypt
3652,2019/01/03,51649164251330521,67636611728193481223515859523142,561859584885359808792.5912083412051E+15,,,29086123400596593,124997058637.634,,,,,,3635535652165149341380407982,,7355462195219345,2675412355651,35523538728183848,,bitcoinscrypt,bitcoinscrypt
3653,2019/01/04,51716962154299588,66716274276191677269415936783956,561859584885359808792.5921404439868E+15,,,28162323729549398,1316849611064,,,,,,3708441874117730855584705525,,7345022039218872,2113911185716,35851138952157214,,bitcoinscrypt,bitcoinscrypt
3654,2019/01/05,45911362107283632,67429025641204664314916582694929,561859584885359846542.6373343757012E+15,,,26502924483511189,1107878361300,,,,,,2936051640191838664664350852,,6383062055917351,2009614225306,30890940815146872,,bitcoinscrypt,bitcoinscrypt
3655,2019/01/06,43383260756285412,68542727113224042561816242628184,561859584885361530862.696379667584E+15,,,25838124596487372,1047117587769.185,,,,,,2705473475432559948374879090,,6407252244815855,1888317074943,30680339209150961,,bitcoinscrypt,bitcoinscrypt
3656,2019/01/07,50783560025321099,70771709195230369067716135254357,561859584885361530862.7015740641171E+15,,,28464122512550964,1399212165738.447,,,,,,3982561420273772486406857700,,7498912076518204,2047613366101,35014636033167336,,bitcoinscrypt,bitcoinscrypt
3657,2019/01/08,52973962654330172,70410186948234955114215756485186,561859584885361530862.66862829454E+15,,,31835523257553367,1146012149639.873,,,,,,3648367033282549261354084794,,6695072044517916,1938713146291,36292436606172132,,bitcoinscrypt,bitcoinscrypt
3658,2019/01/09,54092157121326447,70512242207236234308215873629114,561859584885361291712.7038951321962E+15,,,31889223704558847,119428466597.885,,,,,,3808234266200394043334126158,,6775701902117865,2123712205529,36191136952169040,,bitcoinscrypt,bitcoinscrypt
