,date,block_size,mining_profitability,difficulty,hashrate,active_addresses,median_transaction_size,av_transaction_size,google_trends,transactions,fee_reward,tweets,confirmation_time,sent_addresses,send_usd,av_transaction_value,market_cap,median_transaction_value,top_100_percent,full_name,coin
0,2013/04/16,109.625,,0.00038,1275097,4886,,,,2,,,0.291,4847,,,,,3.82,feathercoin,ftc
1,2013/04/17,153.511,,0.125,139127691,10296,,,,335,,,0.148,8770,,,,,26.119,feathercoin,ftc
2,2013/04/18,822.285,,1.359,226081933,4317,,,,1160,,,0.84,2522,,,,,36.986,feathercoin,ftc
3,2013/04/19,1365,,3.503,238686400,5988,,,,4697,,,1.113,5789,,,,,37.852,feathercoin,ftc
4,2013/04/20,1162,,6.051,403278235,5771,,,,4223,,,1.217,5475,,,,,38.56,feathercoin,ftc
5,2013/04/21,1377,,7.767,402158371,6520,,,,4641,,,1.295,5931,,,,,39.39,feathercoin,ftc
6,2013/04/22,2102,,12.743,656647677,7546,,,,4088,,,1.718,5278,,,,,47.199,feathercoin,ftc
7,2013/04/23,1926,,14.272,638122831,8606,,,,6033,,,1.379,7488,,,,,49.211,feathercoin,ftc
8,2013/04/24,2417,,19.887,1001534769,8316,,,,6283,,,1.809,7557,,,,,48.315,feathercoin,ftc
9,2013/04/25,3281,,23.883,773257746,8845,,,,6615,,,2.3,7723,,,,,48.915,feathercoin,ftc
10,2013/04/26,2801,,23.883,794554327,8607,,,,6815,,,2.048,7828,,,,,48.992,feathercoin,ftc
11,2013/04/27,3289,,26.19,885848810,7773,,,,5852,,,2.345,7001,,,,,49.076,feathercoin,ftc
12,2013/04/28,4146,,27.497,924271679,10610,,,,7766,,,1.754,9317,,,,,47.431,feathercoin,ftc
13,2013/04/29,4204,,31.806,1689183574,15754,,,,12256,,,1.214,14212,,,,,47.697,feathercoin,ftc
14,2013/04/30,3684,,40.841,2366047079,14877,,,,11480,,,1.257,13554,,,,,46.356,feathercoin,ftc
15,2013/05/01,5741,,58.971,3236666562,13766,,,,9644,,,1.682,11711,,,,,47.15,feathercoin,ftc
16,2013/05/02,10880,29.596,82.898,2901134635,17677,,,,11160,,,1.885,13750,2107347,188.83,3197479,,50.371,feathercoin,ftc
17,2013/05/03,5690,24.622,90.91,4502414577,22527,,,,16607,,,1.3,19683,1387573,83.553,2927384,,48.44,feathercoin,ftc
18,2013/05/04,5828,13.679,122.351,6083448855,20956,,,,14942,,,1.569,17771,1083201,72.494,2752060,,48.492,feathercoin,ftc
19,2013/05/05,5473,12.639,122.351,5465586040,18128,,,,12034,,,1.706,14495,1236157,102.722,2560254,,56.585,feathercoin,ftc
20,2013/05/06,13296,2.179,179.779,5804911176,10198,,,,5361,,,6.344,6997,420420,78.422,1780852,,56.121,feathercoin,ftc
21,2013/05/07,17018,2.655,188.19,1038175447,4249,,,,1911,,,22.154,2573,89674,46.925,1361212,,56.359,feathercoin,ftc
22,2013/05/08,17127,3.96,188.19,504521516,3302,,,,1493,,,32,2006,123349,82.618,1425572,,56.861,feathercoin,ftc
23,2013/05/09,23791,3.397,188.19,454326534,2629,,,,1006,,,38.919,1408,58341,57.993,1338103,,57.529,feathercoin,ftc
24,2013/05/10,24734,5.004,188.19,268633806,1588,,,,544,,,36,730,145547,267.55,1081118,,58.636,feathercoin,ftc
25,2013/05/11,13531,2.829,188.19,479279740,3232,,,,1276,,,28.8,1696,176730,138.503,877661,,58.345,feathercoin,ftc
26,2013/05/12,16312,1.799,188.19,383774146,1332,,,,559,,,53.333,756,41220,73.738,829194,,58.586,feathercoin,ftc
27,2013/05/13,7041,3.28,188.19,280819177,847,,,,212,,,38.919,316,106724,503.417,811585,,59.545,feathercoin,ftc
28,2013/05/14,13414,2.035,188.19,355715708,1748,,,,646,,,49.655,925,216725,335.488,811308,,60.001,feathercoin,ftc
29,2013/05/15,6248,1.979,188.19,238538234,718,,,,257,,,75.789,376,25011,97.321,812534,,59.807,feathercoin,ftc
30,2013/05/16,13619,2.344,188.19,158768755,804,,,,283,,,90,408,21379,75.544,761659,,59.835,feathercoin,ftc
31,2013/05/17,36789,2.171,188.19,113571843,1168,,,,501,,,130.909,676,27093,54.078,732502,,59.597,feathercoin,ftc
32,2013/05/18,7374,2.96,188.19,148603562,765,,,,346,,,75.789,484,27097,78.314,759268,,59.866,feathercoin,ftc
33,2013/05/19,6655,2.146,188.19,140453974,450,,,,185,,,110.769,260,14824,80.132,760313,,59.808,feathercoin,ftc
34,2013/05/20,17693,3.281,188.19,180142508,893,,,,311,,,68.571,440,60687,195.135,922558,,59.913,feathercoin,ftc
35,2013/05/21,8636,5.128,188.19,291643530,1709,,,,595,,,35.122,837,686681,1154,1197887,,61.529,feathercoin,ftc
36,2013/05/22,5876,3.804,188.19,323360163,1114,,,,494,,,41.143,687,506085,1024,1156377,,63.185,feathercoin,ftc
37,2013/05/23,3682,4.479,165.82,459111694,1431,,,,640,,,20.87,889,710996,1111,981945,,66.295,feathercoin,ftc
38,2013/05/24,5723,2.938,133.064,368768669,1417,,,,494,,,35.122,696,281305,569.443,872479,,72.382,feathercoin,ftc
39,2013/05/25,10380,2.301,133.064,237347683,1071,,,,379,,,57.6,567,376809,994.22,722262,,73.057,feathercoin,ftc
40,2013/05/26,6877,3.022,133.064,192772253,1180,,,,411,,,49.655,578,40312,98.083,664698,,74.65,feathercoin,ftc
41,2013/05/27,10544,2.578,133.064,172969057,794,,,,306,,,62.609,456,15865,51.845,641982,,74.596,feathercoin,ftc
42,2013/05/28,3056,3.608,133.064,184840702,739,,,,280,,,42.353,430,14618,52.207,650101,,74.828,feathercoin,ftc
43,2013/05/29,5414,2.325,133.064,148841839,720,,,,302,,,80,426,9082,30.072,637637,,74.778,feathercoin,ftc
44,2013/05/30,4961,2.519,133.064,150690690,755,,,,250,,,68.571,366,11786,47.145,599850,,74.888,feathercoin,ftc
45,2013/05/31,5681,2.703,133.064,139990641,776,,,,254,,,65.455,368,13567,53.412,571158,,75.326,feathercoin,ftc
46,2013/06/01,4980,2.725,129.946,154978415,684,,,,233,,,57.6,339,12646,54.274,561073,,75.657,feathercoin,ftc
47,2013/06/02,3220,4.359,94.086,156492317,907,,,,345,,,35.122,487,20739,60.114,553354,,75.707,feathercoin,ftc
48,2013/06/03,3204,3.36,94.086,172309580,823,,,,304,,,38.919,433,13849,45.557,521035,,76.15,feathercoin,ftc
49,2013/06/04,3900,3.172,94.086,204250734,1115,,,,455,,,32.727,621,16614,36.515,490869,,76.398,feathercoin,ftc
50,2013/06/05,3808,3.499,94.086,218374720,1056,,,,474,,,27.17,679,15990,33.734,481173,,76.408,feathercoin,ftc
51,2013/06/06,6468,1.993,94.086,243535815,1241,,,,443,,,45,641,24434,55.156,507045,,76.708,feathercoin,ftc
52,2013/06/07,8955,4.588,94.086,184177577,1611,,,,728,,,27.692,1038,99084,136.105,542835,,76.819,feathercoin,ftc
53,2013/06/08,2486,7.732,93.422,668371207,2750,,,,1529,,,5.783,2085,373729,244.427,695623,,76.017,feathercoin,ftc
54,2013/06/09,3830,2.101,66.526,841369573,1375,,,,663,,,20.571,939,353819,533.663,852888,,75.621,feathercoin,ftc
55,2013/06/10,1466,13.231,57.605,1982777020,7292,,,,4431,,,1.308,5826,165517,37.354,808004,,73.636,feathercoin,ftc
56,2013/06/11,2330,3.571,88.737,5867187118,9083,,,,6057,,,1.522,7645,824863,136.183,777480,,71.13,feathercoin,ftc
57,2013/06/12,4530,1.219,133.07,3167429591,3848,,,,1955,,,8.521,2682,274177,140.244,819554,,71.194,feathercoin,ftc
58,2013/06/13,3966,2.837,133.07,945903678,2762,,,,1344,,,11.901,1986,175017,130.221,799543,,70.593,feathercoin,ftc
59,2013/06/14,3113,6.768,111.839,794087788,2775,,,,1454,,,6.128,1962,240205,165.203,827128,,70.021,feathercoin,ftc
60,2013/06/15,1796,5.219,114.012,3377767064,6379,,,,4395,,,1.873,5332,857770,195.17,834660,,69.061,feathercoin,ftc
61,2013/06/16,2428,2.656,141.353,4369758218,6201,,,,3757,,,2.727,4616,582568,155.062,817256,,70.252,feathercoin,ftc
62,2013/06/17,2097,3.888,129.353,3478090537,5948,,,,4041,,,2.315,4981,393592,97.4,820631,,69.295,feathercoin,ftc
63,2013/06/18,2918,1.421,147.403,4096931347,4070,,,,2307,,,5.125,3023,358105,155.225,794078,,69.466,feathercoin,ftc
64,2013/06/19,3758,1.629,147.403,1256900284,2054,,,,1003,,,13.846,1422,78609,78.374,759950,,69.209,feathercoin,ftc
65,2013/06/20,3871,2.314,147.403,638262330,1505,,,,753,,,18.701,977,52572,69.817,742556,,69.107,feathercoin,ftc
66,2013/06/21,1607,6.098,105.369,1239534563,3222,,,,2020,,,3.47,2552,143202,70.892,707697,,68.635,feathercoin,ftc
67,2013/06/22,1500,4.2,81.627,1977555684,3718,,,,2437,,,2.915,3009,177514,72.841,660052,,68.55,feathercoin,ftc
68,2013/06/23,2000,5.386,75.126,2198016671,5684,,,,3937,,,2.136,4775,204767,52.011,698829,,68.587,feathercoin,ftc
69,2013/06/24,2123,3.597,90.619,2939936741,5290,,,,3382,,,2.478,4321,53827,15.916,734762,,67.929,feathercoin,ftc
70,2013/06/25,1592,3.654,94.763,2831502927,4402,,,,2851,,,2.449,3629,70179,24.615,722474,,67.754,feathercoin,ftc
71,2013/06/26,1476,3.709,91.746,2469624398,3893,,,,2337,,,2.657,3130,53320,22.816,705920,,67.171,feathercoin,ftc
72,2013/06/27,1869,3.258,91.839,2715841748,4449,,,,2771,,,2.687,3569,61901,22.339,698523,,66.94,feathercoin,ftc
73,2013/06/28,1533,4.801,80.367,1697760806,3668,,,,2107,,,2.743,2903,56871,26.992,662420,,66.665,feathercoin,ftc
74,2013/06/29,1823,2.683,86.903,2827818643,4301,,,,2548,,,2.738,3399,58575,22.989,623013,,66.256,feathercoin,ftc
75,2013/06/30,1630,5.432,77.017,1883563949,4895,,,,3171,,,2.034,4012,93060,29.347,632884,,65.468,feathercoin,ftc
76,2013/07/01,2945,1.317,97.31,3348054909,4091,,,,2453,,,4.39,3168,52688,21.479,597466,,65.341,feathercoin,ftc
77,2013/07/02,1886,4.688,79.864,1036968015,3172,,,,1907,,,3.934,2485,36553,19.168,594806,,65.178,feathercoin,ftc
78,2013/07/03,2172,2.981,79.845,2118658740,3975,,,,2316,,,3.151,3097,58060,25.069,625771,,64.652,feathercoin,ftc
79,2013/07/04,3024,3.768,95.981,1407524465,4270,,,,2601,,,4.198,3272,78992,30.37,703588,,64.472,feathercoin,ftc
80,2013/07/05,1686,4.678,82.806,2922398320,6555,,,,4377,,,1.502,5435,82217,18.784,655178,,63.296,feathercoin,ftc
81,2013/07/06,2626,0.849,133.01,4736658604,3613,,,,1995,,,5,2675,39019,19.558,655120,,62.978,feathercoin,ftc
82,2013/07/07,4071,1.699,137.63,1382446510,3139,,,,1815,,,8.623,2280,39044,21.512,662436,,62.815,feathercoin,ftc
83,2013/07/08,3867,3.155,114.355,883628006,3135,,,,1566,,,7.423,2043,36412,23.251,679134,,63.562,feathercoin,ftc
84,2013/07/09,2000,3.274,97.314,1355960760,3305,,,,2030,,,4.557,2625,36714,18.086,666629,,63.465,feathercoin,ftc
85,2013/07/10,1455,5.287,77.978,2041912403,4762,,,,3048,,,1.938,3893,69388,22.765,694798,,63.354,feathercoin,ftc
86,2013/07/11,2250,3.144,93.077,2987133337,4741,,,,2822,,,2.449,3663,71379,25.294,774828,,62.538,feathercoin,ftc
87,2013/07/12,2187,2.169,102.539,3293482325,4652,,,,2804,,,3.229,3652,51220,18.267,787920,,62.478,feathercoin,ftc
88,2013/07/13,2328,1.996,123.363,1520003654,2249,,,,1138,,,7.385,1632,15926,13.995,771023,,62.433,feathercoin,ftc
89,2013/07/14,1851,4.793,98.883,1212312184,3362,,,,2048,,,3.871,2713,24252,11.842,776994,,61.994,feathercoin,ftc
90,2013/07/15,1811,3.138,95.65,2561261633,4355,,,,2736,,,2.869,3513,37107,13.562,802456,,62.052,feathercoin,ftc
91,2013/07/16,1471,4.602,89.102,1717529937,3431,,,,1956,,,2.874,2645,55433,28.34,798559,,61.951,feathercoin,ftc
92,2013/07/17,1589,2.706,88.431,2871913119,3465,,,,1907,,,2.886,2650,60198,31.567,798666,,61.887,feathercoin,ftc
93,2013/07/18,1459,3.329,95.817,1599206258,2406,,,,1135,,,3.978,1615,47736,42.059,759101,,62.502,feathercoin,ftc
94,2013/07/19,810.777,6.468,65.494,2809258355,4108,,,,2261,,,1.121,3237,114172,50.496,735628,,62.448,feathercoin,ftc
95,2013/07/20,1225,1.419,97.272,5636327196,3204,,,,1686,,,2.712,2409,67414,39.985,802326,,62.531,feathercoin,ftc
96,2013/07/21,1111,4.493,85.447,2674716016,3318,,,,1698,,,1.791,2473,144791,85.271,804051,,62.525,feathercoin,ftc
97,2013/07/22,1004,3.979,90.632,3154962694,3530,,,,1970,,,1.729,2703,64044,32.51,824973,,62.732,feathercoin,ftc
98,2013/07/23,2183,0.961,114.557,3966571061,2483,,,,1142,,,5.76,1693,68357,59.857,845231,,63.077,feathercoin,ftc
99,2013/07/24,2839,2.304,114.557,1142960247,1941,,,,861,,,8.421,1228,17742,20.606,857528,,63.012,feathercoin,ftc
100,2013/07/25,1157,6.001,87.583,1625924883,3424,,,,1961,,,2.297,2606,54154,27.615,869170,,63.244,feathercoin,ftc
101,2013/07/26,1905,1.296,114.558,3214738119,2582,,,,1229,,,5.496,1838,47754,38.856,898370,,63.395,feathercoin,ftc
102,2013/07/27,1343,5.733,91.981,1510673558,2848,,,,1414,,,2.647,1981,36224,25.618,903240,,63.506,feathercoin,ftc
103,2013/07/28,1630,2.096,104.246,3513198655,3057,,,,1574,,,3.207,2209,108496,68.93,939262,,65.202,feathercoin,ftc
104,2013/07/29,1664,6.62,92.04,2128510308,4188,,,,2245,,,1.917,3049,93093,41.467,1083264,,65.195,feathercoin,ftc
105,2013/07/30,2684,2.692,119.526,4947409804,5583,,,,3432,,,2.315,4369,145778,42.476,1255228,,65.005,feathercoin,ftc
106,2013/07/31,1582,3.608,128.386,3735808183,4517,,,,2646,,,2.396,3528,112598,42.554,1328876,,64.936,feathercoin,ftc
107,2013/08/01,2424,3.284,140.692,4385868063,5242,,,,3054,,,2.47,3964,172650,56.532,1474830,,65.058,feathercoin,ftc
108,2013/08/02,2032,5.669,143.259,4540461894,6266,,,,3623,,,1.853,4685,299371,82.631,1998817,,66.158,feathercoin,ftc
109,2013/08/03,2050,3.223,187.446,6948081797,5810,,,,3624,,,2.349,4597,244424,67.446,2233096,,65.657,feathercoin,ftc
110,2013/08/04,2247,2.794,197.408,5763898305,5463,,,,3108,,,2.829,4112,226275,72.804,1951125,,65.975,feathercoin,ftc
111,2013/08/05,1982,1.763,204.181,3609763513,2750,,,,1257,,,6.128,1807,63193,50.272,1684010,,65.994,feathercoin,ftc
112,2013/08/06,1612,5.375,149.851,2804347154,4723,,,,3007,,,2.522,3770,110720,36.821,1647731,,65.781,feathercoin,ftc
113,2013/08/07,2082,1.99,173.898,4523489168,3669,,,,1916,,,4.091,2645,71688,37.416,1611017,,65.821,feathercoin,ftc
114,2013/08/08,1570,5.568,140.029,3719657787,5218,,,,3134,,,1.9,4025,266649,85.083,1732460,,66.783,feathercoin,ftc
115,2013/08/09,1717,2.527,174.225,6323489803,4799,,,,2877,,,2.571,3791,122706,42.651,1828871,,66.587,feathercoin,ftc
116,2013/08/10,1132,4.02,174.33,5810205208,4529,,,,2581,,,1.7,3468,108957,42.215,1782911,,66.797,feathercoin,ftc
117,2013/08/11,2704,0.829,241.197,7656338996,2873,,,,1096,,,6.18,1687,95269,86.924,1783342,,67.941,feathercoin,ftc
118,2013/08/12,3357,2.037,241.197,2319395443,2726,,,,1074,,,8.229,1618,72863,67.843,1774578,,68.381,feathercoin,ftc
119,2013/08/13,1057,4.325,184.437,2165746696,2202,,,,1012,,,4.045,1528,77364,76.446,1734287,,68.465,feathercoin,ftc
120,2013/08/14,1491,3.989,164.329,4315860647,4237,,,,2452,,,2.159,3147,157807,64.359,1710413,,68.872,feathercoin,ftc
121,2013/08/15,1799,1.781,189.076,5561677445,3315,,,,1527,,,3.902,2192,78286,51.268,1800727,,69.206,feathercoin,ftc
122,2013/08/16,1353,5.308,156.755,4054732732,4768,,,,3007,,,1.87,3766,141048,46.906,1883092,,69.171,feathercoin,ftc
123,2013/08/17,1519,1.571,193.944,6415539070,3172,,,,1581,,,3.673,2252,90256,57.088,1750018,,69.079,feathercoin,ftc
124,2013/08/18,1407,4.01,153.56,4484977937,5352,,,,2982,,,2.031,3986,179208,60.096,1738460,,68.729,feathercoin,ftc
125,2013/08/19,2755,1.588,193.949,4628337648,3412,,,,1577,,,4.8,2271,64597,40.962,1694538,,69.45,feathercoin,ftc
126,2013/08/20,1236,4.223,151.277,3829829619,3670,,,,1910,,,2.146,2595,80670,42.236,1676218,,69.808,feathercoin,ftc
127,2013/08/21,3151,1.251,193.953,3789650257,2804,,,,1066,,,6.636,1589,69144,64.863,1532260,,70.861,feathercoin,ftc
128,2013/08/22,1297,5.158,154.272,2316873597,3211,,,,1485,,,2.802,2177,63524,42.777,1635747,,70.673,feathercoin,ftc
129,2013/08/23,1363,1.63,171.811,5338037301,2775,,,,1352,,,3.871,1887,77685,57.46,1657312,,71.033,feathercoin,ftc
130,2013/08/24,1474,2.277,193.958,2192495287,1817,,,,824,,,6.729,1262,35444,43.014,1662255,,70.891,feathercoin,ftc
131,2013/08/25,1246,4.595,151.787,3443961967,3330,,,,1783,,,2.121,2405,74711,41.902,1667254,,70.593,feathercoin,ftc
132,2013/08/26,1934,1.479,193.962,4804638680,2856,,,,1435,,,4.768,1948,74370,51.826,1701779,,70.477,feathercoin,ftc
133,2013/08/27,1358,4.224,158.998,4650545455,4468,,,,2815,,,1.758,3509,146904,52.186,1740798,,70.012,feathercoin,ftc
134,2013/08/28,1704,3.113,189.314,6668876961,5557,,,,3524,,,1.798,4383,161988,45.967,1898377,,69.65,feathercoin,ftc
135,2013/08/29,2752,0.633,260.512,7534185451,2515,,,,1045,,,8.421,1585,49747,47.604,2065362,,69.596,feathercoin,ftc
136,2013/08/30,3349,2.028,260.512,1761763576,1998,,,,774,,,11.613,1211,61574,79.554,2139017,,69.606,feathercoin,ftc
137,2013/08/31,2789,2.224,260.512,1675274725,1921,,,,792,,,10.827,1205,47825,60.385,2082460,,69.692,feathercoin,ftc
138,2013/09/01,1871,4.754,195.549,2258012495,3464,,,,1907,,,3.692,2540,90175,47.286,2050079,,69.543,feathercoin,ftc
139,2013/09/02,2018,2.76,210.54,6159323040,5398,,,,3491,,,2.345,4283,118623,33.98,2080618,,69.163,feathercoin,ftc
140,2013/09/03,2251,2.218,227.414,6736434051,5242,,,,3276,,,2.642,4125,103266,31.522,2069116,,68.932,feathercoin,ftc
141,2013/09/04,2051,2.456,217.964,6466850093,5577,,,,3662,,,2.404,4519,108953,29.752,2016125,,68.556,feathercoin,ftc
142,2013/09/05,3155,1.011,259.886,4649070735,2644,,,,1175,,,8.229,1715,79788,67.905,2058379,,68.634,feathercoin,ftc
143,2013/09/06,3064,1.879,259.886,2106424117,2119,,,,878,,,9.73,1305,49972,56.916,2053654,,68.51,feathercoin,ftc
144,2013/09/07,2989,1.687,259.886,1552971931,1717,,,,745,,,14.118,1115,51033,68.5,1976885,,68.497,feathercoin,ftc
145,2013/09/08,1477,4.62,184.608,2475994542,3427,,,,2049,,,3.214,2708,69919,34.123,1967616,,68.203,feathercoin,ftc
146,2013/09/09,1186,3.192,170.078,5781380805,3990,,,,2340,,,1.957,3121,125936,53.819,1951550,,67.98,feathercoin,ftc
147,2013/09/10,1327,2.981,190.651,5370126256,4111,,,,2452,,,2.264,3242,72542,29.585,1971542,,67.506,feathercoin,ftc
148,2013/09/11,1817,1.705,200.359,6678218032,3718,,,,1924,,,3.158,2752,74395,38.667,1969386,,67.61,feathercoin,ftc
149,2013/09/12,1443,2.266,216.806,3346836616,2247,,,,947,,,4.645,1460,56827,60.007,1941024,,67.374,feathercoin,ftc
150,2013/09/13,1732,3.336,174.448,4295700334,4736,,,,2907,,,2.504,3759,88174,30.332,1984777,,67.124,feathercoin,ftc
151,2013/09/14,1966,1.426,213.962,3863513314,2186,,,,870,,,6.457,1358,47892,55.049,1995742,,66.916,feathercoin,ftc
152,2013/09/15,1172,5.105,166.903,2898964576,3193,,,,1605,,,2.408,2383,94825,59.081,1990667,,66.514,feathercoin,ftc
153,2013/09/16,1954,1.387,204.444,6458127911,3699,,,,2074,,,3.978,2875,104711,50.487,2005390,,66.235,feathercoin,ftc
154,2013/09/17,1347,3.941,174.945,3042272394,3302,,,,1677,,,2.759,2428,104071,62.058,1872257,,66.471,feathercoin,ftc
155,2013/09/18,1790,1.674,187.385,5763377555,3648,,,,2080,,,3.412,2843,75338,36.22,1873137,,66.326,feathercoin,ftc
156,2013/09/19,1544,1.848,213.973,2876768795,2030,,,,834,,,6.154,1283,57460,68.897,1870495,,66.341,feathercoin,ftc
157,2013/09/20,1305,3.864,167.244,3956459887,4340,,,,2576,,,2.13,3468,98781,38.347,1869324,,66.013,feathercoin,ftc
158,2013/09/21,1390,1.461,213.978,5220459963,2725,,,,1251,,,4.223,1978,58844,47.037,1861811,,65.786,feathercoin,ftc
159,2013/09/22,1334,3.265,169.98,4826681660,4718,,,,2931,,,2.006,3801,85958,29.327,1838532,,65.52,feathercoin,ftc
160,2013/09/23,2013,1.33,213.981,4929787063,2706,,,,1081,,,4.721,1698,104208,96.399,1812030,,65.296,feathercoin,ftc
161,2013/09/24,1534,3.178,167.457,4529405942,4617,,,,2654,,,2.121,3511,146223,55.095,1793553,,65.067,feathercoin,ftc
162,2013/09/25,2531,1.279,213.986,3894349169,2308,,,,915,,,6.261,1373,89388,97.691,1853051,,65.403,feathercoin,ftc
163,2013/09/26,1133,4.02,169.366,3725199013,3720,,,,2031,,,2.034,2835,131367,64.681,1810653,,65.092,feathercoin,ftc
164,2013/09/27,1361,1.666,209.987,7149075039,3229,,,,1547,,,2.585,2242,84605,54.689,1843255,,65.101,feathercoin,ftc
165,2013/09/28,986.982,1.926,202.191,5904811988,2898,,,,1250,,,2.562,1862,81743,65.394,1758798,,65.106,feathercoin,ftc
166,2013/09/29,1451,2.035,204.272,5777216249,3332,,,,1548,,,2.496,2238,57116,36.897,1782091,,65.204,feathercoin,ftc
167,2013/09/30,2897,2.099,187.793,4671139585,3070,,,,1154,,,3.144,1826,72476,62.804,1882323,,65.24,feathercoin,ftc
168,2013/10/01,1666,2.965,180.051,5540989949,3213,,,,1277,,,1.965,2038,122541,95.96,1985015,,64.69,feathercoin,ftc
169,2013/10/02,1103,1.371,204.2,6050294785,2639,,,,1086,,,3.144,1721,64829,59.696,1616097,,64.54,feathercoin,ftc
170,2013/10/03,1012,2.213,194.168,5603425266,2777,,,,1243,,,2.195,1869,152349,122.566,1695330,,64.193,feathercoin,ftc
171,2013/10/04,1221,2.063,201.297,5681848897,3101,,,,1457,,,2.491,2172,93211,63.975,1834095,,63.796,feathercoin,ftc
172,2013/10/05,1601,1.87,213.959,6670886090,4096,,,,2227,,,2.466,2996,118147,53.052,1939209,,63.427,feathercoin,ftc
173,2013/10/06,1932,2.005,219.481,6327081458,4822,,,,2954,,,2.474,3792,96716,32.741,1992170,,63.149,feathercoin,ftc
174,2013/10/07,1498,1.904,220.659,6329402084,3960,,,,2151,,,2.604,2944,97095,45.139,2012263,,62.998,feathercoin,ftc
175,2013/10/08,1692,2.188,209.975,5821216421,4138,,,,2247,,,2.404,3086,105469,46.938,1972461,,62.639,feathercoin,ftc
176,2013/10/09,1345,1.753,215.521,6313095745,3493,,,,1714,,,2.687,2445,94573,55.177,1922903,,62.507,feathercoin,ftc
177,2013/10/10,1289,1.896,211.909,5981463048,3611,,,,1758,,,2.509,2506,78887,44.873,1860220,,62.186,feathercoin,ftc
178,2013/10/11,1435,1.937,202.167,5468668168,3531,,,,1901,,,2.662,2543,70894,37.293,1852720,,62.045,feathercoin,ftc
179,2013/10/12,1434,2.333,191.392,5367923803,3993,,,,2336,,,2.246,3006,96385,41.26,1853125,,61.752,feathercoin,ftc
180,2013/10/13,1405,1.601,197.862,5651991198,3356,,,,1712,,,2.988,2325,96037,56.096,1791188,,61.608,feathercoin,ftc
181,2013/10/14,1657,2.243,179.326,4894460428,4542,,,,2684,,,2.404,3389,84683,31.551,1756867,,61.694,feathercoin,ftc
182,2013/10/15,1587,1.609,186.645,5486524732,3763,,,,2020,,,2.753,2643,72566,35.924,1630563,,61.617,feathercoin,ftc
183,2013/10/16,1210,2.111,168.412,4160568709,3331,,,,1724,,,2.581,2290,59585,34.562,1531144,,61.41,feathercoin,ftc
184,2013/10/17,1790,1.848,167.858,4928014656,4987,,,,3255,,,2.549,3918,73867,22.693,1574863,,61.355,feathercoin,ftc
185,2013/10/18,1651,1.849,168.17,4849152928,4344,,,,2566,,,2.522,3259,64969,25.319,1547138,,61.013,feathercoin,ftc
186,2013/10/19,1648,1.732,167.661,4800095243,4594,,,,2670,,,2.474,3403,73958,27.7,1411788,,60.741,feathercoin,ftc
187,2013/10/20,1475,1.688,155.601,4002666707,3818,,,,2107,,,2.857,2791,102008,48.414,1330677,,60.854,feathercoin,ftc
188,2013/10/21,1283,1.597,147.58,4188230226,3520,,,,1786,,,2.562,2415,45590,25.526,1196916,,60.559,feathercoin,ftc
189,2013/10/22,888.673,1.649,148.782,4286330341,2385,,,,1065,,,2.478,1552,79862,74.988,1225433,,60.356,feathercoin,ftc
190,2013/10/23,1511,1.744,155.134,4659924740,4199,,,,2491,,,2.483,3154,65155,26.156,1414024,,60.135,feathercoin,ftc
191,2013/10/24,1075,2.07,157.527,4546622894,3239,,,,1661,,,2.453,2184,59898,36.061,1631301,,60.077,feathercoin,ftc
192,2013/10/25,1339,2.588,140.221,3234546715,3380,,,,1782,,,2.637,2434,64354,36.113,1567325,,59.806,feathercoin,ftc
193,2013/10/26,1576,1.797,139.732,4047668924,3899,,,,2384,,,2.951,3019,50073,21.004,1532079,,59.733,feathercoin,ftc
194,2013/10/27,1337,2.203,139.528,4090556841,4218,,,,2647,,,2.3,3300,60863,22.993,1492889,,59.647,feathercoin,ftc
195,2013/10/28,1189,1.799,148.678,4449651986,3434,,,,1875,,,2.445,2523,50020,26.677,1413367,,59.621,feathercoin,ftc
196,2013/10/29,1545,1.937,146.122,4121520859,4658,,,,2905,,,2.428,3589,75387,25.951,1417222,,59.093,feathercoin,ftc
197,2013/10/30,1748,1.7,147.538,4249172365,4428,,,,2807,,,2.692,3432,54777,19.514,1422778,,58.931,feathercoin,ftc
198,2013/10/31,1351,2.272,134.765,3515300204,3970,,,,2246,,,2.5,2934,56612,25.206,1465601,,58.651,feathercoin,ftc
199,2013/11/01,1546,2.267,135.079,3990649794,4234,,,,2446,,,2.432,3121,80448,32.89,1624160,,58.945,feathercoin,ftc
200,2013/11/02,1302,2.138,132.966,3613648558,3419,,,,1850,,,2.874,2484,66115,35.738,1648553,,58.943,feathercoin,ftc
201,2013/11/03,1440,2.758,125.533,3518191369,4054,,,,2292,,,2.474,2993,81436,35.531,1790060,,58.805,feathercoin,ftc
202,2013/11/04,1525,2.97,124.432,3526368783,4223,,,,2461,,,2.441,3168,70373,28.595,1911654,,58.688,feathercoin,ftc
203,2013/11/05,1681,2.815,126.497,3660605628,4241,,,,2477,,,2.487,3140,77675,31.359,1929587,,58.561,feathercoin,ftc
204,2013/11/06,1345,2.601,130.73,3912747348,3615,,,,1873,,,2.618,2561,90759,48.457,2019385,,58.914,feathercoin,ftc
205,2013/11/07,1414,4.267,115.747,2851838918,3291,,,,1531,,,2.445,2171,96799,63.226,2263056,,58.367,feathercoin,ftc
