,date,block_size,mining_profitability,difficulty,hashrate,active_addresses,median_transaction_size,av_transaction_size,google_trends,transactions,fee_reward,tweets,confirmation_time,sent_addresses,send_usd,av_transaction_value,market_cap,median_transaction_value,top_100_percent,full_name,coin
1530,2017/06/24,594.902,4.955,27.552,1907790211,1728,,,,1236,,null,1.037,1267,149862,121.267,14145284,,68.7,feathercoin,ftc
1531,2017/06/25,950.703,4.508,31.718,2194683158,1906,,,,1334,,null,1.047,1377,222466,166.778,14955642,,68.609,feathercoin,ftc
1532,2017/06/26,552.998,3.906,30.884,2136859721,1720,,,,1250,,null,1.043,1300,137409,109.992,12613131,,68.665,feathercoin,ftc
1533,2017/06/27,589.025,4.037,28.964,2005978706,1906,,,,1389,,null,1.043,1447,225620,162.675,12196363,,69.485,feathercoin,ftc
1534,2017/06/28,541.967,4.093,30.449,2103195729,1612,,,,1113,,null,1.058,1182,143427,129.545,13205233,,69.161,feathercoin,ftc
1535,2017/06/29,2220,4.187,31.026,2132435559,1678,,,,11316,,null,1.044,11389,196746,17.583,13514122,,69.055,feathercoin,ftc
1536,2017/06/30,1844,3.736,33.076,2287128013,9560,,,,9045,,null,1.041,9110,206259,22.87,12881266,,69.483,feathercoin,ftc
1537,2017/07/01,594.648,3.6,33.727,2337319142,1726,,,,1216,,null,1.04,1295,1711311,1407,12685788,,70.172,feathercoin,ftc
1538,2017/07/02,651.502,3.388,35.814,2480413020,1636,,,,1169,,null,1.046,1261,911465,779.746,12731591,,70.015,feathercoin,ftc
1539,2017/07/03,543.68,3.604,34.431,2387721814,1630,,,,1171,,null,1.041,1281,832809,711.21,13000567,,69.743,feathercoin,ftc
1540,2017/07/04,710.844,3.615,36.643,2533469335,1878,,,,1321,,null,1.043,1411,561227,425.513,13863100,,70.132,feathercoin,ftc
1541,2017/07/05,614.236,3.432,38.157,2642609788,1740,,,,1230,,null,1.045,1324,87980,71.538,13759106,,70.064,feathercoin,ftc
1542,2017/07/06,593.317,3.366,37.905,2621490656,1754,,,,1275,,null,1.048,1367,2743349,2255,13446992,,69.665,feathercoin,ftc
1543,2017/07/07,553.439,3.249,35.03,2426532404,1735,,,,1242,,null,1.038,1311,297413,240.146,11912515,,69.638,feathercoin,ftc
1544,2017/07/08,727.029,2.898,43.163,2989048719,1807,,,,1206,,null,1.042,1291,900971,807.004,13152104,,69.806,feathercoin,ftc
1545,2017/07/09,554.599,2.922,44.736,3099853211,1782,,,,1181,,null,1.043,1279,196536,166.499,13760435,,69.985,feathercoin,ftc
1546,2017/07/10,604.059,2.124,35.795,2477782854,1606,,,,994,,null,1.05,1080,288657,290.4,11622312,,69.903,feathercoin,ftc
1547,2017/07/11,517.175,1.783,25.024,1734396365,1211,,,,686,,null,1.04,728,78730,116.726,9385881,,69.663,feathercoin,ftc
1548,2017/07/12,411.862,2.074,22.273,1543578785,1120,,,,651,,7,1.038,705,68921,105.946,9695500,,69.765,feathercoin,ftc
1549,2017/07/13,430.329,2.308,18.821,1302384329,1145,,,,662,,10,1.05,730,111934,169.09,9203428,,69.733,feathercoin,ftc
1550,2017/07/14,422.08,1.962,20.225,1396537771,null,,,,635,,10,1.048,662,41104,64.731,8380830,,69.639,feathercoin,ftc
1551,2017/07/15,401.457,1.827,20.129,1391843573,1071,,,,643,,7,1.04,706,22458,34.927,7725831,,69.567,feathercoin,ftc
1552,2017/07/16,423.649,1.415,22.554,1563226480,1044,,,,626,,6,1.046,693,33387,53.337,6756396,,69.447,feathercoin,ftc
1553,2017/07/17,430.559,1.633,20.108,1393227341,1109,,,,682,,9,1.039,734,30398,44.571,6907978,,69.341,feathercoin,ftc
1554,2017/07/18,463.834,1.79,20.111,1393290181,991,,,,640,,10,1.047,695,110613,172.832,7629587,,69.081,feathercoin,ftc
1555,2017/07/19,457.624,1.984,19.078,1321262546,1165,,,,765,,18,1.039,826,51148,66.867,7963130,,69.108,feathercoin,ftc
1556,2017/07/20,444.436,2.154,18.082,1250381403,1112,,,,686,,3,1.049,737,48774,71.115,8260219,,69.246,feathercoin,ftc
1557,2017/07/21,602.895,1.966,21.559,1487963510,1015,,,,638,,6,1.047,662,60932,95.521,8955485,,69.234,feathercoin,ftc
1558,2017/07/22,422.498,2.344,19.256,1332775126,1071,,,,676,,5,1.043,720,21154,31.293,9532361,,69.219,feathercoin,ftc
1559,2017/07/23,488.64,2.225,21.477,1488529303,1152,,,,714,,17,1.043,761,36725,51.435,10114758,,69.261,feathercoin,ftc
1560,2017/07/24,563.077,2.418,20.75,1436480078,1160,,,,701,,16,1.043,741,130438,186.074,10606980,,69.491,feathercoin,ftc
1561,2017/07/25,448.302,2.111,20.447,1417030051,1054,,,,623,,4,1.04,644,830132,1332,8926074,,69.464,feathercoin,ftc
1562,2017/07/26,406.55,1.858,21.863,1512418739,895,,,,547,,4,1.06,597,15675,28.656,8726409,,69.45,feathercoin,ftc
1563,2017/07/27,453.5,2.011,21.163,1461465964,1042,,,,649,,5,1.034,688,121614,187.387,8905325,,69.345,feathercoin,ftc
1564,2017/07/28,421.438,1.849,22.778,1575045219,1066,,,,705,,4,1.05,717,254914,361.588,8967326,,69.378,feathercoin,ftc
1565,2017/07/29,476.826,1.915,20.638,1427201890,1116,,,,807,,19,1.042,844,18002,22.307,8353708,,69.307,feathercoin,ftc
1566,2017/07/30,430.891,2.035,20.094,1389236799,1284,,,,831,,10,1.04,890,16044,19.307,8628101,,69.28,feathercoin,ftc
1567,2017/07/31,450.318,1.61,23.561,1630114798,1181,,,,726,,14,1.051,742,78192,107.721,8094262,,69.077,feathercoin,ftc
1568,2017/08/01,427.692,1.712,21.771,1503565072,981,,,,625,,4,1.043,683,31880,51.008,7879408,,69.061,feathercoin,ftc
1569,2017/08/02,454.864,1.915,19.996,1382895618,1084,,,,703,,6,1.048,736,41946,59.668,8152340,,68.901,feathercoin,ftc
1570,2017/08/03,459.878,2.086,21.625,1498110636,1309,,,,721,,4,1.05,754,118045,163.724,9633460,,68.789,feathercoin,ftc
1571,2017/08/04,481.906,2.033,23.741,1641369611,1175,,,,706,,3,1.033,748,724322,1026,10127941,,68.801,feathercoin,ftc
1572,2017/08/05,611.466,1.934,24.872,1721940189,1065,,,,665,,1,1.054,712,97630,146.812,10322661,,68.661,feathercoin,ftc
1573,2017/08/06,503.071,2.095,23.004,1593780682,1054,,,,738,,6,1.037,789,595530,815.256,10186553,,68.576,feathercoin,ftc
1574,2017/08/07,447.095,2.126,21.092,1457553475,1053,,,,668,,4,1.047,708,286565,428.99,9540713,,67.979,feathercoin,ftc
1575,2017/08/08,419.421,2.191,20.38,1409473440,1004,,,,602,,12,1.039,628,39931,66.342,9439819,,67.815,feathercoin,ftc
1576,2017/08/09,443.376,2.402,18.042,1247464784,1009,,,,618,,4,1.053,653,44014,71.22,9284244,,67.865,feathercoin,ftc
1577,2017/08/10,447.861,2.445,18.069,1244164809,1053,,,,615,,3,1.056,641,178243,289.826,9462496,,67.7,feathercoin,ftc
1578,2017/08/11,431.688,2.276,20.324,1393867663,1025,,,,610,,5,1.041,633,91804,150.498,9728046,,67.662,feathercoin,ftc
1579,2017/08/12,459.586,2.281,20.18,1392423139,956,,,,603,,7,1.054,623,109061,180.864,9866779,,67.391,feathercoin,ftc
1580,2017/08/13,461.894,2.15,20.935,1441069529,955,,,,563,,8,1.05,585,48891,86.841,9591259,,67.334,feathercoin,ftc
1581,2017/08/14,431.294,2.143,20.345,1393739181,928,,,,579,,13,1.047,586,23885,41.253,9216219,,67.338,feathercoin,ftc
1582,2017/08/15,452.704,2.288,18.183,1254757073,930,,,,567,,7,1.05,590,36493,64.379,8892068,,67.348,feathercoin,ftc
1583,2017/08/16,472.625,2.18,19.788,1370239348,950,,,,596,,4,1.044,627,16026,26.901,9202886,,67.349,feathercoin,ftc
1584,2017/08/17,448.163,2.143,20.129,1395427991,1044,,,,618,,5,1.043,627,21189,34.286,9210961,,67.382,feathercoin,ftc
1585,2017/08/18,414.803,2.142,20.168,1397354836,1029,,,,622,,6,1.04,648,37926,60.975,9193564,,67.623,feathercoin,ftc
1586,2017/08/19,423.007,2.049,20.442,1413320732,992,,,,634,,7,1.046,656,11616,18.344,8943261,,67.612,feathercoin,ftc
1587,2017/08/20,477.317,2.274,19.322,1339405808,999,,,,643,,9,1.043,661,102000,158.666,9380658,,67.391,feathercoin,ftc
1588,2017/08/21,494.51,2.146,21.693,1502047193,1065,,,,650,,16,1.047,660,93916,144.485,9977394,,67.623,feathercoin,ftc
1589,2017/08/22,446.116,2.227,19.864,1374432939,972,,,,581,,29,1.043,607,46444,79.938,9432802,,67.606,feathercoin,ftc
1590,2017/08/23,403.815,2.128,21.021,1448683120,932,,,,549,,19,1.053,560,12025,21.943,9596945,,67.552,feathercoin,ftc
1591,2017/08/24,463.234,2.151,20.468,1408672241,952,,,,565,,2,1.044,569,14464,25.6,9357955,,67.536,feathercoin,ftc
1592,2017/08/25,456.052,2.116,20.53,1407069629,964,,,,564,,2,1.068,570,380546,674.728,9413121,,67.561,feathercoin,ftc
1593,2017/08/26,403.444,2.28,20.002,1367426718,895,,,,566,,4,1.053,587,34758,61.411,9711688,,67.526,feathercoin,ftc
1594,2017/08/27,475.252,2.46,19.583,1348023221,992,,,,585,,2,1.039,584,66084,112.991,10198239,,67.391,feathercoin,ftc
1595,2017/08/28,464.211,2.351,20.256,1387551263,1131,,,,689,,4,1.062,704,220408,319.895,10260808,,67.342,feathercoin,ftc
1596,2017/08/29,614.902,2.465,19.944,1374854995,1112,,,,677,,5,1.044,692,57150,84.508,10484646,,67.499,feathercoin,ftc
1597,2017/08/30,419.575,2.55,19.063,1319035784,1043,,,,659,,4,1.039,685,655986,995.426,10355906,,67.482,feathercoin,ftc
1598,2017/08/31,466.496,2.397,21.635,1497278102,1227,,,,714,,10,1.048,662,706369,989.317,11148229,,67.566,feathercoin,ftc
1599,2017/09/01,509.565,2.613,20.757,1435608723,1325,,,,785,,4,1.043,779,86234,109.864,11597186,,67.614,feathercoin,ftc
1600,2017/09/02,515.372,2.353,22.541,1561728701,1197,,,,723,,4,1.045,717,33680,46.584,11392103,,67.607,feathercoin,ftc
1601,2017/09/03,417.879,2.149,24.119,1655965452,1022,,,,605,,5,1.055,605,43745,72.306,11138048,,67.501,feathercoin,ftc
1602,2017/09/04,447.796,1.955,24.995,1710566907,1037,,,,625,,6,1.055,608,37834,60.534,10469372,,67.497,feathercoin,ftc
1603,2017/09/05,437.785,1.88,24.487,1666852915,1053,,,,572,,4,1.064,565,19554,34.185,9903012,,67.521,feathercoin,ftc
1604,2017/09/06,444.095,1.982,24.709,1685753660,1065,,,,607,,6,1.056,592,178872,294.683,10475939,,67.475,feathercoin,ftc
1605,2017/09/07,422.135,2.083,23.536,1585666875,1089,,,,630,,5,1.071,595,278363,441.846,10512420,,66.918,feathercoin,ftc
1606,2017/09/08,463.233,2.003,23.518,1598348261,907,,,,569,,7,1.071,601,7374,12.963,10195595,,66.909,feathercoin,ftc
1607,2017/09/09,415.972,1.34,31.412,2072707855,699,,,,394,,8,1.152,437,121320,307.918,9516636,,66.919,feathercoin,ftc
1608,2017/09/10,355.915,0.971,36.064,2200377154,499,,,,270,,5,1.394,316,119799,443.708,8854308,,66.62,feathercoin,ftc
1609,2017/09/11,460.557,2.154,22.494,1219269481,878,,,,432,,23,1.145,426,469963,1088,8944065,,66.403,feathercoin,ftc
1610,2017/09/12,460.88,1.954,21.774,1462000902,838,,,,502,,24,1.071,525,457476,911.308,9107690,,66.316,feathercoin,ftc
1611,2017/09/13,460.827,1.724,21.14,1422166262,995,,,,565,,9,1.075,562,130429,230.848,7844145,,66.292,feathercoin,ftc
1612,2017/09/14,619.352,1.623,19.878,1347327165,1029,,,,596,,9,1.052,612,85591,143.609,6848467,,66.292,feathercoin,ftc
1613,2017/09/15,532.652,1.346,19.513,1320124484,1275,,,,808,,6,1.099,796,3974047,4918,5816296,,65.092,feathercoin,ftc
1614,2017/09/16,677.309,1.322,21.152,1429846362,1345,,,,793,,5,1.046,764,1409808,1778,5890528,,64.145,feathercoin,ftc
1615,2017/09/17,643.323,1.159,22.065,1486755630,1047,,,,640,,19,1.111,656,433159,676.81,5703929,,64.097,feathercoin,ftc
1616,2017/09/18,516.788,1.611,23.409,1533226356,1248,,,,631,,66,1.117,568,1120091,1775,8223968,,63.9,feathercoin,ftc
1617,2017/09/19,474.961,1.681,23.725,1552314573,410,,,,658,,16,1.075,632,2162910,3287,8363014,,63.742,feathercoin,ftc
1618,2017/09/20,482.861,1.608,22.316,1487947013,930,,,,583,,4,1.078,581,818461,1404,7693186,,63.11,feathercoin,ftc
1619,2017/09/21,431.527,1.64,20.452,1358166388,914,,,,525,,7,1.098,514,332212,632.784,7292561,,63.061,feathercoin,ftc
1620,2017/09/22,404.307,1.472,21.205,1407984394,804,,,,489,,3,1.09,485,563229,1152,6744580,,63.041,feathercoin,ftc
1621,2017/09/23,399.736,1.672,19.964,1355857741,792,,,,494,,3,1.046,500,406001,821.864,7078460,,62.976,feathercoin,ftc
1622,2017/09/24,553.995,1.56,20.821,1408793634,838,,,,507,,3,1.068,527,314550,620.414,7013094,,62.921,feathercoin,ftc
1623,2017/09/25,419.789,1.501,21.265,1422647474,858,,,,510,,21,1.103,496,249213,488.653,7040243,,62.869,feathercoin,ftc
1624,2017/09/26,414.409,1.644,20.257,1342758148,791,,,,456,,18,1.092,460,198366,435.013,7201915,,62.827,feathercoin,ftc
1625,2017/09/27,424.839,1.847,19.641,1314845403,932,,,,506,,12,1.061,500,230260,455.104,7703985,,62.662,feathercoin,ftc
1626,2017/09/28,438.148,1.805,20.538,1353437981,874,,,,459,,35,1.11,440,81713,178.025,8111064,,62.64,feathercoin,ftc
1627,2017/09/29,603.784,1.644,23.228,1500245458,799,,,,418,,9,1.146,407,275432,658.929,8452816,,62.655,feathercoin,ftc
1628,2017/09/30,406.494,1.754,22.45,1464091002,781,,,,398,,10,1.085,390,438051,1101,8336729,,62.516,feathercoin,ftc
1629,2017/10/01,381.265,1.634,22.836,1512081911,723,,,,394,,2,1.086,396,9200,23.35,8031736,,62.518,feathercoin,ftc
1630,2017/10/02,400.841,1.625,22.301,1476212120,684,,,,393,,3,1.103,386,17516,44.569,7917721,,62.501,feathercoin,ftc
1631,2017/10/03,391.579,1.591,22.061,1470603363,760,,,,437,,4,1.078,443,8645,19.782,7551385,,62.475,feathercoin,ftc
1632,2017/10/04,414.049,1.457,22.785,1497122150,690,,,,367,,5,1.126,361,69895,190.45,7359400,,62.476,feathercoin,ftc
1633,2017/10/05,377.691,1.491,22.041,1441450638,667,,,,368,,2,1.092,364,10673,29.002,7033258,,62.437,feathercoin,ftc
1634,2017/10/06,364.121,1.473,21.096,1367327935,634,,,,381,,4,1.148,399,18156,47.652,6931513,,62.433,feathercoin,ftc
1635,2017/10/07,373.671,1.496,21.851,1408438952,725,,,,403,,4,1.089,406,10857,26.941,6882955,,62.305,feathercoin,ftc
1636,2017/10/08,416.619,1.457,21.647,1411455830,802,,,,457,,4,1.129,457,15099,33.04,6964577,,62.315,feathercoin,ftc
1637,2017/10/09,393.376,1.475,20.393,1342079544,767,,,,455,,6,1.075,460,9622,21.146,6389032,,62.219,feathercoin,ftc
1638,2017/10/10,400.65,1.401,20.415,1367953401,779,,,,478,,5,1.077,469,14875,31.126,6193895,,62.21,feathercoin,ftc
1639,2017/10/11,458.846,1.53,19.033,1279507547,710,,,,417,,2,1.071,421,13403,46.049,6293099,,62.19,feathercoin,ftc
1640,2017/10/12,408.124,1.596,20.155,1339041800,662,,,,400,,4,1.093,412,18737,46.843,7014097,,62.187,feathercoin,ftc
1641,2017/10/13,563.83,1.577,20.748,1387862044,776,,,,435,,4,1.101,427,67434,155.02,7239824,,62.175,feathercoin,ftc
1642,2017/10/14,386.589,1.588,19.353,1288987453,815,,,,450,,6,1.089,447,26273,58.384,6699835,,62.142,feathercoin,ftc
1643,2017/10/15,415.735,1.501,21.365,1428261182,894,,,,520,,5,1.058,509,11653,22.41,6818151,,62.158,feathercoin,ftc
1644,2017/10/16,544.921,1.512,23.137,1542203901,786,,,,476,,2,1.09,454,190160,399.496,7642182,,61.853,feathercoin,ftc
1645,2017/10/17,433.891,1.592,20.271,1333541965,827,,,,478,,6,1.105,458,73805,154.404,7056296,,61.768,feathercoin,ftc
1646,2017/10/18,420.996,1.649,19.044,1265774079,737,,,,456,,3,1.079,456,35033,76.826,6779966,,61.796,feathercoin,ftc
1647,2017/10/19,430.846,1.654,18.911,1272093106,731,,,,470,,5,1.075,470,11643,24.773,6813249,,61.712,feathercoin,ftc
1648,2017/10/20,413.536,1.769,17.701,1193652414,789,,,,473,,5,1.057,486,63474,134.195,6722219,,61.739,feathercoin,ftc
1649,2017/10/21,533.978,1.665,18.357,1253580321,835,,,,524,,9,1.079,514,12710,24.256,6783073,,61.738,feathercoin,ftc
1650,2017/10/22,417.744,1.733,18.703,1259012703,826,,,,488,,4,1.075,492,7889,16.209,7070197,,61.732,feathercoin,ftc
1651,2017/10/23,547.347,1.586,21.988,1454786144,890,,,,532,,8,1.09,501,126701,238.159,7576833,,61.267,feathercoin,ftc
1652,2017/10/24,587.685,1.732,20.726,1357468303,843,,,,499,,8,1.096,447,70549,141.381,7764496,,61.346,feathercoin,ftc
1653,2017/10/25,587.444,1.75,20.485,1343680665,789,,,,493,,8,1.092,495,26919,54.709,7730416,,61.289,feathercoin,ftc
1654,2017/10/26,468.868,1.826,19.838,1298988925,817,,,,501,,6,1.136,516,449747,897.699,8126137,,61.005,feathercoin,ftc
1655,2017/10/27,450.555,1.756,22.664,1466803168,799,,,,564,,4,1.11,584,29664,52.596,8628760,,61.009,feathercoin,ftc
1656,2017/10/28,555.9,1.814,27.129,1771945124,null,,,,759,,16,1.095,730,91170,120.118,10623707,,null,feathercoin,ftc
1657,2017/10/29,1156,2.055,44.031,2919716332,null,,,,1315,,74,1.054,1115,792613,602.748,19085737,,null,feathercoin,ftc
1658,2017/10/30,754.861,2.385,33.078,2196528243,null,,,,907,,39,1.07,813,475281,524.014,16916746,,null,feathercoin,ftc
1659,2017/10/31,757.52,2.084,50.815,3413134010,null,,,,1423,,43,1.103,1194,597539,419.915,23675780,,60.921,feathercoin,ftc
1660,2017/11/01,665.54,2.151,55.121,3684458115,null,,,,1303,,54,1.054,1113,324261,248.857,25229936,,60.902,feathercoin,ftc
1661,2017/11/02,827.795,2.063,39.995,2647609175,null,,,,898,,34,1.103,799,141259,157.304,18210257,,60.884,feathercoin,ftc
1662,2017/11/03,556.576,2.216,35.671,2396111712,null,,,,848,,27,1.083,781,64344,75.877,17376416,,60.865,feathercoin,ftc
1663,2017/11/04,494.278,2.004,46.751,3097031756,null,,,,731,,28,1.066,676,166701,228.045,20073411,,60.847,feathercoin,ftc
1664,2017/11/05,495.836,2.06,46.81,3094417496,null,,,,661,,26,1.108,603,60048,90.844,21355508,,60.828,feathercoin,ftc
1665,2017/11/06,434.673,2.122,44.925,2944650126,null,,,,595,,8,1.103,570,44299,74.452,20845657,,60.81,feathercoin,ftc
1666,2017/11/07,460.012,2.059,42.539,2802027608,1105,,,,624,,10,1.116,578,136041,218.015,19490794,,62.485,feathercoin,ftc
1667,2017/11/08,471.562,2.149,43.943,2858017723,990,,,,596,,16,1.094,565,115829,194.345,20349982,,62.253,feathercoin,ftc
1668,2017/11/09,567.474,2.419,39.553,2556481359,949,,,,582,,13,1.12,572,42933,73.769,20964735,,62.198,feathercoin,ftc
1669,2017/11/10,573.844,2.184,41.317,2748113217,1046,,,,710,,13,1.07,683,116765,164.495,19452617,,62.205,feathercoin,ftc
1670,2017/11/11,742.685,1.882,41.423,2815337880,1275,,,,819,,19,1.087,818,33581,41.002,17451804,,62.286,feathercoin,ftc
1671,2017/11/12,732.619,2.236,33.12,2233384748,1467,,,,962,,9,1.047,912,61008,63.418,15841068,,62.285,feathercoin,ftc
1672,2017/11/13,680.081,2.479,31.195,2152144575,1431,,,,963,,12,1.044,942,32520,33.777,16893020,,62.27,feathercoin,ftc
1673,2017/11/14,1766,2.275,34.964,2413588530,1484,,,,1033,,7,1.046,1029,72913,70.584,17410226,,62.247,feathercoin,ftc
1674,2017/11/15,2807,2.516,35.975,2488523390,1583,,,,1083,,5,1.043,1074,98099,90.58,19812558,,62.162,feathercoin,ftc
1675,2017/11/16,1328,2.362,41.835,2889809060,1676,,,,1116,,11,1.051,1152,249096,223.205,21770363,,62.335,feathercoin,ftc
1676,2017/11/17,761.807,2.22,46.001,3176202324,1462,,,,946,,14,1.047,1025,44450,46.988,22405196,,62.305,feathercoin,ftc
1677,2017/11/18,656.422,2.333,42.772,2924977990,1292,,,,796,,4,1.069,881,21920,27.538,22154989,,62.288,feathercoin,ftc
1678,2017/11/19,774.356,2.32,48.181,3267001210,1304,,,,821,,7,1.06,862,116501,141.901,24397411,,62.329,feathercoin,ftc
1679,2017/11/20,1114,2.391,68.172,4600101707,2319,,,,1453,,98,1.075,1268,552996,380.589,35900761,,62.471,feathercoin,ftc
1680,2017/11/21,1816,2.705,80.377,5437775589,3255,,,,1950,,61,1.064,1670,1124181,579.981,47509771,,62.674,feathercoin,ftc
1681,2017/11/22,1136,2.593,80.08,5463010207,2293,,,,1302,,38,1.065,1230,336913,258.766,45857783,,62.664,feathercoin,ftc
1682,2017/11/23,1438,2.902,63.363,4305665938,2358,,,,1150,,30,1.056,1105,102608,89.224,40112620,,62.659,feathercoin,ftc
1683,2017/11/24,1688,2.939,57.673,3852410848,1969,,,,955,,15,1.096,900,190607,199.697,37734066,,62.68,feathercoin,ftc
1684,2017/11/25,730.212,3.214,61.899,4180822504,2064,,,,1001,,24,1.056,1030,69567,69.498,43169306,,62.665,feathercoin,ftc
1685,2017/11/26,677.065,3.101,60.255,4099868390,1648,,,,987,,16,1.071,1023,94751,96.382,41460885,,62.64,feathercoin,ftc
1686,2017/11/27,680.204,3.313,58.265,3892380637,1504,,,,939,,8,1.094,913,117502,125.136,42972265,,62.568,feathercoin,ftc
1687,2017/11/28,1029,3.238,73.665,4981969942,2027,,,,1318,,25,1.054,1231,248932,188.889,51790519,,62.611,feathercoin,ftc
1688,2017/11/29,1006,3.172,85.286,5720911621,2205,,,,1310,,11,1.084,1175,507838,387.691,59929732,,62.851,feathercoin,ftc
1689,2017/11/30,982.676,3.211,66.773,4504686154,2113,,,,1329,,9,1.065,1290,322475,242.749,46940976,,62.973,feathercoin,ftc
1690,2017/12/01,995.978,3.087,71.679,4854179419,3157,,,,1114,,10,1.071,1115,147538,132.44,48906486,,62.952,feathercoin,ftc
1691,2017/12/02,802.107,3.052,77.149,5254136179,1971,,,,1255,,35,1.056,1290,192568,153.441,51663429,,62.912,feathercoin,ftc
1692,2017/12/03,921.284,3.343,71.309,4847809401,1938,,,,1260,,13,1.051,1248,111433,88.458,51961047,,62.892,feathercoin,ftc
1693,2017/12/04,928.341,3.521,73.839,4948870579,1974,,,,1233,,25,1.098,1168,408562,331.356,58398313,,62.875,feathercoin,ftc
1694,2017/12/05,986.876,3.761,77.221,5257337501,2104,,,,1336,,19,1.044,1311,550891,412.343,63019940,,62.841,feathercoin,ftc
1695,2017/12/06,991.938,4.222,62.61,4272846799,2026,,,,1219,,4,1.066,1219,217832,178.724,58708353,,62.826,feathercoin,ftc
1696,2017/12/07,993.091,4.262,60.751,4194627253,2111,,,,1219,,13,1.037,1215,153592,125.998,56601349,,62.812,feathercoin,ftc
1697,2017/12/08,920.82,3.273,72.444,5018440702,2025,,,,1118,,8,1.048,1088,604271,540.492,52590565,,62.509,feathercoin,ftc
1698,2017/12/09,874.053,3.375,69.117,4786199739,1937,,,,1175,,4,1.049,1189,133409,113.578,51768572,,62.46,feathercoin,ftc
1699,2017/12/10,903.272,3.293,76.389,5278287693,2114,,,,1272,,16,1.04,1223,649102,510.301,55280752,,62.501,feathercoin,ftc
1700,2017/12/11,809.539,3.383,84.902,5884799698,2237,,,,1292,,9,1.039,1228,410504,317.736,63254610,,62.361,feathercoin,ftc
1701,2017/12/12,911.934,3.273,96.561,6646382149,2246,,,,1410,,16,1.06,1315,573731,406.901,70555674,,62.622,feathercoin,ftc
1702,2017/12/13,986.32,3.412,99.249,6868703275,2737,,,,1670,,11,1.034,1568,321861,192.731,74159547,,62.523,feathercoin,ftc
1703,2017/12/14,887.943,3.573,98.903,6844732384,2324,,,,1373,,28,1.053,1272,900137,655.612,78785576,,62.701,feathercoin,ftc
1704,2017/12/15,693.464,3.626,96.274,6606948986,1945,,,,1147,,6,1.055,1112,324025,282.498,77379014,,62.688,feathercoin,ftc
1705,2017/12/16,756.394,3.528,98.879,6826452968,1965,,,,1120,,14,1.041,1079,140388,125.346,76804530,,62.683,feathercoin,ftc
1706,2017/12/17,656.558,3.36,99.762,6864417944,1893,,,,1010,,6,1.068,988,237710,235.357,75483238,,62.709,feathercoin,ftc
1707,2017/12/18,866.042,3.732,95.445,6484195752,1783,,,,1035,,10,1.055,1030,251565,243.074,78250025,,62.773,feathercoin,ftc
1708,2017/12/19,882.459,4.073,91.359,6299404558,1956,,,,1100,,18,1.037,1069,1728979,1572,81550582,,62.629,feathercoin,ftc
1709,2017/12/20,966.515,3.947,84.399,5829677767,1789,,,,1083,,10,1.06,1028,159287,147.079,74818461,,62.625,feathercoin,ftc
1710,2017/12/21,731.244,3.983,84.204,5716205616,1784,,,,1077,,12,1.064,995,1498565,1392,74340848,,62.569,feathercoin,ftc
1711,2017/12/22,672.112,3.494,78.337,5393737679,1733,,,,1126,,8,1.04,1035,257110,228.339,60123834,,62.639,feathercoin,ftc
1712,2017/12/23,701.032,3.839,77.209,5344049478,1999,,,,1126,,7,1.044,1086,307585,273.166,65766396,,62.601,feathercoin,ftc
1713,2017/12/24,642.326,3.363,83.491,5759021606,1722,,,,964,,7,1.052,961,202248,209.804,62508234,,62.59,feathercoin,ftc
1714,2017/12/25,955.327,3.826,87.468,5954354930,1836,,,,1034,,6,1.066,941,2767262,2676,74580548,,62.778,feathercoin,ftc
1715,2017/12/26,679.901,3.943,88.078,6054382609,1900,,,,1010,,15,1.043,947,295861,292.932,76546601,,62.711,feathercoin,ftc
1716,2017/12/27,732.598,3.67,89.031,6117867453,1738,,,,942,,11,1.061,868,1355570,1439,73226098,,62.865,feathercoin,ftc
1717,2017/12/28,704.554,3.692,84.907,5740725247,1789,,,,971,,9,1.059,945,303557,312.624,68990888,,62.852,feathercoin,ftc
1718,2017/12/29,654.36,3.827,86.909,5969534306,1680,,,,958,,3,1.055,910,132975,139.539,74132202,,62.707,feathercoin,ftc
1719,2017/12/30,695.043,3.543,78.939,5413049716,2034,,,,1068,,8,1.057,1080,98935,92.649,62386881,,62.686,feathercoin,ftc
1720,2017/12/31,683.23,3.571,82.372,5670542203,1740,,,,963,,13,1.05,968,378393,392.932,65408498,,62.757,feathercoin,ftc
1721,2018/01/01,690.542,3.487,86.763,5944477655,1942,,,,1048,,19,1.06,1032,65669,62.661,67618186,,62.747,feathercoin,ftc
1722,2018/01/02,789.023,3.982,79.75,5344288630,1894,,,,1032,,18,1.088,977,312129,302.451,71268646,,62.741,feathercoin,ftc
1723,2018/01/03,770.215,4.61,73.387,4999268795,1891,,,,1067,,10,1.056,1054,147643,138.372,75002831,,62.747,feathercoin,ftc
1724,2018/01/04,933.52,4.663,101.816,6869629688,2403,,,,1281,,13,1.062,1115,931912,727.488,104807200,,62.816,feathercoin,ftc
1725,2018/01/05,697.866,4.952,91.065,6235282027,1910,,,,1058,,15,1.056,1013,1860359,1758,100395396,,62.503,feathercoin,ftc
1726,2018/01/06,609.893,4.986,89.148,6108263678,1778,,,,979,,13,1.06,953,1484751,1517,99579349,,62.768,feathercoin,ftc
