,date,transactions,block_size,sent_addresses,av_transaction_size,median_transaction_size,median_transaction_value,av_transaction_value,top_100_percent,send_usd,active_addresses,confirmation_time,hashrate,difficulty,market_cap,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
1217,2012/05/04,13937397null,39016966.825null,166491003null,,,,403.724nullnull,,5691706nullnull,226781546null,,,15085901.264null,45409728nullnull,,,,,paycoin,paycoin
1218,2012/05/05,12831414null,34066648.59null,152091032null,,,,466.799nullnull,,6067456nullnull,200171569null,,,15085901.262null,45307139nullnull,,,,,paycoin,paycoin
1219,2012/05/06,10986422null,34626556.666null,141081120null,,,,295.518nullnull,,3295020nullnull,221981451null,,,15085901.262null,45274342nullnull,,,,,paycoin,paycoin
1220,2012/05/07,18077495null,47573693.395null,191541198null,,,,605.214nullnull,,11043335nullnull,256521614null,,,15085901.262null,45238497nullnull,,,,,paycoin,paycoin
1221,2012/05/08,17543508null,44137604.446null,184951254null,,,,1113nullnull,,19717500nullnull,237861698null,,,15085901.236null,45403872nullnull,,,,,paycoin,paycoin
1222,2012/05/09,17079532null,47735629.106null,191911270null,,,,687.197nullnull,,11850719nullnull,248251737null,,,16060141.171null,45252244nullnull,,,,,paycoin,paycoin
1223,2012/05/10,11653507null,41691635.137null,151671247null,,,,502.224nullnull,,5917199nullnull,204171713null,,,17332081.171null,44468986nullnull,,,,,paycoin,paycoin
1224,2012/05/11,18918521null,59536708.825null,199971253null,,,,394.36nullnull,,7516889nullnull,261371672null,,,17332081.171null,44050308nullnull,,,,,paycoin,paycoin
1225,2012/05/12,18198460null,61767759.171null,179291158null,,,,862.978nullnull,,15814943nullnull,227491540null,,,17332081.165null,44475700nullnull,,,,,paycoin,paycoin
1226,2012/05/13,14597502null,45873619.047null,158701213null,,,,503.68nullnull,,7422726nullnull,207041693null,,,17332081.163null,44433250nullnull,,,,,paycoin,paycoin
1227,2012/05/14,28210548null,89490691.831null,266611303null,,,,403.902nullnull,,11450230nullnull,324141915null,,,17332081.163null,44814895nullnull,,,,,paycoin,paycoin
1228,2012/05/15,22105488null,77261633.384null,214371146null,,,,844.953nullnull,,18787528nullnull,271631764null,,,17332081.161null,45303808nullnull,,,,,paycoin,paycoin
1229,2012/05/16,17957505null,70625666.5null,191891161null,,,,961.183nullnull,,17376275nullnull,255411586null,,,17332081.156null,45648650nullnull,,,,,paycoin,paycoin
1230,2012/05/17,16819600null,67869752.042null,172671269null,,,,1038nullnull,,17576928nullnull,225691735null,,,17332081.156null,45957367nullnull,,,,,paycoin,paycoin
1231,2012/05/18,24336595null,755961012null,207961178null,,,,390.029nullnull,,9548311nullnull,261611611null,,,17332081.156null,46118755nullnull,,,,,paycoin,paycoin
1232,2012/05/19,35255538null,104530686.538null,257311204null,,,,176.903nullnull,,6263069nullnull,316041580null,,,17332081.129null,46183801nullnull,,,,,paycoin,paycoin
1233,2012/05/20,31322657null,99269573.667null,236121409null,,,,326.448nullnull,,10270045nullnull,295401878null,,,17332080.979null,46150410nullnull,,,,,paycoin,paycoin
1234,2012/05/21,31478704null,110218822.87null,240941490null,,,,615.195nullnull,,19442637nullnull,303552021null,,,17332080.979null,46147533nullnull,,,,,paycoin,paycoin
1235,2012/05/22,23365662null,90642604.519null,211761517null,,,,880.986nullnull,,20685550nullnull,275162055null,,,17332080.979null,46173595nullnull,,,,,paycoin,paycoin
1236,2012/05/23,27302686null,93793715.463null,228421515null,,,,335.903nullnull,,9214491nullnull,296161971null,,,17332081.053null,46383407nullnull,,,,,paycoin,paycoin
1237,2012/05/24,26464674null,94460671.505null,220321479null,,,,216.523nullnull,,5757136nullnull,280671920null,,,16990961.064null,46508986nullnull,,,,,paycoin,paycoin
1238,2012/05/25,28878774null,104320591.318null,232871608null,,,,430.419nullnull,,12481721nullnull,301122159null,,,15910751.064null,46567675nullnull,,,,,paycoin,paycoin
1239,2012/05/26,23137640null,70946774.728null,197451309null,,,,1059nullnull,,24652137nullnull,256501827null,,,15910751.159null,46391484nullnull,,,,,paycoin,paycoin
1240,2012/05/27,26288658null,72716826.456null,205961352null,,,,390.031nullnull,,10315147nullnull,262951765null,,,15910751.193null,46532848nullnull,,,,,paycoin,paycoin
1241,2012/05/28,29746684null,93271851.306null,230361387null,,,,365.797nullnull,,10932955nullnull,295941923null,,,15910751.193null,46681877nullnull,,,,,paycoin,paycoin
1242,2012/05/29,29690683null,1054781008null,251141320null,,,,545.746nullnull,,16271953nullnull,342681770null,,,15910751.193null,46828270nullnull,,,,,paycoin,paycoin
1243,2012/05/30,25449596null,88056751.128null,218671324null,,,,479.353nullnull,,12261857nullnull,285481848null,,,15910751.066null,46838004nullnull,,,,,paycoin,paycoin
1244,2012/05/31,20875628null,688261128null,215251326null,,,,1174nullnull,,24675913nullnull,284111852null,,,15910751.036null,47008999nullnull,,,,,paycoin,paycoin
1245,2012/06/01,26917434null,79468551.764null,223761088null,,,,573.098nullnull,,15513187nullnull,290591647null,,,15910751.036null,47772937nullnull,,,,,paycoin,paycoin
1246,2012/06/02,12640602null,36148716.242null,150421400null,,,,815.262nullnull,,10435359nullnull,205671909null,,,15910751.034null,48036312nullnull,,,,,paycoin,paycoin
1247,2012/06/03,33448608null,95880653.321null,249971269null,,,,268.139nullnull,,9009740nullnull,303921642null,,,15910751.03null,47755411nullnull,,,,,paycoin,paycoin
1248,2012/06/04,45783547null,130169681.455null,323331239null,,,,529.294nullnull,,24314697nullnull,415731708null,,,15910751.03null,47945780nullnull,,,,,paycoin,paycoin
1249,2012/06/05,44217587null,1280771102null,331961420null,,,,546.275nullnull,,24234952nullnull,409662104null,,,15910751.03null,48992775nullnull,,,,,paycoin,paycoin
1250,2012/06/06,15784595null,47759807.683null,179171526null,,,,855.582nullnull,,13635404nullnull,241622019null,,,15910751.065null,49921219nullnull,,,,,paycoin,paycoin
1251,2012/06/07,33064519null,104436560.043null,257831335null,,,,805.067nullnull,,26730650nullnull,353851663null,,,15892571.071null,50691589nullnull,,,,,paycoin,paycoin
1252,2012/06/08,23756595null,78306563.993null,208841554null,,,,1281nullnull,,30616718nullnull,282662022null,,,15831781.071null,51484984nullnull,,,,,paycoin,paycoin
1253,2012/06/09,32879610null,84899535.219null,239601402null,,,,234.649nullnull,,7755161nullnull,315391803null,,,15831781.097null,51383611nullnull,,,,,paycoin,paycoin
1254,2012/06/10,40555584null,102631684.558null,270831287null,,,,444.726nullnull,,18109705nullnull,338331908null,,,15831781.122null,50675075nullnull,,,,,paycoin,paycoin
1255,2012/06/11,32391580null,100591613.002null,247771291null,,,,515.474nullnull,,16768873nullnull,326081819null,,,15831781.122null,50788634nullnull,,,,,paycoin,paycoin
1256,2012/06/12,18087569null,58803690.131null,166811300null,,,,799.263nullnull,,14580957nullnull,234931678null,,,15831781.122null,51987295nullnull,,,,,paycoin,paycoin
1257,2012/06/13,56644631null,161051671.683null,370901386null,,,,248.836nullnull,,14132411nullnull,467342050null,,,15831781.117null,53707538nullnull,,,,,paycoin,paycoin
1258,2012/06/14,61782616null,179319560.652null,384871334null,,,,463.345nullnull,,28698663nullnull,496461775null,,,15831781.117null,54783971nullnull,,,,,paycoin,paycoin
1259,2012/06/15,54827689null,154174709.792null,366691458null,,,,391.926nullnull,,21550438nullnull,490872045null,,,15831781.117null,57466049nullnull,,,,,paycoin,paycoin
1260,2012/06/16,43126551null,125257729.993null,311771261null,,,,580.078nullnull,,25106942nullnull,393471718null,,,15831781.163null,59574711nullnull,,,,,paycoin,paycoin
1261,2012/06/17,43745524null,114005554.059null,312321248null,,,,202.101nullnull,,8874068nullnull,393561656null,,,15831781.185null,58296262nullnull,,,,,paycoin,paycoin
1262,2012/06/18,38896558null,99762533.817null,302561308null,,,,401.692nullnull,,15694526nullnull,376041724null,,,15831781.185null,57873603nullnull,,,,,paycoin,paycoin
1263,2012/06/19,35815565null,112799612.601null,267551254null,,,,376.129nullnull,,13526367nullnull,355471679null,,,15831781.182null,59311750nullnull,,,,,paycoin,paycoin
1264,2012/06/20,32101599null,105181576.789null,241321298null,,,,348.855nullnull,,11249185nullnull,322671709null,,,16247111.143null,61027243nullnull,,,,,paycoin,paycoin
1265,2012/06/21,26646609null,92607541.345null,221181340null,,,,259.103nullnull,,6939284nullnull,297121730null,,,17265671.143null,61915964nullnull,,,,,paycoin,paycoin
1266,2012/06/22,23427728null,80592864.859null,218521543null,,,,636.784nullnull,,15005817nullnull,292302326null,,,17265671.143null,61394284nullnull,,,,,paycoin,paycoin
1267,2012/06/23,22139665null,64139705.464null,216981527null,,,,877.289nullnull,,19566183nullnull,302582354null,,,17265671.17null,60271402nullnull,,,,,paycoin,paycoin
1268,2012/06/24,22261674null,78239486.623null,212461657null,,,,540.007nullnull,,12091843nullnull,285032088null,,,17265671.181null,59405022nullnull,,,,,paycoin,paycoin
1269,2012/06/25,28559753null,83030873.197null,254701786null,,,,399.135nullnull,,11460370nullnull,339772666null,,,17265671.249null,58871501nullnull,,,,,paycoin,paycoin
1270,2012/06/26,30086646null,88470680.646null,277011502null,,,,362.181nullnull,,10950545nullnull,359992195null,,,17265671.642null,59359510nullnull,,,,,paycoin,paycoin
1271,2012/06/27,30712669null,82729786.862null,294421448null,,,,420.273nullnull,,12975935nullnull,390991880null,,,17265671.642null,61067661nullnull,,,,,paycoin,paycoin
1272,2012/06/28,26385668null,85385624.044null,249331567null,,,,866.478nullnull,,22980728nullnull,327292179null,,,17265671.668null,61807569nullnull,,,,,paycoin,paycoin
1273,2012/06/29,22731557null,65558671.911null,251021356null,,,,729.469nullnull,,16688056nullnull,331152087null,,,17265671.875null,61867521nullnull,,,,,paycoin,paycoin
1274,2012/06/30,22486462null,720621233null,242411189null,,,,409.603nullnull,,9264408nullnull,319291632null,,,17265671.875null,62308674nullnull,,,,,paycoin,paycoin
1275,2012/07/01,19134638null,56599753.345null,222071460null,,,,462.787nullnull,,8920691nullnull,317002052null,,,17265671.875null,62254399nullnull,,,,,paycoin,paycoin
1276,2012/07/02,24995561null,68526583.538null,277721347null,,,,314.447nullnull,,7907411nullnull,365881940null,,,17265672.096null,62494074nullnull,,,,,paycoin,paycoin
1277,2012/07/03,22507868null,603771117null,254041666null,,,,417.369nullnull,,9460498nullnull,346992417null,,,17265672.1null,61841873nullnull,,,,,paycoin,paycoin
1278,2012/07/04,23014883null,675161136null,230841878null,,,,635.589nullnull,,14722780nullnull,316352602null,,,17398402.1null,60723861nullnull,,,,,paycoin,paycoin
1279,2012/07/05,21499773null,677321289null,208101742null,,,,611.916nullnull,,13243690nullnull,279232279null,,,17514552.432null,61803902nullnull,,,,,paycoin,paycoin
1280,2012/07/06,23761736null,680781248null,216391758null,,,,382.489nullnull,,9147599nullnull,293492417null,,,17514552.44null,62499475nullnull,,,,,paycoin,paycoin
1281,2012/07/07,25449913null,639621220null,247182029null,,,,1082nullnull,,27727072nullnull,309402791null,,,17514552.844null,63227078nullnull,,,,,paycoin,paycoin
1282,2012/07/08,206461191null,591821723null,205292503null,,,,267.024nullnull,,5553827nullnull,279133698null,,,17514553.402null,63748376nullnull,,,,,paycoin,paycoin
1283,2012/07/09,249661151null,671221325null,243092427null,,,,583.916nullnull,,14673227nullnull,322823692null,,,17514554.061null,64985588nullnull,,,,,paycoin,paycoin
1284,2012/07/10,34930885null,1016641214null,292961849null,,,,438.516nullnull,,15383149nullnull,370312527null,,,17514555.798null,66964927nullnull,,,,,paycoin,paycoin
1285,2012/07/11,31116679null,103152734.953null,266881575null,,,,263.653nullnull,,8239161nullnull,353532108null,,,17514555.798null,67622870nullnull,,,,,paycoin,paycoin
1286,2012/07/12,24153638null,71257741.06null,257401451null,,,,425.769nullnull,,10347469nullnull,342321890null,,,17514555.798null,70428154nullnull,,,,,paycoin,paycoin
1287,2012/07/13,24393697null,707171026null,229991524null,,,,772.4887.262null,,189692228823null,313632072null,,,17514555.88null,72457986278442null,,,,,paycoin,paycoin
1288,2012/07/14,22626696null,61443757.957null,228301606null,,,,819.3212.92null,,186698793781null,298992100null,,,17514555.882null,71526782322251null,,,,,paycoin,paycoin
1289,2012/07/15,26205774null,81670770.539null,232291724null,,,,390.2875.317null,,102821107561null,303832262null,,,17514555.882null,71686586328992null,,,,,paycoin,paycoin
1290,2012/07/16,31229989null,943101607null,290041913null,,,,542.2885.795null,,170164679151null,368012706null,,,17514556.042null,76560554399041null,,,,,paycoin,paycoin
1291,2012/07/17,350291144null,912801397null,313952171null,,,,620.2759.087null,,2183430116384null,402663017null,,,17948906.171null,81914572490280null,,,,,paycoin,paycoin
1292,2012/07/18,32433947null,974581030null,262151915null,,,,437.44210.893null,,1425534517473null,342872628null,,,18663916.171null,84878858445062null,,,,,paycoin,paycoin
1293,2012/07/19,30900958null,107218896.865null,261491891null,,,,353.7977.903null,,1098008012470null,363092608null,,,18663916.377null,85280134434487null,,,,,paycoin,paycoin
1294,2012/07/20,36646860null,111117873.717null,288631744null,,,,387.5397.908null,,1425910711585null,361172347null,,,18663916.688null,82541429461426null,,,,,paycoin,paycoin
1295,2012/07/21,34452797null,105366800.679null,281551719null,,,,597.146.148null,,206568788883null,355782190null,,,18663916.688null,82675790449380null,,,,,paycoin,paycoin
1296,2012/07/22,34705685null,91723818.469null,310111564null,,,,423.1274.088null,,147502225212null,389552074null,,,18663916.746null,82087261422779null,,,,,paycoin,paycoin
1297,2012/07/23,325571012null,976521003null,320661959null,,,,558.2355.931null,,182531529804null,420382874null,,,18663917.146null,80297476429065null,,,,,paycoin,paycoin
1298,2012/07/24,282081156null,76531964.928null,271192161null,,,,523.3994.056null,,148483197512null,384152695null,,,18663917.146null,81156123441302null,,,,,paycoin,paycoin
1299,2012/07/25,271671049null,716031536null,240612086null,,,,322.786.866null,,882062111864null,315582986null,,,18663917.279null,82670476411733null,,,,,paycoin,paycoin
1300,2012/07/26,30538682null,78997835.089null,237591491null,,,,665.7798.671null,,2044406110492null,308422495null,,,18663918.368null,84413746417358null,,,,,paycoin,paycoin
1301,2012/07/27,269771036null,628351109null,249872029null,,,,711.8199.378null,,1932943715868null,322932870null,,,18663918.368null,84965961477067null,,,,,paycoin,paycoin
1302,2012/07/28,35077845null,94103904.529null,299241754null,,,,437.8945.469null,,154270168166null,386272407null,,,18663918.368null,84988315474304null,,,,,paycoin,paycoin
1303,2012/07/29,34317997null,883291132null,264281995null,,,,281.0787.767null,,969240812862null,359782720null,,,18663918.794null,84149085485060null,,,,,paycoin,paycoin
1304,2012/07/30,34219963null,894731357null,278612054null,,,,251.26818.387null,,864237131441null,361892706null,,,19505648.88null,85226705536406null,,,,,paycoin,paycoin
1305,2012/07/31,413771442null,1373019121null,438162476null,,,,658.85429.445null,,2734705260391null,587764785null,,,20366718.88null,88277568566526null,,,,,paycoin,paycoin
1306,2012/08/01,304041735null,988841477null,305232725null,,,,701.255nullnull,,21414939nullnull,407223580null,,,203667110.146null,90597522nullnull,,,,,paycoin,paycoin
1307,2012/08/02,330461263null,870351333null,314852263null,,,,539.49916.346null,,1791731530828null,421263099null,,,203667110.431null,96340673558717null,,,,,paycoin,paycoin
1308,2012/08/03,27618932null,729271347null,277511852null,,,,553.13634.725null,,1536612852122null,363622471null,,,203667110.431null,103674301514956null,,,,,paycoin,paycoin
1309,2012/08/04,288541028null,814883100null,265971886null,,,,532.09372.486null,,15436013113005null,358833121null,,,203667110.487null,105534793473868null,,,,,paycoin,paycoin
1310,2012/08/05,331441347null,983121853null,286112161null,,,,646.36235.851null,,2151287965893null,378403753null,,,203667110.58null,105092822440108null,,,,,paycoin,paycoin
1311,2012/08/06,35260711null,1021861029null,330551511null,,,,610.11820.788null,,2159818524821null,423492331null,,,203667110.58null,104548357450463null,,,,,paycoin,paycoin
1312,2012/08/07,29439606null,71157871.641null,308891349null,,,,726.67113.452null,,2151163114151null,391701835null,,,203667110.58null,105996717499413null,,,,,paycoin,paycoin
1313,2012/08/08,40002753null,99287822.992null,377021584null,,,,456.58312.742null,,1834004216182null,519602310null,,,203667110.174null,106787344525916null,,,,,paycoin,paycoin
1314,2012/08/09,29772748null,76925839.372null,289011645null,,,,534.6052.881null,,160071413826null,403822425null,,,20366718.833null,106900949486376null,,,,,paycoin,paycoin
1315,2012/08/10,28219616null,73710772.121null,290061462null,,,,665.91512.01null,,1889535114124null,386092235null,,,20366718.833null,109053306478226null,,,,,paycoin,paycoin
1316,2012/08/11,32971680null,77927790.494null,288611535null,,,,544.0845.62null,,180304067132null,384082163null,,,20366718.833null,111185576474892null,,,,,paycoin,paycoin
1317,2012/08/12,344771057null,883951208null,301131912null,,,,537.34310.49null,,1861140917234null,390642713null,,,21142538.887null,111886769481898null,,,,,paycoin,paycoin
1318,2012/08/13,48712746null,1274741118null,377231637null,,,,453.58731.212null,,2216769341324null,485902272null,,,21908668.909null,114531032465793null,,,,,paycoin,paycoin
1319,2012/08/14,34349637null,94840857.463null,314021486null,,,,530.49134.948null,,1830511942636null,428732076null,,,21908668.909null,117368103439198null,,,,,paycoin,paycoin
1320,2012/08/15,52802833null,144034930.824null,357051736null,,,,427.77112.338null,,2265859317866null,504062384null,,,21908668.96null,123341861382223null,,,,,paycoin,paycoin
1321,2012/08/16,46323946null,1278161011null,456911761null,,,,595.12354.375null,,2765952180475null,617062451null,,,21908669.083null,129804241378612null,,,,,paycoin,paycoin
1322,2012/08/17,40416682null,126018782.462null,420951514null,,,,855.84121.371null,,3470777326329null,567612321null,,,21908669.083null,121523825436852null,,,,,paycoin,paycoin
1323,2012/08/18,37011616null,100598732.02null,381771402null,,,,676.56811.927null,,2514262813358null,516081950null,,,21908669.083null,113812820447741null,,,,,paycoin,paycoin
1324,2012/08/19,367691096null,1000941190null,330161937null,,,,156912.89null,,5797512321345null,581262650null,,,21908668.754null,95226001381744null,,,,,paycoin,paycoin
1325,2012/08/20,35663839null,91600824.618null,321661767null,,,,24216.158null,,867551048904null,474122616null,,,21908668.492null,88113350367134null,,,,,paycoin,paycoin
1326,2012/08/21,42242824null,98937799.253null,395411694null,,,,12892.741null,,546611303840null,543942349null,,,21908668.492null,97328157370704null,,,,,paycoin,paycoin
1327,2012/08/22,37718660null,100290786.169null,365151365null,,,,20174.653null,,764053345277null,495221880null,,,21908668.492null,96179738388601null,,,,,paycoin,paycoin
1328,2012/08/23,31653630null,77018886.125null,331461496null,,,,237744.033null,,7561879253368null,437462134null,,,21908668.172null,96735696396848null,,,,,paycoin,paycoin
1329,2012/08/24,32127664null,87551750.051null,332711537null,,,,354613.545null,,11443668617025null,450292339null,,,21908668.144null,101116067390215null,,,,,paycoin,paycoin
1330,2012/08/25,333011212null,98778790.779null,276522131null,,,,13882.425null,,464053794511null,366102765null,,,24207338.144null,103265106395840null,,,,,paycoin,paycoin
1331,2012/08/26,29341706null,68226631.042null,259571572null,,,,119412.489null,,3523668416224null,347022138null,,,24406438.54null,103759184397618null,,,,,paycoin,paycoin
1332,2012/08/27,329511225null,950691146null,291662060null,,,,20533.907null,,679568976978null,384463173null,,,24406438.81null,105469933391732null,,,,,paycoin,paycoin
1333,2012/08/28,29687758null,83525812.119null,291541576null,,,,24914.073null,,743392465242null,399142268null,,,24406438.81null,107312049387437null,,,,,paycoin,paycoin
1334,2012/08/29,340411048null,81746910.858null,305901979null,,,,46924.38null,,1605083427332null,393722596null,,,24406438.789null,107134326397526null,,,,,paycoin,paycoin
1335,2012/08/30,33760977null,91435925.353null,270091867null,,,,36813.896null,,1248279336089null,341062652null,,,24406438.568null,105837836387897null,,,,,paycoin,paycoin
1336,2012/08/31,40484965null,118322876.876null,373031820null,,,,23136.748null,,9396421110439null,494202520null,,,24406438.568null,102840790392905null,,,,,paycoin,paycoin
1337,2012/09/01,406131131null,104020974.296null,348392052null,,,,21564.229null,,878928607473null,449802575null,,,24406438.568null,98875807386597null,,,,,paycoin,paycoin
1338,2012/09/02,334243515null,865062306null,271354340null,,,,17932.218null,,602074369133null,349265460null,,,24406438.864null,99392930377663null,,,,,paycoin,paycoin
1339,2012/09/03,380813317null,1036712507null,260534113null,,,,10051.845null,,384330037134null,329945148null,,,24406438.97null,102114293385298null,,,,,paycoin,paycoin
1340,2012/09/04,397933375null,1160162191null,314323850null,,,,16960.977null,,677338093856null,460374616null,,,24406438.97null,103056576383914null,,,,,paycoin,paycoin
1341,2012/09/05,409552949null,991422276null,330193822null,,,,24096.474null,,9910376122602null,415434946null,,,24406438.953null,105452853400634null,,,,,paycoin,paycoin
1342,2012/09/06,426191231null,1041051101null,359122281null,,,,56681.539null,,2425377822989null,468433164null,,,24910278.868null,109480837400751null,,,,,paycoin,paycoin
1343,2012/09/07,33315689null,83362623.242null,314491589null,,,,61004.123null,,2042491255175null,441032099null,,,26940488.868null,109654010399840null,,,,,paycoin,paycoin
1344,2012/09/08,310281282null,920791022null,260182153null,,,,26902.852null,,838585015330null,336993074null,,,26940488.868null,109440989398692null,,,,,paycoin,paycoin
1345,2012/09/09,313052395null,811021740null,300642742null,,,,13652.001null,,429425085948null,401903433null,,,26940489.346null,109200010403375null,,,,,paycoin,paycoin
1346,2012/09/10,334822182null,951231827null,286812918null,,,,62282.06null,,2094555115598null,373584214null,,,26940489.404null,109881963404797null,,,,,paycoin,paycoin
1347,2012/09/11,380802185null,1113171893null,343242658null,,,,59471.87null,,2273073305074null,452413547null,,,26940489.404null,111411770398614null,,,,,paycoin,paycoin
1348,2012/09/12,279411495null,780511120null,266092186null,,,,43781.65null,,1230072183445null,342162886null,,,26940489.329null,112553504396291null,,,,,paycoin,paycoin
1349,2012/09/13,288951466null,1000081519null,258332098null,,,,87896.979null,,25510333814049null,350763215null,,,26940489.117null,112303163351708null,,,,,paycoin,paycoin
1350,2012/09/14,359561922null,998362615null,290282231null,,,,57734.744null,,20852086011651null,382752887null,,,26940489.117null,114916851335445null,,,,,paycoin,paycoin
1351,2012/09/15,271042444null,813042169null,232522851null,,,,29835.733null,,8126872817177null,300263639null,,,26940489.117null,116804836366123null,,,,,paycoin,paycoin
1352,2012/09/16,282541428null,811511492null,235392063null,,,,58194.348null,,1653437868627null,315733042null,,,26940488.778null,117486318385938null,,,,,paycoin,paycoin
1353,2012/09/17,242781444null,645161426null,242692222null,,,,63434.041null,,1550649028224null,330603063null,,,26940488.542null,118278314393737null,,,,,paycoin,paycoin
1354,2012/09/18,32654782null,85334814.532null,302171714null,,,,47805.24null,,1568974307268null,387842463null,,,26940488.542null,120483104401110null,,,,,paycoin,paycoin
1355,2012/09/19,320902645null,995671982null,309123339null,,,,1205110.27null,,38840813133376null,428814160null,,,27097308.598null,123680632413930null,,,,,paycoin,paycoin
1356,2012/09/20,31130973null,85026732.783null,335311971null,,,,63212.136null,,1977432283439null,472732625null,,,28641418.841null,124110375420935null,,,,,paycoin,paycoin
1357,2012/09/21,301781303null,813741205null,261132207null,,,,105672.997null,,3206691315818null,391992915null,,,28641418.841null,123684041419849null,,,,,paycoin,paycoin
1358,2012/09/22,21857968null,72416909.254null,199411889null,,,,827613.882null,,18219274022141null,273152607null,,,28641418.841null,122505207428136null,,,,,paycoin,paycoin
1359,2012/09/23,278411135null,80771911.286null,213562060null,,,,34073.821null,,953878666740null,286382731null,,,28641419.763null,122201861436084null,,,,,paycoin,paycoin
1360,2012/09/24,290371081null,856271580null,247951980null,,,,33694.93null,,983305158460null,334393521null,,,28641419.764null,121396711444296null,,,,,paycoin,paycoin
1361,2012/09/25,24038916null,708871217null,316731985null,,,,889.6288.625null,,2150854313938null,432702836null,,,28641419.764null,121719916443393null,,,,,paycoin,paycoin
1362,2012/09/26,322731088null,1031661190null,340282041null,,,,653.2027.204null,,2117224212053null,482682754null,,,286414110.947null,122651570468732null,,,,,paycoin,paycoin
1363,2012/09/27,28186754null,77634855.602null,295651705null,,,,596.81917.946null,,1691803222773null,420822402null,,,286414111.065null,123805194458526null,,,,,paycoin,paycoin
1364,2012/09/28,32610985null,932391080null,336381992null,,,,974.73413.79null,,3194009622409null,500273093null,,,286414111.065null,123814757476957null,,,,,paycoin,paycoin
1365,2012/09/29,23824910null,67459922.046null,253981871null,,,,669.25318.803null,,1605672128054null,384472539null,,,286414111.077null,124676061495118null,,,,,paycoin,paycoin
1366,2012/09/30,20509955null,635061028null,219191924null,,,,857.9110.85null,,1773129416861null,346702686null,,,286414111.093null,124528633516770null,,,,,paycoin,paycoin
1367,2012/10/01,24596852null,95028885.369null,250451852null,,,,810.01615.71null,,2002926222795null,379762721null,,,286414111.093null,124561640521291null,,,,,paycoin,paycoin
1368,2012/10/02,327321051null,1043491091null,353942110null,,,,768.37913.181null,,2526275921946null,531732812null,,,286414111.138null,127260898600000null,,,,,paycoin,paycoin
1369,2012/10/03,26536988null,1019002476null,298032044null,,,,604.43424.23null,,1611966039034null,500982764null,,,303744111.656null,129671958582454null,,,,,paycoin,paycoin
1370,2012/10/04,32484775null,119605652.513null,333521830null,,,,469.14921.998null,,1530130732006null,518052459null,,,305462811.656null,129775211637556null,,,,,paycoin,paycoin
1371,2012/10/05,362351022null,117049959.412null,325232031null,,,,921.517.994null,,3351623313501null,445333107null,,,305462811.663null,128680352626799null,,,,,paycoin,paycoin
1372,2012/10/06,325171186null,995801001null,284332006null,,,,762.61114.222null,,2491601625002null,389602668null,,,305462813.22null,127732529599317null,,,,,paycoin,paycoin
1373,2012/10/07,346011063null,1300851085null,297822034null,,,,623.21452.881null,,2164174487306null,433972865null,,,305462813.22null,122827641610885null,,,,,paycoin,paycoin
1374,2012/10/08,380331053null,969481216null,343452017null,,,,547.6521.738null,,2092624035303null,476412850null,,,305462813.22null,119728430640979null,,,,,paycoin,paycoin
1375,2012/10/09,353081541null,1150341660null,341382404null,,,,452.36725.55null,,1603640555648null,522773575null,,,305462813.421null,119611102754324null,,,,,paycoin,paycoin
1376,2012/10/10,310771440null,953271057null,319812544null,,,,335.19916.328null,,1046693134665null,473563243null,,,305462813.58null,121629216860146null,,,,,paycoin,paycoin
1377,2012/10/11,275461255null,911821138null,288512330null,,,,540.81721.659null,,1497197642019null,412333057null,,,305462813.58null,122453596937776null,,,,,paycoin,paycoin
1378,2012/10/12,285441791null,896581883null,295143194null,,,,109528.922null,,3141809374880null,446144531null,,,305462815.123null,1223239791001784null,,,,,paycoin,paycoin
1379,2012/10/13,329421406null,102843872.509null,274962709null,,,,974.94427.481null,,3226088560980null,394333435null,,,305462816.019null,121109385953280null,,,,,paycoin,paycoin
1380,2012/10/14,272871736null,1021801172null,262303015null,,,,594.12910.892null,,1628745027568null,385853913null,,,305462816.83null,119871460962372null,,,,,paycoin,paycoin
1381,2012/10/15,308292365null,861872131null,315803449null,,,,323.3789.842null,,1002406029034null,462864689null,,,305462822.667null,1190029271023230null,,,,,paycoin,paycoin
1382,2012/10/16,343782571null,1045522063null,289003558null,,,,940.1799.415null,,3246721129629null,430604605null,,,305542722.667null,1204940361019133null,,,,,paycoin,paycoin
1383,2012/10/17,316711345null,1117231246null,303782313null,,,,123624.138null,,3932405844944null,448203187null,,,307232222.667null,1203141931024537null,,,,,paycoin,paycoin
1384,2012/10/18,281001417null,920731582null,315312347null,,,,142512.968null,,4025677425119null,510523936null,,,307232222.234null,1209847371011318null,,,,,paycoin,paycoin
1385,2012/10/19,252181190null,938301666null,267962085null,,,,12549.728null,,3179664116246null,451932861null,,,307232221.86null,120696874931444null,,,,,paycoin,paycoin
1386,2012/10/20,302841017null,926851374null,292091867null,,,,103728.512null,,3155532241457null,432232632null,,,307232221.86null,119781511914698null,,,,,paycoin,paycoin
1387,2012/10/21,406721161null,1147881204null,280162077null,,,,671.56620.581null,,2742203633979null,388032784null,,,307232221.86null,119318050954123null,,,,,paycoin,paycoin
1388,2012/10/22,429971254null,1199711284null,300902270null,,,,611.1437.99null,,2637325914542null,414833529null,,,307232220.373null,119259960952720null,,,,,paycoin,paycoin
